START-OF-LOG: 3.0
CALLSIGN: K6JS
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 155760
NAME: Jim Selmi
LOCATION: CA
OPERATORS: K6JS
CLUB: northern california contest club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: 99 % S&P
SOAPBOX: Elecraft K3 - KPA500 - SteppIR BigIR Vertical w/80M coil
QSO:  3505 CW 2017-11-25 0819 K6JS          599 3      6Y0W          599 08
QSO:  3555 CW 2017-11-25 0834 K6JS          599 3      V47T          599 08
QSO:  3517 CW 2017-11-25 0837 K6JS          599 3      JN2AMD        599 25
QSO:  3525 CW 2017-11-25 0838 K6JS          599 3      VE3EJ         599 04
QSO:  3527 CW 2017-11-25 0839 K6JS          599 3      JA3YBK        599 25
QSO:  3560 CW 2017-11-25 0847 K6JS          599 3      JF2MBF        599 25
QSO: 21018 CW 2017-11-25 1842 K6JS          599 3      LT1F          599 13
QSO: 21025 CW 2017-11-25 1843 K6JS          599 3      PJ4Y          599 09
QSO: 21033 CW 2017-11-25 1845 K6JS          599 3      K9CT          599 04
QSO: 21042 CW 2017-11-25 1847 K6JS          599 3      6Y3M          599 08
QSO: 21047 CW 2017-11-25 1851 K6JS          599 3      6Y0W          599 08
QSO: 21048 CW 2017-11-25 1852 K6JS          599 3      PS2T          599 11
QSO: 21054 CW 2017-11-25 1856 K6JS          599 3      PJ2T          599 09
QSO: 21046 CW 2017-11-25 1901 K6JS          599 3      V47T          599 08
QSO: 21029 CW 2017-11-25 1904 K6JS          599 3      CW5W          599 13
QSO: 21001 CW 2017-11-25 1907 K6JS          599 3      ZM4T          599 32
QSO: 21017 CW 2017-11-25 2013 K6JS          599 3      ZF9CW         599 08
QSO: 21020 CW 2017-11-25 2013 K6JS          599 3      P40L          599 09
QSO: 21023 CW 2017-11-25 2014 K6JS          599 3      PJ4A          599 09
QSO: 21025 CW 2017-11-25 2015 K6JS          599 3      CE3CT         599 12
QSO: 21040 CW 2017-11-25 2017 K6JS          599 3      ZF2MJ         599 08
QSO: 21042 CW 2017-11-25 2017 K6JS          599 3      TI7W          599 07
QSO: 21045 CW 2017-11-25 2019 K6JS          599 3      PZ5V          599 09
QSO: 21050 CW 2017-11-25 2021 K6JS          599 3      A31MM         599 32
QSO: 21052 CW 2017-11-25 2022 K6JS          599 3      KH6LC         599 31
QSO: 21065 CW 2017-11-25 2024 K6JS          599 3      K4PV          599 05
QSO: 21035 CW 2017-11-25 2026 K6JS          599 3      XL3T          599 04
QSO: 21036 CW 2017-11-25 2026 K6JS          599 3      KH6J          599 31
QSO: 21030 CW 2017-11-25 2026 K6JS          599 3      ZW5B          599 11
QSO: 21020 CW 2017-11-25 2029 K6JS          599 3      PY4YY         599 11
QSO: 21039 CW 2017-11-25 2031 K6JS          599 3      KH7M          599 31
QSO: 21063 CW 2017-11-25 2032 K6JS          599 3      KH6TU         599 31
QSO: 21014 CW 2017-11-25 2037 K6JS          599 3      VE3EJ         599 04
QSO: 21013 CW 2017-11-25 2037 K6JS          599 3      PX2A          599 11
QSO: 21006 CW 2017-11-25 2040 K6JS          599 3      CW4MAX        599 13
QSO: 21027 CW 2017-11-25 2042 K6JS          599 3      KH6CJJ        599 31
QSO: 21041 CW 2017-11-25 2046 K6JS          599 3      PT5N          599 11
QSO: 28010 CW 2017-11-25 2048 K6JS          599 3      CX2AQ         599 13
QSO: 28013 CW 2017-11-25 2050 K6JS          599 3      PY3KN         599 11
QSO: 28020 CW 2017-11-25 2050 K6JS          599 3      OA4SS         599 10
QSO: 14016 CW 2017-11-25 2157 K6JS          599 3      6Y0W          599 08
QSO: 14017 CW 2017-11-25 2158 K6JS          599 3      VE6LB         599 04
QSO: 14017 CW 2017-11-25 2159 K6JS          599 3      K3LR          599 05
QSO: 14019 CW 2017-11-25 2200 K6JS          599 3      XL3T          599 04
QSO: 14020 CW 2017-11-25 2201 K6JS          599 3      VE3YAA        599 04
QSO: 14023 CW 2017-11-25 2202 K6JS          599 3      VE9HF         599 05
QSO: 14026 CW 2017-11-25 2203 K6JS          599 3      HQ9X          599 07
QSO: 14027 CW 2017-11-25 2205 K6JS          599 3      KH7M          599 31
QSO: 14028 CW 2017-11-25 2205 K6JS          599 3      KH7B          599 31
QSO: 14029 CW 2017-11-25 2206 K6JS          599 3      JA3YBK        599 25
QSO: 14030 CW 2017-11-25 2206 K6JS          599 3      KH6J          599 31
QSO: 14031 CW 2017-11-25 2208 K6JS          599 3      9Y4/VE3EY     599 09
QSO: 14031 CW 2017-11-25 2209 K6JS          599 3      P40L          599 09
QSO: 14032 CW 2017-11-25 2209 K6JS          599 3      PJ2T          599 09
QSO: 14033 CW 2017-11-25 2210 K6JS          599 3      JE2YRB        599 25
QSO: 14033 CW 2017-11-25 2210 K6JS          599 3      TO2SP         599 08
QSO: 14037 CW 2017-11-25 2211 K6JS          599 3      KH6LC         599 31
QSO: 14040 CW 2017-11-25 2213 K6JS          599 3      JN1THL        599 25
QSO: 14044 CW 2017-11-25 2215 K6JS          599 3      JH1MDJ        599 25
QSO: 14044 CW 2017-11-25 2216 K6JS          599 3      JR3NZC        599 25
QSO: 14049 CW 2017-11-25 2217 K6JS          599 3      TI7W          599 07
QSO: 14050 CW 2017-11-25 2217 K6JS          599 3      JH1GEX        599 25
QSO: 14051 CW 2017-11-25 2219 K6JS          599 3      PY2EX         599 11
QSO: 14052 CW 2017-11-25 2220 K6JS          599 3      JR1ZTI        599 25
QSO: 14052 CW 2017-11-25 2221 K6JS          599 3      PS0F          599 11
QSO: 14054 CW 2017-11-25 2221 K6JS          599 3      ZF2MJ         599 08
QSO: 14054 CW 2017-11-25 2223 K6JS          599 3      JH1RNI        599 25
QSO: 14055 CW 2017-11-25 2224 K6JS          599 3      P40C          599 09
QSO: 14055 CW 2017-11-25 2224 K6JS          599 3      JA0QNJ        599 25
QSO: 14056 CW 2017-11-25 2225 K6JS          599 3      6Y3M          599 08
QSO: 14057 CW 2017-11-25 2226 K6JS          599 3      JR2GRX        599 25
QSO: 14057 CW 2017-11-25 2227 K6JS          599 3      NP2X          599 08
QSO: 14059 CW 2017-11-25 2228 K6JS          599 3      JJ1LBJ        599 25
QSO: 14060 CW 2017-11-25 2228 K6JS          599 3      V47T          599 08
QSO: 14060 CW 2017-11-25 2229 K6JS          599 3      JA9CWJ        599 25
QSO: 14061 CW 2017-11-25 2229 K6JS          599 3      VE3VEE        599 04
QSO: 14063 CW 2017-11-25 2230 K6JS          599 3      VE7VR         599 03
QSO: 14064 CW 2017-11-25 2232 K6JS          599 3      JA7ZFN        599 25
QSO: 14067 CW 2017-11-25 2233 K6JS          599 3      CE3DNP        599 12
QSO: 14070 CW 2017-11-25 2234 K6JS          599 3      JA6LCJ        599 25
QSO: 14069 CW 2017-11-25 2238 K6JS          599 3      VA7RN         599 03
QSO: 21052 CW 2017-11-25 2241 K6JS          599 3      JA0FVU        599 25
QSO: 21049 CW 2017-11-25 2242 K6JS          599 3      AH2R          599 27
QSO: 21033 CW 2017-11-25 2243 K6JS          599 3      KL0R          599 01
QSO: 21023 CW 2017-11-25 2245 K6JS          599 3      RM0F          599 19
QSO: 21027 CW 2017-11-25 2247 K6JS          599 3      JA7ZFN        599 25
QSO: 21027 CW 2017-11-25 2247 K6JS          599 3      JA3YBK        599 25
QSO: 21033 CW 2017-11-25 2248 K6JS          599 3      YE2C          599 28
QSO: 21041 CW 2017-11-25 2254 K6JS          599 3      NH2DX         599 27
QSO: 21031 CW 2017-11-25 2256 K6JS          599 3      JR2GRX        599 25
QSO: 21029 CW 2017-11-25 2320 K6JS          599 3      JA5DQH        599 25
QSO: 21007 CW 2017-11-25 2327 K6JS          599 3      XE1IM         599 06
QSO: 21043 CW 2017-11-25 2330 K6JS          599 3      JH4UYB        599 25
QSO: 21051 CW 2017-11-25 2330 K6JS          599 3      JA5FDJ        599 25
QSO: 14069 CW 2017-11-25 2333 K6JS          599 3      JF1SEK        599 25
QSO: 14005 CW 2017-11-26 0056 K6JS          599 3      JH3AIU        599 25
QSO: 14001 CW 2017-11-26 0057 K6JS          599 3      CE3CT         599 12
QSO: 14019 CW 2017-11-26 0104 K6JS          599 3      DS4AOW        599 25
QSO: 14023 CW 2017-11-26 0105 K6JS          599 3      JL3JRY        599 25
QSO: 14035 CW 2017-11-26 0107 K6JS          599 3      JN1NOP        599 25
QSO: 14035 CW 2017-11-26 0108 K6JS          599 3      JN2AMD        599 25
QSO: 14044 CW 2017-11-26 0114 K6JS          599 3      RM0F          599 19
QSO: 14045 CW 2017-11-26 0114 K6JS          599 3      CW5W          599 13
QSO: 14066 CW 2017-11-26 0115 K6JS          599 3      JA2XYO        599 25
QSO: 14069 CW 2017-11-26 0116 K6JS          599 3      JE1LFX        599 25
QSO: 14047 CW 2017-11-26 0119 K6JS          599 3      BI4SSB        599 24
QSO: 14042 CW 2017-11-26 0119 K6JS          599 3      JS3CTQ        599 25
QSO:  7003 CW 2017-11-26 0124 K6JS          599 3      KC1XX         599 05
QSO:  7006 CW 2017-11-26 0202 K6JS          599 3      HQ9X          599 07
QSO:  7008 CW 2017-11-26 0205 K6JS          599 3      P40L          599 09
QSO:  7021 CW 2017-11-26 0212 K6JS          599 3      VE7KW         599 03
QSO:  3511 CW 2017-11-26 0218 K6JS          599 3      EF8R          599 33
QSO:  3523 CW 2017-11-26 0222 K6JS          599 3      VE3XB         599 04
QSO:  3527 CW 2017-11-26 0352 K6JS          599 3      P40L          599 09
QSO:  3512 CW 2017-11-26 0357 K6JS          599 3      ED8X          599 33
QSO:  7002 CW 2017-11-26 0402 K6JS          599 3      PS0F          599 11
QSO:  7032 CW 2017-11-26 0414 K6JS          599 3      KH6LC         599 31
QSO:  7038 CW 2017-11-26 0417 K6JS          599 3      JA3YBK        599 25
QSO:  7046 CW 2017-11-26 0417 K6JS          599 3      6Y0W          599 08
QSO:  7050 CW 2017-11-26 0418 K6JS          599 3      TO2SP         599 08
QSO:  7051 CW 2017-11-26 0419 K6JS          599 3      FY5KE         599 09
QSO:  7057 CW 2017-11-26 0420 K6JS          599 3      V47T          599 08
QSO:  7058 CW 2017-11-26 0421 K6JS          599 3      PZ5V          599 09
QSO:  7001 CW 2017-11-26 0425 K6JS          599 3      CE3CT         599 12
QSO:  7027 CW 2017-11-26 0447 K6JS          599 3      VE7FO         599 03
QSO:  7045 CW 2017-11-26 0448 K6JS          599 3      PJ2T          599 09
QSO:  7043 CW 2017-11-26 0449 K6JS          599 3      VE6WZ         599 04
QSO:  7044 CW 2017-11-26 0452 K6JS          599 3      ZF2MJ         599 08
QSO:  7051 CW 2017-11-26 0453 K6JS          599 3      ED8X          599 33
QSO:  7059 CW 2017-11-26 0455 K6JS          599 3      TI7W          599 07
QSO:  7010 CW 2017-11-26 0705 K6JS          599 3      JA1TMG        599 25
QSO:  7017 CW 2017-11-26 0709 K6JS          599 3      LY7Z          599 15
QSO:  7037 CW 2017-11-26 0737 K6JS          599 3      PJ4Y          599 09
QSO:  7040 CW 2017-11-26 0738 K6JS          599 3      JH4UTP        599 25
QSO:  7049 CW 2017-11-26 0740 K6JS          599 3      VE7GL         599 03
QSO:  7050 CW 2017-11-26 0741 K6JS          599 3      FY5KE         599 09
QSO:  7051 CW 2017-11-26 0743 K6JS          599 3      JA0QNJ        599 25
QSO:  7031 CW 2017-11-26 0749 K6JS          599 3      HQ9X          599 07
QSO:  7025 CW 2017-11-26 0750 K6JS          599 3      PS2T          599 11
QSO:  7017 CW 2017-11-26 0751 K6JS          599 3      AH0K          599 27
QSO:  7011 CW 2017-11-26 0752 K6JS          599 3      RT0F          599 19
QSO:  7007 CW 2017-11-26 0754 K6JS          599 3      VE7NY         599 03
QSO:  7035 CW 2017-11-26 0758 K6JS          599 3      JA1PNA        599 25
QSO:  7046 CW 2017-11-26 0801 K6JS          599 3      RU1A          599 16
QSO:  7052 CW 2017-11-26 0812 K6JS          599 3      OG2B          599 15
QSO:  7020 CW 2017-11-26 0821 K6JS          599 3      HL2VXK        599 25
QSO:  7016 CW 2017-11-26 0823 K6JS          599 3      C6ABU         599 08
QSO:  7013 CW 2017-11-26 0825 K6JS          599 3      VA7ST         599 03
QSO:  7005 CW 2017-11-26 0829 K6JS          599 3      ZL1IF         599 32
QSO:  7012 CW 2017-11-26 0831 K6JS          599 3      RW0LBM        599 19
QSO:  3544 CW 2017-11-26 0836 K6JS          599 3      PJ2T          599 09
QSO:  7046 CW 2017-11-26 0859 K6JS          599 3      ZM4T          599 32
QSO:  7043 CW 2017-11-26 0900 K6JS          599 3      BI4SSB        599 24
QSO:  7018 CW 2017-11-26 0905 K6JS          599 3      PP5NY         599 11
QSO:  7010 CW 2017-11-26 0909 K6JS          599 3      VK2GR         599 30
QSO:  3541 CW 2017-11-26 0915 K6JS          599 3      KH7M          599 31
QSO:  3536 CW 2017-11-26 0918 K6JS          599 3      PJ4Y          599 09
QSO:  3528 CW 2017-11-26 0920 K6JS          599 3      VE7NY         599 03
QSO:  7006 CW 2017-11-26 1639 K6JS          599 3      DT0HH         599 25
QSO:  7014 CW 2017-11-26 1639 K6JS          599 3      HS0ZAR        599 26
QSO:  7024 CW 2017-11-26 1641 K6JS          599 3      YE2C          599 28
QSO:  7023 CW 2017-11-26 1641 K6JS          599 3      JA6SHL        599 25
QSO:  7027 CW 2017-11-26 1642 K6JS          599 3      JE6RPM        599 25
QSO:  7039 CW 2017-11-26 1643 K6JS          599 3      VE7FE         599 03
QSO:  7061 CW 2017-11-26 1647 K6JS          599 3      JS3CTQ        599 25
QSO:  7035 CW 2017-11-26 1650 K6JS          599 3      JA7ZFN        599 25
QSO:  7072 CW 2017-11-26 1652 K6JS          599 3      9M2CNC        599 28
QSO:  7062 CW 2017-11-26 1654 K6JS          599 3      AH2R          599 27
QSO: 14012 CW 2017-11-26 1659 K6JS          599 3      VE7SZ         599 03
QSO: 14050 CW 2017-11-26 1725 K6JS          599 3      ZF9CW         599 08
QSO: 14055 CW 2017-11-26 1727 K6JS          599 3      CN2AA         599 33
QSO: 14085 CW 2017-11-26 1729 K6JS          599 3      VE2IM         599 02
QSO: 14043 CW 2017-11-26 1730 K6JS          599 3      5W1SA         599 32
QSO: 21016 CW 2017-11-26 1735 K6JS          599 3      CR2M          599 14
QSO: 21046 CW 2017-11-26 1737 K6JS          599 3      OM3RM         599 15
QSO: 21014 CW 2017-11-26 1740 K6JS          599 3      CN2R          599 33
QSO: 21047 CW 2017-11-26 1748 K6JS          599 3      YN2CC         599 07
QSO: 21040 CW 2017-11-26 1750 K6JS          599 3      LU2WA         599 13
QSO: 14049 CW 2017-11-26 1813 K6JS          599 3      AL1G          599 01
QSO: 14040 CW 2017-11-26 1820 K6JS          599 3      RT1O          599 16
QSO: 28016 CW 2017-11-26 1823 K6JS          599 3      KH7M          599 31
QSO: 28012 CW 2017-11-26 1826 K6JS          599 3      CE3CT         599 12
QSO: 28010 CW 2017-11-26 1827 K6JS          599 3      N0KQ          599 03
QSO: 21034 CW 2017-11-26 1830 K6JS          599 3      TO2SP         599 08
QSO: 21042 CW 2017-11-26 1830 K6JS          599 3      CR3OO         599 33
QSO: 21057 CW 2017-11-26 1833 K6JS          599 3      PY2MC         599 11
QSO: 21040 CW 2017-11-26 1834 K6JS          599 3      LU2WA         599 13
QSO: 14019 CW 2017-11-26 1900 K6JS          599 3      OH8WW         599 15
QSO: 14007 CW 2017-11-26 1901 K6JS          599 3      VE5SF         599 04
QSO: 14006 CW 2017-11-26 1924 K6JS          599 3      VY2TT         599 05
QSO: 14009 CW 2017-11-26 1926 K6JS          599 3      VE5ZX         599 04
QSO: 14011 CW 2017-11-26 1926 K6JS          599 3      VE5MX         599 04
QSO: 14013 CW 2017-11-26 1928 K6JS          599 3      VA2CZ         599 05
QSO: 14024 CW 2017-11-26 1930 K6JS          599 3      VE9AA         599 05
QSO: 14029 CW 2017-11-26 1932 K6JS          599 3      PJ4Y          599 09
QSO: 14035 CW 2017-11-26 1933 K6JS          599 3      EF8R          599 33
QSO: 14045 CW 2017-11-26 1936 K6JS          599 3      VE2FWW        599 05
QSO: 14037 CW 2017-11-26 1938 K6JS          599 3      VE7NY         599 03
QSO: 14034 CW 2017-11-26 1939 K6JS          599 3      VE7KW         599 03
QSO: 14021 CW 2017-11-26 1941 K6JS          599 3      PJ4E          599 09
QSO: 14013 CW 2017-11-26 1943 K6JS          599 3      VE3KP         599 04
QSO: 14003 CW 2017-11-26 1944 K6JS          599 3      VA2WA         599 05
QSO: 21044 CW 2017-11-26 1947 K6JS          599 3      FG/F6ARC      599 08
QSO: 21044 CW 2017-11-26 1949 K6JS          599 3      NH6JC         599 31
QSO: 21010 CW 2017-11-26 1950 K6JS          599 3      P40W          599 09
QSO: 28028 CW 2017-11-26 2021 K6JS          599 3      LU7HN         599 13
QSO: 28019 CW 2017-11-26 2023 K6JS          599 3      CW5W          599 13
QSO: 28040 CW 2017-11-26 2024 K6JS          599 3      LW8DQ         599 13
QSO: 28026 CW 2017-11-26 2027 K6JS          599 3      PY2EX         599 11
QSO: 14039 CW 2017-11-26 2046 K6JS          599 3      XE1CT         599 06
QSO: 14012 CW 2017-11-26 2049 K6JS          599 3      XF1IM         599 06
QSO: 14003 CW 2017-11-26 2050 K6JS          599 3      JN4MMO        599 25
QSO: 14038 CW 2017-11-26 2053 K6JS          599 3      VP5M          599 08
QSO: 14048 CW 2017-11-26 2055 K6JS          599 3      AH0K          599 27
QSO: 14039 CW 2017-11-26 2058 K6JS          599 3      OH8X          599 15
QSO: 14009 CW 2017-11-26 2131 K6JS          599 3      9G5W          599 35
QSO: 21019 CW 2017-11-26 2157 K6JS          599 3      JM7OLW        599 25
QSO: 21052 CW 2017-11-26 2200 K6JS          599 3      JR1ZTI        599 25
QSO: 21061 CW 2017-11-26 2200 K6JS          599 3      JF1SEK        599 25
QSO: 21006 CW 2017-11-26 2202 K6JS          599 3      HQ9X          599 07
QSO: 21039 CW 2017-11-26 2204 K6JS          599 3      AH0K          599 27
QSO: 21040 CW 2017-11-26 2206 K6JS          599 3      K6IJ          599 03
QSO: 21009 CW 2017-11-26 2207 K6JS          599 3      HP3SS         599 07
QSO: 14024 CW 2017-11-26 2212 K6JS          599 3      SB3W          599 14
QSO: 14027 CW 2017-11-26 2237 K6JS          599 3      PZ5V          599 09
QSO: 14007 CW 2017-11-26 2239 K6JS          599 3      LU5FF         599 13
QSO:  7008 CW 2017-11-26 2244 K6JS          599 3      TK0C          599 15
QSO:  7006 CW 2017-11-26 2250 K6JS          599 3      IR1Y          599 15
QSO:  7014 CW 2017-11-26 2252 K6JS          599 3      CT9/OM3BH     599 33
QSO:  7037 CW 2017-11-26 2256 K6JS          599 3      EA7RM         599 14
QSO:  7036 CW 2017-11-26 2309 K6JS          599 3      IR4M          599 15
QSO:  7024 CW 2017-11-26 2311 K6JS          599 3      EF2A          599 14
QSO:  7055 CW 2017-11-26 2322 K6JS          599 3      CT9/R7KW      599 33
QSO:  7066 CW 2017-11-26 2323 K6JS          599 3      EF8U          599 33
QSO:  7060 CW 2017-11-26 2326 K6JS          599 3      9G5W          599 35
QSO:  7052 CW 2017-11-26 2330 K6JS          599 3      CU4DX         599 14
QSO:  7042 CW 2017-11-26 2343 K6JS          599 3      II9P          599 15
END-OF-LOG:
