START-OF-LOG: 3.0
CALLSIGN: YO8BDW
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 80784
NAME: CRASI MILAN
LOCATION: DX
OPERATORS: YO8BDW
CLUB: CSTA SUCEAVA
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: FT817 Antenna: Delta loop 40m , Inverted Vee 80m
QSO: 14000 CW 2017-11-25 1317 YO8BDW        599 20     CN2R          599 33
QSO: 14000 CW 2017-11-25 1319 YO8BDW        599 20     R5AJ          599 16
QSO: 14000 CW 2017-11-25 1324 YO8BDW        599 20     PA7A          599 14
QSO: 14000 CW 2017-11-25 1332 YO8BDW        599 20     SE2T          599 14
QSO: 14000 CW 2017-11-25 1335 YO8BDW        599 20     SM6TOL        599 14
QSO: 14000 CW 2017-11-25 1337 YO8BDW        599 20     G6T           599 14
QSO: 14000 CW 2017-11-25 1342 YO8BDW        599 20     DR5X          599 14
QSO: 14000 CW 2017-11-25 1345 YO8BDW        599 20     SD6E          599 14
QSO: 14000 CW 2017-11-25 1348 YO8BDW        599 20     M0DXR         599 14
QSO: 14000 CW 2017-11-25 1351 YO8BDW        599 20     DL8IKG        599 14
QSO:  7000 CW 2017-11-25 1406 YO8BDW        599 20     LZ5K          599 20
QSO:  7000 CW 2017-11-25 1407 YO8BDW        599 20     S50A          599 15
QSO:  7000 CW 2017-11-25 1408 YO8BDW        599 20     LY4A          599 15
QSO:  7000 CW 2017-11-25 1409 YO8BDW        599 20     LY2PX         599 15
QSO:  7000 CW 2017-11-25 1410 YO8BDW        599 20     S58M          599 15
QSO:  7000 CW 2017-11-25 1411 YO8BDW        599 20     LY2X          599 15
QSO:  7000 CW 2017-11-25 1412 YO8BDW        599 20     OK2RRR        599 15
QSO:  7000 CW 2017-11-25 1414 YO8BDW        599 20     R2VA          599 16
QSO:  7000 CW 2017-11-25 1416 YO8BDW        599 20     OM3TZZ        599 15
QSO:  7000 CW 2017-11-25 1418 YO8BDW        599 20     RW3ZA         599 16
QSO:  7000 CW 2017-11-25 1420 YO8BDW        599 20     UI2F          599 15
QSO:  7000 CW 2017-11-25 1424 YO8BDW        599 20     S56X          599 15
QSO:  7000 CW 2017-11-25 1502 YO8BDW        599 20     OF5Z          599 15
QSO:  7000 CW 2017-11-25 1504 YO8BDW        599 20     UA4PN         599 16
QSO:  7000 CW 2017-11-25 1506 YO8BDW        599 20     RW4W          599 16
QSO:  7000 CW 2017-11-25 1508 YO8BDW        599 20     OH8NW         599 15
QSO:  7000 CW 2017-11-25 1508 YO8BDW        599 20     SE6E          599 14
QSO:  7000 CW 2017-11-25 1513 YO8BDW        599 20     9A1P          599 15
QSO:  7000 CW 2017-11-25 1516 YO8BDW        599 20     RL4A          599 16
QSO:  7000 CW 2017-11-25 1518 YO8BDW        599 20     SN5N          599 15
QSO:  7000 CW 2017-11-25 1519 YO8BDW        599 20     OL3A          599 15
QSO:  7000 CW 2017-11-25 1524 YO8BDW        599 20     EA9X          599 33
QSO:  7000 CW 2017-11-25 1529 YO8BDW        599 20     RU9AC         599 17
QSO:  7000 CW 2017-11-25 1539 YO8BDW        599 20     M0ZXR         599 14
QSO:  7000 CW 2017-11-25 1540 YO8BDW        599 20     9A1A          599 15
QSO:  7000 CW 2017-11-25 1545 YO8BDW        599 20     LY5R          599 15
QSO:  7000 CW 2017-11-25 1546 YO8BDW        599 20     9A3AG         599 15
QSO:  7000 CW 2017-11-25 1549 YO8BDW        599 20     HA3DX         599 15
QSO:  7000 CW 2017-11-25 1550 YO8BDW        599 20     RK0UT         599 18
QSO:  7000 CW 2017-11-25 1554 YO8BDW        599 20     M6T           599 14
QSO:  7000 CW 2017-11-25 1556 YO8BDW        599 20     3Z0X          599 15
QSO:  7000 CW 2017-11-25 1559 YO8BDW        599 20     S56A          599 15
QSO:  7000 CW 2017-11-25 1602 YO8BDW        599 20     DK0TA         599 14
QSO:  7000 CW 2017-11-25 1603 YO8BDW        599 20     RF9C          599 17
QSO:  7000 CW 2017-11-25 1607 YO8BDW        599 20     LY3B          599 15
QSO:  7000 CW 2017-11-25 1608 YO8BDW        599 20     RT9S          599 16
QSO:  7000 CW 2017-11-25 1611 YO8BDW        599 20     SZ1A          599 20
QSO:  7000 CW 2017-11-25 1616 YO8BDW        599 20     SM6M          599 14
QSO:  7000 CW 2017-11-25 1618 YO8BDW        599 20     YU7U          599 15
QSO:  7000 CW 2017-11-25 1620 YO8BDW        599 20     SP9KDA        599 15
QSO:  7000 CW 2017-11-25 1623 YO8BDW        599 20     HA8VV         599 15
QSO:  7000 CW 2017-11-25 1624 YO8BDW        599 20     YT4T          599 15
QSO:  7000 CW 2017-11-25 1625 YO8BDW        599 20     YT5A          599 15
QSO:  7000 CW 2017-11-25 1630 YO8BDW        599 20     DL5N          599 14
QSO:  7000 CW 2017-11-25 1639 YO8BDW        599 20     DJ0SP         599 14
QSO:  7000 CW 2017-11-25 1645 YO8BDW        599 20     HB9ARF        599 14
QSO:  7000 CW 2017-11-25 1650 YO8BDW        599 20     S51F          599 15
QSO:  7000 CW 2017-11-25 1657 YO8BDW        599 20     RY7G          599 16
QSO:  7000 CW 2017-11-25 1700 YO8BDW        599 20     R4VC          599 16
QSO:  7000 CW 2017-11-25 1701 YO8BDW        599 20     TK0C          599 15
QSO:  7000 CW 2017-11-25 1848 YO8BDW        599 20     LA2AB         599 14
QSO:  7000 CW 2017-11-25 1852 YO8BDW        599 20     EW8W          599 16
QSO:  7000 CW 2017-11-25 1853 YO8BDW        599 20     YO8DOH        599 20
QSO:  7000 CW 2017-11-25 1900 YO8BDW        599 20     OP4K          599 14
QSO:  7000 CW 2017-11-25 1911 YO8BDW        599 20     5P3WW         599 14
QSO:  7000 CW 2017-11-25 1913 YO8BDW        599 20     DD1A          599 14
QSO:  7000 CW 2017-11-25 1917 YO8BDW        599 20     JA3YBK        599 25
QSO:  7000 CW 2017-11-25 1923 YO8BDW        599 20     PA4O          599 14
QSO:  7000 CW 2017-11-25 1932 YO8BDW        599 20     PA/PY2SEX     599 14
QSO:  7000 CW 2017-11-25 1933 YO8BDW        599 20     LZ5XQ         599 20
QSO:  7000 CW 2017-11-25 1935 YO8BDW        599 20     HB9CA         599 14
QSO:  7000 CW 2017-11-25 1938 YO8BDW        599 20     RT9T/3        599 16
QSO:  7000 CW 2017-11-25 1941 YO8BDW        599 20     CU4DX         599 14
QSO:  7000 CW 2017-11-25 1943 YO8BDW        599 20     IZ8JFL        599 15
QSO:  7000 CW 2017-11-25 1948 YO8BDW        599 20     PI4CC         599 14
QSO:  7000 CW 2017-11-25 2001 YO8BDW        599 20     DL6FBL        599 14
QSO:  7000 CW 2017-11-25 2002 YO8BDW        599 20     IR1Y          599 15
QSO:  7000 CW 2017-11-25 2005 YO8BDW        599 20     UA4M          599 16
QSO:  7000 CW 2017-11-25 2011 YO8BDW        599 20     CR3W          599 33
QSO:  7000 CW 2017-11-25 2022 YO8BDW        599 20     JE6RPM        599 25
QSO:  7000 CW 2017-11-25 2028 YO8BDW        599 20     UA3A          599 16
QSO:  7000 CW 2017-11-25 2035 YO8BDW        599 20     F4WBN         599 14
QSO:  7000 CW 2017-11-25 2046 YO8BDW        599 20     KC1XX         599 05
QSO:  7000 CW 2017-11-25 2057 YO8BDW        599 20     R4RR          599 16
QSO:  7000 CW 2017-11-25 2101 YO8BDW        599 20     K1ZZ          599 05
QSO:  7000 CW 2017-11-25 2110 YO8BDW        599 20     RW0A          599 18
QSO:  7000 CW 2017-11-25 2122 YO8BDW        599 20     RZ3DJ         599 16
QSO:  7000 CW 2017-11-25 2126 YO8BDW        599 20     RT9L          599 17
QSO:  7000 CW 2017-11-25 2127 YO8BDW        599 20     RT3F          599 16
QSO:  7000 CW 2017-11-25 2133 YO8BDW        599 20     R7AB          599 16
QSO:  7000 CW 2017-11-25 2135 YO8BDW        599 20     EC2DX         599 14
QSO:  7000 CW 2017-11-25 2137 YO8BDW        599 20     A44A          599 21
QSO:  7000 CW 2017-11-25 2205 YO8BDW        599 20     TM6T          599 14
QSO:  7000 CW 2017-11-25 2211 YO8BDW        599 20     JT5DX         599 23
QSO:  7000 CW 2017-11-25 2220 YO8BDW        599 20     BY8AC         599 24
QSO:  7000 CW 2017-11-25 2224 YO8BDW        599 20     G3V           599 14
QSO:  7000 CW 2017-11-25 2241 YO8BDW        599 20     PA0O          599 14
QSO:  7000 CW 2017-11-25 2243 YO8BDW        599 20     W9RE          599 04
QSO:  7000 CW 2017-11-25 2246 YO8BDW        599 20     W2FA          599 05
QSO:  7000 CW 2017-11-25 2252 YO8BDW        599 20     W3UA          599 05
QSO:  7000 CW 2017-11-25 2303 YO8BDW        599 20     OQ5M          599 14
QSO:  7000 CW 2017-11-25 2321 YO8BDW        599 20     G4R           599 14
QSO:  3500 CW 2017-11-25 2328 YO8BDW        599 20     EW1I          599 16
QSO:  3500 CW 2017-11-25 2331 YO8BDW        599 20     HG6N          599 15
QSO:  3500 CW 2017-11-25 2333 YO8BDW        599 20     OL3A          599 15
QSO:  3500 CW 2017-11-25 2335 YO8BDW        599 20     OK8WW         599 15
QSO:  3500 CW 2017-11-25 2336 YO8BDW        599 20     SN8D          599 15
QSO:  3500 CW 2017-11-25 2337 YO8BDW        599 20     3Z1K          599 15
QSO:  3500 CW 2017-11-25 2339 YO8BDW        599 20     RT9T/3        599 16
QSO:  3500 CW 2017-11-25 2343 YO8BDW        599 20     IB9T          599 15
QSO:  3500 CW 2017-11-25 2344 YO8BDW        599 20     R7NW          599 16
QSO:  3500 CW 2017-11-25 2347 YO8BDW        599 20     OK1QM         599 15
QSO:  3500 CW 2017-11-25 2348 YO8BDW        599 20     HA6FQ         599 15
QSO:  3500 CW 2017-11-25 2349 YO8BDW        599 20     UA8K          599 17
QSO:  3500 CW 2017-11-25 2352 YO8BDW        599 20     HB9CA         599 14
QSO:  3500 CW 2017-11-25 2354 YO8BDW        599 20     S52FT         599 15
QSO:  3500 CW 2017-11-25 2357 YO8BDW        599 20     HG5A          599 15
QSO:  3500 CW 2017-11-25 2359 YO8BDW        599 20     YT1EA         599 15
QSO:  3500 CW 2017-11-26 0002 YO8BDW        599 20     DM7C          599 14
QSO:  3500 CW 2017-11-26 0003 YO8BDW        599 20     SP2XX         599 15
QSO:  3500 CW 2017-11-26 0008 YO8BDW        599 20     SN0N          599 15
QSO:  3500 CW 2017-11-26 0011 YO8BDW        599 20     S57Z          599 15
QSO:  3500 CW 2017-11-26 0016 YO8BDW        599 20     TK0C          599 15
QSO:  3500 CW 2017-11-26 0019 YO8BDW        599 20     YT5A          599 15
QSO:  3500 CW 2017-11-26 0021 YO8BDW        599 20     YO3APJ        599 20
QSO:  3500 CW 2017-11-26 0024 YO8BDW        599 20     EU8U          599 16
QSO:  7000 CW 2017-11-26 0028 YO8BDW        599 20     PA4M          599 14
QSO:  7000 CW 2017-11-26 0032 YO8BDW        599 20     LN8W          599 14
QSO:  7000 CW 2017-11-26 0041 YO8BDW        599 20     M0DXR         599 14
QSO:  7000 CW 2017-11-26 0508 YO8BDW        599 20     P33W          599 20
QSO:  7000 CW 2017-11-26 0510 YO8BDW        599 20     R8WF          599 16
QSO:  7000 CW 2017-11-26 0512 YO8BDW        599 20     UC7A          599 16
QSO:  7000 CW 2017-11-26 0514 YO8BDW        599 20     R7NF          599 16
QSO:  7000 CW 2017-11-26 0516 YO8BDW        599 20     ON5JT         599 14
QSO:  7000 CW 2017-11-26 0518 YO8BDW        599 20     G3VPW         599 14
QSO:  7000 CW 2017-11-26 0527 YO8BDW        599 20     UA4CNJ        599 16
QSO:  7000 CW 2017-11-26 0531 YO8BDW        599 20     UR5IFM        599 16
QSO:  7000 CW 2017-11-26 0536 YO8BDW        599 20     ZA1WW         599 15
QSO:  7000 CW 2017-11-26 0551 YO8BDW        599 20     IK2SND        599 15
QSO:  7000 CW 2017-11-26 0553 YO8BDW        599 20     DL1A          599 14
QSO:  7000 CW 2017-11-26 0554 YO8BDW        599 20     RA1TU         599 16
QSO:  7000 CW 2017-11-26 0600 YO8BDW        599 20     G3P           599 14
QSO:  7000 CW 2017-11-26 0602 YO8BDW        599 20     RM1Q          599 16
QSO:  7000 CW 2017-11-26 0606 YO8BDW        599 20     LZ9W          599 20
QSO:  7000 CW 2017-11-26 0609 YO8BDW        599 20     RM3G          599 16
QSO:  7000 CW 2017-11-26 0610 YO8BDW        599 20     I4IKW         599 15
QSO:  7000 CW 2017-11-26 0615 YO8BDW        599 20     DF0HQ         599 14
QSO:  7000 CW 2017-11-26 0618 YO8BDW        599 20     EW6W          599 16
QSO:  7000 CW 2017-11-26 0624 YO8BDW        599 20     K1KI          599 05
QSO:  7000 CW 2017-11-26 0626 YO8BDW        599 20     YL3FT         599 15
QSO:  7000 CW 2017-11-26 0627 YO8BDW        599 20     HA2PP         599 15
QSO:  7000 CW 2017-11-26 0629 YO8BDW        599 20     UU7U          599 16
QSO:  7000 CW 2017-11-26 0638 YO8BDW        599 20     RA3W          599 16
QSO:  7000 CW 2017-11-26 0640 YO8BDW        599 20     YL5Q          599 15
QSO:  7000 CW 2017-11-26 0642 YO8BDW        599 20     S52AW         599 15
QSO:  7000 CW 2017-11-26 0644 YO8BDW        599 20     EU1WW         599 16
QSO:  7000 CW 2017-11-26 0648 YO8BDW        599 20     PA3EVY        599 14
QSO:  7000 CW 2017-11-26 0650 YO8BDW        599 20     US1Q          599 16
QSO:  7000 CW 2017-11-26 0654 YO8BDW        599 20     K1VR          599 05
QSO:  7000 CW 2017-11-26 0658 YO8BDW        599 20     9A7A          599 15
QSO:  7000 CW 2017-11-26 0659 YO8BDW        599 20     SK3W          599 14
QSO:  7000 CW 2017-11-26 0700 YO8BDW        599 20     SP5CNA        599 15
QSO:  7000 CW 2017-11-26 0702 YO8BDW        599 20     OM5WW         599 15
QSO:  7000 CW 2017-11-26 0704 YO8BDW        599 20     DL1LOD        599 14
QSO:  7000 CW 2017-11-26 0707 YO8BDW        599 20     E73W          599 15
QSO:  7000 CW 2017-11-26 0709 YO8BDW        599 20     DP6A          599 14
QSO:  7000 CW 2017-11-26 0712 YO8BDW        599 20     HA1AD         599 15
QSO:  7000 CW 2017-11-26 0714 YO8BDW        599 20     SN2M          599 15
QSO:  7000 CW 2017-11-26 0718 YO8BDW        599 20     UT8AL         599 16
QSO:  7000 CW 2017-11-26 0722 YO8BDW        599 20     UY7LM         599 16
QSO:  7000 CW 2017-11-26 0726 YO8BDW        599 20     HA5X          599 15
QSO:  7000 CW 2017-11-26 0728 YO8BDW        599 20     F6ENO         599 14
QSO:  7000 CW 2017-11-26 0731 YO8BDW        599 20     HA2NA         599 15
QSO:  7000 CW 2017-11-26 0734 YO8BDW        599 20     YL2VW         599 15
QSO:  7000 CW 2017-11-26 0736 YO8BDW        599 20     YT1HA         599 15
QSO:  7000 CW 2017-11-26 0739 YO8BDW        599 20     LY5E          599 15
QSO:  7000 CW 2017-11-26 0741 YO8BDW        599 20     SQ9E          599 15
QSO:  7000 CW 2017-11-26 0743 YO8BDW        599 20     SP4Z          599 15
QSO:  7000 CW 2017-11-26 0747 YO8BDW        599 20     LX7I          599 14
QSO:  7000 CW 2017-11-26 0748 YO8BDW        599 20     EW8OM         599 16
QSO:  7000 CW 2017-11-26 0750 YO8BDW        599 20     HA5UA         599 15
QSO: 21000 CW 2017-11-26 0835 YO8BDW        599 20     CN3R          599 33
QSO: 14000 CW 2017-11-26 0847 YO8BDW        599 20     UA1ANA        599 16
QSO: 14000 CW 2017-11-26 0851 YO8BDW        599 20     TM3R          599 14
QSO: 14000 CW 2017-11-26 0852 YO8BDW        599 20     LX7I          599 14
QSO: 14000 CW 2017-11-26 0857 YO8BDW        599 20     TK0C          599 15
QSO: 14000 CW 2017-11-26 0901 YO8BDW        599 20     EC2DX         599 14
QSO: 14000 CW 2017-11-26 0907 YO8BDW        599 20     TM0R          599 14
QSO: 14000 CW 2017-11-26 0908 YO8BDW        599 20     TM4Q          599 14
QSO: 14000 CW 2017-11-26 0910 YO8BDW        599 20     C4W           599 20
QSO: 14000 CW 2017-11-26 0913 YO8BDW        599 20     RK2M          599 16
QSO: 14000 CW 2017-11-26 0915 YO8BDW        599 20     LA8OM         599 14
QSO: 14000 CW 2017-11-26 0917 YO8BDW        599 20     RA3UAG        599 16
QSO: 14000 CW 2017-11-26 0920 YO8BDW        599 20     3V8SS         599 33
QSO: 21000 CW 2017-11-26 0933 YO8BDW        599 20     UN4PG         599 17
QSO: 21000 CW 2017-11-26 0943 YO8BDW        599 20     GM2V          599 14
QSO: 21000 CW 2017-11-26 0948 YO8BDW        599 20     S79K          599 39
QSO: 14000 CW 2017-11-26 1007 YO8BDW        599 20     DL5YM         599 14
QSO: 14000 CW 2017-11-26 1008 YO8BDW        599 20     R2VA          599 16
QSO: 14000 CW 2017-11-26 1009 YO8BDW        599 20     DL6FBL        599 14
QSO: 14000 CW 2017-11-26 1012 YO8BDW        599 20     DG5AA         599 14
QSO: 14000 CW 2017-11-26 1016 YO8BDW        599 20     CN2AA         599 33
QSO: 14000 CW 2017-11-26 1019 YO8BDW        599 20     DK3MM         599 14
QSO: 14000 CW 2017-11-26 1023 YO8BDW        599 20     DL2TR         599 14
QSO: 14000 CW 2017-11-26 1026 YO8BDW        599 20     DL4WA         599 14
QSO: 14000 CW 2017-11-26 1028 YO8BDW        599 20     DF9GR         599 14
QSO: 14000 CW 2017-11-26 1036 YO8BDW        599 20     HB9CA         599 14
QSO: 14000 CW 2017-11-26 1038 YO8BDW        599 20     PI4CC         599 14
QSO: 14000 CW 2017-11-26 1039 YO8BDW        599 20     IK6QON        599 15
QSO: 14000 CW 2017-11-26 1041 YO8BDW        599 20     PA3GVI        599 14
QSO: 14000 CW 2017-11-26 1042 YO8BDW        599 20     PA1CC         599 14
QSO: 14000 CW 2017-11-26 1048 YO8BDW        599 20     OF6MW         599 15
QSO: 14000 CW 2017-11-26 1049 YO8BDW        599 20     IT9DXR        599 15
QSO: 14000 CW 2017-11-26 1052 YO8BDW        599 20     RC9J          599 17
QSO: 14000 CW 2017-11-26 1054 YO8BDW        599 20     DM3OO         599 14
QSO: 14000 CW 2017-11-26 1056 YO8BDW        599 20     OH2BAH        599 15
QSO: 14000 CW 2017-11-26 1100 YO8BDW        599 20     IK4DCX        599 15
QSO: 14000 CW 2017-11-26 1102 YO8BDW        599 20     DR8A          599 14
QSO: 14000 CW 2017-11-26 1105 YO8BDW        599 20     R8XF          599 17
QSO: 14000 CW 2017-11-26 1106 YO8BDW        599 20     RA4Y          599 16
QSO: 14000 CW 2017-11-26 1110 YO8BDW        599 20     CN3R          599 33
QSO: 14000 CW 2017-11-26 1116 YO8BDW        599 20     DK2CF         599 14
QSO: 14000 CW 2017-11-26 1117 YO8BDW        599 20     PA4O          599 14
QSO: 14000 CW 2017-11-26 1119 YO8BDW        599 20     OH8WR         599 15
QSO: 14000 CW 2017-11-26 1124 YO8BDW        599 20     OH9W          599 15
QSO: 14000 CW 2017-11-26 1128 YO8BDW        599 20     UA4M          599 16
QSO: 14000 CW 2017-11-26 1135 YO8BDW        599 20     DP6A          599 14
QSO: 14000 CW 2017-11-26 1139 YO8BDW        599 20     DR4A          599 14
QSO: 14000 CW 2017-11-26 1146 YO8BDW        599 20     GW5R          599 14
QSO: 14000 CW 2017-11-26 1149 YO8BDW        599 20     G3V           599 14
QSO: 14000 CW 2017-11-26 1156 YO8BDW        599 20     RT9S          599 16
QSO: 14000 CW 2017-11-26 1201 YO8BDW        599 20     UA9LDD        599 17
QSO: 14000 CW 2017-11-26 1204 YO8BDW        599 20     4Z5LY         599 20
QSO: 14000 CW 2017-11-26 1207 YO8BDW        599 20     F8KLY         599 14
QSO: 14000 CW 2017-11-26 1210 YO8BDW        599 20     RN9T          599 16
QSO: 14000 CW 2017-11-26 1220 YO8BDW        599 20     PA3GDD        599 14
QSO: 14000 CW 2017-11-26 1223 YO8BDW        599 20     R9PA          599 18
QSO: 14000 CW 2017-11-26 1227 YO8BDW        599 20     OF5Z          599 15
QSO: 14000 CW 2017-11-26 1232 YO8BDW        599 20     EA5RS         599 14
QSO: 14000 CW 2017-11-26 1235 YO8BDW        599 20     UP2L          599 17
QSO: 14000 CW 2017-11-26 1239 YO8BDW        599 20     TM6M          599 14
QSO: 14000 CW 2017-11-26 1245 YO8BDW        599 20     TM1T          599 14
QSO: 14000 CW 2017-11-26 1248 YO8BDW        599 20     CR3W          599 33
QSO: 14000 CW 2017-11-26 1253 YO8BDW        599 20     IK3UNA        599 15
QSO: 14000 CW 2017-11-26 1255 YO8BDW        599 20     R8WF          599 16
