START-OF-LOG: 3.0
CALLSIGN: AD4TJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 79520
NAME: David Tanks
LOCATION: VA
OPERATORS: AD4TJ
CLUB: SHENANDOAH VALLEY WIRELESS
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: Some stations do not give their call often enough!!!
QSO:  7001 CW 2017-11-26 0213 AD4TJ         599 5      XE1IM         599 06
QSO:  7005 CW 2017-11-26 0219 AD4TJ         599 5      S50ABC        599 15
QSO:  7010 CW 2017-11-26 0230 AD4TJ         599 5      R7AB          599 16
QSO:  7012 CW 2017-11-26 0231 AD4TJ         599 5      TK0C          599 15
QSO:  7012 CW 2017-11-26 0232 AD4TJ         599 5      IR2F          599 15
QSO:  7014 CW 2017-11-26 0235 AD4TJ         599 5      CO6RD         599 08
QSO:  7015 CW 2017-11-26 0236 AD4TJ         599 5      CN2R          599 33
QSO:  7021 CW 2017-11-26 0244 AD4TJ         599 5      SB9FKK        599 14
QSO:  7022 CW 2017-11-26 0245 AD4TJ         599 5      9A7A          599 15
QSO:  7026 CW 2017-11-26 0248 AD4TJ         599 5      DR4A          599 14
QSO:  7029 CW 2017-11-26 0251 AD4TJ         599 5      HQ9X          599 07
QSO:  7032 CW 2017-11-26 0253 AD4TJ         599 5      YT5A          599 15
QSO:  7033 CW 2017-11-26 0254 AD4TJ         599 5      TM4Q          599 14
QSO:  7034 CW 2017-11-26 1207 AD4TJ         599 5      6Y3M          599 08
QSO:  7037 CW 2017-11-26 1209 AD4TJ         599 5      VE2BWL        599 05
QSO:  7050 CW 2017-11-26 1218 AD4TJ         599 5      AH6KO         599 31
QSO: 14001 CW 2017-11-26 1233 AD4TJ         599 5      RK4FF         599 16
QSO: 14002 CW 2017-11-26 1236 AD4TJ         599 5      YT4W          599 15
QSO: 14003 CW 2017-11-26 1239 AD4TJ         599 5      IR4B          599 15
QSO: 14003 CW 2017-11-26 1243 AD4TJ         599 5      LA7THA        599 14
QSO: 14004 CW 2017-11-26 1244 AD4TJ         599 5      OK2OCT        599 15
QSO: 14004 CW 2017-11-26 1244 AD4TJ         599 5      LZ5Z          599 20
QSO: 14005 CW 2017-11-26 1247 AD4TJ         599 5      DL0GH         599 14
QSO: 14008 CW 2017-11-26 1252 AD4TJ         599 5      EF2A          599 14
QSO: 14008 CW 2017-11-26 1252 AD4TJ         599 5      LY6A          599 15
QSO: 14010 CW 2017-11-26 1254 AD4TJ         599 5      OK1XC         599 15
QSO: 14010 CW 2017-11-26 1255 AD4TJ         599 5      LY5R          599 15
QSO: 14011 CW 2017-11-26 1258 AD4TJ         599 5      9A7A          599 15
QSO: 14013 CW 2017-11-26 1301 AD4TJ         599 5      OL3A          599 15
QSO: 14014 CW 2017-11-26 1445 AD4TJ         599 5      HQ9X          599 07
QSO: 14015 CW 2017-11-26 1449 AD4TJ         599 5      SG5C          599 15
QSO: 14016 CW 2017-11-26 1452 AD4TJ         599 5      OZ1AAR        599 14
QSO: 14017 CW 2017-11-26 1454 AD4TJ         599 5      OR5T          599 14
QSO: 14018 CW 2017-11-26 1456 AD4TJ         599 5      S57AW         599 15
QSO: 14024 CW 2017-11-26 2037 AD4TJ         599 5      VE7FO         599 03
QSO: 14024 CW 2017-11-26 2040 AD4TJ         599 5      L33M          599 13
QSO: 14028 CW 2017-11-26 2043 AD4TJ         599 5      GW5R          599 14
QSO: 14028 CW 2017-11-26 2045 AD4TJ         599 5      KH7M          599 31
QSO: 14030 CW 2017-11-26 2048 AD4TJ         599 5      CB1H          599 12
QSO: 14031 CW 2017-11-26 2050 AD4TJ         599 5      VE2FWW        599 05
QSO: 14032 CW 2017-11-26 2052 AD4TJ         599 5      VA7ST         599 03
QSO: 14033 CW 2017-11-26 2055 AD4TJ         599 5      XL3A          599 04
QSO: 14033 CW 2017-11-26 2056 AD4TJ         599 5      DL6FBL        599 14
QSO: 14034 CW 2017-11-26 2058 AD4TJ         599 5      LY2NY         599 15
QSO: 14038 CW 2017-11-26 2100 AD4TJ         599 5      ZW8T          599 11
QSO: 14039 CW 2017-11-26 2102 AD4TJ         599 5      F6HKA         599 14
QSO: 14042 CW 2017-11-26 2106 AD4TJ         599 5      TI7W          599 07
QSO: 14045 CW 2017-11-26 2108 AD4TJ         599 5      6Y0W          599 08
QSO: 14049 CW 2017-11-26 2110 AD4TJ         599 5      6Y3M          599 08
QSO: 14050 CW 2017-11-26 2112 AD4TJ         599 5      V47T          599 08
QSO: 14051 CW 2017-11-26 2113 AD4TJ         599 5      YT5A          599 15
QSO: 14051 CW 2017-11-26 2117 AD4TJ         599 5      VE6KC         599 04
QSO: 21006 CW 2017-11-26 2123 AD4TJ         599 5      HQ9X          599 07
QSO: 21011 CW 2017-11-26 2129 AD4TJ         599 5      PY1SL         599 11
QSO: 21012 CW 2017-11-26 2130 AD4TJ         599 5      CE3CT         599 12
QSO: 21014 CW 2017-11-26 2133 AD4TJ         599 5      FM5FJ         599 08
QSO: 21018 CW 2017-11-26 2135 AD4TJ         599 5      PS2T          599 11
QSO: 21021 CW 2017-11-26 2137 AD4TJ         599 5      CW5W          599 13
QSO: 21028 CW 2017-11-26 2139 AD4TJ         599 5      ZM4T          599 32
QSO: 21028 CW 2017-11-26 2141 AD4TJ         599 5      ZL4TT         599 32
QSO: 21032 CW 2017-11-26 2144 AD4TJ         599 5      ZF2MJ         599 08
QSO: 21035 CW 2017-11-26 2148 AD4TJ         599 5      VE7GL         599 03
QSO: 21056 CW 2017-11-26 2151 AD4TJ         599 5      PY2EX         599 11
QSO: 21060 CW 2017-11-26 2154 AD4TJ         599 5      LW3DC         599 13
END-OF-LOG:
