START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DF5BM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 321750
CREATED-BY: UcxLog 7.64
NAME: Uwe Bobolz
CLUB: RHEIN RUHR DX ASSOCIATION
SOAPBOX: Hello, running 100 watts to wire-antennas. Thank you to all who made a
SOAPBOX: QSO with me ! Till next year. 73 DF5BM Uwe
QSO:  7000 CW 2017-11-25 0155 DF5BM         599 14     UA4S          599 16     0
QSO:  7000 CW 2017-11-25 0156 DF5BM         599 14     7X2ARA        599 33     0
QSO:  7000 CW 2017-11-25 0200 DF5BM         599 14     R6KX          599 16     0
QSO:  7000 CW 2017-11-25 0201 DF5BM         599 14     UA7K          599 16     0
QSO:  7000 CW 2017-11-25 0202 DF5BM         599 14     EA1VT         599 14     0
QSO:  7000 CW 2017-11-25 0203 DF5BM         599 14     ED8X          599 33     0
QSO:  7000 CW 2017-11-25 0203 DF5BM         599 14     N1RR          599 05     0
QSO:  7000 CW 2017-11-25 0204 DF5BM         599 14     P33W          599 20     0
QSO:  7000 CW 2017-11-25 0205 DF5BM         599 14     HA7SBQ        599 15     0
QSO:  7000 CW 2017-11-25 0205 DF5BM         599 14     E74YM         599 15     0
QSO:  7000 CW 2017-11-25 0205 DF5BM         599 14     EA5HRT        599 14     0
QSO:  7000 CW 2017-11-25 0206 DF5BM         599 14     EF8R          599 33     0
QSO:  7000 CW 2017-11-25 0207 DF5BM         599 14     R2DFD         599 16     0
QSO:  7000 CW 2017-11-25 0211 DF5BM         599 14     YT0B          599 15     0
QSO:  7000 CW 2017-11-25 0213 DF5BM         599 14     UV7V          599 16     0
QSO:  7000 CW 2017-11-25 0216 DF5BM         599 14     OM3TZZ        599 15     0
QSO:  7000 CW 2017-11-25 0220 DF5BM         599 14     N4CC          599 05     0
QSO:  7000 CW 2017-11-25 0227 DF5BM         599 14     CU4DX         599 14     0
QSO:  7000 CW 2017-11-25 0229 DF5BM         599 14     S51F          599 15     0
QSO:  7000 CW 2017-11-25 0237 DF5BM         599 14     9A4WY         599 15     0
QSO:  7000 CW 2017-11-25 0238 DF5BM         599 14     IU8ACL        599 15     0
QSO:  7000 CW 2017-11-25 0242 DF5BM         599 14     IR6T          599 15     0
QSO:  7000 CW 2017-11-25 0245 DF5BM         599 14     TI7W          599 07     0
QSO:  7000 CW 2017-11-25 0247 DF5BM         599 14     ZA1WW         599 15     0
QSO:  7000 CW 2017-11-25 0253 DF5BM         599 14     6Y0W          599 08     0
QSO:  3500 CW 2017-11-25 0300 DF5BM         599 14     EW3LN         599 16     0
QSO:  3500 CW 2017-11-25 0301 DF5BM         599 14     HA6NL         599 15     0
QSO:  3500 CW 2017-11-25 0301 DF5BM         599 14     YO9HP         599 20     0
QSO:  3500 CW 2017-11-25 0302 DF5BM         599 14     HG5R          599 15     0
QSO:  3500 CW 2017-11-25 0303 DF5BM         599 14     OE2S          599 15     0
QSO:  3500 CW 2017-11-25 0304 DF5BM         599 14     XL3AT         599 04     0
QSO:  3500 CW 2017-11-25 0304 DF5BM         599 14     EU8U          599 16     0
QSO:  3500 CW 2017-11-25 0305 DF5BM         599 14     DA0WRTC       599 14     0
QSO:  3500 CW 2017-11-25 0306 DF5BM         599 14     LY8O          599 15     0
QSO:  3500 CW 2017-11-25 0308 DF5BM         599 14     SO9M          599 15     0
QSO:  3500 CW 2017-11-25 0309 DF5BM         599 14     OM7RU         599 15     0
QSO:  3500 CW 2017-11-25 0309 DF5BM         599 14     LY7Z          599 15     0
QSO:  3500 CW 2017-11-25 0311 DF5BM         599 14     VY2TT         599 05     0
QSO:  3500 CW 2017-11-25 0311 DF5BM         599 14     S52CO         599 15     0
QSO:  3500 CW 2017-11-25 0313 DF5BM         599 14     HB9CZF        599 14     0
QSO:  3500 CW 2017-11-25 0314 DF5BM         599 14     9A2KI         599 15     0
QSO:  3500 CW 2017-11-25 0316 DF5BM         599 14     VE3XB         599 04     0
QSO:  3500 CW 2017-11-25 0316 DF5BM         599 14     M0DXR         599 14     0
QSO:  3500 CW 2017-11-25 0317 DF5BM         599 14     SO4R          599 15     0
QSO:  3500 CW 2017-11-25 0318 DF5BM         599 14     LZ9W          599 20     0
QSO:  3500 CW 2017-11-25 0319 DF5BM         599 14     EF2A          599 14     0
QSO:  3500 CW 2017-11-25 0320 DF5BM         599 14     RW2F          599 15     0
QSO:  3500 CW 2017-11-25 0322 DF5BM         599 14     GW9J          599 14     0
QSO:  3500 CW 2017-11-25 0325 DF5BM         599 14     CR3OO         599 33     0
QSO:  3500 CW 2017-11-25 0330 DF5BM         599 14     LY7M          599 15     0
QSO:  3500 CW 2017-11-25 0334 DF5BM         599 14     IB9T          599 15     0
QSO:  3500 CW 2017-11-25 0335 DF5BM         599 14     OM0WR         599 15     0
QSO:  3500 CW 2017-11-25 0337 DF5BM         599 14     UA7K          599 16     0
QSO:  3500 CW 2017-11-25 0337 DF5BM         599 14     UR5R          599 16     0
QSO:  3500 CW 2017-11-25 0337 DF5BM         599 14     LY4K          599 15     0
QSO:  3500 CW 2017-11-25 0338 DF5BM         599 14     I2IFT         599 15     0
QSO:  3500 CW 2017-11-25 0343 DF5BM         599 14     IK3UNA        599 15     0
QSO:  3500 CW 2017-11-25 0344 DF5BM         599 14     9A1AA         599 15     0
QSO:  3500 CW 2017-11-25 0345 DF5BM         599 14     RT6A          599 16     0
QSO:  3500 CW 2017-11-25 0346 DF5BM         599 14     TK0C          599 15     0
QSO:  3500 CW 2017-11-25 0350 DF5BM         599 14     TM4Q          599 14     0
QSO:  3500 CW 2017-11-25 0351 DF5BM         599 14     OF1F          599 15     0
QSO:  3500 CW 2017-11-25 0352 DF5BM         599 14     UX2X          599 16     0
QSO:  3500 CW 2017-11-25 0352 DF5BM         599 14     EW6W          599 16     0
QSO:  3500 CW 2017-11-25 0353 DF5BM         599 14     SP4Z          599 15     0
QSO:  3500 CW 2017-11-25 0353 DF5BM         599 14     EA1DAV        599 14     0
QSO:  3500 CW 2017-11-25 0356 DF5BM         599 14     UN4L          599 17     0
QSO:  3500 CW 2017-11-25 0400 DF5BM         599 14     SE6E          599 14     0
QSO:  3500 CW 2017-11-25 0402 DF5BM         599 14     LY4A          599 15     0
QSO:  3500 CW 2017-11-25 0416 DF5BM         599 14     YL2SM         599 15     0
QSO:  3500 CW 2017-11-25 0420 DF5BM         599 14     UZ3A          599 16     0
QSO:  3500 CW 2017-11-25 0420 DF5BM         599 14     SP4AWE        599 15     0
QSO:  3500 CW 2017-11-25 0422 DF5BM         599 14     IZ1GAR        599 15     0
QSO:  3500 CW 2017-11-25 0423 DF5BM         599 14     KC1XX         599 05     0
QSO:  3500 CW 2017-11-25 0424 DF5BM         599 14     NR4M          599 05     0
QSO:  3500 CW 2017-11-25 0427 DF5BM         599 14     OM7LM         599 15     0
QSO:  3500 CW 2017-11-25 0430 DF5BM         599 14     CN2AA         599 33     0
QSO:  3500 CW 2017-11-25 0431 DF5BM         599 14     W3LPL         599 05     0
QSO:  3500 CW 2017-11-25 0432 DF5BM         599 14     YL2KO         599 15     0
QSO:  3500 CW 2017-11-25 0437 DF5BM         599 14     OK2RRR        599 15     0
QSO:  3500 CW 2017-11-25 0437 DF5BM         599 14     LN8W          599 14     0
QSO:  3500 CW 2017-11-25 0444 DF5BM         599 14     LY2W          599 15     0
QSO:  3500 CW 2017-11-25 0451 DF5BM         599 14     CR3W          599 33     0
QSO:  3500 CW 2017-11-25 0453 DF5BM         599 14     LY6A          599 15     0
QSO:  3500 CW 2017-11-25 0454 DF5BM         599 14     OZ1IKY        599 14     0
QSO:  3500 CW 2017-11-25 0455 DF5BM         599 14     UA2FZ         599 15     0
QSO:  3500 CW 2017-11-25 0459 DF5BM         599 14     YT5N          599 15     0
QSO:  3500 CW 2017-11-25 0501 DF5BM         599 14     S54X          599 15     0
QSO:  3500 CW 2017-11-25 0502 DF5BM         599 14     UA4S          599 16     0
QSO:  3500 CW 2017-11-25 0504 DF5BM         599 14     LY4G          599 15     0
QSO:  3500 CW 2017-11-25 0506 DF5BM         599 14     K3LR          599 05     0
QSO:  3500 CW 2017-11-25 0508 DF5BM         599 14     YU0U          599 15     0
QSO:  3500 CW 2017-11-25 0509 DF5BM         599 14     P33W          599 20     0
QSO:  3500 CW 2017-11-25 0510 DF5BM         599 14     HA7MF         599 15     0
QSO:  3500 CW 2017-11-25 0514 DF5BM         599 14     UT5C          599 16     0
QSO:  3500 CW 2017-11-25 0517 DF5BM         599 14     Z35W          599 15     0
QSO:  3500 CW 2017-11-25 0518 DF5BM         599 14     SM0LPO        599 14     0
QSO:  7000 CW 2017-11-25 0529 DF5BM         599 14     LY5W          599 15     0
QSO:  7000 CW 2017-11-25 0531 DF5BM         599 14     LY2W          599 15     0
QSO:  7000 CW 2017-11-25 0534 DF5BM         599 14     LZ5K          599 20     0
QSO:  7000 CW 2017-11-25 0538 DF5BM         599 14     OH0R          599 15     0
QSO:  7000 CW 2017-11-25 0539 DF5BM         599 14     SN8B          599 15     0
QSO:  7000 CW 2017-11-25 0540 DF5BM         599 14     UA4M          599 16     0
QSO:  7000 CW 2017-11-25 0545 DF5BM         599 14     OF6MW         599 15     0
QSO:  7000 CW 2017-11-25 0547 DF5BM         599 14     C4W           599 20     0
QSO:  7000 CW 2017-11-25 0548 DF5BM         599 14     II9P          599 15     0
QSO:  7000 CW 2017-11-25 0550 DF5BM         599 14     EW6W          599 16     0
QSO:  7000 CW 2017-11-25 0551 DF5BM         599 14     RM9A          599 17     0
QSO:  7000 CW 2017-11-25 0555 DF5BM         599 14     OK2RRR        599 15     0
QSO:  7000 CW 2017-11-25 0628 DF5BM         599 14     E77EA         599 15     0
QSO:  7000 CW 2017-11-25 0632 DF5BM         599 14     HA7A          599 15     0
QSO:  7000 CW 2017-11-25 0633 DF5BM         599 14     YL3FT         599 15     0
QSO:  7000 CW 2017-11-25 0636 DF5BM         599 14     YO6FGZ        599 20     0
QSO:  7000 CW 2017-11-25 0637 DF5BM         599 14     HG7T          599 15     0
QSO:  7000 CW 2017-11-25 0637 DF5BM         599 14     IR4M          599 15     0
QSO:  7000 CW 2017-11-25 0641 DF5BM         599 14     PS2T          599 11     0
QSO:  7000 CW 2017-11-25 0642 DF5BM         599 14     4U1GSC        599 15     0
QSO:  7000 CW 2017-11-25 0643 DF5BM         599 14     YU2A          599 15     0
QSO:  3500 CW 2017-11-25 0648 DF5BM         599 14     F6HKA         599 14     0
QSO:  3500 CW 2017-11-25 0651 DF5BM         599 14     SP3UR         599 15     0
QSO:  3500 CW 2017-11-25 0652 DF5BM         599 14     PG2AA         599 14     0
QSO:  3500 CW 2017-11-25 0653 DF5BM         599 14     OL9Z          599 15     0
QSO:  3500 CW 2017-11-25 0654 DF5BM         599 14     PA5KT         599 14     0
QSO:  3500 CW 2017-11-25 0654 DF5BM         599 14     TM6X          599 14     0
QSO:  3500 CW 2017-11-25 0656 DF5BM         599 14     EI4II         599 14     0
QSO:  3500 CW 2017-11-25 0658 DF5BM         599 14     PI4CC         599 14     0
QSO:  3500 CW 2017-11-25 0659 DF5BM         599 14     YR8D          599 20     0
QSO:  3500 CW 2017-11-25 0701 DF5BM         599 14     LY2BMX        599 15     0
QSO:  3500 CW 2017-11-25 0703 DF5BM         599 14     SQ3WW         599 15     0
QSO:  3500 CW 2017-11-25 0704 DF5BM         599 14     OL4W          599 15     0
QSO:  3500 CW 2017-11-25 0705 DF5BM         599 14     EA5WU         599 14     0
QSO:  3500 CW 2017-11-25 0714 DF5BM         599 14     OM4Q          599 15     0
QSO:  3500 CW 2017-11-25 0716 DF5BM         599 14     VE3EJ         599 04     0
QSO:  3500 CW 2017-11-25 0716 DF5BM         599 14     SD6E          599 14     0
QSO:  3500 CW 2017-11-25 0718 DF5BM         599 14     PA3ARM        599 14     0
QSO:  3500 CW 2017-11-25 0720 DF5BM         599 14     SC6W          599 14     0
QSO:  3500 CW 2017-11-25 0728 DF5BM         599 14     SD6M          599 14     0
QSO:  3500 CW 2017-11-25 0735 DF5BM         599 14     PI4COM        599 14     0
QSO:  3500 CW 2017-11-25 0735 DF5BM         599 14     M7W           599 14     0
QSO:  3500 CW 2017-11-25 0736 DF5BM         599 14     G5U           599 14     0
QSO:  3500 CW 2017-11-25 0737 DF5BM         599 14     OM0M          599 15     0
QSO:  3500 CW 2017-11-25 0739 DF5BM         599 14     GM3YOR        599 14     0
QSO:  3500 CW 2017-11-25 0742 DF5BM         599 14     OK8WW         599 15     0
QSO:  3500 CW 2017-11-25 0743 DF5BM         599 14     TM6M          599 14     0
QSO:  3500 CW 2017-11-25 0744 DF5BM         599 14     ON5WL         599 14     0
QSO: 21000 CW 2017-11-25 0746 DF5BM         599 14     RZ7T          599 16     0
QSO: 21000 CW 2017-11-25 0748 DF5BM         599 14     RT9L          599 17     0
QSO: 21000 CW 2017-11-25 0752 DF5BM         599 14     OH3K          599 15     0
QSO: 21000 CW 2017-11-25 0753 DF5BM         599 14     R7AB          599 16     0
QSO: 21000 CW 2017-11-25 0754 DF5BM         599 14     A44A          599 21     0
QSO: 21000 CW 2017-11-25 0755 DF5BM         599 14     RC6U          599 16     0
QSO: 21000 CW 2017-11-25 0757 DF5BM         599 14     YL2KO         599 15     0
QSO: 21000 CW 2017-11-25 0759 DF5BM         599 14     SN8B          599 15     0
QSO: 21000 CW 2017-11-25 0801 DF5BM         599 14     SN7Q          599 15     0
QSO: 21000 CW 2017-11-25 0803 DF5BM         599 14     UA6CC         599 16     0
QSO: 21000 CW 2017-11-25 0808 DF5BM         599 14     RN9T          599 16     0
QSO: 21000 CW 2017-11-25 0810 DF5BM         599 14     4L8A          599 21     0
QSO: 21000 CW 2017-11-25 0812 DF5BM         599 14     OF5Z          599 15     0
QSO: 21000 CW 2017-11-25 0815 DF5BM         599 14     RM9A          599 17     0
QSO: 21000 CW 2017-11-25 0815 DF5BM         599 14     R9DA          599 17     0
QSO: 28000 CW 2017-11-25 0834 DF5BM         599 14     OF5Z          599 15     0
QSO: 28000 CW 2017-11-25 0840 DF5BM         599 14     RW1AM         599 16     0
QSO: 28000 CW 2017-11-25 0842 DF5BM         599 14     OH6DH         599 15     0
QSO: 28000 CW 2017-11-25 0843 DF5BM         599 14     OK7GU         599 15     0
QSO: 28000 CW 2017-11-25 0844 DF5BM         599 14     ES3V          599 15     0
QSO: 28000 CW 2017-11-25 0846 DF5BM         599 14     OE5OHO        599 15     0
QSO: 28000 CW 2017-11-25 0847 DF5BM         599 14     OH5NZ         599 15     0
QSO: 28000 CW 2017-11-25 0853 DF5BM         599 14     DF2RG         599 14     0
QSO: 28000 CW 2017-11-25 0856 DF5BM         599 14     HG3R          599 15     0
QSO: 28000 CW 2017-11-25 0859 DF5BM         599 14     ES9C          599 15     0
QSO: 28000 CW 2017-11-25 0910 DF5BM         599 14     LZ5R          599 20     0
QSO: 28000 CW 2017-11-25 0925 DF5BM         599 14     IZ3NYG        599 15     0
QSO: 21000 CW 2017-11-25 0933 DF5BM         599 14     TK0C          599 15     0
QSO: 21000 CW 2017-11-25 0936 DF5BM         599 14     IZ2FLX        599 15     0
QSO: 21000 CW 2017-11-25 0938 DF5BM         599 14     IR1Y          599 15     0
QSO: 21000 CW 2017-11-25 0940 DF5BM         599 14     HG7T          599 15     0
QSO: 21000 CW 2017-11-25 0941 DF5BM         599 14     RA7A          599 16     0
QSO: 21000 CW 2017-11-25 0943 DF5BM         599 14     RT6A          599 16     0
QSO: 21000 CW 2017-11-25 0944 DF5BM         599 14     CN2AA         599 33     0
QSO: 21000 CW 2017-11-25 0959 DF5BM         599 14     IZ8EPX        599 15     0
QSO: 21000 CW 2017-11-25 0959 DF5BM         599 14     C4W           599 20     0
QSO: 21000 CW 2017-11-25 1004 DF5BM         599 14     UZ2M          599 16     0
QSO: 21000 CW 2017-11-25 1005 DF5BM         599 14     UA4M          599 16     0
QSO: 21000 CW 2017-11-25 1006 DF5BM         599 14     II9P          599 15     0
QSO: 21000 CW 2017-11-25 1010 DF5BM         599 14     EF8R          599 33     0
QSO: 21000 CW 2017-11-25 1010 DF5BM         599 14     UR6IM         599 16     0
QSO: 21000 CW 2017-11-25 1012 DF5BM         599 14     UD4F          599 16     0
QSO: 21000 CW 2017-11-25 1012 DF5BM         599 14     RX7K          599 16     0
QSO: 21000 CW 2017-11-25 1013 DF5BM         599 14     SX1T          599 20     0
QSO: 21000 CW 2017-11-25 1015 DF5BM         599 14     LZ9W          599 20     0
QSO: 21000 CW 2017-11-25 1015 DF5BM         599 14     CR3OO         599 33     0
QSO: 21000 CW 2017-11-25 1017 DF5BM         599 14     P33W          599 20     0
QSO: 28000 CW 2017-11-25 1021 DF5BM         599 14     YT5A          599 15     0
QSO: 28000 CW 2017-11-25 1023 DF5BM         599 14     YT0Z          599 15     0
QSO: 14000 CW 2017-11-25 1027 DF5BM         599 14     IK0YVV        599 15     0
QSO: 14000 CW 2017-11-25 1030 DF5BM         599 14     IT9SSI        599 15     0
QSO: 14000 CW 2017-11-25 1030 DF5BM         599 14     S51YI         599 15     0
QSO: 14000 CW 2017-11-25 1031 DF5BM         599 14     CR3OO         599 33     0
QSO: 14000 CW 2017-11-25 1032 DF5BM         599 14     UX1UX         599 16     0
QSO: 14000 CW 2017-11-25 1033 DF5BM         599 14     YL2BJ         599 15     0
QSO: 14000 CW 2017-11-25 1034 DF5BM         599 14     UT2PX         599 16     0
QSO: 14000 CW 2017-11-25 1034 DF5BM         599 14     S52GP         599 15     0
QSO: 14000 CW 2017-11-25 1035 DF5BM         599 14     EF2A          599 14     0
QSO: 14000 CW 2017-11-25 1035 DF5BM         599 14     S57DX         599 15     0
QSO: 14000 CW 2017-11-25 1042 DF5BM         599 14     R9PA          599 18     0
QSO: 14000 CW 2017-11-25 1050 DF5BM         599 14     S50K          599 15     0
QSO: 14000 CW 2017-11-25 1051 DF5BM         599 14     HG5A          599 15     0
QSO: 14000 CW 2017-11-25 1053 DF5BM         599 14     HG5D          599 15     0
QSO: 14000 CW 2017-11-25 1056 DF5BM         599 14     S52W          599 15     0
QSO: 14000 CW 2017-11-25 1058 DF5BM         599 14     NP2X          599 08     0
QSO: 14000 CW 2017-11-25 1058 DF5BM         599 14     EA1WX         599 14     0
QSO: 14000 CW 2017-11-25 1059 DF5BM         599 14     F5VMN         599 14     0
QSO: 14000 CW 2017-11-25 1100 DF5BM         599 14     RA1QD         599 16     0
QSO: 14000 CW 2017-11-25 1101 DF5BM         599 14     SZ1A          599 20     0
QSO: 14000 CW 2017-11-25 1102 DF5BM         599 14     SM6TOL        599 14     0
QSO: 14000 CW 2017-11-25 1104 DF5BM         599 14     RM2D          599 16     0
QSO: 14000 CW 2017-11-25 1105 DF5BM         599 14     9A2AJ         599 15     0
QSO: 14000 CW 2017-11-25 1105 DF5BM         599 14     S59ABC        599 15     0
QSO: 14000 CW 2017-11-25 1107 DF5BM         599 14     IR4M          599 15     0
QSO: 14000 CW 2017-11-25 1108 DF5BM         599 14     IR4X          599 15     0
QSO: 14000 CW 2017-11-25 1108 DF5BM         599 14     MM2T          599 14     0
QSO: 14000 CW 2017-11-25 1109 DF5BM         599 14     LZ5R          599 20     0
QSO: 14000 CW 2017-11-25 1110 DF5BM         599 14     TF3JB         599 40     0
QSO: 14000 CW 2017-11-25 1111 DF5BM         599 14     RK9CYA        599 17     0
QSO: 14000 CW 2017-11-25 1112 DF5BM         599 14     IK3SCB        599 15     0
QSO: 14000 CW 2017-11-25 1113 DF5BM         599 14     UR7R          599 16     0
QSO: 14000 CW 2017-11-25 1115 DF5BM         599 14     ZA1WW         599 15     0
QSO: 14000 CW 2017-11-25 1120 DF5BM         599 14     PJ2T          599 09     0
QSO: 14000 CW 2017-11-25 1123 DF5BM         599 14     PA6X          599 14     0
QSO: 14000 CW 2017-11-25 1124 DF5BM         599 14     OH8X          599 15     0
QSO: 14000 CW 2017-11-25 1126 DF5BM         599 14     UP2L          599 17     0
QSO: 14000 CW 2017-11-25 1127 DF5BM         599 14     RT9L          599 17     0
QSO: 14000 CW 2017-11-25 1128 DF5BM         599 14     S50R          599 15     0
QSO: 14000 CW 2017-11-25 1130 DF5BM         599 14     IS0AFM        599 15     0
QSO: 14000 CW 2017-11-25 1131 DF5BM         599 14     RW3XZ         599 16     0
QSO: 14000 CW 2017-11-25 1132 DF5BM         599 14     UW1M          599 16     0
QSO: 14000 CW 2017-11-25 1135 DF5BM         599 14     NR3X          599 05     0
QSO: 14000 CW 2017-11-25 1136 DF5BM         599 14     EA5KM         599 14     0
QSO: 14000 CW 2017-11-25 1137 DF5BM         599 14     UA7K          599 16     0
QSO: 14000 CW 2017-11-25 1139 DF5BM         599 14     KV2K          599 05     0
QSO: 21000 CW 2017-11-25 1144 DF5BM         599 14     PY2KJ         599 11     0
QSO: 21000 CW 2017-11-25 1149 DF5BM         599 14     CR2M          599 14     0
QSO: 21000 CW 2017-11-25 1156 DF5BM         599 14     CR3W          599 33     0
QSO: 21000 CW 2017-11-25 1157 DF5BM         599 14     R4IO          599 16     0
QSO: 21000 CW 2017-11-25 1159 DF5BM         599 14     EB7KA         599 14     0
QSO: 21000 CW 2017-11-25 1200 DF5BM         599 14     CT9/OM3RM     599 33     0
QSO: 14000 CW 2017-11-25 1209 DF5BM         599 14     TK0C          599 15     0
QSO: 14000 CW 2017-11-25 1209 DF5BM         599 14     EC2DX         599 14     0
QSO: 14000 CW 2017-11-25 1212 DF5BM         599 14     UZ2M          599 16     0
