START-OF-LOG: 3.0
CALLSIGN: W9RNK
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 33222
NAME: Rich Knowles
LOCATION: OH
OPERATORS: W9RNK
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: The bands were poor overall. 15M was the best overall.
QSO: 21000 CW 2017-11-25 2041 W9RNK         599 4      VE7NY         599 03
QSO: 21000 CW 2017-11-25 2044 W9RNK         599 4      P40L          599 09
QSO: 21000 CW 2017-11-25 2051 W9RNK         599 4      PX2A          599 11
QSO: 14000 CW 2017-11-25 2111 W9RNK         599 4      PS0F          599 11
QSO: 14000 CW 2017-11-25 2112 W9RNK         599 4      YW4D          599 09
QSO: 14000 CW 2017-11-25 2120 W9RNK         599 4      PZ5V          599 09
QSO: 14000 CW 2017-11-25 2127 W9RNK         599 4      V2B           599 08
QSO: 14000 CW 2017-11-25 2128 W9RNK         599 4      ZF2MJ         599 08
QSO:  7000 CW 2017-11-25 2354 W9RNK         599 4      EA7RM         599 14
QSO:  7000 CW 2017-11-25 2357 W9RNK         599 4      EA5RS         599 14
QSO:  7000 CW 2017-11-26 0000 W9RNK         599 4      M6T           599 14
QSO:  7000 CW 2017-11-26 0009 W9RNK         599 4      TI7W          599 07
QSO:  7000 CW 2017-11-26 0014 W9RNK         599 4      CR3OO         599 33
QSO:  7000 CW 2017-11-26 1211 W9RNK         599 4      XE2X          599 06
QSO:  7000 CW 2017-11-26 1212 W9RNK         599 4      PJ2T          599 09
QSO:  7000 CW 2017-11-26 1214 W9RNK         599 4      VE2BWL        599 05
QSO: 14000 CW 2017-11-26 1245 W9RNK         599 4      EF8R          599 33
QSO: 14000 CW 2017-11-26 1249 W9RNK         599 4      OF1F          599 15
QSO: 14000 CW 2017-11-26 1256 W9RNK         599 4      OK1DO         599 15
QSO: 14000 CW 2017-11-26 1302 W9RNK         599 4      IR4X          599 15
QSO: 14000 CW 2017-11-26 1311 W9RNK         599 4      PJ4Y          599 09
QSO: 14000 CW 2017-11-26 1327 W9RNK         599 4      9A7A          599 15
QSO: 14000 CW 2017-11-26 1330 W9RNK         599 4      S50R          599 15
QSO: 14000 CW 2017-11-26 1333 W9RNK         599 4      SK0QO         599 14
QSO: 14000 CW 2017-11-26 1336 W9RNK         599 4      OH8X          599 15
QSO: 14000 CW 2017-11-26 1344 W9RNK         599 4      CN2R          599 33
QSO: 14000 CW 2017-11-26 1345 W9RNK         599 4      6Y3M          599 08
QSO: 21000 CW 2017-11-26 1355 W9RNK         599 4      DL6FBL        599 14
QSO: 21000 CW 2017-11-26 1402 W9RNK         599 4      G3V           599 14
QSO: 21000 CW 2017-11-26 1403 W9RNK         599 4      F4HQZ         599 14
QSO: 21000 CW 2017-11-26 1406 W9RNK         599 4      G4R           599 14
QSO: 21000 CW 2017-11-26 1406 W9RNK         599 4      TO2SP         599 00
QSO: 21000 CW 2017-11-26 1408 W9RNK         599 4      TM6M          599 14
QSO: 21000 CW 2017-11-26 1411 W9RNK         599 4      LT1F          599 13
QSO: 21000 CW 2017-11-26 1412 W9RNK         599 4      PZ5V          599 09
QSO: 21000 CW 2017-11-26 1417 W9RNK         599 4      CR6K          599 14
QSO: 21000 CW 2017-11-26 1423 W9RNK         599 4      CR2M          599 14
QSO: 21000 CW 2017-11-26 1425 W9RNK         599 4      F4WBN         599 14
QSO: 21000 CW 2017-11-26 1433 W9RNK         599 4      9A1A          599 15
QSO: 21000 CW 2017-11-26 1554 W9RNK         599 4      VP5M          599 08
QSO: 21000 CW 2017-11-26 1605 W9RNK         599 4      CR3W          599 33
QSO: 21000 CW 2017-11-26 1620 W9RNK         599 4      KP4EJ         599 08
QSO: 21000 CW 2017-11-26 1621 W9RNK         599 4      P40C          599 09
QSO: 21000 CW 2017-11-26 1622 W9RNK         599 4      EA8CN         599 33
QSO: 14000 CW 2017-11-26 1625 W9RNK         599 4      LX7I          599 14
QSO: 21000 CW 2017-11-26 1634 W9RNK         599 4      YN2CC         599 07
QSO: 21000 CW 2017-11-26 1635 W9RNK         599 4      PS2T          599 11
QSO: 21000 CW 2017-11-26 1637 W9RNK         599 4      XE2B          599 06
QSO: 21000 CW 2017-11-26 1643 W9RNK         599 4      PS0F          599 11
QSO: 21000 CW 2017-11-26 1650 W9RNK         599 4      NP3A          599 08
QSO: 21000 CW 2017-11-26 1654 W9RNK         599 4      V2B           599 08
QSO: 21000 CW 2017-11-26 1658 W9RNK         599 4      FG/F6ARC      599 08
QSO: 21000 CW 2017-11-26 1712 W9RNK         599 4      VA3SY         599 04
QSO: 14000 CW 2017-11-26 1724 W9RNK         599 4      VP9/VE3RZ     599 05
QSO: 14000 CW 2017-11-26 1726 W9RNK         599 4      VE2BWL        599 05
QSO: 14000 CW 2017-11-26 1732 W9RNK         599 4      EC2DX         599 14
QSO: 14000 CW 2017-11-26 1823 W9RNK         599 4      VE7GL         599 03
QSO: 14000 CW 2017-11-26 1827 W9RNK         599 4      VE2FWW        599 05
QSO: 14000 CW 2017-11-26 1828 W9RNK         599 4      KH6J          599 31
QSO: 14000 CW 2017-11-26 1831 W9RNK         599 4      KH7B          599 31
QSO: 14000 CW 2017-11-26 1834 W9RNK         599 4      C6AGU         599 08
QSO: 21000 CW 2017-11-26 1841 W9RNK         599 4      6Y3M          599 08
QSO: 21000 CW 2017-11-26 1842 W9RNK         599 4      VE2BWL        599 05
QSO: 21000 CW 2017-11-26 1853 W9RNK         599 4      VE7VR         599 03
QSO: 21000 CW 2017-11-26 1854 W9RNK         599 4      NP4Z          599 08
QSO: 21000 CW 2017-11-26 1859 W9RNK         599 4      V47T          599 08
QSO: 21000 CW 2017-11-26 1910 W9RNK         599 4      KH6J          599 31
QSO: 21000 CW 2017-11-26 1917 W9RNK         599 4      XE2ST         599 06
QSO: 21000 CW 2017-11-26 1919 W9RNK         599 4      PJ4A          599 09
QSO: 21000 CW 2017-11-26 1924 W9RNK         599 4      PJ2T          599 09
QSO: 21000 CW 2017-11-26 1926 W9RNK         599 4      ZF9CW         599 08
QSO: 14000 CW 2017-11-26 1948 W9RNK         599 4      VD9HF         599 00
QSO: 14000 CW 2017-11-26 1948 W9RNK         599 4      VE3YAA        599 04
QSO: 14000 CW 2017-11-26 2005 W9RNK         599 4      P40L          599 09
QSO: 14000 CW 2017-11-26 2007 W9RNK         599 4      VE9HF         599 05
QSO: 14000 CW 2017-11-26 2009 W9RNK         599 4      TI7W          599 07
QSO: 14000 CW 2017-11-26 2011 W9RNK         599 4      VP5M          599 08
QSO: 14000 CW 2017-11-26 2012 W9RNK         599 4      DL6FBL        599 14
QSO: 14000 CW 2017-11-26 2014 W9RNK         599 4      VE7FO         599 03
QSO: 14000 CW 2017-11-26 2019 W9RNK         599 4      NP2X          599 08
QSO: 14000 CW 2017-11-26 2020 W9RNK         599 4      PI4COM        599 14
QSO: 14000 CW 2017-11-26 2022 W9RNK         599 4      V47T          599 08
QSO: 14000 CW 2017-11-26 2038 W9RNK         599 4      XL3T          599 04
QSO: 14000 CW 2017-11-26 2321 W9RNK         599 4      CE3CT         599 12
END-OF-LOG:
