START-OF-LOG: 3.0
CALLSIGN: SM7ZDI
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 80M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: Vic Pleshkevich
LOCATION: DX
OPERATORS: SM7ZDI
CLUB:
CERTIFICATE: YES
CREATED-BY: WINLOG32 v7.3.11
SOAPBOX: Casual entry as time permitted - mostly running with some S&P
QSO:  3500 CW 2017-11-26 2200 SM7ZDI        599 14     UT4MWM        599 16     0
QSO:  3500 CW 2017-11-26 2200 SM7ZDI        599 14     HA1BC         599 15     0
QSO:  3500 CW 2017-11-26 2201 SM7ZDI        599 14     HA8V          599 15     0
QSO:  3500 CW 2017-11-26 2203 SM7ZDI        599 14     HB9AMO        599 14     0
QSO:  3500 CW 2017-11-26 2206 SM7ZDI        599 14     UX5UO         599 16     0
QSO:  3500 CW 2017-11-26 2207 SM7ZDI        599 14     UT7NI         599 16     0
QSO:  3500 CW 2017-11-26 2208 SM7ZDI        599 14     DF5TR         599 14     0
QSO:  3500 CW 2017-11-26 2208 SM7ZDI        599 14     EW7A          599 16     0
QSO:  3500 CW 2017-11-26 2209 SM7ZDI        599 14     ED2C          599 14     0
QSO:  3500 CW 2017-11-26 2210 SM7ZDI        599 14     UT4U          599 16     0
QSO:  3500 CW 2017-11-26 2210 SM7ZDI        599 14     UR5FEO        599 16     0
QSO:  3500 CW 2017-11-26 2214 SM7ZDI        599 14     MM3T          599 14     0
QSO:  3500 CW 2017-11-26 2217 SM7ZDI        599 14     UR5LAM        599 16     0
QSO:  3500 CW 2017-11-26 2218 SM7ZDI        599 14     DF4ZL         599 14     0
QSO:  3500 CW 2017-11-26 2219 SM7ZDI        599 14     DM1KW         599 14     0
QSO:  3500 CW 2017-11-26 2220 SM7ZDI        599 14     E72MD         599 15     0
QSO:  3500 CW 2017-11-26 2220 SM7ZDI        599 14     S51Z          599 15     0
QSO:  3500 CW 2017-11-26 2222 SM7ZDI        599 14     4Z5LY         599 20     0
QSO:  3500 CW 2017-11-26 2223 SM7ZDI        599 14     UT7I          599 16     0
QSO:  3500 CW 2017-11-26 2225 SM7ZDI        599 14     HA5OB         599 15     0
QSO:  3500 CW 2017-11-26 2227 SM7ZDI        599 14     HB0A          599 14     0
QSO:  3500 CW 2017-11-26 2228 SM7ZDI        599 14     OM3CDN        599 15     0
QSO:  3500 CW 2017-11-26 2230 SM7ZDI        599 14     M7W           599 14     0
QSO:  3500 CW 2017-11-26 2231 SM7ZDI        599 14     SP2SA         599 15     0
QSO:  3500 CW 2017-11-26 2232 SM7ZDI        599 14     YL2QN         599 15     0
QSO:  3500 CW 2017-11-26 2233 SM7ZDI        599 14     EU4AX         599 16     0
QSO:  3500 CW 2017-11-26 2234 SM7ZDI        599 14     IZ5OVP        599 15     0
QSO:  3500 CW 2017-11-26 2235 SM7ZDI        599 14     IN3MNS        599 15     0
QSO:  3500 CW 2017-11-26 2237 SM7ZDI        599 14     MM1E          599 14     0
QSO:  3500 CW 2017-11-26 2238 SM7ZDI        599 14     HA1AG         599 15     0
QSO:  3500 CW 2017-11-26 2239 SM7ZDI        599 14     UR5MM         599 16     0
QSO:  3500 CW 2017-11-26 2239 SM7ZDI        599 14     UX1VX         599 16     0
QSO:  3500 CW 2017-11-26 2240 SM7ZDI        599 14     OK5E          599 15     0
QSO:  3500 CW 2017-11-26 2240 SM7ZDI        599 14     SP2KPD        599 15     0
QSO:  3500 CW 2017-11-26 2241 SM7ZDI        599 14     SP3DIK        599 15     0
QSO:  3500 CW 2017-11-26 2242 SM7ZDI        599 14     S56M          599 15     0
QSO:  3500 CW 2017-11-26 2244 SM7ZDI        599 14     DK2WC         599 14     0
QSO:  3500 CW 2017-11-26 2245 SM7ZDI        599 14     CR5T          599 14     0
QSO:  3500 CW 2017-11-26 2250 SM7ZDI        599 14     OL3Z          599 15     0
QSO:  3500 CW 2017-11-26 2251 SM7ZDI        599 14     UT5WAA        599 16     0
QSO:  3500 CW 2017-11-26 2252 SM7ZDI        599 14     4L5P          599 21     0
QSO:  3500 CW 2017-11-26 2252 SM7ZDI        599 14     DL1A          599 14     0
QSO:  3500 CW 2017-11-26 2253 SM7ZDI        599 14     UV7V          599 16     0
QSO:  3500 CW 2017-11-26 2253 SM7ZDI        599 14     UA6GO         599 16     0
QSO:  3500 CW 2017-11-26 2254 SM7ZDI        599 14     RT6A          599 16     0
QSO:  3500 CW 2017-11-26 2254 SM7ZDI        599 14     HA5BA         599 15     0
QSO:  3500 CW 2017-11-26 2255 SM7ZDI        599 14     IS0AFM        599 15     0
QSO:  3500 CW 2017-11-26 2256 SM7ZDI        599 14     DM3PKK        599 14     0
QSO:  3500 CW 2017-11-26 2300 SM7ZDI        599 14     SV4FFL        599 20     0
QSO:  3500 CW 2017-11-26 2300 SM7ZDI        599 14     HA6NL         599 15     0
QSO:  3500 CW 2017-11-26 2301 SM7ZDI        599 14     SP2LNW        599 15     0
QSO:  3500 CW 2017-11-26 2302 SM7ZDI        599 14     PB7Z          599 14     0
QSO:  3500 CW 2017-11-26 2304 SM7ZDI        599 14     SO4M          599 15     0
QSO:  3500 CW 2017-11-26 2309 SM7ZDI        599 14     OL3A          599 15     0
QSO:  3500 CW 2017-11-26 2311 SM7ZDI        599 14     3V8SS         599 33     0
QSO:  3500 CW 2017-11-26 2314 SM7ZDI        599 14     9K2NO         599 21     0
QSO:  3500 CW 2017-11-26 2315 SM7ZDI        599 14     DD4DA         599 14     0
QSO:  3500 CW 2017-11-26 2315 SM7ZDI        599 14     DF5RF         599 14     0
QSO:  3500 CW 2017-11-26 2318 SM7ZDI        599 14     OH0V          599 15     0
QSO:  3500 CW 2017-11-26 2321 SM7ZDI        599 14     OM4Q          599 15     0
QSO:  3500 CW 2017-11-26 2323 SM7ZDI        599 14     OZ7YL         599 14     0
QSO:  3500 CW 2017-11-26 2326 SM7ZDI        599 14     PA0O          599 14     0
QSO:  3500 CW 2017-11-26 2329 SM7ZDI        599 14     IZ1GAR        599 15     0
QSO:  3500 CW 2017-11-26 2329 SM7ZDI        599 14     UC9A          599 17     0
QSO:  3500 CW 2017-11-26 2330 SM7ZDI        599 14     OK8WW         599 15     0
END-OF-LOG:
