START-OF-LOG: 3.0
CALLSIGN: PA3DAT
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 102757
NAME: Aloys de Vries
LOCATION: DX
OPERATORS: PA3DAT
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6903.0
SOAPBOX: I really enjoyed the contest, it was fun to participate.
QSO:  3546 CW 2017-11-26 2133 PA3DAT        599 14     OP4K          599 14
QSO:  3546 CW 2017-11-26 2134 PA3DAT        599 14     DL1T          599 14
QSO:  3547 CW 2017-11-26 2135 PA3DAT        599 14     OL9Z          599 15
QSO:  3548 CW 2017-11-26 2136 PA3DAT        599 14     OF1F          599 15
QSO:  3549 CW 2017-11-26 2136 PA3DAT        599 14     LN8W          599 14
QSO:  3549 CW 2017-11-26 2137 PA3DAT        599 14     DK5AX         599 14
QSO:  3561 CW 2017-11-26 2140 PA3DAT        599 14     UA2FZ         599 15
QSO:  3562 CW 2017-11-26 2140 PA3DAT        599 14     Z3B           599 15
QSO:  3555 CW 2017-11-26 2143 PA3DAT        599 14     OH9W          599 15
QSO:  3556 CW 2017-11-26 2143 PA3DAT        599 14     YO3APJ        599 20
QSO:  3557 CW 2017-11-26 2144 PA3DAT        599 14     EC2DX         599 14
QSO:  3558 CW 2017-11-26 2145 PA3DAT        599 14     HB9CZF        599 14
QSO:  3559 CW 2017-11-26 2148 PA3DAT        599 14     DF3AX         599 14
QSO:  3560 CW 2017-11-26 2150 PA3DAT        599 14     HB9TST        599 14
QSO:  3560 CW 2017-11-26 2151 PA3DAT        599 14     3Z1K          599 15
QSO:  3562 CW 2017-11-26 2152 PA3DAT        599 14     EU1U          599 16
QSO:  3562 CW 2017-11-26 2152 PA3DAT        599 14     SP1MGM        599 15
QSO:  3570 CW 2017-11-26 2154 PA3DAT        599 14     G3U           599 14
QSO:  3515 CW 2017-11-26 2156 PA3DAT        599 14     SK3W          599 14
QSO:  3540 CW 2017-11-26 2159 PA3DAT        599 14     DL5YM         599 14
QSO:  7004 CW 2017-11-26 2200 PA3DAT        599 14     OM7M          599 15
QSO:  7008 CW 2017-11-26 2201 PA3DAT        599 14     IB9T          599 15
QSO:  7007 CW 2017-11-26 2202 PA3DAT        599 14     SX1T          599 20
QSO:  7025 CW 2017-11-26 2207 PA3DAT        599 14     EA8CN         599 33
QSO:  7017 CW 2017-11-26 2208 PA3DAT        599 14     9A7A          599 15
QSO:  7026 CW 2017-11-26 2210 PA3DAT        599 14     R3ZZ          599 16
QSO:  7028 CW 2017-11-26 2211 PA3DAT        599 14     UP0L          599 17
QSO:  7036 CW 2017-11-26 2213 PA3DAT        599 14     IQ3RK         599 15
QSO:  7036 CW 2017-11-26 2214 PA3DAT        599 14     IR4M          599 15
END-OF-LOG:
