START-OF-LOG: 3.0
CALLSIGN: GM0OBX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 118503
NAME: W D McFarland
LOCATION: DX
OPERATORS: GM0OBX
CLUB: STIRLING DISTRICT AMATEUR RADIO SOCIETY
CERTIFICATE: NO
CREATED-BY: Win-Test 4.25.0
SOAPBOX: JUST PLAYING AT IT. GET THE CW SPEED UP )
QSO: 21026 CW 2017-11-25 1457 GM0OBX        599 14     WX0B          599 05     0
QSO: 21030 CW 2017-11-25 1500 GM0OBX        599 14     9A1A          599 15     0
QSO: 21063 CW 2017-11-25 1501 GM0OBX        599 14     K0EJ          599 04     0
QSO: 21010 CW 2017-11-25 1504 GM0OBX        599 14     PP5BI         599 11     0
QSO: 21052 CW 2017-11-25 1512 GM0OBX        599 14     V26K          599 08     0
QSO: 21072 CW 2017-11-25 1513 GM0OBX        599 14     K9MA          599 04     0
QSO: 21072 CW 2017-11-25 1526 GM0OBX        599 14     EF8R          599 33     0
QSO: 21072 CW 2017-11-25 1528 GM0OBX        599 14     DL6FBL        599 14     0
QSO: 21072 CW 2017-11-25 1529 GM0OBX        599 14     LJ8EW         599 14     0
QSO: 21016 CW 2017-11-25 1531 GM0OBX        599 14     S57Q          599 15     0
QSO: 21053 CW 2017-11-25 1532 GM0OBX        599 14     CT9/OM3RM     599 33     0
QSO: 21055 CW 2017-11-25 1532 GM0OBX        599 14     EF8U          599 33     0
QSO: 21028 CW 2017-11-25 1540 GM0OBX        599 14     TK0C          599 15     0
QSO: 21014 CW 2017-11-25 1541 GM0OBX        599 14     S57AL         599 15     0
QSO: 21007 CW 2017-11-25 1542 GM0OBX        599 14     CW4MAX        599 13     0
QSO: 21013 CW 2017-11-25 1543 GM0OBX        599 14     PX2A          599 11     0
QSO: 21020 CW 2017-11-25 1544 GM0OBX        599 14     P40L          599 09     0
QSO: 21023 CW 2017-11-25 1544 GM0OBX        599 14     EA8CN         599 33     0
QSO: 21025 CW 2017-11-25 1545 GM0OBX        599 14     ZW5B          599 11     0
QSO: 21033 CW 2017-11-25 1546 GM0OBX        599 14     HG3R          599 15     0
QSO: 21047 CW 2017-11-25 1549 GM0OBX        599 14     PS2T          599 11     0
QSO: 21087 CW 2017-11-25 1552 GM0OBX        599 14     PS0F          599 11     0
QSO: 21100 CW 2017-11-25 1553 GM0OBX        599 14     WP2B          599 08     0
QSO: 21082 CW 2017-11-25 1553 GM0OBX        599 14     LU2WA         599 13     0
QSO: 21007 CW 2017-11-25 1554 GM0OBX        599 14     W3LPL         599 05     0
QSO: 21064 CW 2017-11-25 1602 GM0OBX        599 14     YN2CC         599 07     0
QSO: 14020 CW 2017-11-25 1611 GM0OBX        599 14     GM2V          599 14     0
QSO: 14004 CW 2017-11-25 1612 GM0OBX        599 14     N2MF          599 05     0
QSO: 14007 CW 2017-11-25 1613 GM0OBX        599 14     KQ2M          599 05     0
QSO: 14030 CW 2017-11-25 1616 GM0OBX        599 14     5X1NH         599 37     0
QSO: 14031 CW 2017-11-25 1617 GM0OBX        599 14     VE2IM         599 02     0
QSO: 14034 CW 2017-11-25 1618 GM0OBX        599 14     HB0A          599 14     0
QSO: 14037 CW 2017-11-25 1619 GM0OBX        599 14     EA5KM         599 14     0
QSO: 14037 CW 2017-11-25 1619 GM0OBX        599 14     CR6K          599 14     0
QSO: 14042 CW 2017-11-25 1620 GM0OBX        599 14     HB9CA         599 14     0
QSO: 14048 CW 2017-11-25 1621 GM0OBX        599 14     TK0C          599 15     0
QSO: 14054 CW 2017-11-25 1622 GM0OBX        599 14     OK3A          599 15     0
QSO: 14081 CW 2017-11-25 1630 GM0OBX        599 14     LX7I          599 14     0
QSO: 14067 CW 2017-11-25 1632 GM0OBX        599 14     9G5W          599 35     0
QSO: 14002 CW 2017-11-25 1639 GM0OBX        599 14     W4CB          599 05     0
QSO: 14009 CW 2017-11-25 1639 GM0OBX        599 14     W4RM          599 05     0
QSO: 14012 CW 2017-11-25 1640 GM0OBX        599 14     K3WW          599 05     0
QSO: 14025 CW 2017-11-25 1642 GM0OBX        599 14     WY3A          599 05     0
QSO: 14054 CW 2017-11-25 1645 GM0OBX        599 14     DK0TA         599 14     0
QSO: 14061 CW 2017-11-25 1646 GM0OBX        599 14     OK7K          599 15     0
QSO: 14098 CW 2017-11-25 1647 GM0OBX        599 14     CT3KN         599 33     0
QSO: 14087 CW 2017-11-25 1648 GM0OBX        599 14     DP6A          599 14     0
QSO: 14065 CW 2017-11-25 1649 GM0OBX        599 14     TI7W          599 07     0
QSO: 14055 CW 2017-11-25 1651 GM0OBX        599 14     V26K          599 08     0
QSO: 14046 CW 2017-11-25 1651 GM0OBX        599 14     S50K          599 15     0
QSO: 14016 CW 2017-11-25 1653 GM0OBX        599 14     MM2T          599 14     0
QSO: 14013 CW 2017-11-25 1751 GM0OBX        599 14     N2RJ          599 05     0
QSO: 14006 CW 2017-11-25 1753 GM0OBX        599 14     FY5FY         599 09     0
QSO: 14031 CW 2017-11-25 1755 GM0OBX        599 14     P40L          599 09     0
QSO: 14061 CW 2017-11-25 1800 GM0OBX        599 14     EF8R          599 33     0
QSO: 14022 CW 2017-11-25 1810 GM0OBX        599 14     VE2FWW        599 05     0
QSO:  7008 CW 2017-11-25 1815 GM0OBX        599 14     CT9/OM3BH     599 33     0
QSO:  7002 CW 2017-11-25 1821 GM0OBX        599 14     OK1RRR        599 15     0
QSO:  7008 CW 2017-11-25 1823 GM0OBX        599 14     UT6UD         599 16     0
QSO:  7020 CW 2017-11-25 1824 GM0OBX        599 14     EW2WW         599 16     0
QSO:  7004 CW 2017-11-25 1826 GM0OBX        599 14     SJ2W          599 14     0
QSO:  7038 CW 2017-11-25 1849 GM0OBX        599 14     4U1GSC        599 15     0
QSO:  3516 CW 2017-11-25 1852 GM0OBX        599 14     SO4M          599 15     0
QSO:  3521 CW 2017-11-25 1853 GM0OBX        599 14     OK8WW         599 15     0
QSO:  3526 CW 2017-11-25 1854 GM0OBX        599 14     RM9A          599 17     0
QSO:  3536 CW 2017-11-25 1855 GM0OBX        599 14     9A7A          599 15     0
QSO:  3539 CW 2017-11-25 1856 GM0OBX        599 14     G5O           599 14     0
QSO:  3546 CW 2017-11-25 1857 GM0OBX        599 14     DL1A          599 14     0
QSO:  3549 CW 2017-11-25 1857 GM0OBX        599 14     TK0C          599 15     0
QSO:  3560 CW 2017-11-25 1858 GM0OBX        599 14     4O4A          599 15     0
QSO:  3565 CW 2017-11-25 1858 GM0OBX        599 14     PA4M          599 14     0
QSO:  3572 CW 2017-11-25 1859 GM0OBX        599 14     4U1A          599 16     0
QSO:  3520 CW 2017-11-25 1901 GM0OBX        599 14     IZ1GAR        599 15     0
QSO:  3513 CW 2017-11-25 1902 GM0OBX        599 14     OE/DJ6OI      599 15     0
QSO:  3515 CW 2017-11-25 1903 GM0OBX        599 14     DM7C          599 14     0
QSO:  3520 CW 2017-11-25 1904 GM0OBX        599 14     F6ENO         599 14     0
QSO:  3532 CW 2017-11-25 1904 GM0OBX        599 14     OR3A          599 14     0
QSO:  3567 CW 2017-11-25 1912 GM0OBX        599 14     SZ1A          599 20     0
QSO:  3510 CW 2017-11-25 1919 GM0OBX        599 14     S57Z          599 15     0
QSO:  3523 CW 2017-11-25 1920 GM0OBX        599 14     DR5N          599 14     0
QSO:  3575 CW 2017-11-25 1923 GM0OBX        599 14     YU0U          599 15     0
QSO:  3504 CW 2017-11-25 1924 GM0OBX        599 14     DK0TA         599 14     0
QSO:  7018 CW 2017-11-25 2228 GM0OBX        599 14     K3LR          599 05     0
QSO:  7014 CW 2017-11-25 2230 GM0OBX        599 14     S51F          599 15     0
QSO:  7014 CW 2017-11-25 2231 GM0OBX        599 14     HA8VV         599 15     0
QSO:  7016 CW 2017-11-25 2231 GM0OBX        599 14     HA9RT         599 15     0
QSO:  7034 CW 2017-11-25 2232 GM0OBX        599 14     OH0R          599 15     0
QSO:  7017 CW 2017-11-25 2232 GM0OBX        599 14     OM4Q          599 15     0
QSO:  7011 CW 2017-11-25 2233 GM0OBX        599 14     CN2R          599 33     0
QSO:  7039 CW 2017-11-25 2235 GM0OBX        599 14     SX2T          599 20     0
QSO:  7035 CW 2017-11-25 2238 GM0OBX        599 14     IR1Y          599 15     0
QSO:  7034 CW 2017-11-25 2240 GM0OBX        599 14     ZA1WW         599 15     0
QSO:  7073 CW 2017-11-25 2241 GM0OBX        599 14     IR6T          599 15     0
QSO:  7073 CW 2017-11-25 2246 GM0OBX        599 14     RT9T/3        599 16     0
QSO:  7019 CW 2017-11-25 2247 GM0OBX        599 14     LZ5R          599 20     0
QSO:  7026 CW 2017-11-25 2248 GM0OBX        599 14     DL0GL         599 14     0
QSO:  7027 CW 2017-11-25 2248 GM0OBX        599 14     OK5W          599 15     0
QSO:  7037 CW 2017-11-25 2249 GM0OBX        599 14     SN2B          599 15     0
QSO:  7012 CW 2017-11-25 2250 GM0OBX        599 14     IR4M          599 15     0
QSO:  7010 CW 2017-11-25 2252 GM0OBX        599 14     W3LPL         599 05     0
QSO:  7002 CW 2017-11-25 2253 GM0OBX        599 14     YT5A          599 15     0
QSO:  7009 CW 2017-11-25 2255 GM0OBX        599 14     HG7T          599 15     0
QSO:  7012 CW 2017-11-25 2256 GM0OBX        599 14     TM4Q          599 14     0
QSO:  7017 CW 2017-11-25 2257 GM0OBX        599 14     IR2L          599 15     0
QSO:  7004 CW 2017-11-25 2258 GM0OBX        599 14     K1ZZ          599 05     0
QSO:  7029 CW 2017-11-25 2300 GM0OBX        599 14     UZ3A          599 16     0
QSO:  7039 CW 2017-11-25 2301 GM0OBX        599 14     IR4X          599 15     0
QSO:  7002 CW 2017-11-25 2302 GM0OBX        599 14     YT1HA         599 15     0
QSO:  7022 CW 2017-11-25 2303 GM0OBX        599 14     OE5OHO        599 15     0
QSO:  7026 CW 2017-11-25 2304 GM0OBX        599 14     DR4A          599 14     0
QSO:  7028 CW 2017-11-25 2305 GM0OBX        599 14     SM0HRP        599 14     0
QSO:  7037 CW 2017-11-25 2308 GM0OBX        599 14     S56A          599 15     0
QSO:  7030 CW 2017-11-25 2309 GM0OBX        599 14     K1KI          599 05     0
QSO:  7007 CW 2017-11-25 2309 GM0OBX        599 14     LN8W          599 14     0
QSO:  7003 CW 2017-11-25 2310 GM0OBX        599 14     LZ4T          599 20     0
QSO:  7006 CW 2017-11-25 2311 GM0OBX        599 14     K1VR          599 05     0
QSO:  7003 CW 2017-11-25 2316 GM0OBX        599 14     DF0HQ         599 14     0
QSO:  7032 CW 2017-11-25 2318 GM0OBX        599 14     OK2D          599 15     0
QSO:  7033 CW 2017-11-25 2320 GM0OBX        599 14     OL1C          599 15     0
QSO:  7056 CW 2017-11-25 2322 GM0OBX        599 14     LA2AB         599 14     0
QSO:  7053 CW 2017-11-25 2323 GM0OBX        599 14     DK0TA         599 14     0
QSO:  7047 CW 2017-11-25 2326 GM0OBX        599 14     EA5RS         599 14     0
QSO:  7013 CW 2017-11-25 2327 GM0OBX        599 14     OM7M          599 15     0
QSO:  7020 CW 2017-11-25 2331 GM0OBX        599 14     CN2AA         599 33     0
QSO:  7026 CW 2017-11-25 2333 GM0OBX        599 14     EA3DU         599 14     0
QSO:  7037 CW 2017-11-25 2343 GM0OBX        599 14     UP0L          599 17     0
QSO:  7068 CW 2017-11-25 2350 GM0OBX        599 14     Z3B           599 15     0
QSO:  7015 CW 2017-11-25 2352 GM0OBX        599 14     EW8W          599 16     0
QSO:  7027 CW 2017-11-25 2353 GM0OBX        599 14     ED2C          599 14     0
QSO: 14048 CW 2017-11-26 0850 GM0OBX        599 14     JH4UYB        599 25     0
QSO: 14052 CW 2017-11-26 0858 GM0OBX        599 14     BH1SCW        599 24     0
QSO: 14032 CW 2017-11-26 0859 GM0OBX        599 14     SN8B          599 15     0
QSO: 14047 CW 2017-11-26 0900 GM0OBX        599 14     YL2BJ         599 15     0
QSO: 14088 CW 2017-11-26 0900 GM0OBX        599 14     CN2R          599 33     0
QSO: 14062 CW 2017-11-26 0905 GM0OBX        599 14     HG5D          599 15     0
QSO: 14062 CW 2017-11-26 0906 GM0OBX        599 14     OF6GAZ        599 15     0
QSO: 14062 CW 2017-11-26 0907 GM0OBX        599 14     FY6MM         599 15     0
QSO: 14062 CW 2017-11-26 0907 GM0OBX        599 14     UA7K          599 16     0
QSO: 14062 CW 2017-11-26 0908 GM0OBX        599 14     UA4W          599 16     0
QSO: 14062 CW 2017-11-26 0908 GM0OBX        599 14     OL6P          599 15     0
QSO: 14062 CW 2017-11-26 0909 GM0OBX        599 14     OL0F          599 15     0
QSO: 14062 CW 2017-11-26 0910 GM0OBX        599 14     EA2GP         599 14     0
QSO: 14062 CW 2017-11-26 0910 GM0OBX        599 14     RW1C          599 16     0
QSO: 14062 CW 2017-11-26 0911 GM0OBX        599 14     OM7SR         599 15     0
QSO: 14062 CW 2017-11-26 0912 GM0OBX        599 14     IO3X          599 16     0
QSO: 14062 CW 2017-11-26 0912 GM0OBX        599 14     9A1A          599 15     0
QSO: 14062 CW 2017-11-26 0913 GM0OBX        599 14     EM7X          599 33     0
QSO: 14062 CW 2017-11-26 0914 GM0OBX        599 14     EF7X          599 33     0
QSO: 14062 CW 2017-11-26 0916 GM0OBX        599 14     OH1O          599 15     0
QSO: 14062 CW 2017-11-26 0917 GM0OBX        599 14     SM4F          599 14     0
QSO: 14062 CW 2017-11-26 0917 GM0OBX        599 14     OM8FR         599 15     0
QSO: 14062 CW 2017-11-26 0918 GM0OBX        599 14     UR5QU         599 16     0
QSO: 14062 CW 2017-11-26 0918 GM0OBX        599 14     OE5CYL        599 15     0
QSO: 14062 CW 2017-11-26 0919 GM0OBX        599 14     IK2XDE        599 15     0
QSO: 14062 CW 2017-11-26 0920 GM0OBX        599 14     UT1PO         599 16     0
QSO: 14062 CW 2017-11-26 0921 GM0OBX        599 14     IW2FUT        599 15     0
QSO: 14062 CW 2017-11-26 0922 GM0OBX        599 14     E77W          599 15     0
QSO: 14062 CW 2017-11-26 0923 GM0OBX        599 14     DF0GL         599 14     0
QSO: 14062 CW 2017-11-26 0924 GM0OBX        599 14     HA6NW         599 15     0
QSO: 14062 CW 2017-11-26 0925 GM0OBX        599 14     OH2LU         599 15     0
QSO: 14062 CW 2017-11-26 0927 GM0OBX        599 14     CN2RR         599 33     0
QSO: 14062 CW 2017-11-26 0927 GM0OBX        599 14     EA3AVV        599 14     0
QSO: 14062 CW 2017-11-26 0928 GM0OBX        599 14     OM7LW         599 15     0
QSO: 14062 CW 2017-11-26 0928 GM0OBX        599 14     LY1R          599 15     0
QSO: 14062 CW 2017-11-26 0929 GM0OBX        599 14     EW7A          599 16     0
QSO: 14062 CW 2017-11-26 0930 GM0OBX        599 14     RM4N          599 16     0
QSO: 14062 CW 2017-11-26 0931 GM0OBX        599 14     EU4AX         599 16     0
QSO: 14062 CW 2017-11-26 0932 GM0OBX        599 14     UN8PT         599 17     0
QSO: 14062 CW 2017-11-26 0933 GM0OBX        599 14     IK2FIR        599 15     0
QSO: 14062 CW 2017-11-26 0935 GM0OBX        599 14     OK2BH         599 15     0
QSO: 14062 CW 2017-11-26 0936 GM0OBX        599 14     OK2MBP        599 15     0
QSO: 14062 CW 2017-11-26 0936 GM0OBX        599 14     HA5PP         599 15     0
QSO: 14062 CW 2017-11-26 0937 GM0OBX        599 14     UT4LW         599 16     0
QSO: 14062 CW 2017-11-26 0938 GM0OBX        599 14     OK7RJ         599 15     0
QSO: 14062 CW 2017-11-26 0939 GM0OBX        599 14     SP6TGC        599 15     0
QSO: 14062 CW 2017-11-26 0939 GM0OBX        599 14     LY1CT         599 15     0
QSO: 14062 CW 2017-11-26 0940 GM0OBX        599 14     OM2RA         599 15     0
QSO: 14062 CW 2017-11-26 0942 GM0OBX        599 14     IK3YBX        599 15     0
QSO: 14062 CW 2017-11-26 0942 GM0OBX        599 14     IK3TBX        599 15     0
QSO: 14062 CW 2017-11-26 0943 GM0OBX        599 14     OM3ED         599 15     0
QSO: 14062 CW 2017-11-26 0944 GM0OBX        599 14     S52GP         599 15     0
QSO: 14062 CW 2017-11-26 0945 GM0OBX        599 14     UA9D          599 17     0
QSO: 14062 CW 2017-11-26 0946 GM0OBX        599 14     IV3ELR        599 15     0
QSO: 14062 CW 2017-11-26 0946 GM0OBX        599 14     OM8ON         599 15     0
QSO: 14062 CW 2017-11-26 0947 GM0OBX        599 14     R4BZ          599 16     0
QSO: 14062 CW 2017-11-26 0948 GM0OBX        599 14     YO2IS         599 20     0
QSO: 14062 CW 2017-11-26 0949 GM0OBX        599 14     RZ4AG         599 16     0
QSO: 14062 CW 2017-11-26 0950 GM0OBX        599 14     R3QA          599 16     0
QSO: 14062 CW 2017-11-26 0950 GM0OBX        599 14     OM0MW         599 15     0
QSO: 14062 CW 2017-11-26 0951 GM0OBX        599 14     UA6GJ         599 16     0
QSO: 14062 CW 2017-11-26 0951 GM0OBX        599 14     HG8K          599 15     0
QSO: 14062 CW 2017-11-26 0952 GM0OBX        599 14     UN6LN         599 17     0
QSO: 14062 CW 2017-11-26 0952 GM0OBX        599 14     9A2EY         599 15     0
QSO: 14062 CW 2017-11-26 0954 GM0OBX        599 14     OE5CCN        599 15     0
QSO: 14062 CW 2017-11-26 0955 GM0OBX        599 14     OK1MNV        599 15     0
QSO: 14062 CW 2017-11-26 0956 GM0OBX        599 14     EU8N          599 16     0
QSO: 14062 CW 2017-11-26 0957 GM0OBX        599 14     UT3UZ         599 16     0
QSO: 14062 CW 2017-11-26 0958 GM0OBX        599 14     UY6IS         599 16     0
QSO: 14057 CW 2017-11-26 1001 GM0OBX        599 14     PI4COM        599 14     0
QSO: 14030 CW 2017-11-26 1003 GM0OBX        599 14     LY1XA         599 15     0
QSO: 14054 CW 2017-11-26 1005 GM0OBX        599 14     PZ5V          599 09     0
QSO: 14055 CW 2017-11-26 1006 GM0OBX        599 14     CN2AA         599 33     0
QSO: 14088 CW 2017-11-26 1007 GM0OBX        599 14     Z370M         599 15     0
QSO: 14001 CW 2017-11-26 1008 GM0OBX        599 14     V47T          599 08     0
QSO: 14062 CW 2017-11-26 1010 GM0OBX        599 14     4U1A          599 16     0
QSO: 14065 CW 2017-11-26 1011 GM0OBX        599 14     YT2ISM        599 15     0
QSO: 14058 CW 2017-11-26 1021 GM0OBX        599 14     OY1CT         599 14     0
QSO: 14015 CW 2017-11-26 1022 GM0OBX        599 14     RK0S          599 17     0
QSO: 14043 CW 2017-11-26 1023 GM0OBX        599 14     CT9/OM3GI     599 33     0
QSO: 14055 CW 2017-11-26 1038 GM0OBX        599 14     8R1/AG6UT     599 09     0
QSO: 14019 CW 2017-11-26 1039 GM0OBX        599 14     ZW8T          599 11     0
QSO: 14022 CW 2017-11-26 1041 GM0OBX        599 14     PJ4E          599 09     0
QSO: 14014 CW 2017-11-26 1044 GM0OBX        599 14     PJ2T          599 09     0
QSO: 14001 CW 2017-11-26 1154 GM0OBX        599 14     W3LPL         599 05     0
QSO: 14007 CW 2017-11-26 1154 GM0OBX        599 14     KC1XX         599 05     0
QSO: 14011 CW 2017-11-26 1155 GM0OBX        599 14     N2BA          599 05     0
QSO: 14015 CW 2017-11-26 1155 GM0OBX        599 14     HG6N          599 15     0
QSO: 14026 CW 2017-11-26 1158 GM0OBX        599 14     LA7GIA        599 14     0
QSO: 14028 CW 2017-11-26 1158 GM0OBX        599 14     YT5A          599 15     0
QSO: 14056 CW 2017-11-26 1200 GM0OBX        599 14     IT9SSI        599 15     0
QSO: 14053 CW 2017-11-26 1202 GM0OBX        599 14     9Y4/VE3EY     599 09     0
QSO: 14024 CW 2017-11-26 1203 GM0OBX        599 14     G6T           599 14     0
QSO: 14039 CW 2017-11-26 1203 GM0OBX        599 14     EA8/LZ1ABC    599 33     0
QSO: 14048 CW 2017-11-26 1204 GM0OBX        599 14     LZ9W          599 20     0
QSO: 14084 CW 2017-11-26 1207 GM0OBX        599 14     ZF2MJ         599 08     0
QSO: 21035 CW 2017-11-26 1208 GM0OBX        599 14     9G5W          599 35     0
QSO: 21011 CW 2017-11-26 1210 GM0OBX        599 14     CR2M          599 14     0
QSO: 21005 CW 2017-11-26 1211 GM0OBX        599 14     P40C          599 09     0
QSO: 21008 CW 2017-11-26 1212 GM0OBX        599 14     CX2AQ         599 13     0
QSO: 21030 CW 2017-11-26 1223 GM0OBX        599 14     PJ4A          599 09     0
QSO: 21061 CW 2017-11-26 1224 GM0OBX        599 14     ZB2TT         599 14     0
QSO: 21065 CW 2017-11-26 1225 GM0OBX        599 14     A44A          599 21     0
QSO: 21042 CW 2017-11-26 1228 GM0OBX        599 14     4Z4DX         599 20     0
QSO: 21043 CW 2017-11-26 1233 GM0OBX        599 14     VK6LW         599 30     0
QSO: 21043 CW 2017-11-26 1234 GM0OBX        599 14     CR3W          599 33     0
QSO: 21067 CW 2017-11-26 1234 GM0OBX        599 14     HZ1FI         599 21     0
QSO: 21050 CW 2017-11-26 1235 GM0OBX        599 14     V47T          599 08     0
QSO: 21010 CW 2017-11-26 1236 GM0OBX        599 14     6W1SU         599 35     0
QSO: 21063 CW 2017-11-26 1236 GM0OBX        599 14     OH6QU         599 15     0
QSO: 21069 CW 2017-11-26 1237 GM0OBX        599 14     CT3KN         599 33     0
QSO: 21020 CW 2017-11-26 1245 GM0OBX        599 14     FM5FJ         599 08     0
QSO: 21024 CW 2017-11-26 1246 GM0OBX        599 14     CE3CT         599 12     0
QSO: 21059 CW 2017-11-26 1247 GM0OBX        599 14     FG/F6ARC      599 08     0
QSO: 21017 CW 2017-11-26 1249 GM0OBX        599 14     PZ5V          599 09     0
QSO: 21074 CW 2017-11-26 1252 GM0OBX        599 14     TO1A          599 09     0
QSO: 21003 CW 2017-11-26 1253 GM0OBX        599 14     CN2R          599 33     0
QSO: 21033 CW 2017-11-26 1254 GM0OBX        599 14     N1LN          599 05     0
QSO: 21022 CW 2017-11-26 1255 GM0OBX        599 14     K3RV          599 05     0
QSO: 21023 CW 2017-11-26 1255 GM0OBX        599 14     LT1F          599 13     0
QSO: 21027 CW 2017-11-26 1257 GM0OBX        599 14     LW1EUD        599 13     0
QSO: 21014 CW 2017-11-26 1301 GM0OBX        599 14     4X6FR         599 20     0
QSO: 21017 CW 2017-11-26 1302 GM0OBX        599 14     A45XR         599 21     0
QSO: 21030 CW 2017-11-26 1304 GM0OBX        599 14     K8BV          599 05     0
QSO: 21109 CW 2017-11-26 1309 GM0OBX        599 14     HH2AA         599 08     0
QSO: 21040 CW 2017-11-26 1312 GM0OBX        599 14     CW5W          599 13     0
QSO: 21006 CW 2017-11-26 1314 GM0OBX        599 14     6Y0W          599 08     0
