START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: F4DBD
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 85500
NAME: Frederick GUERIN
OPERATORS: F4DBD
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: very nice contest ! so happy to be on air !
QSO: 14126 PH 2018-10-27 1554 F4DBD         59  14     YP0C          59  20
QSO: 14162 PH 2018-10-27 1610 F4DBD         59  14     YM3KC         59  20
QSO: 21207 PH 2018-10-27 1612 F4DBD         59  14     W3LPL         59  05
QSO: 21258 PH 2018-10-27 1615 F4DBD         59  14     PS2T          59  11
QSO: 21269 PH 2018-10-27 1618 F4DBD         59  14     PX2A          59  11
QSO: 21274 PH 2018-10-27 1619 F4DBD         59  14     ZP6A          59  11
QSO: 21286 PH 2018-10-27 1621 F4DBD         59  14     PY2EX         59  11
QSO: 21327 PH 2018-10-27 1629 F4DBD         59  14     LT1F          59  13
QSO: 21329 PH 2018-10-27 1634 F4DBD         59  14     LU2DD         59  13
QSO: 21365 PH 2018-10-27 1635 F4DBD         59  14     EF8U          59  33
QSO: 21430 PH 2018-10-27 1636 F4DBD         59  14     ZX2B          59  11
QSO: 21157 PH 2018-10-27 1637 F4DBD         59  14     PY2KJ         59  11
QSO: 21251 PH 2018-10-27 1646 F4DBD         59  14     9A9RR         59  15
QSO: 21254 PH 2018-10-27 1647 F4DBD         59  14     P40T          59  09
QSO: 21304 PH 2018-10-27 1650 F4DBD         59  14     PY5ZHP        59  11
QSO: 21318 PH 2018-10-27 1651 F4DBD         59  14     CR3DX         59  33
QSO: 21321 PH 2018-10-27 1653 F4DBD         59  14     EF8R          59  33
QSO: 21337 PH 2018-10-27 1654 F4DBD         59  14     FY5KE         59  09
QSO: 21374 PH 2018-10-27 1658 F4DBD         59  14     PZ5K          59  09
QSO: 21383 PH 2018-10-27 1659 F4DBD         59  14     PJ4Q          59  09
QSO: 21395 PH 2018-10-27 1703 F4DBD         59  14     V26B          59  08
QSO: 21437 PH 2018-10-27 1706 F4DBD         59  14     CQ3W          59  33
QSO: 21177 PH 2018-10-27 1707 F4DBD         59  14     TM5Y          59  14
QSO: 21232 PH 2018-10-27 1709 F4DBD         59  14     PJ4G          59  09
QSO: 21385 PH 2018-10-27 1713 F4DBD         59  14     KP2M          59  08
QSO: 21271 PH 2018-10-27 1715 F4DBD         59  14     PY3PA         59  11
QSO: 21256 PH 2018-10-27 1717 F4DBD         59  14     ZX5J          59  11
QSO: 21242 PH 2018-10-27 1718 F4DBD         59  14     ZP5DA         59  11
QSO: 21235 PH 2018-10-27 1718 F4DBD         59  14     YW4D          59  09
QSO: 21197 PH 2018-10-27 1724 F4DBD         59  14     ZV5O          59  11
QSO: 14148 PH 2018-10-28 0614 F4DBD         59  14     TC0F          59  20
QSO: 14224 PH 2018-10-28 0619 F4DBD         59  14     SV2HGQ        59  20
QSO: 14237 PH 2018-10-28 0621 F4DBD         59  14     RU9CC         59  17
QSO: 14244 PH 2018-10-28 0622 F4DBD         59  14     TC2MK         59  20
QSO: 14296 PH 2018-10-28 0625 F4DBD         59  14     YO3RU         59  20
QSO: 14301 PH 2018-10-28 0625 F4DBD         59  14     R5AJ          59  16
QSO: 14319 PH 2018-10-28 0626 F4DBD         59  14     YR100R        59  20
QSO: 14127 PH 2018-10-28 0628 F4DBD         59  14     RL6M          59  16
QSO: 14138 PH 2018-10-28 0628 F4DBD         59  14     EV1R          59  16
QSO: 14153 PH 2018-10-28 0629 F4DBD         59  14     OH8X          59  15
QSO: 14158 PH 2018-10-28 0630 F4DBD         59  14     4L2M          59  21
QSO: 14163 PH 2018-10-28 0632 F4DBD         59  14     RN9T          59  16
QSO: 14173 PH 2018-10-28 0633 F4DBD         59  14     YT1X          59  15
QSO: 14175 PH 2018-10-28 0633 F4DBD         59  14     LZ9W          59  20
QSO: 14180 PH 2018-10-28 0635 F4DBD         59  14     R7KZ          59  16
QSO: 14185 PH 2018-10-28 0635 F4DBD         59  14     OH5Z          59  15
QSO: 14208 PH 2018-10-28 0636 F4DBD         59  14     R8WF          59  16
QSO: 14211 PH 2018-10-28 0637 F4DBD         59  14     LZ4AW         59  20
QSO: 14246 PH 2018-10-28 0641 F4DBD         59  14     UP0L          59  17
QSO: 14252 PH 2018-10-28 0642 F4DBD         59  14     RW3XZ         59  16
QSO: 14288 PH 2018-10-28 0644 F4DBD         59  14     A73A          59  21
QSO: 14302 PH 2018-10-28 0645 F4DBD         59  14     ES6RW         59  15
QSO: 14350 PH 2018-10-28 0646 F4DBD         59  14     UZ7M          59  16
QSO:  3723 PH 2018-10-28 0649 F4DBD         59  14     N4WW          59  05
QSO:  3739 PH 2018-10-28 0650 F4DBD         59  14     F6KFV         59  14
QSO:  3751 PH 2018-10-28 0650 F4DBD         59  14     S57AL         59  15
QSO:  3754 PH 2018-10-28 0652 F4DBD         59  14     CR6P          59  14
QSO:  3758 PH 2018-10-28 0653 F4DBD         59  14     EA6FO         59  14
QSO:  3764 PH 2018-10-28 0653 F4DBD         59  14     DF0HQ         59  14
QSO:  3767 PH 2018-10-28 0654 F4DBD         59  14     TM2Y          59  14
QSO:  3769 PH 2018-10-28 0655 F4DBD         59  14     F6FTB         59  14
QSO:  3773 PH 2018-10-28 0655 F4DBD         59  14     OT5A          59  14
QSO:  3797 PH 2018-10-28 0702 F4DBD         59  14     K3LR          59  05
QSO:  3650 PH 2018-10-28 0704 F4DBD         59  14     G4L           59  14
QSO:  3741 PH 2018-10-28 0708 F4DBD         59  14     OZ0TX         59  14
QSO:  3769 PH 2018-10-28 0709 F4DBD         59  14     EI9E          59  14
QSO:  3786 PH 2018-10-28 0713 F4DBD         59  14     DR1D          59  14
QSO:  7100 PH 2018-10-28 0744 F4DBD         59  14     PI4MM         59  14
QSO:  7067 PH 2018-10-28 0749 F4DBD         59  14     TF2R          59  40
QSO:  7094 PH 2018-10-28 0755 F4DBD         59  14     YT8WW         59  15
QSO:  7109 PH 2018-10-28 0756 F4DBD         59  14     LY2RJ         59  15
QSO:  7124 PH 2018-10-28 0758 F4DBD         59  14     S57O          59  15
QSO:  7137 PH 2018-10-28 0801 F4DBD         59  14     IR3Z          59  15
QSO:  7139 PH 2018-10-28 0802 F4DBD         59  14     DM4X          59  14
QSO:  7161 PH 2018-10-28 0803 F4DBD         59  14     CR5E          59  14
QSO:  7169 PH 2018-10-28 0805 F4DBD         59  14     EI9HX         59  14
QSO:  7171 PH 2018-10-28 0805 F4DBD         59  14     EE5T          59  14
QSO:  7177 PH 2018-10-28 0807 F4DBD         59  14     EA5CTE        59  14
QSO:  7181 PH 2018-10-28 0808 F4DBD         59  14     OK1CF         59  15
QSO:  7183 PH 2018-10-28 0809 F4DBD         59  14     C37NL         59  14
QSO:  7186 PH 2018-10-28 0810 F4DBD         59  14     ED3X          59  14
QSO:  7189 PH 2018-10-28 0811 F4DBD         59  14     DQ5M          59  14
QSO:  7198 PH 2018-10-28 0812 F4DBD         59  14     SP2KPD        59  15
QSO:  7045 PH 2018-10-28 0813 F4DBD         59  14     OY9JD         59  14
QSO:  7052 PH 2018-10-28 0813 F4DBD         59  14     DP6T          59  14
QSO:  7056 PH 2018-10-28 0814 F4DBD         59  14     IR4P          59  15
QSO:  7070 PH 2018-10-28 0815 F4DBD         59  14     YT5A          59  15
QSO:  7073 PH 2018-10-28 0816 F4DBD         59  14     DG7LAN/P      59  14
QSO:  7079 PH 2018-10-28 0817 F4DBD         59  14     S52AW         59  15
QSO:  7082 PH 2018-10-28 0817 F4DBD         59  14     HB0A          59  14
QSO:  7086 PH 2018-10-28 0819 F4DBD         59  14     OM100CSR      59  15
QSO:  7097 PH 2018-10-28 0820 F4DBD         59  14     S51CK         59  15
QSO:  7099 PH 2018-10-28 0820 F4DBD         59  14     IK2YCW        59  15
QSO:  7113 PH 2018-10-28 0821 F4DBD         59  14     IU1JCZ        59  15
QSO:  7121 PH 2018-10-28 0822 F4DBD         59  14     OE5BGN        59  15
QSO:  7136 PH 2018-10-28 0826 F4DBD         59  14     PC2L          59  14
QSO: 14106 PH 2018-10-28 0830 F4DBD         59  14     IZ8FFA        59  15
QSO: 14111 PH 2018-10-28 0831 F4DBD         59  14     ER1JA         59  16
QSO: 14114 PH 2018-10-28 0832 F4DBD         59  14     S50C          59  15
QSO: 14116 PH 2018-10-28 0833 F4DBD         59  14     LY5XX         59  15
QSO: 14120 PH 2018-10-28 0833 F4DBD         59  14     CT9ABO        59  33
QSO: 14139 PH 2018-10-28 0835 F4DBD         59  14     LY2K          59  15
QSO: 14153 PH 2018-10-28 0837 F4DBD         59  14     YU3VFS        59  15
QSO: 14168 PH 2018-10-28 0837 F4DBD         59  14     US5D          59  16
QSO: 14182 PH 2018-10-28 0838 F4DBD         59  14     SO9C          59  15
QSO: 14193 PH 2018-10-28 0839 F4DBD         59  14     IK4UXB        59  15
QSO: 14195 PH 2018-10-28 0840 F4DBD         59  14     CN3A          59  33
QSO: 14200 PH 2018-10-28 0843 F4DBD         59  14     YL2SW         59  15
QSO: 14225 PH 2018-10-28 0843 F4DBD         59  14     J42L          59  20
QSO: 14231 PH 2018-10-28 0844 F4DBD         59  14     RL5A          59  16
QSO: 14250 PH 2018-10-28 0847 F4DBD         59  14     SV9FBG        59  20
QSO: 14270 PH 2018-10-28 0847 F4DBD         59  14     SJ0X          59  14
QSO: 14278 PH 2018-10-28 0849 F4DBD         59  14     OG60F         59  15
QSO: 14293 PH 2018-10-28 0852 F4DBD         59  14     S57DX         59  15
QSO: 14297 PH 2018-10-28 0853 F4DBD         59  14     A44A          59  21
QSO: 14306 PH 2018-10-28 0854 F4DBD         59  14     HA3LN         59  15
QSO: 14319 PH 2018-10-28 0855 F4DBD         59  14     YT1A          59  15
QSO: 14321 PH 2018-10-28 0857 F4DBD         59  14     S50K          59  15
QSO: 14328 PH 2018-10-28 0857 F4DBD         59  14     SZ1A          59  20
QSO: 14336 PH 2018-10-28 0858 F4DBD         59  14     SN2B          59  15
QSO: 14347 PH 2018-10-28 0859 F4DBD         59  14     YU5R          59  15
QSO: 14348 PH 2018-10-28 0859 F4DBD         59  14     S51A          59  15
QSO: 21163 PH 2018-10-28 0901 F4DBD         59  14     RJ4P          59  16
QSO: 21169 PH 2018-10-28 0901 F4DBD         59  14     RC9A          59  17
QSO: 21176 PH 2018-10-28 0903 F4DBD         59  14     A61ZX         59  21
QSO: 21178 PH 2018-10-28 0905 F4DBD         59  14     4X2M          59  20
QSO: 21220 PH 2018-10-28 0907 F4DBD         59  14     IR4X          59  15
QSO: 21232 PH 2018-10-28 0910 F4DBD         59  14     RK3AW         59  16
QSO: 21250 PH 2018-10-28 0911 F4DBD         59  14     4X1DX         59  20
QSO: 21259 PH 2018-10-28 0912 F4DBD         59  14     IR8P          59  15
QSO: 21278 PH 2018-10-28 0913 F4DBD         59  14     LY7Z          59  15
QSO: 21283 PH 2018-10-28 0914 F4DBD         59  14     LZ9W          59  20
QSO: 21289 PH 2018-10-28 0916 F4DBD         59  14     UP0L          59  17
QSO: 21300 PH 2018-10-28 0918 F4DBD         59  14     UI5R          59  16
QSO: 21361 PH 2018-10-28 0920 F4DBD         59  14     C44C          59  20
QSO: 21344 PH 2018-10-28 0921 F4DBD         59  14     C4A           59  20
QSO: 21161 PH 2018-10-28 0925 F4DBD         59  14     4Z5LY         59  20
QSO: 21192 PH 2018-10-28 0926 F4DBD         59  14     P33W          59  20
QSO: 21230 PH 2018-10-28 0930 F4DBD         59  14     A73A          59  21
QSO: 21333 PH 2018-10-28 0933 F4DBD         59  14     RX9SN         59  16
QSO: 21235 PH 2018-10-28 0934 F4DBD         59  14     SN2M          59  15
QSO: 21203 PH 2018-10-28 0946 F4DBD         59  14     J42L          59  20
QSO: 21202 PH 2018-10-28 1057 F4DBD         59  14     RA3Y          59  16
QSO: 21221 PH 2018-10-28 1100 F4DBD         59  14     HA1TJ         59  15
QSO: 21232 PH 2018-10-28 1101 F4DBD         59  14     RM1Q          59  16
QSO: 21241 PH 2018-10-28 1102 F4DBD         59  14     IO9A          59  15
QSO: 21250 PH 2018-10-28 1102 F4DBD         59  14     R3FA          59  16
QSO: 21278 PH 2018-10-28 1103 F4DBD         59  14     II9L          59  15
QSO: 21298 PH 2018-10-28 1104 F4DBD         59  14     ED8G          59  33
QSO: 21305 PH 2018-10-28 1105 F4DBD         59  14     Z62FB         59  15
QSO: 21309 PH 2018-10-28 1106 F4DBD         59  14     CR2L          59  14
QSO: 21318 PH 2018-10-28 1107 F4DBD         59  14     YR100R        59  20
QSO: 21344 PH 2018-10-28 1108 F4DBD         59  14     YT2SS         59  15
QSO: 21362 PH 2018-10-28 1108 F4DBD         59  14     RA3XM         59  16
QSO: 21365 PH 2018-10-28 1110 F4DBD         59  14     RL3DX         59  16
QSO: 21379 PH 2018-10-28 1111 F4DBD         59  14     TC2MK         59  20
QSO: 21393 PH 2018-10-28 1115 F4DBD         59  14     OD5ZZ         59  20
QSO: 14109 PH 2018-10-28 1116 F4DBD         59  14     OH6K          59  15
QSO: 14118 PH 2018-10-28 1119 F4DBD         59  14     HG3R          59  15
QSO: 14155 PH 2018-10-28 1122 F4DBD         59  14     SP9QMP        59  15
QSO: 14158 PH 2018-10-28 1123 F4DBD         59  14     W2RE          59  05
QSO: 14164 PH 2018-10-28 1123 F4DBD         59  14     LZ7A          59  20
QSO: 14173 PH 2018-10-28 1126 F4DBD         59  14     W3LPL         59  05
QSO: 14203 PH 2018-10-28 1128 F4DBD         59  14     LA8HGA        59  14
QSO: 14210 PH 2018-10-28 1129 F4DBD         59  14     DM4X          59  14
QSO: 14218 PH 2018-10-28 1130 F4DBD         59  14     S50R          59  15
QSO: 14240 PH 2018-10-28 1133 F4DBD         59  14     UW5Y          59  16
QSO: 14252 PH 2018-10-28 1141 F4DBD         59  14     N1MM          59  05
QSO: 14266 PH 2018-10-28 1142 F4DBD         59  14     IR2L          59  15
QSO: 14288 PH 2018-10-28 1143 F4DBD         59  14     HG7T          59  15
QSO:  7100 PH 2018-10-28 1148 F4DBD         59  14     G8X           59  14
QSO:  7089 PH 2018-10-28 1148 F4DBD         59  14     IK3ZAQ        59  15
QSO:  7107 PH 2018-10-28 1149 F4DBD         59  14     M0SNB         59  14
QSO:  7110 PH 2018-10-28 1151 F4DBD         59  14     2E0VCC        59  14
QSO:  7116 PH 2018-10-28 1151 F4DBD         59  14     SP8K          59  15
QSO:  7128 PH 2018-10-28 1152 F4DBD         59  14     PA2PKZ        59  14
QSO:  7130 PH 2018-10-28 1153 F4DBD         59  14     SM6Q          59  14
QSO:  7140 PH 2018-10-28 1154 F4DBD         59  14     OK1HFP        59  15
QSO:  7170 PH 2018-10-28 1155 F4DBD         59  14     S54ZZ         59  15
QSO:  7178 PH 2018-10-28 1156 F4DBD         59  14     OZ4EDR        59  14
QSO:  7181 PH 2018-10-28 1158 F4DBD         59  14     LZ9W          59  20
QSO:  7062 PH 2018-10-28 1159 F4DBD         59  14     PD0MHZ        59  14
QSO:  7093 PH 2018-10-28 1201 F4DBD         59  14     SQ9C          59  15
QSO:  7132 PH 2018-10-28 1202 F4DBD         59  14     IK1RGK        59  15
QSO:  7134 PH 2018-10-28 1203 F4DBD         59  14     OL5J          59  15
QSO:  7153 PH 2018-10-28 1204 F4DBD         59  14     S50B          59  15
QSO:  7162 PH 2018-10-28 1206 F4DBD         59  14     OL3E          59  15
QSO:  7165 PH 2018-10-28 1207 F4DBD         59  14     G9Y           59  14
QSO:  7173 PH 2018-10-28 1207 F4DBD         59  14     LY1FW         59  15
QSO:  7196 PH 2018-10-28 1210 F4DBD         59  14     DL0NM         59  14
QSO:  7200 PH 2018-10-28 1210 F4DBD         59  14     DR3W          59  14
QSO: 21150 PH 2018-10-28 1214 F4DBD         59  14     EA8WW         59  33
QSO: 21152 PH 2018-10-28 1214 F4DBD         59  14     RC1O          59  16
QSO: 21197 PH 2018-10-28 1215 F4DBD         59  14     OM5CM         59  15
QSO: 21206 PH 2018-10-28 1216 F4DBD         59  14     US5D          59  16
QSO: 21217 PH 2018-10-28 1216 F4DBD         59  14     OL7T          59  15
QSO: 21224 PH 2018-10-28 1218 F4DBD         59  14     FR4QT         59  39
QSO: 21255 PH 2018-10-28 1222 F4DBD         59  14     OE3A          59  15
QSO: 21304 PH 2018-10-28 1223 F4DBD         59  14     OE8Q          59  15
QSO: 21306 PH 2018-10-28 1224 F4DBD         59  14     SN8B          59  15
QSO: 21315 PH 2018-10-28 1224 F4DBD         59  14     HA1BC         59  15
QSO: 21337 PH 2018-10-28 1225 F4DBD         59  14     ES9C          59  15
QSO: 21197 PH 2018-10-28 1416 F4DBD         59  14     ZW5B          59  11
QSO: 21203 PH 2018-10-28 1417 F4DBD         59  14     KQ2M          59  05
QSO: 21243 PH 2018-10-28 1429 F4DBD         59  14     UZ2I          59  16
QSO: 14210 PH 2018-10-28 1552 F4DBD         59  14     YO2LEA        59  20
QSO: 14271 PH 2018-10-28 1554 F4DBD         59  14     OK5Z          59  15
QSO: 14290 PH 2018-10-28 1555 F4DBD         59  14     YT2ISM        59  15
QSO: 14291 PH 2018-10-28 1555 F4DBD         59  14     IB9A          59  15
QSO: 14300 PH 2018-10-28 1556 F4DBD         59  14     EU1A          59  16
QSO: 14306 PH 2018-10-28 1558 F4DBD         59  14     IT9GSF        59  15
QSO: 14115 PH 2018-10-28 1603 F4DBD         59  14     IR8P          59  15
QSO: 14144 PH 2018-10-28 1605 F4DBD         59  14     SN2OUM        59  15
QSO: 14181 PH 2018-10-28 1607 F4DBD         59  14     W9RE          59  04
QSO: 14191 PH 2018-10-28 1608 F4DBD         59  14     HA7A          59  15
QSO: 14235 PH 2018-10-28 1610 F4DBD         59  14     SX2X          59  20
QSO: 14268 PH 2018-10-28 1612 F4DBD         59  14     SN7H          59  15
QSO: 14300 PH 2018-10-28 1614 F4DBD         59  14     RT6A          59  16
QSO: 14319 PH 2018-10-28 1615 F4DBD         59  14     FY5KE         59  09
QSO: 14329 PH 2018-10-28 1616 F4DBD         59  14     OL0M          59  15
QSO: 14343 PH 2018-10-28 1618 F4DBD         59  14     9A5Y          59  15
QSO: 14108 PH 2018-10-28 1619 F4DBD         59  14     OM100CSR      59  15
QSO: 14124 PH 2018-10-28 1622 F4DBD         59  14     CF3A          59  04
QSO: 14161 PH 2018-10-28 1625 F4DBD         59  14     VE3VEE        59  04
QSO: 14177 PH 2018-10-28 1629 F4DBD         59  14     WW4LL         59  05
QSO: 21251 PH 2018-10-28 1631 F4DBD         59  14     YU5R          59  15
QSO: 21237 PH 2018-10-28 1632 F4DBD         59  14     N3RS          59  05
QSO: 21205 PH 2018-10-28 1633 F4DBD         59  14     K3LR          59  05
QSO: 21182 PH 2018-10-28 1634 F4DBD         59  14     VE3EJ         59  04
QSO: 21225 PH 2018-10-28 1634 F4DBD         59  14     VA2WA         59  05
QSO: 21240 PH 2018-10-28 1636 F4DBD         59  14     HG5A          59  15
QSO: 21241 PH 2018-10-28 1636 F4DBD         59  14     N8II          59  05
QSO: 21275 PH 2018-10-28 1638 F4DBD         59  14     9A7A          59  15
QSO: 21299 PH 2018-10-28 1638 F4DBD         59  14     K1TTT         59  05
QSO: 21320 PH 2018-10-28 1639 F4DBD         59  14     K3WW          59  05
QSO: 21335 PH 2018-10-28 1640 F4DBD         59  14     VC3R          59  04
QSO: 21377 PH 2018-10-28 1642 F4DBD         59  14     N2RJ          59  05
QSO: 21216 PH 2018-10-28 1643 F4DBD         59  14     W4AAW         59  05
QSO: 21230 PH 2018-10-28 1644 F4DBD         59  14     K8CX          59  04
QSO: 21244 PH 2018-10-28 1645 F4DBD         59  14     N5DX          59  05
QSO: 21247 PH 2018-10-28 1645 F4DBD         59  14     N1MM          59  05
QSO: 21258 PH 2018-10-28 1647 F4DBD         59  14     WX3B          59  05
QSO: 21269 PH 2018-10-28 1648 F4DBD         59  14     K8AZ          59  04
QSO: 21233 PH 2018-10-28 1651 F4DBD         59  14     K0MD          59  04
QSO: 21350 PH 2018-10-28 1653 F4DBD         59  14     S51A          59  15
QSO: 21250 PH 2018-10-28 1654 F4DBD         59  14     VA3CCO        59  04
QSO: 21329 PH 2018-10-28 1656 F4DBD         59  14     IO2X          59  15
QSO: 21365 PH 2018-10-28 1657 F4DBD         59  14     IK4GRO        59  15
QSO:  7063 PH 2018-10-28 1659 F4DBD         59  14     OL7T          59  15
QSO:  7072 PH 2018-10-28 1700 F4DBD         59  14     CN3A          59  33
QSO:  7090 PH 2018-10-28 1701 F4DBD         59  14     OZ11A         59  14
QSO:  7093 PH 2018-10-28 1702 F4DBD         59  14     UA4M          59  16
QSO:  7105 PH 2018-10-28 1706 F4DBD         59  14     UA3R          59  16
QSO:  7123 PH 2018-10-28 1710 F4DBD         59  14     HA8M          59  15
QSO:  7134 PH 2018-10-28 1716 F4DBD         59  14     EA2LMI        59  14
QSO:  7152 PH 2018-10-28 1718 F4DBD         59  14     YU1AFV        59  15
QSO:  7157 PH 2018-10-28 1719 F4DBD         59  14     SN3A          59  15
QSO:  7163 PH 2018-10-28 1720 F4DBD         59  14     SP1GA         59  15
QSO:  7169 PH 2018-10-28 1720 F4DBD         59  14     SJ0X          59  14
QSO:  7174 PH 2018-10-28 1723 F4DBD         59  14     DJ5MW         59  14
QSO:  7058 PH 2018-10-28 1727 F4DBD         59  14     RA3Y          59  16
QSO:  7101 PH 2018-10-28 1729 F4DBD         59  14     CR6P          59  14
QSO:  7115 PH 2018-10-28 1730 F4DBD         59  14     YP0C          59  20
QSO:  7123 PH 2018-10-28 1733 F4DBD         59  14     IQ4FA         59  15
QSO:  7140 PH 2018-10-28 1735 F4DBD         59  14     CT9ABP        59  33
QSO:  7143 PH 2018-10-28 1738 F4DBD         59  14     S52NR         59  15
QSO:  7189 PH 2018-10-28 1740 F4DBD         59  14     EI9E          59  14
QSO:  7104 PH 2018-10-28 1742 F4DBD         59  14     J42L          59  20
QSO:  3703 PH 2018-10-28 1744 F4DBD         59  14     OG7A          59  15
QSO:  3716 PH 2018-10-28 1744 F4DBD         59  14     PC2L          59  14
QSO:  3722 PH 2018-10-28 1745 F4DBD         59  14     DP6T          59  14
QSO:  3734 PH 2018-10-28 1746 F4DBD         59  14     HG2DX         59  15
QSO:  3774 PH 2018-10-28 1749 F4DBD         59  14     OL100A        59  15
QSO:  3787 PH 2018-10-28 1750 F4DBD         59  14     ES9C          59  15
QSO:  3693 PH 2018-10-28 1756 F4DBD         59  14     OS8A          59  14
QSO:  3689 PH 2018-10-28 1756 F4DBD         59  14     SJ0X          59  14
QSO:  3659 PH 2018-10-28 1758 F4DBD         59  14     YO4RIU        59  20
QSO:  3668 PH 2018-10-28 1759 F4DBD         59  14     CN3A          59  33
QSO:  3677 PH 2018-10-28 1801 F4DBD         59  14     DB2B          59  14
QSO:  3685 PH 2018-10-28 1802 F4DBD         59  14     OK5D          59  15
QSO:  3711 PH 2018-10-28 1804 F4DBD         59  14     DL7CX         59  14
QSO:  3720 PH 2018-10-28 1805 F4DBD         59  14     PI4COM        59  14
