START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: KQ2M
LOCATION: CT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 969362
NAME: Robert L. Shohet
CLUB: Yankee Clipper Contest Club
CERTIFICATE: NO
CREATED-BY: CT Version 9.65
SOAPBOX: Lots of antennas broken in the May 15th Macroburst with 110 mph wind
SOAPBOX: gusts have still not been repaired, so this was a very limited effort
SOAPBOX: with 1 radio.  Always fun to say hello to old friends and make new ones.
SOAPBOX: Tnx for the q's and the mults!  73  Bob KQ2M
QSO: 14292 PH 2018-10-27 1144 KQ2M           59 5      DG2JA         59  14
QSO: 14292 PH 2018-10-27 1144 KQ2M           59 5      DB6VP         59  14
QSO: 14291 PH 2018-10-27 1145 KQ2M           59 5      HC0E          59  10
QSO: 14291 PH 2018-10-27 1146 KQ2M           59 5      9A1AD         59  15
QSO: 14291 PH 2018-10-27 1146 KQ2M           59 5      EE4CC         59  14
QSO: 14304 PH 2018-10-27 1148 KQ2M           59 5      M6T           59  14
QSO: 14317 PH 2018-10-27 1149 KQ2M           59 5      DM5Z          59  14
QSO: 14317 PH 2018-10-27 1149 KQ2M           59 5      YU1KN         59  15
QSO: 14317 PH 2018-10-27 1150 KQ2M           59 5      ON3AR         59  14
QSO: 14317 PH 2018-10-27 1150 KQ2M           59 5      DG1AAE        59  14
QSO: 14317 PH 2018-10-27 1150 KQ2M           59 5      YL2CI         59  15
QSO: 14317 PH 2018-10-27 1151 KQ2M           59 5      DH1PAL        59  14
QSO: 14317 PH 2018-10-27 1151 KQ2M           59 5      UA1ANA        59  16
QSO: 14317 PH 2018-10-27 1152 KQ2M           59 5      HA4UC         59  15
QSO: 14317 PH 2018-10-27 1152 KQ2M           59 5      DL8TN         59  14
QSO: 14317 PH 2018-10-27 1153 KQ2M           59 5      LA6ZP         59  14
QSO: 14317 PH 2018-10-27 1153 KQ2M           59 5      LY5W          59  15
QSO: 14317 PH 2018-10-27 1154 KQ2M           59 5      UX1UF         59  16
QSO: 14317 PH 2018-10-27 1154 KQ2M           59 5      EI7GSB        59  14
QSO: 14317 PH 2018-10-27 1154 KQ2M           59 5      DL7UXG        59  14
QSO: 14317 PH 2018-10-27 1155 KQ2M           59 5      LZ1GU         59  20
QSO: 14317 PH 2018-10-27 1157 KQ2M           59 5      DB25ONN       59  14
QSO: 14317 PH 2018-10-27 1157 KQ2M           59 5      UX3HA         59  16
QSO: 14317 PH 2018-10-27 1157 KQ2M           59 5      SK7K          59  14
QSO: 14317 PH 2018-10-27 1158 KQ2M           59 5      OM6W          59  15
QSO: 14317 PH 2018-10-27 1158 KQ2M           59 5      DL6ON         59  14
QSO: 14317 PH 2018-10-27 1158 KQ2M           59 5      SP6GTN        59  15
QSO: 14317 PH 2018-10-27 1159 KQ2M           59 5      PI4M          59  14
QSO: 14317 PH 2018-10-27 1159 KQ2M           59 5      SP2KPD        59  15
QSO: 14317 PH 2018-10-27 1159 KQ2M           59 5      DK2LO         59  14
QSO: 14317 PH 2018-10-27 1159 KQ2M           59 5      IK4LZH        59  15
QSO: 14317 PH 2018-10-27 1200 KQ2M           59 5      RO2E          59  16
QSO: 14317 PH 2018-10-27 1200 KQ2M           59 5      IR6T          59  15
QSO: 14317 PH 2018-10-27 1200 KQ2M           59 5      IR4X          59  15
QSO: 14317 PH 2018-10-27 1200 KQ2M           59 5      IZ4COW        59  15
QSO: 14317 PH 2018-10-27 1200 KQ2M           59 5      R4FAN         59  16
QSO: 14317 PH 2018-10-27 1201 KQ2M           59 5      DL4JLM        59  14
QSO: 14317 PH 2018-10-27 1201 KQ2M           59 5      UC6K          59  16
QSO: 14317 PH 2018-10-27 1201 KQ2M           59 5      DA2X          59  14
QSO: 14317 PH 2018-10-27 1201 KQ2M           59 5      F4DPW         59  14
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      OK2QA         59  15
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      PA1T          59  14
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      SP3A          59  15
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      OK2KOJ        59  15
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      EA8BGO        59  33
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      II8T          59  15
QSO: 14317 PH 2018-10-27 1202 KQ2M           59 5      CR5T          59  14
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      LY2AJ         59  15
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      IO5O          59  15
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      OK1TD         59  15
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      G5O           59  14
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      IK4UXB        59  15
QSO: 14317 PH 2018-10-27 1203 KQ2M           59 5      HB9KG         59  14
QSO: 14317 PH 2018-10-27 1204 KQ2M           59 5      RW3XZ         59  16
QSO: 14317 PH 2018-10-27 1204 KQ2M           59 5      OM3CW         59  15
QSO: 14317 PH 2018-10-27 1204 KQ2M           59 5      DL4VAI        59  14
QSO: 14317 PH 2018-10-27 1204 KQ2M           59 5      DL5GAC        59  14
QSO: 14317 PH 2018-10-27 1204 KQ2M           59 5      IK2XDE        59  15
QSO: 14317 PH 2018-10-27 1205 KQ2M           59 5      RU5TT         59  16
QSO: 14317 PH 2018-10-27 1205 KQ2M           59 5      RD1AH         59  16
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      RZ3Z          59  16
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      RV1AH         59  16
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      ES6RW         59  15
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      EW1TZ         59  16
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      YT1X          59  15
QSO: 14317 PH 2018-10-27 1206 KQ2M           59 5      DQ1P          59  14
QSO: 14317 PH 2018-10-27 1207 KQ2M           59 5      UT3RS         59  16
QSO: 14317 PH 2018-10-27 1207 KQ2M           59 5      ON4MW         59  14
QSO: 14317 PH 2018-10-27 1208 KQ2M           59 5      MI1M          59  14
QSO: 14317 PH 2018-10-27 1208 KQ2M           59 5      RU1AB         59  16
QSO: 14317 PH 2018-10-27 1208 KQ2M           59 5      R4MM          59  16
QSO: 14317 PH 2018-10-27 1209 KQ2M           59 5      OH2PQ         59  15
QSO: 14317 PH 2018-10-27 1209 KQ2M           59 5      TM1M          59  14
QSO: 14317 PH 2018-10-27 1209 KQ2M           59 5      OE100KFV      59  15
QSO: 14317 PH 2018-10-27 1210 KQ2M           59 5      IB9A          59  15
QSO: 14317 PH 2018-10-27 1210 KQ2M           59 5      IQ2DN         59  15
QSO: 14317 PH 2018-10-27 1210 KQ2M           59 5      ES9C          59  15
QSO: 14317 PH 2018-10-27 1210 KQ2M           59 5      IW2MXY        59  15
QSO: 14317 PH 2018-10-27 1211 KQ2M           59 5      DL4LAM        59  14
QSO: 14317 PH 2018-10-27 1211 KQ2M           59 5      DK7TX         59  14
QSO: 14317 PH 2018-10-27 1211 KQ2M           59 5      DL2VK         59  14
QSO: 14317 PH 2018-10-27 1211 KQ2M           59 5      DL4UNY        59  14
QSO: 14317 PH 2018-10-27 1211 KQ2M           59 5      IR3Z          59  15
QSO: 14317 PH 2018-10-27 1212 KQ2M           59 5      ON4VDV        59  14
QSO: 14317 PH 2018-10-27 1212 KQ2M           59 5      HG7T          59  15
QSO: 14317 PH 2018-10-27 1212 KQ2M           59 5      F4IVV         59  14
QSO: 14317 PH 2018-10-27 1212 KQ2M           59 5      UY5QJ         59  16
QSO: 14317 PH 2018-10-27 1212 KQ2M           59 5      SQ9KEJ        59  15
QSO: 14317 PH 2018-10-27 1213 KQ2M           59 5      CR5E          59  14
QSO: 14317 PH 2018-10-27 1213 KQ2M           59 5      I2SVA         59  15
QSO: 14317 PH 2018-10-27 1213 KQ2M           59 5      UA4S          59  16
QSO: 14317 PH 2018-10-27 1214 KQ2M           59 5      R4BZ          59  16
QSO: 14317 PH 2018-10-27 1214 KQ2M           59 5      DP6A          59  14
QSO: 14317 PH 2018-10-27 1214 KQ2M           59 5      ON5GQ         59  14
QSO: 14317 PH 2018-10-27 1214 KQ2M           59 5      SP9MAT        59  15
QSO: 14317 PH 2018-10-27 1215 KQ2M           59 5      SO9C          59  15
QSO: 14317 PH 2018-10-27 1215 KQ2M           59 5      G5K           59  14
QSO: 14317 PH 2018-10-27 1215 KQ2M           59 5      RT6A          59  16
QSO: 14317 PH 2018-10-27 1215 KQ2M           59 5      ED1S          59  14
QSO: 14317 PH 2018-10-27 1216 KQ2M           59 5      OH5Z          59  15
QSO: 14317 PH 2018-10-27 1216 KQ2M           59 5      TM6V          59  14
QSO: 14317 PH 2018-10-27 1216 KQ2M           59 5      OK1CLD        59  15
QSO: 14317 PH 2018-10-27 1216 KQ2M           59 5      EU6DX         59  16
QSO: 14317 PH 2018-10-27 1217 KQ2M           59 5      ON3VS         59  14
QSO: 14317 PH 2018-10-27 1217 KQ2M           59 5      UT7NY         59  16
QSO: 14317 PH 2018-10-27 1219 KQ2M           59 5      HB9EOU        59  14
QSO: 14317 PH 2018-10-27 1219 KQ2M           59 5      SM0NJO        59  14
QSO: 14317 PH 2018-10-27 1220 KQ2M           59 5      PA3AAV        59  14
QSO: 14317 PH 2018-10-27 1220 KQ2M           59 5      ON8UK         59  14
QSO: 14317 PH 2018-10-27 1220 KQ2M           59 5      SO7O          59  15
QSO: 14317 PH 2018-10-27 1220 KQ2M           59 5      OK1OA         59  15
QSO: 14317 PH 2018-10-27 1220 KQ2M           59 5      UA4C          59  16
QSO: 14317 PH 2018-10-27 1221 KQ2M           59 5      DR5N          59  14
QSO: 14317 PH 2018-10-27 1221 KQ2M           59 5      SN8B          59  15
QSO: 14317 PH 2018-10-27 1221 KQ2M           59 5      DK1KC         59  14
QSO: 14317 PH 2018-10-27 1222 KQ2M           59 5      OK1IPU        59  15
QSO: 14317 PH 2018-10-27 1223 KQ2M           59 5      G4CWH         59  14
QSO: 14317 PH 2018-10-27 1223 KQ2M           59 5      UX2MF         59  16
QSO: 14317 PH 2018-10-27 1223 KQ2M           59 5      SB7W          59  14
QSO: 14317 PH 2018-10-27 1223 KQ2M           59 5      PI4AMF        59  14
QSO: 14317 PH 2018-10-27 1224 KQ2M           59 5      OP1A          59  14
QSO: 14317 PH 2018-10-27 1225 KQ2M           59 5      OQ5M          59  14
QSO: 14317 PH 2018-10-27 1225 KQ2M           59 5      SM8B          59  14
QSO: 14317 PH 2018-10-27 1225 KQ2M           59 5      SM3EAE        59  14
QSO: 14317 PH 2018-10-27 1226 KQ2M           59 5      R7KZ          59  16
QSO: 14317 PH 2018-10-27 1226 KQ2M           59 5      OH2CK         59  15
QSO: 14317 PH 2018-10-27 1226 KQ2M           59 5      OP4K          59  14
QSO: 14317 PH 2018-10-27 1226 KQ2M           59 5      OT6M          59  14
QSO: 14317 PH 2018-10-27 1227 KQ2M           59 5      SP6DVP        59  15
QSO: 14317 PH 2018-10-27 1227 KQ2M           59 5      OK1DWH        59  15
QSO: 14317 PH 2018-10-27 1228 KQ2M           59 5      G4PVM         59  14
QSO: 14317 PH 2018-10-27 1228 KQ2M           59 5      DL0LK         59  14
QSO: 14317 PH 2018-10-27 1228 KQ2M           59 5      DF2SD         59  14
QSO: 14317 PH 2018-10-27 1228 KQ2M           59 5      TM5L          59  14
QSO: 14317 PH 2018-10-27 1229 KQ2M           59 5      OK1MKU        59  15
QSO: 14317 PH 2018-10-27 1229 KQ2M           59 5      UT8EL         59  16
QSO: 14317 PH 2018-10-27 1229 KQ2M           59 5      OK1C          59  15
QSO: 14317 PH 2018-10-27 1229 KQ2M           59 5      JW5E          59  40
QSO: 14317 PH 2018-10-27 1230 KQ2M           59 5      LC6C          59  14
QSO: 14317 PH 2018-10-27 1230 KQ2M           59 5      LX8M          59  14
QSO: 14317 PH 2018-10-27 1230 KQ2M           59 5      IO3T          59  15
QSO: 14317 PH 2018-10-27 1230 KQ2M           59 5      SO4R          59  15
QSO: 14317 PH 2018-10-27 1231 KQ2M           59 5      DG9SEH        59  14
QSO: 14317 PH 2018-10-27 1231 KQ2M           59 5      TM3Z          59  14
QSO: 14317 PH 2018-10-27 1231 KQ2M           59 5      PA3DDP        59  14
QSO: 14317 PH 2018-10-27 1232 KQ2M           59 5      R2AD          59  16
QSO: 14317 PH 2018-10-27 1232 KQ2M           59 5      UX4MX         59  16
QSO: 14317 PH 2018-10-27 1232 KQ2M           59 5      LY2AE         59  15
QSO: 14317 PH 2018-10-27 1232 KQ2M           59 5      M6ETL         59  14
QSO: 14317 PH 2018-10-27 1233 KQ2M           59 5      P33W          59  20
QSO: 14317 PH 2018-10-27 1233 KQ2M           59 5      EE7R          59  14
QSO: 14317 PH 2018-10-27 1233 KQ2M           59 5      OM4Q          59  15
QSO: 14317 PH 2018-10-27 1233 KQ2M           59 5      IZ0OTV        59  15
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      IO3X          59  15
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      DF2LH         59  14
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      PC2T          59  14
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      II2S          59  15
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      RM2D          59  16
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      LN2D          59  14
QSO: 14317 PH 2018-10-27 1234 KQ2M           59 5      F4GZJ         59  14
QSO: 14317 PH 2018-10-27 1235 KQ2M           59 5      OK1PMX        59  15
QSO: 14317 PH 2018-10-27 1235 KQ2M           59 5      DL9CP         59  14
QSO: 14317 PH 2018-10-27 1235 KQ2M           59 5      EA2LMI        59  14
QSO: 14317 PH 2018-10-27 1236 KQ2M           59 5      DD5KD         59  14
QSO: 14317 PH 2018-10-27 1236 KQ2M           59 5      IR4M          59  15
QSO: 14317 PH 2018-10-27 1236 KQ2M           59 5      SE3X          59  14
QSO: 14317 PH 2018-10-27 1236 KQ2M           59 5      OO7W          59  14
QSO: 14317 PH 2018-10-27 1236 KQ2M           59 5      EC3AIT        59  14
QSO: 14317 PH 2018-10-27 1237 KQ2M           59 5      SQ3TGV        59  15
QSO: 14317 PH 2018-10-27 1237 KQ2M           59 5      M0UTD         59  14
QSO: 14317 PH 2018-10-27 1237 KQ2M           59 5      HB9KBG        59  14
QSO: 14317 PH 2018-10-27 1237 KQ2M           59 5      IT9ESW        59  15
QSO: 14317 PH 2018-10-27 1238 KQ2M           59 5      YL2SW         59  15
QSO: 14317 PH 2018-10-27 1238 KQ2M           59 5      LY5AA         59  15
QSO: 14317 PH 2018-10-27 1238 KQ2M           59 5      DB6VP/P       59  14
QSO: 14317 PH 2018-10-27 1238 KQ2M           59 5      N1API         59  05
QSO: 14317 PH 2018-10-27 1238 KQ2M           59 5      F6DWX         59  14
QSO: 14317 PH 2018-10-27 1239 KQ2M           59 5      SP1NY         59  15
QSO: 14317 PH 2018-10-27 1239 KQ2M           59 5      US5UC         59  16
QSO: 14317 PH 2018-10-27 1239 KQ2M           59 5      R5FY          59  16
QSO: 14317 PH 2018-10-27 1239 KQ2M           59 5      R2AL          59  16
QSO: 14317 PH 2018-10-27 1240 KQ2M           59 5      OM3CW         59  15
QSO: 14317 PH 2018-10-27 1240 KQ2M           59 5      DL3LBP        59  14
QSO: 14317 PH 2018-10-27 1240 KQ2M           59 5      DM4M          59  14
QSO: 14317 PH 2018-10-27 1241 KQ2M           59 5      OE5CWO/P      59  15
QSO: 14317 PH 2018-10-27 1241 KQ2M           59 5      OZ11A         59  14
QSO: 14317 PH 2018-10-27 1241 KQ2M           59 5      M0REG         59  14
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      SQ3POS        59  15
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      DK4VW         59  14
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      F8CRS         59  14
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      E7DX          59  15
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      OH4SS         59  15
QSO: 14317 PH 2018-10-27 1242 KQ2M           59 5      R7MM          59  16
QSO: 14317 PH 2018-10-27 1243 KQ2M           59 5      IU2GGD        59  15
QSO: 14317 PH 2018-10-27 1243 KQ2M           59 5      LY2MM         59  15
QSO: 14317 PH 2018-10-27 1243 KQ2M           59 5      9A5Y          59  15
QSO: 14317 PH 2018-10-27 1243 KQ2M           59 5      UW7RV         59  16
QSO: 14317 PH 2018-10-27 1243 KQ2M           59 5      UZ1WW         59  16
QSO: 14317 PH 2018-10-27 1244 KQ2M           59 5      HB9MH         59  14
QSO: 14317 PH 2018-10-27 1244 KQ2M           59 5      DG7LAN/P      59  14
QSO: 14317 PH 2018-10-27 1244 KQ2M           59 5      UX7MW         59  16
QSO: 14317 PH 2018-10-27 1244 KQ2M           59 5      DF6XE         59  14
QSO: 14317 PH 2018-10-27 1245 KQ2M           59 5      RN1AO         59  16
QSO: 14317 PH 2018-10-27 1245 KQ2M           59 5      DL9ZP         59  14
QSO: 14317 PH 2018-10-27 1245 KQ2M           59 5      SQ4DX         59  15
QSO: 14317 PH 2018-10-27 1246 KQ2M           59 5      R3LC          59  16
QSO: 14317 PH 2018-10-27 1246 KQ2M           59 5      R1BBL         59  16
QSO: 14317 PH 2018-10-27 1246 KQ2M           59 5      OE3NEC        59  15
QSO: 14317 PH 2018-10-27 1247 KQ2M           59 5      DR3W          59  14
QSO: 14317 PH 2018-10-27 1247 KQ2M           59 5      CR6P          59  14
QSO: 14317 PH 2018-10-27 1247 KQ2M           59 5      TM3R          59  14
QSO: 14317 PH 2018-10-27 1247 KQ2M           59 5      DL6JZ         59  14
QSO: 14317 PH 2018-10-27 1248 KQ2M           59 5      UZ7M          59  16
QSO: 14317 PH 2018-10-27 1248 KQ2M           59 5      YO9HP         59  20
QSO: 14317 PH 2018-10-27 1248 KQ2M           59 5      G0OFD         59  14
QSO: 14317 PH 2018-10-27 1248 KQ2M           59 5      PA0LUX        59  14
QSO: 14317 PH 2018-10-27 1249 KQ2M           59 5      M0VWK         59  14
QSO: 14317 PH 2018-10-27 1249 KQ2M           59 5      OK2BZE        59  15
QSO: 14317 PH 2018-10-27 1249 KQ2M           59 5      EA2KR         59  14
QSO: 14317 PH 2018-10-27 1249 KQ2M           59 5      LZ7A          59  20
QSO: 14317 PH 2018-10-27 1250 KQ2M           59 5      OM0ATP        59  15
QSO: 14317 PH 2018-10-27 1250 KQ2M           59 5      EK6SI         59  21
QSO: 14317 PH 2018-10-27 1250 KQ2M           59 5      UW8SM         59  16
QSO: 14317 PH 2018-10-27 1251 KQ2M           59 5      R8IZ          59  18
QSO: 14317 PH 2018-10-27 1251 KQ2M           59 5      UA6LQ         59  16
QSO: 14317 PH 2018-10-27 1252 KQ2M           59 5      EA3IBS        59  14
QSO: 14317 PH 2018-10-27 1252 KQ2M           59 5      DQ4O          59  14
QSO: 14317 PH 2018-10-27 1252 KQ2M           59 5      DP9I          59  14
QSO: 14317 PH 2018-10-27 1253 KQ2M           59 5      2E0CNL        59  14
QSO: 14317 PH 2018-10-27 1253 KQ2M           59 5      F5SDD         59  14
QSO: 14317 PH 2018-10-27 1253 KQ2M           59 5      UT0EA         59  16
QSO: 14317 PH 2018-10-27 1253 KQ2M           59 5      SP9KDA        59  15
QSO: 14317 PH 2018-10-27 1254 KQ2M           59 5      UA4M          59  16
QSO: 14317 PH 2018-10-27 1254 KQ2M           59 5      SM6NT         59  14
QSO: 14317 PH 2018-10-27 1254 KQ2M           59 5      IW2EDU        59  15
QSO: 14317 PH 2018-10-27 1254 KQ2M           59 5      IR3Z          59  15
QSO: 14317 PH 2018-10-27 1255 KQ2M           59 5      OZ1CK         59  14
QSO: 14317 PH 2018-10-27 1255 KQ2M           59 5      R1CU          59  16
QSO: 14317 PH 2018-10-27 1255 KQ2M           59 5      ON3VS         59  14
QSO: 14317 PH 2018-10-27 1255 KQ2M           59 5      SF4D          59  14
QSO: 14317 PH 2018-10-27 1256 KQ2M           59 5      SP6DHH        59  15
QSO: 14317 PH 2018-10-27 1256 KQ2M           59 5      SN5O          59  15
QSO: 14317 PH 2018-10-27 1256 KQ2M           59 5      OE5JSL        59  15
QSO: 14317 PH 2018-10-27 1256 KQ2M           59 5      LY2TS         59  15
QSO: 14317 PH 2018-10-27 1257 KQ2M           59 5      EV1R          59  16
QSO: 14317 PH 2018-10-27 1257 KQ2M           59 5      RT2H          59  16
QSO: 14317 PH 2018-10-27 1257 KQ2M           59 5      DL0ESA        59  14
QSO: 14317 PH 2018-10-27 1257 KQ2M           59 5      DF9VJ         59  14
QSO: 14317 PH 2018-10-27 1257 KQ2M           59 5      HB9EFJ        59  14
QSO: 14317 PH 2018-10-27 1258 KQ2M           59 5      DJ3JD         59  14
QSO: 14317 PH 2018-10-27 1258 KQ2M           59 5      IW1FRU        59  15
QSO: 14317 PH 2018-10-27 1258 KQ2M           59 5      R5AJ          59  16
QSO: 14317 PH 2018-10-27 1258 KQ2M           59 5      DL0ZZ         59  14
QSO: 14317 PH 2018-10-27 1259 KQ2M           59 5      F5TGR         59  14
QSO: 14317 PH 2018-10-27 1259 KQ2M           59 5      LA2QJA        59  14
QSO: 14317 PH 2018-10-27 1300 KQ2M           59 5      K0BQB         59  04
QSO: 14317 PH 2018-10-27 1300 KQ2M           59 5      UA1AFT        59  16
QSO: 14317 PH 2018-10-27 1300 KQ2M           59 5      DK6CQ         59  14
QSO: 14317 PH 2018-10-27 1300 KQ2M           59 5      RD4F          59  16
QSO: 14317 PH 2018-10-27 1300 KQ2M           59 5      SP1MWN        59  15
QSO: 14317 PH 2018-10-27 1301 KQ2M           59 5      S54I          59  15
QSO: 21251 PH 2018-10-27 1302 KQ2M           59 5      FR4QT         59  39
QSO: 21237 PH 2018-10-27 1302 KQ2M           59 5      TM6AM         59  14
QSO: 21237 PH 2018-10-27 1303 KQ2M           59 5      IK8NSR        59  15
QSO: 21237 PH 2018-10-27 1303 KQ2M           59 5      IK1XPK        59  15
QSO: 21216 PH 2018-10-27 1305 KQ2M           59 5      F5SDD         59  14
QSO: 21216 PH 2018-10-27 1305 KQ2M           59 5      IK2RLS        59  15
QSO: 21216 PH 2018-10-27 1306 KQ2M           59 5      IU5JHK        59  15
QSO: 21216 PH 2018-10-27 1306 KQ2M           59 5      IZ3NVR        59  15
QSO: 21216 PH 2018-10-27 1307 KQ2M           59 5      I1RB          59  15
QSO: 21216 PH 2018-10-27 1308 KQ2M           59 5      ZY2A          59  11
QSO: 21216 PH 2018-10-27 1308 KQ2M           59 5      IK2WSJ        59  15
QSO: 21216 PH 2018-10-27 1309 KQ2M           59 5      CR5K          59  14
QSO: 21216 PH 2018-10-27 1309 KQ2M           59 5      T77C          59  15
QSO: 21216 PH 2018-10-27 1309 KQ2M           59 5      IK2XSL        59  15
QSO: 21216 PH 2018-10-27 1310 KQ2M           59 5      IT9ZMX        59  15
QSO: 21216 PH 2018-10-27 1310 KQ2M           59 5      DM4X          59  14
QSO: 21216 PH 2018-10-27 1311 KQ2M           59 5      OM5NL         59  15
QSO: 21216 PH 2018-10-27 1311 KQ2M           59 5      IR3Z          59  15
QSO: 21216 PH 2018-10-27 1311 KQ2M           59 5      IZ5CML        59  15
QSO: 21216 PH 2018-10-27 1311 KQ2M           59 5      DO6LE         59  14
QSO: 21216 PH 2018-10-27 1311 KQ2M           59 5      OM0R          59  15
QSO: 21216 PH 2018-10-27 1312 KQ2M           59 5      YU1FSL        59  15
QSO: 21216 PH 2018-10-27 1312 KQ2M           59 5      DF1TB         59  14
QSO: 21216 PH 2018-10-27 1312 KQ2M           59 5      OE3GAS        59  15
QSO: 21216 PH 2018-10-27 1313 KQ2M           59 5      IO9R          59  15
QSO: 21216 PH 2018-10-27 1313 KQ2M           59 5      IX1DPN        59  15
QSO: 21216 PH 2018-10-27 1313 KQ2M           59 5      DR5N          59  14
QSO: 21216 PH 2018-10-27 1313 KQ2M           59 5      DG8NCO        59  14
QSO: 21216 PH 2018-10-27 1313 KQ2M           59 5      DL9GK         59  14
QSO: 21216 PH 2018-10-27 1314 KQ2M           59 5      IW2CAM        59  15
QSO: 21216 PH 2018-10-27 1314 KQ2M           59 5      F1GZV         59  14
QSO: 21216 PH 2018-10-27 1314 KQ2M           59 5      DK6CQ         59  14
QSO: 21216 PH 2018-10-27 1314 KQ2M           59 5      DM7W          59  14
QSO: 21216 PH 2018-10-27 1314 KQ2M           59 5      DL3AO         59  14
QSO: 21216 PH 2018-10-27 1315 KQ2M           59 5      TM5Y          59  14
QSO: 21216 PH 2018-10-27 1315 KQ2M           59 5      6W1SU         59  35
QSO: 21216 PH 2018-10-27 1315 KQ2M           59 5      UT1UL         59  16
QSO: 21216 PH 2018-10-27 1315 KQ2M           59 5      M6T           59  14
QSO: 21216 PH 2018-10-27 1315 KQ2M           59 5      DJ5MW         59  14
QSO: 21216 PH 2018-10-27 1316 KQ2M           59 5      IU3GKJ        59  15
