START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: NF7E
LOCATION: AZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 123984
NAME: BOB WERTZ
OPERATORS: NF7E
CLUB: NORTHERN ARIZONA DX ASSN
CERTIFICATE: NO
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.8
SOAPBOX: After test all I hear is Zulu,Zul,uZulu or Tango,tango,tango for hours!!
QSO:  7000 PH 2018-10-27 1424 NF7E          59  03     JA7YRR        59  25     0
QSO:  7000 PH 2018-10-27 1434 NF7E          59  03     RT0F          59  19     0
QSO:  7000 PH 2018-10-27 1436 NF7E          59  03     JA7ZFN        59  25     0
QSO: 14000 PH 2018-10-27 1514 NF7E          59  03     9A9A          59  15     0
QSO: 21000 PH 2018-10-27 1647 NF7E          59  03     CN2CO         59  33     0
QSO: 21000 PH 2018-10-27 1650 NF7E          59  03     TI1T          59  07     0
QSO: 21000 PH 2018-10-27 1655 NF7E          59  03     PZ5K          59  09     0
QSO: 21000 PH 2018-10-27 1706 NF7E          59  03     CM2XN         59  08     0
QSO: 21000 PH 2018-10-27 1708 NF7E          59  03     KZ2I          59  05     0
QSO: 14000 PH 2018-10-27 1710 NF7E          59  03     N7ZG          59  03     0
QSO: 14000 PH 2018-10-27 1717 NF7E          59  03     S50R          59  15     0
QSO: 14000 PH 2018-10-27 1718 NF7E          59  03     DR1A          59  14     0
QSO: 14000 PH 2018-10-27 1719 NF7E          59  03     KH7M          59  31     0
QSO: 14000 PH 2018-10-27 1723 NF7E          59  03     JW5E          59  40     0
QSO: 14000 PH 2018-10-27 1730 NF7E          59  03     S50C          59  15     0
QSO: 14000 PH 2018-10-27 1731 NF7E          59  03     KL7RA         59  01     0
QSO: 14000 PH 2018-10-27 1732 NF7E          59  03     IO5O          59  15     0
QSO: 14000 PH 2018-10-27 1737 NF7E          59  03     E7DX          59  15     0
QSO: 14000 PH 2018-10-27 1739 NF7E          59  03     IR4X          59  15     0
QSO: 14000 PH 2018-10-27 1750 NF7E          59  03     EI7M          59  14     0
QSO: 14000 PH 2018-10-27 1754 NF7E          59  03     EA5ON         59  14     0
QSO: 14000 PH 2018-10-27 1757 NF7E          59  03     CN3A          59  33     0
QSO: 14000 PH 2018-10-27 1758 NF7E          59  03     LX7I          59  14     0
QSO: 14000 PH 2018-10-27 1801 NF7E          59  03     VE3MIS        59  04     0
QSO: 21000 PH 2018-10-27 1809 NF7E          59  03     EF8R          59  33     0
QSO: 21000 PH 2018-10-27 1816 NF7E          59  03     VE2JM         59  04     0
QSO: 21000 PH 2018-10-27 1820 NF7E          59  03     VE3UTT        59  04     0
QSO: 21000 PH 2018-10-27 1846 NF7E          59  03     D4C           59  35     0
QSO: 21000 PH 2018-10-27 1847 NF7E          59  03     ED8W          59  33     0
QSO: 14000 PH 2018-10-27 1916 NF7E          59  03     VE6TN         59  04     0
QSO: 14000 PH 2018-10-27 1917 NF7E          59  03     VE2BWL        59  05     0
QSO: 14000 PH 2018-10-27 1922 NF7E          59  03     VA7QD         59  03     0
QSO: 14000 PH 2018-10-27 1923 NF7E          59  03     VE7GL         59  03     0
QSO: 14000 PH 2018-10-27 1926 NF7E          59  03     4U1WB         59  05     0
QSO: 14000 PH 2018-10-27 1929 NF7E          59  03     VA7FC         59  03     0
QSO: 14000 PH 2018-10-27 1931 NF7E          59  03     AL7LO         59  01     0
QSO: 14000 PH 2018-10-27 1932 NF7E          59  03     AL1G          59  01     0
QSO: 14000 PH 2018-10-27 1933 NF7E          59  03     DL2ARD        59  14     0
QSO: 14000 PH 2018-10-27 1935 NF7E          59  03     OH8A          59  15     0
QSO: 14000 PH 2018-10-27 1944 NF7E          59  03     OH8X          59  15     0
QSO: 14000 PH 2018-10-27 1947 NF7E          59  03     CR2L          59  14     0
QSO: 14000 PH 2018-10-27 2006 NF7E          59  03     4M1K          59  09     0
QSO: 14000 PH 2018-10-27 2010 NF7E          59  03     JA7ZFN        59  25     0
QSO: 14000 PH 2018-10-27 2012 NF7E          59  03     VE3JM         59  04     0
QSO: 14000 PH 2018-10-27 2019 NF7E          59  03     VE5PV         59  04     0
QSO: 14000 PH 2018-10-27 2022 NF7E          59  03     KP2M          59  08     0
QSO: 14000 PH 2018-10-27 2023 NF7E          59  03     T42T          59  08     0
QSO: 14000 PH 2018-10-27 2041 NF7E          59  03     FY5KE         59  09     0
QSO: 14000 PH 2018-10-27 2046 NF7E          59  03     VE6SV         59  04     0
QSO: 14000 PH 2018-10-27 2048 NF7E          59  03     VE3VEE        59  04     0
QSO: 14000 PH 2018-10-27 2054 NF7E          59  03     ED8W          59  33     0
QSO: 14000 PH 2018-10-27 2056 NF7E          59  03     XE2AD         59  06     0
QSO: 14000 PH 2018-10-27 2103 NF7E          59  03     VA7BEC        59  03     0
QSO: 14000 PH 2018-10-27 2104 NF7E          59  03     CF3A          59  04     0
QSO: 14000 PH 2018-10-27 2107 NF7E          59  03     JH1GEX        59  25     0
QSO: 14000 PH 2018-10-27 2108 NF7E          59  03     VE7BC         59  03     0
QSO: 14000 PH 2018-10-27 2110 NF7E          59  03     PX2A          59  11     0
QSO: 14000 PH 2018-10-27 2112 NF7E          59  03     LU8YE         59  13     0
QSO: 14000 PH 2018-10-27 2113 NF7E          59  03     NP2P          59  08     0
QSO: 14000 PH 2018-10-27 2114 NF7E          59  03     VA7ST         59  03     0
QSO: 21000 PH 2018-10-27 2119 NF7E          59  03     PY5WW         59  11     0
QSO: 21000 PH 2018-10-27 2121 NF7E          59  03     FY5KE         59  09     0
QSO: 21000 PH 2018-10-27 2122 NF7E          59  03     LT1F          59  13     0
QSO: 21000 PH 2018-10-27 2124 NF7E          59  03     CE5JZO        59  12     0
QSO: 21000 PH 2018-10-27 2129 NF7E          59  03     HI8RD         59  08     0
QSO: 21000 PH 2018-10-27 2129 NF7E          59  03     PX2A          59  11     0
QSO: 21000 PH 2018-10-27 2133 NF7E          59  03     HC0E          59  10     0
QSO: 21000 PH 2018-10-27 2134 NF7E          59  03     PJ4G          59  09     0
QSO: 21000 PH 2018-10-27 2139 NF7E          59  03     VK4TL         59  30     0
QSO: 21000 PH 2018-10-27 2141 NF7E          59  03     KH6TU         59  31     0
QSO: 21000 PH 2018-10-27 2143 NF7E          59  03     VK4SDD        59  30     0
QSO: 21000 PH 2018-10-27 2146 NF7E          59  03     KP2M          59  08     0
QSO: 21000 PH 2018-10-27 2147 NF7E          59  03     HC2E          59  10     0
QSO: 21000 PH 2018-10-27 2149 NF7E          59  03     KP4RV         59  08     0
QSO: 21000 PH 2018-10-27 2151 NF7E          59  03     CE3DNP        59  12     0
QSO: 21000 PH 2018-10-27 2157 NF7E          59  03     CB1H          59  12     0
QSO: 21000 PH 2018-10-27 2200 NF7E          59  03     PQ5B          59  11     0
QSO: 21000 PH 2018-10-27 2205 NF7E          59  03     P40T          59  09     0
QSO: 21000 PH 2018-10-27 2207 NF7E          59  03     PY2KJ         59  11     0
QSO: 21000 PH 2018-10-27 2209 NF7E          59  03     ZY2A          59  11     0
QSO: 21000 PH 2018-10-27 2210 NF7E          59  03     PJ2T          59  09     0
QSO: 14000 PH 2018-10-27 2228 NF7E          59  03     JE1RXJ        59  25     0
QSO: 14000 PH 2018-10-27 2228 NF7E          59  03     JA7YRR        59  25     0
QSO: 14000 PH 2018-10-27 2232 NF7E          59  03     PZ5K          59  09     0
QSO: 14000 PH 2018-10-27 2233 NF7E          59  03     PJ2T          59  09     0
QSO: 14000 PH 2018-10-27 2237 NF7E          59  03     9Y4W          59  09     0
QSO: 14000 PH 2018-10-27 2238 NF7E          59  03     ZF9CW         59  08     0
QSO: 14000 PH 2018-10-27 2241 NF7E          59  03     PP5IP         59  11     0
QSO: 14000 PH 2018-10-27 2242 NF7E          59  03     ZF1A          59  08     0
QSO: 14000 PH 2018-10-27 2248 NF7E          59  03     PY2EX         59  11     0
QSO: 14000 PH 2018-10-27 2254 NF7E          59  03     RT0C          59  19     0
QSO: 14000 PH 2018-10-27 2300 NF7E          59  03     LW1EUD        59  13     0
QSO: 14000 PH 2018-10-27 2302 NF7E          59  03     P40L          59  09     0
QSO: 14000 PH 2018-10-27 2304 NF7E          59  03     ZY2A          59  11     0
QSO: 14000 PH 2018-10-27 2305 NF7E          59  03     VE7DZO        59  03     0
QSO: 14000 PH 2018-10-27 2314 NF7E          59  03     ZW5B          59  11     0
QSO: 14000 PH 2018-10-27 2317 NF7E          59  03     RN0CT         59  19     0
QSO: 14000 PH 2018-10-27 2318 NF7E          59  03     LT1F          59  13     0
QSO: 14000 PH 2018-10-27 2319 NF7E          59  03     JR3NZC        59  25     0
QSO: 14000 PH 2018-10-27 2320 NF7E          59  03     VE7YBH        59  03     0
QSO: 14000 PH 2018-10-27 2321 NF7E          59  03     JE6RPM        59  25     0
QSO: 14000 PH 2018-10-27 2323 NF7E          59  03     JR2GRX        59  25     0
QSO: 14000 PH 2018-10-27 2323 NF7E          59  03     JA0LBE        59  25     0
QSO: 14000 PH 2018-10-27 2325 NF7E          59  03     JE1LFX        59  25     0
QSO: 14000 PH 2018-10-27 2327 NF7E          59  03     JA7NVF        59  25     0
QSO: 14000 PH 2018-10-27 2328 NF7E          59  03     JN1THL        59  25     0
QSO: 14000 PH 2018-10-27 2329 NF7E          59  03     JO3DDD        59  25     0
QSO: 21000 PH 2018-10-27 2332 NF7E          59  03     LU8YE         59  13     0
QSO: 21000 PH 2018-10-27 2335 NF7E          59  03     ZP5DA         59  11     0
QSO: 14000 PH 2018-10-27 2339 NF7E          59  03     BA4DL         59  24     0
QSO: 14000 PH 2018-10-27 2341 NF7E          59  03     JA6BXA        59  25     0
QSO: 14000 PH 2018-10-27 2343 NF7E          59  03     ZX2B          59  11     0
QSO: 14000 PH 2018-10-27 2345 NF7E          59  03     B4T           59  24     0
QSO: 14000 PH 2018-10-27 2348 NF7E          59  03     PJ4G          59  09     0
QSO: 14000 PH 2018-10-28 0015 NF7E          59  03     TG9ANF        59  07     0
QSO: 14000 PH 2018-10-28 0019 NF7E          59  03     KH6TU         59  31     0
QSO: 14000 PH 2018-10-28 0021 NF7E          59  03     JR1GSE        59  25     0
QSO: 14000 PH 2018-10-28 0022 NF7E          59  03     JA3YBK        59  25     0
QSO: 14000 PH 2018-10-28 0024 NF7E          59  03     N7XRM         59  03     0
QSO: 14000 PH 2018-10-28 0027 NF7E          59  03     JA2XCR        59  25     0
QSO: 14000 PH 2018-10-28 0033 NF7E          59  03     KF5BA         59  04     0
QSO: 14000 PH 2018-10-28 0034 NF7E          59  03     K5GY          59  04     0
QSO: 14000 PH 2018-10-28 0035 NF7E          59  03     KL7SK         59  03     0
QSO: 14000 PH 2018-10-28 0035 NF7E          59  03     KG7MRA        59  03     0
QSO: 14000 PH 2018-10-28 0040 NF7E          59  03     VA7PPL        59  02     0
QSO: 14000 PH 2018-10-28 0042 NF7E          59  03     VE7RSV        59  03     0
QSO: 14000 PH 2018-10-28 0044 NF7E          59  03     VA7ANT        59  01     0
QSO: 14000 PH 2018-10-28 0059 NF7E          59  03     JG4AKL        59  25     0
QSO: 14000 PH 2018-10-28 0102 NF7E          59  03     CE3PA         59  12     0
QSO: 14000 PH 2018-10-28 0106 NF7E          59  03     ZP6A          59  11     0
QSO: 14000 PH 2018-10-28 0108 NF7E          59  03     CB8E          59  12     0
QSO: 14000 PH 2018-10-28 0109 NF7E          59  03     JH4UTP        59  25     0
QSO: 14000 PH 2018-10-28 0111 NF7E          59  03     JA3PJL        59  25     0
QSO: 14000 PH 2018-10-28 0114 NF7E          59  03     JH1KRC        59  25     0
QSO: 14000 PH 2018-10-28 0117 NF7E          59  03     JI2ZJS        59  25     0
QSO: 14000 PH 2018-10-28 0118 NF7E          59  03     JA8COE        59  25     0
QSO: 14000 PH 2018-10-28 0120 NF7E          59  03     JH4UYB        59  25     0
QSO: 14000 PH 2018-10-28 0140 NF7E          59  03     JN2AMD        59  25     0
QSO: 14000 PH 2018-10-28 0143 NF7E          59  03     JF1OPL        59  25     0
QSO: 14000 PH 2018-10-28 0146 NF7E          59  03     ZL1RQ         59  32     0
QSO:  1800 PH 2018-10-28 0417 NF7E          59  03     N7GP          59  03     0
QSO:  1800 PH 2018-10-28 0418 NF7E          59  03     NA2U          59  03     0
QSO:  3500 PH 2018-10-28 0431 NF7E          59  03     XE2X          59  06     0
QSO: 14000 PH 2018-10-28 1353 NF7E          59  03     YL2CI         59  15     0
QSO: 14000 PH 2018-10-28 1353 NF7E          59  03     LY5Y          59  15     0
QSO: 14000 PH 2018-10-28 1400 NF7E          59  03     RL5A          59  16     0
QSO: 14000 PH 2018-10-28 1402 NF7E          59  03     LZ8W          59  20     0
QSO: 14000 PH 2018-10-28 1405 NF7E          59  03     LY2MM         59  15     0
QSO: 14000 PH 2018-10-28 1407 NF7E          59  03     IR4M          59  15     0
QSO: 14000 PH 2018-10-28 1409 NF7E          59  03     OG73X         59  15     0
QSO: 14000 PH 2018-10-28 1411 NF7E          59  03     LC6C          59  14     0
QSO: 14000 PH 2018-10-28 1412 NF7E          59  03     TM6M          59  14     0
QSO: 14000 PH 2018-10-28 1414 NF7E          59  03     EI9E          59  14     0
QSO: 14000 PH 2018-10-28 1418 NF7E          59  03     PI4COM        59  14     0
QSO: 14000 PH 2018-10-28 1421 NF7E          59  03     GM2T          59  14     0
QSO: 14000 PH 2018-10-28 1423 NF7E          59  03     OK5O          59  15     0
QSO: 14000 PH 2018-10-28 1426 NF7E          59  03     TM4L          59  14     0
QSO: 14000 PH 2018-10-28 1428 NF7E          59  03     S53EO         59  15     0
QSO: 14000 PH 2018-10-28 1431 NF7E          59  03     S50K          59  15     0
QSO: 14000 PH 2018-10-28 1432 NF7E          59  03     EU1A          59  16     0
QSO: 14000 PH 2018-10-28 1435 NF7E          59  03     RT6A          59  16     0
QSO: 14000 PH 2018-10-28 1437 NF7E          59  03     OG7A          59  15     0
QSO: 14000 PH 2018-10-28 1438 NF7E          59  03     OL0M          59  15     0
QSO: 14000 PH 2018-10-28 1439 NF7E          59  03     ES9C          59  15     0
QSO: 14000 PH 2018-10-28 1446 NF7E          59  03     HA3LN         59  15     0
QSO: 14000 PH 2018-10-28 1447 NF7E          59  03     S57DX         59  15     0
QSO: 14000 PH 2018-10-28 1448 NF7E          59  03     R7KZ          59  16     0
QSO: 14000 PH 2018-10-28 1450 NF7E          59  03     YT1A          59  15     0
QSO: 14000 PH 2018-10-28 1509 NF7E          59  03     HG3R          59  15     0
QSO: 14000 PH 2018-10-28 1517 NF7E          59  03     DK5QN         59  14     0
QSO: 14000 PH 2018-10-28 1520 NF7E          59  03     GM0V          59  14     0
QSO: 14000 PH 2018-10-28 1522 NF7E          59  03     DR5N          59  14     0
QSO: 14000 PH 2018-10-28 1525 NF7E          59  03     ED3M          59  14     0
QSO: 14000 PH 2018-10-28 1526 NF7E          59  03     VE6EX         59  04     0
QSO: 14000 PH 2018-10-28 1532 NF7E          59  03     OX7A          59  40     0
QSO: 14000 PH 2018-10-28 1544 NF7E          59  03     DL2CC         59  14     0
QSO: 14000 PH 2018-10-28 1547 NF7E          59  03     M6T           59  14     0
QSO: 14000 PH 2018-10-28 1549 NF7E          59  03     IK2YCW        59  15     0
QSO: 14000 PH 2018-10-28 1606 NF7E          59  03     OZ5E          59  14     0
QSO: 14000 PH 2018-10-28 1609 NF7E          59  03     TM1T          59  14     0
QSO: 14000 PH 2018-10-28 1610 NF7E          59  03     OK5Z          59  15     0
QSO: 14000 PH 2018-10-28 1612 NF7E          59  03     TM3R          59  14     0
QSO: 14000 PH 2018-10-28 1615 NF7E          59  03     SN2B          59  15     0
QSO: 14000 PH 2018-10-28 1621 NF7E          59  03     OM2Y          59  15     0
QSO: 14000 PH 2018-10-28 1621 NF7E          59  03     TM0T          59  14     0
QSO: 14000 PH 2018-10-28 1624 NF7E          59  03     IB2M          59  15     0
QSO: 14000 PH 2018-10-28 1626 NF7E          59  03     F6BGC         59  14     0
QSO: 14000 PH 2018-10-28 1639 NF7E          59  03     OE8Q          59  15     0
QSO: 14000 PH 2018-10-28 1643 NF7E          59  03     OK1DOY        59  15     0
QSO: 14000 PH 2018-10-28 1645 NF7E          59  03     OK1GTH        59  15     0
QSO: 21000 PH 2018-10-28 1650 NF7E          59  03     T42T          59  08     0
QSO: 21000 PH 2018-10-28 1651 NF7E          59  03     N1MM          59  05     0
QSO: 21000 PH 2018-10-28 1655 NF7E          59  03     LD5RBW        59  14     0
QSO: 21000 PH 2018-10-28 1708 NF7E          59  03     ZF1A          59  08     0
QSO: 21000 PH 2018-10-28 1708 NF7E          59  03     VC3R          59  04     0
QSO: 21000 PH 2018-10-28 1710 NF7E          59  03     9Y4W          59  09     0
QSO: 21000 PH 2018-10-28 1712 NF7E          59  03     VE3JM         59  04     0
QSO: 21000 PH 2018-10-28 1717 NF7E          59  03     VP2MDG        59  08     0
QSO: 21000 PH 2018-10-28 1724 NF7E          59  03     ED1R          59  14     0
QSO: 21000 PH 2018-10-28 1725 NF7E          59  03     CN3A          59  33     0
QSO: 21000 PH 2018-10-28 1728 NF7E          59  03     V26B          59  08     0
QSO: 21000 PH 2018-10-28 1729 NF7E          59  03     PJ4Q          59  09     0
QSO: 21000 PH 2018-10-28 1731 NF7E          59  03     LU2DD         59  13     0
QSO: 21000 PH 2018-10-28 1741 NF7E          59  03     CX5UA         59  13     0
QSO: 21000 PH 2018-10-28 1743 NF7E          59  03     CM2RSV        59  08     0
QSO: 21000 PH 2018-10-28 1746 NF7E          59  03     HK3TK         59  09     0
QSO: 21000 PH 2018-10-28 1750 NF7E          59  03     LU3DX         59  13     0
QSO: 21000 PH 2018-10-28 1755 NF7E          59  03     LT1F         59  13     0
QSO: 28000 PH 2018-10-28 1801 NF7E          59  03     LU1DX         59  13     0
QSO: 28000 PH 2018-10-28 1807 NF7E          59  03     CX8DS         59  13     0
QSO: 28000 PH 2018-10-28 1812 NF7E          59  03     CX5AUC        59  13     0
QSO: 14000 PH 2018-10-28 1820 NF7E          59  03     VP2MDG        59  08     0
QSO: 14000 PH 2018-10-28 1822 NF7E          59  03     VE7NY         59  03     0
QSO: 14000 PH 2018-10-28 1830 NF7E          59  03     HI3T          59  08     0
QSO: 14000 PH 2018-10-28 1837 NF7E          59  03     VE6AO         59  04     0
QSO: 14000 PH 2018-10-28 1840 NF7E          59  03     P33W          59  20     0
QSO: 14000 PH 2018-10-28 1853 NF7E          59  03     ED7B          59  14     0
QSO: 21000 PH 2018-10-28 1859 NF7E          59  03     CF3A          59  04     0
QSO: 21000 PH 2018-10-28 1904 NF7E          59  03     VE3MIS        59  04     0
QSO: 14000 PH 2018-10-28 1915 NF7E          59  03     CR5E          59  14     0
QSO: 14000 PH 2018-10-28 1943 NF7E          59  03     D4C           59  35     0
QSO: 14000 PH 2018-10-28 1944 NF7E          59  03     VA2WA         59  05     0
QSO: 14000 PH 2018-10-28 1954 NF7E          59  03     VY2ZM         59  05     0
QSO: 14000 PH 2018-10-28 2002 NF7E          59  03     J68GD         59  08     0
QSO: 21000 PH 2018-10-28 2055 NF7E          59  03     9Y4D          59  09     0
QSO: 21000 PH 2018-10-28 2103 NF7E          59  03     ZF9CW         59  08     0
QSO: 21000 PH 2018-10-28 2110 NF7E          59  03     8P5A          59  08     0
QSO: 21000 PH 2018-10-28 2115 NF7E          59  03     TI8II         59  07     0
QSO: 21000 PH 2018-10-28 2119 NF7E          59  03     PY3PA         59  11     0
QSO: 21000 PH 2018-10-28 2129 NF7E          59  03     N4EEB         59  05     0
QSO: 14000 PH 2018-10-28 2134 NF7E          59  03     K3WW          59  05     0
QSO: 14000 PH 2018-10-28 2136 NF7E          59  03     VE7FO         59  03     0
QSO: 14000 PH 2018-10-28 2139 NF7E          59  03     VE6FI         59  04     0
QSO: 14000 PH 2018-10-28 2144 NF7E          59  03     P40T          59  09     0
QSO: 14000 PH 2018-10-28 2148 NF7E          59  03     KP4RV         59  08     0
QSO: 21000 PH 2018-10-28 2243 NF7E          59  03     TG9ANF        59  07     0
QSO: 14000 PH 2018-10-28 2250 NF7E          59  03     TI7W          59  07     0
QSO: 14000 PH 2018-10-28 2259 NF7E          59  03     ZX5J          59  11     0
QSO: 14000 PH 2018-10-28 2302 NF7E          59  03     XE1SRA        59  06     0
QSO: 14000 PH 2018-10-28 2305 NF7E          59  03     CE3CT         59  12     0
QSO: 14000 PH 2018-10-28 2312 NF7E          59  03     K6SRZ         59  03     0
QSO: 14000 PH 2018-10-28 2315 NF7E          59  03     LU9MBY        59  13     0
QSO: 14000 PH 2018-10-28 2318 NF7E          59  03     K9CT          59  04     0
QSO: 14000 PH 2018-10-28 2319 NF7E          59  03     OH5BM         59  15     0
QSO: 14000 PH 2018-10-28 2321 NF7E          59  03     LO7H          59  13     0
QSO: 14000 PH 2018-10-28 2321 NF7E          59  03     PS2T          59  11     0
QSO: 14000 PH 2018-10-28 2331 NF7E          59  03     W0AIH         59  04     0
QSO: 14000 PH 2018-10-28 2333 NF7E          59  03     K7RL          59  03     0
QSO: 14000 PH 2018-10-28 2336 NF7E          59  03     LU5FF         59  13     0
QSO: 14000 PH 2018-10-28 2337 NF7E          59  03     ZV5O          59  11     0
QSO: 14000 PH 2018-10-28 2345 NF7E          59  03     LU3DX         59  13     0
QSO: 14000 PH 2018-10-28 2352 NF7E          59  03     W0EWD         59  04     0
QSO: 14000 PH 2018-10-28 2356 NF7E          59  03     TI2OY         59  07     0
END-OF-LOG:
