START-OF-LOG: 3.0
CALLSIGN: VU2DED
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 166701
NAME: AJAYA GUPTA
LOCATION: DX
OPERATORS: VU2DED
CLUB: VU CONTEST GROUP
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6071.0
SOAPBOX: IC-707, barefoot with Trap Dipole. Home-brew digital Interface with DM780.
QSO: 21000 RY 2017-02-11 0805 VU2DED        599 0050   RA7A          599 0049
QSO: 21000 RY 2017-02-11 0807 VU2DED        599 0051   UF5D          599 0222
QSO: 21000 RY 2017-02-11 0811 VU2DED        599 0053   SN7Q          599 0733
QSO: 21000 RY 2017-02-11 0812 VU2DED        599 0054   YL2KO         599 0062
QSO: 21000 RY 2017-02-11 0813 VU2DED        599 0055   IV3SKB        599 0463
QSO: 21000 RY 2017-02-11 0817 VU2DED        599 0056   IQ2CJ         599 0011
QSO: 21000 RY 2017-02-11 0818 VU2DED        599 0057   YT8A          599 0009
QSO: 21000 RY 2017-02-11 0826 VU2DED        599 0058   OK2EA         599 0144
QSO: 21000 RY 2017-02-11 0829 VU2DED        599 0059   DL1DVO        599 0017
QSO: 21000 RY 2017-02-11 0830 VU2DED        599 0060   RM3DA         599 0237
QSO: 21000 RY 2017-02-11 0831 VU2DED        599 0061   UT5UN         599 0172
QSO: 21000 RY 2017-02-11 0831 VU2DED        599 0062   9A1A          599 0110
QSO: 21000 RY 2017-02-11 0832 VU2DED        599 0063   LX7I          599 0014
QSO: 21000 RY 2017-02-11 0840 VU2DED        599 0064   YL4U          599 0024
QSO: 21000 RY 2017-02-11 0842 VU2DED        599 0065   S51A          599 0002
QSO: 21000 RY 2017-02-11 0844 VU2DED        599 0066   A61ZX         599 0091
QSO: 21000 RY 2017-02-11 0847 VU2DED        599 0067   SV8DTD        599 0076
QSO: 21000 RY 2017-02-11 0849 VU2DED        599 0068   UY7M          599 0010
QSO: 21000 RY 2017-02-11 0852 VU2DED        599 0069   SQ8N          599 0027
QSO: 21000 RY 2017-02-11 0924 VU2DED        599 0070   LZ6Y          599 0062
QSO: 21000 RY 2017-02-11 0926 VU2DED        599 0071   UX1UX         599 0376
QSO: 21000 RY 2017-02-11 0929 VU2DED        599 0072   ON7TK         599 0025
QSO: 21000 RY 2017-02-11 0931 VU2DED        599 0073   UZ2I          599 0032
QSO: 21000 RY 2017-02-11 0932 VU2DED        599 0074   SM3LBP        599 0057
QSO: 21000 RY 2017-02-11 0934 VU2DED        599 0075   UT8IM         599 0028
QSO: 21000 RY 2017-02-11 0937 VU2DED        599 0076   ES5Q          599 0019
QSO: 21000 RY 2017-02-11 0939 VU2DED        599 0077   DH8BQA        599 0011
QSO: 21000 RY 2017-02-11 0940 VU2DED        599 0078   LY1R          599 0015
QSO: 21000 RY 2017-02-11 0941 VU2DED        599 0079   OR3A          599 0118
QSO: 21000 RY 2017-02-11 0947 VU2DED        599 0080   YE1C          599 0252
QSO: 21000 RY 2017-02-11 0953 VU2DED        599 0081   YL2NN         599 0024
QSO: 21000 RY 2017-02-11 0954 VU2DED        599 0082   DP7D          599 0003
QSO: 21000 RY 2017-02-11 0955 VU2DED        599 0083   YB1AR         599 0283
QSO: 21000 RY 2017-02-11 0958 VU2DED        599 0084   RK9AX         599 0468
QSO: 21000 RY 2017-02-11 0959 VU2DED        599 0085   RU3FM         599 0141
QSO: 21000 RY 2017-02-11 1002 VU2DED        599 0086   LY2J          599 0096
QSO: 21000 RY 2017-02-11 1006 VU2DED        599 0087   OF8LE         599 0006
QSO: 21000 RY 2017-02-11 1008 VU2DED        599 0088   LZ7A          599 0021
QSO: 21000 RY 2017-02-11 1012 VU2DED        599 0089   HG0R          599 0092
QSO: 21000 RY 2017-02-11 1014 VU2DED        599 0090   LY2W          599 0052
QSO: 21000 RY 2017-02-11 1018 VU2DED        599 0091   IT9PZM        599 0354
QSO: 21000 RY 2017-02-11 1021 VU2DED        599 0092   ON8KW         599 0053
QSO: 21000 RY 2017-02-11 1028 VU2DED        599 0093   9A7T          599 0269
QSO: 21000 RY 2017-02-11 1030 VU2DED        599 0094   M0A           599 0225
QSO: 21000 RY 2017-02-11 1031 VU2DED        599 0095   YD2YIZ        599 0011
QSO: 21000 RY 2017-02-11 1033 VU2DED        599 0096   OF6MW         599 0028
QSO: 21000 RY 2017-02-11 1036 VU2DED        599 0097   EA1AKS        599 0430
QSO: 21000 RY 2017-02-11 1040 VU2DED        599 0098   YP0C          599 0314
QSO: 21000 RY 2017-02-11 1042 VU2DED        599 0099   OF3OJ         599 0355
QSO: 14000 RY 2017-02-11 1055 VU2DED        599 0100   OK1KSL        599 0428
QSO: 14000 RY 2017-02-11 1059 VU2DED        599 0101   SM6NOC        599 0191
QSO: 14000 RY 2017-02-11 1101 VU2DED        599 0102   YL4U          599 0268
QSO: 21000 RY 2017-02-11 1108 VU2DED        599 0103   DF5DG         599 0054
QSO: 21000 RY 2017-02-11 1120 VU2DED        599 0104   IK0FMB        599 0221
QSO: 21000 RY 2017-02-11 1124 VU2DED        599 0105   ES1BH         599 0047
QSO: 21000 RY 2017-02-11 1125 VU2DED        599 0106   EA5IDQ        599 0137
QSO: 21000 RY 2017-02-11 1126 VU2DED        599 0107   SP9BNM        599 0125
QSO: 21000 RY 2017-02-11 1128 VU2DED        599 0108   3Z6M          599 0117
QSO: 21000 RY 2017-02-11 1201 VU2DED        599 0109   IK4ALM        599 0085
QSO: 21000 RY 2017-02-11 1204 VU2DED        599 0110   HG8C          599 0101
QSO: 21000 RY 2017-02-11 1210 VU2DED        599 0111   PI4CG         599 0485
QSO: 21000 RY 2017-02-11 1212 VU2DED        599 0112   SP3LGF        599 0072
QSO: 21000 RY 2017-02-11 1214 VU2DED        599 0113   SQ8GHY        599 0450
QSO: 21000 RY 2017-02-11 1218 VU2DED        599 0114   IZ8CCW        599 0057
QSO: 21000 RY 2017-02-11 1219 VU2DED        599 0115   F1RCH         599 0269
QSO: 21000 RY 2017-02-11 1222 VU2DED        599 0116   OM4Q          599 0418
QSO: 21000 RY 2017-02-11 1226 VU2DED        599 0117   A61M          599 0316
QSO: 14000 RY 2017-02-11 1231 VU2DED        599 0117   AT0L          599 0184
QSO: 14000 RY 2017-02-11 1234 VU2DED        599 0118   DL5MEV        599 0222
QSO: 14000 RY 2017-02-11 1236 VU2DED        599 0119   UA6CE         599 0504
QSO: 14000 RY 2017-02-11 1238 VU2DED        599 0120   DL70DSH       599 0161
QSO: 14000 RY 2017-02-11 1240 VU2DED        599 0121   M2G           599 0289
QSO: 14000 RY 2017-02-11 1241 VU2DED        599 0122   DF1IAQ        599 0241
QSO: 14000 RY 2017-02-11 1243 VU2DED        599 0123   HA8JV         599 0304
QSO: 14000 RY 2017-02-11 1244 VU2DED        599 0124   UF5D          599 0322
QSO: 14000 RY 2017-02-11 1248 VU2DED        599 0125   YE1K          599 0149
QSO: 14000 RY 2017-02-11 1250 VU2DED        599 0126   LZ45YE        599 0284
QSO: 14000 RY 2017-02-11 1253 VU2DED        599 0127   DG7MF         599 0122
QSO: 14000 RY 2017-02-11 1258 VU2DED        599 0128   DQ5M          599 0526
QSO: 14000 RY 2017-02-11 1300 VU2DED        599 0129   OK1DOY        599 0808
QSO: 14000 RY 2017-02-11 1303 VU2DED        599 0130   SN7Q          599 0870
QSO: 14000 RY 2017-02-11 1305 VU2DED        599 0131   OZ11A         599 0422
QSO: 14000 RY 2017-02-11 1306 VU2DED        599 0132   OZ2TF         599 0122
QSO: 14000 RY 2017-02-11 1309 VU2DED        599 0133   OL3A          599 0202
QSO: 14000 RY 2017-02-11 1310 VU2DED        599 0134   LY6A          599 0646
QSO: 14000 RY 2017-02-11 1316 VU2DED        599 0135   LY2W          599 0328
QSO: 21000 RY 2017-02-11 1321 VU2DED        599 0136   IZ1PLH        599 0151
QSO: 21000 RY 2017-02-11 1325 VU2DED        599 0137   ER1OO         599 0120
QSO: 21000 RY 2017-02-11 1329 VU2DED        599 0138   F4HQZ         599 0070
QSO: 21000 RY 2017-02-11 1335 VU2DED        599 0139   EA2WT         599 0173
QSO: 21000 RY 2017-02-11 1338 VU2DED        599 0140   DQ5M          599 0541
QSO: 21000 RY 2017-02-11 1340 VU2DED        599 0141   LZ1KDP        599 0321
QSO: 21000 RY 2017-02-11 1341 VU2DED        599 0142   OK1KSL        599 0548
QSO: 21000 RY 2017-02-11 1343 VU2DED        599 0143   A71AM         599 0191
QSO: 21000 RY 2017-02-11 1346 VU2DED        599 0144   ED2C          599 0100
QSO: 21000 RY 2017-02-11 1351 VU2DED        599 0145   IK2YCW        599 0048
QSO: 21000 RY 2017-02-11 1356 VU2DED        599 0146   LZ2DF         599 0203
QSO: 21000 RY 2017-02-11 1358 VU2DED        599 0147   SZ1A          599 0795
QSO: 21000 RY 2017-02-11 1359 VU2DED        599 0148   IQ2DN         599 0038
QSO: 21000 RY 2017-02-11 1403 VU2DED        599 0149   9K2K          599 0220
QSO: 21000 RY 2017-02-11 1407 VU2DED        599 0150   IK8UND        599 0340
QSO: 14000 RY 2017-02-11 1410 VU2DED        599 0151   GS8VL         599 0324
QSO: 14000 RY 2017-02-11 1429 VU2DED        599 0152   9A7T          599 0380
QSO: 14000 RY 2017-02-11 1432 VU2DED        599 0153   S53F          599 0336
QSO: 14000 RY 2017-02-11 1434 VU2DED        599 0154   OK3VM         599 0349
QSO: 14000 RY 2017-02-11 1438 VU2DED        599 0155   YO3RU         599 0342
QSO: 14000 RY 2017-02-11 1450 VU2DED        599 0156   IV3IZU        599 0026
QSO: 14000 RY 2017-02-11 1452 VU2DED        599 0157   IW3QRM        599 0400
QSO: 14000 RY 2017-02-11 1453 VU2DED        599 0158   DK1FW         599 0147
QSO: 14000 RY 2017-02-11 1454 VU2DED        599 0159   IU4CHE        599 0385
QSO: 14000 RY 2017-02-11 1456 VU2DED        599 0160   IV3SKB        599 0662
QSO: 14000 RY 2017-02-11 1457 VU2DED        599 0161   S55W          599 0794
QSO: 14000 RY 2017-02-11 1506 VU2DED        599 0162   LZ1KDP        599 0366
QSO: 14000 RY 2017-02-11 1507 VU2DED        599 0163   IW3QRM        599 0412
QSO: 14000 RY 2017-02-11 1509 VU2DED        599 0164   YU1UN         599 0219
QSO: 14000 RY 2017-02-11 1518 VU2DED        599 0165   SV1DOO        599 0053
QSO: 14000 RY 2017-02-11 1526 VU2DED        599 0166   OM2VL         599 0822
QSO:  7000 RY 2017-02-12 0025 VU2DED        599 0167   R7AB          599 0901
QSO:  7000 RY 2017-02-12 0033 VU2DED        599 0168   LX7I          599 0943
QSO:  7000 RY 2017-02-12 0038 VU2DED        599 0169   PI4CG         599 0855
QSO:  7000 RY 2017-02-12 0042 VU2DED        599 0170   R9OK          599 0361
QSO:  7000 RY 2017-02-12 0044 VU2DED        599 0171   DF0SAX        599 0738
QSO:  7000 RY 2017-02-12 0049 VU2DED        599 0172   IZ4NIC        599 1038
QSO:  7000 RY 2017-02-12 0055 VU2DED        599 0173   HG17EYOF      599 1733
QSO:  7000 RY 2017-02-12 0106 VU2DED        599 0174   IQ2CJ         599 0391
QSO:  7000 RY 2017-02-12 0113 VU2DED        599 0175   OF5C          599 0533
QSO:  7000 RY 2017-02-12 0140 VU2DED        599 0176   ZF9CW         599 0928
QSO:  7000 RY 2017-02-12 0148 VU2DED        599 0177   ED2C          599 0668
QSO:  7000 RY 2017-02-12 0156 VU2DED        599 0178   S55W          599 1237
QSO:  7000 RY 2017-02-12 0200 VU2DED        599 0179   SO4M          599 0737
QSO:  7000 RY 2017-02-12 0202 VU2DED        599 0180   OZ11A         599 0882
QSO:  7000 RY 2017-02-12 0215 VU2DED        599 0181   LZ1KDP        599 0744
QSO:  7000 RY 2017-02-12 0219 VU2DED        599 0182   OM4Q          599 0837
QSO:  7000 RY 2017-02-12 0223 VU2DED        599 0183   OK1KSL        599 1040
QSO:  7000 RY 2017-02-12 0231 VU2DED        599 0184   DL70DSH       599 0640
QSO: 21000 RY 2017-02-12 0910 VU2DED        599 0185   HG17EYOF      599 2183
QSO: 21000 RY 2017-02-12 0912 VU2DED        599 0186   M3I           599 0049
QSO: 21000 RY 2017-02-12 0917 VU2DED        599 0187   ON5GQ         599 0706
QSO: 21000 RY 2017-02-12 0918 VU2DED        599 0188   OZ5BAL        599 0567
QSO: 21000 RY 2017-02-12 0920 VU2DED        599 0189   DK5MB         599 0417
QSO: 21000 RY 2017-02-12 0922 VU2DED        599 0190   ER5LL         599 0431
QSO: 21000 RY 2017-02-12 0924 VU2DED        599 0191   HS5NMF        599 0314
QSO: 21000 RY 2017-02-12 0929 VU2DED        599 0192   DP9A          599 0035
QSO: 21000 RY 2017-02-12 0929 VU2DED        599 0193   S51DI         599 0426
QSO: 21000 RY 2017-02-12 0932 VU2DED        599 0194   GW0A          599 0911
QSO: 21000 RY 2017-02-12 0943 VU2DED        599 0195   OE3DXA        599 0316
QSO: 21000 RY 2017-02-12 0944 VU2DED        599 0196   EW4C          599 0243
QSO: 21000 RY 2017-02-12 0946 VU2DED        599 0197   YE1ZAL        599 0068
QSO: 21000 RY 2017-02-12 0950 VU2DED        599 0198   SM5CZQ        599 0232
QSO: 21000 RY 2017-02-12 0952 VU2DED        599 0199   SP9GMI        599 0131
QSO: 21000 RY 2017-02-12 0957 VU2DED        599 0200   DF2AD         599 0047
QSO: 21000 RY 2017-02-12 0957 VU2DED        599 0201   OH1LA         599 0006
QSO: 21000 RY 2017-02-12 0958 VU2DED        599 0202   DL8YAU        599 0069
QSO: 21000 RY 2017-02-12 1004 VU2DED        599 0203   DM1A          599 0172
QSO: 21000 RY 2017-02-12 1010 VU2DED        599 0204   YD4GBN        599 0332
QSO: 21000 RY 2017-02-12 1011 VU2DED        599 0205   YE1K          599 0375
QSO: 21000 RY 2017-02-12 1017 VU2DED        599 0206   IQ9UI         599 2045
QSO: 14000 RY 2017-02-12 1021 VU2DED        599 0207   A61M          599 0704
QSO: 14000 RY 2017-02-12 1023 VU2DED        599 0208   HG17EYOF      599 2224
QSO: 14000 RY 2017-02-12 1028 VU2DED        599 0209   UT5CW         599 0384
QSO: 14000 RY 2017-02-12 1029 VU2DED        599 0210   OH6K          599 0256
QSO: 14000 RY 2017-02-12 1032 VU2DED        599 0211   EV1R          599 0715
QSO: 14000 RY 2017-02-12 1036 VU2DED        599 0212   UW3U          599 1774
QSO: 21000 RY 2017-02-12 1106 VU2DED        599 0213   LA3BPA        599 0216
QSO: 21000 RY 2017-02-12 1108 VU2DED        599 0214   DJ7XB         599 0174
QSO: 21000 RY 2017-02-12 1113 VU2DED        599 0215   DL70DSH       599 0141
QSO: 21000 RY 2017-02-12 1114 VU2DED        599 0216   YB0NDT        599 0730
QSO: 21000 RY 2017-02-12 1115 VU2DED        599 0217   VU2KWJ        599 0131
QSO: 21000 RY 2017-02-12 1120 VU2DED        599 0218   TC2C          599 1268
QSO: 21000 RY 2017-02-12 1122 VU2DED        599 0219   S59A          599 0216
QSO: 21000 RY 2017-02-12 1128 VU2DED        599 0220   IK7NXU        599 0245
QSO: 21000 RY 2017-02-12 1145 VU2DED        599 0221   UA6CE         599 1036
QSO: 21000 RY 2017-02-12 1148 VU2DED        599 0222   IK1UGX        599 0197
QSO: 14000 RY 2017-02-12 1213 VU2DED        599 0223   ES5Q          599 0653
QSO: 14000 RY 2017-02-12 1216 VU2DED        599 0224   OF0V          599 1528
QSO: 14000 RY 2017-02-12 1225 VU2DED        599 0225   DM3HZN        599 0400
QSO: 14000 RY 2017-02-12 1227 VU2DED        599 0226   DM2DXA        599 0191
QSO: 21000 RY 2017-02-12 1236 VU2DED        599 0227   OL3A          599 1375
QSO: 14000 RY 2017-02-12 1239 VU2DED        599 0228   9A1BHI        599 0869
QSO: 14000 RY 2017-02-12 1243 VU2DED        599 0229   OH3EX         599 0444
QSO: 14000 RY 2017-02-12 1248 VU2DED        599 0230   VU2KWJ        599 0143
QSO: 14000 RY 2017-02-12 1252 VU2DED        599 0231   DK1CO         599 0239
QSO: 14000 RY 2017-02-12 1332 VU2DED        599 0232   UW1M          599 2068
QSO: 14000 RY 2017-02-12 1333 VU2DED        599 0233   OM4Q          599 1116
QSO: 14000 RY 2017-02-12 1335 VU2DED        599 0234   PD4RD         599 0051
QSO: 14000 RY 2017-02-12 1347 VU2DED        599 0235   A71AE         599 0701
QSO: 14000 RY 2017-02-12 1349 VU2DED        599 0236   IR9RW         599 1246
QSO: 14000 RY 2017-02-12 1351 VU2DED        599 0237   YB0NDT        599 0793
QSO:  7000 RY 2017-02-12 1359 VU2DED        599 0238   A61M          599 0934
QSO:  7000 RY 2017-02-12 1704 VU2DED        599 0239   OL3A          599 1538
QSO:  7000 RY 2017-02-12 1713 VU2DED        599 0240   LY5O          599 0204
QSO:  7000 RY 2017-02-12 1716 VU2DED        599 0241   A71AM         599 0455
QSO:  7000 RY 2017-02-12 1720 VU2DED        599 0242   LY2W          599 1219
QSO:  7000 RY 2017-02-12 1738 VU2DED        599 0243   DP7D          599 0982
QSO:  7000 RY 2017-02-12 1741 VU2DED        599 0244   OF0V          599 2038
QSO:  7000 RY 2017-02-12 1745 VU2DED        599 0245   YL7A          599 0247
QSO:  7000 RY 2017-02-12 1747 VU2DED        599 0246   A65DC         599 0090
QSO:  7000 RY 2017-02-12 1749 VU2DED        599 0247   VU2KWJ        599 0149
QSO:  7000 RY 2017-02-12 1751 VU2DED        599 0248   9A1A          599 1605
QSO:  7000 RY 2017-02-12 1758 VU2DED        599 0249   SN7Q          599 2307
QSO:  7000 RY 2017-02-12 1803 VU2DED        599 0250   RA6GW         599 0402
QSO:  7000 RY 2017-02-12 1814 VU2DED        599 0251   LZ1YQ         599 0713
QSO:  7000 RY 2017-02-12 1817 VU2DED        599 0252   HB9DHG        599 1056
QSO:  7000 RY 2017-02-12 1820 VU2DED        599 0253   DD2ML         599 0676
QSO:  7000 RY 2017-02-12 1822 VU2DED        599 0254   LY9Y          599 1321
QSO:  7000 RY 2017-02-12 1825 VU2DED        599 0255   9A6NA         599 0497
QSO:  7000 RY 2017-02-12 1828 VU2DED        599 0256   A61QQ         599 0899
QSO:  7000 RY 2017-02-12 1838 VU2DED        599 0257   S50A          599 1228
QSO:  7000 RY 2017-02-12 1840 VU2DED        599 0258   DM6DX         599 0759
QSO:  7000 RY 2017-02-12 1905 VU2DED        599 0259   P3X           599 1435
END-OF-LOG:
