START-OF-LOG: 2.0
CREATED-BY: Win-Test 3.22.0
CONTEST: REF-SSB
REF-SECTION: 44
CALLSIGN: F5OHH
CATEGORY: SINGLE-OP ALL LOW 
CLAIMED-SCORE: 152733
OFFTIME: 2010-02-27 1202 2010-02-27 1414
OFFTIME: 2010-02-27 1925 2010-02-28 0528
OFFTIME: 2010-02-28 1211 2010-02-28 1534
OPERATORS: 
NAME: REGNIER Christian
SOAPBOX: 
RIG: FT847 yaesu,  90Watts, antennes Levy 2x21m, échelle à grenouille 18mètres
QSO: 14000 PH 2010-02-27 1414 F5OHH         59  44     8S0C          59  106   
QSO: 14000 PH 2010-02-27 1418 F5OHH         59  44     RN4HA         59  129   
QSO: 14000 PH 2010-02-27 1421 F5OHH         59  44     ZA1E          59  029   
QSO: 14000 PH 2010-02-27 1422 F5OHH         59  44     YO3CZW        59  202   
QSO: 14000 PH 2010-02-27 1423 F5OHH         59  44     YT2AAA        59  013   
QSO: 14000 PH 2010-02-27 1425 F5OHH         59  44     F6CCZ/P       59  037   
QSO: 14000 PH 2010-02-27 1426 F5OHH         59  44     YL2IP         59  040   
QSO: 14000 PH 2010-02-27 1427 F5OHH         59  44     YL1XN         59  090   
QSO: 14000 PH 2010-02-27 1447 F5OHH         59  44     EK3SA         59  110   
QSO: 14000 PH 2010-02-27 1452 F5OHH         59  44     TM2C          59  44    
QSO: 14000 PH 2010-02-27 1455 F5OHH         59  44     UN7MMM        59  227   
QSO: 14000 PH 2010-02-27 1457 F5OHH         59  44     SQ9DJG        59  056   
QSO: 14000 PH 2010-02-27 1458 F5OHH         59  44     3V8BB         59  149   
QSO: 14000 PH 2010-02-27 1514 F5OHH         59  44     RK9CWW        59  073   
QSO: 21000 PH 2010-02-27 1519 F5OHH         59  44     F4DIA         59  074   
QSO: 21000 PH 2010-02-27 1529 F5OHH         59  44     K3IPK         59  090   
QSO: 21000 PH 2010-02-27 1536 F5OHH         59  44     WA3PL         59  074   
QSO: 21000 PH 2010-02-27 1541 F5OHH         59  44     TM6I          59  61    
QSO: 21000 PH 2010-02-27 1550 F5OHH         59  44     FM5AM         59  FM    
QSO: 21000 PH 2010-02-27 1601 F5OHH         59  44     KI2G          59  023   
QSO: 21000 PH 2010-02-27 1604 F5OHH         59  44     VA3PL         59  099   
QSO: 21000 PH 2010-02-27 1614 F5OHH         59  44     TM2C          59  44    
QSO: 21000 PH 2010-02-27 1628 F5OHH         59  44     AC5O          59  015   
QSO: 21000 PH 2010-02-27 1632 F5OHH         59  44     F6CCZ/P       59  037   
QSO: 14000 PH 2010-02-27 1649 F5OHH         59  44     7X2ARA        59  259   
QSO: 14000 PH 2010-02-27 1717 F5OHH         59  44     F6CTT         59  035   
QSO: 14000 PH 2010-02-27 1719 F5OHH         59  44     F6IIT         59  086   
QSO: 14000 PH 2010-02-27 1722 F5OHH         59  44     F6KNB         59  033   
QSO: 14000 PH 2010-02-27 1732 F5OHH         59  44     F8BPN         59  019   
QSO: 14000 PH 2010-02-27 1737 F5OHH         59  44     F5LBL/P       59  66    
QSO: 14000 PH 2010-02-27 1740 F5OHH         59  44     YO9AGN        59  075   
QSO: 14000 PH 2010-02-27 1744 F5OHH         59  44     LA6KOA        59  082   
QSO: 14000 PH 2010-02-27 1748 F5OHH         59  44     F6KLO         59  019   
QSO: 14000 PH 2010-02-27 1756 F5OHH         59  44     UA3QOS        59  187   
QSO:  7000 PH 2010-02-27 1824 F5OHH         59  44     SY7A          59  385   
QSO:  7000 PH 2010-02-27 1826 F5OHH         59  44     YR0R          59  162   
QSO:  7000 PH 2010-02-27 1830 F5OHH         59  44     IZ5MOQ        59  084   
QSO:  7000 PH 2010-02-27 1836 F5OHH         59  44     EA6AZ         59  005   
QSO:  7000 PH 2010-02-27 1837 F5OHH         59  44     PD5LO         59  052   
QSO:  7000 PH 2010-02-27 1841 F5OHH         59  44     PD1TV         59  066   
QSO:  7000 PH 2010-02-27 1843 F5OHH         59  44     RK9CWW        59  176   
QSO:  7000 PH 2010-02-27 1847 F5OHH         59  44     SN1I          59  374   
QSO:  7000 PH 2010-02-27 1859 F5OHH         59  44     EI6JK         59  035   
QSO:  7000 PH 2010-02-27 1901 F5OHH         59  44     EA7IBK        59  123   
QSO:  3500 PH 2010-02-27 1908 F5OHH         59  44     F6HEQ         59  28    
QSO:  3500 PH 2010-02-27 1912 F5OHH         59  44     TM0L          59  46    
QSO:  3500 PH 2010-02-27 1914 F5OHH         59  44     F8EMH         59  54    
QSO:  3500 PH 2010-02-27 1916 F5OHH         59  44     F5CYS         59  49    
QSO:  3500 PH 2010-02-27 1918 F5OHH         59  44     F8KHO         59  51    
QSO:  3500 PH 2010-02-27 1921 F5OHH         59  44     F8FSC         59  39    
QSO:  3500 PH 2010-02-27 1922 F5OHH         59  44     F5KIN         59  63    
QSO:  3500 PH 2010-02-27 1925 F5OHH         59  44     TM5KFU        59  24    
QSO:  3500 PH 2010-02-27 1925 F5OHH         59  44     F6KLO         59  019   
QSO:  3500 PH 2010-02-28 0528 F5OHH         59  44     F6KMB         59  59    
QSO:  3500 PH 2010-02-28 0529 F5OHH         59  44     F6REF         59  00    
QSO:  3500 PH 2010-02-28 0531 F5OHH         59  44     F8KGH         59  83    
QSO:  3500 PH 2010-02-28 0536 F5OHH         59  44     F4DPW         59  95    
QSO:  3500 PH 2010-02-28 0539 F5OHH         59  44     F6KRK         59  78    
QSO:  3500 PH 2010-02-28 0541 F5OHH         59  44     F5KDC         59  63    
QSO:  3500 PH 2010-02-28 0543 F5OHH         59  44     F8AKS         59  35    
QSO:  3500 PH 2010-02-28 0546 F5OHH         59  44     F6KEH         59  34    
QSO:  3500 PH 2010-02-28 0547 F5OHH         59  44     F6KJX         59  41    
QSO:  3500 PH 2010-02-28 0549 F5OHH         59  44     F6KQV         59  67    
QSO:  3500 PH 2010-02-28 0552 F5OHH         59  44     F8BPN         59  019   
QSO:  3500 PH 2010-02-28 0559 F5OHH         59  44     F6BDM         59  59    
QSO:  3500 PH 2010-02-28 0559 F5OHH         59  44     F9CQ          59  59    
QSO:  3500 PH 2010-02-28 0601 F5OHH         59  44     F5KKD         59  93    
QSO:  3500 PH 2010-02-28 0603 F5OHH         59  44     F6KQL         59  21    
QSO:  3500 PH 2010-02-28 0605 F5OHH         59  44     F8BUO         59  68    
QSO:  3500 PH 2010-02-28 0607 F5OHH         59  44     F6IIT         59  086   
QSO:  3500 PH 2010-02-28 0609 F5OHH         59  44     F5KHG         59  47    
QSO:  3500 PH 2010-02-28 0612 F5OHH         59  44     F5SUL         59  44    
QSO:  3500 PH 2010-02-28 0617 F5OHH         59  44     F6DZU         59  40    
QSO:  3500 PH 2010-02-28 0619 F5OHH         59  44     F5KLP         59  49    
QSO:  3500 PH 2010-02-28 0621 F5OHH         59  44     F6KBF         59  78    
QSO:  3500 PH 2010-02-28 0621 F5OHH         59  44     F4FSV         59  64    
QSO:  3500 PH 2010-02-28 0625 F5OHH         59  44     F6KIM         59  54    
QSO:  3500 PH 2010-02-28 0626 F5OHH         59  44     F4CWN         59  82    
QSO:  3500 PH 2010-02-28 0627 F5OHH         59  44     F1ELA         59  59    
QSO:  3500 PH 2010-02-28 0629 F5OHH         59  44     TM0ANT        59  69    
QSO:  3500 PH 2010-02-28 0631 F5OHH         59  44     F4FAO         59  27    
QSO:  3500 PH 2010-02-28 0632 F5OHH         59  44     F4CUI         59  43    
QSO:  3500 PH 2010-02-28 0634 F5OHH         59  44     F6BNH/P       59  73    
QSO:  3500 PH 2010-02-28 0637 F5OHH         59  44     F4EKQ         59  86    
QSO:  3500 PH 2010-02-28 0638 F5OHH         59  44     TM2R          59  42    
QSO:  3500 PH 2010-02-28 0641 F5OHH         59  44     ON5GQ         59  402   
QSO:  3500 PH 2010-02-28 0642 F5OHH         59  44     F8ATM         59  81    
QSO:  3500 PH 2010-02-28 0643 F5OHH         59  44     F4FFH         59  50    
QSO:  3500 PH 2010-02-28 0646 F5OHH         59  44     F8KGZ/P       59  54    
QSO:  3500 PH 2010-02-28 0646 F5OHH         59  44     F6DYX         59  49    
QSO:  3500 PH 2010-02-28 0648 F5OHH         59  44     F6KFA         59  92    
QSO:  3500 PH 2010-02-28 0650 F5OHH         59  44     F6PTT         59  94    
QSO:  3500 PH 2010-02-28 0651 F5OHH         59  44     F5MNC         59  41    
QSO:  3500 PH 2010-02-28 0653 F5OHH         59  44     F5NKX         59  50    
QSO:  3500 PH 2010-02-28 0740 F5OHH         59  44     F6CHU         59  52    
QSO:  3500 PH 2010-02-28 0741 F5OHH         59  44     F6HRP         59  22    
QSO:  3500 PH 2010-02-28 0743 F5OHH         59  44     G3TXF         59  360   
QSO:  3500 PH 2010-02-28 0746 F5OHH         59  44     F6BXD         59  59    
QSO:  3500 PH 2010-02-28 0747 F5OHH         59  44     F6AEW         59  53    
QSO:  3500 PH 2010-02-28 0750 F5OHH         59  44     F1OWS         59  18    
QSO:  3500 PH 2010-02-28 0751 F5OHH         59  44     F4EMK         59  64    
QSO:  3500 PH 2010-02-28 0752 F5OHH         59  44     F5LBL/P       59  66    
QSO:  3500 PH 2010-02-28 0800 F5OHH         59  44     F5KOU         59  80    
QSO:  3500 PH 2010-02-28 0801 F5OHH         59  44     F5YJ          59  89    
QSO:  3500 PH 2010-02-28 0805 F5OHH         59  44     F8CNX         59  85    
QSO:  3500 PH 2010-02-28 0806 F5OHH         59  44     F5OAM         59  47    
QSO:  3500 PH 2010-02-28 0807 F5OHH         59  44     F5AMH         59  041   
QSO:  3500 PH 2010-02-28 0809 F5OHH         59  44     F8FGU         59  09    
QSO:  3500 PH 2010-02-28 0812 F5OHH         59  44     F8KOU/P       59  23    
QSO:  3500 PH 2010-02-28 0814 F5OHH         59  44     F6HRL         59  86    
QSO:  3500 PH 2010-02-28 0816 F5OHH         59  44     F6KOH         59  76    
QSO:  3500 PH 2010-02-28 0828 F5OHH         59  44     F5DRD         59  80    
QSO:  3500 PH 2010-02-28 0831 F5OHH         59  44     F8CED         59  44    
QSO:  3500 PH 2010-02-28 0922 F5OHH         59  44     F6BQX         59  85    
QSO:  3500 PH 2010-02-28 0930 F5OHH         59  44     F5HAY         59  43    
QSO:  3500 PH 2010-02-28 0934 F5OHH         59  44     F6DIZ         59  24    
QSO:  3500 PH 2010-02-28 0938 F5OHH         59  44     F5SEY         59  44    
QSO:  3500 PH 2010-02-28 0940 F5OHH         59  44     F5RAB         59  28    
QSO:  3500 PH 2010-02-28 0942 F5OHH         59  44     TM3G          59  03    
QSO:  3500 PH 2010-02-28 0945 F5OHH         59  44     F6IPQ         59  47    
QSO:  3500 PH 2010-02-28 0946 F5OHH         59  44     ON7USB        59  563   
QSO:  3500 PH 2010-02-28 0949 F5OHH         59  44     F6ETS         59  23    
QSO:  7000 PH 2010-02-28 0952 F5OHH         59  44     F4DSK         59  45    
QSO:  7000 PH 2010-02-28 0954 F5OHH         59  44     F5BZB         59  81    
QSO:  7000 PH 2010-02-28 0957 F5OHH         59  44     F5DRD         59  80    
QSO:  7000 PH 2010-02-28 1002 F5OHH         59  44     F6BPZ         59  74    
QSO:  7000 PH 2010-02-28 1003 F5OHH         59  44     F6GNG         59  27    
QSO:  7000 PH 2010-02-28 1004 F5OHH         59  44     F5OWT         59  45    
QSO:  7000 PH 2010-02-28 1006 F5OHH         59  44     F5AMH         59  041   
QSO:  7000 PH 2010-02-28 1017 F5OHH         59  44     F5OAM         59  47    
QSO:  7000 PH 2010-02-28 1019 F5OHH         59  44     F1UGK         59  79    
QSO:  7000 PH 2010-02-28 1022 F5OHH         59  44     F4FJH         59  022   
QSO:  7000 PH 2010-02-28 1024 F5OHH         59  44     F6HRL         59  86    
QSO:  7000 PH 2010-02-28 1026 F5OHH         59  44     F6IGS         59  33    
QSO:  7000 PH 2010-02-28 1028 F5OHH         59  44     F6KQV         59  67    
QSO:  7000 PH 2010-02-28 1029 F5OHH         59  44     TM0L          59  46    
QSO:  7000 PH 2010-02-28 1052 F5OHH         59  44     F6EXV         59  33    
QSO:  7000 PH 2010-02-28 1057 F5OHH         59  44     F6KEH         59  34    
QSO:  7000 PH 2010-02-28 1058 F5OHH         59  44     G3TXF         59  476   
QSO:  7000 PH 2010-02-28 1100 F5OHH         59  44     F6ECS         59  66    
QSO:  7000 PH 2010-02-28 1103 F5OHH         59  44     F4DPW         59  95    
QSO:  7000 PH 2010-02-28 1106 F5OHH         59  44     F5KOU         59  80    
QSO:  7000 PH 2010-02-28 1107 F5OHH         59  44     ON5GQ         59  483   
QSO:  7000 PH 2010-02-28 1109 F5OHH         59  44     F5ADE         59  36    
QSO:  7000 PH 2010-02-28 1111 F5OHH         59  44     F5KFL         59  86    
QSO:  7000 PH 2010-02-28 1114 F5OHH         59  44     F6CVD         59  47    
QSO:  7000 PH 2010-02-28 1116 F5OHH         59  44     F5PU          59  81    
QSO:  7000 PH 2010-02-28 1125 F5OHH         59  44     F6CHU         59  52    
QSO:  7000 PH 2010-02-28 1127 F5OHH         59  44     F5LDY         59  91    
QSO:  7000 PH 2010-02-28 1128 F5OHH         59  44     F8CNX         59  85    
QSO:  7000 PH 2010-02-28 1129 F5OHH         59  44     TM3G          59  03    
QSO:  7000 PH 2010-02-28 1130 F5OHH         59  44     ON7USB        59  612   
QSO:  7000 PH 2010-02-28 1132 F5OHH         59  44     F5KDY/P       59  28    
QSO:  7000 PH 2010-02-28 1134 F5OHH         59  44     F8KIF         59  87    
QSO:  7000 PH 2010-02-28 1137 F5OHH         59  44     F6KKH         59  11    
QSO:  7000 PH 2010-02-28 1138 F5OHH         59  44     F9OE          59  29    
QSO:  7000 PH 2010-02-28 1139 F5OHH         59  44     F4FFH         59  50    
QSO:  7000 PH 2010-02-28 1143 F5OHH         59  44     F8KGS         59  59    
QSO:  7000 PH 2010-02-28 1144 F5OHH         59  44     F5AGQ         59  81    
QSO:  7000 PH 2010-02-28 1145 F5OHH         59  44     F6KVP         59  75    
QSO:  7000 PH 2010-02-28 1148 F5OHH         59  44     TM6I          59  61    
QSO:  7000 PH 2010-02-28 1149 F5OHH         59  44     F5RJW         59  71    
QSO:  7000 PH 2010-02-28 1151 F5OHH         59  44     F4CWN         59  82    
QSO:  7000 PH 2010-02-28 1152 F5OHH         59  44     F6KRC         59  035   
QSO:  7000 PH 2010-02-28 1156 F5OHH         59  44     F5PLR         59  64    
QSO:  7000 PH 2010-02-28 1157 F5OHH         59  44     F6KUJ         59  34    
QSO:  7000 PH 2010-02-28 1200 F5OHH         59  44     F6KJX         59  41    
QSO:  7000 PH 2010-02-28 1201 F5OHH         59  44     F5PZR         59  77    
QSO:  7000 PH 2010-02-28 1205 F5OHH         59  44     F8KHO         59  51    
QSO:  7000 PH 2010-02-28 1211 F5OHH         59  44     F6KMX         59  94    
QSO: 14000 PH 2010-02-28 1534 F5OHH         59  44     YL2II         59  106   
QSO: 14000 PH 2010-02-28 1538 F5OHH         59  44     HG8C          59  172   
QSO: 14000 PH 2010-02-28 1540 F5OHH         59  44     F6KBF         59  78    
QSO: 14000 PH 2010-02-28 1602 F5OHH         59  44     4Z8AY         59  144   
QSO: 14000 PH 2010-02-28 1603 F5OHH         59  44     UA1AFZ        59  158   
QSO: 14000 PH 2010-02-28 1607 F5OHH         59  44     RZ1AU         59  111   
QSO: 14000 PH 2010-02-28 1617 F5OHH         59  44     SE6W          59  158   
QSO: 14000 PH 2010-02-28 1620 F5OHH         59  44     F8ATM         59  81    
QSO: 14000 PH 2010-02-28 1624 F5OHH         59  44     F1AEY         59  11    
QSO: 14000 PH 2010-02-28 1625 F5OHH         59  44     SY7A          59  508   
QSO: 14000 PH 2010-02-28 1626 F5OHH         59  44     F5JSD         59  27    
QSO: 14000 PH 2010-02-28 1632 F5OHH         59  44     VE2FXL        59  155   
QSO: 14000 PH 2010-02-28 1634 F5OHH         59  44     VA2TG         59  206   
QSO: 14000 PH 2010-02-28 1636 F5OHH         59  44     F6BXD         59  59    
QSO: 14000 PH 2010-02-28 1640 F5OHH         59  44     SA3BGM        59  024   
QSO: 14000 PH 2010-02-28 1643 F5OHH         59  44     OH2LU         59  114   
QSO:  3500 PH 2010-02-28 1701 F5OHH         59  44     F5SIZ         59  12    
QSO:  3500 PH 2010-02-28 1705 F5OHH         59  44     F5PU          59  81    
QSO:  3500 PH 2010-02-28 1708 F5OHH         59  44     F1TZG         59  26    
QSO:  3500 PH 2010-02-28 1709 F5OHH         59  44     F6DCI         59  58    
QSO:  3500 PH 2010-02-28 1712 F5OHH         59  44     F4FGB         59  73    
QSO:  3500 PH 2010-02-28 1713 F5OHH         59  44     F5RJW         59  71    
QSO:  3500 PH 2010-02-28 1715 F5OHH         59  44     F6BHI         59  19    
QSO:  3500 PH 2010-02-28 1736 F5OHH         59  44     F5MSD         59  32    
QSO:  3500 PH 2010-02-28 1737 F5OHH         59  44     F1NZC         59  63    
QSO:  3500 PH 2010-02-28 1739 F5OHH         59  44     F6EQZ         59  51    
QSO:  3500 PH 2010-02-28 1740 F5OHH         59  44     F4DRC         59  51    
QSO:  3500 PH 2010-02-28 1746 F5OHH         59  44     F5BLC         59  12    
QSO:  3500 PH 2010-02-28 1748 F5OHH         59  44     F6KUJ         59  34    
QSO:  3500 PH 2010-02-28 1753 F5OHH         59  44     F1BTE         59  08    
QSO:  3500 PH 2010-02-28 1754 F5OHH         59  44     F1UGK         59  79    
QSO:  3500 PH 2010-02-28 1756 F5OHH         59  44     TM5UTF        59  54    
QSO:  3500 PH 2010-02-28 1759 F5OHH         59  44     F4FGY         59  79    
END-OF-LOG:

