START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: W9RE
LOCATION: IN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: em69
CLAIMED-SCORE: 5064156
NAME: Mike Wetzel
OPERATORS: W9RE
CLUB: SOCIETY OF MIDWEST CONTESTERS
CREATED-BY: TR Log POST Version Linux 0.40
SOAPBOX: Thanks for sponsoring the top of the line SSB Contest.
QSO:  7155 PH 2021-10-30 0048 W9RE   59   04 SN7Q   59   15 
QSO:  7151 PH 2021-10-30 0049 W9RE   59   04 TM3R   59   14 
QSO:  7144 PH 2021-10-30 0049 W9RE   59   04 IB9A   59   15 
QSO:  7128 PH 2021-10-30 0050 W9RE   59   04 S53MM  59   15 
QSO:  7145 PH 2021-10-30 0051 W9RE   59   04 ED1R   59   14 
QSO:  7152 PH 2021-10-30 0051 W9RE   59   04 DP6T   59   14 
QSO:  7157 PH 2021-10-30 0052 W9RE   59   04 S53M   59   15 
QSO:  7160 PH 2021-10-30 0053 W9RE   59   04 HA8A   59   15 
QSO:  7163 PH 2021-10-30 0053 W9RE   59   04 IR2C   59   15 
QSO:  7164 PH 2021-10-30 0053 W9RE   59   04 UA7K   59   16 
QSO:  7166 PH 2021-10-30 0054 W9RE   59   04 US1Q   59   16 
QSO:  7170 PH 2021-10-30 0056 W9RE   59   04 IZ3VTH 59   15 
QSO:  7173 PH 2021-10-30 0056 W9RE   59   04 YT5A   59   15 
QSO:  7174 PH 2021-10-30 0057 W9RE   59   04 HB9H   59   14 
QSO:  7177 PH 2021-10-30 0059 W9RE   59   04 IB1D   59   15 
QSO:  7177 PH 2021-10-30 0059 W9RE   59   04 M0KPD  59   14 
QSO:  7178 PH 2021-10-30 0101 W9RE   59   04 F8KGM  59   14 
QSO:  7180 PH 2021-10-30 0102 W9RE   59   04 IR6T   59   15 
QSO:  7181 PH 2021-10-30 0102 W9RE   59   04 DF0HQ  59   14 
QSO:  7182 PH 2021-10-30 0103 W9RE   59   04 SO9I   59   15 
QSO:  7184 PH 2021-10-30 0103 W9RE   59   04 9A/F5SNJ 59   15 
QSO:  7186 PH 2021-10-30 0104 W9RE   59   04 9K2HN  59   21 
QSO:  7195 PH 2021-10-30 0106 W9RE   59   04 LZ5R   59   20 
QSO:  7197 PH 2021-10-30 0106 W9RE   59   04 EB5A   59   14 
QSO:  7210 PH 2021-10-30 0107 W9RE   59   04 V31XX  59   07 
QSO:  7214 PH 2021-10-30 0107 W9RE   59   04 VE7GL  59   03 
QSO:  7223 PH 2021-10-30 0108 W9RE   59   04 KP3Z   59   08 
QSO:  7228 PH 2021-10-30 0108 W9RE   59   04 PJ2T   59   09 
QSO:  7235 PH 2021-10-30 0109 W9RE   59   04 J68HZ  59   08 
QSO:  7250 PH 2021-10-30 0109 W9RE   59   04 KP2M   59   08 
QSO:  7101 PH 2021-10-30 0111 W9RE   59   04 M6T    59   14 
QSO:  7072 PH 2021-10-30 0113 W9RE   59   04 J42L   59   20 
QSO: 14157 PH 2021-10-30 0116 W9RE   59   04 PX2A   59   11 
QSO: 14174 PH 2021-10-30 0117 W9RE   59   04 JQ1YUF 59   25 
QSO: 14181 PH 2021-10-30 0118 W9RE   59   04 ZY2A   59   11 
QSO: 14193 PH 2021-10-30 0119 W9RE   59   04 PY2NY  59   11 
QSO: 14216 PH 2021-10-30 0120 W9RE   59   04 PY2IG  59   11 
QSO: 14247 PH 2021-10-30 0124 W9RE   59   04 PT5J   59   11 
QSO: 14294 PH 2021-10-30 0127 W9RE   59   04 KH7Q   59   31 
QSO: 14298 PH 2021-10-30 0127 W9RE   59   04 JR8VSE 59   25 
QSO: 14306 PH 2021-10-30 0128 W9RE   59   04 PP2DX  59   11 
QSO: 14312 PH 2021-10-30 0128 W9RE   59   04 JI2ZJS 59   25 
QSO: 14317 PH 2021-10-30 0129 W9RE   59   04 CB8E   59   12 
QSO: 14328 PH 2021-10-30 0129 W9RE   59   04 AL1G   59   01 
QSO: 14336 PH 2021-10-30 0130 W9RE   59   04 ZZ2T   59   11 
QSO:  3799 PH 2021-10-30 0131 W9RE   59   04 LZ9W   59   20 
QSO:  3796 PH 2021-10-30 0132 W9RE   59   04 LY4A   59   15 
QSO:  3792 PH 2021-10-30 0132 W9RE   59   04 M6T    59   14 
QSO:  3789 PH 2021-10-30 0133 W9RE   59   04 IS0/OM2TW 59   15 
QSO:  3784 PH 2021-10-30 0135 W9RE   59   04 VA3NW  59   04 
QSO:  3779 PH 2021-10-30 0137 W9RE   59   04 II2S   59   15 
QSO:  3772 PH 2021-10-30 0137 W9RE   59   04 VA3SZ  59   04 
QSO:  3764 PH 2021-10-30 0139 W9RE   59   04 VE2GSO 59   05 
QSO:  3759 PH 2021-10-30 0139 W9RE   59   04 VA2UR  59   05 
QSO:  3746 PH 2021-10-30 0141 W9RE   59   04 IB9A   59   15 
QSO:  3744 PH 2021-10-30 0142 W9RE   59   04 DP7D   59   14 
QSO:  3742 PH 2021-10-30 0142 W9RE   59   04 IR6T   59   15 
QSO:  3729 PH 2021-10-30 0144 W9RE   59   04 9A7A   59   15 
QSO:  3724 PH 2021-10-30 0145 W9RE   59   04 CF3A   59   04 
QSO:  3719 PH 2021-10-30 0145 W9RE   59   04 VE9CB  59   05 
QSO:  3705 PH 2021-10-30 0150 W9RE   59   04 HA1TJ  59   15 
QSO:  3697 PH 2021-10-30 0152 W9RE   59   04 CQ9T   59   33 
QSO:  1831 PH 2021-10-30 0157 W9RE   59   04 NP2J   59   08 
QSO: 14255 PH 2021-10-30 0201 W9RE   59   04 PR1T   59   11 
QSO: 14170 PH 2021-10-30 0203 W9RE   59   04 PV2K   59   11 
QSO: 14150 PH 2021-10-30 0205 W9RE   59   04 PY5AMF 59   11 
QSO:  7130 PH 2021-10-30 0206 W9RE   59   04 IW1FRU 59   15 
QSO:  7139 PH 2021-10-30 0207 W9RE   59   04 S57AL  59   15 
QSO:  7141 PH 2021-10-30 0207 W9RE   59   04 OK5Z   59   15 
QSO:  7143 PH 2021-10-30 0209 W9RE   59   04 EA8RM  59   33 
QSO:  7146 PH 2021-10-30 0209 W9RE   59   04 TM6M   59   14 
QSO:  7149 PH 2021-10-30 0209 W9RE   59   04 P33W   59   20 
QSO:  7152 PH 2021-10-30 0211 W9RE   59   04 TM4DX  59   14 
QSO:  7154 PH 2021-10-30 0211 W9RE   59   04 CR6K   59   14 
QSO:  7161 PH 2021-10-30 0212 W9RE   59   04 OM7M   59   15 
QSO:  7160 PH 2021-10-30 0213 W9RE   59   04 IO6A   59   15 
QSO:  7170 PH 2021-10-30 0215 W9RE   59   04 IR2L   59   15 
QSO:  7171 PH 2021-10-30 0217 W9RE   59   04 IR7T   59   15 
QSO:  7174 PH 2021-10-30 0217 W9RE   59   04 YT0W   59   15 
QSO:  7179 PH 2021-10-30 0218 W9RE   59   04 EI7M   59   14 
QSO:  7183 PH 2021-10-30 0218 W9RE   59   04 DK5PD  59   14 
QSO:  7186 PH 2021-10-30 0219 W9RE   59   04 TM0R   59   14 
QSO:  7188 PH 2021-10-30 0219 W9RE   59   04 II9P   59   15 
QSO:  7199 PH 2021-10-30 0221 W9RE   59   04 S51CK  59   15 
QSO:  7201 PH 2021-10-30 0221 W9RE   59   04 VE6SV  59   04 
QSO:  7203 PH 2021-10-30 0224 W9RE   59   04 W5WE   59   04 
QSO:  7203 PH 2021-10-30 0226 W9RE   59   04 LX1ER  59   14 
QSO:  7203 PH 2021-10-30 0227 W9RE   59   04 VY2OM  59   05 
QSO:  7203 PH 2021-10-30 0229 W9RE   59   04 F4CDR  59   14 
QSO:  7203 PH 2021-10-30 0230 W9RE   59   04 F4EIH  59   14 
QSO:  7203 PH 2021-10-30 0231 W9RE   59   04 K3CY   59   05 
QSO:  1850 PH 2021-10-30 0233 W9RE   59   04 PJ2T   59   09 
QSO:  1861 PH 2021-10-30 0235 W9RE   59   04 VE2GSA 59   05 
QSO:  3793 PH 2021-10-30 0240 W9RE   59   04 EE3M   59   14 
QSO:  3787 PH 2021-10-30 0241 W9RE   59   04 DF0HQ  59   14 
QSO:  3776 PH 2021-10-30 0244 W9RE   59   04 EI7M   59   14 
QSO:  3771 PH 2021-10-30 0245 W9RE   59   04 OT5A   59   14 
QSO:  3770 PH 2021-10-30 0246 W9RE   59   04 VA3MW  59   04 
QSO:  3767 PH 2021-10-30 0246 W9RE   59   04 VE3WPZ 59   04 
QSO:  3766 PH 2021-10-30 0246 W9RE   59   04 ED1R   59   14 
QSO:  3764 PH 2021-10-30 0247 W9RE   59   04 K1TTT  59   05 
QSO:  3752 PH 2021-10-30 0252 W9RE   59   04 CQ3J   59   33 
QSO:  3750 PH 2021-10-30 0252 W9RE   59   04 II8K   59   15 
QSO:  3739 PH 2021-10-30 0254 W9RE   59   04 II9P   59   15 
QSO:  3731 PH 2021-10-30 0255 W9RE   59   04 VE3EJ  59   04 
QSO:  3727 PH 2021-10-30 0255 W9RE   59   04 S53M   59   15 
QSO:  3702 PH 2021-10-30 0300 W9RE   59   04 OE6Z   59   15 
QSO:  3693 PH 2021-10-30 0302 W9RE   59   04 UA7K   59   16 
QSO:  3680 PH 2021-10-30 0304 W9RE   59   04 EE7L   59   14 
QSO:  3678 PH 2021-10-30 0305 W9RE   59   04 CR6K   59   14 
QSO:  3651 PH 2021-10-30 0309 W9RE   59   04 DR0W   59   14 
QSO:  1848 PH 2021-10-30 0316 W9RE   59   04 VA2UR  59   05 
QSO:  1863 PH 2021-10-30 0317 W9RE   59   04 K3EST  59   03 
QSO:  1835 PH 2021-10-30 0318 W9RE   59   04 VE2IM  59   02 
QSO:  1829 PH 2021-10-30 0320 W9RE   59   04 VP9I   59   05 
QSO:  1853 PH 2021-10-30 0323 W9RE   59   04 V26B   59   08 
QSO:  7200 PH 2021-10-30 0324 W9RE   59   04 EA2W   59   14 
QSO:  7198 PH 2021-10-30 0324 W9RE   59   04 I2VRN  59   15 
QSO:  7188 PH 2021-10-30 0328 W9RE   59   04 HB9PUE 59   14 
QSO:  7182 PH 2021-10-30 0329 W9RE   59   04 II8K   59   15 
QSO:  7176 PH 2021-10-30 0330 W9RE   59   04 IB0L   59   15 
QSO:  7169 PH 2021-10-30 0331 W9RE   59   04 E7DX   59   15 
QSO:  7169 PH 2021-10-30 0332 W9RE   59   04 SN3A   59   15 
QSO:  7159 PH 2021-10-30 0333 W9RE   59   04 HA8RM  59   15 
QSO:  7156 PH 2021-10-30 0333 W9RE   59   04 IO9A   59   15 
QSO:  7150 PH 2021-10-30 0334 W9RE   59   04 F8DVD  59   14 
QSO:  7141 PH 2021-10-30 0337 W9RE   59   04 HG8R   59   15 
QSO:  7138 PH 2021-10-30 0338 W9RE   59   04 DP7D   59   14 
QSO:  7137 PH 2021-10-30 0338 W9RE   59   04 OQ4Q   59   14 
QSO:  7135 PH 2021-10-30 0339 W9RE   59   04 YU7XX  59   15 
QSO:  7132 PH 2021-10-30 0339 W9RE   59   04 VE2GSO 59   05 
QSO:  7128 PH 2021-10-30 0340 W9RE   59   04 9A7A   59   15 
QSO:  7205 PH 2021-10-30 0345 W9RE   59   04 ZF1A   59   08 
QSO:  7209 PH 2021-10-30 0346 W9RE   59   04 PA1LX  59   14 
QSO:  7213 PH 2021-10-30 0347 W9RE   59   04 PJ4K   59   09 
QSO:  7217 PH 2021-10-30 0349 W9RE   59   04 P40W   59   09 
QSO:  7221 PH 2021-10-30 0350 W9RE   59   04 PT1K   59   11 
QSO:  7242 PH 2021-10-30 0350 W9RE   59   04 VP9I   59   05 
QSO:  7243 PH 2021-10-30 0351 W9RE   59   04 PR1T   59   11 
QSO:  7254 PH 2021-10-30 0351 W9RE   59   04 8P1W   59   08 
QSO:  7249 PH 2021-10-30 0352 W9RE   59   04 ZW8T   59   11 
QSO:  7242 PH 2021-10-30 0353 W9RE   59   04 FY5KE  59   09 
QSO:  7232 PH 2021-10-30 0354 W9RE   59   04 HP3SS  59   07 
QSO:  7230 PH 2021-10-30 0354 W9RE   59   04 CE2LE  59   12 
QSO:  7227 PH 2021-10-30 0355 W9RE   59   04 E7CW   59   15 
QSO:  7222 PH 2021-10-30 0355 W9RE   59   04 VP5DX  59   08 
QSO:  7214 PH 2021-10-30 0356 W9RE   59   04 PY0F   59   11 
QSO:  7212 PH 2021-10-30 0357 W9RE   59   04 TI1K   59   07 
QSO:  7202 PH 2021-10-30 0358 W9RE   59   04 TI0RC  59   07 
QSO:  7209 PH 2021-10-30 0402 W9RE   59   04 K4NYN  59   04 
QSO:  3794 PH 2021-10-30 0405 W9RE   59   04 IR2C   59   15 
QSO:  3789 PH 2021-10-30 0406 W9RE   59   04 F8KGM  59   14 
QSO:  3785 PH 2021-10-30 0409 W9RE   59   04 EA8RM  59   33 
QSO:  3782 PH 2021-10-30 0410 W9RE   59   04 DH1TT  59   14 
QSO:  3780 PH 2021-10-30 0411 W9RE   59   04 DF2BO  59   14 
QSO:  3777 PH 2021-10-30 0412 W9RE   59   04 E7DX   59   15 
QSO:  3773 PH 2021-10-30 0414 W9RE   59   04 YT5A   59   15 
QSO:  3770 PH 2021-10-30 0414 W9RE   59   04 VE6FI  59   04 
QSO:  3768 PH 2021-10-30 0415 W9RE   59   04 EI9E   59   14 
QSO:  3761 PH 2021-10-30 0418 W9RE   59   04 OM6NM  59   15 
QSO:  3751 PH 2021-10-30 0420 W9RE   59   04 PJ4K   59   09 
QSO:  3749 PH 2021-10-30 0420 W9RE   59   04 OM7M   59   15 
QSO:  3738 PH 2021-10-30 0423 W9RE   59   04 CR6P   59   14 
QSO:  3732 PH 2021-10-30 0426 W9RE   59   04 CR2M   59   14 
QSO:  3730 PH 2021-10-30 0426 W9RE   59   04 TM0R   59   14 
QSO:  3727 PH 2021-10-30 0429 W9RE   59   04 HG5A   59   15 
QSO:  3721 PH 2021-10-30 0430 W9RE   59   04 TM3R   59   14 
QSO:  3711 PH 2021-10-30 0432 W9RE   59   04 CQ8M   59   14 
QSO:  3706 PH 2021-10-30 0433 W9RE   59   04 KP2M   59   08 
QSO:  3703 PH 2021-10-30 0433 W9RE   59   04 EA4KD  59   14 
QSO:  3700 PH 2021-10-30 0434 W9RE   59   04 ZF5T   59   08 
QSO:  3692 PH 2021-10-30 0434 W9RE   59   04 PJ2T   59   09 
QSO:  3688 PH 2021-10-30 0435 W9RE   59   04 P40W   59   09 
QSO:  3686 PH 2021-10-30 0436 W9RE   59   04 HB9H   59   14 
QSO:  3670 PH 2021-10-30 0443 W9RE   59   04 3A3A   59   14 
QSO:  3633 PH 2021-10-30 0446 W9RE   59   04 PA3AAV 59   14 
QSO:  3626 PH 2021-10-30 0446 W9RE   59   04 SP9N   59   15 
QSO:  3619 PH 2021-10-30 0447 W9RE   59   04 DK8ZZ  59   14 
QSO:  3612 PH 2021-10-30 0448 W9RE   59   04 DL9ZP  59   14 
QSO:  3609 PH 2021-10-30 0449 W9RE   59   04 CT1BOL 59   14 
QSO:  3602 PH 2021-10-30 0450 W9RE   59   04 PA0AA  59   14 
QSO:  1837 PH 2021-10-30 0451 W9RE   59   04 VA3WB  59   04 
QSO:  7209 PH 2021-10-30 0454 W9RE   59   04 PJ4G   59   09 
QSO:  7203 PH 2021-10-30 0455 W9RE   59   04 WH7T   59   31 
QSO:  7238 PH 2021-10-30 0457 W9RE   59   04 WP3C   59   08 
QSO:  7248 PH 2021-10-30 0459 W9RE   59   04 KP4/KA1R 59   08 
QSO:  7255 PH 2021-10-30 0501 W9RE   59   04 LU1WUD 59   13 
QSO:  7267 PH 2021-10-30 0502 W9RE   59   04 TI2WMP 59   07 
QSO:  7200 PH 2021-10-30 0503 W9RE   59   04 IZ1OSP 59   15 
QSO:  7175 PH 2021-10-30 0504 W9RE   59   04 4O3A   59   15 
QSO:  7164 PH 2021-10-30 0504 W9RE   59   04 LZ9W   59   20 
QSO:  7152 PH 2021-10-30 0505 W9RE   59   04 TM0DX  59   14 
QSO:  7136 PH 2021-10-30 0506 W9RE   59   04 TM2Y   59   14 
QSO:  7156 PH 2021-10-30 0507 W9RE   59   04 S57K   59   15 
QSO:  7156 PH 2021-10-30 0510 W9RE   59   04 ZS1RJQ 59   38 
QSO:  1863 PH 2021-10-30 0513 W9RE   59   04 P40W   59   09 
QSO:  3797 PH 2021-10-30 0523 W9RE   59   04 VE6SV  59   04 
QSO:  3786 PH 2021-10-30 0527 W9RE   59   04 ZF1A   59   08 
QSO:  3779 PH 2021-10-30 0528 W9RE   59   04 EB5A   59   14 
QSO:  3779 PH 2021-10-30 0529 W9RE   59   04 HC2GRC 59   10 
QSO:  3779 PH 2021-10-30 0530 W9RE   59   04 F4CZV  59   14 
QSO:  3779 PH 2021-10-30 0531 W9RE   59   04 EA3C   59   14 
QSO:  3779 PH 2021-10-30 0534 W9RE   59   04 VA2CF  59   05 
QSO:  7239 PH 2021-10-30 0535 W9RE   59   04 HI3T   59   08 
QSO:  7229 PH 2021-10-30 0537 W9RE   59   04 VY2TT  59   05 
QSO:  7212 PH 2021-10-30 0538 W9RE   59   04 HK1T   59   09 
QSO:  3779 PH 2021-10-30 0539 W9RE   59   04 VE3EL  59   04 
QSO:  3779 PH 2021-10-30 0541 W9RE   59   04 SP3GTS 59   15 
QSO:  3779 PH 2021-10-30 0541 W9RE   59   04 IO3C   59   15 
QSO:  3779 PH 2021-10-30 0541 W9RE   59   04 TM5A   59   14 
QSO:  3779 PH 2021-10-30 0542 W9RE   59   04 DQ5T   59   14 
QSO:  3779 PH 2021-10-30 0542 W9RE   59   04 EA1DLU 59   14 
QSO:  3779 PH 2021-10-30 0543 W9RE   59   04 S53OQ  59   15 
QSO:  3779 PH 2021-10-30 0544 W9RE   59   04 F1RHS  59   14 
QSO:  3779 PH 2021-10-30 0545 W9RE   59   04 IB8A   59   15 
QSO:  3779 PH 2021-10-30 0545 W9RE   59   04 SO9I   59   15 
QSO:  3779 PH 2021-10-30 0546 W9RE   59   04 VA3DF  59   04 
QSO:  3779 PH 2021-10-30 0547 W9RE   59   04 MI1A   59   14 
QSO:  3779 PH 2021-10-30 0547 W9RE   59   04 KA6BIM 59   03 
QSO:  3779 PH 2021-10-30 0547 W9RE   59   04 DK8AX  59   14 
QSO:  3779 PH 2021-10-30 0548 W9RE   59   04 OT5K   59   14 
QSO:  3779 PH 2021-10-30 0548 W9RE   59   04 PA9M   59   14 
QSO:  3779 PH 2021-10-30 0548 W9RE   59   04 DL5GAC 59   14 
QSO:  3779 PH 2021-10-30 0549 W9RE   59   04 SQ2PHG 59   15 
QSO:  3779 PH 2021-10-30 0550 W9RE   59   04 K7WP   59   03 
QSO:  7188 PH 2021-10-30 0552 W9RE   59   04 EW5A   59   16 
QSO:  3779 PH 2021-10-30 0552 W9RE   59   04 DF1MM  59   14 
QSO:  3779 PH 2021-10-30 0553 W9RE   59   04 IZ3CLE 59   15 
QSO:  7183 PH 2021-10-30 0553 W9RE   59   04 EA4KD  59   14 
QSO:  3779 PH 2021-10-30 0554 W9RE   59   04 VE2IAA 59   05 
QSO:  3779 PH 2021-10-30 0554 W9RE   59   04 F8KCF  59   14 
QSO:  3779 PH 2021-10-30 0555 W9RE   59   04 OK6T   59   15 
QSO:  3779 PH 2021-10-30 0555 W9RE   59   04 HB9TOC 59   14 
QSO:  3779 PH 2021-10-30 0555 W9RE   59   04 PA6X   59   14 
QSO:  7181 PH 2021-10-30 0559 W9RE   59   04 OM5WW  59   15 
QSO:  3779 PH 2021-10-30 0600 W9RE   59   04 KD2KEH 59   05 
QSO:  3779 PH 2021-10-30 0600 W9RE   59   04 NY6G   59   03 
QSO:  3779 PH 2021-10-30 0603 W9RE   59   04 G4SOF  59   14 
QSO:  3779 PH 2021-10-30 0604 W9RE   59   04 VE2ZL  59   05 
QSO:  3779 PH 2021-10-30 0604 W9RE   59   04 G1YLE  59   14 
QSO:  3779 PH 2021-10-30 0604 W9RE   59   04 F5RAG  59   14 
QSO:  3779 PH 2021-10-30 0605 W9RE   59   04 EI4GNB 59   14 
QSO:  3779 PH 2021-10-30 0606 W9RE   59   04 KM4JSI 59   05 
QSO:  3779 PH 2021-10-30 0606 W9RE   59   04 F6ECS  59   14 
QSO:  3779 PH 2021-10-30 0606 W9RE   59   04 WC4H   59   05 
QSO:  3779 PH 2021-10-30 0607 W9RE   59   04 TI1K   59   07 
QSO:  3779 PH 2021-10-30 0608 W9RE   59   04 S53MM  59   15 
QSO:  3779 PH 2021-10-30 0608 W9RE   59   04 EA7K   59   14 
QSO:  3779 PH 2021-10-30 0609 W9RE   59   04 W7RIS  59   03 
QSO:  3779 PH 2021-10-30 0609 W9RE   59   04 EE2A   59   14 
QSO:  3779 PH 2021-10-30 0609 W9RE   59   04 G0MTN  59   14 
QSO:  3779 PH 2021-10-30 0610 W9RE   59   04 VE3CKO 59   04 
QSO:  3779 PH 2021-10-30 0610 W9RE   59   04 K4UU   59   04 
QSO:  3779 PH 2021-10-30 0610 W9RE   59   04 F6AGM  59   14 
QSO:  3779 PH 2021-10-30 0611 W9RE   59   04 N2MTG  59   05 
QSO:  3779 PH 2021-10-30 0611 W9RE   59   04 WD4LYV 59   05 
QSO:  3779 PH 2021-10-30 0612 W9RE   59   04 LA9TY  59   14 
QSO:  3779 PH 2021-10-30 0614 W9RE   59   04 VE3NE  59   04 
QSO:  3779 PH 2021-10-30 0616 W9RE   59   04 ED7R   59   14 
QSO:  3779 PH 2021-10-30 0616 W9RE   59   04 IV3SKB 59   15 
QSO:  3779 PH 2021-10-30 0616 W9RE   59   04 ON8DM  59   14 
QSO:  3779 PH 2021-10-30 0617 W9RE   59   04 F8DHE  59   14 
QSO:  3779 PH 2021-10-30 0617 W9RE   59   04 VA3NGE 59   04 
QSO:  3779 PH 2021-10-30 0618 W9RE   59   04 OK1GK  59   15 
QSO:  7160 PH 2021-10-30 0619 W9RE   59   04 F6KOP  59   14 
QSO:  3779 PH 2021-10-30 0620 W9RE   59   04 F5PVX  59   14 
QSO:  3779 PH 2021-10-30 0621 W9RE   59   04 GM6NX  59   14 
QSO:  7150 PH 2021-10-30 0623 W9RE   59   04 DF2BO  59   14 
QSO:  7148 PH 2021-10-30 0624 W9RE   59   04 DM6V   59   14 
QSO:  1844 PH 2021-10-30 0626 W9RE   59   04 CF3A   59   04 
QSO:  1852 PH 2021-10-30 0631 W9RE   59   04 LU8DPM 59   13 
QSO:  3789 PH 2021-10-30 0634 W9RE   59   04 DP6A   59   14 
QSO:  3784 PH 2021-10-30 0634 W9RE   59   04 LN8W   59   14 
QSO:  3781 PH 2021-10-30 0635 W9RE   59   04 M5W    59   14 
QSO:  3770 PH 2021-10-30 0636 W9RE   59   04 DP9I   59   14 
QSO:  3745 PH 2021-10-30 0640 W9RE   59   04 PJ4G   59   09 
QSO:  3712 PH 2021-10-30 0644 W9RE   59   04 MI5K   59   14 
QSO:  3708 PH 2021-10-30 0645 W9RE   59   04 EC6DX  59   14 
QSO:  3686 PH 2021-10-30 0646 W9RE   59   04 KP3Z   59   08 
QSO:  3683 PH 2021-10-30 0647 W9RE   59   04 TM2Y   59   14 
QSO:  3682 PH 2021-10-30 0647 W9RE   59   04 VE2IM  59   02 
QSO:  1862 PH 2021-10-30 0652 W9RE   59   04 ZF1A   59   08 
QSO:  1836 PH 2021-10-30 0653 W9RE   59   04 ZF5T   59   08 
QSO:  7183 PH 2021-10-30 0700 W9RE   59   04 VA1SEA 59   05 
QSO:  7183 PH 2021-10-30 0701 W9RE   59   04 W6MSN  59   03 
QSO:  7183 PH 2021-10-30 0701 W9RE   59   04 HI3LT  59   08 
