START-OF-LOG: 3.0
CALLSIGN: K5ME
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 122807
NAME: Robert Knibb
LOCATION: STX
OPERATORS: K5ME
CLUB: DFW Contest Group
CERTIFICATE: NO
CREATED-BY: N3FJP's CQ WPX Contest Log 3.0
SOAPBOX: Good contest. My 40m antenna was kaput. Thunderstorms Sunday evening.
QSO: 14000 CW 2017-05-27 1128 K5ME          599 059    NA8V          599 725    0
QSO: 14000 CW 2017-05-27 1134 K5ME          599 060    KZ1M          599 57     0
QSO: 21000 CW 2017-05-27 1621 K5ME          599 061    K1GQ          599 310    0
QSO: 21000 CW 2017-05-27 1624 K5ME          599 062    WX3B          599 195    0
QSO: 21000 CW 2017-05-27 1625 K5ME          599 063    NR3X          599 1687   0
QSO: 21000 CW 2017-05-27 1628 K5ME          599 064    KG4ZXN        599 85     0
QSO: 21000 CW 2017-05-27 1630 K5ME          599 065    K3LR          599 279    0
QSO: 21000 CW 2017-05-27 1632 K5ME          599 066    LU2FE         599 618    0
QSO: 21000 CW 2017-05-27 1634 K5ME          599 067    PP5KR         599 438    0
QSO: 21000 CW 2017-05-27 1635 K5ME          599 068    N4UEZ         599 192    0
QSO: 21000 CW 2017-05-27 1636 K5ME          599 069    NS0R          599 587    0
QSO: 21000 CW 2017-05-27 1636 K5ME          599 070    WR3O          599 533    0
QSO: 21000 CW 2017-05-27 1637 K5ME          599 071    N4IQ          599 392    0
QSO: 21000 CW 2017-05-27 1641 K5ME          599 072    VP2MDG        599 926    0
QSO: 14000 CW 2017-05-27 1646 K5ME          599 073    W7SW          599 225    0
QSO: 14000 CW 2017-05-27 1646 K5ME          599 074    KC7V          599 1015   0
QSO: 14000 CW 2017-05-27 1648 K5ME          599 075    KP3M          599 1468   0
QSO: 14000 CW 2017-05-27 1649 K5ME          599 076    NA6O          599 965    0
QSO: 14000 CW 2017-05-27 1652 K5ME          599 077    VE5MX         599 539    0
QSO: 14000 CW 2017-05-27 1653 K5ME          599 078    AB3CX         599 1233   0
QSO: 14000 CW 2017-05-27 1656 K5ME          599 079    WN9O          599 703    0
QSO: 14000 CW 2017-05-27 1658 K5ME          599 080    VE3EJ         599 1303   0
QSO: 14000 CW 2017-05-27 1659 K5ME          599 081    NN5O          599 400    0
QSO: 14000 CW 2017-05-27 1702 K5ME          599 082    NH7A          599 1065   0
QSO: 14000 CW 2017-05-27 1705 K5ME          599 083    KN7NV         599 1579   0
QSO: 21000 CW 2017-05-27 1738 K5ME          599 084    PS2T          599 933    0
QSO: 21000 CW 2017-05-27 1738 K5ME          599 085    K9LJN         599 600    0
QSO: 21000 CW 2017-05-27 1739 K5ME          599 086    AA3B          599 1555   0
QSO: 21000 CW 2017-05-27 1741 K5ME          599 087    KU1CW         599 092    0
QSO: 21000 CW 2017-05-27 1744 K5ME          599 088    KY7M          599 43     0
QSO: 21000 CW 2017-05-27 1745 K5ME          599 089    4M1K          599 648    0
QSO: 21000 CW 2017-05-27 1747 K5ME          599 090    W7YAQ         599 658    0
QSO: 21000 CW 2017-05-27 1748 K5ME          599 091    8P5A          599 1613   0
QSO: 21000 CW 2017-05-27 1749 K5ME          599 092    VP2VGG        599 461    0
QSO: 21000 CW 2017-05-27 1751 K5ME          599 093    WK2G          599 585    0
QSO: 21000 CW 2017-05-27 1752 K5ME          599 094    PP5NY         599 564    0
QSO: 21000 CW 2017-05-27 1755 K5ME          599 095    NR7DX         599 859    0
QSO: 21000 CW 2017-05-27 1756 K5ME          599 096    W6TK          599 570    0
QSO: 21000 CW 2017-05-27 1757 K5ME          599 097    N0KE          599 224    0
QSO: 21000 CW 2017-05-27 1759 K5ME          599 098    K4YJ          599 171    0
QSO: 14000 CW 2017-05-27 1801 K5ME          599 099    SN8B          599 1224   0
QSO: 14000 CW 2017-05-27 1802 K5ME          599 100    VP5M          599 782    0
QSO: 14000 CW 2017-05-27 1803 K5ME          599 101    LX7I          599 827    0
QSO: 14000 CW 2017-05-27 1812 K5ME          599 102    NN7CW         599 767    0
QSO: 14000 CW 2017-05-27 1927 K5ME          599 103    F5IN          599 1148   0
QSO: 14000 CW 2017-05-27 1928 K5ME          599 104    VE3XN         599 730    0
QSO: 14000 CW 2017-05-27 1932 K5ME          599 105    WK2G          599 674    0
QSO: 14000 CW 2017-05-27 1933 K5ME          599 106    WY8DX         599 780    0
QSO: 14000 CW 2017-05-27 1935 K5ME          599 107    KS7T          599 312    0
QSO: 14000 CW 2017-05-27 1936 K5ME          599 108    WK1Q          599 1066   0
QSO: 14000 CW 2017-05-27 1938 K5ME          599 109    G5O           599 688    0
QSO: 14000 CW 2017-05-27 1942 K5ME          599 110    TM5T          599 1123   0
QSO: 14000 CW 2017-05-27 1946 K5ME          599 111    TM6X          599 1276   0
QSO: 14000 CW 2017-05-27 1948 K5ME          599 112    KL4SD         599 337    0
QSO: 14000 CW 2017-05-27 1949 K5ME          599 113    IR2C          599 1150   0
QSO: 14000 CW 2017-05-27 1951 K5ME          599 114    DL40MFR       599 1259   0
QSO: 14000 CW 2017-05-27 1955 K5ME          599 115    VE3MIS        599 891    0
QSO: 14000 CW 2017-05-27 1957 K5ME          599 116    WS7V          599 186    0
QSO: 14000 CW 2017-05-27 1958 K5ME          599 117    NK7U          599 1621   0
QSO: 14000 CW 2017-05-27 1959 K5ME          599 118    NG1R          599 489    0
QSO: 14000 CW 2017-05-27 2000 K5ME          599 119    W1NN          599 400    0
QSO: 14000 CW 2017-05-27 2001 K5ME          599 120    K7RL          599 640    0
QSO: 14000 CW 2017-05-27 2002 K5ME          599 121    VE3KP         599 373    0
QSO: 21000 CW 2017-05-27 2022 K5ME          599 122    PW2D          599 956    0
QSO: 21000 CW 2017-05-27 2025 K5ME          599 123    NF4A          599 608    0
QSO: 14000 CW 2017-05-27 2032 K5ME          599 124    S57DX         599 1206   0
QSO: 14000 CW 2017-05-27 2034 K5ME          599 125    S56M          599 988    0
QSO: 14000 CW 2017-05-27 2037 K5ME          599 126    WJ4X          599 634    0
QSO: 14000 CW 2017-05-27 2039 K5ME          599 127    WO4O          599 1260   0
QSO: 14000 CW 2017-05-27 2039 K5ME          599 128    S50K          599 437    0
QSO: 14000 CW 2017-05-27 2042 K5ME          599 129    N6FS          599 562    0
QSO: 14000 CW 2017-05-27 2043 K5ME          599 130    9A3IS         599 454    0
QSO: 14000 CW 2017-05-27 2047 K5ME          599 131    YT3X          599 1406   0
QSO: 14000 CW 2017-05-27 2049 K5ME          599 132    S53A          599 1533   0
QSO: 14000 CW 2017-05-27 2050 K5ME          599 133    E77W          599 1357   0
QSO: 14000 CW 2017-05-27 2052 K5ME          599 134    S50R          599 1143   0
QSO: 14000 CW 2017-05-27 2052 K5ME          599 135    XE2B          599 521    0
QSO: 14000 CW 2017-05-27 2053 K5ME          599 136    VB3E          599 1883   0
QSO: 14000 CW 2017-05-27 2054 K5ME          599 137    VE2QA         599 444    0
QSO: 14000 CW 2017-05-27 2055 K5ME          599 138    HA9RT         599 1010   0
QSO: 14000 CW 2017-05-27 2057 K5ME          599 139    LZ9W          599 1655   0
QSO: 14000 CW 2017-05-27 2059 K5ME          599 140    S51A          599 1519   0
QSO: 14000 CW 2017-05-27 2146 K5ME          599 141    VC2W          599 1701   0
QSO: 14000 CW 2017-05-27 2150 K5ME          599 142    HA7A          599 735    0
QSO: 14000 CW 2017-05-27 2152 K5ME          599 143    IZ3SQW        599 1040   0
QSO: 14000 CW 2017-05-27 2153 K5ME          599 144    YU5A          599 560    0
QSO: 14000 CW 2017-05-27 2154 K5ME          599 145    DR4A          599 1199   0
QSO: 14000 CW 2017-05-27 2158 K5ME          599 146    OH8X          599 1675   0
QSO: 14000 CW 2017-05-27 2159 K5ME          599 147    TM6M          599 1095   0
QSO: 14000 CW 2017-05-27 2202 K5ME          599 148    IZ2FLX        599 188    0
QSO: 14000 CW 2017-05-27 2203 K5ME          599 149    KB1EFS        599 636    0
QSO: 14000 CW 2017-05-27 2205 K5ME          599 150    P33W          599 2177   0
QSO: 14000 CW 2017-05-27 2205 K5ME          599 151    S53O          599 1083   0
QSO: 14000 CW 2017-05-27 2206 K5ME          599 152    SN7Q          599 1869   0
QSO: 14000 CW 2017-05-27 2208 K5ME          599 153    WB6HFH        599 127    0
QSO: 14000 CW 2017-05-27 2208 K5ME          599 154    YT1HA         599 674    0
QSO: 14000 CW 2017-05-27 2210 K5ME          599 155    P44X          599 1506   0
QSO: 14000 CW 2017-05-27 2210 K5ME          599 156    AD4ES         599 964    0
QSO: 14000 CW 2017-05-27 2211 K5ME          599 157    KW3F          599 066    0
QSO: 14000 CW 2017-05-27 2213 K5ME          599 158    N7ZG          599 729    0
QSO: 14000 CW 2017-05-27 2215 K5ME          599 159    DM9K          599 1196   0
QSO: 14000 CW 2017-05-27 2215 K5ME          599 160    S58MU         599 929    0
QSO: 14000 CW 2017-05-27 2216 K5ME          599 161    DF0WRTC       599 1346   0
QSO: 14000 CW 2017-05-27 2218 K5ME          599 162    ZA/OG1N       599 1326   0
QSO: 14000 CW 2017-05-27 2219 K5ME          599 163    IO4T          599 067    0
QSO: 14000 CW 2017-05-27 2220 K5ME          599 164    NR1X          599 861    0
QSO: 14000 CW 2017-05-27 2221 K5ME          599 165    KE2D          599 208    0
QSO: 14000 CW 2017-05-27 2222 K5ME          599 166    YT1A          599 1297   0
QSO: 14000 CW 2017-05-27 2223 K5ME          599 167    EF3T          599 1698   0
QSO: 14000 CW 2017-05-27 2227 K5ME          599 168    IK8UND        599 965    0
QSO: 21000 CW 2017-05-27 2231 K5ME          599 169    ZM1A          599 826    0
QSO: 21000 CW 2017-05-27 2233 K5ME          599 170    P44X          599 844    0
QSO: 21000 CW 2017-05-27 2234 K5ME          599 171    VP5M          599 1372   0
QSO: 21000 CW 2017-05-27 2235 K5ME          599 172    PJ2T          599 1462   0
QSO: 21000 CW 2017-05-27 2246 K5ME          599 173    TI2OY         599 237    0
QSO: 14000 CW 2017-05-27 2250 K5ME          599 174    DM5N          599 1039   0
QSO: 14000 CW 2017-05-27 2252 K5ME          599 175    ED5O          599 1300   0
QSO: 14000 CW 2017-05-27 2253 K5ME          599 176    TM77M         599 695    0
QSO: 14000 CW 2017-05-27 2256 K5ME          599 177    NG7A          599 1277   0
QSO: 14000 CW 2017-05-27 2257 K5ME          599 178    YV5A          599 672    0
QSO: 14000 CW 2017-05-27 2258 K5ME          599 179    IZ8GCB        599 435    0
QSO: 14000 CW 2017-05-27 2302 K5ME          599 180    I2VXJ         599 630    0
QSO: 14000 CW 2017-05-27 2304 K5ME          599 181    9A/E77DX      599 125    0
QSO: 14000 CW 2017-05-28 0021 K5ME          599 182    WT7S          599 996    0
QSO: 14000 CW 2017-05-28 0022 K5ME          599 183    8P5A          599 2712   0
QSO: 14000 CW 2017-05-28 0026 K5ME          599 184    WH6R          599 1304   0
QSO: 14000 CW 2017-05-28 0031 K5ME          599 185    ZF2DO         599 1278   0
QSO:  3500 CW 2017-05-28 0041 K5ME          599 186    LU8HPM        599 240    0
QSO:  3500 CW 2017-05-28 0046 K5ME          599 187    WA1Z          599 352    0
QSO: 14000 CW 2017-05-28 0054 K5ME          599 188    KH6TU         599 1160   0
QSO: 14000 CW 2017-05-28 0055 K5ME          599 189    VA3EC         599 085    0
QSO: 14000 CW 2017-05-28 0056 K5ME          599 190    VP2VGG        599 685    0
QSO: 14000 CW 2017-05-28 0056 K5ME          599 191    RT0F          599 1342   0
QSO: 14000 CW 2017-05-28 0058 K5ME          599 192    NQ6N          599 1445   0
QSO: 14000 CW 2017-05-28 0103 K5ME          599 193    VE9AA         599 1093   0
QSO: 14000 CW 2017-05-28 0107 K5ME          599 194    W2AW          599 530    0
QSO: 14000 CW 2017-05-28 0108 K5ME          599 195    W6XB          599 355    0
QSO: 14000 CW 2017-05-28 0110 K5ME          599 196    WB4AAA        599 125    0
QSO: 14000 CW 2017-05-28 0113 K5ME          599 197    KS7AA         599 532    0
QSO: 14000 CW 2017-05-28 0113 K5ME          599 198    NC6V          599 175    0
QSO: 14000 CW 2017-05-28 0118 K5ME          599 199    VE7NY         599 1181   0
QSO: 14000 CW 2017-05-28 0119 K5ME          599 200    N5ZA          599 1349   0
QSO: 14000 CW 2017-05-28 0123 K5ME          599 201    XE1CT         599 181    0
QSO: 14000 CW 2017-05-28 1820 K5ME          599 202    N4EXA         599 261    0
QSO: 14000 CW 2017-05-28 1820 K5ME          599 203    KD5DD         599 1686   0
QSO: 14000 CW 2017-05-28 1821 K5ME          599 204    PJ2T          599 2278   0
QSO: 14000 CW 2017-05-28 1822 K5ME          599 205    KA3DRR        599 637    0
QSO: 14000 CW 2017-05-28 1824 K5ME          599 206    NK8Q          599 628    0
QSO: 14000 CW 2017-05-28 1825 K5ME          599 207    AD4TJ         599 184    0
QSO: 14000 CW 2017-05-28 1826 K5ME          599 208    WU4NC         599 1273   0
QSO: 14000 CW 2017-05-28 1827 K5ME          599 209    K1RO          599 10     0
QSO: 14000 CW 2017-05-28 1828 K5ME          599 210    KM0DX         599 364    0
QSO: 14000 CW 2017-05-28 1829 K5ME          599 211    K1ESE         599 287    0
QSO: 14000 CW 2017-05-28 1830 K5ME          599 212    K9OM          599 1357   0
QSO: 14000 CW 2017-05-28 1831 K5ME          599 213    K8JQ          599 372    0
QSO: 14000 CW 2017-05-28 1832 K5ME          599 214    K3MD          599 1399   0
QSO: 14000 CW 2017-05-28 1832 K5ME          599 215    NV4B          599 143    0
QSO: 14000 CW 2017-05-28 1833 K5ME          599 216    K0AD          599 969    0
QSO: 14000 CW 2017-05-28 1835 K5ME          599 217    AC1U          599 2161   0
QSO: 14000 CW 2017-05-28 1835 K5ME          599 218    N9EP          599 95     0
QSO: 14000 CW 2017-05-28 1836 K5ME          599 219    NA2AA         599 270    0
QSO: 14000 CW 2017-05-28 1837 K5ME          599 220    WB4TDH        599 765    0
QSO: 14000 CW 2017-05-28 1842 K5ME          599 221    VE2BWL        599 1380   0
QSO: 14000 CW 2017-05-28 1843 K5ME          599 222    VA7ST         599 1156   0
QSO: 14000 CW 2017-05-28 1844 K5ME          599 223    VC3T          599 2068   0
QSO: 14000 CW 2017-05-28 1848 K5ME          599 224    W3IUU         599 494    0
QSO: 14000 CW 2017-05-28 1849 K5ME          599 225    CF2CZ         599 206    0
QSO: 14000 CW 2017-05-28 1852 K5ME          599 226    WC6H          599 469    0
QSO: 21000 CW 2017-05-28 1853 K5ME          599 227    KP2M          599 3067   0
QSO: 21000 CW 2017-05-28 1859 K5ME          599 228    N3BB          599 691    0
QSO: 21000 CW 2017-05-28 1901 K5ME          599 229    WZ7ZR         599 204    0
QSO: 21000 CW 2017-05-28 1903 K5ME          599 230    N4WW          599 2527   0
QSO: 21000 CW 2017-05-28 1905 K5ME          599 231    AF3K          599 219    0
QSO: 21000 CW 2017-05-28 1906 K5ME          599 232    K9CT          599 325    0
QSO: 21000 CW 2017-05-28 1907 K5ME          599 233    K2SX          599 563    0
QSO: 21000 CW 2017-05-28 1910 K5ME          599 234    WK4U          599 550    0
QSO: 14000 CW 2017-05-28 1920 K5ME          599 235    K4AMC         599 230    0
QSO: 14000 CW 2017-05-28 1924 K5ME          599 236    AD1C          599 180    0
QSO: 14000 CW 2017-05-28 1925 K5ME          599 237    WS9M          599 331    0
QSO: 14000 CW 2017-05-28 1925 K5ME          599 238    W3TB          599 244    0
QSO: 14000 CW 2017-05-28 1926 K5ME          599 239    CG9ML         599 1133   0
QSO: 14000 CW 2017-05-28 1933 K5ME          599 240    W6VTH         599 813    0
QSO: 14000 CW 2017-05-28 1934 K5ME          599 241    K0LUZ         599 1188   0
QSO: 14000 CW 2017-05-28 1935 K5ME          599 242    KF3B          599 789    0
QSO: 14000 CW 2017-05-28 1938 K5ME          599 243    VE3RZ         599 308    0
QSO: 14000 CW 2017-05-28 1940 K5ME          599 244    AD5A          599 1916   0
QSO: 14000 CW 2017-05-28 1943 K5ME          599 245    KE4KY         599 745    0
QSO: 14000 CW 2017-05-28 1944 K5ME          599 246    KE0EK         599 314    0
QSO: 14000 CW 2017-05-28 1944 K5ME          599 247    KA9O          599 381    0
QSO: 14000 CW 2017-05-28 1945 K5ME          599 248    N6JV          599 1375   0
QSO: 14000 CW 2017-05-28 1946 K5ME          599 249    NR3X          599 2918   0
QSO: 14000 CW 2017-05-28 1947 K5ME          599 250    WI0WA         599 230    0
QSO: 14000 CW 2017-05-28 1948 K5ME          599 251    WK4U          599 590    0
QSO: 14000 CW 2017-05-28 1948 K5ME          599 252    W0IZ          599 795    0
QSO: 14000 CW 2017-05-28 1949 K5ME          599 253    K9DX          599 335    0
QSO: 14000 CW 2017-05-28 1950 K5ME          599 254    WS8KCC        599 42     0
QSO: 14000 CW 2017-05-28 1952 K5ME          599 255    CG6AO         599 334    0
QSO: 14000 CW 2017-05-28 1955 K5ME          599 256    NN3RP         599 501    0
QSO: 14000 CW 2017-05-28 1957 K5ME          599 257    WT9U          599 408    0
QSO: 14000 CW 2017-05-28 1957 K5ME          599 258    NC6Q          599 195    0
QSO: 14000 CW 2017-05-28 1959 K5ME          599 259    NC8C          599 006    0
QSO: 14000 CW 2017-05-28 2000 K5ME          599 260    KC0MO         599 1224   0
QSO: 14000 CW 2017-05-28 2001 K5ME          599 261    NW7R          599 2370   0
QSO: 21000 CW 2017-05-28 2004 K5ME          599 262    W4ML          599 1353   0
QSO: 21000 CW 2017-05-28 2006 K5ME          599 263    KF3B          599 831    0
QSO: 21000 CW 2017-05-28 2007 K5ME          599 264    AA4CF         599 968    0
QSO: 21000 CW 2017-05-28 2009 K5ME          599 265    C63R          599 579    0
QSO: 21000 CW 2017-05-28 2017 K5ME          599 266    W0GXA         599 311    0
QSO: 21000 CW 2017-05-28 2017 K5ME          599 267    WX4G          599 330    0
QSO: 21000 CW 2017-05-28 2018 K5ME          599 268    WN9O          599 1452   0
QSO: 21000 CW 2017-05-28 2019 K5ME          599 269    W4CB          599 461    0
QSO: 21000 CW 2017-05-28 2020 K5ME          599 270    NA3F          599 346    0
QSO: 21000 CW 2017-05-28 2025 K5ME          599 271    AD4ES         599 1871   0
QSO: 14000 CW 2017-05-28 2053 K5ME          599 272    K9LJN         599 1102   0
QSO: 14000 CW 2017-05-28 2054 K5ME          599 273    N3QE          599 1818   0
QSO: 14000 CW 2017-05-28 2056 K5ME          599 274    K2AV          599 199    0
QSO: 14000 CW 2017-05-28 2058 K5ME          599 275    KN1CBR        599 177    0
QSO: 14000 CW 2017-05-28 2059 K5ME          599 276    KP2M          599 3235   0
QSO: 14000 CW 2017-05-28 2100 K5ME          599 277    KQ2M          599 2775   0
QSO: 14000 CW 2017-05-28 2101 K5ME          599 278    N9SD          599 192    0
QSO: 14000 CW 2017-05-28 2102 K5ME          599 279    K3WJV         599 1050   0
QSO: 14000 CW 2017-05-28 2103 K5ME          599 280    KO7SS         599 54     0
QSO: 14000 CW 2017-05-28 2104 K5ME          599 281    AK1W          599 1683   0
QSO: 14000 CW 2017-05-28 2108 K5ME          599 282    W4CB          599 524    0
QSO: 14000 CW 2017-05-28 2110 K5ME          599 283    K9QVB         599 697    0
QSO: 14000 CW 2017-05-28 2112 K5ME          599 284    AB2E          599 693    0
QSO: 14000 CW 2017-05-28 2119 K5ME          599 285    F4WBN         599 1652   0
QSO: 14000 CW 2017-05-28 2122 K5ME          599 286    N3RS          599 2406   0
QSO: 14000 CW 2017-05-28 2124 K5ME          599 287    KD4D          599 2182   0
QSO: 14000 CW 2017-05-28 2126 K5ME          599 288    K3LR          599 1900   0
QSO: 14000 CW 2017-05-28 2127 K5ME          599 289    WR5J          599 1273   0
QSO: 14000 CW 2017-05-28 2128 K5ME          599 290    AF4RK         599 595    0
QSO: 14000 CW 2017-05-28 2129 K5ME          599 291    WW4R          599 951    0
QSO: 14000 CW 2017-05-28 2131 K5ME          599 292    EF2A          599 3020   0
QSO: 14000 CW 2017-05-28 2132 K5ME          599 293    KU6W          599 1583   0
QSO: 14000 CW 2017-05-28 2136 K5ME          599 294    K7GS          599 200    0
QSO: 14000 CW 2017-05-28 2138 K5ME          599 295    OF8WW         599 1924   0
QSO: 14000 CW 2017-05-28 2140 K5ME          599 296    AA4LR         599 794    0
QSO: 14000 CW 2017-05-28 2140 K5ME          599 297    N8VV          599 545    0
QSO: 14000 CW 2017-05-28 2141 K5ME          599 298    W4ML          599 1439   0
QSO: 14000 CW 2017-05-28 2158 K5ME          599 299    WA3AAN        599 657    0
QSO: 14000 CW 2017-05-28 2201 K5ME          599 300    ND1Y          599 1117   0
QSO: 14000 CW 2017-05-28 2203 K5ME          599 301    PS2T          599 2380   0
QSO: 14000 CW 2017-05-28 2206 K5ME          599 302    W0EWD         599 655    0
QSO: 14000 CW 2017-05-28 2209 K5ME          599 303    AA4CF         599 1131   0
QSO: 14000 CW 2017-05-28 2210 K5ME          599 304    AD4EB         599 1117   0
QSO: 14000 CW 2017-05-28 2211 K5ME          599 305    VE7IO         599 404    0
QSO: 14000 CW 2017-05-28 2212 K5ME          599 306    K3EL          599 1693   0
QSO: 14000 CW 2017-05-28 2214 K5ME          599 307    N6RC          599 94     0
QSO: 14000 CW 2017-05-28 2217 K5ME          599 308    WF3T          599 642    0
QSO: 14000 CW 2017-05-28 2219 K5ME          599 309    WQ6X          599 1739   0
QSO: 14000 CW 2017-05-28 2220 K5ME          599 310    W0CP          599 23     0
QSO: 14000 CW 2017-05-28 2226 K5ME          599 311    K3IE          599 1304   0
QSO: 14000 CW 2017-05-28 2232 K5ME          599 312    KU7T          599 1913   0
QSO: 14000 CW 2017-05-28 2233 K5ME          599 313    WS7L          599 987    0
QSO: 21000 CW 2017-05-28 2240 K5ME          599 314    ZM4T          599 919    0
QSO: 21000 CW 2017-05-28 2242 K5ME          599 315    NO9E          599 356    0
QSO: 21000 CW 2017-05-28 2243 K5ME          599 316    KO7SS         599 142    0
QSO: 21000 CW 2017-05-28 2246 K5ME          599 317    AC3U          599 87     0
QSO: 21000 CW 2017-05-28 2249 K5ME          599 318    K9CS          599 107    0
END-OF-LOG:
