START-OF-LOG: 3.0
CALLSIGN: W3YJ
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 20097
NAME: Harry Bloomberg
LOCATION: WPA
OPERATORS: W3YJ
CLUB: Skyview Radio Society
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6349.0
SOAPBOX: First time entered this contest.  Lots of fun operating QRP.
QSO: 14034 CW 2017-05-27 2353 W3YJ          599 0044   ZF2DO         599 1196
QSO: 14033 CW 2017-05-27 2354 W3YJ          599 0045   HK1R          599 1749
QSO: 14037 CW 2017-05-27 2356 W3YJ          599 0046   EC2DX         599 1755
QSO: 14051 CW 2017-05-28 0004 W3YJ          599 0047   XE2B          599 0610
QSO: 14057 CW 2017-05-28 0007 W3YJ          599 0048   VP5M          599 1535
QSO: 14051 CW 2017-05-28 0013 W3YJ          599 0049   PY2NC         599 0176
QSO: 14047 CW 2017-05-28 0016 W3YJ          599 0050   NQ6N          599 1417
QSO: 14043 CW 2017-05-28 0023 W3YJ          599 0051   N5SJ          599 0471
QSO: 14028 CW 2017-05-28 0031 W3YJ          599 0052   W0IZ          599 0521
QSO:  7003 CW 2017-05-28 0038 W3YJ          599 0053   NR1X          599 0914
QSO:  7006 CW 2017-05-28 0048 W3YJ          599 0054   K3WW          599 1612
QSO:  7008 CW 2017-05-28 0051 W3YJ          599 0055   K9NW          599 1050
QSO:  7009 CW 2017-05-28 0054 W3YJ          599 0056   NR4M          599 1192
QSO:  7010 CW 2017-05-28 0056 W3YJ          599 0057   NA8V          599 1508
QSO:  7021 CW 2017-05-28 0102 W3YJ          599 0058   KE1J          599 0418
QSO:  7024 CW 2017-05-28 0104 W3YJ          599 0059   VE3NE         599 0491
QSO:  7026 CW 2017-05-28 0112 W3YJ          599 0060   NB3I          599 0585
QSO:  7028 CW 2017-05-28 0118 W3YJ          599 0061   AD4ES         599 1128
QSO:  7029 CW 2017-05-28 0131 W3YJ          599 0062   KE1S          599 0467
QSO:  7030 CW 2017-05-28 0131 W3YJ          599 0063   NO7R          599 0401
QSO:  7032 CW 2017-05-28 0132 W3YJ          599 0064   K9CT          599 0693
QSO:  7036 CW 2017-05-28 0137 W3YJ          599 0065   CF3FF         599 0452
QSO:  7037 CW 2017-05-28 0140 W3YJ          599 0066   WQ5MM         599 0947
QSO:  7041 CW 2017-05-28 0145 W3YJ          599 0067   VE2BWL        599 1062
QSO:  7041 CW 2017-05-28 0149 W3YJ          599 0068   N4UEZ         599 0315
QSO:  7042 CW 2017-05-28 0152 W3YJ          599 0069   VB3E          599 2256
QSO:  7047 CW 2017-05-28 0155 W3YJ          599 0070   KB8TYJ        599 0281
QSO:  7048 CW 2017-05-28 0156 W3YJ          599 0071   K9CC          599 0347
QSO:  7048 CW 2017-05-28 0159 W3YJ          599 0072   AA3B          599 2140
QSO:  7050 CW 2017-05-28 0207 W3YJ          599 0073   PJ2T          599 1760
QSO:  7051 CW 2017-05-28 0213 W3YJ          599 0074   KU1CW         599 0659
QSO: 14010 CW 2017-05-28 0218 W3YJ          599 0075   NS0R          599 0849
QSO: 14013 CW 2017-05-28 0224 W3YJ          599 0076   N5CW          599 0045
QSO: 14019 CW 2017-05-28 0228 W3YJ          599 0077   AD5A          599 1336
QSO: 14027 CW 2017-05-28 0229 W3YJ          599 0078   N3BB          599 0349
QSO: 14032 CW 2017-05-28 0239 W3YJ          599 0079   NM7D          599 1480
QSO: 14002 CW 2017-05-28 2224 W3YJ          599 0080   ND1Y          599 1151
QSO: 14015 CW 2017-05-28 2228 W3YJ          599 0081   AK1W          599 1807
QSO: 14018 CW 2017-05-28 2229 W3YJ          599 0082   K1AR          599 0814
QSO: 14041 CW 2017-05-28 2238 W3YJ          599 0083   EF2A          599 3119
QSO: 14042 CW 2017-05-28 2239 W3YJ          599 0084   W1FM          599 0876
QSO: 14049 CW 2017-05-28 2240 W3YJ          599 0085   KZ1M          599 0395
QSO: 14051 CW 2017-05-28 2243 W3YJ          599 0086   KE1S          599 0913
QSO: 14052 CW 2017-05-28 2243 W3YJ          599 0087   N5EE          599 0483
QSO: 14053 CW 2017-05-28 2246 W3YJ          599 0088   K3IE          599 1326
QSO:  7034 CW 2017-05-28 2249 W3YJ          599 0089   NR3X          599 3089
QSO:  7041 CW 2017-05-28 2251 W3YJ          599 0090   WQ2N          599 1224
QSO:  7043 CW 2017-05-28 2253 W3YJ          599 0091   WA3AAN        599 0692
QSO:  7018 CW 2017-05-28 2254 W3YJ          599 0092   WK1Q          599 1960
QSO:  7019 CW 2017-05-28 2255 W3YJ          599 0093   K3EL          599 1726
QSO:  7027 CW 2017-05-28 2256 W3YJ          599 0094   KD2RD         599 1135
QSO:  7029 CW 2017-05-28 2257 W3YJ          599 0095   WK2G          599 1307
QSO:  7040 CW 2017-05-28 2259 W3YJ          599 0096   K9LJN         599 1163
QSO:  3527 CW 2017-05-28 2301 W3YJ          599 0097   NR4M          599 0630
QSO: 14052 CW 2017-05-28 2303 W3YJ          599 0098   K5XU          599 0436
QSO: 14046 CW 2017-05-28 2305 W3YJ          599 0099   CR6K          599 3582
QSO: 14040 CW 2017-05-28 2306 W3YJ          599 0100   WT7V          599 1442
QSO: 14039 CW 2017-05-28 2311 W3YJ          599 0101   NO9E          599 0403
QSO: 14031 CW 2017-05-28 2314 W3YJ          599 0102   NN5O          599 0954
QSO: 14030 CW 2017-05-28 2315 W3YJ          599 0103   WY8DX         599 1692
QSO: 14029 CW 2017-05-28 2316 W3YJ          599 0104   NG1R          599 1223
QSO: 14022 CW 2017-05-28 2319 W3YJ          599 0105   WX4G          599 0498
QSO: 14010 CW 2017-05-28 2326 W3YJ          599 0106   LU2FE         599 2169
QSO: 14006 CW 2017-05-28 2328 W3YJ          599 0107   OF8WW         599 2044
QSO: 14026 CW 2017-05-28 2334 W3YJ          599 0108   KD5DD         599 2047
QSO: 14027 CW 2017-05-28 2335 W3YJ          599 0109   KM4HI         599 0612
QSO: 14031 CW 2017-05-28 2337 W3YJ          599 0110   CN8KD         599 1374
QSO: 14033 CW 2017-05-28 2341 W3YJ          599 0111   NN4GG         599 0274
QSO: 14035 CW 2017-05-28 2342 W3YJ          599 0112   OH8X          599 2533
QSO: 14042 CW 2017-05-28 2343 W3YJ          599 0113   AA4LR         599 0883
QSO: 14042 CW 2017-05-28 2345 W3YJ          599 0114   N4DU          599 0594
QSO: 14047 CW 2017-05-28 2347 W3YJ          599 0115   N6AR          599 1548
QSO:  7038 CW 2017-05-28 2349 W3YJ          599 0116   N0AT          599 0755
QSO:  7022 CW 2017-05-28 2354 W3YJ          599 0117   KD4D          599 2375
END-OF-LOG:
