START-OF-LOG: 3.0
CREATED-BY: LM Version 4.4 (c) 1992, 2009 by DL8WAA
CONTEST: CQ-WPX-CW
CALLSIGN: ZS1JY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 13230
OPERATORS: ZS1JY
CLUB:
NAME: JACQUES LE ROUX
SOAPBOX: 10m opened briefly on Sunday, otherwise conditions were not that great.
QSO:  7000 CW 2010-05-30 0843 ZS1JY         599 025    JH4UYB        599 1163   0
QSO: 28000 CW 2010-05-30 1114 ZS1JY         599 026    S53EO         599 1698   0
QSO: 28000 CW 2010-05-30 1117 ZS1JY         599 027    LZ1ONK        599 322    0
QSO: 28000 CW 2010-05-30 1121 ZS1JY         599 028    LZ5R          599 723    0
QSO: 28000 CW 2010-05-30 1132 ZS1JY         599 029    OM7M          599 369    0
QSO: 28000 CW 2010-05-30 1135 ZS1JY         599 030    YT9X          599 464    0
QSO: 28000 CW 2010-05-30 1138 ZS1JY         599 031    DR1A          599 744    0
QSO: 28000 CW 2010-05-30 1146 ZS1JY         599 032    9A2U          599 734    0
QSO: 28000 CW 2010-05-30 1148 ZS1JY         599 033    NR4M          599 140    0
QSO: 28000 CW 2010-05-30 1157 ZS1JY         599 034    IT9VDQ        599 865    0
QSO: 21000 CW 2010-05-30 1225 ZS1JY         599 035    ZW5B          599 1153   0
QSO: 21000 CW 2010-05-30 1231 ZS1JY         599 036    UD3D          599 1166   0
QSO: 21000 CW 2010-05-30 1238 ZS1JY         599 037    CW5W          599 1714   0
QSO: 21000 CW 2010-05-30 1328 ZS1JY         599 038    LP3U          599 460    0
QSO: 21000 CW 2010-05-30 1330 ZS1JY         599 039    LU6UO         599 470    0
QSO: 21000 CW 2010-05-30 1354 ZS1JY         599 040    LU4DX         599 846    0
QSO: 21000 CW 2010-05-30 1359 ZS1JY         599 041    LO2F          599 1688   0
QSO: 21000 CW 2010-05-30 1403 ZS1JY         599 042    KM3T          599 501    0
QSO: 21000 CW 2010-05-30 1407 ZS1JY         599 043    LP2F          599 1390   0
QSO: 21000 CW 2010-05-30 1416 ZS1JY         599 044    P33W          599 4482   0
QSO: 21000 CW 2010-05-30 1422 ZS1JY         599 045    LS1D          599 2212   0
QSO: 21000 CW 2010-05-30 1445 ZS1JY         599 046    CX9AU         599 524    0
QSO: 21000 CW 2010-05-30 1506 ZS1JY         599 047    CQ3L          599 1081   0
QSO: 21000 CW 2010-05-30 1515 ZS1JY         599 048    LU3DKV        599 756    0
QSO: 21000 CW 2010-05-30 1522 ZS1JY         599 049    PX2C          599 1957   0
QSO: 21000 CW 2010-05-30 1538 ZS1JY         599 050    LY3M          599 398    0
QSO: 14000 CW 2010-05-30 1546 ZS1JY         599 051    UI9I          599 1449   0
QSO: 14000 CW 2010-05-30 1559 ZS1JY         599 052    J28AA         599 586    0
QSO: 14000 CW 2010-05-30 1822 ZS1JY         599 053    SO9Q          599 3000   0
QSO: 14000 CW 2010-05-30 1826 ZS1JY         599 054    LY2W          599 1399   0
QSO: 14000 CW 2010-05-30 1827 ZS1JY         599 055    YL3FT         599 1497   0
QSO: 14000 CW 2010-05-30 1832 ZS1JY         599 056    S50K          599 2005   0
QSO: 14000 CW 2010-05-30 1836 ZS1JY         599 057    OL3Z          599 1573   0
QSO: 14000 CW 2010-05-30 1842 ZS1JY         599 058    E7DX          599 3973   0
QSO: 14000 CW 2010-05-30 1848 ZS1JY         599 059    S55T          599 1811   0
QSO:  7000 CW 2010-05-30 1903 ZS1JY         599 060    RU1A          599 3987   0
QSO:  7000 CW 2010-05-30 1911 ZS1JY         599 061    OH8L          599 2190   0
QSO:  7000 CW 2010-05-30 1916 ZS1JY         599 062    YL0Y          599 3248   0
QSO:  7000 CW 2010-05-30 1921 ZS1JY         599 063    ES9C          599 4416   0
QSO:  7000 CW 2010-05-30 1924 ZS1JY         599 064    LY7A          599 1214   0
END-OF-LOG:
