START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: G3UFY
CLAIMED-SCORE: 106575
OPERATORS: G3UFY
NAME: Steve Knowles
SOAPBOX: Transceiver - FT817 - 5W output.
SOAPBOX: ANTENNAS - Tribander + Loops
SOAPBOX: Not available much on Saturday - XYL's 60th Birthday Party!
QSO:  3500 PH 2009-10-25 2239 G3UFY         59  14     GW4BLE        59  14
QSO:  3500 PH 2009-10-25 2247 G3UFY         59  14     GM2T          59  14
QSO:  3500 PH 2009-10-25 2251 G3UFY         59  14     RW2F          59  15
QSO:  3500 PH 2009-10-25 2253 G3UFY         59  14     SP3LPG        59  15
QSO:  1800 PH 2009-10-25 2258 G3UFY         59  14     G6PZ          59  14
QSO:  1800 PH 2009-10-25 2259 G3UFY         59  14     EI9E          59  14
QSO:  1800 PH 2009-10-25 2303 G3UFY         59  14     ON4WW         59  14
QSO:  7000 PH 2009-10-25 2313 G3UFY         59  14     CN2R          59  33
QSO:  7000 PH 2009-10-25 2314 G3UFY         59  14     EU1AZ         59  16
QSO:  7000 PH 2009-10-25 2315 G3UFY         59  14     LA9Z          59  14
QSO:  7000 PH 2009-10-25 2316 G3UFY         59  14     CR3L          59  33
QSO:  7000 PH 2009-10-25 2328 G3UFY         59  14     IO5O          59  15
QSO:  7000 PH 2009-10-25 2329 G3UFY         59  14     HG3W          59  15
QSO:  7000 PH 2009-10-25 2337 G3UFY         59  14     HG1S          59  14
QSO:  7000 PH 2009-10-25 2344 G3UFY         59  14     K3LR          59  05
QSO:  7000 PH 2009-10-25 2346 G3UFY         59  14     SP4Z          59  15
QSO:  7000 PH 2009-10-25 2347 G3UFY         59  14     E7DX          59  15
QSO:  7000 PH 2009-10-25 2352 G3UFY         59  14     9A1P          59  15
QSO:  7000 PH 2009-10-25 2356 G3UFY         59  14     LY7A          59  15
END-OF-LOG:
