START-OF-LOG: 3.0
CREATED-BY:    CT Version 10.04.001
CALLSIGN:      VP2MDG
NAME:          George W. Briggs
CLUB:          Frankford Radio Club
CLUB:          South East Contest Club
CLUB:          Florida Contest Group
CLAIMED-SCORE: 6509475
CONTEST:       CQ-WW-SSB
OPERATORS:     AD4J, K2DM, K3ZM, W4GKA
OPERATORS:
SOAPBOX:       The new 55-foot tower was a big improvement.  15M was outstanding!
QSO:  7039 PH 2009-10-24 0036 VP2MDG         59 08     YT6T          59  15     1
QSO:  7039 PH 2009-10-24 0036 VP2MDG         59 08     HG5A          59  15     1
QSO:  7039 PH 2009-10-24 0037 VP2MDG         59 08     RT3T          59  16     1
QSO:  7039 PH 2009-10-24 0037 VP2MDG         59 08     IG9R          59  33     1
QSO:  7039 PH 2009-10-24 0038 VP2MDG         59 08     HP1DCP        59  07     1
QSO:  7039 PH 2009-10-24 0040 VP2MDG         59 08     DH1PS         59  14     1
QSO:  7039 PH 2009-10-24 0040 VP2MDG         59 08     OM7M          59  15     1
QSO:  7039 PH 2009-10-24 0041 VP2MDG         59 08     DL3YAF        59  14     1
QSO:  7039 PH 2009-10-24 0041 VP2MDG         59 08     RL4R          59  16     1
QSO:  7039 PH 2009-10-24 0041 VP2MDG         59 08     OL7R          59  15     1
QSO:  7039 PH 2009-10-24 0042 VP2MDG         59 08     HB9AON        59  14     1
QSO:  7039 PH 2009-10-24 0042 VP2MDG         59 08     YR9P          59  20     1
QSO:  7039 PH 2009-10-24 0044 VP2MDG         59 08     DK9DA         59  14     1
QSO:  7039 PH 2009-10-24 0046 VP2MDG         59 08     DR1A          59  14     1
QSO:  7039 PH 2009-10-24 0047 VP2MDG         59 08     DQ4W          59  14     1
QSO:  7039 PH 2009-10-24 0047 VP2MDG         59 08     VA3XH         59  04     1
QSO:  7039 PH 2009-10-24 0049 VP2MDG         59 08     LN3Z          59  14     1
QSO:  7039 PH 2009-10-24 0049 VP2MDG         59 08     EA5EGI        59  14     1
QSO:  7039 PH 2009-10-24 0050 VP2MDG         59 08     LP1H          59  13     1
QSO:  7039 PH 2009-10-24 0050 VP2MDG         59 08     GM0B          59  14     1
QSO:  7039 PH 2009-10-24 0050 VP2MDG         59 08     PY2WC         59  11     1
QSO:  7039 PH 2009-10-24 0053 VP2MDG         59 08     OM7DI         59  15     1
QSO:  7039 PH 2009-10-24 0056 VP2MDG         59 08     OP4K          59  14     1
QSO:  7039 PH 2009-10-24 0057 VP2MDG         59 08     CR6K          59  14     1
QSO: 14253 PH 2009-10-24 0057 VP2MDG         59 08     FY5KE         59  09     0
QSO:  7089 PH 2009-10-24 0104 VP2MDG         59 08     VA1CHP        59  05     1
QSO:  7089 PH 2009-10-24 0105 VP2MDG         59 08     PV8DR         59  11     1
QSO: 14211 PH 2009-10-24 0105 VP2MDG         59 08     HC1JQ         59  10     0
QSO:  7193 PH 2009-10-24 0108 VP2MDG         59 08     K5ZD          59  05     1
QSO:  7182 PH 2009-10-24 0113 VP2MDG         59 08     W1HIS         59  05     1
QSO:  7182 PH 2009-10-24 0114 VP2MDG         59 08     N1IBM         59  05     1
QSO:  7172 PH 2009-10-24 0116 VP2MDG         59 08     DL8OH         59  14     1
QSO:  7172 PH 2009-10-24 0117 VP2MDG         59 08     W1ZZ          59  05     1
QSO:  7172 PH 2009-10-24 0118 VP2MDG         59 08     SN2K          59  15     1
QSO:  7172 PH 2009-10-24 0118 VP2MDG         59 08     W1KT          59  05     1
QSO:  7172 PH 2009-10-24 0119 VP2MDG         59 08     DJ4PT         59  14     1
QSO:  7174 PH 2009-10-24 0125 VP2MDG         59 08     N5DX          59  04     1
QSO:  7174 PH 2009-10-24 0125 VP2MDG         59 08     N4CW/1        59  05     1
QSO:  7174 PH 2009-10-24 0126 VP2MDG         59 08     DJ5EU         59  14     1
QSO:  7170 PH 2009-10-24 0129 VP2MDG         59 08     AA1O          59  05     1
QSO:  7170 PH 2009-10-24 0129 VP2MDG         59 08     KT1B          59  05     1
QSO:  7170 PH 2009-10-24 0129 VP2MDG         59 08     KF2O          59  05     1
QSO:  7170 PH 2009-10-24 0130 VP2MDG         59 08     AA3B          59  05     1
QSO:  7170 PH 2009-10-24 0130 VP2MDG         59 08     KB1H          59  05     1
QSO:  7170 PH 2009-10-24 0130 VP2MDG         59 08     K1TTT         59  05     1
QSO:  7170 PH 2009-10-24 0131 VP2MDG         59 08     K3EST         59  05     1
QSO:  7170 PH 2009-10-24 0132 VP2MDG         59 08     IQ3PN         59  15     1
QSO:  7170 PH 2009-10-24 0132 VP2MDG         59 08     N2MM          59  05     1
QSO:  7170 PH 2009-10-24 0132 VP2MDG         59 08     IO3P          59  15     1
QSO:  7170 PH 2009-10-24 0133 VP2MDG         59 08     W3LPL         59  05     1
QSO:  7170 PH 2009-10-24 0133 VP2MDG         59 08     EE2W          59  14     1
QSO:  7170 PH 2009-10-24 0133 VP2MDG         59 08     W1KRS         59  05     1
QSO:  7170 PH 2009-10-24 0134 VP2MDG         59 08     IR9Y          59  15     1
QSO:  7170 PH 2009-10-24 0134 VP2MDG         59 08     9A5MT         59  15     1
QSO:  7170 PH 2009-10-24 0135 VP2MDG         59 08     K3LR          59  05     1
QSO:  7170 PH 2009-10-24 0135 VP2MDG         59 08     N9EN          59  04     1
QSO:  7170 PH 2009-10-24 0135 VP2MDG         59 08     W3BGN         59  05     1
QSO:  7170 PH 2009-10-24 0135 VP2MDG         59 08     K8AZ          59  04     1
QSO:  7170 PH 2009-10-24 0135 VP2MDG         59 08     9A7A          59  15     1
QSO:  7170 PH 2009-10-24 0136 VP2MDG         59 08     W3MF          59  05     1
QSO:  7170 PH 2009-10-24 0136 VP2MDG         59 08     N3AD          59  05     1
QSO:  7170 PH 2009-10-24 0137 VP2MDG         59 08     N2ZX          59  05     1
QSO:  7170 PH 2009-10-24 0137 VP2MDG         59 08     N7DD          59  03     1
QSO:  7170 PH 2009-10-24 0137 VP2MDG         59 08     OK7M          59  15     1
QSO:  7170 PH 2009-10-24 0137 VP2MDG         59 08     N4LA          59  05     1
QSO:  7170 PH 2009-10-24 0138 VP2MDG         59 08     SP4TKR        59  15     1
QSO:  7170 PH 2009-10-24 0138 VP2MDG         59 08     N0NI          59  04     1
QSO:  7170 PH 2009-10-24 0139 VP2MDG         59 08     EA3RR         59  14     1
QSO:  7170 PH 2009-10-24 0139 VP2MDG         59 08     W2YC          59  05     1
QSO:  7170 PH 2009-10-24 0141 VP2MDG         59 08     UA3AGW        59  16     1
QSO:  7170 PH 2009-10-24 0142 VP2MDG         59 08     W1OW          59  05     1
QSO:  7170 PH 2009-10-24 0142 VP2MDG         59 08     KG1E          59  05     1
QSO:  7170 PH 2009-10-24 0143 VP2MDG         59 08     K5MR          59  04     1
QSO:  7170 PH 2009-10-24 0143 VP2MDG         59 08     UA3AB         59  16     1
QSO:  7170 PH 2009-10-24 0144 VP2MDG         59 08     K1LZ          59  05     1
QSO:  7170 PH 2009-10-24 0146 VP2MDG         59 08     DR5Z          59  14     1
QSO:  7170 PH 2009-10-24 0146 VP2MDG         59 08     W1EBI         59  05     1
QSO:  7170 PH 2009-10-24 0146 VP2MDG         59 08     K1LD          59  05     1
QSO:  7170 PH 2009-10-24 0146 VP2MDG         59 08     K2CJ          59  05     1
QSO:  7170 PH 2009-10-24 0147 VP2MDG         59 08     RK3K          59  16     1
QSO:  7170 PH 2009-10-24 0148 VP2MDG         59 08     K2AX          59  05     1
QSO:  7170 PH 2009-10-24 0149 VP2MDG         59 08     CR3A          59  33     1
QSO:  7170 PH 2009-10-24 0149 VP2MDG         59 08     W2RZS         59  05     1
QSO:  7170 PH 2009-10-24 0150 VP2MDG         59 08     DL8UAT        59  14     1
QSO:  7170 PH 2009-10-24 0151 VP2MDG         59 08     OE2S          59  15     1
QSO:  7170 PH 2009-10-24 0152 VP2MDG         59 08     K1RX          59  05     1
QSO:  7170 PH 2009-10-24 0152 VP2MDG         59 08     KU2M          59  05     1
QSO:  7170 PH 2009-10-24 0152 VP2MDG         59 08     W1WLW         59  05     1
QSO:  7172 PH 2009-10-24 0156 VP2MDG         59 08     ED5T          59  14     1
QSO:  7176 PH 2009-10-24 0158 VP2MDG         59 08     4O3A          59  15     1
QSO:  7182 PH 2009-10-24 0200 VP2MDG         59 08     9A3XV         59  15     1
QSO:  1827 PH 2009-10-24 0205 VP2MDG         59 08     V26B          59  08     0
QSO:  1823 PH 2009-10-24 0205 VP2MDG         59 08     P40A          59  09     0
QSO:  1850 PH 2009-10-24 0207 VP2MDG         59 08     NP2KW         59  08     0
QSO:  7108 PH 2009-10-24 0208 VP2MDG         59 08     EA8CDI        59  33     1
QSO:  1830 PH 2009-10-24 0208 VP2MDG         59 08     PJ4K          59  09     0
QSO:  7084 PH 2009-10-24 0211 VP2MDG         59 08     RT6A          59  16     1
QSO:  7090 PH 2009-10-24 0216 VP2MDG         59 08     PZ5M          59  09     1
QSO:  7101 PH 2009-10-24 0223 VP2MDG         59 08     OH0JFP        59  15     1
QSO:  7104 PH 2009-10-24 0225 VP2MDG         59 08     HK3JJH        59  09     1
QSO:  7127 PH 2009-10-24 0234 VP2MDG         59 08     HG1S          59  15     1
QSO:  7132 PH 2009-10-24 0237 VP2MDG         59 08     W1OP          59  05     1
QSO:  7132 PH 2009-10-24 0237 VP2MDG         59 08     N9NC          59  05     1
QSO:  7132 PH 2009-10-24 0238 VP2MDG         59 08     AD1DX         59  05     1
QSO:  7132 PH 2009-10-24 0240 VP2MDG         59 08     DJ0A          59  14     1
QSO:  7142 PH 2009-10-24 0249 VP2MDG         59 08     4L0A          59  21     1
QSO:  7147 PH 2009-10-24 0251 VP2MDG         59 08     IO6A          59  15     1
QSO:  3671 PH 2009-10-24 0301 VP2MDG         59 08     YV6BXN        59  09     1
QSO:  3671 PH 2009-10-24 0305 VP2MDG         59 08     K4ZW          59  05     1
QSO:  3671 PH 2009-10-24 0305 VP2MDG         59 08     NJ2F          59  05     1
QSO:  3671 PH 2009-10-24 0306 VP2MDG         59 08     AG4W          59  04     1
QSO:  3671 PH 2009-10-24 0308 VP2MDG         59 08     P40A          59  09     1
QSO:  3645 PH 2009-10-24 0316 VP2MDG         59 08     DQ4W          59  14     1
QSO:  3643 PH 2009-10-24 0318 VP2MDG         59 08     K2Z           59  05     1
QSO:  3643 PH 2009-10-24 0318 VP2MDG         59 08     VE6SV         59  04     1
QSO:  3643 PH 2009-10-24 0320 VP2MDG         59 08     K5EWJ         59  04     1
QSO:  3643 PH 2009-10-24 0321 VP2MDG         59 08     K3TC          59  05     1
QSO:  3643 PH 2009-10-24 0322 VP2MDG         59 08     NR5M          59  04     1
QSO:  3643 PH 2009-10-24 0322 VP2MDG         59 08     WO4DX         59  05     1
QSO:  3643 PH 2009-10-24 0323 VP2MDG         59 08     K4WPM         59  05     1
QSO:  3643 PH 2009-10-24 0324 VP2MDG         59 08     N4BU          59  05     1
QSO:  3643 PH 2009-10-24 0325 VP2MDG         59 08     KR5DX         59  04     1
QSO:  3643 PH 2009-10-24 0327 VP2MDG         59 08     KC8IVC        59  04     1
QSO:  3643 PH 2009-10-24 0328 VP2MDG         59 08     K9OM          59  04     1
QSO:  3643 PH 2009-10-24 0329 VP2MDG         59 08     KT4ZB         59  05     1
QSO:  3643 PH 2009-10-24 0329 VP2MDG         59 08     K1CQ          59  05     1
QSO:  3643 PH 2009-10-24 0330 VP2MDG         59 08     K8AZ          59  04     1
QSO:  3643 PH 2009-10-24 0330 VP2MDG         59 08     K3EST         59  05     1
QSO:  3643 PH 2009-10-24 0331 VP2MDG         59 08     WX3B          59  05     1
QSO:  3643 PH 2009-10-24 0331 VP2MDG         59 08     W1CSM         59  05     1
QSO:  3643 PH 2009-10-24 0333 VP2MDG         59 08     W4DAN         59  04     1
QSO:  3643 PH 2009-10-24 0334 VP2MDG         59 08     NP2B          59  08     1
QSO:  3643 PH 2009-10-24 0334 VP2MDG         59 08     K9RU          59  04     1
QSO:  3643 PH 2009-10-24 0334 VP2MDG         59 08     VP5DX         59  08     1
QSO:  3643 PH 2009-10-24 0335 VP2MDG         59 08     KM2O          59  05     1
QSO:  3643 PH 2009-10-24 0336 VP2MDG         59 08     W4UFO         59  05     1
QSO:  3643 PH 2009-10-24 0336 VP2MDG         59 08     K1TTT         59  05     1
QSO:  3643 PH 2009-10-24 0337 VP2MDG         59 08     K3WW          59  05     1
QSO:  3643 PH 2009-10-24 0338 VP2MDG         59 08     NQ4I          59  05     1
QSO:  3643 PH 2009-10-24 0338 VP2MDG         59 08     PJ2T          59  09     1
QSO:  3643 PH 2009-10-24 0339 VP2MDG         59 08     K3LR          59  05     1
QSO:  3643 PH 2009-10-24 0339 VP2MDG         59 08     KC1XX         59  05     1
QSO:  3643 PH 2009-10-24 0341 VP2MDG         59 08     CR6K          59  14     1
QSO:  3643 PH 2009-10-24 0341 VP2MDG         59 08     W3LPL         59  05     1
QSO:  3643 PH 2009-10-24 0342 VP2MDG         59 08     W3UA          59  05     1
QSO:  3643 PH 2009-10-24 0342 VP2MDG         59 08     K5NU          59  04     1
QSO:  3643 PH 2009-10-24 0343 VP2MDG         59 08     DR1A          59  14     1
QSO:  3643 PH 2009-10-24 0343 VP2MDG         59 08     FY5KE         59  09     1
QSO:  3643 PH 2009-10-24 0344 VP2MDG         59 08     K3NA          59  05     1
QSO:  3643 PH 2009-10-24 0345 VP2MDG         59 08     RL3A          59  16     1
QSO:  3643 PH 2009-10-24 0346 VP2MDG         59 08     E7DX          59  15     1
QSO:  3643 PH 2009-10-24 0347 VP2MDG         59 08     N3RS          59  05     1
QSO:  3643 PH 2009-10-24 0347 VP2MDG         59 08     W4MYA         59  05     1
QSO:  3643 PH 2009-10-24 0348 VP2MDG         59 08     RT6A          59  16     1
QSO:  3643 PH 2009-10-24 0349 VP2MDG         59 08     ED5T          59  14     1
QSO:  3643 PH 2009-10-24 0349 VP2MDG         59 08     9A1P          59  15     1
QSO:  3643 PH 2009-10-24 0350 VP2MDG         59 08     CR3A          59  33     1
QSO:  3643 PH 2009-10-24 0350 VP2MDG         59 08     W1BYH         59  05     1
QSO:  3643 PH 2009-10-24 0351 VP2MDG         59 08     YV1FM         59  09     1
QSO:  3643 PH 2009-10-24 0351 VP2MDG         59 08     KF4ZZ         59  05     1
QSO:  3643 PH 2009-10-24 0352 VP2MDG         59 08     N2MM          59  05     1
QSO:  3643 PH 2009-10-24 0352 VP2MDG         59 08     N5AA          59  04     1
QSO:  3643 PH 2009-10-24 0353 VP2MDG         59 08     K0TV          59  05     1
QSO:  3643 PH 2009-10-24 0354 VP2MDG         59 08     W2YC          59  05     1
QSO:  3643 PH 2009-10-24 0354 VP2MDG         59 08     KP4KE         59  08     1
QSO:  3643 PH 2009-10-24 0354 VP2MDG         59 08     K5KG          59  05     1
QSO:  3643 PH 2009-10-24 0355 VP2MDG         59 08     K9SH          59  04     1
QSO:  3643 PH 2009-10-24 0355 VP2MDG         59 08     W2RE          59  05     1
QSO:  3643 PH 2009-10-24 0355 VP2MDG         59 08     NA5Q          59  04     1
QSO:  3643 PH 2009-10-24 0356 VP2MDG         59 08     N1YX          59  05     1
QSO:  3643 PH 2009-10-24 0356 VP2MDG         59 08     N5DX          59  04     1
QSO:  3643 PH 2009-10-24 0357 VP2MDG         59 08     N4NM          59  04     1
QSO:  3643 PH 2009-10-24 0357 VP2MDG         59 08     KE4UW         59  05     1
QSO:  3643 PH 2009-10-24 0358 VP2MDG         59 08     W0BR          59  05     1
QSO:  3643 PH 2009-10-24 0359 VP2MDG         59 08     N3IQ          59  05     1
QSO:  3643 PH 2009-10-24 0359 VP2MDG         59 08     K4GKD         59  05     1
QSO:  3643 PH 2009-10-24 0359 VP2MDG         59 08     VP5T          59  08     1
QSO:  3643 PH 2009-10-24 0400 VP2MDG         59 08     AE5FB         59  05     1
QSO:  3643 PH 2009-10-24 0401 VP2MDG         59 08     W9RE          59  04     1
QSO:  3643 PH 2009-10-24 0401 VP2MDG         59 08     VE3DC         59  04     1
QSO:  3643 PH 2009-10-24 0403 VP2MDG         59 08     K9IMM         59  04     1
QSO:  3643 PH 2009-10-24 0403 VP2MDG         59 08     P33W          59  20     1
QSO:  3643 PH 2009-10-24 0403 VP2MDG         59 08     W3GQ          59  05     1
QSO:  3643 PH 2009-10-24 0404 VP2MDG         59 08     AA3AZ         59  05     1
QSO:  3643 PH 2009-10-24 0405 VP2MDG         59 08     N5UCF         59  04     1
QSO:  3643 PH 2009-10-24 0405 VP2MDG         59 08     VE3CR         59  04     1
QSO:  3643 PH 2009-10-24 0407 VP2MDG         59 08     YV5MSG        59  09     1
QSO:  3643 PH 2009-10-24 0408 VP2MDG         59 08     N0IJ          59  04     1
QSO:  3643 PH 2009-10-24 0408 VP2MDG         59 08     KP2M          59  08     1
QSO:  3643 PH 2009-10-24 0409 VP2MDG         59 08     OK7Y          59  15     1
QSO:  3643 PH 2009-10-24 0409 VP2MDG         59 08     N1EMC         59  05     1
QSO:  3643 PH 2009-10-24 0410 VP2MDG         59 08     SP3GEM        59  15     1
QSO:  3643 PH 2009-10-24 0410 VP2MDG         59 08     KU2M          59  05     1
QSO:  3643 PH 2009-10-24 0411 VP2MDG         59 08     DJ3ND         59  14     1
QSO:  3643 PH 2009-10-24 0412 VP2MDG         59 08     K3IE          59  04     1
QSO:  3643 PH 2009-10-24 0413 VP2MDG         59 08     KB8SMD        59  04     1
QSO:  3643 PH 2009-10-24 0413 VP2MDG         59 08     K5RA          59  04     1
QSO:  3643 PH 2009-10-24 0413 VP2MDG         59 08     KA1IOR        59  05     1
QSO:  3643 PH 2009-10-24 0414 VP2MDG         59 08     N4DWK         59  05     1
QSO:  3643 PH 2009-10-24 0415 VP2MDG         59 08     VE6WZ         59  04     1
QSO:  3643 PH 2009-10-24 0415 VP2MDG         59 08     WE3C          59  05     1
QSO:  3643 PH 2009-10-24 0415 VP2MDG         59 08     N6AR          59  05     1
QSO:  3643 PH 2009-10-24 0416 VP2MDG         59 08     DG1CMZ        59  14     1
QSO:  3643 PH 2009-10-24 0416 VP2MDG         59 08     KZ4G          59  04     1
QSO:  3643 PH 2009-10-24 0416 VP2MDG         59 08     KM3J          59  05     1
QSO:  3643 PH 2009-10-24 0417 VP2MDG         59 08     TI8M          59  07     1
QSO:  3643 PH 2009-10-24 0417 VP2MDG         59 08     AA4XA         59  04     1
QSO:  3643 PH 2009-10-24 0418 VP2MDG         59 08     DC4A          59  14     1
QSO:  3643 PH 2009-10-24 0419 VP2MDG         59 08     RU1A          59  16     1
QSO:  3643 PH 2009-10-24 0419 VP2MDG         59 08     WN9M          59  05     1
QSO:  3643 PH 2009-10-24 0421 VP2MDG         59 08     I3ZNG         59  15     1
QSO:  3643 PH 2009-10-24 0422 VP2MDG         59 08     RX3APM        59  16     1
QSO:  3643 PH 2009-10-24 0423 VP2MDG         59 08     W3MF          59  05     1
QSO:  3643 PH 2009-10-24 0424 VP2MDG         59 08     IZ4AKB        59  15     1
QSO:  3643 PH 2009-10-24 0424 VP2MDG         59 08     K3PP          59  05     1
QSO:  3643 PH 2009-10-24 0425 VP2MDG         59 08     KZ2I          59  05     1
QSO:  3643 PH 2009-10-24 0425 VP2MDG         59 08     KI4GGJ        59  04     1
QSO:  3643 PH 2009-10-24 0426 VP2MDG         59 08     CQ9T          59  33     1
QSO:  3643 PH 2009-10-24 0427 VP2MDG         59 08     K2LE          59  05     1
QSO:  3643 PH 2009-10-24 0428 VP2MDG         59 08     NA5DX         59  04     1
QSO:  3643 PH 2009-10-24 0429 VP2MDG         59 08     N4RZ          59  04     1
QSO:  3643 PH 2009-10-24 0429 VP2MDG         59 08     K5ER          59  04     1
QSO:  3643 PH 2009-10-24 0430 VP2MDG         59 08     G6PZ          59  14     1
QSO:  3643 PH 2009-10-24 0431 VP2MDG         59 08     N4AOE         59  05     1
QSO:  3643 PH 2009-10-24 0432 VP2MDG         59 08     WB4JFS        59  05     1
QSO:  3643 PH 2009-10-24 0432 VP2MDG         59 08     W3BGN         59  05     1
QSO:  3643 PH 2009-10-24 0433 VP2MDG         59 08     KE4BFG        59  04     1
QSO:  3643 PH 2009-10-24 0433 VP2MDG         59 08     W0AIH         59  04     1
QSO:  3643 PH 2009-10-24 0433 VP2MDG         59 08     N1LN          59  05     1
QSO:  3643 PH 2009-10-24 0434 VP2MDG         59 08     KM1R          59  05     1
QSO:  3643 PH 2009-10-24 0434 VP2MDG         59 08     K5TR          59  04     1
QSO:  3643 PH 2009-10-24 0435 VP2MDG         59 08     N4KG          59  04     1
QSO:  3643 PH 2009-10-24 0436 VP2MDG         59 08     K1SLB         59  05     1
QSO:  3643 PH 2009-10-24 0437 VP2MDG         59 08     CT1BOL        59  14     1
QSO:  3643 PH 2009-10-24 0437 VP2MDG         59 08     EA3ATM        59  14     1
QSO:  3643 PH 2009-10-24 0438 VP2MDG         59 08     KB1H          59  05     1
QSO:  3643 PH 2009-10-24 0438 VP2MDG         59 08     OK5W          59  15     1
QSO:  3643 PH 2009-10-24 0439 VP2MDG         59 08     HG1S          59  15     1
QSO:  3643 PH 2009-10-24 0440 VP2MDG         59 08     W4UBC         59  05     1
QSO:  3643 PH 2009-10-24 0443 VP2MDG         59 08     WP3GW         59  08     1
QSO:  3643 PH 2009-10-24 0444 VP2MDG         59 08     KV1J          59  05     1
QSO:  3643 PH 2009-10-24 0445 VP2MDG         59 08     N2QT          59  05     1
QSO:  3643 PH 2009-10-24 0445 VP2MDG         59 08     VE2DC         59  05     1
