START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.171
CALLSIGN: OH1O
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 647064
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
NAME: Pekka Ketonen
SOAPBOX: Thanks for nice contest again
SOAPBOX: RIG(s): K3, Acom 1000; ANTENNA(s): 4-el steppir, dipoles, verticals
QSO: 21000 PH 2009-10-24 0744 OH1O          59  15     UP4L          59  17
QSO: 21000 PH 2009-10-24 0746 OH1O          59  15     AM3SSB        59  14
QSO: 21000 PH 2009-10-24 0747 OH1O          59  15     SO8A          59  15
QSO: 21000 PH 2009-10-24 0747 OH1O          59  15     EE5G          59  14
QSO: 21000 PH 2009-10-24 0748 OH1O          59  15     S57DX         59  15
QSO: 21000 PH 2009-10-24 0750 OH1O          59  15     VR2C          59  24
QSO: 21000 PH 2009-10-24 0752 OH1O          59  15     RU1A          59  16
QSO: 21000 PH 2009-10-24 0753 OH1O          59  15     RK4WWQ        59  16
QSO: 21000 PH 2009-10-24 0753 OH1O          59  15     UA9JLL        59  17
QSO: 21000 PH 2009-10-24 0754 OH1O          59  15     RA9A          59  17
QSO: 21000 PH 2009-10-24 0755 OH1O          59  15     VK4WR         59  30
QSO: 21000 PH 2009-10-24 0756 OH1O          59  15     JS3CTQ        59  25
QSO: 21000 PH 2009-10-24 0756 OH1O          59  15     RO9O          59  18
QSO: 21000 PH 2009-10-24 0758 OH1O          59  15     DV1JM         59  27
QSO: 21000 PH 2009-10-24 0758 OH1O          59  15     OH0Z          59  15
QSO: 21000 PH 2009-10-24 0759 OH1O          59  15     UA9FGJ        59  17
QSO: 21000 PH 2009-10-24 0801 OH1O          59  15     UN7QF         59  17
QSO: 21000 PH 2009-10-24 0802 OH1O          59  15     JA6WFM        59  25
QSO: 21000 PH 2009-10-24 0803 OH1O          59  15     XU7FMZ        59  26
QSO: 21000 PH 2009-10-24 0804 OH1O          59  15     RA6XV         59  16
QSO: 21000 PH 2009-10-24 0805 OH1O          59  15     IT9RYJ        59  15
QSO: 21000 PH 2009-10-24 0805 OH1O          59  15     BY1CW         59  24
QSO: 21000 PH 2009-10-24 0807 OH1O          59  15     UN8GV         59  17
QSO: 21000 PH 2009-10-24 0808 OH1O          59  15     RN4WA         59  16
QSO: 21000 PH 2009-10-24 0809 OH1O          59  15     UN9L          59  17
QSO: 21000 PH 2009-10-24 0809 OH1O          59  15     B4B           59  24
QSO: 21000 PH 2009-10-24 0811 OH1O          59  15     ZC4LI         59  20
QSO: 21000 PH 2009-10-24 0812 OH1O          59  15     RA9AAA        59  17
QSO: 21000 PH 2009-10-24 0815 OH1O          59  15     RU9AC         59  17
QSO: 21000 PH 2009-10-24 0815 OH1O          59  15     YL2KO         59  15
QSO: 21000 PH 2009-10-24 0817 OH1O          59  15     LZ2JA         59  20
QSO: 21000 PH 2009-10-24 0818 OH1O          59  15     VK2APG        59  30
QSO: 21000 PH 2009-10-24 0819 OH1O          59  15     YR9P          59  20
QSO: 21000 PH 2009-10-24 0821 OH1O          59  15     VR2YYW        59  24
QSO: 21000 PH 2009-10-24 0823 OH1O          59  15     OL4A          59  15
QSO: 21000 PH 2009-10-24 0825 OH1O          59  15     B1Z           59  24
QSO: 21000 PH 2009-10-24 0825 OH1O          59  15     YE2R          59  28
QSO: 21000 PH 2009-10-24 0827 OH1O          59  15     7Z1SJ         59  21
QSO: 21000 PH 2009-10-24 0830 OH1O          59  15     DS5FNE        59  25
QSO: 21000 PH 2009-10-24 0832 OH1O          59  15     VK3TDX        59  30
QSO: 21000 PH 2009-10-24 0833 OH1O          59  15     EA5AX         59  14
QSO: 21000 PH 2009-10-24 0834 OH1O          59  15     IR9Y          59  15
QSO: 21000 PH 2009-10-24 0835 OH1O          59  15     UA9TF         59  16
QSO: 21000 PH 2009-10-24 0835 OH1O          59  15     UN7MMM        59  17
QSO: 21000 PH 2009-10-24 0837 OH1O          59  15     TC7KA         59  20
QSO: 21000 PH 2009-10-24 0838 OH1O          59  15     5B/G3RXQ      59  20
QSO: 21000 PH 2009-10-24 0839 OH1O          59  15     IR4X          59  15
QSO: 21000 PH 2009-10-24 0841 OH1O          59  15     ST2KSS        59  34
QSO: 21000 PH 2009-10-24 0841 OH1O          59  15     IS0GQX        59  15
QSO: 21000 PH 2009-10-24 0843 OH1O          59  15     9K2HN         59  21
QSO: 21000 PH 2009-10-24 0845 OH1O          59  15     SX5P          59  20
QSO: 21000 PH 2009-10-24 0846 OH1O          59  15     ED5T          59  14
QSO: 21000 PH 2009-10-24 0850 OH1O          59  15     4L0A          59  21
QSO: 21000 PH 2009-10-24 0852 OH1O          59  15     A47RS         59  21
QSO: 21000 PH 2009-10-24 0854 OH1O          59  15     EK8WA         59  21
QSO: 21000 PH 2009-10-24 0856 OH1O          59  15     LZ9W          59  20
QSO: 21000 PH 2009-10-24 0857 OH1O          59  15     RG9A          59  17
QSO: 21000 PH 2009-10-24 0858 OH1O          59  15     UT7MW         59  16
QSO: 21000 PH 2009-10-24 0859 OH1O          59  15     E7DX          59  15
QSO: 21000 PH 2009-10-24 0901 OH1O          59  15     UW1M          59  16
QSO: 21000 PH 2009-10-24 0901 OH1O          59  15     YT7Z          59  15
QSO: 21000 PH 2009-10-24 0902 OH1O          59  15     JY4NE         59  20
QSO: 21000 PH 2009-10-24 0905 OH1O          59  15     EB1WW         59  14
QSO: 21000 PH 2009-10-24 0906 OH1O          59  15     SX1L          59  20
QSO: 21000 PH 2009-10-24 0908 OH1O          59  15     IZ6GSP        59  15
QSO: 21000 PH 2009-10-24 0916 OH1O          59  15     OH4A          59  15
QSO: 21000 PH 2009-10-24 0917 OH1O          59  15     JU1DX         59  23
QSO: 21000 PH 2009-10-24 0919 OH1O          59  15     RU4WD         59  16
QSO: 21000 PH 2009-10-24 0920 OH1O          59  15     9A1P          59  15
QSO: 21000 PH 2009-10-24 0922 OH1O          59  15     EW8DX         59  16
QSO: 21000 PH 2009-10-24 0925 OH1O          59  15     IZ8DPL        59  15
QSO: 21000 PH 2009-10-24 0927 OH1O          59  15     SM3PZG        59  14
QSO: 21000 PH 2009-10-24 0928 OH1O          59  15     SY2V          59  20
QSO: 21000 PH 2009-10-24 0929 OH1O          59  15     RW4HP         59  16
QSO: 21000 PH 2009-10-24 0930 OH1O          59  15     XV1X          59  26
QSO: 21000 PH 2009-10-24 0932 OH1O          59  15     4Z5LZ         59  20
QSO: 28000 PH 2009-10-24 0941 OH1O          59  15     9A2EU         59  15
QSO: 28000 PH 2009-10-24 0942 OH1O          59  15     H2E           59  20
QSO: 28000 PH 2009-10-24 0945 OH1O          59  15     5B8AD         59  20
QSO: 28000 PH 2009-10-24 0946 OH1O          59  15     C4I           59  20
QSO: 28000 PH 2009-10-24 0947 OH1O          59  15     9A3SM         59  15
QSO: 28000 PH 2009-10-24 0947 OH1O          59  15     P33W          59  20
QSO: 28000 PH 2009-10-24 0949 OH1O          59  15     5B/G3RXQ      59  20
QSO: 28000 PH 2009-10-24 0950 OH1O          59  15     9K2HN         59  21
QSO: 28000 PH 2009-10-24 0952 OH1O          59  15     9A2U          59  15
QSO: 28000 PH 2009-10-24 0952 OH1O          59  15     RW4HP         59  16
QSO: 28000 PH 2009-10-24 0956 OH1O          59  15     ZS9X          59  38
QSO: 28000 PH 2009-10-24 0957 OH1O          59  15     5B4AHJ        59  20
QSO: 28000 PH 2009-10-24 0958 OH1O          59  15     YT9X          59  15
QSO: 28000 PH 2009-10-24 0958 OH1O          59  15     S57S          59  15
QSO: 28000 PH 2009-10-24 1000 OH1O          59  15     9A4WY         59  15
QSO: 28000 PH 2009-10-24 1001 OH1O          59  15     S56M          59  15
QSO: 28000 PH 2009-10-24 1002 OH1O          59  15     SU1KM         59  34
QSO: 28000 PH 2009-10-24 1006 OH1O          59  15     RV4HC         59  16
QSO: 28000 PH 2009-10-24 1010 OH1O          59  15     II4A          59  15
QSO: 28000 PH 2009-10-24 1012 OH1O          59  15     SX5P          59  20
QSO: 28000 PH 2009-10-24 1014 OH1O          59  15     E71A          59  15
QSO: 28000 PH 2009-10-24 1015 OH1O          59  15     IZ0GKB        59  15
QSO: 28000 PH 2009-10-24 1019 OH1O          59  15     9A1P          59  15
QSO: 28000 PH 2009-10-24 1020 OH1O          59  15     FR1AN         59  39
QSO: 28000 PH 2009-10-24 1021 OH1O          59  15     C4W           59  20
QSO: 28000 PH 2009-10-24 1023 OH1O          59  15     S50L          59  15
QSO: 28000 PH 2009-10-24 1023 OH1O          59  15     IO5O          59  15
QSO: 28000 PH 2009-10-24 1027 OH1O          59  15     S56Y          59  15
QSO: 28000 PH 2009-10-24 1027 OH1O          59  15     OE8Q          59  15
QSO: 28000 PH 2009-10-24 1031 OH1O          59  15     4X0A          59  20
QSO: 28000 PH 2009-10-24 1036 OH1O          59  15     9A3B          59  15
QSO: 28000 PH 2009-10-24 1037 OH1O          59  15     YT3M          59  15
QSO: 21000 PH 2009-10-24 1040 OH1O          59  15     ER4DX         59  16
QSO: 21000 PH 2009-10-24 1041 OH1O          59  15     E73W          59  15
QSO: 21000 PH 2009-10-24 1042 OH1O          59  15     IF9A          59  15
QSO: 21000 PH 2009-10-24 1042 OH1O          59  15     S54K          59  15
QSO: 21000 PH 2009-10-24 1043 OH1O          59  15     AO2W          59  14
QSO: 21000 PH 2009-10-24 1045 OH1O          59  15     UT0AZA        59  16
QSO: 21000 PH 2009-10-24 1046 OH1O          59  15     AM1W          59  14
QSO: 21000 PH 2009-10-24 1046 OH1O          59  15     ED5R          59  14
QSO: 21000 PH 2009-10-24 1048 OH1O          59  15     S52ZW         59  15
QSO: 21000 PH 2009-10-24 1051 OH1O          59  15     EC6AAE        59  14
QSO: 21000 PH 2009-10-24 1053 OH1O          59  15     TS9A          59  33
QSO: 21000 PH 2009-10-24 1054 OH1O          59  15     EA3BFK        59  14
QSO: 21000 PH 2009-10-24 1055 OH1O          59  15     EA5XY         59  14
QSO: 21000 PH 2009-10-24 1055 OH1O          59  15     HG3M          59  15
QSO: 21000 PH 2009-10-24 1058 OH1O          59  15     IR4M          59  15
QSO: 21000 PH 2009-10-24 1100 OH1O          59  15     TM5O          59  14
QSO: 21000 PH 2009-10-24 1102 OH1O          59  15     EE2W          59  14
QSO: 21000 PH 2009-10-24 1103 OH1O          59  15     4O3A          59  15
QSO: 21000 PH 2009-10-24 1103 OH1O          59  15     IQ4RN         59  15
QSO: 21000 PH 2009-10-24 1104 OH1O          59  15     TM6M          59  14
QSO: 21000 PH 2009-10-24 1107 OH1O          59  15     IR2C          59  15
QSO: 21000 PH 2009-10-24 1109 OH1O          59  15     CS2P          59  14
QSO: 21000 PH 2009-10-24 1111 OH1O          59  15     OM7M          59  15
QSO: 21000 PH 2009-10-24 1113 OH1O          59  15     TM2T          59  14
QSO: 21000 PH 2009-10-24 1114 OH1O          59  15     EC2DX         59  14
QSO: 21000 PH 2009-10-24 1114 OH1O          59  15     IZ1PKV        59  15
QSO: 21000 PH 2009-10-24 1118 OH1O          59  15     ES1LBK        59  15
QSO: 21000 PH 2009-10-24 1119 OH1O          59  15     RM3F          59  16
QSO: 21000 PH 2009-10-24 1120 OH1O          59  15     HA8LNN        59  15
QSO: 21000 PH 2009-10-24 1122 OH1O          59  15     RL6YXX        59  16
QSO: 21000 PH 2009-10-24 1123 OH1O          59  15     HA6PX         59  15
QSO: 21000 PH 2009-10-24 1206 OH1O          59  15     FS/K1XM       59  8
QSO: 21000 PH 2009-10-24 1207 OH1O          59  15     PZ5M          59  9
QSO: 21000 PH 2009-10-24 1221 OH1O          59  15     V48M          59  8
QSO: 21000 PH 2009-10-24 1228 OH1O          59  15     LT1F          59  13
QSO: 21000 PH 2009-10-24 1229 OH1O          59  15     TM1O          59  14
QSO: 21000 PH 2009-10-24 1231 OH1O          59  15     KC1XX         59  5
QSO: 21000 PH 2009-10-24 1232 OH1O          59  15     ZX5J          59  11
QSO: 21000 PH 2009-10-24 1232 OH1O          59  15     GJ2A          59  14
QSO: 21000 PH 2009-10-24 1234 OH1O          59  15     P33W          59  20
QSO: 21000 PH 2009-10-24 1235 OH1O          59  15     WE3C          59  5
QSO: 21000 PH 2009-10-24 1236 OH1O          59  15     W3LPL         59  5
QSO: 21000 PH 2009-10-24 1237 OH1O          59  15     OL7R          59  15
QSO: 21000 PH 2009-10-24 1238 OH1O          59  15     KP4KE         59  8
QSO: 21000 PH 2009-10-24 1241 OH1O          59  15     FY5KE         59  9
QSO: 21000 PH 2009-10-24 1244 OH1O          59  15     AO8A          59  33
QSO: 21000 PH 2009-10-24 1245 OH1O          59  15     F6DZU         59  14
QSO: 21000 PH 2009-10-24 1247 OH1O          59  15     AA4V/VP9      59  5
QSO: 21000 PH 2009-10-24 1250 OH1O          59  15     PJ4K          59  9
QSO: 21000 PH 2009-10-24 1251 OH1O          59  15     EA1DR         59  14
QSO: 21000 PH 2009-10-24 1252 OH1O          59  15     CR3A          59  33
QSO: 21000 PH 2009-10-24 1255 OH1O          59  15     ZV2C          59  11
QSO: 21000 PH 2009-10-24 1256 OH1O          59  15     EC1KV         59  14
QSO: 21000 PH 2009-10-24 1257 OH1O          59  15     PX2T          59  11
QSO: 21000 PH 2009-10-24 1257 OH1O          59  15     LY8O          59  15
QSO: 21000 PH 2009-10-24 1259 OH1O          59  15     K1LZ          59  5
QSO: 21000 PH 2009-10-24 1301 OH1O          59  15     CT1BOL        59  14
QSO: 21000 PH 2009-10-24 1302 OH1O          59  15     K1RX          59  5
QSO: 21000 PH 2009-10-24 1304 OH1O          59  15     4Z4DX         59  20
QSO: 21000 PH 2009-10-24 1309 OH1O          59  15     KP2M          59  8
QSO: 21000 PH 2009-10-24 1309 OH1O          59  15     K4ZW          59  5
QSO: 21000 PH 2009-10-24 1311 OH1O          59  15     PA3AAV        59  14
QSO: 21000 PH 2009-10-24 1312 OH1O          59  15     EA8/OH6CS     59  33
QSO: 21000 PH 2009-10-24 1312 OH1O          59  15     N8II          59  5
QSO: 21000 PH 2009-10-24 1313 OH1O          59  15     EA1EVR        59  14
QSO: 21000 PH 2009-10-24 1314 OH1O          59  15     YW4D          59  9
QSO: 21000 PH 2009-10-24 1319 OH1O          59  15     K1DG          59  5
QSO: 21000 PH 2009-10-24 1323 OH1O          59  15     CQ9T          59  33
QSO: 21000 PH 2009-10-24 1323 OH1O          59  15     CR2X          59  14
QSO: 21000 PH 2009-10-24 1324 OH1O          59  15     OK7M          59  15
QSO: 21000 PH 2009-10-24 1327 OH1O          59  15     NP2B          59  8
QSO: 21000 PH 2009-10-24 1328 OH1O          59  15     IT9JQY        59  15
QSO: 21000 PH 2009-10-24 1328 OH1O          59  15     EH1K          59  14
QSO: 21000 PH 2009-10-24 1330 OH1O          59  15     PJ7/AH8DX     59  8
QSO: 21000 PH 2009-10-24 1331 OH1O          59  15     HT2N          59  7
QSO: 21000 PH 2009-10-24 1338 OH1O          59  15     V31MW         59  7
QSO: 21000 PH 2009-10-24 1339 OH1O          59  15     PS2T          59  11
QSO: 21000 PH 2009-10-24 1340 OH1O          59  15     PW2D          59  11
QSO: 21000 PH 2009-10-24 1349 OH1O          59  15     ZV2V          59  11
QSO: 21000 PH 2009-10-24 1352 OH1O          59  15     VP5T          59  8
QSO: 21000 PH 2009-10-24 1353 OH1O          59  15     VA3SWG        59  4
QSO: 21000 PH 2009-10-24 1359 OH1O          59  15     HI3TEJ        59  8
QSO: 21000 PH 2009-10-24 1400 OH1O          59  15     LQ0F          59  13
QSO: 21000 PH 2009-10-24 1401 OH1O          59  15     CE4CT         59  12
QSO: 21000 PH 2009-10-24 1401 OH1O          59  15     P40A          59  9
QSO: 21000 PH 2009-10-24 1403 OH1O          59  15     PQ5B          59  11
QSO: 21000 PH 2009-10-24 1404 OH1O          59  15     VE3EJ         59  4
QSO: 21000 PH 2009-10-24 1406 OH1O          59  15     K3LR          59  5
QSO: 21000 PH 2009-10-24 1409 OH1O          59  15     EE9Z          59  33
QSO: 21000 PH 2009-10-24 1410 OH1O          59  15     K5ZD          59  5
QSO: 21000 PH 2009-10-24 1411 OH1O          59  15     K2LE          59  5
QSO: 21000 PH 2009-10-24 1412 OH1O          59  15     W2RE          59  5
QSO: 21000 PH 2009-10-24 1413 OH1O          59  15     W9RE          59  4
QSO: 21000 PH 2009-10-24 1415 OH1O          59  15     K0TV          59  5
QSO: 21000 PH 2009-10-24 1417 OH1O          59  15     WC2K          59  5
QSO: 21000 PH 2009-10-24 1417 OH1O          59  15     K8PO          59  5
QSO: 21000 PH 2009-10-24 1419 OH1O          59  15     W3UA          59  5
QSO: 21000 PH 2009-10-24 1420 OH1O          59  15     W2BC          59  5
QSO: 21000 PH 2009-10-24 1421 OH1O          59  15     K1IR          59  5
QSO: 21000 PH 2009-10-24 1427 OH1O          59  15     N2RM          59  5
QSO: 21000 PH 2009-10-24 1429 OH1O          59  15     LU1YY         59  13
QSO: 21000 PH 2009-10-24 1431 OH1O          59  15     K4EA          59  5
QSO: 21000 PH 2009-10-24 1432 OH1O          59  15     K3CR          59  5
QSO: 21000 PH 2009-10-24 1434 OH1O          59  15     K3WW          59  5
QSO: 21000 PH 2009-10-24 1435 OH1O          59  15     NP4Z          59  8
QSO: 21000 PH 2009-10-24 1437 OH1O          59  15     K4SSU         59  5
QSO: 21000 PH 2009-10-24 1442 OH1O          59  15     W3JK          59  5
QSO: 21000 PH 2009-10-24 1444 OH1O          59  15     OE2S          59  15
QSO: 21000 PH 2009-10-24 1447 OH1O          59  15     8P5A          59  8
QSO: 21000 PH 2009-10-24 1450 OH1O          59  15     HC8A          59  10
QSO: 21000 PH 2009-10-24 1452 OH1O          59  15     LP1H          59  13
QSO: 21000 PH 2009-10-24 1453 OH1O          59  15     LV5V          59  13
QSO: 21000 PH 2009-10-24 1517 OH1O          59  15     PT2CM         59  11
QSO: 21000 PH 2009-10-24 1518 OH1O          59  15     ZY7C          59  11
QSO: 21000 PH 2009-10-24 1519 OH1O          59  15     EB5WC         59  14
QSO: 14000 PH 2009-10-24 1521 OH1O          59  15     GM0IIO        59  14
QSO: 14000 PH 2009-10-24 1522 OH1O          59  15     E78DX         59  15
QSO: 14000 PH 2009-10-24 1523 OH1O          59  15     PD2EDR        59  14
QSO: 14000 PH 2009-10-24 1523 OH1O          59  15     9A4C          59  15
QSO: 14000 PH 2009-10-24 1525 OH1O          59  15     VE3AAQ        59  4
QSO: 14000 PH 2009-10-24 1526 OH1O          59  15     SP4XQN        59  15
QSO: 14000 PH 2009-10-24 1526 OH1O          59  15     Z37M          59  15
QSO: 14000 PH 2009-10-24 1527 OH1O          59  15     IQ3TN         59  15
QSO: 14000 PH 2009-10-24 1528 OH1O          59  15     EO3Q          59  16
QSO: 14000 PH 2009-10-24 1530 OH1O          59  15     F4ASK         59  14
QSO: 14000 PH 2009-10-24 1531 OH1O          59  15     TF3AM         59  40
QSO: 14000 PH 2009-10-24 1532 OH1O          59  15     DL0TD         59  14
QSO: 14000 PH 2009-10-24 1532 OH1O          59  15     HG7T          59  15
QSO: 14000 PH 2009-10-24 1533 OH1O          59  15     DM3MM         59  14
QSO: 14000 PH 2009-10-24 1534 OH1O          59  15     RN3QO         59  16
QSO: 14000 PH 2009-10-24 1535 OH1O          59  15     RZ1ZZ         59  16
QSO: 14000 PH 2009-10-24 1537 OH1O          59  15     UA9CLM        59  17
QSO: 14000 PH 2009-10-24 1537 OH1O          59  15     KC1XX         59  5
QSO: 14000 PH 2009-10-24 1537 OH1O          59  15     AA1K          59  5
QSO: 14000 PH 2009-10-24 1538 OH1O          59  15     VP5T          59  8
QSO: 14000 PH 2009-10-24 1539 OH1O          59  15     IQ2MG         59  15
QSO: 14000 PH 2009-10-24 1539 OH1O          59  15     K3LR          59  5
QSO: 14000 PH 2009-10-24 1540 OH1O          59  15     VE3C          59  5
QSO: 14000 PH 2009-10-24 1541 OH1O          59  15     S57RTH        59  15
QSO: 14000 PH 2009-10-24 1542 OH1O          59  15     K1TTT         59  5
QSO: 14000 PH 2009-10-24 1543 OH1O          59  15     G4ERW         59  14
QSO: 14000 PH 2009-10-24 1544 OH1O          59  15     S57AL         59  15
QSO: 14000 PH 2009-10-24 1548 OH1O          59  15     9K2K          59  21
QSO: 14000 PH 2009-10-24 1550 OH1O          59  15     K0TV          59  5
QSO: 14000 PH 2009-10-24 1551 OH1O          59  15     K2Z           59  5
QSO: 14000 PH 2009-10-24 1553 OH1O          59  15     HB0/HB9AON    59  14
QSO: 14000 PH 2009-10-24 1554 OH1O          59  15     IR8A          59  15
QSO: 14000 PH 2009-10-24 1557 OH1O          59  15     M0WLF         59  14
QSO: 14000 PH 2009-10-24 1558 OH1O          59  15     TM2S          59  14
QSO: 14000 PH 2009-10-24 1600 OH1O          59  15     HB9H          59  14
QSO: 14000 PH 2009-10-24 1600 OH1O          59  15     YT9X          59  15
QSO: 14000 PH 2009-10-24 1601 OH1O          59  15     SK7OA         59  14
QSO: 14000 PH 2009-10-24 1603 OH1O          59  15     K1KP          59  5
QSO: 14000 PH 2009-10-24 1604 OH1O          59  15     CT1JLZ        59  14
QSO: 14000 PH 2009-10-24 1605 OH1O          59  15     UN1O          59  17
QSO: 14000 PH 2009-10-24 1607 OH1O          59  15     4U1ITU        59  14
QSO: 14000 PH 2009-10-24 1608 OH1O          59  15     K3NA          59  5
QSO: 14000 PH 2009-10-24 1608 OH1O          59  15     EA2VE         59  14
QSO: 14000 PH 2009-10-24 1610 OH1O          59  15     TM9R          59  14
QSO: 14000 PH 2009-10-24 1611 OH1O          59  15     EI4GYB        59  14
QSO: 14000 PH 2009-10-24 1612 OH1O          59  15     F5UFX         59  14
QSO: 14000 PH 2009-10-24 1612 OH1O          59  15     EI2CN         59  14
QSO: 14000 PH 2009-10-24 1614 OH1O          59  15     4L8A          59  21
QSO: 14000 PH 2009-10-24 1615 OH1O          59  15     WB9Z          59  4
QSO: 14000 PH 2009-10-24 1616 OH1O          59  15     CR3L          59  33
QSO: 14000 PH 2009-10-24 1618 OH1O          59  15     LN8W          59  14
QSO: 14000 PH 2009-10-24 1620 OH1O          59  15     EK8WA         59  21
QSO: 14000 PH 2009-10-24 1622 OH1O          59  15     N4WW          59  5
QSO: 14000 PH 2009-10-24 1623 OH1O          59  15     CR3A          59  33
QSO: 14000 PH 2009-10-24 1625 OH1O          59  15     OT2A          59  14
QSO: 14000 PH 2009-10-24 1628 OH1O          59  15     OL7R          59  15
QSO: 14000 PH 2009-10-24 1628 OH1O          59  15     K1DG          59  5
QSO: 14000 PH 2009-10-24 1631 OH1O          59  15     NK7U          59  3
QSO: 14000 PH 2009-10-24 1634 OH1O          59  15     ER7DX         59  16
QSO: 14000 PH 2009-10-24 1637 OH1O          59  15     TK9R          59  15
QSO: 14000 PH 2009-10-24 1737 OH1O          59  15     C4I           59  20
QSO: 14000 PH 2009-10-24 1739 OH1O          59  15     VE2IM         59  2
QSO: 14000 PH 2009-10-24 1740 OH1O          59  15     VE3CX         59  4
QSO: 14000 PH 2009-10-24 1740 OH1O          59  15     VC3O          59  4
QSO: 14000 PH 2009-10-24 1741 OH1O          59  15     9Y4D          59  9
QSO: 14000 PH 2009-10-24 1742 OH1O          59  15     PA6Z          59  14
QSO: 14000 PH 2009-10-24 1745 OH1O          59  15     VE3EJ         59  4
QSO: 14000 PH 2009-10-24 1746 OH1O          59  15     VE2DXY        59  2
QSO: 14000 PH 2009-10-24 1748 OH1O          59  15     ZS4U          59  38
QSO: 14000 PH 2009-10-24 1749 OH1O          59  15     ZY2C          59  11
QSO: 14000 PH 2009-10-24 1754 OH1O          59  15     4L0A          59  21
QSO: 14000 PH 2009-10-24 1755 OH1O          59  15     WE3C          59  5
QSO: 14000 PH 2009-10-24 1759 OH1O          59  15     K3WW          59  5
QSO: 14000 PH 2009-10-24 1800 OH1O          59  15     AM2T          59  14
QSO: 14000 PH 2009-10-24 1806 OH1O          59  15     4L1FP         59  21
QSO: 14000 PH 2009-10-24 1808 OH1O          59  15     LZ1BJ         59  20
QSO: 14000 PH 2009-10-24 1812 OH1O          59  15     8P5A          59  8
QSO: 14000 PH 2009-10-24 1812 OH1O          59  15     TO7A          59  8
QSO: 14000 PH 2009-10-24 1818 OH1O          59  15     K1RX          59  5
