START-OF-LOG: 3.0
CALLSIGN: LA6CF
Category-Band: ALL
Category-Power: LOW
Category-Assisted: NON-ASSISTED
CLAIMED-SCORE:
LOCATION: DX
CONTEST: CQ-WW-SSB
NAME: 'Jim' Jorgen S Aabech
SOAPBOX: just fooling around to see if any intersting callsigns show up
QSO: 28452 PH 2009-10-24 1039 LA6CF         59  14     P33W          59  20     0
QSO: 28435 PH 2009-10-24 1040 LA6CF         59  14     5B/G3RXQ      59  20     0
QSO: 28453 PH 2009-10-24 1042 LA6CF         59  14     4Z4DX         59  20     0
QSO: 14139 PH 2009-10-24 1049 LA6CF         59  14     LY1CO         59  15     0
QSO: 14144 PH 2009-10-24 1050 LA6CF         59  14     RW0A          59  18     0
QSO: 14178 PH 2009-10-24 1054 LA6CF         59  14     N2RM          59  05     0
QSO: 14180 PH 2009-10-24 1056 LA6CF         59  14     AA1K          59  05     0
QSO: 14226 PH 2009-10-24 1100 LA6CF         59  14     K3NA          59  05     0
QSO: 14117 PH 2009-10-24 1107 LA6CF         59  14     JH4UYB        59  25     0
QSO: 14124 PH 2009-10-24 1108 LA6CF         59  14     JG2KKG        59  25     0
QSO: 14131 PH 2009-10-24 1115 LA6CF         59  14     P40A          59  09     0
QSO: 14138 PH 2009-10-24 1118 LA6CF         59  14     AA4V/VP9      59  05     0
QSO: 14150 PH 2009-10-24 1124 LA6CF         59  14     W3LPL         59  05     0
QSO: 14156 PH 2009-10-24 1125 LA6CF         59  14     W5WMU         59  05     0
QSO: 14102 PH 2009-10-24 1133 LA6CF         59  14     PJ2T          59  09     0
QSO: 14111 PH 2009-10-24 1135 LA6CF         59  14     VP5DX         59  08     0
QSO: 14124 PH 2009-10-24 1143 LA6CF         59  14     VC3O          59  04     0
QSO: 14108 PH 2009-10-24 1156 LA6CF         59  14     VE2IM         59  02     0
QSO: 14115 PH 2009-10-24 1216 LA6CF         59  14     VE3RZ         59  04     0
QSO: 14122 PH 2009-10-24 1217 LA6CF         59  14     VE3EJ         59  04     0
QSO: 28500 PH 2009-10-24 1224 LA6CF         59  14     TK9R          59  15     0
QSO: 28495 PH 2009-10-24 1227 LA6CF         59  14     S57WJ         59  15     0
QSO: 28486 PH 2009-10-24 1228 LA6CF         59  14     YR8D          59  20     0
QSO: 28468 PH 2009-10-24 1235 LA6CF         59  14     S53EO         59  15     0
QSO: 21134 PH 2009-10-24 1240 LA6CF         59  14     A41MX         59  21     0
QSO: 21148 PH 2009-10-24 1244 LA6CF         59  14     HZ1PS         59  21     0
QSO: 21186 PH 2009-10-24 1247 LA6CF         59  14     TA2/DL7BC     59  20     0
QSO: 21208 PH 2009-10-24 1249 LA6CF         59  14     K4VV          59  05     0
QSO: 21223 PH 2009-10-24 1251 LA6CF         59  14     WE3C          59  05     0
QSO: 21224 PH 2009-10-24 1252 LA6CF         59  14     W3LPL         59  05     0
QSO: 21244 PH 2009-10-24 1255 LA6CF         59  14     K8PO          59  05     0
QSO: 21256 PH 2009-10-24 1257 LA6CF         59  14     EA9IE         59  33     0
QSO: 21130 PH 2009-10-24 1313 LA6CF         59  14     PS2T          59  11     0
QSO: 21139 PH 2009-10-24 1315 LA6CF         59  14     PW2D          59  11     0
QSO: 21143 PH 2009-10-24 1316 LA6CF         59  14     ZV2V          59  11     0
QSO: 21161 PH 2009-10-24 1325 LA6CF         59  14     AM1T          59  14     0
QSO: 21162 PH 2009-10-24 1515 LA6CF         59  14     LQ0F          59  13     0
QSO: 21213 PH 2009-10-24 1518 LA6CF         59  14     ZX5J          59  11     0
QSO: 21273 PH 2009-10-24 1541 LA6CF         59  14     TS9A          59  33     0
QSO: 21171 PH 2009-10-24 1549 LA6CF         59  14     ZS6BQI        59  38     0
QSO: 21214 PH 2009-10-24 1624 LA6CF         59  14     ZS4U          59  38     0
QSO: 7197  PH 2009-10-24 1630 LA6CF         59  14     RW2F          59  15     0
QSO: 3790  PH 2009-10-25 0457 LA6CF         59  14     ES5RY         59  15     0
QSO: 3778  PH 2009-10-25 0500 LA6CF         59  14     SP3GEM        59  15     0
QSO: 7031  PH 2009-10-25 0642 LA6CF         59  14     V26B          59  08     0
QSO: 3793  PH 2009-10-25 0658 LA6CF         59  14     GI5K          59  14     0
QSO: 7180  PH 2009-10-25 0703 LA6CF         59  14     W3LPL         59  05     0
QSO: 7136  PH 2009-10-25 0708 LA6CF         59  14     EW8KY         59  16     0
QSO: 21262 PH 2009-10-25 0751 LA6CF         59  14     SX1L          59  20     0
QSO: 21280 PH 2009-10-25 0757 LA6CF         59  14     SV3AQR        59  20     0
QSO: 14105 PH 2009-10-25 0801 LA6CF         59  14     UN7MMM        59  17     0
QSO: 21128 PH 2009-10-25 0817 LA6CF         59  14     AA4V/VP9      59  05     0
QSO: 28530 PH 2009-10-25 1112 LA6CF         59  14     EE9Z          59  33     0
QSO: 21123 PH 2009-10-25 1115 LA6CF         59  14     3V8SS         59  33     0
QSO: 21125 PH 2009-10-25 1116 LA6CF         59  14     ZX2B          59  11     0
QSO: 21169 PH 2009-10-25 1120 LA6CF         59  14     9K2HN         59  21     0
QSO: 21216 PH 2009-10-25 1124 LA6CF         59  14     ZY7C          59  11     0
QSO: 21257 PH 2009-10-25 1127 LA6CF         59  14     ZS9X          59  38     0
QSO: 21262 PH 2009-10-25 1129 LA6CF         59  14     5B4KH         59  20     0
QSO: 21273 PH 2009-10-25 1135 LA6CF         59  14     IG9S          59  33     0
QSO: 21396 PH 2009-10-25 1140 LA6CF         59  14     AO8A          59  33     0
QSO: 14110 PH 2009-10-25 1144 LA6CF         59  14     8P5A          59  08     0
QSO: 14117 PH 2009-10-25 1147 LA6CF         59  14     YW5L          59  09     0
QSO: 14119 PH 2009-10-25 1148 LA6CF         59  14     HI3TEJ        59  08     0
QSO: 14130 PH 2009-10-25 1151 LA6CF         59  14     B7P           59  24     0
QSO: 21359 PH 2009-10-25 1158 LA6CF         59  14     KP2M          59  08     0
QSO: 28439 PH 2009-10-25 1158 LA6CF         59  14     CN2R          59  33     0
QSO: 21116 PH 2009-10-25 1205 LA6CF         59  14     8P5A          59  08     0
QSO: 21120 PH 2009-10-25 1207 LA6CF         59  14     FS/K1XM       59  08     0
QSO: 21161 PH 2009-10-25 1231 LA6CF         59  14     LP1H          59  13     0
QSO: 21221 PH 2009-10-25 1235 LA6CF         59  14     PX2T          59  11     0
QSO: 21361 PH 2009-10-25 1242 LA6CF         59  14     JY5CC         59  20     0
QSO: 21108 PH 2009-10-25 1254 LA6CF         59  14     HT2N          59  07     0
QSO: 21114 PH 2009-10-25 1258 LA6CF         59  14     HI3K          59  08     0
QSO: 21124 PH 2009-10-25 1300 LA6CF         59  14     PP1CZ         59  11     0
QSO: 21139 PH 2009-10-25 1303 LA6CF         59  14     ST2KSS        59  34     0
QSO: 21290 PH 2009-10-25 1311 LA6CF         59  14     CR6P          59  14     0
QSO: 21094 PH 2009-10-25 1317 LA6CF         59  14     V48M          59  08     0
QSO: 21103 PH 2009-10-25 1358 LA6CF         59  14     LP2F          59  13     0
QSO: 21105 PH 2009-10-25 1359 LA6CF         59  14     3V8SS         59  33     0
QSO: 21113 PH 2009-10-25 1400 LA6CF         59  14     ZP8VAO        59  11     0
QSO: 21169 PH 2009-10-25 1405 LA6CF         59  14     PY3UEB        59  11     0
QSO: 21156 PH 2009-10-25 1410 LA6CF         59  14     IM0/IK0FMB    59  15     0
QSO: 21304 PH 2009-10-25 1416 LA6CF         59  14     EK3SA         59  21     0
QSO: 14108 PH 2009-10-25 1428 LA6CF         59  14     VP5T          59  08     0
QSO: 14112 PH 2009-10-25 1429 LA6CF         59  14     VE3AAQ        59  04     0
QSO: 21108 PH 2009-10-25 1434 LA6CF         59  14     LT1F          59  13     0
QSO: 21195 PH 2009-10-25 1439 LA6CF         59  14     P43A          59  09     0
QSO: 14101 PH 2009-10-25 1448 LA6CF         59  14     GJ2A          59  14     0
QSO: 14125 PH 2009-10-25 1451 LA6CF         59  14     8P6EX         59  08     0
QSO: 21139 PH 2009-10-25 1505 LA6CF         59  14     HI3TEJ        59  08     0
QSO: 21106 PH 2009-10-25 1508 LA6CF         59  14     VP5T          59  08     0
QSO: 21112 PH 2009-10-25 1512 LA6CF         59  14     PQ5B          59  11     0
QSO: 7173  PH 2009-10-25 1930 LA6CF         59  14     P33W          59  20     0
QSO: 7107  PH 2009-10-25 2135 LA6CF         59  14     HA5X          59  15     0
QSO: 3775  PH 2009-10-25 2143 LA6CF         59  14     UW5U          59  16     0
QSO: 3773  PH 2009-10-25 2144 LA6CF         59  14     GM2T          59  14     0
QSO: 3728  PH 2009-10-25 2147 LA6CF         59  14     9A7A          59  15     0
QSO: 3708  PH 2009-10-25 2148 LA6CF         59  14     PI4DX         59  14     0
QSO: 3791  PH 2009-10-25 2341 LA6CF         59  14     RW2F          59  15     0
END-OF-LOG:
