START-OF-LOG: 2.0
CREATED-BY: Win-Test 4.13.0
CONTEST: EA-MAJESTAD-SSB
URE-SECTION: A
CALLSIGN: EA5BZ
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 14755
OPERATORS: 
CLUB: URE
NAME: Ruben Navarro Huedo
SOAPBOX: Tras varios años sin participar por causas personales este año he
SOAPBOX: podido tener una presencia simbólica en el que fue mi primer concurso
SOAPBOX: de HF. Participación de apenas hora y media en 10, 15 y 40 metros. 
SOAPBOX: Usando mi FLEX-3000, amplificador Yaesu FL-7000 y antena vertical
SOAPBOX: Cushcraft R8. Quizás por la propagación, pero el tiempo que he estado
SOAPBOX: parecía haber poca participación de EA's. Me han sorprendido algunas
QSO:  7000 PH 2015-06-27 1249 EA5BZ         59  A      EA4CA         59  M     
QSO:  7000 PH 2015-06-27 1250 EA5BZ         59  A      EA2DPS        59  BI    
QSO:  7000 PH 2015-06-27 1251 EA5BZ         59  A      EA5GUQ        59  MU    
QSO:  7000 PH 2015-06-27 1252 EA5BZ         59  A      EA4YW         59  BA    
QSO:  7000 PH 2015-06-27 1252 EA5BZ         59  A      EC1ALT        59  O     
QSO:  7000 PH 2015-06-27 1253 EA5BZ         59  A      EA7SS         59  SE    
QSO:  7000 PH 2015-06-27 1253 EA5BZ         59  A      EA7HHT        59  MA    
QSO:  7000 PH 2015-06-27 1256 EA5BZ         59  A      EA7HOU        59  AL    
QSO:  7000 PH 2015-06-27 1257 EA5BZ         59  A      EA1ABT        59  S     
QSO:  7000 PH 2015-06-27 1258 EA5BZ         59  A      EA7BY         59  SE    
QSO:  7000 PH 2015-06-27 1258 EA5BZ         59  A      EA7EJF        59  GR    
QSO:  7000 PH 2015-06-27 1300 EA5BZ         59  A      EA7PSD        59  CO    
QSO:  7000 PH 2015-06-27 1302 EA5BZ         59  A      EA5LD         59  V     
QSO:  7000 PH 2015-06-27 1302 EA5BZ         59  A      EA4APP        59  M     
QSO:  7000 PH 2015-06-27 1303 EA5BZ         59  A      EA2BV         59  NA    
QSO:  7000 PH 2015-06-27 1303 EA5BZ         59  A      EA7JQT        59  SE    
QSO:  7000 PH 2015-06-27 1304 EA5BZ         59  A      EA4FJX        59  M     
QSO:  7000 PH 2015-06-27 1304 EA5BZ         59  A      EA7JJZ        59  MA    
QSO:  7000 PH 2015-06-27 1304 EA5BZ         59  A      EA5HJO        59  A     
QSO:  7000 PH 2015-06-27 1305 EA5BZ         59  A      EB1EB         59  S     
QSO:  7000 PH 2015-06-27 1306 EA5BZ         59  A      EA3HIP        59  B     
QSO:  7000 PH 2015-06-27 1307 EA5BZ         59  A      EA1IH         59  O     
QSO:  7000 PH 2015-06-27 1307 EA5BZ         59  A      EB5TC         59  V     
QSO:  7000 PH 2015-06-27 1308 EA5BZ         59  A      EA4FTE        59  BA    
QSO:  7000 PH 2015-06-27 1310 EA5BZ         59  A      EA7YA         59  CO    
QSO:  7000 PH 2015-06-27 1311 EA5BZ         59  A      EA3CXM        59  L     
QSO:  7000 PH 2015-06-27 1313 EA5BZ         59  A      EA5AWY        59  A     
QSO:  7000 PH 2015-06-27 1314 EA5BZ         59  A      EE7Y          59  H     
QSO:  7000 PH 2015-06-27 1315 EA5BZ         59  A      EA5ICP        59  MU    
QSO:  7000 PH 2015-06-27 1315 EA5BZ         59  A      EA7ANC        59  GR    
QSO:  7000 PH 2015-06-27 1318 EA5BZ         59  A      EE3X          59  B     
QSO:  7000 PH 2015-06-27 1318 EA5BZ         59  A      EA5FGK        59  A     
QSO:  7000 PH 2015-06-27 1320 EA5BZ         59  A      EA5BL         59  CS    
QSO:  7000 PH 2015-06-27 1320 EA5BZ         59  A      EA5GXH        59  MU    
QSO:  7000 PH 2015-06-27 1321 EA5BZ         59  A      EB3FIS/P      59  GI    
QSO:  7000 PH 2015-06-27 1322 EA5BZ         59  A      EA4GBA        59  CC    
QSO:  7000 PH 2015-06-27 1323 EA5BZ         59  A      EA7KU         59  GR    
QSO:  7000 PH 2015-06-27 1324 EA5BZ         59  A      EA4AAI        59  M     
QSO:  7000 PH 2015-06-27 1324 EA5BZ         59  A      EA1WD         59  S     
QSO:  7000 PH 2015-06-27 1325 EA5BZ         59  A      EA2AF         59  SS    
QSO:  7000 PH 2015-06-27 1325 EA5BZ         59  A      EA7AHA        59  CA    
QSO:  7000 PH 2015-06-27 1429 EA5BZ         59  A      ED3S          59  GI    
QSO:  7000 PH 2015-06-27 1431 EA5BZ         59  A      EA4CRP        59  BA    
QSO:  7000 PH 2015-06-27 1431 EA5BZ         59  A      EC7TL         59  H     
QSO:  7000 PH 2015-06-27 1433 EA5BZ         59  A      EA1ER         59  O     
QSO:  7000 PH 2015-06-27 1435 EA5BZ         59  A      EA5LG         59  V     
QSO:  7000 PH 2015-06-27 1435 EA5BZ         59  A      EA3FAB        59  B     
QSO:  7000 PH 2015-06-27 1436 EA5BZ         59  A      EA1OL         59  L     
QSO:  7000 PH 2015-06-27 1437 EA5BZ         59  A      EC1DD         59  PO    
QSO: 21000 PH 2015-06-27 1441 EA5BZ         59  A      R9AE          59  039   
QSO: 21000 PH 2015-06-27 1447 EA5BZ         59  A      YC1HLT        59  013   
QSO: 21000 PH 2015-06-27 1447 EA5BZ         59  A      EA5HJO        59  A     
QSO: 21000 PH 2015-06-27 1448 EA5BZ         59  A      OD5PY         59  007   
QSO: 21000 PH 2015-06-27 1448 EA5BZ         59  A      PA1NL         59  096   
QSO: 21000 PH 2015-06-27 1449 EA5BZ         59  A      JR3AAZ        59  017   
QSO: 21000 PH 2015-06-27 1452 EA5BZ         59  A      JI3MJK        59  004   
QSO: 21000 PH 2015-06-27 1453 EA5BZ         59  A      RN4SC         59  029   
QSO: 21000 PH 2015-06-27 1453 EA5BZ         59  A      EA8URG        59  TF    
QSO: 21000 PH 2015-06-27 1454 EA5BZ         59  A      JA2KSI        59  003   
QSO: 21000 PH 2015-06-27 1456 EA5BZ         59  A      G4FVK         59  006   
QSO: 21000 PH 2015-06-27 1459 EA5BZ         59  A      RT9X          59  013   
QSO: 21000 PH 2015-06-27 1501 EA5BZ         59  A      RM4I          59  015   
QSO: 21000 PH 2015-06-27 1502 EA5BZ         59  A      MM0GOR        59  101   
QSO: 21000 PH 2015-06-27 1502 EA5BZ         59  A      EA8MT         59  GC    
QSO: 21000 PH 2015-06-27 1503 EA5BZ         59  A      PA0MIR        59  012   
QSO: 21000 PH 2015-06-27 1503 EA5BZ         59  A      RW9USA        59  105   
QSO: 21000 PH 2015-06-27 1504 EA5BZ         59  A      EE5O          59  A     
QSO: 21000 PH 2015-06-27 1505 EA5BZ         59  A      DF2RR         59  011   
QSO: 28000 PH 2015-06-27 1512 EA5BZ         59  A      EA8URG        59  TF    
QSO: 28000 PH 2015-06-27 1513 EA5BZ         59  A      PY2MP         59  016   
QSO: 28000 PH 2015-06-27 1514 EA5BZ         59  A      G7AZA         59  003   
QSO:  7000 PH 2015-06-28 1049 EA5BZ         59  A      EA5HEP        59  A     
QSO:  7000 PH 2015-06-28 1050 EA5BZ         59  A      EA2DCD        59  BI    
QSO:  7000 PH 2015-06-28 1050 EA5BZ         59  A      EA5IBQ        59  A     
QSO:  7000 PH 2015-06-28 1051 EA5BZ         59  A      EA5XC         59  A     
QSO:  7000 PH 2015-06-28 1052 EA5BZ         59  A      ED7B          59  CO    
QSO:  7000 PH 2015-06-28 1053 EA5BZ         59  A      EC7AMY        59  SE    
QSO:  7000 PH 2015-06-28 1055 EA5BZ         59  A      EA7JB         59  GR    
QSO:  7000 PH 2015-06-28 1055 EA5BZ         59  A      EA7YT         59  MA    
QSO:  7000 PH 2015-06-28 1056 EA5BZ         59  A      F5VMN         59  512   
QSO:  7000 PH 2015-06-28 1057 EA5BZ         59  A      EA2LMI        59  NA    
QSO: 21000 PH 2015-06-28 1108 EA5BZ         59  A      UN9GD         59  003   
QSO: 21000 PH 2015-06-28 1109 EA5BZ         59  A      UT3EK         59  114   
QSO: 21000 PH 2015-06-28 1109 EA5BZ         59  A      EC8AXS        59  GC    
QSO: 21000 PH 2015-06-28 1110 EA5BZ         59  A      9A29TA        59  315   
QSO: 21000 PH 2015-06-28 1110 EA5BZ         59  A      DD8SM         59  188   
QSO: 21000 PH 2015-06-28 1111 EA5BZ         59  A      DO6AZ         59  004   
QSO: 21000 PH 2015-06-28 1111 EA5BZ         59  A      US3LX         59  115   
QSO: 21000 PH 2015-06-28 1112 EA5BZ         59  A      HG6V          59  596   
QSO: 21000 PH 2015-06-28 1112 EA5BZ         59  A      ED1R          59  AV    
QSO: 21000 PH 2015-06-28 1113 EA5BZ         59  A      HA5KLF        59  060   
QSO: 21000 PH 2015-06-28 1113 EA5BZ         59  A      UX3HX         59  028   
QSO: 21000 PH 2015-06-28 1113 EA5BZ         59  A      A65BP         59  026   
QSO: 21000 PH 2015-06-28 1115 EA5BZ         59  A      F4HCK         59  152   
QSO: 21000 PH 2015-06-28 1116 EA5BZ         59  A      DL2SWR        59  214   
QSO: 21000 PH 2015-06-28 1116 EA5BZ         59  A      EA4AMS        59  M     
QSO: 21000 PH 2015-06-28 1118 EA5BZ         59  A      F5BBD         59  085   
QSO: 21000 PH 2015-06-28 1118 EA5BZ         59  A      EA5LD         59  V     
QSO: 21000 PH 2015-06-28 1119 EA5BZ         59  A      IZ7ZKV        59  123   
QSO: 21000 PH 2015-06-28 1119 EA5BZ         59  A      EA8CJ         59  TF    
QSO: 21000 PH 2015-06-28 1120 EA5BZ         59  A      UR5EAF        59  085   
QSO: 21000 PH 2015-06-28 1120 EA5BZ         59  A      DL1NKS        59  253   
QSO: 21000 PH 2015-06-28 1121 EA5BZ         59  A      ED1B          59  O     
QSO: 21000 PH 2015-06-28 1122 EA5BZ         59  A      PA3DBS        59  192   
QSO: 21000 PH 2015-06-28 1123 EA5BZ         59  A      EC1DD         59  PO    
QSO: 21000 PH 2015-06-28 1124 EA5BZ         59  A      DO7DC         59  047   
QSO: 21000 PH 2015-06-28 1124 EA5BZ         59  A      YT7Z          59  437   
QSO: 21000 PH 2015-06-28 1124 EA5BZ         59  A      RW3AI         59  042   
QSO: 21000 PH 2015-06-28 1125 EA5BZ         59  A      OM7AB         59  228   
QSO: 21000 PH 2015-06-28 1126 EA5BZ         59  A      RG5A          59  430   
QSO: 21000 PH 2015-06-28 1126 EA5BZ         59  A      RY6Y          59  1018  
QSO: 21000 PH 2015-06-28 1127 EA5BZ         59  A      OK1RIG        59  103   
QSO: 21000 PH 2015-06-28 1130 EA5BZ         59  A      RA9APG        59  139   
QSO: 21000 PH 2015-06-28 1131 EA5BZ         59  A      EA8CXG        59  TF    
QSO: 21000 PH 2015-06-28 1133 EA5BZ         59  A      2E0SSX        59  149   
QSO: 21000 PH 2015-06-28 1133 EA5BZ         59  A      DL7MAL        59  074   
QSO: 21000 PH 2015-06-28 1134 EA5BZ         59  A      DL0PF         59  074   
QSO: 21000 PH 2015-06-28 1134 EA5BZ         59  A      ON4AIQ        59  019   
QSO: 21000 PH 2015-06-28 1135 EA5BZ         59  A      SK2T          59  426   
QSO: 21000 PH 2015-06-28 1136 EA5BZ         59  A      G3GAF         59  010   
QSO: 21000 PH 2015-06-28 1138 EA5BZ         59  A      DL5LB         59  097   
QSO: 21000 PH 2015-06-28 1138 EA5BZ         59  A      EA2BV         59  NA    
QSO: 21000 PH 2015-06-28 1138 EA5BZ         59  A      ES2IPA        59  071   
QSO: 21000 PH 2015-06-28 1139 EA5BZ         59  A      DL0DX         59  084   
END-OF-LOG:
