START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: KQ4AV
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 90300
NAME: Gene Schmig
LOCATION: NC
OPERATORS: KQ4AV
CLUB:
CREATED-BY: N3FJP's CQ WW DX RTTY Contest Log 2.1
QSO: 14086 RY 2019-09-28 1339 KQ4AV         599 05 NC  P49X          599 09 DX
QSO: 14088 RY 2019-09-28 1344 KQ4AV         599 05 NC  IZ3GOM        599 15 DX
QSO: 14088 RY 2019-09-28 1348 KQ4AV         599 05 NC  OM4Q          599 15 DX
QSO: 14091 RY 2019-09-28 1357 KQ4AV         599 05 NC  YL2CI         599 15 DX
QSO: 14094 RY 2019-09-28 1408 KQ4AV         599 05 NC  HG7T          599 15 DX
QSO: 14095 RY 2019-09-28 1411 KQ4AV         599 05 NC  EI8IU         599 14 DX
QSO: 14095 RY 2019-09-28 1415 KQ4AV         599 05 NC  SO4M          599 15 DX
QSO: 14096 RY 2019-09-28 1417 KQ4AV         599 05 NC  DK3T          599 14 DX
QSO: 14000 RY 2019-09-28 2307 KQ4AV         599 05 NC  VE3GYL        599 04 ON  0
QSO: 14000 RY 2019-09-28 2311 KQ4AV         599 05 NC  N7NM          599 03 WA  0
QSO: 14000 RY 2019-09-28 2314 KQ4AV         599 05 NC  WC7Q          599 03 WA  0
QSO: 14000 RY 2019-09-28 2316 KQ4AV         599 05 NC  W7QDM         599 03 ID  0
QSO: 14000 RY 2019-09-28 2319 KQ4AV         599 05 NC  N6WM          599 03 CA  0
QSO: 14000 RY 2019-09-28 2323 KQ4AV         599 05 NC  K7BTW         599 03 WA  0
QSO: 14000 RY 2019-09-28 2326 KQ4AV         599 05 NC  K5AM          599 04 NM  0
QSO: 14000 RY 2019-09-28 2328 KQ4AV         599 05 NC  KR7Q          599 04 MT  0
QSO:  7000 RY 2019-09-28 2343 KQ4AV         599 05 NC  ED3M          599 14 DX  0
QSO:  7000 RY 2019-09-28 2345 KQ4AV         599 05 NC  9A1A          599 15 DX  0
QSO:  7000 RY 2019-09-28 2348 KQ4AV         599 05 NC  ED1L          599 14 DX  0
QSO:  7000 RY 2019-09-28 2354 KQ4AV         599 05 NC  KB1W          599 05 MA  0
QSO:  7000 RY 2019-09-28 2355 KQ4AV         599 05 NC  WM5DX         599 04 MS  0
QSO:  7000 RY 2019-09-29 0004 KQ4AV         599 05 NC  AE4ED         599 05 AL  0
QSO:  7000 RY 2019-09-29 0008 KQ4AV         599 05 NC  S53F          599 15 DX  0
QSO:  7000 RY 2019-09-29 0011 KQ4AV         599 05 NC  K3LR          599 05 PA  0
QSO:  7000 RY 2019-09-29 0020 KQ4AV         599 05 NC  VE2BVV        599 05 QC  0
QSO:  7000 RY 2019-09-29 0041 KQ4AV         599 05 NC  N2PA          599 05 NY  0
QSO:  7000 RY 2019-09-29 0045 KQ4AV         599 05 NC  N7AT          599 03 AZ  0
QSO:  7000 RY 2019-09-29 0046 KQ4AV         599 05 NC  K1SFA         599 05 MA  0
QSO:  7000 RY 2019-09-29 0052 KQ4AV         599 05 NC  VA3LML        599 04 ON  0
QSO:  7000 RY 2019-09-29 0056 KQ4AV         599 05 NC  N4ZZ          599 05 TN  0
QSO:  7000 RY 2019-09-29 0103 KQ4AV         599 05 NC  HA1AG         599 15 DX  0
QSO:  7000 RY 2019-09-29 0111 KQ4AV         599 05 NC  KA5M          599 04 LA  0
QSO:  7000 RY 2019-09-29 0113 KQ4AV         599 05 NC  DP9A          599 14 DX  0
QSO:  7000 RY 2019-09-29 0124 KQ4AV         599 05 NC  W7WW          599 03 AZ  0
QSO:  7000 RY 2019-09-29 0126 KQ4AV         599 05 NC  N1IXF         599 05 CT  0
QSO:  7000 RY 2019-09-29 0130 KQ4AV         599 05 NC  K6LL          599 03 AZ  0
QSO:  7000 RY 2019-09-29 0134 KQ4AV         599 05 NC  W3RGA         599 05 PA  0
QSO:  7000 RY 2019-09-29 0136 KQ4AV         599 05 NC  VE3CX         599 04 ON  0
QSO:  7000 RY 2019-09-29 0143 KQ4AV         599 05 NC  KB9OWD        599 04 WI  0
QSO:  7000 RY 2019-09-29 0144 KQ4AV         599 05 NC  W4MLB         599 05 FL  0
QSO:  7000 RY 2019-09-29 0147 KQ4AV         599 05 NC  KT7E          599 03 OR  0
QSO:  7000 RY 2019-09-29 0149 KQ4AV         599 05 NC  AC8Y          599 04 VA  0
QSO:  7000 RY 2019-09-29 0152 KQ4AV         599 05 NC  W7ZR          599 03 AZ  0
QSO:  7000 RY 2019-09-29 0154 KQ4AV         599 05 NC  K2RET         599 05 NJ  0
QSO:  7000 RY 2019-09-29 0158 KQ4AV         599 05 NC  K7RI          599 03 WA  0
QSO:  3500 RY 2019-09-29 0205 KQ4AV         599 05 NC  N2BJ          599 05 IL  0
QSO:  3500 RY 2019-09-29 0208 KQ4AV         599 05 NC  N8TCP         599 04 OH  0
QSO:  3500 RY 2019-09-29 0210 KQ4AV         599 05 NC  W7RY          599 04 MO  0
QSO:  3500 RY 2019-09-29 0212 KQ4AV         599 05 NC  W3RGA         599 05 PA  0
QSO:  3500 RY 2019-09-29 0215 KQ4AV         599 05 NC  P49X          599 09 DX  0
QSO:  3500 RY 2019-09-29 0216 KQ4AV         599 05 NC  XE2X          599 06 DX  0
QSO:  3500 RY 2019-09-29 0218 KQ4AV         599 05 NC  N6AR          599 05 FL  0
QSO:  3500 RY 2019-09-29 0220 KQ4AV         599 05 NC  K9CT          599 04 IL  0
QSO:  3500 RY 2019-09-29 0222 KQ4AV         599 05 NC  N0AT          599 04 MN  0
QSO:  3500 RY 2019-09-29 0225 KQ4AV         599 05 NC  AA2MF         599 05 FL  0
QSO:  3500 RY 2019-09-29 0227 KQ4AV         599 05 NC  NV9L          599 04 IL  0
QSO:  3500 RY 2019-09-29 0228 KQ4AV         599 05 NC  N3QE          599 05 MD  0
QSO:  3500 RY 2019-09-29 0229 KQ4AV         599 05 NC  W5MX          599 04 KY  0
QSO:  3500 RY 2019-09-29 0230 KQ4AV         599 05 NC  W4CU          599 05 FL  0
QSO:  3500 RY 2019-09-29 0232 KQ4AV         599 05 NC  NW8S          599 04 OH  0
QSO:  7000 RY 2019-09-29 0344 KQ4AV         599 05 NC  TI2OX         599 07 DX  0
QSO:  7000 RY 2019-09-29 0403 KQ4AV         599 05 NC  K6TD          599 03 CA  0
QSO:  7000 RY 2019-09-29 0405 KQ4AV         599 05 NC  I4AVG         599 15 DX  0
QSO:  7000 RY 2019-09-29 0406 KQ4AV         599 05 NC  EA3JW         599 14 DX  0
QSO:  7000 RY 2019-09-29 0409 KQ4AV         599 05 NC  WV4P          599 04 TN  0
QSO:  7000 RY 2019-09-29 0411 KQ4AV         599 05 NC  AB0RX         599 04 MO  0
QSO:  7000 RY 2019-09-29 0418 KQ4AV         599 05 NC  W0LSD         599 04 CO  0
QSO:  7000 RY 2019-09-29 0420 KQ4AV         599 05 NC  AC4CA         599 04 TX  0
QSO:  7000 RY 2019-09-29 0421 KQ4AV         599 05 NC  CR3DX         599 33 DX  0
QSO:  7000 RY 2019-09-29 0431 KQ4AV         599 05 NC  HQ9X          599 07 DX  0
QSO:  3500 RY 2019-09-29 0442 KQ4AV         599 05 NC  W3DQS         599 05 NC  0
QSO:  3500 RY 2019-09-29 0445 KQ4AV         599 05 NC  NA7TB         599 03 AZ  0
QSO:  3500 RY 2019-09-29 0452 KQ4AV         599 05 NC  CR3W          599 33 DX  0
QSO:  3500 RY 2019-09-29 0456 KQ4AV         599 05 NC  NR4M          599 05 VA  0
QSO: 14000 RY 2019-09-29 1217 KQ4AV         599 05 NC  G4UJS         599 14 DX  0
QSO: 14000 RY 2019-09-29 1239 KQ4AV         599 05 NC  9A1A          599 15 DX  0
QSO: 14000 RY 2019-09-29 1242 KQ4AV         599 05 NC  EM0I          599 16 DX  0
QSO: 14000 RY 2019-09-29 1243 KQ4AV         599 05 NC  LY7Z          599 15 DX  0
QSO: 14000 RY 2019-09-29 1245 KQ4AV         599 05 NC  S53TM         599 15 DX  0
QSO: 14000 RY 2019-09-29 1246 KQ4AV         599 05 NC  CR3DX         599 33 DX  0
QSO: 14000 RY 2019-09-29 1250 KQ4AV         599 05 NC  F5OHM         599 14 DX  0
QSO: 14000 RY 2019-09-29 1254 KQ4AV         599 05 NC  EA1XT         599 14 DX  0
QSO: 14000 RY 2019-09-29 1255 KQ4AV         599 05 NC  M2G           599 14 DX  0
QSO: 14000 RY 2019-09-29 1300 KQ4AV         599 05 NC  CR3W          599 33 DX  0
QSO: 14000 RY 2019-09-29 1304 KQ4AV         599 05 NC  OM0M          599 15 DX  0
QSO: 14000 RY 2019-09-29 1307 KQ4AV         599 05 NC  HB9TTK        599 14 DX  0
QSO: 14000 RY 2019-09-29 1309 KQ4AV         599 05 NC  S50RY         599 15 DX  0
QSO: 14000 RY 2019-09-29 1310 KQ4AV         599 05 NC  LX7I          599 14 DX  0
QSO: 14000 RY 2019-09-29 1315 KQ4AV         599 05 NC  LZ60KAA       599 20 DX  0
QSO: 14000 RY 2019-09-29 1316 KQ4AV         599 05 NC  HA8JV         599 15 DX  0
QSO: 14000 RY 2019-09-29 1319 KQ4AV         599 05 NC  ON5AM         599 14 DX  0
QSO: 14000 RY 2019-09-29 1320 KQ4AV         599 05 NC  LY1R          599 15 DX  0
QSO: 14000 RY 2019-09-29 1325 KQ4AV         599 05 NC  S57AW         599 15 DX  0
QSO: 14000 RY 2019-09-29 1330 KQ4AV         599 05 NC  VE2GSO        599 05 QC  0
QSO: 14000 RY 2019-09-29 1333 KQ4AV         599 05 NC  IK4GNI        599 15 DX  0
QSO: 14000 RY 2019-09-29 1334 KQ4AV         599 05 NC  IW1CHX        599 15 DX  0
QSO: 14000 RY 2019-09-29 1337 KQ4AV         599 05 NC  OE2LCM        599 15 DX  0
QSO: 14000 RY 2019-09-29 1341 KQ4AV         599 05 NC  SN7Q          599 15 DX  0
QSO: 14000 RY 2019-09-29 1345 KQ4AV         599 05 NC  DA2X          599 14 DX  0
QSO: 14000 RY 2019-09-29 1347 KQ4AV         599 05 NC  P33W          599 20 DX  0
QSO: 14000 RY 2019-09-29 1355 KQ4AV         599 05 NC  ON5GQ         599 14 DX  0
QSO: 14000 RY 2019-09-29 1356 KQ4AV         599 05 NC  LY2NY         599 15 DX  0
QSO: 14000 RY 2019-09-29 1359 KQ4AV         599 05 NC  I4JED         599 15 DX  0
QSO: 14000 RY 2019-09-29 1407 KQ4AV         599 05 NC  DP9A          599 14 DX  0
QSO: 14000 RY 2019-09-29 1409 KQ4AV         599 05 NC  IQ4FA         599 15 DX  0
QSO: 14000 RY 2019-09-29 1410 KQ4AV         599 05 NC  HG1S          599 15 DX  0
QSO: 14000 RY 2019-09-29 1412 KQ4AV         599 05 NC  PA0M          599 14 DX  0
QSO: 14000 RY 2019-09-29 1418 KQ4AV         599 05 NC  MI0SAI        599 14 DX  0
QSO: 14000 RY 2019-09-29 1419 KQ4AV         599 05 NC  PA4O          599 14 DX  0
QSO: 14000 RY 2019-09-29 1421 KQ4AV         599 05 NC  DL1QW         599 14 DX  0
QSO: 14000 RY 2019-09-29 1423 KQ4AV         599 05 NC  DL0WW         599 14 DX  0
QSO: 14000 RY 2019-09-29 1424 KQ4AV         599 05 NC  F5QE          599 14 DX  0
QSO: 14000 RY 2019-09-29 1426 KQ4AV         599 05 NC  LZ6Y          599 20 DX  0
QSO: 14000 RY 2019-09-29 1432 KQ4AV         599 05 NC  HB0/DL5YM     599 14 DX  0
QSO: 14000 RY 2019-09-29 1438 KQ4AV         599 05 NC  VE3UTT        599 04 ON  0
QSO: 14000 RY 2019-09-29 1449 KQ4AV         599 05 NC  G4S           599 14 DX  0
QSO: 14000 RY 2019-09-29 1455 KQ4AV         599 05 NC  SK7K          599 14 DX  0
QSO: 14000 RY 2019-09-29 1456 KQ4AV         599 05 NC  IZ1PKV        599 15 DX  0
QSO: 14000 RY 2019-09-29 1459 KQ4AV         599 05 NC  IQ4RN         599 15 DX  0
QSO: 14000 RY 2019-09-29 1459 KQ4AV         599 05 NC  OL9A          599 15 DX  0
QSO: 14000 RY 2019-09-29 1527 KQ4AV         599 05 NC  OK2PYA        599 15 DX  0
QSO: 14000 RY 2019-09-29 1530 KQ4AV         599 05 NC  PC3T          599 14 DX  0
QSO: 14000 RY 2019-09-29 1532 KQ4AV         599 05 NC  LZ9R          599 20 DX  0
QSO: 14000 RY 2019-09-29 1534 KQ4AV         599 05 NC  IT9VCE        599 15 DX  0
QSO: 14000 RY 2019-09-29 1538 KQ4AV         599 05 NC  UX0FF         599 16 DX  0
QSO: 14000 RY 2019-09-29 1544 KQ4AV         599 05 NC  OX3LX         599 40 DX  0
QSO: 14000 RY 2019-09-29 1548 KQ4AV         599 05 NC  OG7A          599 15 DX  0
QSO: 14000 RY 2019-09-29 1550 KQ4AV         599 05 NC  M7T           599 14 DX  0
QSO: 14000 RY 2019-09-29 1554 KQ4AV         599 05 NC  IQ3PN         599 15 DX  0
QSO: 14000 RY 2019-09-29 1555 KQ4AV         599 05 NC  EA1WS         599 14 DX  0
QSO: 14000 RY 2019-09-29 1556 KQ4AV         599 05 NC  LZ6K          599 20 DX  0
QSO: 14000 RY 2019-09-29 1600 KQ4AV         599 05 NC  K3LR          599 05 PA  0
QSO: 14000 RY 2019-09-29 1601 KQ4AV         599 05 NC  K2DSW         599 04 IA  0
QSO: 21000 RY 2019-09-29 1605 KQ4AV         599 05 NC  PZ5RA         599 09 DX  0
QSO: 21000 RY 2019-09-29 1606 KQ4AV         599 05 NC  YV5TNT        599 09 DX  0
QSO: 21000 RY 2019-09-29 1610 KQ4AV         599 05 NC  CW4MAX        599 13 DX  0
QSO: 21000 RY 2019-09-29 1611 KQ4AV         599 05 NC  PY4XX         599 11 DX  0
QSO: 21000 RY 2019-09-29 1615 KQ4AV         599 05 NC  CV7S          599 13 DX  0
QSO: 21000 RY 2019-09-29 1617 KQ4AV         599 05 NC  LO5D          599 13 DX  0
QSO: 21000 RY 2019-09-29 1619 KQ4AV         599 05 NC  PP7DX         599 11 DX  0
QSO: 21000 RY 2019-09-29 1621 KQ4AV         599 05 NC  ZZ2T          599 11 DX  0
QSO: 21000 RY 2019-09-29 1626 KQ4AV         599 05 NC  P49X          599 09 DX  0
QSO: 14000 RY 2019-09-29 1637 KQ4AV         599 05 NC  W5DCC         599 04 TX  0
QSO: 14000 RY 2019-09-29 1640 KQ4AV         599 05 NC  NV9L          599 04 IL  0
QSO: 14000 RY 2019-09-29 1641 KQ4AV         599 05 NC  K4ADR         599 05 FL  0
QSO: 14000 RY 2019-09-29 1643 KQ4AV         599 05 NC  CO2AME        599 08 DX  0
QSO: 14000 RY 2019-09-29 1646 KQ4AV         599 05 NC  F4GGQ         599 14 DX  0
QSO: 14000 RY 2019-09-29 1653 KQ4AV         599 05 NC  AA2MF         599 05 FL  0
QSO: 14000 RY 2019-09-29 1654 KQ4AV         599 05 NC  DJ3NG         599 14 DX  0
QSO: 14000 RY 2019-09-29 1656 KQ4AV         599 05 NC  N9OK          599 04 IL  0
QSO: 14000 RY 2019-09-29 1657 KQ4AV         599 05 NC  S53S          599 15 DX  0
QSO: 14000 RY 2019-09-29 1658 KQ4AV         599 05 NC  C37NL         599 14 DX  0
QSO: 14000 RY 2019-09-29 1659 KQ4AV         599 05 NC  IQ1RY         599 15 DX  0
QSO: 14000 RY 2019-09-29 1701 KQ4AV         599 05 NC  IW2MXY        599 15 DX  0
QSO: 14000 RY 2019-09-29 1703 KQ4AV         599 05 NC  ED3M          599 14 DX  0
QSO: 14000 RY 2019-09-29 1715 KQ4AV         599 05 NC  EA7OT         599 14 DX  0
QSO: 14000 RY 2019-09-29 1726 KQ4AV         599 05 NC  EC7KW         599 14 DX  0
QSO: 14000 RY 2019-09-29 1728 KQ4AV         599 05 NC  IQ4FC         599 15 DX  0
QSO: 14000 RY 2019-09-29 1737 KQ4AV         599 05 NC  EA8LG         599 33 DX  0
QSO: 14000 RY 2019-09-29 1739 KQ4AV         599 05 NC  F6AUS         599 14 DX  0
QSO: 14000 RY 2019-09-29 1740 KQ4AV         599 05 NC  EA1BD         599 14 DX  0
QSO: 14000 RY 2019-09-29 1742 KQ4AV         599 05 NC  CT1ILT        599 14 DX  0
QSO: 14000 RY 2019-09-29 1744 KQ4AV         599 05 NC  ED1R          599 14 DX  0
QSO: 14000 RY 2019-09-29 1745 KQ4AV         599 05 NC  N7BV          599 03 WA  0
QSO: 14000 RY 2019-09-29 1749 KQ4AV         599 05 NC  EA2OK         599 14 DX  0
QSO: 14000 RY 2019-09-29 1754 KQ4AV         599 05 NC  TI2OY         599 07 DX  0
QSO: 14000 RY 2019-09-29 1757 KQ4AV         599 05 NC  EA1CJ         599 14 DX  0
QSO: 14000 RY 2019-09-29 1759 KQ4AV         599 05 NC  HB90AWS       599 14 DX  0
QSO: 14000 RY 2019-09-29 1800 KQ4AV         599 05 NC  IV3WMS        599 15 DX  0
QSO: 14000 RY 2019-09-29 1802 KQ4AV         599 05 NC  XE2B          599 06 DX  0
QSO: 14000 RY 2019-09-29 1811 KQ4AV         599 05 NC  IQ2CJ         599 15 DX  0
QSO: 14000 RY 2019-09-29 1816 KQ4AV         599 05 NC  VE6WQ         599 04 AB  0
QSO: 14000 RY 2019-09-29 1821 KQ4AV         599 05 NC  K6DTT/1       599 05 ME  0
QSO: 14000 RY 2019-09-29 1836 KQ4AV         599 05 NC  K6ZH          599 03 CA  0
QSO: 14000 RY 2019-09-29 1838 KQ4AV         599 05 NC  WS7V          599 03 WA  0
QSO: 14000 RY 2019-09-29 1839 KQ4AV         599 05 NC  WA8ZBT        599 04 TX  0
QSO: 14000 RY 2019-09-29 1846 KQ4AV         599 05 NC  KC7CM         599 03 WA  0
QSO: 14000 RY 2019-09-29 1848 KQ4AV         599 05 NC  DM4X          599 14 DX  0
QSO: 14000 RY 2019-09-29 1851 KQ4AV         599 05 NC  W6RC          599 03 CA  0
QSO: 14000 RY 2019-09-29 1852 KQ4AV         599 05 NC  N0AT          599 04 MN  0
QSO: 14000 RY 2019-09-29 1853 KQ4AV         599 05 NC  W7ZR          599 03 AZ  0
QSO: 14000 RY 2019-09-29 1855 KQ4AV         599 05 NC  VE6UM         599 04 AB  0
QSO: 14000 RY 2019-09-29 1856 KQ4AV         599 05 NC  EA8BQM        599 33 DX  0
QSO: 14000 RY 2019-09-29 1900 KQ4AV         599 05 NC  NT5V          599 04 TX  0
QSO: 14000 RY 2019-09-29 1905 KQ4AV         599 05 NC  W7OM          599 03 WA  0
QSO: 14000 RY 2019-09-29 1906 KQ4AV         599 05 NC  DJ8VH         599 14 DX  0
QSO: 14000 RY 2019-09-29 1909 KQ4AV         599 05 NC  N3AIU         599 03 AZ  0
QSO: 14000 RY 2019-09-29 1911 KQ4AV         599 05 NC  YT7AW         599 15 DX  0
QSO: 14000 RY 2019-09-29 1913 KQ4AV         599 05 NC  IU2IBU        599 15 DX  0
QSO: 14000 RY 2019-09-29 1914 KQ4AV         599 05 NC  KT7E          599 03 OR  0
QSO: 14000 RY 2019-09-29 1915 KQ4AV         599 05 NC  W7CT          599 03 UT  0
QSO: 14000 RY 2019-09-29 1922 KQ4AV         599 05 NC  K7RL          599 03 WA  0
QSO: 14000 RY 2019-09-29 1924 KQ4AV         599 05 NC  FP/KV1J       599 05 DX  0
QSO: 14000 RY 2019-09-29 1926 KQ4AV         599 05 NC  WU6W          599 03 NV  0
QSO: 14000 RY 2019-09-29 1928 KQ4AV         599 05 NC  KI6VC         599 03 CA  0
QSO: 14000 RY 2019-09-29 1936 KQ4AV         599 05 NC  CS5CRE        599 14 DX  0
QSO: 14000 RY 2019-09-29 1940 KQ4AV         599 05 NC  W0LSD         599 04 CO  0
QSO: 14000 RY 2019-09-29 1944 KQ4AV         599 05 NC  K7GS          599 03 WA  0
QSO: 14000 RY 2019-09-29 2048 KQ4AV         599 05 NC  T48SC         599 08 DX  0
QSO: 14000 RY 2019-09-29 2055 KQ4AV         599 05 NC  ED2C          599 14 DX  0
QSO: 14000 RY 2019-09-29 2058 KQ4AV         599 05 NC  N7GP          599 03 AZ  0
QSO: 14000 RY 2019-09-29 2101 KQ4AV         599 05 NC  NA7TB         599 03 AZ  0
QSO: 14000 RY 2019-09-29 2107 KQ4AV         599 05 NC  KH6ZM         599 31 DX  0
QSO: 14000 RY 2019-09-29 2110 KQ4AV         599 05 NC  XE1EE         599 06 DX  0
QSO: 14000 RY 2019-09-29 2117 KQ4AV         599 05 NC  KP4JRS        599 08 DX  0
QSO: 14000 RY 2019-09-29 2135 KQ4AV         599 05 NC  VE6TK         599 04 AB  0
QSO:  7000 RY 2019-09-29 2140 KQ4AV         599 05 NC  K2PS          599 05 FL  0
QSO:  7000 RY 2019-09-29 2148 KQ4AV         599 05 NC  W3FIZ         599 05 PA  0
QSO:  7000 RY 2019-09-29 2150 KQ4AV         599 05 NC  NW8S          599 04 OH  0
QSO:  7000 RY 2019-09-29 2155 KQ4AV         599 05 NC  NS4X          599 04 TN  0
QSO:  7000 RY 2019-09-29 2157 KQ4AV         599 05 NC  VE3DZ         599 04 ON  0
QSO:  7000 RY 2019-09-29 2203 KQ4AV         599 05 NC  CT1ILT        599 14 DX  0
QSO:  7000 RY 2019-09-29 2214 KQ4AV         599 05 NC  VE2GSO        599 05 QC  0
QSO:  7000 RY 2019-09-29 2217 KQ4AV         599 05 NC  Z35T          599 15 DX  0
QSO:  7000 RY 2019-09-29 2221 KQ4AV         599 05 NC  W2YK          599 05 NY  0
QSO:  7000 RY 2019-09-29 2227 KQ4AV         599 05 NC  K2ADA         599 05 FL  0
QSO:  7000 RY 2019-09-29 2229 KQ4AV         599 05 NC  EA8DED        599 33 DX  0
QSO:  7000 RY 2019-09-29 2232 KQ4AV         599 05 NC  IQ4FC         599 15 DX  0
QSO:  7000 RY 2019-09-29 2235 KQ4AV         599 05 NC  OK7O          599 15 DX  0
QSO:  7000 RY 2019-09-29 2237 KQ4AV         599 05 NC  HG1S          599 15 DX  0
QSO:  7000 RY 2019-09-29 2243 KQ4AV         599 05 NC  LZ5K          599 20 DX  0
QSO:  7000 RY 2019-09-29 2246 KQ4AV         599 05 NC  WX8C/0        599 04 MO  0
QSO:  7000 RY 2019-09-29 2256 KQ4AV         599 05 NC  G4PIQ         599 14 DX  0
QSO:  7000 RY 2019-09-29 2258 KQ4AV         599 05 NC  S51A          599 15 DX  0
QSO:  7000 RY 2019-09-29 2302 KQ4AV         599 05 NC  S51CK         599 15 DX  0
QSO:  7000 RY 2019-09-29 2306 KQ4AV         599 05 NC  SN7Q          599 15 DX  0
QSO:  7000 RY 2019-09-29 2313 KQ4AV         599 05 NC  W0MB          599 04 MO  0
QSO:  7000 RY 2019-09-29 2314 KQ4AV         599 05 NC  IQ9UI         599 15 DX  0
QSO:  7000 RY 2019-09-29 2315 KQ4AV         599 05 NC  EA1XT         599 14 DX  0
QSO:  7000 RY 2019-09-29 2321 KQ4AV         599 05 NC  DL5LED        599 14 DX  0
QSO:  7000 RY 2019-09-29 2329 KQ4AV         599 05 NC  W0GJ          599 04 IA  0
QSO:  7000 RY 2019-09-29 2334 KQ4AV         599 05 NC  NA5NN         599 04 MS  0
QSO:  7000 RY 2019-09-29 2336 KQ4AV         599 05 NC  G4RS          599 14 DX  0
QSO:  7000 RY 2019-09-29 2342 KQ4AV         599 05 NC  K6DTT/1       599 05 ME  0
QSO:  7000 RY 2019-09-29 2355 KQ4AV         599 05 NC  KF5VRD        599 04 OK  0
END-OF-LOG:
