START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL5KUD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 165495
NAME: Jo. Zillmann
LOCATION: DX
OPERATORS: DL5KUD
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: rig ic-7400 80w dipole at 5m - poor conds on 1st day
QSO:  7040 RY 2019-09-28 1643 DL5KUD        599 14 DX  Z35T          599 15 DX
QSO:  7036 RY 2019-09-28 1645 DL5KUD        599 14 DX  IK2LFF        599 15 DX
QSO:  7048 RY 2019-09-28 1646 DL5KUD        599 14 DX  SV2BXA        599 20 DX
QSO:  7046 RY 2019-09-28 1647 DL5KUD        599 14 DX  IR9K          599 15 DX
QSO:  7049 RY 2019-09-28 1647 DL5KUD        599 14 DX  IW2MXY        599 15 DX
QSO:  7034 RY 2019-09-28 1649 DL5KUD        599 14 DX  RM3DA         599 16 DX
QSO:  7041 RY 2019-09-28 1651 DL5KUD        599 14 DX  RU8W          599 16 DX
QSO:  7035 RY 2019-09-28 1654 DL5KUD        599 14 DX  TM3Z          599 14 DX
QSO:  7034 RY 2019-09-28 1654 DL5KUD        599 14 DX  RU4LM         599 16 DX
QSO:  7032 RY 2019-09-28 1656 DL5KUD        599 14 DX  LN5O          599 14 DX
QSO:  7032 RY 2019-09-28 1656 DL5KUD        599 14 DX  IZ8JFL        599 15 DX
QSO: 14098 RY 2019-09-28 1657 DL5KUD        599 14 DX  EI7M          599 14 DX
QSO: 14107 RY 2019-09-28 1701 DL5KUD        599 14 DX  SO4M          599 15 DX
QSO: 14088 RY 2019-09-28 1707 DL5KUD        599 14 DX  EC7KW         599 14 DX
QSO: 14093 RY 2019-09-28 1709 DL5KUD        599 14 DX  G4UJS         599 14 DX
QSO:  7073 RY 2019-09-28 1720 DL5KUD        599 14 DX  I0WBX         599 15 DX
QSO:  7081 RY 2019-09-28 1731 DL5KUD        599 14 DX  F4DVX         599 14 DX
QSO:  7086 RY 2019-09-28 1737 DL5KUD        599 14 DX  EI7M          599 14 DX
QSO:  7090 RY 2019-09-28 1743 DL5KUD        599 14 DX  ON3DI         599 14 DX
QSO:  7086 RY 2019-09-28 1745 DL5KUD        599 14 DX  Z33F          599 15 DX
QSO:  7084 RY 2019-09-28 1746 DL5KUD        599 14 DX  ED1A          599 14 DX
QSO:  7080 RY 2019-09-28 1747 DL5KUD        599 14 DX  DL1NEO        599 14 DX
QSO:  7080 RY 2019-09-28 1748 DL5KUD        599 14 DX  MM3AWD        599 14 DX
QSO:  7077 RY 2019-09-28 1754 DL5KUD        599 14 DX  CR3DX         599 33 DX
QSO:  7073 RY 2019-09-28 1757 DL5KUD        599 14 DX  UZ5U          599 16 DX
QSO:  7088 RY 2019-09-28 1801 DL5KUD        599 14 DX  M7T           599 14 DX
QSO: 14109 RY 2019-09-28 1815 DL5KUD        599 14 DX  EI8IU         599 14 DX
QSO: 14120 RY 2019-09-28 1816 DL5KUD        599 14 DX  LZ6Y          599 20 DX
QSO: 14078 RY 2019-09-28 1817 DL5KUD        599 14 DX  CR3EX         599 33 DX
QSO:  7081 RY 2019-09-28 1820 DL5KUD        599 14 DX  ON4CT         599 14 DX
QSO:  7081 RY 2019-09-28 1821 DL5KUD        599 14 DX  S52WW         599 15 DX
QSO:  7083 RY 2019-09-28 1823 DL5KUD        599 14 DX  DL7URH        599 14 DX
QSO:  7084 RY 2019-09-28 1825 DL5KUD        599 14 DX  DM4X          599 14 DX
QSO:  7090 RY 2019-09-28 1828 DL5KUD        599 14 DX  E21YDP        599 26 DX
QSO:  7091 RY 2019-09-28 1830 DL5KUD        599 14 DX  S53S          599 15 DX
QSO:  7091 RY 2019-09-28 1831 DL5KUD        599 14 DX  UA5D          599 16 DX
QSO:  7031 RY 2019-09-28 1832 DL5KUD        599 14 DX  UY5VA         599 16 DX
QSO:  7033 RY 2019-09-28 1833 DL5KUD        599 14 DX  RL3A          599 16 DX
QSO:  7035 RY 2019-09-28 1834 DL5KUD        599 14 DX  UW5U          599 16 DX
QSO:  7036 RY 2019-09-28 1835 DL5KUD        599 14 DX  S50A          599 15 DX
QSO:  7037 RY 2019-09-28 1836 DL5KUD        599 14 DX  IQ3RK         599 15 DX
QSO:  7038 RY 2019-09-28 1837 DL5KUD        599 14 DX  GM4FDM        599 14 DX
QSO:  7039 RY 2019-09-28 1838 DL5KUD        599 14 DX  S53F          599 15 DX
QSO:  7041 RY 2019-09-28 1840 DL5KUD        599 14 DX  G0BRC         599 14 DX
QSO:  7041 RY 2019-09-28 1841 DL5KUD        599 14 DX  9A1A          599 15 DX
QSO:  7042 RY 2019-09-28 1843 DL5KUD        599 14 DX  UW1M          599 16 DX
QSO:  7043 RY 2019-09-28 1844 DL5KUD        599 14 DX  OM0M          599 15 DX
QSO:  7043 RY 2019-09-28 1844 DL5KUD        599 14 DX  MW2I          599 14 DX
QSO:  7044 RY 2019-09-28 1846 DL5KUD        599 14 DX  IW1PNJ        599 15 DX
QSO:  7045 RY 2019-09-28 1848 DL5KUD        599 14 DX  IK5FKF        599 15 DX
QSO:  7046 RY 2019-09-28 1849 DL5KUD        599 14 DX  IZ4OSH        599 15 DX
QSO:  7048 RY 2019-09-28 1852 DL5KUD        599 14 DX  UT5EPP        599 16 DX
QSO:  7049 RY 2019-09-28 1854 DL5KUD        599 14 DX  OK1KSL        599 15 DX
QSO:  7050 RY 2019-09-28 1856 DL5KUD        599 14 DX  F5VKF         599 14 DX
QSO:  7056 RY 2019-09-28 1900 DL5KUD        599 14 DX  G0HDV         599 14 DX
QSO:  7056 RY 2019-09-28 1900 DL5KUD        599 14 DX  ED3D          599 14 DX
QSO:  7057 RY 2019-09-28 1901 DL5KUD        599 14 DX  RA4FUN        599 16 DX
QSO:  7058 RY 2019-09-28 1902 DL5KUD        599 14 DX  IW7DBM        599 15 DX
QSO:  7061 RY 2019-09-28 1907 DL5KUD        599 14 DX  RT9S          599 16 DX
QSO:  7062 RY 2019-09-28 1909 DL5KUD        599 14 DX  CR3W          599 33 DX
QSO:  7062 RY 2019-09-28 1909 DL5KUD        599 14 DX  S57X          599 15 DX
QSO:  7063 RY 2019-09-28 1910 DL5KUD        599 14 DX  P33W          599 20 DX
QSO:  7068 RY 2019-09-28 1915 DL5KUD        599 14 DX  A61EK         599 21 DX
QSO:  7068 RY 2019-09-28 1917 DL5KUD        599 14 DX  IU4JED        599 15 DX
QSO:  7072 RY 2019-09-28 1926 DL5KUD        599 14 DX  HA1AG         599 15 DX
QSO:  7088 RY 2019-09-28 1934 DL5KUD        599 14 DX  EA8DED        599 33 DX
QSO:  7093 RY 2019-09-28 1936 DL5KUD        599 14 DX  EA3CI         599 14 DX
QSO:  7093 RY 2019-09-28 1937 DL5KUD        599 14 DX  YO4DFT        599 20 DX
QSO: 14084 RY 2019-09-28 1940 DL5KUD        599 14 DX  OL9A          599 15 DX
QSO: 14079 RY 2019-09-28 1943 DL5KUD        599 14 DX  EA8PT         599 33 DX
QSO: 14099 RY 2019-09-28 1947 DL5KUD        599 14 DX  YW1K          599 09 DX
QSO: 14080 RY 2019-09-28 1950 DL5KUD        599 14 DX  CR3W          599 33 DX
QSO:  3596 RY 2019-09-28 1952 DL5KUD        599 14 DX  DJ3NG         599 14 DX
QSO:  3596 RY 2019-09-28 1953 DL5KUD        599 14 DX  LY2FN         599 15 DX
QSO:  3600 RY 2019-09-28 1958 DL5KUD        599 14 DX  OK2HBR        599 15 DX
QSO:  3600 RY 2019-09-28 1959 DL5KUD        599 14 DX  DL5JS         599 14 DX
QSO:  3601 RY 2019-09-28 2002 DL5KUD        599 14 DX  RU6MO         599 16 DX
QSO:  3602 RY 2019-09-28 2007 DL5KUD        599 14 DX  UA5D          599 16 DX
QSO:  3603 RY 2019-09-28 2008 DL5KUD        599 14 DX  F5BEG         599 14 DX
QSO:  3604 RY 2019-09-28 2010 DL5KUD        599 14 DX  DA2X          599 14 DX
QSO:  3607 RY 2019-09-28 2014 DL5KUD        599 14 DX  DP8M          599 14 DX
QSO:  3608 RY 2019-09-28 2016 DL5KUD        599 14 DX  OH2KW         599 15 DX
QSO:  3608 RY 2019-09-28 2017 DL5KUD        599 14 DX  PI4COM        599 14 DX
QSO:  3609 RY 2019-09-28 2018 DL5KUD        599 14 DX  DK5TX         599 14 DX
QSO:  3610 RY 2019-09-28 2020 DL5KUD        599 14 DX  HG1S          599 15 DX
QSO:  3611 RY 2019-09-28 2021 DL5KUD        599 14 DX  DL7CX         599 14 DX
QSO:  3612 RY 2019-09-28 2022 DL5KUD        599 14 DX  M2E           599 14 DX
QSO:  3614 RY 2019-09-28 2025 DL5KUD        599 14 DX  IK1JJM        599 15 DX
QSO:  3614 RY 2019-09-28 2026 DL5KUD        599 14 DX  IU5ICR        599 15 DX
QSO:  3577 RY 2019-09-28 2028 DL5KUD        599 14 DX  DP9A          599 14 DX
QSO:  3577 RY 2019-09-28 2029 DL5KUD        599 14 DX  IZ0HAP        599 15 DX
QSO:  3578 RY 2019-09-28 2029 DL5KUD        599 14 DX  EI7M          599 14 DX
QSO:  3579 RY 2019-09-28 2032 DL5KUD        599 14 DX  YO5OHY        599 20 DX
QSO:  3579 RY 2019-09-28 2033 DL5KUD        599 14 DX  DL9YAJ        599 14 DX
QSO:  3580 RY 2019-09-28 2034 DL5KUD        599 14 DX  OZ30EU        599 14 DX
QSO:  3580 RY 2019-09-28 2036 DL5KUD        599 14 DX  HB9TTK        599 14 DX
QSO:  3584 RY 2019-09-28 2040 DL5KUD        599 14 DX  OK1KSL        599 15 DX
QSO:  3586 RY 2019-09-28 2050 DL5KUD        599 14 DX  ED1A          599 14 DX
QSO:  3588 RY 2019-09-28 2053 DL5KUD        599 14 DX  EN5V          599 16 DX
QSO:  3589 RY 2019-09-28 2054 DL5KUD        599 14 DX  PE1FTV        599 14 DX
QSO:  3589 RY 2019-09-28 2056 DL5KUD        599 14 DX  DP7P          599 14 DX
QSO:  3590 RY 2019-09-28 2057 DL5KUD        599 14 DX  PI4CG         599 14 DX
QSO:  3591 RY 2019-09-28 2058 DL5KUD        599 14 DX  IK5AMB        599 15 DX
QSO:  3596 RY 2019-09-28 2103 DL5KUD        599 14 DX  UA4M          599 16 DX
QSO:  3596 RY 2019-09-28 2103 DL5KUD        599 14 DX  OH8WW         599 15 DX
QSO:  3597 RY 2019-09-28 2104 DL5KUD        599 14 DX  PG3N          599 14 DX
QSO:  3597 RY 2019-09-28 2105 DL5KUD        599 14 DX  SP7AH         599 15 DX
QSO:  3598 RY 2019-09-28 2110 DL5KUD        599 14 DX  SV3EXU        599 20 DX
QSO:  3585 RY 2019-09-28 2113 DL5KUD        599 14 DX  SV9DJO        599 20 DX
QSO:  7077 RY 2019-09-28 2120 DL5KUD        599 14 DX  A44A          599 21 DX
QSO:  7084 RY 2019-09-28 2124 DL5KUD        599 14 DX  CS5CRE        599 14 DX
QSO:  7090 RY 2019-09-28 2127 DL5KUD        599 14 DX  SP8K          599 15 DX
QSO:  7036 RY 2019-09-28 2128 DL5KUD        599 14 DX  S50W          599 15 DX
QSO:  7034 RY 2019-09-28 2131 DL5KUD        599 14 DX  SV1JFL        599 20 DX
QSO:  7038 RY 2019-09-28 2132 DL5KUD        599 14 DX  LY7Z          599 15 DX
QSO:  7039 RY 2019-09-28 2133 DL5KUD        599 14 DX  S51CK         599 15 DX
QSO:  7044 RY 2019-09-28 2135 DL5KUD        599 14 DX  UA4M          599 16 DX
QSO:  7047 RY 2019-09-28 2139 DL5KUD        599 14 DX  LZ5R          599 20 DX
QSO:  7048 RY 2019-09-28 2140 DL5KUD        599 14 DX  I4AVG         599 15 DX
QSO:  7051 RY 2019-09-28 2149 DL5KUD        599 14 DX  OU2PA         599 14 DX
QSO:  7054 RY 2019-09-29 0327 DL5KUD        599 14 DX  EW6W          599 16 DX
QSO:  7056 RY 2019-09-29 0328 DL5KUD        599 14 DX  HG1S          599 15 DX
QSO:  7057 RY 2019-09-29 0328 DL5KUD        599 14 DX  HG7T          599 15 DX
QSO:  7058 RY 2019-09-29 0330 DL5KUD        599 14 DX  LZ5QZ         599 20 DX
QSO:  7042 RY 2019-09-29 0333 DL5KUD        599 14 DX  LY5W          599 15 DX
QSO:  7043 RY 2019-09-29 0334 DL5KUD        599 14 DX  LY1FW         599 15 DX
QSO:  7049 RY 2019-09-29 0335 DL5KUD        599 14 DX  HG5D          599 15 DX
QSO:  7053 RY 2019-09-29 0338 DL5KUD        599 14 DX  RG4A          599 16 DX
QSO:  7053 RY 2019-09-29 0339 DL5KUD        599 14 DX  EN5V          599 16 DX
QSO:  7071 RY 2019-09-29 0341 DL5KUD        599 14 DX  UX3UU         599 16 DX
QSO:  3608 RY 2019-09-29 0343 DL5KUD        599 14 DX  IQ3PN         599 15 DX
QSO:  3607 RY 2019-09-29 0344 DL5KUD        599 14 DX  OH6DX         599 15 DX
QSO:  3603 RY 2019-09-29 0345 DL5KUD        599 14 DX  IZ0KBR        599 15 DX
QSO:  3602 RY 2019-09-29 0346 DL5KUD        599 14 DX  RM3DA         599 16 DX
QSO:  3600 RY 2019-09-29 0347 DL5KUD        599 14 DX  3Z9M          599 15 DX
QSO:  3599 RY 2019-09-29 0348 DL5KUD        599 14 DX  LY9T          599 15 DX
QSO:  3599 RY 2019-09-29 0348 DL5KUD        599 14 DX  EU4E          599 16 DX
QSO:  3595 RY 2019-09-29 0350 DL5KUD        599 14 DX  UW5U          599 16 DX
QSO:  3586 RY 2019-09-29 0357 DL5KUD        599 14 DX  IQ4FC         599 15 DX
QSO:  3584 RY 2019-09-29 0400 DL5KUD        599 14 DX  IT9XTP        599 15 DX
QSO:  3580 RY 2019-09-29 0401 DL5KUD        599 14 DX  OE3K          599 15 DX
QSO:  3577 RY 2019-09-29 0405 DL5KUD        599 14 DX  CT1ILT        599 14 DX
QSO:  3576 RY 2019-09-29 0406 DL5KUD        599 14 DX  OK3C          599 15 DX
QSO:  3572 RY 2019-09-29 0407 DL5KUD        599 14 DX  UT3SO         599 16 DX
QSO:  3596 RY 2019-09-29 0409 DL5KUD        599 14 DX  DM4X          599 14 DX
QSO:  3598 RY 2019-09-29 0410 DL5KUD        599 14 DX  I1WXY         599 15 DX
QSO:  3599 RY 2019-09-29 0410 DL5KUD        599 14 DX  UR3GU         599 16 DX
QSO:  3602 RY 2019-09-29 0413 DL5KUD        599 14 DX  OK2UHP        599 15 DX
QSO:  3602 RY 2019-09-29 0414 DL5KUD        599 14 DX  YT2AAA        599 15 DX
QSO:  3608 RY 2019-09-29 0416 DL5KUD        599 14 DX  OK7O          599 15 DX
QSO:  3610 RY 2019-09-29 0416 DL5KUD        599 14 DX  OK6K          599 15 DX
QSO:  3611 RY 2019-09-29 0417 DL5KUD        599 14 DX  TM7Y          599 14 DX
QSO:  3585 RY 2019-09-29 0419 DL5KUD        599 14 DX  HG7T          599 15 DX
QSO:  3587 RY 2019-09-29 0422 DL5KUD        599 14 DX  IT9ESW        599 15 DX
QSO:  3589 RY 2019-09-29 0423 DL5KUD        599 14 DX  EW8OM         599 16 DX
QSO:  3589 RY 2019-09-29 0424 DL5KUD        599 14 DX  OU2PA         599 14 DX
QSO:  3590 RY 2019-09-29 0427 DL5KUD        599 14 DX  EB3CW         599 14 DX
QSO:  3601 RY 2019-09-29 0431 DL5KUD        599 14 DX  DL50NFA       599 14 DX
QSO:  7067 RY 2019-09-29 0632 DL5KUD        599 14 DX  IQ4FA         599 15 DX
QSO:  7043 RY 2019-09-29 0637 DL5KUD        599 14 DX  DD1A          599 14 DX
QSO:  7049 RY 2019-09-29 0643 DL5KUD        599 14 DX  EW8G          599 16 DX
QSO:  7049 RY 2019-09-29 0645 DL5KUD        599 14 DX  SV1DOO        599 20 DX
QSO:  7052 RY 2019-09-29 0646 DL5KUD        599 14 DX  IV3SKB        599 15 DX
QSO:  7060 RY 2019-09-29 0654 DL5KUD        599 14 DX  OH2HAN        599 15 DX
QSO:  7061 RY 2019-09-29 0655 DL5KUD        599 14 DX  DL6KVA        599 14 DX
QSO:  7061 RY 2019-09-29 0657 DL5KUD        599 14 DX  OM3RJB        599 15 DX
QSO:  7062 RY 2019-09-29 0658 DL5KUD        599 14 DX  YQ6A          599 20 DX
QSO:  7064 RY 2019-09-29 0659 DL5KUD        599 14 DX  HB90DUR       599 14 DX
QSO:  7065 RY 2019-09-29 0701 DL5KUD        599 14 DX  UR5EPV        599 16 DX
QSO:  7066 RY 2019-09-29 0702 DL5KUD        599 14 DX  UZ4U          599 16 DX
QSO:  7072 RY 2019-09-29 0703 DL5KUD        599 14 DX  SZ1A          599 20 DX
QSO:  7078 RY 2019-09-29 0705 DL5KUD        599 14 DX  NN9DD         599 05 ME
QSO:  7056 RY 2019-09-29 0708 DL5KUD        599 14 DX  IK2SAR        599 15 DX
QSO:  7055 RY 2019-09-29 0710 DL5KUD        599 14 DX  HB9FKK        599 14 DX
QSO:  7047 RY 2019-09-29 0715 DL5KUD        599 14 DX  F4HJO         599 14 DX
QSO:  7046 RY 2019-09-29 0716 DL5KUD        599 14 DX  US7KC         599 16 DX
QSO:  7042 RY 2019-09-29 0718 DL5KUD        599 14 DX  ON5GQ         599 14 DX
QSO:  7042 RY 2019-09-29 0719 DL5KUD        599 14 DX  YL2KF         599 15 DX
QSO:  7039 RY 2019-09-29 0720 DL5KUD        599 14 DX  MJ0X          599 14 DX
QSO:  7038 RY 2019-09-29 0724 DL5KUD        599 14 DX  ED3M          599 14 DX
QSO: 14108 RY 2019-09-29 0727 DL5KUD        599 14 DX  7Z1SJ         599 21 DX
QSO: 14114 RY 2019-09-29 0737 DL5KUD        599 14 DX  RO9A          599 17 DX
QSO: 14114 RY 2019-09-29 0738 DL5KUD        599 14 DX  R4WZ          599 16 DX
QSO: 14080 RY 2019-09-29 0744 DL5KUD        599 14 DX  EM0I          599 16 DX
QSO: 14081 RY 2019-09-29 0745 DL5KUD        599 14 DX  RW4YD         599 16 DX
