START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: K5BG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 186946
NAME: BOB GILL
LOCATION: TX
OPERATORS: K5BG
CLUB: DFW CONTEST GROUP
CREATED-BY: N1MM Logger+ 1.0.7954.0
SOAPBOX: CQWWRTTY Summary Sheet
SOAPBOX: Start Date : 2019-09-28
SOAPBOX: CallSign Used : K5BG
SOAPBOX: Operator(s) : K5BG
SOAPBOX: Operator Category : SINGLE-OP
SOAPBOX: Assisted Category : ASSISTED
SOAPBOX: Band : ALL
SOAPBOX: Power : HIGH
SOAPBOX: Mode : RTTY
SOAPBOX: Default Exchange : 04 TX
SOAPBOX: Gridsquare : EM12BS
SOAPBOX: Name : BOB GILL
SOAPBOX: Address : 3832 GREENWOOD ROAD
SOAPBOX: City/State/Zip : WEATHERFORD  TX  76088
SOAPBOX: Country : USA
SOAPBOX: ARRL Section : NTX
SOAPBOX: Club/Team : DFW CONTEST GROUP
SOAPBOX: Software : N1MM Logger+ 1.0.7954.0
SOAPBOX: Band     QSOs     Pts  ZN   Cty  SP   Pt/Q
SOAPBOX: 3.5       6       7    2    2    5   1.2
SOAPBOX: 7     153     236   17   22   40   1.5
SOAPBOX: 14     324     598   21   46   36   1.8
SOAPBOX: 21      20      45    6    9    5   2.3
SOAPBOX: Total     503     886   46   79   86   1.8
SOAPBOX: Time On : 13 hours 40 minutes
SOAPBOX: Score : 186,946
SOAPBOX: Rig :Icom 7610 + Al82 @ 500 watts
SOAPBOX: Antennas :Mosley PRO 57 @ 70' / Cushcraft 402CD @ 50' / 80M vertical
SOAPBOX: Soapbox : Fun RTTY contest operating as time permitted. Lots of activity !!!
QSO: 14094 RY 2019-09-28 0310 K5BG          599 04 TX  K1SFA         599 05 MA
QSO:  7041 RY 2019-09-28 1018 K5BG          599 04 TX  YB7OO         599 28 DX
QSO:  7042 RY 2019-09-28 1020 K5BG          599 04 TX  YC8MJO        599 28 DX
QSO:  7043 RY 2019-09-28 1021 K5BG          599 04 TX  JA6GCE        599 25 DX
QSO:  7043 RY 2019-09-28 1022 K5BG          599 04 TX  JE1LFX        599 25 DX
QSO:  7044 RY 2019-09-28 1023 K5BG          599 04 TX  N6WM          599 03 CA
QSO:  7046 RY 2019-09-28 1025 K5BG          599 04 TX  W7WW          599 03 AZ
QSO:  7049 RY 2019-09-28 1026 K5BG          599 04 TX  KT7E          599 03 OR
QSO:  7052 RY 2019-09-28 1027 K5BG          599 04 TX  JH8KYU/1      599 25 DX
QSO:  7060 RY 2019-09-28 1028 K5BG          599 04 TX  AA3B          599 05 PA
QSO:  7044 RY 2019-09-28 1034 K5BG          599 04 TX  K1SND         599 05 MA
QSO:  7044 RY 2019-09-28 1035 K5BG          599 04 TX  YF0TUR        599 28 DX
QSO:  7044 RY 2019-09-28 1036 K5BG          599 04 TX  JA5FNX        599 25 DX
QSO:  7044 RY 2019-09-28 1037 K5BG          599 04 TX  N8BJQ         599 04 OH
QSO:  7044 RY 2019-09-28 1037 K5BG          599 04 TX  JM1MTE        599 25 DX
QSO:  7044 RY 2019-09-28 1039 K5BG          599 04 TX  AH6KO         599 31 DX
QSO:  7044 RY 2019-09-28 1039 K5BG          599 04 TX  JH4UYB        599 25 DX
QSO:  7044 RY 2019-09-28 1040 K5BG          599 04 TX  KC7CM         599 03 WA
QSO:  7044 RY 2019-09-28 1041 K5BG          599 04 TX  W6JBR         599 03 CA
QSO:  7044 RY 2019-09-28 1042 K5BG          599 04 TX  JR1BAS        599 25 DX
QSO:  7044 RY 2019-09-28 1042 K5BG          599 04 TX  YB9UA         599 28 DX
QSO:  7044 RY 2019-09-28 1043 K5BG          599 04 TX  JH3FUK        599 25 DX
QSO:  7044 RY 2019-09-28 1043 K5BG          599 04 TX  VE3CV         599 04 ON
QSO:  7044 RY 2019-09-28 1045 K5BG          599 04 TX  W6QU          599 03 CA
QSO:  7044 RY 2019-09-28 1046 K5BG          599 04 TX  W9YK          599 04 IL
QSO:  7044 RY 2019-09-28 1047 K5BG          599 04 TX  T48SC         599 08 DX
QSO:  7044 RY 2019-09-28 1049 K5BG          599 04 TX  K7BTW         599 03 WA
QSO:  7046 RY 2019-09-28 1050 K5BG          599 04 TX  K9CT          599 04 IL
QSO:  7047 RY 2019-09-28 1051 K5BG          599 04 TX  W0LSD         599 04 CO
QSO:  7050 RY 2019-09-28 1052 K5BG          599 04 TX  JM1XCW        599 25 DX
QSO:  7052 RY 2019-09-28 1053 K5BG          599 04 TX  4E3X          599 27 DX
QSO:  7056 RY 2019-09-28 1055 K5BG          599 04 TX  WN6K          599 03 CA
QSO:  7066 RY 2019-09-28 1056 K5BG          599 04 TX  W4TTY         599 05 VA
QSO:  7066 RY 2019-09-28 1057 K5BG          599 04 TX  K5EK          599 05 NC
QSO:  7059 RY 2019-09-28 1059 K5BG          599 04 TX  HQ9X          599 07 DX
QSO:  7059 RY 2019-09-28 1100 K5BG          599 04 TX  HQ9X          599 07 DX
QSO: 14091 RY 2019-09-28 1509 K5BG          599 04 TX  EA1AP         599 14 DX
QSO: 14092 RY 2019-09-28 1511 K5BG          599 04 TX  HA1VHF        599 15 DX
QSO: 14097 RY 2019-09-28 1514 K5BG          599 04 TX  DP7D          599 14 DX
QSO: 14097 RY 2019-09-28 1514 K5BG          599 04 TX  9A1A          599 15 DX
QSO: 14098 RY 2019-09-28 1516 K5BG          599 04 TX  T43MY         599 08 DX
QSO: 14100 RY 2019-09-28 1518 K5BG          599 04 TX  WW4LL         599 05 ME
QSO: 14101 RY 2019-09-28 1519 K5BG          599 04 TX  OK7O          599 15 DX
QSO: 14101 RY 2019-09-28 1519 K5BG          599 04 TX  NJ3I          599 05 PA
QSO: 14102 RY 2019-09-28 1521 K5BG          599 04 TX  IT9BLB        599 15 DX
QSO: 14105 RY 2019-09-28 1523 K5BG          599 04 TX  S51A          599 15 DX
QSO: 14113 RY 2019-09-28 1527 K5BG          599 04 TX  EA1AKS        599 14 DX
QSO: 14114 RY 2019-09-28 1528 K5BG          599 04 TX  W7ZR          599 03 AZ
QSO: 14117 RY 2019-09-28 1530 K5BG          599 04 TX  MI0SAI        599 14 DX
QSO: 14119 RY 2019-09-28 1532 K5BG          599 04 TX  AA3B          599 05 PA
QSO: 14120 RY 2019-09-28 1532 K5BG          599 04 TX  IQ2CJ         599 15 DX
QSO: 14122 RY 2019-09-28 1533 K5BG          599 04 TX  W4TTY         599 05 VA
QSO: 14123 RY 2019-09-28 1534 K5BG          599 04 TX  HQ9X          599 07 DX
QSO: 14125 RY 2019-09-28 1536 K5BG          599 04 TX  S50W          599 15 DX
QSO: 14126 RY 2019-09-28 1537 K5BG          599 04 TX  IZ1PKV        599 15 DX
QSO: 14126 RY 2019-09-28 1538 K5BG          599 04 TX  DL0WW         599 14 DX
QSO: 14129 RY 2019-09-28 1540 K5BG          599 04 TX  IV3WMS        599 15 DX
QSO: 14130 RY 2019-09-28 1541 K5BG          599 04 TX  ND9G          599 04 IL
QSO: 14131 RY 2019-09-28 1542 K5BG          599 04 TX  W3FV          599 05 PA
QSO: 14133 RY 2019-09-28 1543 K5BG          599 04 TX  NV9L          599 04 IL
QSO: 14134 RY 2019-09-28 1544 K5BG          599 04 TX  DA2X          599 14 DX
QSO: 14136 RY 2019-09-28 1545 K5BG          599 04 TX  W4JAM         599 05 VA
QSO: 14117 RY 2019-09-28 1550 K5BG          599 04 TX  KB3AAY        599 05 MD
QSO: 14107 RY 2019-09-28 1554 K5BG          599 04 TX  DK9IP         599 14 DX
QSO: 14107 RY 2019-09-28 1555 K5BG          599 04 TX  WI9WI         599 04 WI
QSO: 14103 RY 2019-09-28 1558 K5BG          599 04 TX  I4JED         599 15 DX
QSO: 14099 RY 2019-09-28 1600 K5BG          599 04 TX  IQ4FA         599 15 DX
QSO: 14096 RY 2019-09-28 1604 K5BG          599 04 TX  DK3T          599 14 DX
QSO: 14093 RY 2019-09-28 1612 K5BG          599 04 TX  XE1CT         599 06 DX
QSO: 14087 RY 2019-09-28 1616 K5BG          599 04 TX  F4GGQ         599 14 DX
QSO: 14085 RY 2019-09-28 1618 K5BG          599 04 TX  ND3N          599 04 OH
QSO: 14084 RY 2019-09-28 1619 K5BG          599 04 TX  SN7Q          599 15 DX
QSO: 14082 RY 2019-09-28 1620 K5BG          599 04 TX  IQ4FC         599 15 DX
QSO: 14082 RY 2019-09-28 1622 K5BG          599 04 TX  CR3W          599 33 DX
QSO: 14147 RY 2019-09-28 1626 K5BG          599 04 TX  EA1WS         599 14 DX
QSO: 14145 RY 2019-09-28 1628 K5BG          599 04 TX  VE3DZ         599 04 ON
QSO: 14142 RY 2019-09-28 1629 K5BG          599 04 TX  W3FIZ         599 05 PA
QSO: 14141 RY 2019-09-28 1630 K5BG          599 04 TX  N9LYE         599 04 IL
QSO: 14137 RY 2019-09-28 1633 K5BG          599 04 TX  K3LR          599 05 PA
QSO: 14135 RY 2019-09-28 1634 K5BG          599 04 TX  VE3MGY        599 04 ON
QSO: 14132 RY 2019-09-28 1635 K5BG          599 04 TX  AA5AU         599 04 LA
QSO: 14127 RY 2019-09-28 1637 K5BG          599 04 TX  PI4COM        599 14 DX
QSO: 14126 RY 2019-09-28 1639 K5BG          599 04 TX  K8BZ          599 04 MI
QSO: 14125 RY 2019-09-28 1640 K5BG          599 04 TX  N3QE          599 05 MD
QSO: 14121 RY 2019-09-28 1642 K5BG          599 04 TX  VA3DF         599 04 ON
QSO: 14121 RY 2019-09-28 1644 K5BG          599 04 TX  HG1S          599 15 DX
QSO: 14120 RY 2019-09-28 1645 K5BG          599 04 TX  K2NV          599 05 NY
QSO: 14118 RY 2019-09-28 1646 K5BG          599 04 TX  V31MA         599 07 DX
QSO: 14116 RY 2019-09-28 1648 K5BG          599 04 TX  W4CU          599 05 FL
QSO: 21087 RY 2019-09-28 1657 K5BG          599 04 TX  PZ5RA         599 09 DX
QSO: 21088 RY 2019-09-28 1657 K5BG          599 04 TX  HP3SS         599 07 DX
QSO: 21089 RY 2019-09-28 1658 K5BG          599 04 TX  LO5D          599 13 DX
QSO: 21093 RY 2019-09-28 1700 K5BG          599 04 TX  N5RZ          599 04 TX
QSO: 21095 RY 2019-09-28 1701 K5BG          599 04 TX  CV7S          599 13 DX
QSO: 21096 RY 2019-09-28 1702 K5BG          599 04 TX  PU2WDX        599 11 DX
QSO: 21098 RY 2019-09-28 1704 K5BG          599 04 TX  CW4MAX        599 13 DX
QSO: 21099 RY 2019-09-28 1704 K5BG          599 04 TX  HQ9X          599 07 DX
QSO: 21100 RY 2019-09-28 1706 K5BG          599 04 TX  PT2AW         599 11 DX
QSO: 21101 RY 2019-09-28 1706 K5BG          599 04 TX  ZZ2T          599 11 DX
QSO: 21106 RY 2019-09-28 1708 K5BG          599 04 TX  W3FV          599 05 PA
QSO: 21108 RY 2019-09-28 1710 K5BG          599 04 TX  PX2M          599 11 DX
QSO: 21110 RY 2019-09-28 1710 K5BG          599 04 TX  PY2KJ         599 11 DX
QSO: 21083 RY 2019-09-28 1711 K5BG          599 04 TX  TI2OY         599 07 DX
QSO: 21083 RY 2019-09-28 1713 K5BG          599 04 TX  P49X          599 09 DX
QSO: 21084 RY 2019-09-28 1713 K5BG          599 04 TX  N4IQ          599 05 SC
QSO: 21085 RY 2019-09-28 1715 K5BG          599 04 TX  N4TGD         599 05 AL
QSO: 21101 RY 2019-09-28 1719 K5BG          599 04 TX  PP7DX         599 11 DX
QSO: 21097 RY 2019-09-28 1723 K5BG          599 04 TX  WN4AFP        599 05 SC
QSO: 21089 RY 2019-09-28 1730 K5BG          599 04 TX  W4GKM         599 04 TN
QSO: 14119 RY 2019-09-28 1738 K5BG          599 04 TX  HP3SS         599 07 DX
QSO: 14117 RY 2019-09-28 1738 K5BG          599 04 TX  VE2NMB        599 05 QC
QSO: 14123 RY 2019-09-28 2203 K5BG          599 04 TX  VA3LML        599 04 ON
QSO: 14125 RY 2019-09-28 2205 K5BG          599 04 TX  VE6UM         599 04 AB
QSO: 14125 RY 2019-09-28 2205 K5BG          599 04 TX  K6RC          599 03 CA
QSO: 14135 RY 2019-09-28 2207 K5BG          599 04 TX  WN6K          599 03 CA
QSO: 14080 RY 2019-09-28 2209 K5BG          599 04 TX  K6TD          599 03 CA
QSO: 14081 RY 2019-09-28 2210 K5BG          599 04 TX  K6OK          599 03 CA
QSO: 14082 RY 2019-09-28 2211 K5BG          599 04 TX  NN3RP         599 05 DC
QSO: 14084 RY 2019-09-28 2212 K5BG          599 04 TX  CO2AME        599 08 DX
QSO: 14085 RY 2019-09-28 2213 K5BG          599 04 TX  N0KE          599 04 CO
QSO: 14087 RY 2019-09-28 2214 K5BG          599 04 TX  N1IXF         599 05 CT
QSO: 14087 RY 2019-09-28 2215 K5BG          599 04 TX  JM7OLW        599 25 DX
QSO: 14088 RY 2019-09-28 2217 K5BG          599 04 TX  N6WM          599 03 CA
QSO: 14088 RY 2019-09-28 2218 K5BG          599 04 TX  CE2LR         599 12 DX
QSO: 14089 RY 2019-09-28 2221 K5BG          599 04 TX  W7PU          599 03 WA
QSO: 14092 RY 2019-09-28 2225 K5BG          599 04 TX  JA0GCY        599 25 DX
QSO: 14092 RY 2019-09-28 2226 K5BG          599 04 TX  N6OPE         599 03 CA
QSO: 14092 RY 2019-09-28 2227 K5BG          599 04 TX  K6BIR         599 03 CA
QSO: 14092 RY 2019-09-28 2228 K5BG          599 04 TX  CO3VR         599 08 DX
QSO: 14092 RY 2019-09-28 2228 K5BG          599 04 TX  AJ4A          599 04 KY
QSO: 14092 RY 2019-09-28 2229 K5BG          599 04 TX  KO6UW         599 04 MT
QSO: 14092 RY 2019-09-28 2230 K5BG          599 04 TX  NK6A          599 03 CA
QSO: 14092 RY 2019-09-28 2230 K5BG          599 04 TX  K4FJW         599 05 VA
QSO: 14092 RY 2019-09-28 2231 K5BG          599 04 TX  K7DWI         599 03 OR
QSO: 14092 RY 2019-09-28 2232 K5BG          599 04 TX  N7JI          599 03 OR
QSO: 14092 RY 2019-09-28 2232 K5BG          599 04 TX  VE7FO         599 03 BC
QSO: 14092 RY 2019-09-28 2233 K5BG          599 04 TX  KF7GMV        599 03 ID
QSO: 14092 RY 2019-09-28 2234 K5BG          599 04 TX  KX7YT         599 03 OR
QSO: 14092 RY 2019-09-28 2235 K5BG          599 04 TX  XE2YWH        599 06 DX
QSO: 14092 RY 2019-09-28 2235 K5BG          599 04 TX  WA0LJM        599 04 MN
QSO: 14092 RY 2019-09-28 2236 K5BG          599 04 TX  N6JNL         599 03 CA
QSO: 14092 RY 2019-09-28 2237 K5BG          599 04 TX  JA7ACM        599 25 DX
QSO: 14092 RY 2019-09-28 2237 K5BG          599 04 TX  W6RKC         599 03 CA
QSO: 14092 RY 2019-09-28 2238 K5BG          599 04 TX  JH0RNN        599 25 DX
QSO: 14092 RY 2019-09-28 2239 K5BG          599 04 TX  WI7N          599 03 OR
QSO: 14092 RY 2019-09-28 2240 K5BG          599 04 TX  JA8TR         599 25 DX
QSO: 14092 RY 2019-09-28 2240 K5BG          599 04 TX  KE6GLA        599 03 CA
QSO: 14092 RY 2019-09-28 2241 K5BG          599 04 TX  KD6C          599 03 CA
QSO: 14092 RY 2019-09-28 2241 K5BG          599 04 TX  KH6CJJ        599 31 DX
QSO: 14092 RY 2019-09-28 2242 K5BG          599 04 TX  K1SM          599 05 MA
QSO: 14092 RY 2019-09-28 2242 K5BG          599 04 TX  W6RC          599 03 CA
QSO: 14092 RY 2019-09-28 2244 K5BG          599 04 TX  W7OM          599 03 WA
QSO: 14092 RY 2019-09-28 2246 K5BG          599 04 TX  W6SX          599 03 CA
QSO: 14092 RY 2019-09-28 2246 K5BG          599 04 TX  WS7L          599 03 WA
QSO: 14092 RY 2019-09-28 2247 K5BG          599 04 TX  YV5EMG        599 09 DX
QSO: 14092 RY 2019-09-28 2248 K5BG          599 04 TX  KD7JG         599 03 OR
QSO: 14092 RY 2019-09-28 2248 K5BG          599 04 TX  VE6LB         599 04 AB
QSO: 14092 RY 2019-09-28 2249 K5BG          599 04 TX  W4MLB         599 05 FL
QSO: 14092 RY 2019-09-28 2250 K5BG          599 04 TX  VE5RI         599 04 SK
QSO: 14092 RY 2019-09-28 2250 K5BG          599 04 TX  N7JB          599 03 WA
QSO: 14092 RY 2019-09-28 2251 K5BG          599 04 TX  WK6I          599 03 CA
QSO: 14092 RY 2019-09-28 2251 K5BG          599 04 TX  N6UTC         599 03 CA
QSO: 14092 RY 2019-09-28 2252 K5BG          599 04 TX  NE7O          599 03 WA
QSO: 14092 RY 2019-09-28 2252 K5BG          599 04 TX  AK6A          599 03 OR
QSO: 14092 RY 2019-09-28 2253 K5BG          599 04 TX  PT2AW         599 11 DX
QSO: 14092 RY 2019-09-28 2254 K5BG          599 04 TX  W4TIJ         599 05 FL
QSO: 14092 RY 2019-09-28 2254 K5BG          599 04 TX  N1D           599 05 ME
QSO: 14092 RY 2019-09-28 2255 K5BG          599 04 TX  VE5RI         599 04 SK
QSO: 14092 RY 2019-09-28 2255 K5BG          599 04 TX  K6GFJ         599 03 CA
QSO: 14092 RY 2019-09-28 2257 K5BG          599 04 TX  JH7RTQ        599 25 DX
QSO: 14092 RY 2019-09-28 2257 K5BG          599 04 TX  K1ECU         599 05 CT
QSO: 14092 RY 2019-09-28 2259 K5BG          599 04 TX  W6SFI         599 03 CA
QSO: 14092 RY 2019-09-28 2259 K5BG          599 04 TX  K3ZV          599 05 FL
QSO: 14092 RY 2019-09-28 2301 K5BG          599 04 TX  WB7CYO        599 03 ID
QSO: 14092 RY 2019-09-28 2302 K5BG          599 04 TX  W6AER         599 03 CA
QSO: 14092 RY 2019-09-28 2302 K5BG          599 04 TX  NN6DX         599 03 CA
QSO: 14094 RY 2019-09-28 2305 K5BG          599 04 TX  KH6ZM         599 31 DX
QSO: 14100 RY 2019-09-28 2308 K5BG          599 04 TX  W6DR          599 03 CA
QSO: 14102 RY 2019-09-28 2310 K5BG          599 04 TX  AC4CA         599 04 TX
QSO: 14103 RY 2019-09-28 2311 K5BG          599 04 TX  N6RV          599 03 CA
QSO: 14104 RY 2019-09-28 2312 K5BG          599 04 TX  N7ZUF         599 03 WA
QSO: 14104 RY 2019-09-28 2313 K5BG          599 04 TX  VE2RYY        599 05 QC
QSO: 14105 RY 2019-09-28 2314 K5BG          599 04 TX  K0MPH         599 04 MN
QSO: 14106 RY 2019-09-28 2320 K5BG          599 04 TX  PZ5RA         599 09 DX
QSO: 14112 RY 2019-09-28 2323 K5BG          599 04 TX  XE2AD         599 06 DX
QSO: 14114 RY 2019-09-28 2324 K5BG          599 04 TX  VA7KO         599 03 BC
QSO: 14115 RY 2019-09-28 2325 K5BG          599 04 TX  VE6TK         599 04 AB
QSO: 14116 RY 2019-09-28 2326 K5BG          599 04 TX  VE6WQ         599 04 AB
QSO: 14117 RY 2019-09-28 2327 K5BG          599 04 TX  KI6VC         599 03 CA
QSO: 14118 RY 2019-09-28 2330 K5BG          599 04 TX  L73H          599 13 DX
QSO: 14120 RY 2019-09-28 2332 K5BG          599 04 TX  ZZ2T          599 11 DX
QSO: 14122 RY 2019-09-28 2333 K5BG          599 04 TX  N7BV          599 03 WA
QSO: 14124 RY 2019-09-28 2335 K5BG          599 04 TX  KU1CW         599 03 OR
QSO: 14129 RY 2019-09-28 2337 K5BG          599 04 TX  WS7V          599 03 WA
QSO: 14129 RY 2019-09-28 2338 K5BG          599 04 TX  KK6KMU        599 03 CA
QSO: 14129 RY 2019-09-28 2338 K5BG          599 04 TX  K6UM          599 03 OR
QSO: 14129 RY 2019-09-28 2340 K5BG          599 04 TX  W7GYM         599 03 OR
QSO: 14129 RY 2019-09-28 2342 K5BG          599 04 TX  XE2BY         599 06 DX
QSO: 14129 RY 2019-09-28 2344 K5BG          599 04 TX  K6MM          599 03 CA
QSO: 14129 RY 2019-09-28 2346 K5BG          599 04 TX  K7GS          599 03 WA
QSO: 14129 RY 2019-09-28 2346 K5BG          599 04 TX  HC1JQ         599 10 DX
QSO: 14129 RY 2019-09-28 2347 K5BG          599 04 TX  JM1XCW        599 25 DX
QSO: 14129 RY 2019-09-28 2348 K5BG          599 04 TX  KC7CM         599 03 WA
QSO:  7052 RY 2019-09-28 2357 K5BG          599 04 TX  K0JJR         599 04 MN
QSO:  7051 RY 2019-09-28 2358 K5BG          599 04 TX  AC9S          599 04 IL
QSO:  7049 RY 2019-09-28 2359 K5BG          599 04 TX  CR3DX         599 33 DX
QSO:  7054 RY 2019-09-29 0001 K5BG          599 04 TX  S53F          599 15 DX
QSO:  7057 RY 2019-09-29 0002 K5BG          599 04 TX  W3GH          599 05 PA
QSO:  7058 RY 2019-09-29 0003 K5BG          599 04 TX  NR4O          599 05 NC
QSO:  7037 RY 2019-09-29 0238 K5BG          599 04 TX  N7GP          599 03 AZ
QSO:  7037 RY 2019-09-29 0239 K5BG          599 04 TX  W0GJ          599 04 IA
QSO:  7039 RY 2019-09-29 0240 K5BG          599 04 TX  P49X          599 09 DX
QSO:  7041 RY 2019-09-29 0240 K5BG          599 04 TX  9A1A          599 15 DX
QSO:  7042 RY 2019-09-29 0242 K5BG          599 04 TX  K1SFA         599 05 MA
QSO:  7045 RY 2019-09-29 0243 K5BG          599 04 TX  AC0C          599 04 KS
QSO:  7046 RY 2019-09-29 0244 K5BG          599 04 TX  W3FIZ         599 05 PA
QSO:  7048 RY 2019-09-29 0245 K5BG          599 04 TX  IQ4FC         599 15 DX
QSO:  7049 RY 2019-09-29 0246 K5BG          599 04 TX  WX8C/0        599 04 MO
QSO:  7053 RY 2019-09-29 0249 K5BG          599 04 TX  KD4YDD        599 05 GA
QSO:  7053 RY 2019-09-29 0249 K5BG          599 04 TX  K2RZ          599 05 NJ
QSO:  7053 RY 2019-09-29 0250 K5BG          599 04 TX  NZ5O          599 04 LA
QSO:  7053 RY 2019-09-29 0251 K5BG          599 04 TX  WN8J          599 04 MI
QSO:  7053 RY 2019-09-29 0251 K5BG          599 04 TX  AK0SK         599 04 MO
QSO:  7053 RY 2019-09-29 0252 K5BG          599 04 TX  N4IQ          599 05 SC
QSO:  7053 RY 2019-09-29 0255 K5BG          599 04 TX  V31VP         599 07 DX
QSO:  7053 RY 2019-09-29 0255 K5BG          599 04 TX  XE1VY         599 06 DX
QSO:  7053 RY 2019-09-29 0259 K5BG          599 04 TX  KB7N          599 03 WA
