START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: IK2HKT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK2HKT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2009.
QSO: 21114 RY 2009-09-26 1338 IK2HKT        599 15 DX AA5AU         599 4 LA
QSO: 14141 RY 2009-09-26 1735 IK2HKT        599 15 DX KC9IRQ        599 04 IN
QSO: 14144 RY 2009-09-26 1746 IK2HKT        599 15 DX K0KT          599 04 IA
QSO: 14142 RY 2009-09-26 1750 IK2HKT        599 15 DX ZS2EZ         599 38 DX
QSO: 14143 RY 2009-09-26 1752 IK2HKT        599 15 DX IK2WYI        599 15 DX
QSO: 14137 RY 2009-09-26 1833 IK2HKT        599 15 DX W7OM          599 03 WA
QSO: 14137 RY 2009-09-26 1836 IK2HKT        599 15 DX KS7S          599 03 AZ
QSO: 14137 RY 2009-09-26 1836 IK2HKT        599 15 DX KW7N          599 03 WA
QSO: 14000 CW 2009-09-26 1837 IK2HKT        599 15 I K3GW          599 05 PA
QSO: 14137 RY 2009-09-26 1837 IK2HKT        599 15 DX EA8BGO        599 33 DX
QSO: 14137 RY 2009-09-26 1837 IK2HKT        599 15 DX N3RC          599 03 CA
QSO: 14000 RY 2009-09-26 1910 IK2HKT        599 15 dx W4CZ          599 04 TN
QSO: 14141 RY 2009-09-26 1910 IK2HKT        599 15 DX VE3FH         599 04 ON
QSO: 14141 RY 2009-09-26 1911 IK2HKT        599 15 DX UR4U          599 16 DX
QSO: 14141 RY 2009-09-26 1911 IK2HKT        599 15 DX W3MF          599 5 PA
QSO: 21088 RY 2009-09-27 1348 IK2HKT        599 15 DX N2WN          599 04 TN
QSO: 21087 RY 2009-09-27 1349 IK2HKT        599 15 UV5U          599 16 DX
QSO: 21088 RY 2009-09-27 1349 IK2HKT        599 15 DX AE1P          599 05 NH
QSO: 21088 RY 2009-09-27 1350 IK2HKT        599 15 DX N4ZZ          599 04 TN
QSO: 21081 RY 2009-09-27 1352 IK2HKT        599 14 DX LU2HC         599 13 DX
END-OF-LOG:
