START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: XE1CQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: XE1CQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2018.
QSO: 14129 RY 2018-09-29 1736 XE1CQ         599 06 DX N4VZ          599 05 SC
QSO: 14118 RY 2018-09-30 1658 XE1CQ         599 06 DX IQ6AN         599 15 DX
QSO: 14118 RY 2018-09-30 1659 XE1CQ         599 6 DX KO0Z          599 4 IL
QSO: 14118 RY 2018-09-30 1700 XE1CQ         599 06 DX K2WK          599 05 VA
QSO: 14118 RY 2018-09-30 1706 XE1CQ         599 06 DX K6LL          599 03 AZ
QSO: 14118 RY 2018-09-30 1709 XE1CQ         599 06 DX PA4O          599 14 DX
QSO: 14118 RY 2018-09-30 1713 XE1CQ         599 06 DX AC3BU         599 05 MD
QSO: 14000 RY 2018-09-30 1714 XE1CQ         599 06 DX K1SX          599 05 MA
QSO: 14119 RY 2018-09-30 1719 XE1CQ         599 06 DX W9ILY         599 04 IL
QSO: 14120 RY 2018-09-30 1721 XE1CQ         599 06 DX VE3SST        599 04 ON
QSO: 14119 RY 2018-09-30 1722 XE1CQ         599 06 DX W7ZR          599 03 AZ
QSO: 14119 RY 2018-09-30 1727 XE1CQ         599 06 DX WB0WIV        599 04 IA
QSO: 14136 RY 2018-09-30 1741 XE1CQ         599 06 DX K5EK          599 05 NC
END-OF-LOG:
