START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: F4EIH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JN05NL
CLAIMED-SCORE: 93808
NAME: Sebastien
OPERATORS: F4EIH
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7300.0
SOAPBOX: First cq ww SSB contest with y new antenna
QSO: 14192 PH 2019-10-26 0914 F4EIH         59  14     IF9A          59  15
QSO: 14200 PH 2019-10-26 0915 F4EIH         59  14     YT1X          59  15
QSO: 14202 PH 2019-10-26 0916 F4EIH         59  14     LZ60KAA       59  20
QSO: 14217 PH 2019-10-26 0920 F4EIH         59  14     SO4R          59  15
QSO: 28430 PH 2019-10-26 0921 F4EIH         59  14     D68CCC        59  39
QSO: 14241 PH 2019-10-26 0929 F4EIH         59  14     LY7Z          59  15
QSO: 14264 PH 2019-10-26 0930 F4EIH         59  14     SQ2A          59  15
QSO: 14270 PH 2019-10-26 0931 F4EIH         59  14     SJ0X          59  14
QSO: 14273 PH 2019-10-26 0933 F4EIH         59  14     IO9A          59  15
QSO: 14284 PH 2019-10-26 0934 F4EIH         59  14     TC0F          59  20
QSO: 14300 PH 2019-10-26 0937 F4EIH         59  14     ES9C          59  15
QSO: 14302 PH 2019-10-26 0938 F4EIH         59  14     SP1GA         59  15
QSO: 14307 PH 2019-10-26 0939 F4EIH         59  14     OM7M          59  15
QSO: 14332 PH 2019-10-26 0943 F4EIH         59  14     ED8W          59  33
QSO: 14333 PH 2019-10-26 0944 F4EIH         59  14     E78AA         59  15
QSO: 14110 PH 2019-10-26 0950 F4EIH         59  14     OZ30EU        59  14
QSO: 14112 PH 2019-10-26 0952 F4EIH         59  14     HG6N          59  15
QSO: 14148 PH 2019-10-26 0955 F4EIH         59  14     OH73ELK       59  15
QSO: 14167 PH 2019-10-26 0958 F4EIH         59  14     IO7T          59  15
QSO: 14203 PH 2019-10-26 1001 F4EIH         59  14     9A7A          59  15
QSO: 14207 PH 2019-10-26 1003 F4EIH         59  14     E71CQ         59  15
QSO: 14251 PH 2019-10-26 1009 F4EIH         59  14     9A5Y          59  15
QSO: 14263 PH 2019-10-26 1010 F4EIH         59  14     S53M          59  15
QSO: 14288 PH 2019-10-26 1012 F4EIH         59  14     S50K          59  15
QSO: 14327 PH 2019-10-26 1015 F4EIH         59  14     E76CW         59  15
QSO: 14330 PH 2019-10-26 1019 F4EIH         59  14     UR2Y          59  16
QSO: 14349 PH 2019-10-26 1022 F4EIH         59  14     OZ11A         59  14
QSO: 14111 PH 2019-10-26 1032 F4EIH         59  14     EA5JN         59  14
QSO: 14115 PH 2019-10-26 1034 F4EIH         59  14     8P5A          59  08
QSO: 14141 PH 2019-10-26 1038 F4EIH         59  14     S54K          59  15
QSO: 14147 PH 2019-10-26 1040 F4EIH         59  14     YL2BJ         59  15
QSO: 14158 PH 2019-10-26 1042 F4EIH         59  14     FY5KE         59  09
QSO: 14165 PH 2019-10-26 1044 F4EIH         59  14     EE7P          59  14
QSO: 14173 PH 2019-10-26 1047 F4EIH         59  14     V26B          59  08
QSO: 14187 PH 2019-10-26 1049 F4EIH         59  14     YU5M          59  15
QSO: 14205 PH 2019-10-26 1053 F4EIH         59  14     EA5KL         59  14
QSO: 14209 PH 2019-10-26 1055 F4EIH         59  14     S50R          59  15
QSO: 14218 PH 2019-10-26 1058 F4EIH         59  14     EU1WW         59  16
QSO: 14222 PH 2019-10-26 1059 F4EIH         59  14     EV1R          59  16
QSO: 14281 PH 2019-10-26 1105 F4EIH         59  14     IO5O          59  15
QSO: 14297 PH 2019-10-26 1107 F4EIH         59  14     DP6A          59  14
QSO: 14331 PH 2019-10-26 1109 F4EIH         59  14     EF1A          59  14
QSO: 14101 PH 2019-10-26 1111 F4EIH         59  14     IZ2IOM        59  15
QSO: 14121 PH 2019-10-26 1113 F4EIH         59  14     OH1VR         59  15
QSO: 14125 PH 2019-10-26 1114 F4EIH         59  14     4U1A          59  15
QSO: 14127 PH 2019-10-26 1116 F4EIH         59  14     PJ4NG         59  09
QSO: 14105 PH 2019-10-26 1125 F4EIH         59  14     VY2TT         59  05
QSO: 14132 PH 2019-10-26 1128 F4EIH         59  14     XL3A          59  04
QSO: 14157 PH 2019-10-26 1225 F4EIH         59  14     KC1XX         59  05
QSO: 14162 PH 2019-10-26 1225 F4EIH         59  14     CS5SS         59  14
QSO: 14167 PH 2019-10-26 1226 F4EIH         59  14     N1UR          59  05
QSO: 14180 PH 2019-10-26 1230 F4EIH         59  14     N5DX          59  04
QSO: 14182 PH 2019-10-26 1231 F4EIH         59  14     KQ2M          59  05
QSO: 14185 PH 2019-10-26 1232 F4EIH         59  14     DM4X          59  14
QSO: 14210 PH 2019-10-26 1236 F4EIH         59  14     II2S          59  15
QSO: 14226 PH 2019-10-26 1238 F4EIH         59  14     LA9LMA        59  14
QSO: 14235 PH 2019-10-26 1247 F4EIH         59  14     K1KI          59  05
QSO: 14236 PH 2019-10-26 1249 F4EIH         59  14     NW1P          59  05
QSO: 14296 PH 2019-10-26 1254 F4EIH         59  14     EA7PP         59  14
QSO: 14303 PH 2019-10-26 1255 F4EIH         59  14     SP3H          59  15
QSO: 14320 PH 2019-10-26 1256 F4EIH         59  14     S57AL         59  15
QSO: 14322 PH 2019-10-26 1257 F4EIH         59  14     YT0Z          59  15
QSO: 14328 PH 2019-10-26 1258 F4EIH         59  14     SN2B          59  15
QSO: 14330 PH 2019-10-26 1258 F4EIH         59  14     K1KP          59  05
QSO: 14346 PH 2019-10-26 1300 F4EIH         59  14     IQ4FA         59  15
QSO: 14102 PH 2019-10-26 1301 F4EIH         59  14     VE3JM         59  04
QSO: 14103 PH 2019-10-26 1303 F4EIH         59  14     EW2W          59  16
QSO: 14113 PH 2019-10-26 1304 F4EIH         59  14     VA2WA         59  05
QSO: 14115 PH 2019-10-26 1305 F4EIH         59  14     S58Y          59  15
QSO: 14116 PH 2019-10-26 1306 F4EIH         59  14     R2VA          59  16
QSO: 14134 PH 2019-10-26 1310 F4EIH         59  14     HS0ZOJ        59  26
QSO: 14139 PH 2019-10-26 1318 F4EIH         59  14     VA3MW         59  04
QSO: 14212 PH 2019-10-26 1324 F4EIH         59  14     LA8HGA        59  14
QSO: 14237 PH 2019-10-26 1326 F4EIH         59  14     K1RX          59  05
QSO: 14250 PH 2019-10-26 1328 F4EIH         59  14     WB2ZAB        59  05
QSO: 14254 PH 2019-10-26 1329 F4EIH         59  14     SV9/SV0IG     59  20
QSO: 14279 PH 2019-10-26 1337 F4EIH         59  14     CS2C          59  14
QSO: 14315 PH 2019-10-26 1340 F4EIH         59  14     LG80T         59  14
QSO: 14334 PH 2019-10-26 1343 F4EIH         59  14     4X6FR         59  20
QSO: 14133 PH 2019-10-26 1348 F4EIH         59  14     VA2EW         59  05
QSO: 14149 PH 2019-10-26 1355 F4EIH         59  14     SQ6H          59  15
QSO: 14151 PH 2019-10-26 1357 F4EIH         59  14     K3LR          59  05
QSO: 14189 PH 2019-10-26 1402 F4EIH         59  14     ED9B          59  33
QSO: 14195 PH 2019-10-26 1407 F4EIH         59  14     KU2M          59  05
QSO: 14211 PH 2019-10-26 1409 F4EIH         59  14     YU5R          59  15
QSO: 14231 PH 2019-10-26 1410 F4EIH         59  14     W4NC          59  05
QSO: 14233 PH 2019-10-26 1411 F4EIH         59  14     W9RE          59  04
QSO: 14270 PH 2019-10-26 1415 F4EIH         59  14     RU1A          59  16
QSO: 14280 PH 2019-10-26 1417 F4EIH         59  14     IK4LZH        59  15
QSO: 14293 PH 2019-10-26 1418 F4EIH         59  14     IR9Z          59  15
QSO: 14130 PH 2019-10-26 1438 F4EIH         59  14     YO6GUU        59  20
QSO: 14184 PH 2019-10-26 1442 F4EIH         59  14     C4W           59  20
QSO: 14254 PH 2019-10-26 1447 F4EIH         59  14     A61ZX         59  21
QSO: 14332 PH 2019-10-26 1449 F4EIH         59  14     YR2Y          59  20
QSO: 14101 PH 2019-10-26 1454 F4EIH         59  14     4Z5LY         59  20
QSO: 14108 PH 2019-10-26 1455 F4EIH         59  14     CF3M          59  04
QSO: 14136 PH 2019-10-26 1458 F4EIH         59  14     VE2GSO        59  05
QSO: 14144 PH 2019-10-26 1500 F4EIH         59  14     ED8H          59  33
QSO: 14148 PH 2019-10-26 1501 F4EIH         59  14     T6A           59  21
QSO: 14152 PH 2019-10-26 1502 F4EIH         59  14     W3LPL         59  05
QSO: 14170 PH 2019-10-26 1505 F4EIH         59  14     K3ZO          59  05
QSO: 14183 PH 2019-10-26 1509 F4EIH         59  14     K2LE          59  05
QSO: 14205 PH 2019-10-26 1512 F4EIH         59  14     SZ1A          59  20
QSO: 14208 PH 2019-10-26 1513 F4EIH         59  14     HG5A          59  15
QSO: 14302 PH 2019-10-26 1524 F4EIH         59  14     KP2M          59  08
QSO: 14339 PH 2019-10-26 1527 F4EIH         59  14     S50S          59  15
QSO: 14321 PH 2019-10-26 1545 F4EIH         59  14     OE5T          59  15
QSO: 14121 PH 2019-10-26 1549 F4EIH         59  14     Z61DX         59  15
QSO: 14123 PH 2019-10-26 1551 F4EIH         59  14     YQ6A          59  20
QSO: 14143 PH 2019-10-26 1554 F4EIH         59  14     7Z1SJ         59  21
QSO: 14329 PH 2019-10-26 1608 F4EIH         59  14     YP0C          59  20
QSO: 14107 PH 2019-10-26 1615 F4EIH         59  14     HA3NU         59  15
QSO: 14261 PH 2019-10-26 1625 F4EIH         59  14     EF8R          59  33
QSO: 14123 PH 2019-10-26 1636 F4EIH         59  14     HH2AA         59  08
QSO: 14158 PH 2019-10-26 1639 F4EIH         59  14     W3PP          59  05
QSO: 14223 PH 2019-10-26 1654 F4EIH         59  14     HA5PP         59  15
QSO: 14290 PH 2019-10-26 1659 F4EIH         59  14     NP2P          59  08
QSO: 14298 PH 2019-10-26 1702 F4EIH         59  14     ZX2V          59  11
QSO: 14337 PH 2019-10-26 1707 F4EIH         59  14     PY8WW         59  11
QSO: 14344 PH 2019-10-26 1708 F4EIH         59  14     PJ4K          59  09
QSO: 14129 PH 2019-10-26 1712 F4EIH         59  14     VE3EJ         59  04
QSO: 14155 PH 2019-10-26 1715 F4EIH         59  14     K1TTT         59  05
QSO: 14146 PH 2019-10-26 1739 F4EIH         59  14     P40T          59  09
QSO: 14214 PH 2019-10-26 1747 F4EIH         59  14     PJ2T          59  09
QSO: 14265 PH 2019-10-26 1758 F4EIH         59  14     E7DX          59  15
QSO: 14262 PH 2019-10-26 1814 F4EIH         59  14     PZ5K          59  09
QSO: 14122 PH 2019-10-26 1820 F4EIH         59  14     VE3VN         59  04
QSO: 14160 PH 2019-10-26 1823 F4EIH         59  14     WX3B          59  05
QSO: 14162 PH 2019-10-26 1824 F4EIH         59  14     N4WW          59  05
QSO: 14273 PH 2019-10-26 1831 F4EIH         59  14     4L2M          59  21
QSO: 14278 PH 2019-10-26 1832 F4EIH         59  14     ZF1A          59  08
QSO: 14280 PH 2019-10-26 1834 F4EIH         59  14     ET3AA         59  37
QSO: 14331 PH 2019-10-26 1844 F4EIH         59  14     NV9L          59  04
QSO: 14166 PH 2019-10-26 1945 F4EIH         59  14     9H6A          59  15
QSO: 14242 PH 2019-10-26 1955 F4EIH         59  14     KU2C          59  05
QSO: 14272 PH 2019-10-26 1957 F4EIH         59  14     N1MM          59  05
QSO: 14330 PH 2019-10-26 2001 F4EIH         59  14     N4OX          59  05
QSO: 14343 PH 2019-10-26 2003 F4EIH         59  14     J68GD         59  08
QSO: 14193 PH 2019-10-26 2017 F4EIH         59  14     VP5W          59  08
QSO: 14210 PH 2019-10-26 2022 F4EIH         59  14     LU9MBY        59  13
QSO: 14306 PH 2019-10-26 2035 F4EIH         59  14     PP1WW         59  11
QSO: 14175 PH 2019-10-26 2040 F4EIH         59  14     CE2LR         59  12
QSO: 14184 PH 2019-10-26 2043 F4EIH         59  14     LR3D          59  13
QSO: 14226 PH 2019-10-26 2046 F4EIH         59  14     PP5RT         59  11
QSO: 14231 PH 2019-10-26 2101 F4EIH         59  14     EI7M          59  14
QSO: 14234 PH 2019-10-26 2113 F4EIH         59  14     LU2DX         59  13
QSO: 14129 PH 2019-10-27 0531 F4EIH         59  14     RO9T          59  16
QSO: 14155 PH 2019-10-27 0533 F4EIH         59  14     UZ1U          59  16
QSO: 14177 PH 2019-10-27 0535 F4EIH         59  14     S57DX         59  15
QSO: 14204 PH 2019-10-27 0537 F4EIH         59  14     9K9A          59  21
QSO: 14213 PH 2019-10-27 0539 F4EIH         59  14     LZ5R          59  20
QSO: 14253 PH 2019-10-27 0543 F4EIH         59  14     R7AB          59  16
QSO: 14270 PH 2019-10-27 0546 F4EIH         59  14     SU8X          59  34
QSO: 14312 PH 2019-10-27 0549 F4EIH         59  14     4X0T          59  20
QSO: 14347 PH 2019-10-27 0550 F4EIH         59  14     RT5T          59  16
QSO: 14158 PH 2019-10-27 0553 F4EIH         59  14     R9LY          59  17
QSO:  7069 PH 2019-10-27 0606 F4EIH         59  14     ZM4T          59  32
QSO: 14239 PH 2019-10-27 0627 F4EIH         59  14     7Z1IS         59  21
QSO: 14254 PH 2019-10-27 0628 F4EIH         59  14     II9P          59  15
QSO: 14140 PH 2019-10-27 0638 F4EIH         59  14     OH6DX         59  15
QSO: 14202 PH 2019-10-27 0641 F4EIH         59  14     SN7Q          59  15
QSO: 14243 PH 2019-10-27 0645 F4EIH         59  14     OH8L          59  15
QSO: 14274 PH 2019-10-27 0648 F4EIH         59  14     YL4U          59  15
QSO: 14282 PH 2019-10-27 0649 F4EIH         59  14     YL2CI         59  15
QSO: 14285 PH 2019-10-27 0649 F4EIH         59  14     SN5A          59  15
QSO: 14125 PH 2019-10-27 0720 F4EIH         59  14     SK5DB         59  14
QSO: 14164 PH 2019-10-27 0722 F4EIH         59  14     RM3DA         59  16
QSO: 14167 PH 2019-10-27 0723 F4EIH         59  14     RT9S          59  16
QSO: 14238 PH 2019-10-27 0729 F4EIH         59  14     UA4M          59  16
QSO: 14296 PH 2019-10-27 0733 F4EIH         59  14     EW2A          59  16
QSO: 14338 PH 2019-10-27 0736 F4EIH         59  14     EE5T          59  14
QSO: 14132 PH 2019-10-27 0744 F4EIH         59  14     9A3AG         59  15
QSO: 14141 PH 2019-10-27 0746 F4EIH         59  14     IZ8DEP        59  15
QSO: 14264 PH 2019-10-27 0754 F4EIH         59  14     IT9ZTX        59  15
QSO: 14272 PH 2019-10-27 0756 F4EIH         59  14     LY2IJ         59  15
QSO: 14128 PH 2019-10-27 0849 F4EIH         59  14     OE3LZA        59  15
QSO: 14320 PH 2019-10-27 0903 F4EIH         59  14     RT4G          59  16
QSO: 14333 PH 2019-10-27 0905 F4EIH         59  14     RC3W          59  16
QSO: 14345 PH 2019-10-27 0906 F4EIH         59  14     OT4A          59  14
QSO: 14111 PH 2019-10-27 0907 F4EIH         59  14     YO4BEX        59  20
QSO: 14158 PH 2019-10-27 0909 F4EIH         59  14     IO6A          59  15
QSO: 14183 PH 2019-10-27 0915 F4EIH         59  14     6W1RY         59  35
QSO: 14189 PH 2019-10-27 0917 F4EIH         59  14     DR5N          59  14
QSO: 14286 PH 2019-10-27 0920 F4EIH         59  14     OE3IDE        59  15
QSO: 14110 PH 2019-10-27 0922 F4EIH         59  14     HB9CIC        59  14
QSO: 14110 PH 2019-10-27 0923 F4EIH         59  14     9A2EY         59  15
QSO: 14287 PH 2019-10-27 0938 F4EIH         59  14     DF0HQ         59  14
QSO: 14302 PH 2019-10-27 0939 F4EIH         59  14     M6T           59  14
QSO: 14340 PH 2019-10-27 0943 F4EIH         59  14     GW5L          59  14
QSO: 14168 PH 2019-10-27 0957 F4EIH         59  14     YL3CW         59  15
QSO: 14100 PH 2019-10-27 1012 F4EIH         59  14     OR1Z          59  14
QSO: 14157 PH 2019-10-27 1015 F4EIH         59  14     PI4COM        59  14
QSO: 14105 PH 2019-10-27 1128 F4EIH         59  14     LX/G1TPA      59  14
QSO: 14115 PH 2019-10-27 1130 F4EIH         59  14     EC3CVD        59  14
QSO: 14117 PH 2019-10-27 1131 F4EIH         59  14     ES3BM         59  15
QSO: 14221 PH 2019-10-27 1139 F4EIH         59  14     CR5T          59  14
QSO: 14247 PH 2019-10-27 1141 F4EIH         59  14     IR3R          59  15
QSO: 14283 PH 2019-10-27 1145 F4EIH         59  14     CR6P          59  14
QSO: 14332 PH 2019-10-27 1148 F4EIH         59  14     LN1B          59  14
QSO: 14104 PH 2019-10-27 1153 F4EIH         59  14     R4RT          59  16
QSO: 14136 PH 2019-10-27 1157 F4EIH         59  14     UP0L          59  17
QSO: 14160 PH 2019-10-27 1200 F4EIH         59  14     EA1DHB        59  14
QSO: 14171 PH 2019-10-27 1203 F4EIH         59  14     N2SR          59  05
QSO: 14312 PH 2019-10-27 1219 F4EIH         59  14     NW3Y          59  05
QSO: 14317 PH 2019-10-27 1220 F4EIH         59  14     UZ3A          59  16
QSO: 14345 PH 2019-10-27 1224 F4EIH         59  14     W1XX          59  05
QSO: 14349 PH 2019-10-27 1225 F4EIH         59  14     OL3Z          59  15
QSO: 14172 PH 2019-10-27 1244 F4EIH         59  14     W3UA          59  05
QSO: 14180 PH 2019-10-27 1248 F4EIH         59  14     N9NC          59  05
QSO: 14184 PH 2019-10-27 1248 F4EIH         59  14     W8PR          59  04
QSO: 14187 PH 2019-10-27 1250 F4EIH         59  14     NN3Q          59  05
QSO: 14239 PH 2019-10-27 1255 F4EIH         59  14     RO2E          59  16
QSO: 14283 PH 2019-10-27 1257 F4EIH         59  14     K2CJ          59  05
QSO: 14173 PH 2019-10-27 1310 F4EIH         59  14     K3WW          59  05
QSO: 14279 PH 2019-10-27 1316 F4EIH         59  14     W3EP          59  05
QSO: 14280 PH 2019-10-27 1336 F4EIH         59  14     K8AZ          59  04
QSO: 14101 PH 2019-10-27 1339 F4EIH         59  14     RA3Y          59  16
QSO: 14103 PH 2019-10-27 1341 F4EIH         59  14     RL3QI         59  16
QSO: 14118 PH 2019-10-27 1343 F4EIH         59  14     R3OM          59  16
QSO: 14130 PH 2019-10-27 1345 F4EIH         59  14     YU7ZZ         59  15
QSO: 14134 PH 2019-10-27 1346 F4EIH         59  14     UX1UX         59  16
QSO: 14144 PH 2019-10-27 1406 F4EIH         59  14     YT2ISM        59  15
QSO: 14154 PH 2019-10-27 1409 F4EIH         59  14     W8BI          59  04
QSO: 14281 PH 2019-10-27 1419 F4EIH         59  14     AA3B          59  05
QSO: 14307 PH 2019-10-27 1423 F4EIH         59  14     S52NR         59  15
QSO: 14322 PH 2019-10-27 1427 F4EIH         59  14     HZ1TT         59  21
QSO: 14119 PH 2019-10-27 1428 F4EIH         59  14     OM4M          59  15
QSO: 14254 PH 2019-10-27 1442 F4EIH         59  14     SQ2PHG        59  15
QSO: 14275 PH 2019-10-27 1444 F4EIH         59  14     I1NVU         59  15
