START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: CR2L
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 4019848
NAME: c/o Wolf KLIER
OPERATORS: OE2VEL
CLUB: BAVARIAN CONTEST CLUB
CREATED-BY: Win-Test 4.29.0
SOAPBOX: After a perfect contest in 2018 this year was Murphy�s event! Still
SOAPBOX: had fun and got a reasonable score despite poor condx and lots of
SOAPBOX: antenna problems. Special thanks to Jose, CU2CE for his great support
QSO:  7147 PH 2019-10-26 0019 CR2L          59  14     RU1A          59  16     0
QSO:  7125 PH 2019-10-26 0020 CR2L          59  14     S57AL         59  15     0
QSO:  7117 PH 2019-10-26 0020 CR2L          59  14     V26B          59  08     0
QSO:  7107 PH 2019-10-26 0021 CR2L          59  14     RC6U          59  16     0
QSO:  7100 PH 2019-10-26 0021 CR2L          59  14     HG6N          59  15     0
QSO:  7092 PH 2019-10-26 0022 CR2L          59  14     ZF1A          59  08     0
QSO:  7087 PH 2019-10-26 0022 CR2L          59  14     RJ4P          59  16     0
QSO:  7078 PH 2019-10-26 0022 CR2L          59  14     RA7A          59  16     0
QSO:  7058 PH 2019-10-26 0023 CR2L          59  14     8P5A          59  08     0
QSO:  7053 PH 2019-10-26 0023 CR2L          59  14     PJ4K          59  09     0
QSO:  7056 PH 2019-10-26 0025 CR2L          59  14     V55A          59  38     0
QSO:  7064 PH 2019-10-26 0025 CR2L          59  14     F5LIW         59  14     0
QSO:  7064 PH 2019-10-26 0026 CR2L          59  14     TI7W          59  07     0
QSO:  7064 PH 2019-10-26 0026 CR2L          59  14     EA1URS        59  14     0
QSO:  7064 PH 2019-10-26 0026 CR2L          59  14     SP3UIW        59  15     0
QSO:  7064 PH 2019-10-26 0026 CR2L          59  14     RA4AR         59  16     0
QSO:  7064 PH 2019-10-26 0027 CR2L          59  14     YW1K          59  09     0
QSO:  7064 PH 2019-10-26 0027 CR2L          59  14     LY5I          59  15     0
QSO:  7064 PH 2019-10-26 0027 CR2L          59  14     EA3OW         59  14     0
QSO:  7064 PH 2019-10-26 0027 CR2L          59  14     OE6HLF        59  15     0
QSO:  7064 PH 2019-10-26 0028 CR2L          59  14     DL5RU         59  14     0
QSO:  7064 PH 2019-10-26 0028 CR2L          59  14     OM5WW         59  15     0
QSO:  7064 PH 2019-10-26 0028 CR2L          59  14     UW5ZM         59  16     0
QSO:  7064 PH 2019-10-26 0029 CR2L          59  14     EA7EF         59  14     0
QSO:  7064 PH 2019-10-26 0029 CR2L          59  14     EA5EOR        59  14     0
QSO:  7064 PH 2019-10-26 0029 CR2L          59  14     IR3R          59  15     0
QSO:  7064 PH 2019-10-26 0029 CR2L          59  14     DL8RDL        59  14     0
QSO:  7064 PH 2019-10-26 0030 CR2L          59  14     PA0AA         59  14     0
QSO:  7064 PH 2019-10-26 0030 CR2L          59  14     DL0UM         59  14     0
QSO:  7064 PH 2019-10-26 0030 CR2L          59  14     F5BEG         59  14     0
QSO:  7064 PH 2019-10-26 0030 CR2L          59  14     EC2DX         59  14     0
QSO:  7064 PH 2019-10-26 0030 CR2L          59  14     DR5N          59  14     0
QSO:  7064 PH 2019-10-26 0031 CR2L          59  14     IR3Z          59  15     0
QSO:  7064 PH 2019-10-26 0031 CR2L          59  14     IR8D          59  15     0
QSO:  7064 PH 2019-10-26 0031 CR2L          59  14     6W1RY         59  35     0
QSO:  7064 PH 2019-10-26 0031 CR2L          59  14     DL4VAI        59  14     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     TM3R          59  14     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     IZ1OSP        59  15     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     G3Q           59  14     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     TM6M          59  14     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     EA7PP         59  14     0
QSO:  7064 PH 2019-10-26 0032 CR2L          59  14     II2S          59  15     0
QSO:  7064 PH 2019-10-26 0033 CR2L          59  14     DL5AKI        59  14     0
QSO:  7064 PH 2019-10-26 0033 CR2L          59  14     YT5IVN        59  15     0
QSO:  7064 PH 2019-10-26 0033 CR2L          59  14     OT5A          59  14     0
QSO:  7064 PH 2019-10-26 0033 CR2L          59  14     YO6GUU        59  20     0
QSO:  7064 PH 2019-10-26 0034 CR2L          59  14     V49V          59  08     0
QSO:  7064 PH 2019-10-26 0034 CR2L          59  14     S53M          59  15     0
QSO:  7064 PH 2019-10-26 0034 CR2L          59  14     LZ2FL         59  20     0
QSO:  7064 PH 2019-10-26 0034 CR2L          59  14     MD1E          59  14     0
QSO:  7064 PH 2019-10-26 0034 CR2L          59  14     IB1B          59  15     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     OM7M          59  15     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     EU1WW         59  16     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     M6T           59  14     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     DL1NKS        59  14     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     ED3C          59  14     0
QSO:  7064 PH 2019-10-26 0035 CR2L          59  14     IR2L          59  15     0
QSO:  7064 PH 2019-10-26 0036 CR2L          59  14     RL6M          59  16     0
QSO:  7064 PH 2019-10-26 0036 CR2L          59  14     HA7I          59  15     0
QSO:  7064 PH 2019-10-26 0036 CR2L          59  14     PC3T          59  14     0
QSO:  7064 PH 2019-10-26 0036 CR2L          59  14     HB9H          59  14     0
QSO:  7064 PH 2019-10-26 0036 CR2L          59  14     EF8R          59  33     0
QSO:  7064 PH 2019-10-26 0037 CR2L          59  14     EA1URS        59  14     0
QSO:  7064 PH 2019-10-26 0037 CR2L          59  14     DP6A          59  14     0
QSO:  7064 PH 2019-10-26 0037 CR2L          59  14     HB2K          59  14     0
QSO:  7064 PH 2019-10-26 0037 CR2L          59  14     OL9Z          59  15     0
QSO:  7064 PH 2019-10-26 0037 CR2L          59  14     IQ4FA         59  15     0
QSO:  7064 PH 2019-10-26 0038 CR2L          59  14     RN4SN         59  16     0
QSO:  7064 PH 2019-10-26 0038 CR2L          59  14     EF1W          59  14     0
QSO:  7064 PH 2019-10-26 0038 CR2L          59  14     CT1BWU        59  14     0
QSO:  7064 PH 2019-10-26 0038 CR2L          59  14     UA4S          59  16     0
QSO:  7064 PH 2019-10-26 0038 CR2L          59  14     DK5RK         59  14     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     UR5WHQ        59  16     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     RT6A          59  16     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     YL7X          59  15     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     9A9R          59  15     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     ES5MG         59  15     0
QSO:  7064 PH 2019-10-26 0039 CR2L          59  14     LN8W          59  14     0
QSO:  7064 PH 2019-10-26 0040 CR2L          59  14     P33W          59  20     0
QSO:  7064 PH 2019-10-26 0040 CR2L          59  14     G0DTX         59  14     0
QSO:  7064 PH 2019-10-26 0040 CR2L          59  14     EE1G          59  14     0
QSO:  7064 PH 2019-10-26 0040 CR2L          59  14     UT6UZ         59  16     0
QSO:  7064 PH 2019-10-26 0040 CR2L          59  14     VE3EJ         59  04     0
QSO:  7064 PH 2019-10-26 0041 CR2L          59  14     LX7I          59  14     0
QSO:  7064 PH 2019-10-26 0041 CR2L          59  14     LZ2OG         59  20     0
QSO:  7064 PH 2019-10-26 0041 CR2L          59  14     OM3IAG        59  15     0
QSO:  7064 PH 2019-10-26 0041 CR2L          59  14     IZ3NYG        59  15     0
QSO:  7064 PH 2019-10-26 0041 CR2L          59  14     RL3A          59  16     0
QSO:  7064 PH 2019-10-26 0042 CR2L          59  14     EY7AD         59  17     0
QSO:  7064 PH 2019-10-26 0042 CR2L          59  14     ON3AR         59  14     0
QSO:  7064 PH 2019-10-26 0042 CR2L          59  14     IK1JJM        59  15     0
QSO:  7064 PH 2019-10-26 0043 CR2L          59  14     DG5E          59  14     0
QSO:  7064 PH 2019-10-26 0043 CR2L          59  14     EA4GOK        59  14     0
QSO:  7064 PH 2019-10-26 0043 CR2L          59  14     F6HMQ         59  14     0
QSO:  7064 PH 2019-10-26 0044 CR2L          59  14     US7IY         59  16     0
QSO:  7064 PH 2019-10-26 0044 CR2L          59  14     UX3I          59  16     0
QSO:  7064 PH 2019-10-26 0044 CR2L          59  14     IW2BZY        59  15     0
QSO:  7064 PH 2019-10-26 0045 CR2L          59  14     TF3DT         59  40     0
QSO:  7064 PH 2019-10-26 0045 CR2L          59  14     SP7D          59  15     0
QSO:  7064 PH 2019-10-26 0046 CR2L          59  14     DA2X          59  14     0
QSO:  7064 PH 2019-10-26 0046 CR2L          59  14     S51DD         59  15     0
QSO:  7064 PH 2019-10-26 0046 CR2L          59  14     LZ9W          59  20     0
QSO:  7064 PH 2019-10-26 0046 CR2L          59  14     DH8BQA        59  14     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     CR5T          59  14     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     E78T          59  15     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     LY4ZF         59  15     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     S56X          59  15     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     HB90AWS       59  14     0
QSO:  7064 PH 2019-10-26 0047 CR2L          59  14     R3KM          59  16     0
QSO:  7064 PH 2019-10-26 0048 CR2L          59  14     DK0SB         59  14     0
QSO:  7064 PH 2019-10-26 0048 CR2L          59  14     SV2CLJ        59  20     0
QSO:  7064 PH 2019-10-26 0049 CR2L          59  14     2E0EVM        59  14     0
QSO:  7064 PH 2019-10-26 0049 CR2L          59  14     G4ADJ         59  14     0
QSO:  7064 PH 2019-10-26 0049 CR2L          59  14     DM6DX         59  14     0
QSO:  7064 PH 2019-10-26 0050 CR2L          59  14     IR7T          59  15     0
QSO:  7064 PH 2019-10-26 0050 CR2L          59  14     SQ8L          59  15     0
QSO:  7064 PH 2019-10-26 0050 CR2L          59  14     SP3W          59  15     0
QSO:  7064 PH 2019-10-26 0050 CR2L          59  14     TM7Y          59  14     0
QSO:  7064 PH 2019-10-26 0051 CR2L          59  14     IR3C          59  15     0
QSO:  7064 PH 2019-10-26 0052 CR2L          59  14     F6KOP         59  14     0
QSO:  7064 PH 2019-10-26 0052 CR2L          59  14     TM3Z          59  14     0
QSO:  7064 PH 2019-10-26 0052 CR2L          59  14     SP9KDA        59  15     0
QSO:  7064 PH 2019-10-26 0052 CR2L          59  14     R4BZ          59  16     0
QSO:  7064 PH 2019-10-26 0052 CR2L          59  14     UN5GM         59  17     0
QSO:  7064 PH 2019-10-26 0053 CR2L          59  14     G0KLD         59  14     0
QSO:  7064 PH 2019-10-26 0053 CR2L          59  14     IX1HPN        59  15     0
QSO:  7064 PH 2019-10-26 0053 CR2L          59  14     DF5BM         59  14     0
QSO:  7064 PH 2019-10-26 0054 CR2L          59  14     G4HCC         59  14     0
QSO:  7064 PH 2019-10-26 0054 CR2L          59  14     ON3GEO        59  14     0
QSO:  7064 PH 2019-10-26 0054 CR2L          59  14     VU2DED        59  22     0
QSO:  7064 PH 2019-10-26 0055 CR2L          59  14     OZ4MU         59  14     0
QSO:  7064 PH 2019-10-26 0055 CR2L          59  14     HG6V          59  15     0
QSO:  7064 PH 2019-10-26 0055 CR2L          59  14     IK1ZYY        59  15     0
QSO:  7064 PH 2019-10-26 0055 CR2L          59  14     EV1R          59  16     0
QSO:  7064 PH 2019-10-26 0055 CR2L          59  14     DM4X          59  14     0
QSO:  7064 PH 2019-10-26 0056 CR2L          59  14     IR4M          59  15     0
QSO:  7064 PH 2019-10-26 0056 CR2L          59  14     HG6L          59  15     0
QSO:  7064 PH 2019-10-26 0056 CR2L          59  14     UT3QD         59  16     0
QSO:  7064 PH 2019-10-26 0057 CR2L          59  14     ZW5B          59  11     0
QSO:  7064 PH 2019-10-26 0057 CR2L          59  14     SQ2WHH        59  15     0
QSO:  7064 PH 2019-10-26 0057 CR2L          59  14     RO2E          59  16     0
QSO:  7064 PH 2019-10-26 0057 CR2L          59  14     OK2AP         59  15     0
QSO:  7064 PH 2019-10-26 0058 CR2L          59  14     DF2LH         59  14     0
QSO:  7064 PH 2019-10-26 0058 CR2L          59  14     9A2VX         59  15     0
QSO:  7064 PH 2019-10-26 0058 CR2L          59  14     HB9A          59  14     0
QSO:  7064 PH 2019-10-26 0059 CR2L          59  14     G3B           59  14     0
QSO:  7064 PH 2019-10-26 0059 CR2L          59  14     LZ5R          59  20     0
QSO:  7064 PH 2019-10-26 0059 CR2L          59  14     LZ4AW         59  20     0
QSO:  7064 PH 2019-10-26 0059 CR2L          59  14     F5TLZ         59  14     0
QSO:  7064 PH 2019-10-26 0100 CR2L          59  14     OX7A          59  40     0
QSO:  7064 PH 2019-10-26 0100 CR2L          59  14     CT1BOL        59  14     0
QSO:  7064 PH 2019-10-26 0100 CR2L          59  14     EA1AW         59  14     0
QSO:  7064 PH 2019-10-26 0101 CR2L          59  14     DL4SKF        59  14     0
QSO:  7064 PH 2019-10-26 0101 CR2L          59  14     S51CK         59  15     0
QSO:  7064 PH 2019-10-26 0101 CR2L          59  14     DK5DC         59  14     0
QSO:  7064 PH 2019-10-26 0102 CR2L          59  14     DL3RAR        59  14     0
QSO:  7064 PH 2019-10-26 0103 CR2L          59  14     S50A          59  15     0
QSO:  7071 PH 2019-10-26 0103 CR2L          59  14     CR3DX         59  33     0
QSO:  3688 PH 2019-10-26 0111 CR2L          59  14     PA6AA         59  14     0
QSO:  3660 PH 2019-10-26 0112 CR2L          59  14     ED9E          59  33     0
QSO:  3649 PH 2019-10-26 0113 CR2L          59  14     EA5KL         59  14     0
QSO:  3639 PH 2019-10-26 0114 CR2L          59  14     DR5N          59  14     0
QSO:  3681 PH 2019-10-26 0115 CR2L          59  14     XL3A          59  04     0
QSO:  3795 PH 2019-10-26 0116 CR2L          59  14     EF8R          59  33     0
QSO:  3782 PH 2019-10-26 0116 CR2L          59  14     V26B          59  08     0
QSO:  3790 PH 2019-10-26 0118 CR2L          59  14     M6T           59  14     0
QSO:  3799 PH 2019-10-26 0118 CR2L          59  14     CN3A          59  33     0
QSO:  3787 PH 2019-10-26 0119 CR2L          59  14     II2S          59  15     0
QSO:  3771 PH 2019-10-26 0119 CR2L          59  14     D4C           59  35     0
QSO:  3769 PH 2019-10-26 0120 CR2L          59  14     KP2M          59  08     0
QSO:  3748 PH 2019-10-26 0121 CR2L          59  14     LX7I          59  14     0
QSO:  3736 PH 2019-10-26 0121 CR2L          59  14     DR1A          59  14     0
QSO:  3733 PH 2019-10-26 0122 CR2L          59  14     ED8W          59  33     0
QSO:  3722 PH 2019-10-26 0122 CR2L          59  14     DA2X          59  14     0
QSO:  3722 PH 2019-10-26 0122 CR2L          59  14     DL4MM         59  14     0
QSO:  3720 PH 2019-10-26 0123 CR2L          59  14     DQ4W          59  14     0
QSO:  3690 PH 2019-10-26 0126 CR2L          59  14     K3RL          59  05     0
QSO:  3690 PH 2019-10-26 0126 CR2L          59  14     CT7AHV        59  14     0
QSO:  3690 PH 2019-10-26 0126 CR2L          59  14     CR3DX         59  33     0
QSO:  3690 PH 2019-10-26 0127 CR2L          59  14     TM3R          59  14     0
QSO:  3690 PH 2019-10-26 0127 CR2L          59  14     R1DX          59  16     0
QSO:  3690 PH 2019-10-26 0127 CR2L          59  14     EA7PP         59  14     0
QSO:  3690 PH 2019-10-26 0128 CR2L          59  14     IR4M          59  15     0
QSO:  3690 PH 2019-10-26 0128 CR2L          59  14     RT2C          59  16     0
QSO:  3690 PH 2019-10-26 0128 CR2L          59  14     HG6N          59  15     0
QSO:  3690 PH 2019-10-26 0128 CR2L          59  14     EA1AA         59  14     0
QSO:  3690 PH 2019-10-26 0129 CR2L          59  14     W3BGN         59  05     0
QSO:  3690 PH 2019-10-26 0129 CR2L          59  14     CR5T          59  14     0
QSO:  3690 PH 2019-10-26 0129 CR2L          59  14     EE5T          59  14     0
QSO:  3690 PH 2019-10-26 0129 CR2L          59  14     IR4X          59  15     0
QSO:  3690 PH 2019-10-26 0130 CR2L          59  14     IQ4FA         59  15     0
QSO:  3690 PH 2019-10-26 0130 CR2L          59  14     YL2SW         59  15     0
QSO:  3690 PH 2019-10-26 0130 CR2L          59  14     OZ5E          59  14     0
QSO:  3690 PH 2019-10-26 0131 CR2L          59  14     CT3KN         59  33     0
QSO:  3690 PH 2019-10-26 0131 CR2L          59  14     EB5KT         59  14     0
QSO:  3690 PH 2019-10-26 0131 CR2L          59  14     EE1G          59  14     0
QSO:  3690 PH 2019-10-26 0131 CR2L          59  14     DP6A          59  14     0
QSO:  3690 PH 2019-10-26 0132 CR2L          59  14     IO5O          59  15     0
QSO:  3690 PH 2019-10-26 0132 CR2L          59  14     II9P          59  15     0
QSO:  3690 PH 2019-10-26 0132 CR2L          59  14     KC1XX         59  05     0
QSO:  3690 PH 2019-10-26 0132 CR2L          59  14     W3LL          59  05     0
QSO:  3690 PH 2019-10-26 0133 CR2L          59  14     WY3A          59  05     0
QSO:  3690 PH 2019-10-26 0133 CR2L          59  14     S53M          59  15     0
QSO:  3690 PH 2019-10-26 0133 CR2L          59  14     9A5Y          59  15     0
QSO:  3690 PH 2019-10-26 0134 CR2L          59  14     P33W          59  20     0
QSO:  3690 PH 2019-10-26 0134 CR2L          59  14     CR6P          59  14     0
QSO:  3690 PH 2019-10-26 0134 CR2L          59  14     HG7T          59  15     0
QSO:  3690 PH 2019-10-26 0134 CR2L          59  14     EC2DX         59  14     0
QSO:  3690 PH 2019-10-26 0135 CR2L          59  14     EI7M          59  14     0
QSO:  3690 PH 2019-10-26 0135 CR2L          59  14     R7AB          59  16     0
QSO:  3690 PH 2019-10-26 0136 CR2L          59  14     9A5W          59  15     0
QSO:  3690 PH 2019-10-26 0136 CR2L          59  14     IR3Z          59  15     0
QSO:  3690 PH 2019-10-26 0136 CR2L          59  14     IR7T          59  15     0
QSO:  3690 PH 2019-10-26 0136 CR2L          59  14     OM7M          59  15     0
QSO:  3690 PH 2019-10-26 0137 CR2L          59  14     OR2F          59  14     0
QSO:  3690 PH 2019-10-26 0137 CR2L          59  14     UB7K          59  16     0
QSO:  3690 PH 2019-10-26 0137 CR2L          59  14     S54ZZ         59  15     0
QSO:  3690 PH 2019-10-26 0137 CR2L          59  14     DL1QQ         59  14     0
QSO:  3690 PH 2019-10-26 0138 CR2L          59  14     AA9A          59  04     0
QSO:  3690 PH 2019-10-26 0138 CR2L          59  14     VE3EJ         59  04     0
QSO:  3690 PH 2019-10-26 0139 CR2L          59  14     DK5DC         59  14     0
QSO:  3690 PH 2019-10-26 0139 CR2L          59  14     IR3C          59  15     0
QSO:  3690 PH 2019-10-26 0139 CR2L          59  14     ED1R          59  14     0
QSO:  3690 PH 2019-10-26 0139 CR2L          59  14     IR3R          59  15     0
QSO:  3690 PH 2019-10-26 0140 CR2L          59  14     N3RS          59  05     0
QSO:  3690 PH 2019-10-26 0140 CR2L          59  14     LZ5R          59  20     0
QSO:  3690 PH 2019-10-26 0141 CR2L          59  14     W3NO          59  05     0
QSO:  3690 PH 2019-10-26 0141 CR2L          59  14     DL8RDL        59  14     0
QSO:  3690 PH 2019-10-26 0141 CR2L          59  14     YT5A          59  15     0
QSO:  3690 PH 2019-10-26 0141 CR2L          59  14     W2RD          59  05     0
QSO:  3690 PH 2019-10-26 0142 CR2L          59  14     S56Y          59  15     0
QSO:  3690 PH 2019-10-26 0142 CR2L          59  14     TM6M          59  14     0
QSO:  3690 PH 2019-10-26 0142 CR2L          59  14     K3WW          59  05     0
QSO:  3690 PH 2019-10-26 0142 CR2L          59  14     IK2YCW        59  15     0
QSO:  3690 PH 2019-10-26 0143 CR2L          59  14     DQ1P          59  14     0
QSO:  3690 PH 2019-10-26 0143 CR2L          59  14     IB1B          59  15     0
QSO:  3690 PH 2019-10-26 0144 CR2L          59  14     IS0AML        59  15     0
QSO:  3690 PH 2019-10-26 0144 CR2L          59  14     ES9C          59  15     0
QSO:  3690 PH 2019-10-26 0145 CR2L          59  14     LY2FN         59  15     0
QSO:  3690 PH 2019-10-26 0145 CR2L          59  14     YT5IVN        59  15     0
QSO:  3690 PH 2019-10-26 0147 CR2L          59  14     S53MM         59  15     0
QSO:  3690 PH 2019-10-26 0147 CR2L          59  14     IR2Q          59  15     0
QSO:  3690 PH 2019-10-26 0147 CR2L          59  14     UR5ECW        59  16     0
QSO:  3690 PH 2019-10-26 0147 CR2L          59  14     W3EA          59  05     0
QSO:  3690 PH 2019-10-26 0148 CR2L          59  14     HB2U          59  14     0
QSO:  3690 PH 2019-10-26 0148 CR2L          59  14     SP5EWX        59  15     0
QSO:  3690 PH 2019-10-26 0149 CR2L          59  14     N4PQX         59  05     0
QSO:  3690 PH 2019-10-26 0149 CR2L          59  14     IK2ULV        59  15     0
QSO:  3690 PH 2019-10-26 0150 CR2L          59  14     W2CG          59  05     0
QSO:  3690 PH 2019-10-26 0150 CR2L          59  14     IO6A          59  15     0
QSO:  3690 PH 2019-10-26 0150 CR2L          59  14     AB3CX         59  05     0
QSO:  3690 PH 2019-10-26 0151 CR2L          59  14     EA1DVY        59  14     0
QSO:  3685 PH 2019-10-26 0153 CR2L          59  14     P40T          59  09     0
QSO: 14187 PH 2019-10-26 0155 CR2L          59  14     CR3DX         59  33     0
QSO:  7105 PH 2019-10-26 0158 CR2L          59  14     EF5Y          59  14     0
QSO:  7084 PH 2019-10-26 0200 CR2L          59  14     UR5ECW        59  16     0
QSO:  7084 PH 2019-10-26 0201 CR2L          59  14     SN8U          59  15     0
QSO:  7084 PH 2019-10-26 0202 CR2L          59  14     YO8THG        59  20     0
QSO:  7084 PH 2019-10-26 0202 CR2L          59  14     OE1HHB        59  15     0
QSO:  7084 PH 2019-10-26 0203 CR2L          59  14     LY7Z          59  15     0
QSO:  7084 PH 2019-10-26 0204 CR2L          59  14     OK1CF         59  15     0
QSO:  7084 PH 2019-10-26 0204 CR2L          59  14     HG7T          59  15     0
QSO:  7084 PH 2019-10-26 0204 CR2L          59  14     4Z5LY         59  20     0
QSO:  7084 PH 2019-10-26 0205 CR2L          59  14     C31LK         59  14     0
QSO:  7084 PH 2019-10-26 0205 CR2L          59  14     OE1TKW        59  15     0
QSO:  7084 PH 2019-10-26 0206 CR2L          59  14     PI4M          59  14     0
QSO:  7084 PH 2019-10-26 0206 CR2L          59  14     EE3X          59  14     0
QSO:  7084 PH 2019-10-26 0207 CR2L          59  14     IO8T          59  15     0
QSO:  7084 PH 2019-10-26 0207 CR2L          59  14     OZ7DK         59  14     0
QSO:  7084 PH 2019-10-26 0207 CR2L          59  14     EW2A          59  16     0
QSO:  7084 PH 2019-10-26 0207 CR2L          59  14     R3OM          59  16     0
QSO:  7084 PH 2019-10-26 0208 CR2L          59  14     OH1Z          59  15     0
QSO:  7084 PH 2019-10-26 0209 CR2L          59  14     G8X           59  14     0
QSO:  7084 PH 2019-10-26 0209 CR2L          59  14     M0OIA         59  14     0
QSO:  7082 PH 2019-10-26 0210 CR2L          59  14     CB1H          59  12     0
QSO:  7082 PH 2019-10-26 0210 CR2L          59  14     SP1GA         59  15     0
QSO:  7082 PH 2019-10-26 0212 CR2L          59  14     IR1G          59  15     0
QSO:  7082 PH 2019-10-26 0212 CR2L          59  14     HB9BOI        59  14     0
QSO:  7082 PH 2019-10-26 0213 CR2L          59  14     MM2N          59  14     0
QSO:  7082 PH 2019-10-26 0213 CR2L          59  14     HB90TOC       59  14     0
QSO:  7082 PH 2019-10-26 0213 CR2L          59  14     UA3BL         59  16     0
QSO:  7082 PH 2019-10-26 0214 CR2L          59  14     TA3NEB        59  20     0
QSO:  7082 PH 2019-10-26 0215 CR2L          59  14     UA9SMU        59  16     0
QSO:  7082 PH 2019-10-26 0215 CR2L          59  14     ES3V          59  15     0
QSO:  7082 PH 2019-10-26 0215 CR2L          59  14     SP2GMA        59  15     0
QSO:  7082 PH 2019-10-26 0216 CR2L          59  14     RK3E          59  16     0
QSO:  7082 PH 2019-10-26 0216 CR2L          59  14     ED2W          59  14     0
QSO:  7082 PH 2019-10-26 0217 CR2L          59  14     RM4HZ         59  16     0
QSO:  7082 PH 2019-10-26 0217 CR2L          59  14     DQ4W          59  14     0
QSO:  7082 PH 2019-10-26 0217 CR2L          59  14     HA3NU         59  15     0
QSO:  7082 PH 2019-10-26 0217 CR2L          59  14     OH5Z          59  15     0
QSO:  7082 PH 2019-10-26 0218 CR2L          59  14     CS7AGN        59  14     0
QSO:  7082 PH 2019-10-26 0218 CR2L          59  14     9A7A          59  15     0
QSO:  7082 PH 2019-10-26 0218 CR2L          59  14     Z35T          59  15     0
QSO:  7082 PH 2019-10-26 0219 CR2L          59  14     DF0HQ         59  14     0
QSO:  7082 PH 2019-10-26 0219 CR2L          59  14     9K2HN         59  21     0
QSO:  7082 PH 2019-10-26 0219 CR2L          59  14     ON7MV         59  14     0
QSO:  7082 PH 2019-10-26 0219 CR2L          59  14     HG5A          59  15     0
