START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: N1DC
LOCATION: EMA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: FN42mf
CLAIMED-SCORE: 137546
NAME: Rick Pendleton
OPERATORS: N1DC
CLUB: YANKEE CLIPPER CONTEST CLUB
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: SOAB LP is the ultimate test of tenacity and skill.
QSO: 21410 PH 2019-10-26 1421 N1DC          59  5      CR6P          59  14
QSO: 21429 PH 2019-10-26 1422 N1DC          59  5      EF1W          59  14
QSO: 21432 PH 2019-10-26 1422 N1DC          59  5      CT3KN         59  33
QSO: 21445 PH 2019-10-26 1423 N1DC          59  5      IR1G          59  15
QSO: 21207 PH 2019-10-26 1424 N1DC          59  5      F5RAG         59  14
QSO: 21224 PH 2019-10-26 1426 N1DC          59  5      F5OHM         59  14
QSO: 21234 PH 2019-10-26 1427 N1DC          59  5      IO5O          59  15
QSO: 21245 PH 2019-10-26 1428 N1DC          59  5      ED1B          59  14
QSO: 21255 PH 2019-10-26 1430 N1DC          59  5      PJ4K          59  09
QSO: 21268 PH 2019-10-26 1432 N1DC          59  5      IR2Q          59  15
QSO: 21311 PH 2019-10-26 1437 N1DC          59  5      LZ9W          59  20
QSO: 21331 PH 2019-10-26 1439 N1DC          59  5      II9P          59  15
QSO: 21342 PH 2019-10-26 1440 N1DC          59  5      YT9A          59  15
QSO: 21344 PH 2019-10-26 1441 N1DC          59  5      IR6T          59  15
QSO: 21347 PH 2019-10-26 1441 N1DC          59  5      S50A          59  15
QSO: 21357 PH 2019-10-26 1442 N1DC          59  5      EF8R          59  33
QSO: 21361 PH 2019-10-26 1443 N1DC          59  5      S53MM         59  15
QSO: 21364 PH 2019-10-26 1443 N1DC          59  5      DL2CC         59  14
QSO: 21374 PH 2019-10-26 1445 N1DC          59  5      CR3DX         59  33
QSO: 21383 PH 2019-10-26 1446 N1DC          59  5      IH9P          59  33
QSO: 21385 PH 2019-10-26 1447 N1DC          59  5      F5USK         59  14
QSO: 21392 PH 2019-10-26 1448 N1DC          59  5      IR7T          59  15
QSO: 21397 PH 2019-10-26 1449 N1DC          59  5      S53M          59  15
QSO: 21405 PH 2019-10-26 1451 N1DC          59  5      CR2L          59  14
QSO: 21409 PH 2019-10-26 1451 N1DC          59  5      ED8W          59  33
QSO: 21447 PH 2019-10-26 1453 N1DC          59  5      YU5R          59  15
QSO: 14175 PH 2019-10-26 1458 N1DC          59  5      YT5A          59  15
QSO: 14191 PH 2019-10-26 1501 N1DC          59  5      YT1A          59  15
QSO: 14194 PH 2019-10-26 1501 N1DC          59  5      DP6A          59  14
QSO: 14197 PH 2019-10-26 1502 N1DC          59  5      CQ8M          59  14
QSO: 14203 PH 2019-10-26 1503 N1DC          59  5      9A7A          59  15
QSO: 14210 PH 2019-10-26 1504 N1DC          59  5      II2S          59  15
QSO: 14247 PH 2019-10-26 1512 N1DC          59  5      IO8V          59  15
QSO: 14266 PH 2019-10-26 1515 N1DC          59  5      G4ANT         59  14
QSO: 14289 PH 2019-10-26 1517 N1DC          59  5      OL0M          59  15
QSO: 14300 PH 2019-10-26 1523 N1DC          59  5      S50K          59  15
QSO: 14307 PH 2019-10-26 1526 N1DC          59  5      OM7M          59  15
QSO: 14308 PH 2019-10-26 1527 N1DC          59  5      LX7I          59  14
QSO: 14310 PH 2019-10-26 1528 N1DC          59  5      IW1CHX        59  15
QSO: 14313 PH 2019-10-26 1529 N1DC          59  5      TM3R          59  14
QSO: 14314 PH 2019-10-26 1529 N1DC          59  5      SN7Q          59  15
QSO: 14316 PH 2019-10-26 1530 N1DC          59  5      ED1R          59  14
QSO: 14339 PH 2019-10-26 1535 N1DC          59  5      S50S          59  15
QSO: 14346 PH 2019-10-26 1536 N1DC          59  5      IQ4FA         59  15
QSO: 21203 PH 2019-10-26 1540 N1DC          59  5      ZF9CW         59  08
QSO: 21236 PH 2019-10-26 1548 N1DC          59  5      HI3LT         59  08
QSO: 21245 PH 2019-10-26 1550 N1DC          59  5      KP4RV         59  08
QSO: 21250 PH 2019-10-26 1551 N1DC          59  5      ZZ3ZZ         59  11
QSO: 21299 PH 2019-10-26 1552 N1DC          59  5      V26B          59  08
QSO: 21308 PH 2019-10-26 1938 N1DC          59  5      ZW5B          59  11
QSO: 21323 PH 2019-10-26 1939 N1DC          59  5      PQ5B          59  11
QSO: 21327 PH 2019-10-26 1940 N1DC          59  5      PX2A          59  11
QSO: 21350 PH 2019-10-26 1941 N1DC          59  5      PZ5K          59  09
QSO: 21356 PH 2019-10-26 1942 N1DC          59  5      V47T          59  08
QSO: 21366 PH 2019-10-26 1943 N1DC          59  5      LU6DCN        59  13
QSO: 21387 PH 2019-10-26 1944 N1DC          59  5      PJ7PL         59  08
QSO: 21426 PH 2019-10-26 1946 N1DC          59  5      ZZ2T          59  11
QSO: 21435 PH 2019-10-26 1949 N1DC          59  5      HH2AA         59  08
QSO: 28435 PH 2019-10-26 1951 N1DC          59  5      ZV5B          59  11
QSO: 28422 PH 2019-10-26 1955 N1DC          59  5      PY5BH         59  11
QSO: 21217 PH 2019-10-26 2003 N1DC          59  5      FY5KE         59  09
QSO: 21227 PH 2019-10-26 2005 N1DC          59  5      KP4US         59  08
QSO: 21239 PH 2019-10-26 2007 N1DC          59  5      ZW2T          59  11
QSO: 21295 PH 2019-10-26 2009 N1DC          59  5      KP2M          59  08
QSO: 21297 PH 2019-10-26 2012 N1DC          59  5      ZP5AA         59  11
QSO: 21311 PH 2019-10-26 2014 N1DC          59  5      CB1H          59  12
QSO: 21336 PH 2019-10-26 2016 N1DC          59  5      KP3ZM         59  08
QSO: 21341 PH 2019-10-26 2017 N1DC          59  5      HC5UDT        59  10
QSO: 21342 PH 2019-10-26 2018 N1DC          59  5      8P5A          59  08
QSO: 21352 PH 2019-10-26 2019 N1DC          59  5      LU5VV         59  13
QSO: 21365 PH 2019-10-26 2020 N1DC          59  5      PY2KJ         59  11
QSO: 21396 PH 2019-10-26 2021 N1DC          59  5      PY5QW         59  11
QSO: 21419 PH 2019-10-26 2022 N1DC          59  5      PR4T          59  11
QSO: 21423 PH 2019-10-26 2023 N1DC          59  5      PS2T          59  11
QSO: 14182 PH 2019-10-26 2025 N1DC          59  5      N4WW          59  05
QSO: 14212 PH 2019-10-26 2034 N1DC          59  5      PJ4K          59  09
QSO: 14216 PH 2019-10-26 2034 N1DC          59  5      PJ2T          59  09
QSO: 14220 PH 2019-10-26 2035 N1DC          59  5      VE5MX         59  04
QSO: 14228 PH 2019-10-26 2038 N1DC          59  5      PJ4NG         59  09
QSO: 14237 PH 2019-10-26 2043 N1DC          59  5      TO1J          59  08
QSO: 14248 PH 2019-10-26 2045 N1DC          59  5      V26B          59  08
QSO: 14273 PH 2019-10-26 2050 N1DC          59  5      ZX2V          59  11
QSO: 14291 PH 2019-10-26 2053 N1DC          59  5      NP2P          59  08
QSO: 14302 PH 2019-10-26 2057 N1DC          59  5      KP2M          59  08
QSO: 14309 PH 2019-10-26 2058 N1DC          59  5      KP3Z          59  08
QSO: 14311 PH 2019-10-26 2059 N1DC          59  5      KP3ZM         59  08
QSO: 14320 PH 2019-10-26 2100 N1DC          59  5      HP3AK         59  07
QSO:  7150 PH 2019-10-27 0128 N1DC          59  5      K8AZ          59  04
QSO:  7113 PH 2019-10-27 0129 N1DC          59  5      CR6P          59  14
QSO:  7119 PH 2019-10-27 0131 N1DC          59  5      IR2L          59  15
QSO:  7142 PH 2019-10-27 0135 N1DC          59  5      OM7M          59  15
QSO:  7168 PH 2019-10-27 0140 N1DC          59  5      CR6T          59  14
QSO:  7170 PH 2019-10-27 0141 N1DC          59  5      V26B          59  08
QSO:  7190 PH 2019-10-27 0151 N1DC          59  5      IR4X          59  15
QSO:  7194 PH 2019-10-27 0153 N1DC          59  5      IR6T          59  15
QSO:  7199 PH 2019-10-27 0154 N1DC          59  5      LX7I          59  14
QSO:  7208 PH 2019-10-27 0156 N1DC          59  5      TI7W          59  07
QSO:  7213 PH 2019-10-27 0201 N1DC          59  5      PZ5K          59  09
QSO:  7216 PH 2019-10-27 0202 N1DC          59  5      V3M           59  07
QSO:  7223 PH 2019-10-27 0203 N1DC          59  5      V47T          59  08
QSO:  7229 PH 2019-10-27 0205 N1DC          59  5      P40W          59  09
QSO:  7158 PH 2019-10-27 0215 N1DC          59  5      LZ9W          59  20
QSO:  7171 PH 2019-10-27 0219 N1DC          59  5      HP3AK         59  07
QSO:  7175 PH 2019-10-27 0221 N1DC          59  5      PJ2T          59  09
QSO:  7179 PH 2019-10-27 0225 N1DC          59  5      IR4M          59  15
QSO:  7185 PH 2019-10-27 0226 N1DC          59  5      ED8W          59  33
QSO:  7187 PH 2019-10-27 0227 N1DC          59  5      HI3LT         59  08
QSO:  7205 PH 2019-10-27 0229 N1DC          59  5      P40T          59  09
QSO:  3641 PH 2019-10-27 0235 N1DC          59  5      VA2CZ         59  05
QSO:  3708 PH 2019-10-27 0239 N1DC          59  5      YV5KG         59  09
QSO:  3725 PH 2019-10-27 0241 N1DC          59  5      VA2MP/P       59  02
QSO:  3748 PH 2019-10-27 0255 N1DC          59  5      KP2M          59  08
QSO:  3771 PH 2019-10-27 0301 N1DC          59  5      TI7W          59  07
QSO:  3776 PH 2019-10-27 0302 N1DC          59  5      PZ5K          59  09
QSO:  3752 PH 2019-10-27 0309 N1DC          59  5      VE3KTB        59  04
QSO:  3759 PH 2019-10-27 0310 N1DC          59  5      OM2VL         59  15
QSO:  3782 PH 2019-10-27 0312 N1DC          59  5      VE3JM         59  04
QSO:  3792 PH 2019-10-27 0314 N1DC          59  5      VA2WA         59  05
QSO:  1816 PH 2019-10-27 0322 N1DC          59  5      VE3MGY        59  04
QSO:  3712 PH 2019-10-27 0331 N1DC          59  5      VE3EJ         59  04
QSO:  3723 PH 2019-10-27 0332 N1DC          59  5      V26B          59  08
QSO:  3730 PH 2019-10-27 0339 N1DC          59  5      PJ4K          59  09
QSO:  3740 PH 2019-10-27 0341 N1DC          59  5      DR1A          59  14
QSO:  7196 PH 2019-10-27 0400 N1DC          59  5      EF8R          59  33
QSO:  7234 PH 2019-10-27 0402 N1DC          59  5      NP2P          59  08
QSO: 14176 PH 2019-10-27 1256 N1DC          59  5      S57DX         59  15
QSO: 14193 PH 2019-10-27 1257 N1DC          59  5      F4ENK         59  14
QSO: 14219 PH 2019-10-27 1304 N1DC          59  5      TM5P          59  14
QSO: 14221 PH 2019-10-27 1304 N1DC          59  5      HG7T          59  15
QSO: 14225 PH 2019-10-27 1305 N1DC          59  5      DK5TX         59  14
QSO: 14228 PH 2019-10-27 1305 N1DC          59  5      9A9A          59  15
QSO: 14233 PH 2019-10-27 1306 N1DC          59  5      IO3F          59  15
QSO: 14256 PH 2019-10-27 1309 N1DC          59  5      PI4D          59  14
QSO: 14272 PH 2019-10-27 1311 N1DC          59  5      FS4WBS        59  08
QSO: 14275 PH 2019-10-27 1312 N1DC          59  5      TI7W          59  07
QSO: 14285 PH 2019-10-27 1313 N1DC          59  5      TI1T          59  07
QSO: 14301 PH 2019-10-27 1316 N1DC          59  5      IW1FRU        59  15
QSO: 14304 PH 2019-10-27 1316 N1DC          59  5      PA0AA         59  14
QSO: 14319 PH 2019-10-27 1318 N1DC          59  5      UY5ZZ         59  16
QSO: 14301 PH 2019-10-27 1556 N1DC          59  5      P33W          59  20
QSO: 14321 PH 2019-10-27 1559 N1DC          59  5      OM0M          59  15
QSO: 14326 PH 2019-10-27 1559 N1DC          59  5      DK3T          59  14
QSO: 14343 PH 2019-10-27 1603 N1DC          59  5      D4C           59  35
QSO: 21264 PH 2019-10-27 1609 N1DC          59  5      CN3A          59  33
QSO: 21302 PH 2019-10-27 1611 N1DC          59  5      IO9A          59  15
QSO: 21326 PH 2019-10-27 1614 N1DC          59  5      IR4M          59  15
QSO: 21398 PH 2019-10-27 1619 N1DC          59  5      IB9A          59  15
QSO: 21418 PH 2019-10-27 1620 N1DC          59  5      EA5KV         59  14
QSO: 21426 PH 2019-10-27 1621 N1DC          59  5      EA1DR         59  14
QSO: 21267 PH 2019-10-27 1626 N1DC          59  5      EA3IFY        59  14
QSO: 21271 PH 2019-10-27 1627 N1DC          59  5      EA5KA         59  14
QSO: 21274 PH 2019-10-27 1628 N1DC          59  5      ED7B          59  14
QSO: 21282 PH 2019-10-27 1629 N1DC          59  5      EA5KL         59  14
QSO: 21350 PH 2019-10-27 1631 N1DC          59  5      EA7ZY         59  14
QSO: 21354 PH 2019-10-27 1632 N1DC          59  5      HC0T          59  10
QSO: 28390 PH 2019-10-27 1635 N1DC          59  5      LV4V          59  13
QSO: 28403 PH 2019-10-27 1636 N1DC          59  5      LW1D          59  13
QSO: 28435 PH 2019-10-27 1641 N1DC          59  5      CV7S          59  13
QSO: 28449 PH 2019-10-27 1644 N1DC          59  5      LS2D          59  13
QSO: 28452 PH 2019-10-27 1645 N1DC          59  5      LU2DX         59  13
QSO: 28457 PH 2019-10-27 1646 N1DC          59  5      LU7HN         59  13
QSO: 28528 PH 2019-10-27 1651 N1DC          59  5      4M6R          59  09
QSO: 28375 PH 2019-10-27 1654 N1DC          59  5      YV5AM         59  09
QSO: 28481 PH 2019-10-27 1659 N1DC          59  5      LU1DX         59  13
QSO: 21300 PH 2019-10-27 1701 N1DC          59  5      KP3Z          59  08
QSO: 21324 PH 2019-10-27 1703 N1DC          59  5      9Y4D          59  09
QSO: 21327 PH 2019-10-27 1704 N1DC          59  5      NP2P          59  08
QSO: 21333 PH 2019-10-27 1705 N1DC          59  5      ZF1A          59  08
QSO: 21341 PH 2019-10-27 1706 N1DC          59  5      P40T          59  09
QSO: 21343 PH 2019-10-27 1706 N1DC          59  5      TO1J          59  08
QSO: 21410 PH 2019-10-27 1710 N1DC          59  5      5K0K          59  07
QSO: 21415 PH 2019-10-27 1712 N1DC          59  5      T42T          59  08
QSO: 21430 PH 2019-10-27 1715 N1DC          59  5      ZS6TVB        59  38
QSO: 21235 PH 2019-10-27 1720 N1DC          59  5      HP2DX         59  07
QSO: 21238 PH 2019-10-27 1727 N1DC          59  5      OA4SS         59  10
QSO: 21322 PH 2019-10-27 1731 N1DC          59  5      TI7W          59  07
QSO: 21329 PH 2019-10-27 1733 N1DC          59  5      HC0E          59  10
QSO: 21372 PH 2019-10-27 1735 N1DC          59  5      VP2MSW        59  08
QSO: 21381 PH 2019-10-27 1736 N1DC          59  5      CO2RQ         59  08
QSO: 28373 PH 2019-10-27 1750 N1DC          59  5      8P5A          59  08
QSO: 28457 PH 2019-10-27 1756 N1DC          59  5      TO1J          59  08
QSO: 28463 PH 2019-10-27 1759 N1DC          59  5      PT5J          59  11
QSO: 28478 PH 2019-10-27 1800 N1DC          59  5      PZ5K          59  09
QSO: 28485 PH 2019-10-27 1802 N1DC          59  5      V26B          59  08
QSO: 28488 PH 2019-10-27 1802 N1DC          59  5      FY5KE         59  09
QSO: 28494 PH 2019-10-27 1805 N1DC          59  5      K1RV          59  05
QSO: 28361 PH 2019-10-27 1818 N1DC          59  5      CE4PSH        59  12
QSO: 28410 PH 2019-10-27 1820 N1DC          59  5      PJ4K          59  09
QSO: 28414 PH 2019-10-27 1833 N1DC          59  5      J68MD         59  08
QSO: 21244 PH 2019-10-27 1840 N1DC          59  5      PT5J          59  11
QSO: 21252 PH 2019-10-27 1841 N1DC          59  5      D4C           59  35
QSO: 21210 PH 2019-10-27 1857 N1DC          59  5      K5TR          59  04
QSO: 21315 PH 2019-10-27 1907 N1DC          59  5      ZY2A          59  11
QSO: 21319 PH 2019-10-27 1907 N1DC          59  5      NP3LY         59  08
QSO: 21321 PH 2019-10-27 1908 N1DC          59  5      NP2Q          59  08
QSO: 21355 PH 2019-10-27 1909 N1DC          59  5      V3M           59  07
QSO: 21392 PH 2019-10-27 1911 N1DC          59  5      WP4SK         59  08
QSO: 21403 PH 2019-10-27 1913 N1DC          59  5      FS4WBS        59  08
QSO: 21426 PH 2019-10-27 1915 N1DC          59  5      4M6R          59  09
QSO: 14203 PH 2019-10-27 1922 N1DC          59  5      V47T          59  08
QSO: 14260 PH 2019-10-27 1928 N1DC          59  5      IO5O          59  15
QSO: 14263 PH 2019-10-27 1929 N1DC          59  5      EF8R          59  33
QSO: 14269 PH 2019-10-27 1930 N1DC          59  5      LZ5R          59  20
QSO: 14289 PH 2019-10-27 1933 N1DC          59  5      II9P          59  15
QSO: 14299 PH 2019-10-27 1934 N1DC          59  5      S53M          59  15
QSO: 14314 PH 2019-10-27 1935 N1DC          59  5      TM0DX         59  14
QSO: 14320 PH 2019-10-27 1936 N1DC          59  5      IR6T          59  15
QSO: 14215 PH 2019-10-27 1943 N1DC          59  5      VP9AD         59  05
QSO: 14223 PH 2019-10-27 1950 N1DC          59  5      CR6K          59  14
QSO: 14318 PH 2019-10-27 1958 N1DC          59  5      EF1W          59  14
QSO: 21300 PH 2019-10-27 2003 N1DC          59  5      HR9/N3AD      59  07
QSO: 14210 PH 2019-10-27 2257 N1DC          59  5      CE2LR         59  12
QSO: 14165 PH 2019-10-27 2311 N1DC          59  5      W5MIL/HR9     59  07
QSO:  7178 PH 2019-10-27 2324 N1DC          59  5      ZF1A          59  08
QSO:  3738 PH 2019-10-27 2329 N1DC          59  5      VE3VN         59  04
QSO:  3766 PH 2019-10-27 2330 N1DC          59  5      KP3MM         59  08
QSO:  3770 PH 2019-10-27 2331 N1DC          59  5      XL3A          59  04
QSO:  3786 PH 2019-10-27 2334 N1DC          59  5      VA3SZ         59  04
QSO:  3808 PH 2019-10-27 2340 N1DC          59  5      VE1RY         59  05
QSO:  7155 PH 2019-10-27 2348 N1DC          59  5      NP3F          59  08
END-OF-LOG:
