START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: LC9A
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
GRID-LOCATOR:
CLAIMED-SCORE: 135330
NAME: Stian Eklund
OPERATORS: LC9A
CLUB:
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: TU for a great contest even though condx were rough.
QSO:  7112 PH 2019-10-26 0420 LC9A          59  14     PA6AA         59  14
QSO:  7123 PH 2019-10-26 0420 LC9A          59  14     DR5N          59  14
QSO:  7134 PH 2019-10-26 0423 LC9A          59  14     DP6A          59  14
QSO:  7145 PH 2019-10-26 0424 LC9A          59  14     LZ5K          59  20
QSO:  7148 PH 2019-10-26 0425 LC9A          59  14     LY4ZF         59  15
QSO:  3615 PH 2019-10-26 0437 LC9A          59  14     I1JTQ         59  15
QSO:  3703 PH 2019-10-26 0442 LC9A          59  14     OL0W          59  15
QSO:  3672 PH 2019-10-26 0443 LC9A          59  14     DP6A          59  14
QSO:  7193 PH 2019-10-26 0450 LC9A          59  14     LZ9W          59  20
QSO:  7165 PH 2019-10-26 0451 LC9A          59  14     RO2E          59  16
QSO:  7156 PH 2019-10-26 0454 LC9A          59  14     UW2M          59  16
QSO:  7143 PH 2019-10-26 0456 LC9A          59  14     CN3A          59  33
QSO:  7125 PH 2019-10-26 0457 LC9A          59  14     EU1A          59  16
QSO:  7099 PH 2019-10-26 0500 LC9A          59  14     YU5R          59  15
QSO:  7123 PH 2019-10-26 0501 LC9A          59  14     RM3DA         59  16
QSO:  3683 PH 2019-10-26 0505 LC9A          59  14     PA3AAV        59  14
QSO:  7137 PH 2019-10-26 0506 LC9A          59  14     D4C           59  35
QSO:  3656 PH 2019-10-26 0508 LC9A          59  14     PA2TMS        59  14
QSO:  3644 PH 2019-10-26 0509 LC9A          59  14     MI0SLE        59  14
QSO:  7060 PH 2019-10-26 0511 LC9A          59  14     UW7LL         59  16
QSO:  7088 PH 2019-10-26 0513 LC9A          59  14     HG7T          59  15
QSO:  7108 PH 2019-10-26 0517 LC9A          59  14     RA4AR         59  16
QSO:  7190 PH 2019-10-26 0519 LC9A          59  14     LX7I          59  14
QSO:  3718 PH 2019-10-26 0520 LC9A          59  14     RL3A          59  16
QSO:  3761 PH 2019-10-26 0522 LC9A          59  14     DQ4W          59  14
QSO:  3764 PH 2019-10-26 0523 LC9A          59  14     EW6W          59  16
QSO:  7195 PH 2019-10-26 0527 LC9A          59  14     EE5T          59  14
QSO:  7190 PH 2019-10-26 0804 LC9A          59  14     MM2N          59  14
QSO:  7180 PH 2019-10-26 0805 LC9A          59  14     F4GTD         59  14
QSO:  7162 PH 2019-10-26 0807 LC9A          59  14     LY4U          59  15
QSO:  7120 PH 2019-10-26 0808 LC9A          59  14     OL9Z          59  15
QSO:  7108 PH 2019-10-26 0809 LC9A          59  14     RU1A          59  16
QSO:  7100 PH 2019-10-26 0811 LC9A          59  14     GM4O          59  14
QSO: 14167 PH 2019-10-26 0817 LC9A          59  14     RZ3Z          59  16
QSO: 14155 PH 2019-10-26 0818 LC9A          59  14     UW7LL         59  16
QSO: 14162 PH 2019-10-26 0818 LC9A          59  14     S51YI         59  15
QSO: 14195 PH 2019-10-26 0820 LC9A          59  14     EA3AQ         59  14
QSO: 14250 PH 2019-10-26 0821 LC9A          59  14     HG7T          59  15
QSO: 14252 PH 2019-10-26 0822 LC9A          59  14     S54K          59  15
QSO: 14266 PH 2019-10-26 0822 LC9A          59  14     IO5O          59  15
QSO: 14273 PH 2019-10-26 0823 LC9A          59  14     UY5ZZ         59  16
QSO: 14291 PH 2019-10-26 0824 LC9A          59  14     IQ4FA         59  15
QSO: 14307 PH 2019-10-26 0827 LC9A          59  14     OM7M          59  15
QSO: 14310 PH 2019-10-26 0828 LC9A          59  14     II2S          59  15
QSO: 14316 PH 2019-10-26 0828 LC9A          59  14     CR6P          59  14
QSO: 14322 PH 2019-10-26 0828 LC9A          59  14     D4C           59  35
QSO: 14333 PH 2019-10-26 0829 LC9A          59  14     S57DX         59  15
QSO: 14128 PH 2019-10-26 0831 LC9A          59  14     Z30A          59  15
QSO: 14131 PH 2019-10-26 0831 LC9A          59  14     IR4E          59  15
QSO: 14146 PH 2019-10-26 0832 LC9A          59  14     CT1BOL        59  14
QSO: 14149 PH 2019-10-26 0832 LC9A          59  14     RT4G          59  16
QSO: 14161 PH 2019-10-26 0833 LC9A          59  14     IK4LZH        59  15
QSO: 14169 PH 2019-10-26 0833 LC9A          59  14     UW5U          59  16
QSO: 14175 PH 2019-10-26 0834 LC9A          59  14     HG5A          59  15
QSO: 14181 PH 2019-10-26 0835 LC9A          59  14     RO2E          59  16
QSO: 14187 PH 2019-10-26 0835 LC9A          59  14     E71CQ         59  15
QSO: 14191 PH 2019-10-26 0835 LC9A          59  14     IR2L          59  15
QSO: 14199 PH 2019-10-26 0836 LC9A          59  14     YT1X          59  15
QSO: 14211 PH 2019-10-26 0837 LC9A          59  14     YT1A          59  15
QSO: 14223 PH 2019-10-26 0837 LC9A          59  14     S57AL         59  15
QSO: 21218 PH 2019-10-26 0840 LC9A          59  14     UV5U          59  16
QSO:  7160 PH 2019-10-26 0842 LC9A          59  14     SN3A          59  15
QSO:  7182 PH 2019-10-26 0846 LC9A          59  14     LY4O          59  15
QSO: 14290 PH 2019-10-26 0847 LC9A          59  14     DQ4W          59  14
QSO: 14122 PH 2019-10-26 0849 LC9A          59  14     C37NL         59  14
QSO: 14132 PH 2019-10-26 0849 LC9A          59  14     I1NVU         59  15
QSO: 14138 PH 2019-10-26 0850 LC9A          59  14     R2VA          59  16
QSO: 14177 PH 2019-10-26 0854 LC9A          59  14     CS5SS         59  14
QSO: 14187 PH 2019-10-26 0856 LC9A          59  14     IO7T          59  15
QSO: 14149 PH 2019-10-26 0857 LC9A          59  14     R5AJ          59  16
QSO: 14193 PH 2019-10-26 0859 LC9A          59  14     F4ENK         59  14
QSO: 14224 PH 2019-10-26 0900 LC9A          59  14     IU3BTY        59  15
QSO: 14230 PH 2019-10-26 0901 LC9A          59  14     9A7A          59  15
QSO: 21256 PH 2019-10-26 0904 LC9A          59  14     IO9R          59  15
QSO: 21272 PH 2019-10-26 0905 LC9A          59  14     TC4A          59  20
QSO: 21320 PH 2019-10-26 0907 LC9A          59  14     UB7K          59  16
QSO: 21339 PH 2019-10-26 0907 LC9A          59  14     9A7Z          59  15
QSO: 21270 PH 2019-10-26 0909 LC9A          59  14     P33W          59  20
QSO: 14233 PH 2019-10-26 0913 LC9A          59  14     TM6M          59  14
QSO:  7175 PH 2019-10-26 0914 LC9A          59  14     SN7Q          59  15
QSO:  7155 PH 2019-10-26 0915 LC9A          59  14     OH1Z          59  15
QSO: 14214 PH 2019-10-26 0915 LC9A          59  14     S50R          59  15
QSO: 14196 PH 2019-10-26 0916 LC9A          59  14     YU7GMN        59  15
QSO:  7148 PH 2019-10-26 0918 LC9A          59  14     LY2BKT        59  15
QSO:  7117 PH 2019-10-26 0919 LC9A          59  14     F5KOK         59  14
QSO:  7124 PH 2019-10-26 0921 LC9A          59  14     PC2L          59  14
QSO: 21254 PH 2019-10-26 0923 LC9A          59  14     HG5A          59  15
QSO: 21264 PH 2019-10-26 0923 LC9A          59  14     IR7T          59  15
QSO: 21232 PH 2019-10-26 0926 LC9A          59  14     SV1JAO        59  20
QSO: 21255 PH 2019-10-26 0926 LC9A          59  14     ED7R          59  14
QSO: 21292 PH 2019-10-26 0931 LC9A          59  14     EA5KL         59  14
QSO: 21326 PH 2019-10-26 0933 LC9A          59  14     V55A          59  38
QSO: 21340 PH 2019-10-26 0934 LC9A          59  14     EE5T          59  14
QSO: 21352 PH 2019-10-26 0935 LC9A          59  14     LZ9V          59  20
QSO: 21363 PH 2019-10-26 0935 LC9A          59  14     EA5KV         59  14
QSO: 21374 PH 2019-10-26 0936 LC9A          59  14     LZ3FN         59  20
QSO: 21171 PH 2019-10-26 0937 LC9A          59  14     YO4NF         59  20
QSO: 21193 PH 2019-10-26 0938 LC9A          59  14     IT9BUN        59  15
QSO: 21274 PH 2019-10-26 0939 LC9A          59  14     IO8T          59  15
QSO: 14243 PH 2019-10-26 0942 LC9A          59  14     IZ3GOO        59  15
QSO: 14328 PH 2019-10-26 0945 LC9A          59  14     PR4T          59  11
QSO: 21386 PH 2019-10-26 0947 LC9A          59  14     IH9P          59  33
QSO:  7178 PH 2019-10-26 0948 LC9A          59  14     DF0HQ         59  14
QSO: 21300 PH 2019-10-26 0949 LC9A          59  14     IR3Z          59  15
QSO: 14143 PH 2019-10-26 0951 LC9A          59  14     IR6T          59  15
QSO: 14153 PH 2019-10-26 0952 LC9A          59  14     HG3N          59  15
QSO: 14158 PH 2019-10-26 0955 LC9A          59  14     FY5KE         59  09
QSO: 21262 PH 2019-10-26 0958 LC9A          59  14     IR4M          59  15
QSO: 21283 PH 2019-10-26 0958 LC9A          59  14     ED7O          59  14
QSO: 21336 PH 2019-10-26 1011 LC9A          59  14     6W1RY         59  35
QSO: 21347 PH 2019-10-26 1012 LC9A          59  14     DQ4W          59  14
QSO: 21170 PH 2019-10-26 1014 LC9A          59  14     IT9AEQ        59  15
QSO: 21270 PH 2019-10-26 1017 LC9A          59  14     IO9A          59  15
QSO: 14176 PH 2019-10-26 1019 LC9A          59  14     S53M          59  15
QSO: 14185 PH 2019-10-26 1019 LC9A          59  14     RK9AX         59  17
QSO: 14189 PH 2019-10-26 1020 LC9A          59  14     IR3Z          59  15
QSO: 14204 PH 2019-10-26 1021 LC9A          59  14     SZ1A          59  20
QSO: 14240 PH 2019-10-26 1022 LC9A          59  14     UW7LM         59  16
QSO: 21323 PH 2019-10-26 1025 LC9A          59  14     CR6K          59  14
QSO: 21327 PH 2019-10-26 1028 LC9A          59  14     EC7WA         59  14
QSO:  7147 PH 2019-10-26 1031 LC9A          59  14     DJ5TD         59  14
QSO: 21154 PH 2019-10-26 1036 LC9A          59  14     LZ5QZ         59  20
QSO:  7197 PH 2019-10-26 1037 LC9A          59  14     ON7MV         59  14
QSO: 21216 PH 2019-10-26 1040 LC9A          59  14     EF5Y          59  14
QSO: 21246 PH 2019-10-26 1042 LC9A          59  14     TC2MK         59  20
QSO: 14294 PH 2019-10-26 1043 LC9A          59  14     LZ9W          59  20
QSO: 14300 PH 2019-10-26 1044 LC9A          59  14     UB7K          59  16
QSO: 14305 PH 2019-10-26 1044 LC9A          59  14     OL0M          59  15
QSO: 14324 PH 2019-10-26 1045 LC9A          59  14     DK3T          59  14
QSO: 14326 PH 2019-10-26 1045 LC9A          59  14     IR1G          59  15
QSO: 14331 PH 2019-10-26 1046 LC9A          59  14     EF1A          59  14
QSO: 14337 PH 2019-10-26 1047 LC9A          59  14     OK7K          59  15
QSO: 14341 PH 2019-10-26 1047 LC9A          59  14     IR4M          59  15
QSO: 14348 PH 2019-10-26 1048 LC9A          59  14     IB9T          59  15
QSO: 21196 PH 2019-10-26 1049 LC9A          59  14     TAO7M         59  20
QSO: 21210 PH 2019-10-26 1049 LC9A          59  14     YT5A          59  15
QSO: 21238 PH 2019-10-26 1052 LC9A          59  14     9A4W          59  15
QSO: 14231 PH 2019-10-26 1055 LC9A          59  14     IK2YCW        59  15
QSO: 14217 PH 2019-10-26 1056 LC9A          59  14     R7AB          59  16
QSO: 14181 PH 2019-10-26 1058 LC9A          59  14     PI4D          59  14
QSO: 14169 PH 2019-10-26 1059 LC9A          59  14     IK3UNA        59  15
QSO: 14165 PH 2019-10-26 1100 LC9A          59  14     RK3T          59  16
QSO: 14160 PH 2019-10-26 1101 LC9A          59  14     DM4X          59  14
QSO: 14120 PH 2019-10-26 1105 LC9A          59  14     YT2ISM        59  15
QSO: 14145 PH 2019-10-26 1107 LC9A          59  14     HB9H          59  14
QSO: 14128 PH 2019-10-26 1108 LC9A          59  14     YU5R          59  15
QSO: 21323 PH 2019-10-26 1109 LC9A          59  14     YT9A          59  15
QSO:  7132 PH 2019-10-26 1110 LC9A          59  14     LY4T          59  15
QSO: 21309 PH 2019-10-26 1111 LC9A          59  14     IK8NSR        59  15
QSO:  7086 PH 2019-10-26 1112 LC9A          59  14     SP7D          59  15
QSO:  7082 PH 2019-10-26 1113 LC9A          59  14     DM5JBN        59  14
QSO:  7148 PH 2019-10-26 1115 LC9A          59  14     OZ5E          59  14
QSO: 21350 PH 2019-10-26 1116 LC9A          59  14     SV2JAO        59  20
QSO: 21367 PH 2019-10-26 1117 LC9A          59  14     ED3D          59  14
QSO: 21211 PH 2019-10-26 1119 LC9A          59  14     LZ5R          59  20
QSO: 21214 PH 2019-10-26 1119 LC9A          59  14     4X1IM         59  20
QSO: 21224 PH 2019-10-26 1120 LC9A          59  14     IT9FRX        59  15
QSO: 14125 PH 2019-10-26 1123 LC9A          59  14     4U1A          59  15
QSO: 14130 PH 2019-10-26 1123 LC9A          59  14     HB9TOC        59  14
QSO: 21182 PH 2019-10-26 1124 LC9A          59  14     ED1R          59  14
QSO: 14142 PH 2019-10-26 1125 LC9A          59  14     DL7BC         59  14
QSO: 21235 PH 2019-10-26 1125 LC9A          59  14     9H6A          59  15
QSO: 14206 PH 2019-10-26 1136 LC9A          59  14     RA3W          59  16
QSO: 14228 PH 2019-10-26 1138 LC9A          59  14     9A9A          59  15
QSO: 14238 PH 2019-10-26 1139 LC9A          59  14     F8DVD         59  14
QSO: 21310 PH 2019-10-26 1140 LC9A          59  14     SZ8LSV        59  20
QSO: 14258 PH 2019-10-26 1145 LC9A          59  14     UX1UX         59  16
QSO: 14277 PH 2019-10-26 1146 LC9A          59  14     TM4L          59  14
QSO:  7150 PH 2019-10-26 1147 LC9A          59  14     DR3W          59  14
QSO: 14308 PH 2019-10-26 1149 LC9A          59  14     HA9A          59  15
QSO: 14319 PH 2019-10-26 1149 LC9A          59  14     IB2A          59  15
QSO: 14340 PH 2019-10-26 1151 LC9A          59  14     IR7T          59  15
QSO: 21171 PH 2019-10-26 1153 LC9A          59  14     IQ0ID         59  15
QSO: 14168 PH 2019-10-26 1157 LC9A          59  14     RW3XZ         59  16
QSO: 14197 PH 2019-10-26 1159 LC9A          59  14     R4GMN         59  16
QSO: 14201 PH 2019-10-26 1200 LC9A          59  14     US5D          59  16
QSO: 14201 PH 2019-10-26 1208 LC9A          59  14     UW2M          59  16
QSO: 14208 PH 2019-10-26 1209 LC9A          59  14     R2AA          59  16
QSO: 14222 PH 2019-10-26 1211 LC9A          59  14     IV3SKB        59  15
QSO: 21357 PH 2019-10-26 1218 LC9A          59  14     EF8R          59  33
QSO: 21361 PH 2019-10-26 1218 LC9A          59  14     EA4EER        59  14
QSO: 21369 PH 2019-10-26 1219 LC9A          59  14     A73A          59  21
QSO: 21286 PH 2019-10-26 1227 LC9A          59  14     TC0F          59  20
QSO: 14269 PH 2019-10-26 1228 LC9A          59  14     UI5R          59  16
QSO:  7189 PH 2019-10-26 1232 LC9A          59  14     OT5A          59  14
QSO: 14111 PH 2019-10-26 1233 LC9A          59  14     RT5T          59  16
QSO: 14116 PH 2019-10-26 1233 LC9A          59  14     S58Y          59  15
QSO: 14123 PH 2019-10-26 1234 LC9A          59  14     RG5A          59  16
QSO:  7161 PH 2019-10-26 1235 LC9A          59  14     DL0WM         59  14
QSO: 14177 PH 2019-10-26 1241 LC9A          59  14     SQ6H          59  15
QSO: 21316 PH 2019-10-26 1244 LC9A          59  14     D4C           59  35
QSO: 21289 PH 2019-10-26 1246 LC9A          59  14     ED7W          59  14
QSO: 21247 PH 2019-10-26 1247 LC9A          59  14     TM0DX         59  14
QSO: 21230 PH 2019-10-26 1249 LC9A          59  14     C37NL         59  14
QSO: 14201 PH 2019-10-26 1421 LC9A          59  14     S51YR         59  15
QSO: 14201 PH 2019-10-26 1421 LC9A          59  14     IO2R          59  15
QSO: 14268 PH 2019-10-26 1422 LC9A          59  14     TM5P          59  14
QSO: 14127 PH 2019-10-26 1424 LC9A          59  14     IR3R          59  15
QSO: 14136 PH 2019-10-26 1425 LC9A          59  14     HB9HLM        59  14
QSO: 14142 PH 2019-10-26 1426 LC9A          59  14     IO9R          59  15
QSO: 14149 PH 2019-10-26 1427 LC9A          59  14     YT5LD         59  15
QSO:  7165 PH 2019-10-26 1428 LC9A          59  14     RJ4P          59  16
QSO:  7156 PH 2019-10-26 1430 LC9A          59  14     RL3A          59  16
QSO: 14152 PH 2019-10-26 1434 LC9A          59  14     W3LPL         59  05
QSO: 14283 PH 2019-10-26 1438 LC9A          59  14     S57S          59  15
QSO: 14293 PH 2019-10-26 1438 LC9A          59  14     IR9Z          59  15
QSO: 14224 PH 2019-10-26 1444 LC9A          59  14     F5TRO         59  14
QSO: 14217 PH 2019-10-26 1445 LC9A          59  14     IQ2CY         59  15
QSO:  7109 PH 2019-10-26 1447 LC9A          59  14     4U1A          59  15
QSO: 14116 PH 2019-10-26 1448 LC9A          59  14     YP0C          59  20
QSO:  7196 PH 2019-10-26 1454 LC9A          59  14     DG1IU         59  14
QSO:  7182 PH 2019-10-26 1456 LC9A          59  14     YL1FW         59  15
QSO: 14186 PH 2019-10-26 1458 LC9A          59  14     9K9A          59  21
QSO:  7168 PH 2019-10-26 1459 LC9A          59  14     CR6T          59  14
QSO: 14175 PH 2019-10-26 1459 LC9A          59  14     YT5A          59  15
QSO: 14179 PH 2019-10-26 1459 LC9A          59  14     UR3GU         59  16
QSO: 14250 PH 2019-10-26 1509 LC9A          59  14     US1I          59  16
QSO: 14270 PH 2019-10-26 1510 LC9A          59  14     RU1A          59  16
QSO:  7136 PH 2019-10-26 1513 LC9A          59  14     DM6DX         59  14
QSO: 14310 PH 2019-10-26 1516 LC9A          59  14     IW1CHX        59  15
QSO: 14305 PH 2019-10-26 1519 LC9A          59  14     4X6FR         59  20
QSO: 14290 PH 2019-10-26 1521 LC9A          59  14     ES9C          59  15
QSO: 14239 PH 2019-10-26 1523 LC9A          59  14     I1NVI         59  14
QSO:  7134 PH 2019-10-26 1541 LC9A          59  14     OE2LCM        59  15
QSO: 14195 PH 2019-10-26 1607 LC9A          59  14     ED2C          59  14
QSO: 14218 PH 2019-10-26 1608 LC9A          59  14     F5USK         59  14
QSO: 14226 PH 2019-10-26 1609 LC9A          59  14     IK2XSL        59  15
QSO: 14282 PH 2019-10-26 1610 LC9A          59  14     IR8D          59  15
QSO: 14285 PH 2019-10-26 1612 LC9A          59  14     IO9A          59  15
QSO: 14303 PH 2019-10-26 1613 LC9A          59  14     CN3A          59  33
QSO: 14340 PH 2019-10-26 1617 LC9A          59  14     IT2WIJ        59  15
QSO: 14309 PH 2019-10-26 1618 LC9A          59  14     IR3C          59  15
QSO: 14301 PH 2019-10-26 1619 LC9A          59  14     TM0DX         59  14
QSO: 14274 PH 2019-10-26 1620 LC9A          59  14     EI7M          59  14
QSO: 14247 PH 2019-10-26 1621 LC9A          59  14     IO8V          59  15
QSO:  7124 PH 2019-10-26 1621 LC9A          59  14     DG7LAN        59  14
QSO:  3737 PH 2019-10-26 1638 LC9A          59  14     PA9M          59  14
QSO: 14248 PH 2019-10-26 1649 LC9A          59  14     EA1YT         59  14
QSO: 14258 PH 2019-10-26 1655 LC9A          59  14     EC2DX         59  14
QSO:  7062 PH 2019-10-26 1703 LC9A          59  14     UA3Z          59  16
QSO:  7073 PH 2019-10-26 1703 LC9A          59  14     DK6XZ         59  14
QSO:  7082 PH 2019-10-26 1704 LC9A          59  14     YU1DW         59  15
QSO:  7087 PH 2019-10-26 1705 LC9A          59  14     DL7CX         59  14
QSO:  7131 PH 2019-10-26 1707 LC9A          59  14     PA7AL         59  14
QSO: 14139 PH 2019-10-26 1726 LC9A          59  14     VE3JM         59  04
QSO: 14139 PH 2019-10-26 1727 LC9A          59  14     VE3JM         59  04
QSO:  3784 PH 2019-10-26 1737 LC9A          59  14     DF0HQ         59  14
QSO:  3776 PH 2019-10-26 1738 LC9A          59  14     SO4R          59  15
QSO:  7125 PH 2019-10-26 1743 LC9A          59  14     OM7M          59  15
QSO:  7083 PH 2019-10-26 1744 LC9A          59  14     9A3AG         59  15
QSO:  7134 PH 2019-10-26 1747 LC9A          59  14     RM4HZ         59  16
QSO:  7148 PH 2019-10-26 1747 LC9A          59  14     OM0M          59  15
QSO:  3779 PH 2019-10-26 1751 LC9A          59  14     DM0Y          59  14
QSO:  7189 PH 2019-10-26 1753 LC9A          59  14     HB9A          59  14
QSO:  7179 PH 2019-10-26 1753 LC9A          59  14     OR2M          59  14
QSO: 14159 PH 2019-10-26 1803 LC9A          59  14     VA2WA         59  05
QSO:  7114 PH 2019-10-26 1836 LC9A          59  14     DP6T          59  14
QSO:  7110 PH 2019-10-26 1836 LC9A          59  14     S50A          59  15
QSO:  7131 PH 2019-10-26 1838 LC9A          59  14     HG5A          59  15
QSO: 14159 PH 2019-10-26 1843 LC9A          59  14     NW1P          59  05
QSO: 14246 PH 2019-10-26 1850 LC9A          59  14     OH8L          59  15
QSO: 14310 PH 2019-10-26 1855 LC9A          59  14     OH1F          59  15
QSO:  7155 PH 2019-10-26 1859 LC9A          59  14     IK2YCW        59  15
QSO:  7122 PH 2019-10-26 1902 LC9A          59  14     UA3RC         59  16
QSO:  7113 PH 2019-10-26 1903 LC9A          59  14     IW1FRU        59  15
QSO:  7106 PH 2019-10-26 1903 LC9A          59  14     S57AL         59  15
QSO:  7093 PH 2019-10-26 1904 LC9A          59  14     EN5V          59  16
QSO:  7080 PH 2019-10-26 1904 LC9A          59  14     OE5T          59  15
QSO: 14185 PH 2019-10-26 1906 LC9A          59  14     N1UR          59  05
QSO: 14298 PH 2019-10-26 1908 LC9A          59  14     OH8WW         59  15
QSO: 14157 PH 2019-10-26 1913 LC9A          59  14     KC1XX         59  05
QSO: 14174 PH 2019-10-26 1922 LC9A          59  14     EA2EW         59  15
QSO:  3754 PH 2019-10-26 1926 LC9A          59  14     OL4C          59  15
QSO: 14247 PH 2019-10-26 1931 LC9A          59  14     OH8X          59  15
QSO:  7062 PH 2019-10-26 1933 LC9A          59  14     UB7K          59  16
QSO: 14000 PH 2019-10-26 1951 LC9A          59  14     SI9IM         59  14
QSO:  3750 PH 2019-10-26 2000 LC9A          59  14     UX2X          59  16
QSO:  3764 PH 2019-10-26 2001 LC9A          59  14     HG8R          59  15
QSO: 14258 PH 2019-10-26 2006 LC9A          59  14     P40T          59  09
QSO: 14348 PH 2019-10-26 2011 LC9A          59  14     OH0V          59  15
QSO: 14310 PH 2019-10-26 2019 LC9A          59  14     OH2PQ         59  15
QSO: 21239 PH 2019-10-26 2021 LC9A          59  14     SD4C          59  14
QSO:  7100 PH 2019-10-26 2023 LC9A          59  14     A73A          59  21
QSO:  7048 PH 2019-10-26 2029 LC9A          59  14     5B4AIF        59  20
QSO:  3688 PH 2019-10-26 2030 LC9A          59  14     OR4ACA        59  14
QSO:  7143 PH 2019-10-26 2035 LC9A          59  14     TM0DX         59  14
QSO:  7133 PH 2019-10-26 2044 LC9A          59  14     4X6FR         59  20
QSO: 14171 PH 2019-10-26 2046 LC9A          59  14     SM0T          59  14
QSO:  7174 PH 2019-10-26 2053 LC9A          59  14     IR6T          59  15
QSO:  7165 PH 2019-10-26 2054 LC9A          59  14     IO5O          59  15
QSO:  7000 PH 2019-10-27 0407 LC9A          59  14     V55A          59  38
QSO:  7113 PH 2019-10-27 0410 LC9A          59  14     LY7Z          59  15
QSO:  3734 PH 2019-10-27 0413 LC9A          59  14     YT5A          59  15
QSO:  3724 PH 2019-10-27 0414 LC9A          59  14     LX7I          59  14
QSO:  7166 PH 2019-10-27 0422 LC9A          59  14     LZ5R          59  20
QSO:  3785 PH 2019-10-27 0424 LC9A          59  14     S56K          59  15
QSO:  7174 PH 2019-10-27 0428 LC9A          59  14     LY1F          59  15
QSO:  3728 PH 2019-10-27 0435 LC9A          59  14     OR2M          59  14
QSO:  3500 PH 2019-10-27 0441 LC9A          59  14     YT1R          59  15
QSO:  7165 PH 2019-10-27 0448 LC9A          59  14     SO4R          59  15
QSO:  7136 PH 2019-10-27 0455 LC9A          59  14     DP7D          59  14
QSO:  7142 PH 2019-10-27 0456 LC9A          59  14     IR1G          59  15
QSO:  3720 PH 2019-10-27 0501 LC9A          59  14     M4A           59  14
QSO:  7154 PH 2019-10-27 0522 LC9A          59  14     9A7A          59  15
QSO:  7138 PH 2019-10-27 0524 LC9A          59  14     IQ4FA         59  15
QSO:  7120 PH 2019-10-27 0527 LC9A          59  14     EI0R          59  14
QSO:  7147 PH 2019-10-27 0528 LC9A          59  14     9A5Y          59  15
QSO:  7170 PH 2019-10-27 0529 LC9A          59  14     EU1WW         59  16
QSO:  7178 PH 2019-10-27 0530 LC9A          59  14     UW5ZM         59  16
QSO:  7191 PH 2019-10-27 0533 LC9A          59  14     IR7T          59  15
QSO:  3669 PH 2019-10-27 0535 LC9A          59  14     DG7LAN        59  14
QSO:  7180 PH 2019-10-27 0537 LC9A          59  14     DR1A          59  14
QSO:  7143 PH 2019-10-27 0539 LC9A          59  14     IR4X          59  15
QSO:  3689 PH 2019-10-27 0541 LC9A          59  14     DL0UM         59  14
QSO:  7134 PH 2019-10-27 0545 LC9A          59  14     LY5Y          59  15
QSO:  7166 PH 2019-10-27 0548 LC9A          59  14     IR2L          59  15
QSO:  7185 PH 2019-10-27 0551 LC9A          59  14     IW2MZX        59  15
QSO:  3750 PH 2019-10-27 0552 LC9A          59  14     SQ3M          59  15
QSO:  3737 PH 2019-10-27 0553 LC9A          59  14     IR1G          59  15
QSO:  3710 PH 2019-10-27 0558 LC9A          59  14     ES3V          59  33
