START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: KD9MS
LOCATION: IL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: EM57mg
CLAIMED-SCORE: 142956
NAME: Craig Bradley
OPERATORS: KD9MS
CLUB: Society of Midwest Contesters
CREATED-BY: N1MM Logger+ 1.0.7977.0
SOAPBOX: Everything seemed broken, until Sunday! Then it was fun!
QSO:  7172 PH 2019-10-27 0647 KD9MS         59  4      TI7W          59  07
QSO:  7175 PH 2019-10-27 0647 KD9MS         59  4      PJ2T          59  09
QSO:  7179 PH 2019-10-27 0648 KD9MS         59  4      CQ8M          59  14
QSO:  7188 PH 2019-10-27 0650 KD9MS         59  4      HI3LT         59  08
QSO:  7195 PH 2019-10-27 0652 KD9MS         59  4      PJ4K          59  09
QSO:  7201 PH 2019-10-27 0652 KD9MS         59  4      FY5KE         59  09
QSO:  7204 PH 2019-10-27 0653 KD9MS         59  4      ZF9CW         59  08
QSO:  3777 PH 2019-10-27 0656 KD9MS         59  4      5K0K          59  07
QSO:  3760 PH 2019-10-27 0658 KD9MS         59  4      HP3AK         59  07
QSO:  3753 PH 2019-10-27 0659 KD9MS         59  4      EF8R          59  33
QSO:  3749 PH 2019-10-27 0700 KD9MS         59  4      KP2M          59  08
QSO:  3739 PH 2019-10-27 0702 KD9MS         59  4      VE3PN         59  04
QSO:  3735 PH 2019-10-27 0704 KD9MS         59  4      V26B          59  08
QSO: 21305 PH 2019-10-27 1600 KD9MS         59  4      TI8II         59  07
QSO: 14348 PH 2019-10-27 1602 KD9MS         59  4      IB9T          59  15
QSO: 21312 PH 2019-10-27 1602 KD9MS         59  4      F5USK         59  14
QSO: 14347 PH 2019-10-27 1603 KD9MS         59  4      F4GGQ         59  14
QSO: 21316 PH 2019-10-27 1604 KD9MS         59  4      LZ9W          59  20
QSO: 14339 PH 2019-10-27 1607 KD9MS         59  4      6W1RY         59  35
QSO: 28410 PH 2019-10-27 1608 KD9MS         59  4      PJ4K          59  09
QSO: 28414 PH 2019-10-27 1608 KD9MS         59  4      5K0K          59  07
QSO: 21324 PH 2019-10-27 1609 KD9MS         59  4      9Y4D          59  09
QSO: 14336 PH 2019-10-27 1610 KD9MS         59  4      OL0M          59  15
QSO: 14334 PH 2019-10-27 1611 KD9MS         59  4      OK7K          59  15
QSO: 14332 PH 2019-10-27 1613 KD9MS         59  4      9A7A          59  15
QSO: 14331 PH 2019-10-27 1614 KD9MS         59  4      IR7T          59  15
QSO: 21331 PH 2019-10-27 1615 KD9MS         59  4      YU5A          59  15
QSO: 21335 PH 2019-10-27 1615 KD9MS         59  4      EA7PP         59  14
QSO: 21345 PH 2019-10-27 1616 KD9MS         59  4      IR4X          59  15
QSO: 14329 PH 2019-10-27 1616 KD9MS         59  4      S50K          59  15
QSO: 14327 PH 2019-10-27 1617 KD9MS         59  4      DK3T          59  14
QSO: 21341 PH 2019-10-27 1619 KD9MS         59  4      9A7A          59  15
QSO: 21348 PH 2019-10-27 1620 KD9MS         59  4      CR3DX         59  33
QSO: 14316 PH 2019-10-27 1621 KD9MS         59  4      DK8ZZ         59  14
QSO: 21354 PH 2019-10-27 1626 KD9MS         59  4      HC0T          59  10
QSO: 21356 PH 2019-10-27 1626 KD9MS         59  4      EC2DX         59  14
QSO: 21362 PH 2019-10-27 1627 KD9MS         59  4      EF5Y          59  14
QSO: 21367 PH 2019-10-27 1628 KD9MS         59  4      EF8R          59  33
QSO: 21375 PH 2019-10-27 1628 KD9MS         59  4      IT9BUN        59  15
QSO: 21379 PH 2019-10-27 1629 KD9MS         59  4      ED7O          59  14
QSO: 14310 PH 2019-10-27 1630 KD9MS         59  4      HG3N          59  15
QSO: 14307 PH 2019-10-27 1630 KD9MS         59  4      OM7M          59  15
QSO: 21385 PH 2019-10-27 1631 KD9MS         59  4      EF1W          59  14
QSO: 14305 PH 2019-10-27 1632 KD9MS         59  4      YT1X          59  15
QSO: 21388 PH 2019-10-27 1632 KD9MS         59  4      IU4CHE        59  15
QSO: 21406 PH 2019-10-27 1633 KD9MS         59  4      IH9P          59  33
QSO: 14303 PH 2019-10-27 1634 KD9MS         59  4      OL3Z          59  15
QSO: 21410 PH 2019-10-27 1637 KD9MS         59  4      5K0K          59  07
QSO: 21414 PH 2019-10-27 1645 KD9MS         59  4      V55A          59  38
QSO: 14287 PH 2019-10-27 1649 KD9MS         59  4      LX7I          59  14
QSO: 14285 PH 2019-10-27 1650 KD9MS         59  4      F5TRO         59  14
QSO: 14284 PH 2019-10-27 1651 KD9MS         59  4      DF0HQ         59  14
QSO: 21421 PH 2019-10-27 1651 KD9MS         59  4      NP3LY         59  08
QSO: 21422 PH 2019-10-27 1652 KD9MS         59  4      EA1DR         59  14
QSO: 28445 PH 2019-10-27 1653 KD9MS         59  4      PU3CAL        59  11
QSO: 28449 PH 2019-10-27 1656 KD9MS         59  4      LS2D          59  13
QSO: 14279 PH 2019-10-27 1657 KD9MS         59  4      D4C           59  35
QSO: 14277 PH 2019-10-27 1659 KD9MS         59  4      TM4L          59  14
QSO: 28435 PH 2019-10-27 1700 KD9MS         59  4      CV7S          59  13
QSO: 14274 PH 2019-10-27 1701 KD9MS         59  4      DR1A          59  14
QSO: 28457 PH 2019-10-27 1701 KD9MS         59  4      LU7HN         59  13
QSO: 28467 PH 2019-10-27 1704 KD9MS         59  4      9Z4Y          59  09
QSO: 14271 PH 2019-10-27 1705 KD9MS         59  4      ED7W          59  14
QSO: 28478 PH 2019-10-27 1705 KD9MS         59  4      PZ5K          59  09
QSO: 28488 PH 2019-10-27 1707 KD9MS         59  4      FY5KE         59  09
QSO: 14267 PH 2019-10-27 1709 KD9MS         59  4      LZ5R          59  20
QSO: 14266 PH 2019-10-27 1710 KD9MS         59  4      YT0W          59  15
QSO: 28415 PH 2019-10-27 1713 KD9MS         59  4      YV7RCV        59  09
QSO: 14262 PH 2019-10-27 1713 KD9MS         59  4      IO9A          59  15
QSO: 14259 PH 2019-10-27 1714 KD9MS         59  4      EI7M          59  14
QSO: 14255 PH 2019-10-27 1716 KD9MS         59  4      DJ5MW         59  14
QSO: 14255 PH 2019-10-27 1716 KD9MS         59  4      OT5A          59  14
QSO: 14253 PH 2019-10-27 1717 KD9MS         59  4      E7DX          59  15
QSO: 21443 PH 2019-10-27 1722 KD9MS         59  4      TI7/W5AP      59  07
QSO: 21430 PH 2019-10-27 1724 KD9MS         59  4      ZS6TVB        59  38
QSO: 14246 PH 2019-10-27 1726 KD9MS         59  4      ED1R          59  14
QSO: 14245 PH 2019-10-27 1728 KD9MS         59  4      IO5O          59  15
QSO: 21394 PH 2019-10-27 1731 KD9MS         59  4      PR4T          59  11
QSO: 21383 PH 2019-10-27 1732 KD9MS         59  4      CQ8M          59  14
QSO: 21377 PH 2019-10-27 1733 KD9MS         59  4      PZ5K          59  09
QSO: 21381 PH 2019-10-27 1755 KD9MS         59  4      CO2RQ         59  08
QSO: 28404 PH 2019-10-27 1756 KD9MS         59  4      LU2DX         59  13
QSO: 28393 PH 2019-10-27 1757 KD9MS         59  4      CB3R          59  12
QSO: 28370 PH 2019-10-27 1758 KD9MS         59  4      YV6KP         59  09
QSO: 28373 PH 2019-10-27 1758 KD9MS         59  4      8P5A          59  08
QSO: 14240 PH 2019-10-27 1801 KD9MS         59  4      G5O           59  14
QSO: 14238 PH 2019-10-27 1803 KD9MS         59  4      CR3DX         59  33
QSO: 14235 PH 2019-10-27 1806 KD9MS         59  4      TM6M          59  14
QSO: 21372 PH 2019-10-27 1807 KD9MS         59  4      VP2MSW        59  08
QSO: 21358 PH 2019-10-27 1808 KD9MS         59  4      V47T          59  08
QSO: 21352 PH 2019-10-27 1809 KD9MS         59  4      CT7AHV        59  14
QSO: 21349 PH 2019-10-27 1809 KD9MS         59  4      HP1AVS        59  07
QSO: 14227 PH 2019-10-27 1811 KD9MS         59  4      IR4X          59  15
QSO: 21340 PH 2019-10-27 1812 KD9MS         59  4      NP4RA         59  08
QSO: 14225 PH 2019-10-27 1816 KD9MS         59  4      CO2AME        59  08
QSO: 14224 PH 2019-10-27 1817 KD9MS         59  4      CT3KN         59  33
QSO: 21328 PH 2019-10-27 1818 KD9MS         59  4      PY2KGB        59  11
QSO: 21325 PH 2019-10-27 1821 KD9MS         59  4      CB8E          59  12
QSO: 14220 PH 2019-10-27 1827 KD9MS         59  4      IR1G          59  15
QSO: 14216 PH 2019-10-27 1828 KD9MS         59  4      9A5Y          59  15
QSO: 21319 PH 2019-10-27 1832 KD9MS         59  4      YV4EK         59  09
QSO: 21315 PH 2019-10-27 1833 KD9MS         59  4      ZP5AA         59  11
QSO: 21313 PH 2019-10-27 1834 KD9MS         59  4      NP3F          59  08
QSO: 14211 PH 2019-10-27 1836 KD9MS         59  4      EA1NE         59  14
QSO: 14209 PH 2019-10-27 1840 KD9MS         59  4      I1NVU         59  15
QSO: 14208 PH 2019-10-27 1841 KD9MS         59  4      IO8V          59  15
QSO: 21304 PH 2019-10-27 1842 KD9MS         59  4      V26B          59  08
QSO: 21294 PH 2019-10-27 1843 KD9MS         59  4      ZW5B          59  11
QSO: 21289 PH 2019-10-27 1844 KD9MS         59  4      KP3MM         59  08
QSO: 21287 PH 2019-10-27 1844 KD9MS         59  4      PY2KJ         59  11
QSO: 21281 PH 2019-10-27 1845 KD9MS         59  4      TI7W          59  07
QSO: 14205 PH 2019-10-27 1848 KD9MS         59  4      VE5MX         59  04
QSO: 21278 PH 2019-10-27 1850 KD9MS         59  4      HP3AK         59  07
QSO: 21276 PH 2019-10-27 1850 KD9MS         59  4      KP2M          59  08
QSO: 21273 PH 2019-10-27 1851 KD9MS         59  4      KP3Z          59  08
QSO: 14204 PH 2019-10-27 1852 KD9MS         59  4      HA8A          59  15
QSO: 14202 PH 2019-10-27 1852 KD9MS         59  4      DK1NO         59  14
QSO: 14201 PH 2019-10-27 1853 KD9MS         59  4      S51YI         59  15
QSO: 14201 PH 2019-10-27 1853 KD9MS         59  4      PJ4NG         59  09
QSO: 14198 PH 2019-10-27 1856 KD9MS         59  4      YT1A          59  15
QSO: 14190 PH 2019-10-27 1858 KD9MS         59  4      S58N          59  15
QSO: 14185 PH 2019-10-27 1900 KD9MS         59  4      VA2UR         59  05
QSO: 14187 PH 2019-10-27 1901 KD9MS         59  4      VA2WA         59  05
QSO: 21261 PH 2019-10-27 1905 KD9MS         59  4      FY5KE         59  09
QSO: 14180 PH 2019-10-27 1905 KD9MS         59  4      TM0DX         59  14
QSO: 14176 PH 2019-10-27 1908 KD9MS         59  4      9A2U          59  15
QSO: 21267 PH 2019-10-27 1908 KD9MS         59  4      PY2CX         59  11
QSO: 21252 PH 2019-10-27 1910 KD9MS         59  4      D4C           59  35
QSO: 21250 PH 2019-10-27 1911 KD9MS         59  4      NN2T          59  05
QSO: 21244 PH 2019-10-27 1911 KD9MS         59  4      PT5J          59  11
QSO: 21352 PH 2019-10-27 1914 KD9MS         59  4      PY9GC         59  11
QSO: 21369 PH 2019-10-27 1915 KD9MS         59  4      HH2AA         59  08
QSO: 14171 PH 2019-10-27 1918 KD9MS         59  4      F5RAG         59  14
QSO: 21374 PH 2019-10-27 1919 KD9MS         59  4      KP4RV         59  08
QSO: 21380 PH 2019-10-27 1920 KD9MS         59  4      LU8YE         59  13
QSO: 14346 PH 2019-10-27 1929 KD9MS         59  4      IK4HLQ        59  15
QSO: 21392 PH 2019-10-27 1931 KD9MS         59  4      WP4SK         59  08
QSO: 14344 PH 2019-10-27 1931 KD9MS         59  4      5K0K          59  07
QSO: 14338 PH 2019-10-27 1932 KD9MS         59  4      ZW8T          59  11
QSO: 21395 PH 2019-10-27 1933 KD9MS         59  4      8P5A          59  08
QSO: 14333 PH 2019-10-27 1933 KD9MS         59  4      ED8W          59  33
QSO: 21400 PH 2019-10-27 1936 KD9MS         59  4      CE4CBK        59  12
QSO: 21403 PH 2019-10-27 1937 KD9MS         59  4      FS4WBS        59  08
QSO: 21407 PH 2019-10-27 1938 KD9MS         59  4      LU1VM         59  13
QSO: 21409 PH 2019-10-27 1938 KD9MS         59  4      P40T          59  09
QSO: 21415 PH 2019-10-27 1940 KD9MS         59  4      PP5DZ         59  11
QSO: 14316 PH 2019-10-27 1940 KD9MS         59  4      ZX2V          59  11
QSO: 14313 PH 2019-10-27 1941 KD9MS         59  4      ZF1A          59  08
QSO: 14302 PH 2019-10-27 1942 KD9MS         59  4      VP9I          59  05
QSO: 14293 PH 2019-10-27 1946 KD9MS         59  4      FY5KE         59  09
QSO: 14296 PH 2019-10-27 1950 KD9MS         59  4      PJ2T          59  09
QSO: 21440 PH 2019-10-27 1954 KD9MS         59  4      CX9AU         59  13
QSO: 21437 PH 2019-10-27 1954 KD9MS         59  4      ZZ2T          59  11
QSO: 14290 PH 2019-10-27 1956 KD9MS         59  4      PJ4K          59  09
QSO: 21427 PH 2019-10-27 2007 KD9MS         59  4      XE2AD         59  06
QSO: 14287 PH 2019-10-27 2008 KD9MS         59  4      V26B          59  08
QSO: 14285 PH 2019-10-27 2009 KD9MS         59  4      HI3LT         59  08
QSO: 14282 PH 2019-10-27 2009 KD9MS         59  4      KP3MM         59  08
QSO: 21423 PH 2019-10-27 2009 KD9MS         59  4      LW1D          59  13
QSO: 14279 PH 2019-10-27 2010 KD9MS         59  4      TO1J          59  08
QSO: 14270 PH 2019-10-27 2012 KD9MS         59  4      PZ5K          59  09
QSO: 14266 PH 2019-10-27 2014 KD9MS         59  4      CQ8M          59  14
QSO: 14256 PH 2019-10-27 2019 KD9MS         59  4      II8M          59  15
QSO: 21383 PH 2019-10-27 2020 KD9MS         59  4      LU6DCN        59  13
QSO: 21380 PH 2019-10-27 2021 KD9MS         59  4      CE6CGX        59  12
QSO: 28421 PH 2019-10-27 2025 KD9MS         59  4      PY2EX         59  11
QSO: 21357 PH 2019-10-27 2026 KD9MS         59  4      HK3TK         59  09
QSO: 21355 PH 2019-10-27 2027 KD9MS         59  4      V3M           59  07
QSO: 21351 PH 2019-10-27 2028 KD9MS         59  4      CB1H          59  12
QSO: 21346 PH 2019-10-27 2029 KD9MS         59  4      OA4O          59  10
QSO: 14261 PH 2019-10-27 2030 KD9MS         59  4      CR6K          59  14
QSO: 14256 PH 2019-10-27 2041 KD9MS         59  4      F8KCF         59  14
QSO: 14248 PH 2019-10-27 2043 KD9MS         59  4      IR2Q          59  15
QSO: 14246 PH 2019-10-27 2043 KD9MS         59  4      CS2C          59  14
QSO: 14245 PH 2019-10-27 2044 KD9MS         59  4      EE1G          59  14
QSO: 14242 PH 2019-10-27 2045 KD9MS         59  4      VE6FI         59  04
QSO: 21333 PH 2019-10-27 2047 KD9MS         59  4      PY5QW         59  11
QSO: 21366 PH 2019-10-27 2056 KD9MS         59  4      VP6R          59  32
QSO: 21345 PH 2019-10-27 2057 KD9MS         59  4      KH6KR         59  31
QSO: 14219 PH 2019-10-27 2100 KD9MS         59  4      5J500D        59  09
QSO: 14222 PH 2019-10-27 2100 KD9MS         59  4      FM1HN         59  08
QSO: 14226 PH 2019-10-27 2101 KD9MS         59  4      HC5UDT        59  10
QSO: 14213 PH 2019-10-27 2104 KD9MS         59  4      PS8DB         59  11
QSO: 14207 PH 2019-10-27 2107 KD9MS         59  4      PY0F          59  11
QSO: 14197 PH 2019-10-27 2108 KD9MS         59  4      KP2M          59  08
QSO: 14199 PH 2019-10-27 2112 KD9MS         59  4      YV5EMG        59  09
QSO: 14194 PH 2019-10-27 2113 KD9MS         59  4      HI3T          59  08
QSO: 14336 PH 2019-10-27 2115 KD9MS         59  4      VP6R          59  32
QSO: 14335 PH 2019-10-27 2118 KD9MS         59  4      KP4/KA1R      59  08
QSO: 14326 PH 2019-10-27 2118 KD9MS         59  4      NP3LY         59  08
QSO: 28335 PH 2019-10-27 2124 KD9MS         59  4      VP6R          59  32
QSO: 21285 PH 2019-10-27 2127 KD9MS         59  4      HR1AAB        59  07
QSO: 21287 PH 2019-10-27 2128 KD9MS         59  4      ZF1A          59  08
QSO: 21307 PH 2019-10-27 2131 KD9MS         59  4      CX2CC         59  13
QSO: 14312 PH 2019-10-27 2133 KD9MS         59  4      J68MD         59  08
QSO: 21313 PH 2019-10-27 2134 KD9MS         59  4      PJ4K          59  09
QSO: 21332 PH 2019-10-27 2136 KD9MS         59  4      YV6KP         59  09
QSO: 21208 PH 2019-10-27 2137 KD9MS         59  4      PY4AX         59  11
QSO: 21219 PH 2019-10-27 2137 KD9MS         59  4      CE6TK         59  12
QSO: 21223 PH 2019-10-27 2138 KD9MS         59  4      LU5VV         59  13
QSO: 21226 PH 2019-10-27 2139 KD9MS         59  4      ZF9CW         59  08
QSO: 21215 PH 2019-10-27 2139 KD9MS         59  4      PJ2T          59  09
QSO: 21232 PH 2019-10-27 2141 KD9MS         59  4      PY2TOP        59  11
QSO: 21239 PH 2019-10-27 2143 KD9MS         59  4      3G1D          59  12
QSO: 14323 PH 2019-10-27 2144 KD9MS         59  4      WP4SK         59  08
QSO: 14330 PH 2019-10-27 2144 KD9MS         59  4      PY8WW         59  11
QSO: 14341 PH 2019-10-27 2145 KD9MS         59  4      HP3AK         59  07
QSO: 21270 PH 2019-10-27 2147 KD9MS         59  4      PV2B          59  11
QSO: 14340 PH 2019-10-27 2148 KD9MS         59  4      P40T          59  09
QSO: 21272 PH 2019-10-27 2149 KD9MS         59  4      LO7H          59  13
QSO: 14305 PH 2019-10-27 2151 KD9MS         59  4      8P5A          59  08
QSO: 21290 PH 2019-10-27 2152 KD9MS         59  4      HI3LT         59  08
QSO: 14298 PH 2019-10-27 2153 KD9MS         59  4      VP5W          59  08
QSO: 21321 PH 2019-10-27 2157 KD9MS         59  4      ZY2A          59  11
QSO: 21342 PH 2019-10-27 2159 KD9MS         59  4      TO1J          59  08
QSO: 14294 PH 2019-10-27 2159 KD9MS         59  4      TI1T          59  07
QSO: 21349 PH 2019-10-27 2201 KD9MS         59  4      PY2EX         59  11
QSO: 14291 PH 2019-10-27 2202 KD9MS         59  4      PQ5B          59  11
QSO: 14285 PH 2019-10-27 2204 KD9MS         59  4      ZF9CW         59  08
QSO: 14278 PH 2019-10-27 2205 KD9MS         59  4      V47T          59  08
QSO: 14270 PH 2019-10-27 2249 KD9MS         59  4      TI7W          59  07
QSO: 14266 PH 2019-10-27 2251 KD9MS         59  4      PR4T          59  11
QSO: 14262 PH 2019-10-27 2251 KD9MS         59  4      LU8YE         59  13
QSO:  7155 PH 2019-10-27 2254 KD9MS         59  4      E7DX          59  15
QSO:  7158 PH 2019-10-27 2256 KD9MS         59  4      IR4M          59  15
QSO:  7167 PH 2019-10-27 2259 KD9MS         59  4      EF8R          59  33
QSO:  7173 PH 2019-10-27 2300 KD9MS         59  4      CR3DX         59  33
QSO:  7175 PH 2019-10-27 2302 KD9MS         59  4      ED8W          59  33
QSO:  7177 PH 2019-10-27 2303 KD9MS         59  4      VE2IDX        59  02
QSO: 14264 PH 2019-10-27 2309 KD9MS         59  4      PT2AW         59  11
QSO:  3766 PH 2019-10-27 2311 KD9MS         59  4      VA3SWG        59  04
QSO:  3800 PH 2019-10-27 2313 KD9MS         59  4      CN3A          59  33
QSO: 14239 PH 2019-10-27 2317 KD9MS         59  4      PY5QW         59  11
QSO:  7142 PH 2019-10-27 2324 KD9MS         59  4      VE3SOO        59  04
QSO: 14213 PH 2019-10-27 2327 KD9MS         59  4      LS2D          59  13
QSO: 14167 PH 2019-10-27 2333 KD9MS         59  4      3G3N          59  12
QSO: 14176 PH 2019-10-27 2334 KD9MS         59  4      TI2OY         59  07
QSO: 14180 PH 2019-10-27 2335 KD9MS         59  4      OA4O          59  10
QSO: 14193 PH 2019-10-27 2342 KD9MS         59  4      LR3D          59  13
QSO: 14262 PH 2019-10-27 2347 KD9MS         59  4      LV4V          59  13
QSO: 14278 PH 2019-10-27 2349 KD9MS         59  4      LU8VLE        59  13
QSO:  7214 PH 2019-10-27 2353 KD9MS         59  4      VE4VT         59  04
QSO:  7237 PH 2019-10-27 2354 KD9MS         59  4      NP2P          59  08
QSO:  7240 PH 2019-10-27 2356 KD9MS         59  4      ZW5B          59  11
QSO:  7246 PH 2019-10-27 2357 KD9MS         59  4      ZF1A          59  08
QSO:  7204 PH 2019-10-27 2357 KD9MS         59  4      VE5MX         59  04
END-OF-LOG:
