START-OF-LOG: 2.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: F17
CALLSIGN: DF0FFH
CLUB: DARC
CLAIMED-SCORE: 270408
OPERATORS: DL3CB DL7FL DO1HYL DG4FCJ DL1LBX DG3FH DH1TZ DL5ML DF0FFH DL5FH DK8FA
QSO:  3520 CW 2017-10-21 1657 DF0FFH        599 F17  UA1EK         599 001      1
QSO:  3517 CW 2017-10-21 1658 DF0FFH        599 F17  OM3ZR         599 002      1
QSO:  3521 CW 2017-10-21 1659 DF0FFH        599 F17  IZ1ATU        599 003      1
QSO:  3525 CW 2017-10-21 1700 DF0FFH        599 F17  OE1SAF        599 004      1
QSO:  3528 CW 2017-10-21 1701 DF0FFH        599 F17  HA4DGH        599 000      1
QSO:  7155 PH 2017-10-21 1705 DF0FFH        59  F17  EA7EU         59  149      1
QSO:  7155 PH 2017-10-21 1709 DF0FFH        59  F17  HB2U          59  018      1
QSO:  7155 PH 2017-10-21 1710 DF0FFH        59  F17  ES6RMR        59  005      1
QSO:  7155 PH 2017-10-21 1713 DF0FFH        59  F17  UX3IT         59  046      1
QSO:  7155 PH 2017-10-21 1714 DF0FFH        59  F17  ES8SX         59  011      1
QSO:  7155 PH 2017-10-21 1715 DF0FFH        59  F17  OK2SBE        59  000      1
QSO:  7155 PH 2017-10-21 1719 DF0FFH        59  F17  IK2DLG        59  000      1
QSO:  7155 PH 2017-10-21 1720 DF0FFH        59  F17  US5QUB        59  017      1
QSO:  7155 PH 2017-10-21 1721 DF0FFH        59  F17  EU6DX         59  069      1
QSO:  7162 PH 2017-10-21 1728 DF0FFH        59  F17  SP9YFF        59  036      1
QSO:  7171 PH 2017-10-21 1729 DF0FFH        59  F17  YL1ZT         59  033      1
QSO:  7191 PH 2017-10-21 1731 DF0FFH        59  F17  DL1NKS        59  B24      1
QSO:  7150 PH 2017-10-21 1734 DF0FFH        59  F17  LY3X          59  151      1
QSO:  7144 PH 2017-10-21 1738 DF0FFH        59  F17  RN4HKH        59  073      1
QSO:  7161 PH 2017-10-21 1740 DF0FFH        59  F17  EW6W          59  208      1
QSO:  7176 PH 2017-10-21 1742 DF0FFH        59  F17  RM3D          59  035      1
QSO:  3534 CW 2017-10-21 1743 DF0FFH        599 F17  F5GIX         599 052      1
QSO:  7197 PH 2017-10-21 1743 DF0FFH        59  F17  LA6KOA        59  026      1
QSO:  3712 PH 2017-10-21 1753 DF0FFH        59  F17  PA9M          59  171      1
QSO:  3720 PH 2017-10-21 1754 DF0FFH        59  F17  DK0OD         59  C06      1
QSO:  3727 PH 2017-10-21 1755 DF0FFH        59  F17  DM5TI         59  C15      1
QSO:  7031 CW 2017-10-21 1755 DF0FFH        599 F17  SM1ZA         599 012      1
QSO:  3732 PH 2017-10-21 1756 DF0FFH        59  F17  DK0JKG        59  A02      1
QSO:  7032 CW 2017-10-21 1756 DF0FFH        599 F17  SV1BWT        599 193      1
QSO:  3741 PH 2017-10-21 1757 DF0FFH        59  F17  DK4DE         59  H50      1
QSO:  7033 CW 2017-10-21 1758 DF0FFH        599 F17  PA1FD         599 000      1
QSO:  3744 PH 2017-10-21 1759 DF0FFH        59  F17  DR1X          59  N01      1
QSO:  7033 CW 2017-10-21 1759 DF0FFH        599 F17  Z3MW          599 031      1
QSO:  3770 PH 2017-10-21 1801 DF0FFH        59  F17  DL7ACN        59  A22      1
QSO:  3777 PH 2017-10-21 1803 DF0FFH        59  F17  DM2BPG        59  W33      1
QSO:  7150 PH 2017-10-21 1804 DF0FFH        59  F17  ON4PY         59  013      1
QSO:  3783 PH 2017-10-21 1804 DF0FFH        59  F17  DJ5AN         59  I08      1
QSO:  7158 PH 2017-10-21 1805 DF0FFH        59  F17  OE1FRD        59  016      1
QSO:  3786 PH 2017-10-21 1806 DF0FFH        59  F17  DL2KBX        59  G22      1
QSO:  3790 PH 2017-10-21 1806 DF0FFH        59  F17  PA2TMS        59  190      1
QSO:  3748 PH 2017-10-21 1808 DF0FFH        59  F17  DL2DQL        59  S02      1
QSO:  3738 PH 2017-10-21 1809 DF0FFH        59  F17  DL1KAS        59  G07      1
QSO:  3736 PH 2017-10-21 1813 DF0FFH        59  F17  YO3KST        59  143      1
QSO:  3723 PH 2017-10-21 1819 DF0FFH        59  F17  DK0DI         59  F74      1
QSO:  3708 PH 2017-10-21 1824 DF0FFH        59  F17  DK2YL         59  Q05      1
QSO:  3703 PH 2017-10-21 1826 DF0FFH        59  F17  OR4T          59  10       1
QSO:  3710 PH 2017-10-21 1832 DF0FFH        59  F17  DL4HWM        59  W26      1
QSO:  3732 PH 2017-10-21 1838 DF0FFH        59  F17  DL0FH         59  F17      1
QSO:  3732 PH 2017-10-21 1840 DF0FFH        59  F17  DO7RU         59  L16      1
QSO:  3732 PH 2017-10-21 1840 DF0FFH        59  F17  DO7LIA        59  F17      1
QSO:  3732 PH 2017-10-21 1842 DF0FFH        59  F17  DG9AY         59  X23      1
QSO:  3732 PH 2017-10-21 1843 DF0FFH        59  F17  DO1GMW        59  R09      1
QSO:  3732 PH 2017-10-21 1844 DF0FFH        59  F17  DL6BS         59  E02      1
QSO:  3732 PH 2017-10-21 1845 DF0FFH        59  F17  DM4EZ         59  S32      1
QSO:  3732 PH 2017-10-21 1846 DF0FFH        59  F17  DK0XT         59  L12      1
QSO:  3732 PH 2017-10-21 1846 DF0FFH        59  F17  DL1AWC        59  X31      1
QSO:  3732 PH 2017-10-21 1847 DF0FFH        59  F17  DL4VAI        59  Q07      1
QSO:  3732 PH 2017-10-21 1848 DF0FFH        59  F17  DL1JAW        59  S45      1
QSO:  3732 PH 2017-10-21 1848 DF0FFH        59  F17  DC7UG         59  I49      1
QSO:  3732 PH 2017-10-21 1849 DF0FFH        59  F17  DF9OO         59  H01      1
QSO:  3732 PH 2017-10-21 1850 DF0FFH        59  F17  DL0CM         59  40R24    1
QSO:  3732 PH 2017-10-21 1851 DF0FFH        59  F17  DO6YL         59  G38      1
QSO:  3732 PH 2017-10-21 1851 DF0FFH        59  F17  DL8UV         59  K44      1
QSO:  3732 PH 2017-10-21 1853 DF0FFH        59  F17  DL3ZBD        59  F73      1
QSO:  3732 PH 2017-10-21 1853 DF0FFH        59  F17  DK7DU         59  X38      1
QSO:  3732 PH 2017-10-21 1854 DF0FFH        59  F17  DG7NFX        59  B01      1
QSO:  3732 PH 2017-10-21 1854 DF0FFH        59  F17  DL5FHS         59  F17      1
QSO:  3732 PH 2017-10-21 1855 DF0FFH        59  F17  DO4JS         59  P12      1
QSO:  3732 PH 2017-10-21 1856 DF0FFH        59  F17  DO4MM         59  F17      1
QSO:  3732 PH 2017-10-21 1856 DF0FFH        59  F17  DL4JWU        59  S54      1
QSO:  3732 PH 2017-10-21 1857 DF0FFH        59  F17  DB9VE         59  Q09      1
QSO:  3732 PH 2017-10-21 1857 DF0FFH        59  F17  DK7LE         59  M09      1
QSO:  3732 PH 2017-10-21 1858 DF0FFH        59  F17  DO1KUB        59  F27      1
QSO:  3732 PH 2017-10-21 1859 DF0FFH        59  F17  DL4SZB        59  V18      1
QSO:  3732 PH 2017-10-21 1859 DF0FFH        59  F17  DO1UKR        59  E15      1
QSO:  3732 PH 2017-10-21 1901 DF0FFH        59  F17  DL1HBD        59  E33      1
QSO:  3732 PH 2017-10-21 1901 DF0FFH        59  F17  DO1GBA        59  A45      1
QSO:  3732 PH 2017-10-21 1901 DF0FFH        59  F17  DO1CS         59  S49      1
QSO:  3732 PH 2017-10-21 1903 DF0FFH        59  F17  PE1EWR        59  012      1
QSO:  3732 PH 2017-10-21 1903 DF0FFH        59  F17  PA0MIR        59  063      1
QSO:  3732 PH 2017-10-21 1905 DF0FFH        59  F17  DC1MAS        59  T08      1
QSO:  7158 PH 2017-10-21 1905 DF0FFH        59  F17  2E0WR         59  000      1
QSO:  3732 PH 2017-10-21 1905 DF0FFH        59  F17  DL1NPG        59  V22      1
QSO:  7178 PH 2017-10-21 1920 DF0FFH        59  F17  DK0RUS        59  T07      1
QSO:  7180 PH 2017-10-21 1922 DF0FFH        59  F17  F4FTA         59  071      1
QSO:  7180 PH 2017-10-21 1923 DF0FFH        59  F17  UX1VX         59  032      1
QSO:  7180 PH 2017-10-21 1924 DF0FFH        59  F17  DA3T          59  S22      1
QSO:  7180 PH 2017-10-21 1926 DF0FFH        59  F17  UX1VX         59  036      1
QSO:  7180 PH 2017-10-21 1927 DF0FFH        59  F17  HB2U          59  213      1
QSO:  7180 PH 2017-10-21 1928 DF0FFH        59  F17  DM1JH         59  S53      1
QSO:  7180 PH 2017-10-21 1928 DF0FFH        59  F17  DA3T          59  S22      1
QSO:  3740 PH 2017-10-21 1946 DF0FFH        59  F17  DO5TMM        59  A05      1
QSO:  3740 PH 2017-10-21 1947 DF0FFH        59  F17  OL4W          59  167      1
QSO:  3740 PH 2017-10-21 1949 DF0FFH        59  F17  DH1MS         59  M07      1
QSO:  3740 PH 2017-10-21 1949 DF0FFH        59  F17  DF4GA         59  A03      1
QSO:  3740 PH 2017-10-21 1949 DF0FFH        59  F17  DB2AG         59  H09      1
QSO:  3740 PH 2017-10-21 1950 DF0FFH        59  F17  DM3VL         59  S07      1
QSO:  3740 PH 2017-10-21 1951 DF0FFH        59  F17  DO8WA         59  G17      1
QSO:  3740 PH 2017-10-21 1952 DF0FFH        59  F17  DL9GND        59  V11      1
QSO:  3740 PH 2017-10-21 1953 DF0FFH        59  F17  DK0RA         59  F38      1
QSO:  7095 PH 2017-10-21 1953 DF0FFH        59  F17  YU7PEP        59  135      1
QSO:  3740 PH 2017-10-21 1954 DF0FFH        59  F17  OT1S          59  011      1
QSO:  7095 PH 2017-10-21 2006 DF0FFH        59  F17  E71EEE        59  231      1
QSO:  3737 PH 2017-10-21 2018 DF0FFH        59  F17  DO6RO         59  G13      1
QSO:  3748 PH 2017-10-21 2021 DF0FFH        59  F17  DO4CCC        59  B26      1
QSO:  3752 PH 2017-10-21 2029 DF0FFH        59  F17  DK6HS         59  K14      1
QSO:  3745 PH 2017-10-21 2033 DF0FFH        59  F17  DM3C          59  V22      1
QSO:  3741 PH 2017-10-21 2036 DF0FFH        59  F17  DO4HZ         59  S24      1
QSO:  3733 PH 2017-10-21 2043 DF0FFH        59  F17  DG1VL         59  S06      1
QSO:  3733 PH 2017-10-21 2043 DF0FFH        59  F17  DG1OJ         59  H05      1
QSO:  3733 PH 2017-10-21 2044 DF0FFH        59  F17  DL7MAT        59  E33      1
QSO:  3733 PH 2017-10-21 2045 DF0FFH        59  F17  DK0RUS        59  T07      1
QSO:  3733 PH 2017-10-21 2045 DF0FFH        59  F17  DF1HPK        59  C28      1
QSO:  3733 PH 2017-10-21 2046 DF0FFH        59  F17  F5VIJ         59  029      1
QSO:  3733 PH 2017-10-21 2047 DF0FFH        59  F17  DL9BCP/P      59  C11      1
QSO:  3733 PH 2017-10-21 2047 DF0FFH        59  F17  DA3T          59  S22      1
QSO:  3733 PH 2017-10-21 2048 DF0FFH        59  F17  DA9A          59  U10      1
QSO:  3733 PH 2017-10-21 2049 DF0FFH        59  F17  DA0YL         59  YL       1
QSO:  3733 PH 2017-10-21 2050 DF0FFH        59  F17  DL1JGG        59  S73      1
QSO:  3733 PH 2017-10-21 2054 DF0FFH        59  F17  DO1JGE        59  T07      1
QSO:  3733 PH 2017-10-21 2055 DF0FFH        59  F17  DG4RAW        59  B09      1
QSO:  3733 PH 2017-10-21 2055 DF0FFH        59  F17  DO1TOM        59  M13      1
QSO:  3733 PH 2017-10-21 2056 DF0FFH        59  F17  DK2MC         59  B26      1
QSO:  3733 PH 2017-10-21 2056 DF0FFH        59  F17  DD0VU         59  S19      1
QSO:  3733 PH 2017-10-21 2057 DF0FFH        59  F17  DL7SMK        59  X23      1
QSO:  3733 PH 2017-10-21 2059 DF0FFH        59  F17  DK0MBB        59  E37      1
QSO:  3733 PH 2017-10-21 2100 DF0FFH        59  F17  DF4XX         59  E38      1
QSO:  3733 PH 2017-10-21 2101 DF0FFH        59  F17  DM2CEH        59  X07      1
QSO:  3733 PH 2017-10-21 2101 DF0FFH        59  F17  DL3ZAT        59  N61      1
QSO:  3733 PH 2017-10-21 2102 DF0FFH        59  F17  DL4A          59  P55      1
QSO:  3733 PH 2017-10-21 2105 DF0FFH        59  F17  PA4HM         59  094      1
QSO:  3733 PH 2017-10-21 2105 DF0FFH        59  F17  DF0DA         59  K34      1
QSO:  3733 PH 2017-10-21 2106 DF0FFH        59  F17  DL2R          59  60P20    1
QSO:  3733 PH 2017-10-21 2106 DF0FFH        59  F17  DO6AN         59  F35      1
QSO:  3733 PH 2017-10-21 2107 DF0FFH        59  F17  DL4JU         59  R09      1
QSO:  3733 PH 2017-10-21 2107 DF0FFH        59  F17  DB3BS         59  I48      1
QSO:  3733 PH 2017-10-21 2108 DF0FFH        59  F17  DK0CD         59  40H46    1
QSO:  3733 PH 2017-10-21 2108 DF0FFH        59  F17  DO7DOC        59  S50      1
QSO:  3733 PH 2017-10-21 2109 DF0FFH        59  F17  DL4DBG        59  O06      1
QSO:  3733 PH 2017-10-21 2110 DF0FFH        59  F17  DB4RG         59  B12      1
QSO:  3733 PH 2017-10-21 2110 DF0FFH        59  F17  DH8DR         59  O15      1
QSO:  3733 PH 2017-10-21 2111 DF0FFH        59  F17  DL9DAN        59  N61      1
QSO:  3733 PH 2017-10-21 2111 DF0FFH        59  F17  DF0CF         59  70OVH    1
QSO:  3733 PH 2017-10-21 2112 DF0FFH        59  F17  DR6R          59  U20      1
QSO:  3733 PH 2017-10-21 2113 DF0FFH        59  F17  DN7FR         59  F17      1
QSO:  3733 PH 2017-10-21 2113 DF0FFH        59  F17  DM5B          59  Y26      1
QSO:  3733 PH 2017-10-21 2114 DF0FFH        59  F17  DH6MP         59  I20      1
QSO:  7195 PH 2017-10-21 2114 DF0FFH        59  F17  HB0/DL1GLO    59  091      1
QSO:  3733 PH 2017-10-21 2114 DF0FFH        59  F17  DL4ST         59  DVW      1
QSO:  3733 PH 2017-10-21 2116 DF0FFH        59  F17  SE5L          59  064      1
QSO:  3733 PH 2017-10-21 2116 DF0FFH        59  F17  DK2NO         59  DVF      1
QSO:  3733 PH 2017-10-21 2119 DF0FFH        59  F17  UA2FBQ        59  028      1
QSO:  7186 PH 2017-10-21 2119 DF0FFH        59  F17  RF9C          59  190      1
QSO:  3733 PH 2017-10-21 2119 DF0FFH        59  F17  DL2BUM        59  Y22      1
QSO:  3733 PH 2017-10-21 2120 DF0FFH        59  F17  DK0GS         59  70OVH    1
QSO:  3733 PH 2017-10-21 2121 DF0FFH        59  F17  DK4MDA        59  W10      1
QSO:  3733 PH 2017-10-21 2121 DF0FFH        59  F17  DA0CCC        59  D23      1
QSO:  3733 PH 2017-10-21 2122 DF0FFH        59  F17  DL2NC         59  DVH      1
QSO:  3733 PH 2017-10-21 2122 DF0FFH        59  F17  DM2GG         59  W35      1
QSO:  3733 PH 2017-10-21 2123 DF0FFH        59  F17  DL1EBN        59  L23      1
QSO:  3733 PH 2017-10-21 2124 DF0FFH        59  F17  DL0LN         59  N29      1
QSO:  3733 PH 2017-10-21 2128 DF0FFH        59  F17  DG4FCG        59  F17      1
QSO:  7193 PH 2017-10-21 2129 DF0FFH        59  F17  GI4VHO        59  122      1
QSO:  3733 PH 2017-10-21 2130 DF0FFH        59  F17  DL2LBK        59  M06      1
QSO:  3733 PH 2017-10-21 2131 DF0FFH        59  F17  DF3AX         59  H43      1
QSO:  3725 PH 2017-10-21 2135 DF0FFH        59  F17  YL1ZT         59  159      1
QSO:  3729 PH 2017-10-21 2138 DF0FFH        59  F17  RM4F          59  391      1
QSO:  3729 PH 2017-10-21 2139 DF0FFH        59  F17  ON4CBN        59  011      1
QSO:  3729 PH 2017-10-21 2139 DF0FFH        59  F17  E73RB         59  004      1
QSO:  3729 PH 2017-10-21 2142 DF0FFH        59  F17  DL6GCK        59  A01      1
QSO:  3729 PH 2017-10-21 2143 DF0FFH        59  F17  DL0BRB        59  M35      1
QSO:  3729 PH 2017-10-21 2144 DF0FFH        59  F17  DK0FR         59  A05      1
QSO:  3729 PH 2017-10-21 2144 DF0FFH        59  F17  DL2TOS        59  C03      1
QSO:  3729 PH 2017-10-21 2146 DF0FFH        59  F17  DH2KS         59  P27      1
QSO:  3729 PH 2017-10-21 2147 DF0FFH        59  F17  DO6NI         59  Z90      1
QSO:  3729 PH 2017-10-21 2148 DF0FFH        59  F17  DL5TD         59  F16      1
QSO:  3729 PH 2017-10-21 2148 DF0FFH        59  F17  DL6JV         59  D23      1
QSO:  3729 PH 2017-10-21 2149 DF0FFH        59  F17  DM1VA         59  NM       1
QSO:  3729 PH 2017-10-21 2149 DF0FFH        59  F17  DG6OAG        59  H62      1
QSO:  3729 PH 2017-10-21 2151 DF0FFH        59  F17  DK5DM         59  C29      1
QSO:  3729 PH 2017-10-21 2151 DF0FFH        59  F17  OV1RR         59  027      1
QSO:  3729 PH 2017-10-21 2153 DF0FFH        59  F17  DL6DBP        59  O15      1
QSO:  3729 PH 2017-10-21 2155 DF0FFH        59  F17  DL7UHD        59  D26      1
QSO:  3729 PH 2017-10-21 2156 DF0FFH        59  F17  SQ9V          59  084      1
QSO:  3729 PH 2017-10-21 2157 DF0FFH        59  F17  DL1MHJ        59  C12      1
QSO:  3729 PH 2017-10-21 2157 DF0FFH        59  F17  DC1PM         59  G26      1
QSO:  3729 PH 2017-10-21 2157 DF0FFH        59  F17  OE1HHB        59  011      1
QSO:  3729 PH 2017-10-21 2158 DF0FFH        59  F17  DJ4DN         59  O05      1
QSO:  3729 PH 2017-10-21 2159 DF0FFH        59  F17  DL3MVC        59  G04      1
QSO:  3729 PH 2017-10-21 2200 DF0FFH        59  F17  DL5KBO        59  G07      1
QSO:  3729 PH 2017-10-21 2200 DF0FFH        59  F17  F4GTT         59  017      1
QSO:  3729 PH 2017-10-21 2201 DF0FFH        59  F17  DL0AVH        59  D06      1
QSO:  3729 PH 2017-10-21 2201 DF0FFH        59  F17  DK6AC         59  H24      1
QSO:  3729 PH 2017-10-21 2202 DF0FFH        59  F17  DM6RAC        59  V22      1
QSO:  3729 PH 2017-10-21 2205 DF0FFH        59  F17  DF7JU         59  L06      1
QSO:  3729 PH 2017-10-21 2205 DF0FFH        59  F17  DJ7SH         59  NM       1
QSO:  3729 PH 2017-10-21 2206 DF0FFH        59  F17  F8VNU         59  048      1
QSO:  3729 PH 2017-10-21 2206 DF0FFH        59  F17  DK5RL         59  S37      1
QSO:  3729 PH 2017-10-21 2208 DF0FFH        59  F17  DL6IY         59  A19      1
QSO:  3729 PH 2017-10-21 2212 DF0FFH        59  F17  9A6DJX        59  011      1
QSO:  3732 PH 2017-10-21 2223 DF0FFH        59  F17  DL6NDW        59  C12      1
QSO:  3734 PH 2017-10-21 2225 DF0FFH        59  F17  EI50KG        59  041      1
QSO:  3734 PH 2017-10-21 2226 DF0FFH        59  F17  DL8ZU         59  F32      1
QSO:  3734 PH 2017-10-21 2227 DF0FFH        59  F17  DL6GAD        59  B32      1
QSO:  3734 PH 2017-10-21 2229 DF0FFH        59  F17  DO6AFL        59  F69      1
QSO:  3734 PH 2017-10-21 2229 DF0FFH        59  F17  MM0TFU        59  028      1
QSO:  3734 PH 2017-10-21 2231 DF0FFH        59  F17  DH1VY         59  Q05      1
QSO:  3734 PH 2017-10-21 2233 DF0FFH        59  F17  DG9SEH        59  P47      1
QSO:  3734 PH 2017-10-21 2234 DF0FFH        59  F17  OZ1JVX        59  037      1
QSO:  3734 PH 2017-10-21 2234 DF0FFH        59  F17  OZ3ANT        59  072      1
QSO:  3734 PH 2017-10-21 2235 DF0FFH        59  F17  PI4AAG        59  031      1
QSO:  3734 PH 2017-10-21 2235 DF0FFH        59  F17  LY5YY         59  035      1
QSO:  3734 PH 2017-10-21 2236 DF0FFH        59  F17  UT3RN         59  164      1
QSO:  3734 PH 2017-10-21 2236 DF0FFH        59  F17  DL7UAI        59  D16      1
QSO:  3734 PH 2017-10-21 2237 DF0FFH        59  F17  DO3GN         59  P13      1
QSO:  3734 PH 2017-10-21 2238 DF0FFH        59  F17  DM2EV         59  X111     1
QSO:  3734 PH 2017-10-21 2239 DF0FFH        59  F17  FV4QZ         59  016      1
QSO:  3734 PH 2017-10-21 2239 DF0FFH        59  F17  DL7NV         59  L16      1
QSO:  3734 PH 2017-10-21 2240 DF0FFH        59  F17  DM5SB         59  S50      1
QSO:  3734 PH 2017-10-21 2242 DF0FFH        59  F17  DL4PR         59  H34      1
QSO:  3734 PH 2017-10-21 2243 DF0FFH        59  F17  DO5AL         59  B10      1
QSO:  3734 PH 2017-10-21 2243 DF0FFH        59  F17  DH7OM         59  I18      1
QSO:  3734 PH 2017-10-21 2244 DF0FFH        59  F17  DK1RU         59  P11      1
QSO:  3734 PH 2017-10-21 2245 DF0FFH        59  F17  DK8HE         59  I01      1
QSO:  3734 PH 2017-10-21 2246 DF0FFH        59  F17  DH6AK         59  X33      1
QSO:  3734 PH 2017-10-21 2247 DF0FFH        59  F17  S57DX         59  477      1
QSO:  3734 PH 2017-10-21 2247 DF0FFH        59  F17  DQ1P          59  E34      1
QSO:  3734 PH 2017-10-21 2248 DF0FFH        59  F17  DL9UP         59  Q05      1
QSO:  3734 PH 2017-10-21 2248 DF0FFH        59  F17  DK8YY         59  X16      1
QSO:  3734 PH 2017-10-21 2249 DF0FFH        59  F17  DL1DAW        59  O47      1
QSO:  3734 PH 2017-10-21 2249 DF0FFH        59  F17  DL5ALW        59  X06      1
QSO:  3734 PH 2017-10-21 2250 DF0FFH        59  F17  R2GB          59  014      1
QSO:  3734 PH 2017-10-21 2251 DF0FFH        59  F17  DK9AT         59  E29      1
QSO:  3734 PH 2017-10-21 2251 DF0FFH        59  F17  DO1TLR        59  U11      1
QSO:  3734 PH 2017-10-21 2252 DF0FFH        59  F17  SE5N          59  076      1
QSO:  3734 PH 2017-10-21 2252 DF0FFH        59  F17  DL1DI         59  O11      1
QSO:  3734 PH 2017-10-21 2252 DF0FFH        59  F17  DO8MA         59  P13      1
QSO:  3734 PH 2017-10-21 2255 DF0FFH        59  F17  DF2FN         59  O39      1
QSO:  3734 PH 2017-10-21 2255 DF0FFH        59  F17  DR1D          59  G20      1
QSO:  3734 PH 2017-10-21 2257 DF0FFH        59  F17  UZ4E          59  093      1
QSO:  3734 PH 2017-10-21 2258 DF0FFH        59  F17  PA3DDP        59  095      1
QSO:  3734 PH 2017-10-21 2303 DF0FFH        59  F17  DB6VP/P       59  Q05      1
QSO:  3734 PH 2017-10-21 2305 DF0FFH        59  F17  DJ9JY         59  L30      1
QSO:  3734 PH 2017-10-21 2305 DF0FFH        59  F17  DR60VKL       59  60Q05    1
QSO:  3734 PH 2017-10-21 2306 DF0FFH        59  F17  IZ8YAA        59  080      1
QSO:  3734 PH 2017-10-21 2307 DF0FFH        59  F17  DF0ID         59  F22      1
QSO:  3734 PH 2017-10-21 2307 DF0FFH        59  F17  DJ3ZF         59  F03      1
QSO:  3734 PH 2017-10-21 2308 DF0FFH        59  F17  DL1EHR        59  R01      1
