START-OF-LOG: 2.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: F17
CALLSIGN: DF0FFH
CLUB: DARC
CLAIMED-SCORE: 270408
OPERATORS: DL3CB DL7FL DO1HYL DG4FCJ DL1LBX DG3FH DH1TZ DL5ML DF0FFH DL5FH DK8FA
QSO: 14014 CW 2017-10-22 0805 DF0FFH        599 F17  RK4HYT        599 298      1
QSO: 14014 CW 2017-10-22 0805 DF0FFH        599 F17  LZ2CH         599 110      1
QSO: 14014 CW 2017-10-22 0806 DF0FFH        599 F17  RN3S          599 343      1
QSO: 14014 CW 2017-10-22 0807 DF0FFH        599 F17  S4I           599 085      1
QSO: 14014 CW 2017-10-22 0808 DF0FFH        599 F17  RO5F          599 810      1
QSO: 14014 CW 2017-10-22 0809 DF0FFH        599 F17  OH2VZ         599 159      1
QSO: 14014 CW 2017-10-22 0809 DF0FFH        599 F17  RK9LWA        599 192      1
QSO: 14014 CW 2017-10-22 0810 DF0FFH        599 F17  I0GOJ         599 046      1
QSO: 14014 CW 2017-10-22 0810 DF0FFH        599 F17  MF5ZA         599 106      1
QSO: 14014 CW 2017-10-22 0810 DF0FFH        599 F17  OF5ZA         599 106      1
QSO: 14014 CW 2017-10-22 0811 DF0FFH        599 F17  UT8AS         599 229      1
QSO: 14014 CW 2017-10-22 0811 DF0FFH        599 F17  RM4R          599 013      1
QSO: 14014 CW 2017-10-22 0812 DF0FFH        599 F17  UT4U          599 716      1
QSO: 14014 CW 2017-10-22 0812 DF0FFH        599 F17  UT4M          599 013      1
QSO: 14200 PH 2017-10-22 0823 DF0FFH        59  F17  DP6T          59  F49      1
QSO: 14223 PH 2017-10-22 0825 DF0FFH        59  F17  E73EEE        59  558      1
QSO: 14226 PH 2017-10-22 0826 DF0FFH        59  F17  IZ0VXY        59  019      1
QSO: 14248 PH 2017-10-22 0832 DF0FFH        59  F17  UR1I          59  019      1
QSO: 14248 PH 2017-10-22 0834 DF0FFH        59  F17  DL6IY         59  A19      1
QSO: 14248 PH 2017-10-22 0835 DF0FFH        59  F17  ES2IPA        59  028      1
QSO: 14248 PH 2017-10-22 0836 DF0FFH        59  F17  SM5NQB        59  076      1
QSO: 14248 PH 2017-10-22 0837 DF0FFH        59  F17  YO7LPZ        59  076      1
QSO: 14248 PH 2017-10-22 0837 DF0FFH        59  F17  SV3RPQ        59  097      1
QSO: 14248 PH 2017-10-22 0838 DF0FFH        59  F17  OF1TD         59  118      1
QSO: 14248 PH 2017-10-22 0840 DF0FFH        59  F17  EA3AYK        59  018      1
QSO: 14248 PH 2017-10-22 0840 DF0FFH        59  F17  IK4OMO        59  044      1
QSO: 14248 PH 2017-10-22 0843 DF0FFH        59  F17  OH9GGY        59  073      1
QSO: 14248 PH 2017-10-22 0843 DF0FFH        59  F17  SM3KJA        59  042      1
QSO: 14248 PH 2017-10-22 0846 DF0FFH        59  F17  OE5CCN        59  044      1
QSO: 14248 PH 2017-10-22 0849 DF0FFH        59  F17  YT2AAA        59  186      1
QSO: 14248 PH 2017-10-22 0851 DF0FFH        59  F17  RL4A          59  764      1
QSO: 14248 PH 2017-10-22 0852 DF0FFH        59  F17  EA5IJG        59  166      1
QSO: 14248 PH 2017-10-22 0852 DF0FFH        59  F17  EA4YT         59  001      1
QSO: 14248 PH 2017-10-22 0853 DF0FFH        59  F17  YU7KW         59  158      1
QSO: 14248 PH 2017-10-22 0854 DF0FFH        59  F17  LA6KOA        59  070      1
QSO: 14248 PH 2017-10-22 0857 DF0FFH        59  F17  F4EHA         59  001      1
QSO: 14248 PH 2017-10-22 0858 DF0FFH        59  F17  EA1DHB        59  187      1
QSO: 14248 PH 2017-10-22 0900 DF0FFH        59  F17  EA3NA         59  001      1
QSO: 14248 PH 2017-10-22 0902 DF0FFH        59  F17  LA8MOA        59  023      1
QSO: 14248 PH 2017-10-22 0903 DF0FFH        59  F17  EA1ANB        59  063      1
QSO: 14248 PH 2017-10-22 0904 DF0FFH        59  F17  R3LC          59  112      1
QSO: 14248 PH 2017-10-22 0905 DF0FFH        59  F17  DK4VW         59  M15      1
QSO: 14248 PH 2017-10-22 0907 DF0FFH        59  F17  UA4PKN        59  015      1
QSO: 14248 PH 2017-10-22 0909 DF0FFH        59  F17  SP3FSM        59  043      1
QSO: 14248 PH 2017-10-22 0909 DF0FFH        59  F17  F1ROA         59  27       1
QSO: 14248 PH 2017-10-22 0910 DF0FFH        59  F17  IK4OMU        59  009      1
QSO: 14248 PH 2017-10-22 0917 DF0FFH        59  F17  DL4FDK        59  F75      1
QSO: 14248 PH 2017-10-22 0924 DF0FFH        59  F17  DF4ZS         59  F33      1
QSO: 14248 PH 2017-10-22 0925 DF0FFH        59  F17  GM9C          59  085      1
QSO: 14248 PH 2017-10-22 0927 DF0FFH        59  F17  EA8/DL4KCA    59  011      1
QSO: 14248 PH 2017-10-22 0928 DF0FFH        59  F17  SM5D          59  71       1
QSO: 14248 PH 2017-10-22 0931 DF0FFH        59  F17  LY4L          59  303      1
QSO: 14248 PH 2017-10-22 0931 DF0FFH        59  F17  RZ1AU         59  044      1
QSO: 14248 PH 2017-10-22 0932 DF0FFH        59  F17  IU8JCQ        59  005      1
QSO: 14248 PH 2017-10-22 0935 DF0FFH        59  F17  DB1VQ         59  Q13      1
QSO: 21009 CW 2017-10-22 0938 DF0FFH        599 F17  RK3AW         599 790      1
QSO: 14248 PH 2017-10-22 0938 DF0FFH        59  F17  SB7W          59  108      1
QSO: 21011 CW 2017-10-22 0939 DF0FFH        599 F17  OH1FAW        599 000      1
QSO: 14248 PH 2017-10-22 0940 DF0FFH        59  F17  RA1AL         59  384      1
QSO: 14248 PH 2017-10-22 0941 DF0FFH        59  F17  YT7AT         59  022      1
QSO: 14248 PH 2017-10-22 0942 DF0FFH        59  F17  U1BD          59  098      1
QSO: 14248 PH 2017-10-22 0944 DF0FFH        59  F17  UA9XMC        59  101      1
QSO: 21023 CW 2017-10-22 0945 DF0FFH        599 F17  PY2FG         599 000      1
QSO: 14248 PH 2017-10-22 0945 DF0FFH        59  F17  IU8AFD        59  000      1
QSO: 21023 CW 2017-10-22 0946 DF0FFH        599 F17  EA5/DK5IM     599 266      1
QSO: 14248 PH 2017-10-22 0947 DF0FFH        59  F17  IU2JMZ        59  000      1
QSO: 21028 CW 2017-10-22 0948 DF0FFH        599 F17  MM5I          599 001      1
QSO: 14248 PH 2017-10-22 0948 DF0FFH        59  F17  EU6DX         59  165      1
QSO: 14248 PH 2017-10-22 0949 DF0FFH        59  F17  IK5WGK        59  005      1
QSO: 28010 CW 2017-10-22 0950 DF0FFH        599 F17  R17CWC        599 000      1
QSO: 28021 CW 2017-10-22 0951 DF0FFH        599 F17  SV1DPL        599 002      1
QSO: 28025 CW 2017-10-22 0953 DF0FFH        599 F17  IT9SSI        599 345      1
QSO: 14248 PH 2017-10-22 0953 DF0FFH        59  F17  EA5DNO        59  205      1
QSO: 28033 CW 2017-10-22 0954 DF0FFH        599 F17  F4HD          599 000      1
QSO: 14248 PH 2017-10-22 0954 DF0FFH        59  F17  ES5YG         59  004      1
QSO: 14248 PH 2017-10-22 0956 DF0FFH        59  F17  UA9MA         59  284      1
QSO: 14248 PH 2017-10-22 1010 DF0FFH        59  F17  UY0LM         59  34       1
QSO: 14248 PH 2017-10-22 1012 DF0FFH        59  F17  I8GMG         59  155      1
QSO: 14248 PH 2017-10-22 1019 DF0FFH        59  F17  EA5/DH0YAH    59  009      1
QSO: 14248 PH 2017-10-22 1023 DF0FFH        59  F17  EU1EU         59  009      1
QSO: 21222 PH 2017-10-22 1033 DF0FFH        59  F17  IT9FRX        59  127      1
QSO: 21220 PH 2017-10-22 1036 DF0FFH        59  F17  SV8/DK3SJ     59  284      1
QSO: 21227 PH 2017-10-22 1037 DF0FFH        59  F17  R2AB          59  483      1
QSO: 21234 PH 2017-10-22 1039 DF0FFH        59  F17  DL7ACN        59  A22      1
QSO: 21247 PH 2017-10-22 1041 DF0FFH        59  F17  RZ3Z          59  450      1
QSO: 21267 PH 2017-10-22 1045 DF0FFH        59  F17  RL4F          59  180      1
QSO: 21275 PH 2017-10-22 1048 DF0FFH        59  F17  EA7ATX        59  375      1
QSO: 21282 PH 2017-10-22 1050 DF0FFH        59  F17  GI4VHO        59  196      1
QSO: 21284 PH 2017-10-22 1055 DF0FFH        59  F17  UW6M          59  281      1
QSO: 21264 PH 2017-10-22 1105 DF0FFH        59  F17  SV8/SV1CEI    59  008      1
QSO: 14165 PH 2017-10-22 1109 DF0FFH        59  F17  9H1AE         59  375      1
QSO: 21235 PH 2017-10-22 1113 DF0FFH        59  F17  RM4F          59  1096     1
QSO: 21245 PH 2017-10-22 1118 DF0FFH        59  F17  RC7A          59  323      1
QSO: 21248 PH 2017-10-22 1129 DF0FFH        59  F17  TC10S         59  008      1
QSO: 14241 PH 2017-10-22 1139 DF0FFH        59  F17  UT4U          59  955      1
QSO: 14018 CW 2017-10-22 1210 DF0FFH        599 F17  RA1AL         599 528      1
QSO: 14018 CW 2017-10-22 1211 DF0FFH        599 F17  RK3W          599 122      1
QSO: 14018 CW 2017-10-22 1212 DF0FFH        599 F17  RL8C          599 004      1
QSO: 14018 CW 2017-10-22 1212 DF0FFH        599 F17  G4MS          599 003      1
QSO: 14018 CW 2017-10-22 1213 DF0FFH        599 F17  RZ1AWT        599 133      1
QSO: 14022 CW 2017-10-22 1215 DF0FFH        599 F17  RA1TU         599 106      1
QSO: 14022 CW 2017-10-22 1215 DF0FFH        599 F17  LZ5EE         599 631      1
QSO: 14022 CW 2017-10-22 1216 DF0FFH        599 F17  R3QA          599 812      1
QSO: 14022 CW 2017-10-22 1217 DF0FFH        599 F17  R7MM          599 856      1
QSO: 14022 CW 2017-10-22 1218 DF0FFH        599 F17  UT3UCP        599 599      1
QSO: 14022 CW 2017-10-22 1219 DF0FFH        599 F17  SM5CCT        599 006      1
QSO: 14022 CW 2017-10-22 1220 DF0FFH        599 F17  LZ1QN         599 115      1
QSO: 14022 CW 2017-10-22 1220 DF0FFH        599 F17  LZ1QV         599 524      1
QSO: 14022 CW 2017-10-22 1221 DF0FFH        599 F17  SP5Y          599 207      1
QSO: 14022 CW 2017-10-22 1222 DF0FFH        599 F17  YT7AA         599 012      1
QSO: 14022 CW 2017-10-22 1223 DF0FFH        599 F17  UW6E          599 155      1
QSO: 14022 CW 2017-10-22 1224 DF0FFH        599 F17  UR4RWW        599 090      1
QSO: 14022 CW 2017-10-22 1226 DF0FFH        599 F17  UA3QAM        599 023      1
QSO: 14022 CW 2017-10-22 1227 DF0FFH        599 F17  LA2HFA        599 287      1
QSO: 14022 CW 2017-10-22 1229 DF0FFH        599 F17  G3IJ          599 124      1
QSO: 14022 CW 2017-10-22 1230 DF0FFH        599 F17  G4LJU         599 125      1
QSO: 14022 CW 2017-10-22 1232 DF0FFH        599 F17  WA6KAN        599 022      1
QSO: 14022 CW 2017-10-22 1234 DF0FFH        599 F17  EV1BJW        599 000      1
QSO: 14022 CW 2017-10-22 1235 DF0FFH        599 F17  RK1M          599 079      1
QSO: 14022 CW 2017-10-22 1236 DF0FFH        599 F17  EW9NGM        599 801      1
QSO: 14022 CW 2017-10-22 1236 DF0FFH        599 F17  N8UM          599 293      1
QSO: 14022 CW 2017-10-22 1237 DF0FFH        599 F17  SB7W          599 167      1
QSO: 14022 CW 2017-10-22 1238 DF0FFH        599 F17  RN9RF         599 155      1
QSO: 14022 CW 2017-10-22 1238 DF0FFH        599 F17  N9RF          599 155      1
QSO: 14022 CW 2017-10-22 1238 DF0FFH        599 F17  LZ1BP         599 064      1
QSO: 14022 CW 2017-10-22 1240 DF0FFH        599 F17  K1ZZ          599 86       1
QSO: 14022 CW 2017-10-22 1241 DF0FFH        599 F17  K1ZZ          599 860      1
QSO: 14022 CW 2017-10-22 1242 DF0FFH        599 F17  UT5KQ         599 275      1
QSO: 14022 CW 2017-10-22 1244 DF0FFH        599 F17  EW6EN         599 224      1
QSO: 14022 CW 2017-10-22 1245 DF0FFH        599 F17  UA4QK         599 171      1
QSO: 14022 CW 2017-10-22 1246 DF0FFH        599 F17  EU5C          599 779      1
QSO: 14022 CW 2017-10-22 1248 DF0FFH        599 F17  RT4M          599 045      1
QSO: 14022 CW 2017-10-22 1249 DF0FFH        599 F17  LY2MM         599 434      1
QSO: 14022 CW 2017-10-22 1250 DF0FFH        599 F17  M0IHT         599 087      1
QSO: 14022 CW 2017-10-22 1251 DF0FFH        599 F17  WO4GD         599 024      1
QSO: 14252 PH 2017-10-22 1258 DF0FFH        59  F17  DR4A          59  F27      1
QSO: 14261 PH 2017-10-22 1259 DF0FFH        59  F17  GI4VHO        59  277      1
QSO: 14267 PH 2017-10-22 1301 DF0FFH        59  F17  DP9A          59  Y37      1
QSO: 14270 PH 2017-10-22 1302 DF0FFH        59  F17  RM4F          59  1258     1
QSO: 14276 PH 2017-10-22 1303 DF0FFH        59  F17  OG2K          59  427      1
QSO: 14263 PH 2017-10-22 1304 DF0FFH        59  F17  YL3CW         59  775      1
QSO: 14256 PH 2017-10-22 1308 DF0FFH        59  F17  IT9OPR        59  221      1
QSO: 14225 PH 2017-10-22 1318 DF0FFH        59  F17  IT9FRX        59  316      1
QSO: 14216 PH 2017-10-22 1319 DF0FFH        59  F17  IK7RVY        59  191      1
QSO: 14204 PH 2017-10-22 1320 DF0FFH        59  F17  ES4RD         59  424      1
QSO: 14198 PH 2017-10-22 1321 DF0FFH        59  F17  RZ3Z          59  591      1
QSO: 14195 PH 2017-10-22 1323 DF0FFH        59  F17  UA2F          59  410      1
QSO: 21237 PH 2017-10-22 1323 DF0FFH        59  F17  CN8SG         59  382      1
QSO: 14183 PH 2017-10-22 1325 DF0FFH        59  F17  EC5NJ         59  491      1
QSO: 14238 PH 2017-10-22 1333 DF0FFH        59  F17  UA4ACP        59  355      1
QSO:  7004 CW 2017-10-22 1334 DF0FFH        599 F17  4U1A          599 078      1
QSO: 14223 PH 2017-10-22 1334 DF0FFH        59  F17  R1AT          59  202      1
QSO: 14220 PH 2017-10-22 1338 DF0FFH        59  F17  DL5MEV        59  C16      1
QSO: 14200 PH 2017-10-22 1340 DF0FFH        59  F17  SW44M         59  663      1
QSO: 14228 PH 2017-10-22 1348 DF0FFH        59  F17  R4BZ          59  476      1
QSO: 14249 PH 2017-10-22 1354 DF0FFH        59  F17  LZ1QN         59  901      1
QSO:  7141 PH 2017-10-22 1402 DF0FFH        59  F17  DL2KBX        59  G22      1
QSO:  7146 PH 2017-10-22 1403 DF0FFH        59  F17  DL1BFR        59  I33      1
QSO:  7149 PH 2017-10-22 1405 DF0FFH        59  F17  OR4T          59  358      1
QSO:  7155 PH 2017-10-22 1407 DF0FFH        59  F17  DF2F          59  L06      1
QSO:  7157 PH 2017-10-22 1408 DF0FFH        59  F17  OM4M          59  394      1
QSO:  7163 PH 2017-10-22 1409 DF0FFH        59  F17  DJ1FZ         59  F16      1
QSO:  7169 PH 2017-10-22 1411 DF0FFH        59  F17  DG4DX         59  C26      1
QSO:  7174 PH 2017-10-22 1413 DF0FFH        59  F17  SQ9V          59  166      1
QSO:  7176 PH 2017-10-22 1414 DF0FFH        59  F17  DK1RU         59  P11      1
QSO:  7178 PH 2017-10-22 1415 DF0FFH        59  F17  DL5DTG        59  S07      1
QSO:  7180 PH 2017-10-22 1415 DF0FFH        59  F17  DM5B          59  Y26      1
QSO:  7183 PH 2017-10-22 1417 DF0FFH        59  F17  DL9HCO        59  E09      1
QSO:  7185 PH 2017-10-22 1418 DF0FFH        59  F17  DL6PO         59  K09      1
QSO:  7188 PH 2017-10-22 1419 DF0FFH        59  F17  DK0BM         59  C04      1
QSO:  7190 PH 2017-10-22 1420 DF0FFH        59  F17  DG1IU         59  A36      1
QSO:  7195 PH 2017-10-22 1422 DF0FFH        59  F17  DL5LB         59  G11      1
QSO:  7187 PH 2017-10-22 1424 DF0FFH        59  F17  DD2ML         59  C15      1
QSO:  7182 PH 2017-10-22 1426 DF0FFH        59  F17  DL2DUA        59  S02      1
QSO:  7168 PH 2017-10-22 1429 DF0FFH        59  F17  DA0C          59  F69      1
QSO:  7168 PH 2017-10-22 1431 DF0FFH        59  F17  DH2PA         59  K14      1
QSO:  7168 PH 2017-10-22 1432 DF0FFH        59  F17  DK2YL         59  Q05      1
QSO:  7168 PH 2017-10-22 1434 DF0FFH        59  F17  DL1DAW        59  O47      1
QSO:  7168 PH 2017-10-22 1436 DF0FFH        59  F17  PA8KW         59  106      1
QSO:  7145 PH 2017-10-22 1438 DF0FFH        59  F17  DL4RCE        59  U14      1
QSO:  7168 PH 2017-10-22 1441 DF0FFH        59  F17  DH1PAL        59  G46      1
QSO:  7163 PH 2017-10-22 1445 DF0FFH        59  F17  DL6ZB         59  U24      1
QSO:  7170 PH 2017-10-22 1447 DF0FFH        59  F17  DR1X          59  N01      1
QSO:  7173 PH 2017-10-22 1448 DF0FFH        59  F17  DL0HDB        59  L11      1
QSO:  7177 PH 2017-10-22 1450 DF0FFH        59  F17  HB9ZAG        59  024      1
QSO:  7181 PH 2017-10-22 1451 DF0FFH        59  F17  UA2F          59  559      1
QSO:  7184 PH 2017-10-22 1453 DF0FFH        59  F17  DL0GEO        59  GEO20    1
QSO:  7193 PH 2017-10-22 1455 DF0FFH        59  F17  DL4LAB        59  E13      1
QSO:  7196 PH 2017-10-22 1457 DF0FFH        59  F17  DL3UX         59  O16      1
QSO:  7140 PH 2017-10-22 1458 DF0FFH        59  F17  DG5MLA        59  T08      1
END-OF-LOG:
