START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DQ5M
CLAIMED-SCORE: 782782
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ3MY DK5MB DK6SP DL1MAJ DL3BY DO4DXA
QSO: 14268 PH 2017-09-10 2240 DQ5M          59  0612   KM4IAJ        59  004
QSO: 14268 PH 2017-09-10 2245 DQ5M          59  0613   KV4UL         59  005
QSO: 14268 PH 2017-09-10 2245 DQ5M          59  0614   K2DUX         59  003
QSO: 14268 PH 2017-09-10 2247 DQ5M          59  0615   WA4IJV        59  009
QSO: 14268 PH 2017-09-10 2247 DQ5M          59  0616   KG4CRJ        59  080
QSO: 14268 PH 2017-09-10 2248 DQ5M          59  0617   KB1RI         59  004
QSO: 14268 PH 2017-09-10 2250 DQ5M          59  0618   WE4JL         59  012
QSO: 14268 PH 2017-09-10 2254 DQ5M          59  0619   KD2EIM        59  023
QSO: 14268 PH 2017-09-10 2259 DQ5M          59  0620   W5AH          59  001
QSO:  7134 PH 2017-09-10 2306 DQ5M          59  0621   AB4B          59  023
QSO:  7134 PH 2017-09-10 2306 DQ5M          59  0622   KC4GL         59  012
QSO:  7134 PH 2017-09-10 2307 DQ5M          59  0623   K3OA          59  004
QSO:  7134 PH 2017-09-10 2308 DQ5M          59  0624   KD2JBE        59  001
QSO:  7134 PH 2017-09-10 2308 DQ5M          59  0625   EA7AZH        59  002
QSO:  7134 PH 2017-09-10 2309 DQ5M          59  0626   VE3DZ         59  101
QSO:  7134 PH 2017-09-10 2309 DQ5M          59  0627   N3DXX         59  022
QSO:  7134 PH 2017-09-10 2311 DQ5M          59  0628   K3IE          59  034
QSO:  7134 PH 2017-09-10 2311 DQ5M          59  0629   KB2FMH        59  008
QSO:  7134 PH 2017-09-10 2312 DQ5M          59  0630   W1NRG         59  047
QSO:  7134 PH 2017-09-10 2317 DQ5M          59  0631   KK6L          59  019
QSO:  7134 PH 2017-09-10 2317 DQ5M          59  0632   AH2O          59  011
QSO:  7134 PH 2017-09-10 2317 DQ5M          59  0633   VE1FA         59  009
QSO:  7134 PH 2017-09-10 2318 DQ5M          59  0634   HK1W          59  002
QSO:  7134 PH 2017-09-10 2319 DQ5M          59  0635   VA2OBW        59  019
QSO:  7134 PH 2017-09-10 2320 DQ5M          59  0636   N7XX          59  006
QSO:  7134 PH 2017-09-10 2320 DQ5M          59  0637   HI8PAP        59  056
QSO:  7134 PH 2017-09-10 2320 DQ5M          59  0638   W2RR          59  007
QSO:  7134 PH 2017-09-10 2321 DQ5M          59  0639   K9RX          59  008
QSO:  7134 PH 2017-09-10 2322 DQ5M          59  0640   VE1SQ         59  033
QSO:  7134 PH 2017-09-10 2323 DQ5M          59  0641   K2IUH         59  002
QSO:  7164 PH 2017-09-10 2323 DQ5M          59  0642   N4YDU         59  048
QSO:  7134 PH 2017-09-10 2326 DQ5M          59  0643   YY1EJS        59  046
QSO:  7134 PH 2017-09-10 2327 DQ5M          59  0644   WB2GMY        59  002
QSO:  7134 PH 2017-09-10 2329 DQ5M          59  0645   K4ABL         59  001
QSO:  7134 PH 2017-09-10 2330 DQ5M          59  0646   N8II          59  111
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2319 OM2VL          809
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2320 DL0SN          586
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2321 DK7C           437
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2322 DL1DAW         395
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2326 YU1XA          080
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2327 S57DX          361
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2328 UA7K          1007
QTC:  7134 PH 2017-09-10 2330 DQ5M          016/8      N8II          2329 DF0HQ          950
QSO:  7134 PH 2017-09-10 2332 DQ5M          59  0647   N1API         59  086
QSO:  7134 PH 2017-09-10 2333 DQ5M          59  0648   VO1IDX        59  100
QSO:  7134 PH 2017-09-10 2334 DQ5M          59  0649   KD2LJR        59  005
QSO:  7134 PH 2017-09-10 2335 DQ5M          59  0650   KB1RI         59  009
QSO:  7134 PH 2017-09-10 2335 DQ5M          59  0651   K0KX          59  003
QSO:  7134 PH 2017-09-10 2336 DQ5M          59  0652   KC4X          59  002
QSO:  7134 PH 2017-09-10 2336 DQ5M          59  0653   W1BZJ         59  009
QSO:  7134 PH 2017-09-10 2337 DQ5M          59  0654   AB0QN         59  006
QSO:  7134 PH 2017-09-10 2337 DQ5M          59  0655   NN2T          59  055
QSO:  7134 PH 2017-09-10 2339 DQ5M          59  0656   AD4ET         59  003
QSO:  7134 PH 2017-09-10 2339 DQ5M          59  0657   KK1P          59  011
QSO:  7134 PH 2017-09-10 2340 DQ5M          59  0658   W2CAW         59  006
QSO:  7134 PH 2017-09-10 2340 DQ5M          59  0659   AC2OY         59  002
QSO:  7134 PH 2017-09-10 2341 DQ5M          59  0660   KA2NVF        59  012
QSO:  7134 PH 2017-09-10 2342 DQ5M          59  0661   WB2UJB        58  001
QSO:  7134 PH 2017-09-10 2343 DQ5M          59  0662   W3ZGD         59  001
QSO:  7134 PH 2017-09-10 2343 DQ5M          59  0663   K1LDO         59  003
QSO:  7134 PH 2017-09-10 2344 DQ5M          59  0664   K2KNG         59  001
QSO:  7134 PH 2017-09-10 2346 DQ5M          59  0665   WA0KWI        59  112
QSO:  7134 PH 2017-09-10 2347 DQ5M          59  0666   NC4MI         59  033
QSO:  7134 PH 2017-09-10 2347 DQ5M          59  0667   N4CF          59  007
QSO:  7134 PH 2017-09-10 2347 DQ5M          59  0668   KD2ELJ        59  004
QSO:  7134 PH 2017-09-10 2348 DQ5M          59  0669   W4TLZ         59  003
QSO:  7134 PH 2017-09-10 2348 DQ5M          59  0670   K1YWW         59  016
QSO:  7134 PH 2017-09-10 2349 DQ5M          59  0671   KE4PLT        59  027
QSO:  7134 PH 2017-09-10 2349 DQ5M          59  0672   K2QU          59  009
QSO:  7134 PH 2017-09-10 2349 DQ5M          59  0673   K4AKK         59  035
QSO:  7134 PH 2017-09-10 2350 DQ5M          59  0674   KE1Y          59  005
QSO:  7134 PH 2017-09-10 2351 DQ5M          59  0675   KK4JFM        59  001
QSO:  7134 PH 2017-09-10 2351 DQ5M          59  0676   K1ZM          59  014
QSO:  7134 PH 2017-09-10 2357 DQ5M          59  0677   VE3TW         59  042
QSO:  7134 PH 2017-09-10 2359 DQ5M          59  0678   AC2OC         59  014
QSO:  7134 PH 2017-09-10 2359 DQ5M          59  0679   W3IUU         59  044
QSO:  7134 PH 2017-09-10 2359 DQ5M          59  0680   KE3LA         59  013
END-OF-LOG:
