START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WW-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 380688
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars Purinsh
SOAPBOX: TRX: Yaesu FT-920, Acom1000, antennas:GAP Titan DX, W-735, HF Sloper
QSO: 28484 PH 2010-10-30 1000 YL3DR         59  15     IR6T          59  15     0
QSO: 28484 PH 2010-10-30 1002 YL3DR         59  15     RZ4CWW        59  16     0
QSO: 14246 PH 2010-10-30 1006 YL3DR         59  15     F4ENK         59  14     0
QSO: 14246 PH 2010-10-30 1006 YL3DR         59  15     DF9RD         59  14     0
QSO: 14246 PH 2010-10-30 1007 YL3DR         59  15     OS8A          59  14     0
QSO: 14246 PH 2010-10-30 1009 YL3DR         59  15     S52WW         59  15     0
QSO: 14246 PH 2010-10-30 1010 YL3DR         59  15     OK1DX         59  15     0
QSO: 14246 PH 2010-10-30 1011 YL3DR         59  15     IQ2MG         59  15     0
QSO: 14246 PH 2010-10-30 1012 YL3DR         59  15     S50K          59  15     0
QSO: 28484 PH 2010-10-30 1014 YL3DR         59  15     UA4CC         59  16     0
QSO: 21200 PH 2010-10-30 1016 YL3DR         59  15     RC3W          59  16     0
QSO: 21200 PH 2010-10-30 1017 YL3DR         59  15     RG6G          59  16     0
QSO: 21200 PH 2010-10-30 1017 YL3DR         59  15     IZ1OSP        59  15     0
QSO: 21200 PH 2010-10-30 1018 YL3DR         59  15     EA3KT         59  14     0
QSO: 21200 PH 2010-10-30 1021 YL3DR         59  15     IU9T          59  15     0
QSO: 21200 PH 2010-10-30 1022 YL3DR         59  15     RA6XV         59  16     0
QSO: 21200 PH 2010-10-30 1023 YL3DR         59  15     PW2D          59  11     0
QSO: 21200 PH 2010-10-30 1024 YL3DR         59  15     IW1QN         59  15     0
QSO: 21200 PH 2010-10-30 1025 YL3DR         59  15     IZ8FDG        59  15     0
QSO: 21200 PH 2010-10-30 1027 YL3DR         59  15     C4W           59  20     0
QSO: 21200 PH 2010-10-30 1028 YL3DR         59  15     M4U           59  14     0
QSO: 21200 PH 2010-10-30 1030 YL3DR         59  15     AM1Q          59  14     0
QSO:  7119 PH 2010-10-30 1032 YL3DR         59  15     PI4D          59  14     0
QSO:  7119 PH 2010-10-30 1034 YL3DR         59  15     DR1A          59  14     0
QSO:  7119 PH 2010-10-30 1035 YL3DR         59  15     SP5LS         59  15     0
QSO:  7119 PH 2010-10-30 1035 YL3DR         59  15     ES5JR         59  15     0
QSO: 21200 PH 2010-10-30 1037 YL3DR         59  15     AM3SSB        59  14     0
QSO: 21200 PH 2010-10-30 1038 YL3DR         59  15     R8MC          59  17     0
QSO: 21200 PH 2010-10-30 1039 YL3DR         59  15     EK3GM         59  21     0
QSO: 21200 PH 2010-10-30 1042 YL3DR         59  15     UA9QCQ        59  17     0
QSO: 21200 PH 2010-10-30 1043 YL3DR         59  15     ZX2B          59  11     0
QSO: 21200 PH 2010-10-30 1044 YL3DR         59  15     EA3AKA        59  14     0
QSO: 21200 PH 2010-10-30 1045 YL3DR         59  15     IZ7FLP        59  15     0
QSO: 21200 PH 2010-10-30 1046 YL3DR         59  15     SX1L          59  20     0
QSO: 21200 PH 2010-10-30 1047 YL3DR         59  15     LY9Y          59  15     0
QSO: 21200 PH 2010-10-30 1048 YL3DR         59  15     RK9KWI        59  17     0
QSO: 21200 PH 2010-10-30 1049 YL3DR         59  15     EA4DAT        59  14     0
QSO: 21200 PH 2010-10-30 1051 YL3DR         59  15     D4C           59  35     0
QSO: 28484 PH 2010-10-30 1053 YL3DR         59  15     YL2SM         59  15     0
QSO: 28484 PH 2010-10-30 1104 YL3DR         59  15     UY7MM         59  16     0
QSO: 28484 PH 2010-10-30 1105 YL3DR         59  15     UT7MW         59  16     0
QSO: 28484 PH 2010-10-30 1106 YL3DR         59  15     CQ3L          59  33     0
QSO: 28484 PH 2010-10-30 1108 YL3DR         59  15     MM3T          59  14     0
QSO: 28484 PH 2010-10-30 1109 YL3DR         59  15     ES5MG         59  15     0
QSO:  7119 PH 2010-10-30 1112 YL3DR         59  15     UA3MIF        59  16     0
QSO:  7119 PH 2010-10-30 1113 YL3DR         59  15     SQ200FC       59  15     0
QSO:  7119 PH 2010-10-30 1114 YL3DR         59  15     DF0HQ         59  14     0
QSO:  7119 PH 2010-10-30 1115 YL3DR         59  15     SP4TKR        59  15     0
QSO:  7119 PH 2010-10-30 1116 YL3DR         59  15     LY7A          59  15     0
QSO:  7119 PH 2010-10-30 1120 YL3DR         59  15     JT5DX         59  23     0
QSO: 14246 PH 2010-10-30 1122 YL3DR         59  15     LY5E          59  15     0
QSO: 14246 PH 2010-10-30 1126 YL3DR         59  15     B7P           59  24     0
QSO: 14246 PH 2010-10-30 1127 YL3DR         59  15     S57AL         59  15     0
QSO: 14246 PH 2010-10-30 1128 YL3DR         59  15     DM3MM         59  14     0
QSO: 14246 PH 2010-10-30 1129 YL3DR         59  15     IF9A          59  15     0
QSO: 14246 PH 2010-10-30 1130 YL3DR         59  15     UP0L          59  17     0
QSO: 14246 PH 2010-10-30 1132 YL3DR         59  15     RC9O          59  18     0
QSO: 14246 PH 2010-10-30 1135 YL3DR         59  15     UW5ZM         59  16     0
QSO: 14246 PH 2010-10-30 1139 YL3DR         59  15     OE3K          59  15     0
QSO: 14246 PH 2010-10-30 1139 YL3DR         59  15     EE2W          59  14     0
QSO: 14246 PH 2010-10-30 1141 YL3DR         59  15     II5P          59  15     0
QSO: 14246 PH 2010-10-30 1142 YL3DR         59  15     YT0W          59  15     0
QSO: 14246 PH 2010-10-30 1146 YL3DR         59  15     PA3EWP        59  14     0
QSO: 21200 PH 2010-10-30 1150 YL3DR         59  15     ES5RY         59  15     0
QSO: 21200 PH 2010-10-30 1151 YL3DR         59  15     ZY5Z          59  11     0
QSO: 21200 PH 2010-10-30 1155 YL3DR         59  15     WP3C          59  08     0
QSO: 21200 PH 2010-10-30 1158 YL3DR         59  15     EI0A          59  14     0
QSO: 21200 PH 2010-10-30 1200 YL3DR         59  15     TM4W          59  14     0
QSO: 14246 PH 2010-10-30 1203 YL3DR         59  15     CN3A          59  33     0
QSO: 14246 PH 2010-10-30 1204 YL3DR         59  15     RG3K          59  16     0
QSO: 14246 PH 2010-10-30 1206 YL3DR         59  15     DR2W          59  14     0
QSO: 14246 PH 2010-10-30 1206 YL3DR         59  15     RF9C          59  17     0
QSO: 14246 PH 2010-10-30 1209 YL3DR         59  15     LZ5R          59  20     0
QSO: 14246 PH 2010-10-30 1211 YL3DR         59  15     UA4CNZ        59  16     0
QSO: 14246 PH 2010-10-30 1212 YL3DR         59  15     E73ESP        59  15     0
QSO: 14246 PH 2010-10-30 1213 YL3DR         59  15     9A3B          59  15     0
QSO: 14246 PH 2010-10-30 1215 YL3DR         59  15     DJ5MW         59  14     0
QSO: 14246 PH 2010-10-30 1218 YL3DR         59  15     CR3A          59  33     0
QSO: 21200 PH 2010-10-30 1221 YL3DR         59  15     LZ5K          59  20     0
QSO: 21200 PH 2010-10-30 1222 YL3DR         59  15     VE3JM         59  04     0
QSO: 14246 PH 2010-10-30 1235 YL3DR         59  15     LZ9W          59  20     0
QSO: 14246 PH 2010-10-30 1238 YL3DR         59  15     OR1Z          59  14     0
QSO: 14246 PH 2010-10-30 1242 YL3DR         59  15     4L8A          59  21     0
QSO: 14246 PH 2010-10-30 1244 YL3DR         59  15     DR1A          59  14     0
QSO: 14246 PH 2010-10-30 1245 YL3DR         59  15     RA9AAA        59  17     0
QSO: 21200 PH 2010-10-30 1253 YL3DR         59  15     EA4EER        59  14     0
QSO: 21200 PH 2010-10-30 1259 YL3DR         59  15     ON6BR         59  14     0
QSO: 21200 PH 2010-10-30 1304 YL3DR         59  15     LY5E          59  15     0
QSO: 14246 PH 2010-10-30 1307 YL3DR         59  15     TF3CW         59  40     0
QSO: 14246 PH 2010-10-30 1313 YL3DR         59  15     GW4OH         59  14     0
QSO: 14246 PH 2010-10-30 1314 YL3DR         59  15     SI9AM         59  14     0
QSO: 14246 PH 2010-10-30 1323 YL3DR         59  15     S58M          59  15     0
QSO: 14246 PH 2010-10-30 1326 YL3DR         59  15     RC3W          59  16     0
QSO: 14246 PH 2010-10-30 1328 YL3DR         59  15     IK2CIO        59  15     0
QSO: 21200 PH 2010-10-30 1330 YL3DR         59  15     K1DG          59  05     0
QSO: 21200 PH 2010-10-30 1341 YL3DR         59  15     K8PO          59  05     0
QSO: 21200 PH 2010-10-30 1347 YL3DR         59  15     K1LZ          59  05     0
QSO: 21200 PH 2010-10-30 1348 YL3DR         59  15     VA3PL         59  04     0
QSO: 21200 PH 2010-10-30 1351 YL3DR         59  15     NR5M          59  04     0
