START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WW-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 380688
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars Purinsh
SOAPBOX: TRX: Yaesu FT-920, Acom1000, antennas:GAP Titan DX, W-735, HF Sloper
QSO: 21200 PH 2010-10-31 1357 YL3DR         59  15     ST2AR         59  34     0
QSO: 21200 PH 2010-10-31 1358 YL3DR         59  15     N5ZK          59  04     0
QSO: 21200 PH 2010-10-31 1359 YL3DR         59  15     KB1H          59  05     0
QSO: 21200 PH 2010-10-31 1404 YL3DR         59  15     N5RZ          59  04     0
QSO: 21200 PH 2010-10-31 1418 YL3DR         59  15     VO1DJT        59  05     0
QSO: 21200 PH 2010-10-31 1419 YL3DR         59  15     EH5I          59  14     0
QSO: 21200 PH 2010-10-31 1421 YL3DR         59  15     K3ZO          59  05     0
QSO: 21200 PH 2010-10-31 1423 YL3DR         59  15     NA2U          59  05     0
QSO: 21200 PH 2010-10-31 1424 YL3DR         59  15     TF3Y          59  40     0
QSO:  7119 PH 2010-10-31 1434 YL3DR         59  15     PA1AW         59  14     0
QSO:  7119 PH 2010-10-31 1435 YL3DR         59  15     SK7OA         59  14     0
QSO:  7119 PH 2010-10-31 1437 YL3DR         59  15     OE5T          59  15     0
QSO: 21200 PH 2010-10-31 1441 YL3DR         59  15     K9RS          59  05     0
QSO: 21200 PH 2010-10-31 1447 YL3DR         59  15     VA2TG         59  05     0
QSO: 21200 PH 2010-10-31 1448 YL3DR         59  15     N7DD          59  03     0
QSO: 21200 PH 2010-10-31 1450 YL3DR         59  15     N4PN          59  05     0
QSO: 21200 PH 2010-10-31 1451 YL3DR         59  15     HG6N          59  15     0
QSO: 21200 PH 2010-10-31 1453 YL3DR         59  15     N4WW          59  05     0
QSO:  7119 PH 2010-10-31 1545 YL3DR         59  15     DL2F          59  14     0
QSO:  7119 PH 2010-10-31 1545 YL3DR         59  15     DP6T          59  14     0
QSO: 21200 PH 2010-10-31 1552 YL3DR         59  15     AO7T          59  14     0
QSO: 21200 PH 2010-10-31 1553 YL3DR         59  15     ZW5B          59  11     0
QSO: 14246 PH 2010-10-31 1631 YL3DR         59  15     NU3C          59  05     0
QSO: 14246 PH 2010-10-31 1633 YL3DR         59  15     VO1TA         59  05     0
QSO: 14246 PH 2010-10-31 1634 YL3DR         59  15     EB3CW         59  14     0
QSO: 14246 PH 2010-10-31 1636 YL3DR         59  15     NA2U          59  05     0
QSO: 14246 PH 2010-10-31 1636 YL3DR         59  15     N2GM          59  05     0
QSO: 14246 PH 2010-10-31 1638 YL3DR         59  15     K2TR          59  05     0
QSO: 14246 PH 2010-10-31 1639 YL3DR         59  15     F5KEQ         59  14     0
QSO: 14246 PH 2010-10-31 1641 YL3DR         59  15     WB9Z          59  04     0
QSO: 14246 PH 2010-10-31 1728 YL3DR         59  15     EE2K          59  14     0
QSO: 14246 PH 2010-10-31 1730 YL3DR         59  15     K1DG          59  05     0
QSO: 14246 PH 2010-10-31 1737 YL3DR         59  15     HI3TEJ        59  08     0
QSO: 14246 PH 2010-10-31 1738 YL3DR         59  15     CR5T          59  14     0
QSO: 14246 PH 2010-10-31 1745 YL3DR         59  15     PW7T          59  11     0
QSO: 14246 PH 2010-10-31 1747 YL3DR         59  15     ZY6Z          59  11     0
QSO:  3778 PH 2010-10-31 1748 YL3DR         59  15     SM0W          59  14     0
QSO:  3778 PH 2010-10-31 1750 YL3DR         59  15     SO2J          59  15     0
QSO:  3778 PH 2010-10-31 1752 YL3DR         59  15     M9X           59  14     0
QSO: 14246 PH 2010-10-31 1756 YL3DR         59  15     KB1H          59  05     0
QSO:  7119 PH 2010-10-31 1800 YL3DR         59  15     OR8A          59  14     0
QSO:  7119 PH 2010-10-31 1801 YL3DR         59  15     S51A          59  15     0
QSO:  7119 PH 2010-10-31 1803 YL3DR         59  15     DD2ML         59  14     0
QSO:  7119 PH 2010-10-31 1804 YL3DR         59  15     DL0CS         59  14     0
QSO:  7119 PH 2010-10-31 1806 YL3DR         59  15     YT6T          59  15     0
QSO:  7119 PH 2010-10-31 1807 YL3DR         59  15     DK1M          59  14     0
QSO:  7119 PH 2010-10-31 1808 YL3DR         59  15     RF9C          59  17     0
QSO:  3778 PH 2010-10-31 1809 YL3DR         59  15     RA9AE         59  17     0
QSO:  3778 PH 2010-10-31 1812 YL3DR         59  15     OT5A          59  14     0
QSO:  3778 PH 2010-10-31 1813 YL3DR         59  15     SP3MEP        59  15     0
QSO:  3778 PH 2010-10-31 1816 YL3DR         59  15     YR2X          59  20     0
QSO:  3778 PH 2010-10-31 1819 YL3DR         59  15     OT2A          59  14     0
QSO:  1847 PH 2010-10-31 1821 YL3DR         59  15     UA3EDP        59  16     0
QSO:  1847 PH 2010-10-31 1821 YL3DR         59  15     RX3APM        59  16     0
QSO:  1847 PH 2010-10-31 1823 YL3DR         59  15     HG1S          59  15     0
QSO:  1847 PH 2010-10-31 1826 YL3DR         59  15     9A1CAL        59  15     0
QSO:  1847 PH 2010-10-31 1830 YL3DR         59  15     RM5A          59  16     0
QSO:  3778 PH 2010-10-31 1833 YL3DR         59  15     RZ3DJ         59  16     0
QSO:  3778 PH 2010-10-31 1835 YL3DR         59  15     OG1M          59  15     0
QSO:  3778 PH 2010-10-31 1837 YL3DR         59  15     LA1J          59  14     0
QSO:  3778 PH 2010-10-31 1838 YL3DR         59  15     OZ7A          59  14     0
QSO:  1847 PH 2010-10-31 1841 YL3DR         59  15     UR5AS         59  16     0
QSO:  1847 PH 2010-10-31 1843 YL3DR         59  15     ER0WW         59  16     0
QSO:  3778 PH 2010-10-31 1847 YL3DR         59  15     OH8X          59  15     0
QSO:  3778 PH 2010-10-31 1849 YL3DR         59  15     OK1WCF        59  15     0
QSO:  7119 PH 2010-10-31 1853 YL3DR         59  15     F4ENK         59  14     0
QSO:  7119 PH 2010-10-31 1854 YL3DR         59  15     IZ6ERS        59  15     0
QSO:  7119 PH 2010-10-31 1855 YL3DR         59  15     9K2HN         59  21     0
QSO:  7119 PH 2010-10-31 1858 YL3DR         59  15     IQ1RY         59  15     0
QSO:  7119 PH 2010-10-31 1900 YL3DR         59  15     II2S          59  15     0
QSO:  7119 PH 2010-10-31 1903 YL3DR         59  15     TM2B          59  14     0
QSO:  7119 PH 2010-10-31 1904 YL3DR         59  15     R9DX          59  17     0
QSO:  7119 PH 2010-10-31 1905 YL3DR         59  15     IR4M          59  15     0
QSO:  7119 PH 2010-10-31 1906 YL3DR         59  15     IR2C          59  15     0
QSO:  7119 PH 2010-10-31 1906 YL3DR         59  15     DF2UU         59  14     0
QSO:  7119 PH 2010-10-31 1907 YL3DR         59  15     G5O           59  14     0
QSO:  7119 PH 2010-10-31 1911 YL3DR         59  15     LZ5R          59  20     0
QSO:  7119 PH 2010-10-31 1913 YL3DR         59  15     IK2SND        59  15     0
QSO:  7119 PH 2010-10-31 1914 YL3DR         59  15     TM2Y          59  14     0
QSO:  7119 PH 2010-10-31 1917 YL3DR         59  15     RG9A          59  17     0
QSO:  7119 PH 2010-10-31 1918 YL3DR         59  15     TM5KD         59  14     0
QSO:  3778 PH 2010-10-31 1920 YL3DR         59  15     RM3F          59  16     0
QSO:  3778 PH 2010-10-31 1922 YL3DR         59  15     OZ0W          59  14     0
QSO:  3778 PH 2010-10-31 1923 YL3DR         59  15     R3GZ          59  16     0
QSO:  3778 PH 2010-10-31 1925 YL3DR         59  15     SP9LAS        59  15     0
QSO:  3778 PH 2010-10-31 1925 YL3DR         59  15     UX1VT         59  16     0
QSO:  7119 PH 2010-10-31 1932 YL3DR         59  15     EI9E          59  14     0
QSO:  7119 PH 2010-10-31 1933 YL3DR         59  15     F5AMH         59  14     0
QSO:  7119 PH 2010-10-31 1940 YL3DR         59  15     IK6GPZ        59  15     0
QSO:  7119 PH 2010-10-31 1941 YL3DR         59  15     IO5O          59  15     0
QSO:  3778 PH 2010-10-31 2003 YL3DR         59  15     EU1AZ         59  16     0
QSO:  7119 PH 2010-10-31 2005 YL3DR         59  15     9A7A          59  15     0
QSO:  7119 PH 2010-10-31 2007 YL3DR         59  15     S56X          59  15     0
QSO:  7119 PH 2010-10-31 2008 YL3DR         59  15     OE/DJ6OI      59  15     0
QSO:  7119 PH 2010-10-31 2009 YL3DR         59  15     S57DX         59  15     0
QSO:  7119 PH 2010-10-31 2011 YL3DR         59  15     HA8FM         59  15     0
QSO:  3778 PH 2010-10-31 2016 YL3DR         59  15     SN8B          59  15     0
QSO:  1847 PH 2010-10-31 2020 YL3DR         59  15     OZ7A          59  14     0
QSO:  1847 PH 2010-10-31 2025 YL3DR         59  15     DL2AGB        59  14     0
QSO:  1847 PH 2010-10-31 2028 YL3DR         59  15     OZ2TF         59  14     0
QSO:  3778 PH 2010-10-31 2032 YL3DR         59  15     HG1S          59  15     0
QSO:  3778 PH 2010-10-31 2038 YL3DR         59  15     9A6M          59  15     0
QSO:  7119 PH 2010-10-31 2040 YL3DR         59  15     9A3XV         59  15     0
QSO:  7119 PH 2010-10-31 2042 YL3DR         59  15     EF8R          59  33     0
QSO:  7119 PH 2010-10-31 2043 YL3DR         59  15     S58N          59  15     0
QSO:  7119 PH 2010-10-31 2045 YL3DR         59  15     K1RX          59  05     0
QSO:  7119 PH 2010-10-31 2046 YL3DR         59  15     Z30A          59  15     0
QSO:  7119 PH 2010-10-31 2048 YL3DR         59  15     MI0M          59  14     0
QSO:  3778 PH 2010-10-31 2057 YL3DR         59  15     UA3BL         59  16     0
QSO:  3778 PH 2010-10-31 2101 YL3DR         59  15     E7DX          59  15     0
QSO:  1847 PH 2010-10-31 2102 YL3DR         59  15     PA6Z          59  14     0
QSO:  7119 PH 2010-10-31 2112 YL3DR         59  15     HG10P         59  15     0
QSO:  7119 PH 2010-10-31 2114 YL3DR         59  15     ON6BR         59  14     0
QSO:  7119 PH 2010-10-31 2115 YL3DR         59  15     YO9HP         59  20     0
QSO:  7119 PH 2010-10-31 2116 YL3DR         59  15     IK4UPB        59  15     0
QSO:  7119 PH 2010-10-31 2117 YL3DR         59  15     TM0T          59  14     0
QSO:  7119 PH 2010-10-31 2119 YL3DR         59  15     IK3SCB        59  15     0
QSO:  7119 PH 2010-10-31 2122 YL3DR         59  15     CN2R          59  33     0
QSO:  1847 PH 2010-10-31 2126 YL3DR         59  15     R3VA          59  16     0
QSO:  1847 PH 2010-10-31 2127 YL3DR         59  15     UR7TZ         59  16     0
QSO:  3778 PH 2010-10-31 2129 YL3DR         59  15     UA3VFS        59  16     0
QSO:  3778 PH 2010-10-31 2133 YL3DR         59  15     S52ZW         59  15     0
QSO:  3778 PH 2010-10-31 2134 YL3DR         59  15     OK5W          59  15     0
QSO:  3778 PH 2010-10-31 2139 YL3DR         59  15     OT4A          59  14     0
QSO:  3778 PH 2010-10-31 2140 YL3DR         59  15     5Q2J          59  14     0
QSO:  3778 PH 2010-10-31 2142 YL3DR         59  15     RK3IM         59  16     0
QSO:  3778 PH 2010-10-31 2152 YL3DR         59  15     LY2MM         59  15     0
QSO:  1847 PH 2010-10-31 2154 YL3DR         59  15     SJ2W          59  14     0
QSO:  3778 PH 2010-10-31 2156 YL3DR         59  15     T70A          59  15     0
END-OF-LOG:
