START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.42.0-dev
CONTEST: REF-SSB
LOCATION: FY
GRID-LOCATOR: GJ35PE
CALLSIGN: FY5KE
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE: 7714041
OPERATORS: F5UII F6FVY
CLUB: CDXC
NAME: Radio Amateurs Club de Kourou
CERTIFICATE: NO
SOAPBOX: 
RIG: TS590s + Dipole 80m + Monobandes du 40m au 10m
QSO: 14172 PH 2022-02-26 0956 FY5KE         59  FY     F4IYJ         59  19    
QSO: 14172 PH 2022-02-26 0956 FY5KE         59  FY     EA5IYI        59  006   
QSO: 14172 PH 2022-02-26 0957 FY5KE         59  FY     F5NUV         59  16    
QSO: 14172 PH 2022-02-26 0958 FY5KE         59  FY     M0XTG         59  002   
QSO: 14172 PH 2022-02-26 0958 FY5KE         59  FY     OH8KXK        59  002   
QSO: 14172 PH 2022-02-26 0958 FY5KE         59  FY     F1MKG         59  28    
QSO: 14172 PH 2022-02-26 0959 FY5KE         59  FY     F6IFJ         59  59    
QSO: 14172 PH 2022-02-26 0959 FY5KE         59  FY     IU5PUL        55  000   
QSO: 14172 PH 2022-02-26 0959 FY5KE         59  FY     F1OKV         59  19    
QSO: 14172 PH 2022-02-26 1001 FY5KE         59  FY     F8DSN         59  88    
QSO: 14172 PH 2022-02-26 1001 FY5KE         59  FY     SP1JQJ        59  026   
QSO: 14226 PH 2022-02-26 1003 FY5KE         59  FY     TK5EP         59  2A    
QSO: 14172 PH 2022-02-26 1003 FY5KE         59  FY     F4ISZ         59  88    
QSO: 14172 PH 2022-02-26 1003 FY5KE         59  FY     TM3ZZ         59  86    
QSO: 14172 PH 2022-02-26 1004 FY5KE         59  FY     F8DWH         59  33    
QSO: 14172 PH 2022-02-26 1004 FY5KE         59  FY     F5BZB         59  81    
QSO: 14172 PH 2022-02-26 1005 FY5KE         59  FY     IU1QCW        58  000   
QSO: 14172 PH 2022-02-26 1006 FY5KE         59  FY     DL5YCU        59  000   
QSO: 14172 PH 2022-02-26 1006 FY5KE         59  FY     M5GUS         59  001   
QSO: 14172 PH 2022-02-26 1007 FY5KE         59  FY     F5HDN         59  87    
QSO: 14172 PH 2022-02-26 1008 FY5KE         59  FY     SV3RPQ        59  019   
QSO: 14172 PH 2022-02-26 1008 FY5KE         59  FY     DL4VAI        59  001   
QSO: 14172 PH 2022-02-26 1008 FY5KE         59  FY     F6CLQ         59  89    
QSO: 14172 PH 2022-02-26 1008 FY5KE         59  FY     F4CZV         59  82    
QSO: 14172 PH 2022-02-26 1009 FY5KE         59  FY     F6KJJ         59  38    
QSO: 14172 PH 2022-02-26 1009 FY5KE         59  FY     EA5MAU        57  000   
QSO: 14172 PH 2022-02-26 1010 FY5KE         59  FY     F8ATM         59  81    
QSO: 14172 PH 2022-02-26 1010 FY5KE         59  FY     F4CWN         59  32    
QSO: 14172 PH 2022-02-26 1010 FY5KE         59  FY     F4IEX         59  33    
QSO: 14172 PH 2022-02-26 1011 FY5KE         59  FY     IK8WCA        59  000   
QSO: 14172 PH 2022-02-26 1011 FY5KE         59  FY     OE5GWP        59  000   
QSO: 14172 PH 2022-02-26 1011 FY5KE         59  FY     F1AGR         59  46    
QSO: 14172 PH 2022-02-26 1012 FY5KE         59  FY     F8FBB         59  31    
QSO: 14172 PH 2022-02-26 1013 FY5KE         59  FY     I8VJK         59  000   
QSO: 14172 PH 2022-02-26 1014 FY5KE         59  FY     EA8ANY        59  000   
QSO: 14172 PH 2022-02-26 1014 FY5KE         59  FY     F6BUL         59  74    
QSO: 14172 PH 2022-02-26 1014 FY5KE         59  FY     DH2AAK        59  001   
QSO: 14172 PH 2022-02-26 1015 FY5KE         59  FY     F6GLQ         59  35    
QSO: 14172 PH 2022-02-26 1015 FY5KE         59  FY     F4HZN         59  40    
QSO: 14172 PH 2022-02-26 1015 FY5KE         59  FY     PB1ZF         59  000   
QSO: 14172 PH 2022-02-26 1016 FY5KE         59  FY     IK2HMU        59  002   
QSO: 14172 PH 2022-02-26 1016 FY5KE         59  FY     F6KEH         59  34    
QSO: 14172 PH 2022-02-26 1016 FY5KE         59  FY     F6DFZ         59  07    
QSO: 14172 PH 2022-02-26 1017 FY5KE         59  FY     F5AGB         59  49    
QSO: 14172 PH 2022-02-26 1017 FY5KE         59  FY     G1IZQ         59  000   
QSO: 14172 PH 2022-02-26 1017 FY5KE         59  FY     DF5AU         59  002   
QSO: 14172 PH 2022-02-26 1018 FY5KE         59  FY     PE1EWR        59  081   
QSO: 14172 PH 2022-02-26 1018 FY5KE         59  FY     F6KBF         59  78    
QSO: 14172 PH 2022-02-26 1018 FY5KE         59  FY     F6AWU         59  44    
QSO: 14172 PH 2022-02-26 1019 FY5KE         59  FY     IK1XVO        59  001   
QSO: 14172 PH 2022-02-26 1019 FY5KE         59  FY     F6AGS         59  54    
QSO: 14172 PH 2022-02-26 1020 FY5KE         59  FY     IW2MWC        59  001   
QSO: 14172 PH 2022-02-26 1021 FY5KE         59  FY     VK3KJ         59  010   
QSO: 14172 PH 2022-02-26 1022 FY5KE         59  FY     PA2LO         59  006   
QSO: 14172 PH 2022-02-26 1022 FY5KE         59  FY     F8AAN         59  33    
QSO: 14172 PH 2022-02-26 1022 FY5KE         59  FY     F6KUC/P       59  15    
QSO: 14172 PH 2022-02-26 1023 FY5KE         59  FY     ON3AT         59  049   
QSO: 14172 PH 2022-02-26 1023 FY5KE         59  FY     SP5UGP        59  008   
QSO: 14172 PH 2022-02-26 1023 FY5KE         59  FY     F4EMI         59  85    
QSO: 14172 PH 2022-02-26 1024 FY5KE         59  FY     F4IAW         59  67    
QSO: 14172 PH 2022-02-26 1024 FY5KE         59  FY     F8DHA         59  17    
QSO: 14172 PH 2022-02-26 1025 FY5KE         59  FY     EA3AGQ        59  000   
QSO: 14172 PH 2022-02-26 1025 FY5KE         59  FY     F5NIH         59  66    
QSO: 14172 PH 2022-02-26 1025 FY5KE         59  FY     F4GWO         59  66    
QSO: 14172 PH 2022-02-26 1026 FY5KE         59  FY     HB9CVE        59  001   
QSO: 14172 PH 2022-02-26 1026 FY5KE         59  FY     F6BQG         59  35    
QSO: 14172 PH 2022-02-26 1027 FY5KE         59  FY     F4KJN         59  46    
QSO: 14172 PH 2022-02-26 1027 FY5KE         59  FY     TM22P         59  22    
QSO: 14172 PH 2022-02-26 1027 FY5KE         59  FY     F1JGJ         59  50    
QSO: 14172 PH 2022-02-26 1028 FY5KE         59  FY     HF5WIM        59  032   
QSO: 14172 PH 2022-02-26 1028 FY5KE         59  FY     F8KLY         59  69    
QSO: 14172 PH 2022-02-26 1028 FY5KE         59  FY     R1AC          57  000   
QSO: 14172 PH 2022-02-26 1029 FY5KE         59  FY     R8UT          59  013   
QSO: 14172 PH 2022-02-26 1030 FY5KE         59  FY     VK3QI         59  000   
QSO: 14172 PH 2022-02-26 1030 FY5KE         59  FY     F6DEV         59  09    
QSO: 14172 PH 2022-02-26 1030 FY5KE         59  FY     F4BIT         59  54    
QSO: 14172 PH 2022-02-26 1030 FY5KE         59  FY     F1GRH         59  11    
QSO: 14172 PH 2022-02-26 1031 FY5KE         59  FY     F5GGL         59  33    
QSO: 14172 PH 2022-02-26 1031 FY5KE         59  FY     SP8GNF        59  016   
QSO: 14172 PH 2022-02-26 1032 FY5KE         59  FY     DL2JX         59  002   
QSO: 14172 PH 2022-02-26 1032 FY5KE         59  FY     F5KHP         59  32    
QSO: 14172 PH 2022-02-26 1033 FY5KE         59  FY     F4IGV         59  35    
QSO: 14172 PH 2022-02-26 1033 FY5KE         59  FY     F2CT          59  64    
QSO: 14172 PH 2022-02-26 1034 FY5KE         59  FY     LC5C          59  016   
QSO: 14155 PH 2022-02-26 1036 FY5KE         59  FY     9A/F5SNJ      59  035   
QSO: 14283 PH 2022-02-26 1036 FY5KE         59  FY     F6KPQ         59  56    
QSO: 14152 PH 2022-02-26 1037 FY5KE         59  FY     FG4KH         59  FG    
QSO: 21222 PH 2022-02-26 1043 FY5KE         59  FY     F6ARC         59  28    
QSO: 21222 PH 2022-02-26 1044 FY5KE         59  FY     F4BIT         59  54    
QSO: 21222 PH 2022-02-26 1044 FY5KE         59  FY     F4KIY         59  57    
QSO: 21222 PH 2022-02-26 1044 FY5KE         59  FY     F2GL          59  89    
QSO: 21222 PH 2022-02-26 1044 FY5KE         59  FY     F4IFF         59  37    
QSO: 21222 PH 2022-02-26 1044 FY5KE         59  FY     F5TVG         59  77    
QSO: 21222 PH 2022-02-26 1045 FY5KE         59  FY     F6CLQ         59  89    
QSO: 21222 PH 2022-02-26 1045 FY5KE         59  FY     F8URA         59  77    
QSO: 21222 PH 2022-02-26 1045 FY5KE         59  FY     F8ATM         59  81    
QSO: 21222 PH 2022-02-26 1045 FY5KE         59  FY     TM3ZZ         59  86    
QSO: 21222 PH 2022-02-26 1045 FY5KE         59  FY     F8DRE         59  28    
QSO: 21222 PH 2022-02-26 1046 FY5KE         59  FY     F5BZB         59  81    
QSO: 21222 PH 2022-02-26 1046 FY5KE         59  FY     F5KHP         59  32    
QSO: 21222 PH 2022-02-26 1046 FY5KE         59  FY     F4IZG         59  74    
QSO: 21222 PH 2022-02-26 1047 FY5KE         59  FY     F1CBC         59  76    
QSO: 21222 PH 2022-02-26 1047 FY5KE         59  FY     F8DSN         59  88    
QSO: 21222 PH 2022-02-26 1047 FY5KE         59  FY     F6KPQ         59  56    
QSO: 21222 PH 2022-02-26 1048 FY5KE         59  FY     F4KKV         59  53    
QSO: 21222 PH 2022-02-26 1048 FY5KE         59  FY     F5SDH         59  35    
QSO: 21222 PH 2022-02-26 1049 FY5KE         59  FY     F4IZH         59  74    
QSO: 21222 PH 2022-02-26 1049 FY5KE         59  FY     M0XLT         59  000   
QSO: 21222 PH 2022-02-26 1050 FY5KE         59  FY     IU3NOM        55  000   
QSO: 21222 PH 2022-02-26 1050 FY5KE         59  FY     F5GGL         59  33    
QSO: 21222 PH 2022-02-26 1050 FY5KE         59  FY     DK9IP         59  003   
QSO: 21222 PH 2022-02-26 1051 FY5KE         59  FY     F6GLQ         59  35    
QSO: 21222 PH 2022-02-26 1051 FY5KE         59  FY     F8CRS         59  67    
QSO: 21222 PH 2022-02-26 1051 FY5KE         59  FY     SV3RPQ        59  031   
QSO: 21222 PH 2022-02-26 1051 FY5KE         59  FY     DL4YAR        59  001   
QSO: 21222 PH 2022-02-26 1052 FY5KE         59  FY     F5JFU         59  58    
QSO: 21222 PH 2022-02-26 1052 FY5KE         59  FY     F3JP          59  85    
QSO: 21222 PH 2022-02-26 1052 FY5KE         59  FY     IZ0TTE        59  005   
QSO: 21222 PH 2022-02-26 1053 FY5KE         59  FY     DO2YX         59  002   
QSO: 21222 PH 2022-02-26 1053 FY5KE         59  FY     DL4VAI        59  007   
QSO: 21222 PH 2022-02-26 1054 FY5KE         59  FY     F6FDR         59  60    
QSO: 21222 PH 2022-02-26 1054 FY5KE         59  FY     F6KUC/P       59  15    
QSO: 21222 PH 2022-02-26 1054 FY5KE         59  FY     F4EIH         59  87    
QSO: 21222 PH 2022-02-26 1055 FY5KE         59  FY     F8KGZ         59  54    
QSO: 21222 PH 2022-02-26 1055 FY5KE         59  FY     OK2KG         59  015   
QSO: 21222 PH 2022-02-26 1056 FY5KE         59  FY     DO1BDB        59  004   
QSO: 21222 PH 2022-02-26 1058 FY5KE         59  FY     F6KJS         59  71    
QSO: 21222 PH 2022-02-26 1059 FY5KE         59  FY     UA6YN         59  056   
QSO: 21222 PH 2022-02-26 1100 FY5KE         59  FY     F4GQP         59  18    
QSO: 21222 PH 2022-02-26 1100 FY5KE         59  FY     DB8DT         59  001   
QSO: 21222 PH 2022-02-26 1100 FY5KE         59  FY     F4IYJ         59  19    
QSO: 21222 PH 2022-02-26 1101 FY5KE         59  FY     DH7NK         59  001   
QSO: 21222 PH 2022-02-26 1102 FY5KE         59  FY     OM8AVP        59  000   
QSO: 21222 PH 2022-02-26 1102 FY5KE         59  FY     TM1W          59  29    
QSO: 21222 PH 2022-02-26 1102 FY5KE         59  FY     F4IDT         59  03    
QSO: 21222 PH 2022-02-26 1103 FY5KE         59  FY     F6ETI         59  19    
QSO: 21222 PH 2022-02-26 1103 FY5KE         59  FY     R3LC          59  006   
QSO: 21222 PH 2022-02-26 1104 FY5KE         59  FY     TK5EP         59  2A    
QSO: 21222 PH 2022-02-26 1104 FY5KE         59  FY     F8FLN         59  52    
QSO: 21222 PH 2022-02-26 1104 FY5KE         59  FY     ON3AT         59  056   
QSO: 21222 PH 2022-02-26 1105 FY5KE         59  FY     F4CWN         59  32    
QSO: 21222 PH 2022-02-26 1105 FY5KE         59  FY     F6DZD         59  56    
QSO: 21222 PH 2022-02-26 1105 FY5KE         59  FY     F5AUB         59  81    
QSO: 21222 PH 2022-02-26 1106 FY5KE         59  FY     F4ISZ         59  88    
QSO: 21222 PH 2022-02-26 1108 FY5KE         59  FY     OK2MBP        59  015   
QSO: 21222 PH 2022-02-26 1108 FY5KE         59  FY     F6KHM         59  29    
QSO: 21222 PH 2022-02-26 1109 FY5KE         59  FY     F1GKS         59  76    
QSO: 21222 PH 2022-02-26 1109 FY5KE         59  FY     F6KBF         59  78    
QSO: 21222 PH 2022-02-26 1110 FY5KE         59  FY     DO1WSW        59  001   
QSO: 21222 PH 2022-02-26 1111 FY5KE         59  FY     DH3NCY        59  001   
QSO: 21222 PH 2022-02-26 1112 FY5KE         59  FY     M0PLX/M       59  013   
QSO: 21222 PH 2022-02-26 1112 FY5KE         59  FY     DD7QJ         59  002   
QSO: 21222 PH 2022-02-26 1112 FY5KE         59  FY     ON3GEO        59  014   
QSO: 21222 PH 2022-02-26 1113 FY5KE         59  FY     F6REF         59  00    
QSO: 21228 PH 2022-02-26 1119 FY5KE         59  FY     F4ENJ         59  72    
QSO: 21228 PH 2022-02-26 1120 FY5KE         59  FY     F4AIF         59  01    
QSO: 21228 PH 2022-02-26 1121 FY5KE         59  FY     F4ERS/P       59  37    
QSO: 21228 PH 2022-02-26 1122 FY5KE         59  FY     F4EMI         59  85    
QSO: 21228 PH 2022-02-26 1123 FY5KE         59  FY     UN8PT         59  030   
QSO: 21228 PH 2022-02-26 1123 FY5KE         59  FY     OZ1KKH        59  011   
QSO: 21228 PH 2022-02-26 1124 FY5KE         59  FY     F4FMU         59  14    
QSO: 21228 PH 2022-02-26 1124 FY5KE         59  FY     F4GET         59  44    
QSO: 21228 PH 2022-02-26 1124 FY5KE         59  FY     F5HDK         59  44    
QSO: 21228 PH 2022-02-26 1125 FY5KE         59  FY     F6KFI         59  72    
QSO: 21228 PH 2022-02-26 1125 FY5KE         59  FY     F4HGV         59  57    
QSO: 21228 PH 2022-02-26 1126 FY5KE         59  FY     OE1PEW        59  002   
QSO: 21228 PH 2022-02-26 1126 FY5KE         59  FY     HB9EHP        59  001   
QSO: 21228 PH 2022-02-26 1127 FY5KE         59  FY     PC2K          59  064   
QSO: 21228 PH 2022-02-26 1127 FY5KE         59  FY     F5KOU         59  80    
QSO: 21228 PH 2022-02-26 1127 FY5KE         59  FY     R0WC          59  000   
QSO: 21228 PH 2022-02-26 1127 FY5KE         59  FY     M3UXJ         59  001   
QSO: 21228 PH 2022-02-26 1128 FY5KE         59  FY     VE2TFL        59  023   
QSO: 21228 PH 2022-02-26 1128 FY5KE         59  FY     F4IZV         59  74    
QSO: 21228 PH 2022-02-26 1128 FY5KE         59  FY     F4IVV         59  38    
QSO: 21228 PH 2022-02-26 1129 FY5KE         59  FY     F4GKP         59  87    
QSO: 21228 PH 2022-02-26 1129 FY5KE         59  FY     DJ1SD         59  002   
QSO: 21228 PH 2022-02-26 1130 FY5KE         59  FY     9A/F5SNJ      59  085   
QSO: 21228 PH 2022-02-26 1130 FY5KE         59  FY     IC8AIK        59  000   
QSO: 21228 PH 2022-02-26 1131 FY5KE         59  FY     DJ6OK         59  005   
QSO: 21228 PH 2022-02-26 1131 FY5KE         59  FY     F4EIK         59  52    
QSO: 21228 PH 2022-02-26 1131 FY5KE         59  FY     F1RAF         59  77    
QSO: 21228 PH 2022-02-26 1131 FY5KE         59  FY     F4HRM         59  79    
QSO: 21228 PH 2022-02-26 1132 FY5KE         59  FY     F4BXY         59  17    
QSO: 21228 PH 2022-02-26 1132 FY5KE         59  FY     IZ0CVF        57  000   
QSO: 21228 PH 2022-02-26 1133 FY5KE         59  FY     F5KSE         59  31    
QSO: 21228 PH 2022-02-26 1133 FY5KE         59  FY     F1GRH         59  11    
QSO: 21228 PH 2022-02-26 1133 FY5KE         59  FY     IC8AIK        59  000   
QSO: 21228 PH 2022-02-26 1134 FY5KE         59  FY     IS0IYM        59  000   
QSO: 21228 PH 2022-02-26 1134 FY5KE         59  FY     F4WCE         59  29    
QSO: 21228 PH 2022-02-26 1134 FY5KE         59  FY     TM6CXJ        59  47    
QSO: 21228 PH 2022-02-26 1135 FY5KE         59  FY     IU3EHS        59  000   
QSO: 21228 PH 2022-02-26 1135 FY5KE         59  FY     IU0PYH        59  000   
QSO: 21228 PH 2022-02-26 1136 FY5KE         59  FY     SB5X          59  006   
QSO: 21228 PH 2022-02-26 1136 FY5KE         59  FY     DL2KGW        59  001   
QSO: 21228 PH 2022-02-26 1136 FY5KE         59  FY     F5LMG         59  22    
QSO: 21228 PH 2022-02-26 1136 FY5KE         59  FY     TM2B          59  03    
QSO: 21228 PH 2022-02-26 1137 FY5KE         59  FY     F4CPS/P       59  07    
QSO: 21228 PH 2022-02-26 1137 FY5KE         59  FY     F4KJP         59  08    
QSO: 21228 PH 2022-02-26 1138 FY5KE         59  FY     EA2SN         59  041   
QSO: 21228 PH 2022-02-26 1138 FY5KE         59  FY     F4HSN         59  18    
QSO: 21228 PH 2022-02-26 1138 FY5KE         59  FY     F4HPX         59  95    
QSO: 21228 PH 2022-02-26 1139 FY5KE         59  FY     CT2HXM        59  044   
QSO: 21228 PH 2022-02-26 1139 FY5KE         59  FY     M0LGW         59  012   
QSO: 21228 PH 2022-02-26 1139 FY5KE         59  FY     IU0HDC        59  000   
QSO: 21228 PH 2022-02-26 1140 FY5KE         59  FY     CT7AXB        59  220   
QSO: 21228 PH 2022-02-26 1140 FY5KE         59  FY     DL8UV         59  002   
QSO: 21228 PH 2022-02-26 1140 FY5KE         59  FY     CT1ILT        59  008   
QSO: 21228 PH 2022-02-26 1141 FY5KE         59  FY     F4JBG         59  11    
QSO: 21228 PH 2022-02-26 1142 FY5KE         59  FY     MM0JTV        59  001   
QSO: 21228 PH 2022-02-26 1142 FY5KE         59  FY     F5IJT         59  86    
QSO: 21228 PH 2022-02-26 1142 FY5KE         59  FY     E74E          59  002   
QSO: 21228 PH 2022-02-26 1143 FY5KE         59  FY     PY1VOY        59  009   
QSO: 21228 PH 2022-02-26 1143 FY5KE         59  FY     G8GFF         59  004   
QSO: 21228 PH 2022-02-26 1143 FY5KE         59  FY     F6KEH         59  34    
QSO: 21228 PH 2022-02-26 1143 FY5KE         59  FY     G0ORG         59  001   
