START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: REF-SSB
LOCATION: 84
CALLSIGN: F6FDR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: checklog
OFFTIME: 2014-02-22 1347 2014-02-22 1611
OFFTIME: 2014-02-22 1631 2014-02-23 0612
OFFTIME: 2014-02-23 1446 2014-02-23 1639
OPERATORS: 
NAME: patrice carette
SOAPBOX: Je demande à être placé en checklog, n'étant pas d'accord avec les
SOAPBOX: modalités actuelles de ce concours :  des membres de la commission
SOAPBOX: avantagent certains concurents avec des spots abusifs  ce  qui fausse
QSO: 28450 PH 2014-02-22 1253 F6FDR         59  84     FG4KH         59  FG    
QSO: 14181 PH 2014-02-22 1255 F6FDR         59  84     F5KMB/P       59  60    
QSO: 14149 PH 2014-02-22 1255 F6FDR         59  84     F6KHM         59  29    
QSO: 21302 PH 2014-02-22 1256 F6FDR         59  84     FM5BH         59  FM    
QSO: 28517 PH 2014-02-22 1303 F6FDR         59  84     F8KCF         59  74    
QSO: 28554 PH 2014-02-22 1307 F6FDR         59  84     TO22C         59  FG    
QSO: 28395 PH 2014-02-22 1310 F6FDR         59  84     TO6D          59  FG    
QSO: 28437 PH 2014-02-22 1311 F6FDR         59  84     F6KQV         59  67    
QSO: 21270 PH 2014-02-22 1347 F6FDR         59  84     F6KLO         59  19    
QSO: 21248 PH 2014-02-22 1347 F6FDR         59  84     F6KHM         59  29    
QSO: 21283 PH 2014-02-22 1611 F6FDR         59  84     FY5KE         59  FY    
QSO: 28430 PH 2014-02-22 1627 F6FDR         59  84     F8KIG         59  13    
QSO: 28510 PH 2014-02-22 1628 F6FDR         59  84     FM5BH         59  FM    
QSO: 21264 PH 2014-02-22 1630 F6FDR         59  84     FM5AN         59  FM    
QSO: 14253 PH 2014-02-22 1631 F6FDR         59  84     F6KLO         59  19    
QSO:  3633 PH 2014-02-23 0612 F6FDR         59  84     F6KQV         59  67    
QSO:  3616 PH 2014-02-23 0612 F6FDR         59  84     F8KHF         59  03    
QSO:  3761 PH 2014-02-23 0613 F6FDR         59  84     F6KFI         59  72    
QSO:  3712 PH 2014-02-23 0614 F6FDR         59  84     TM4M          59  13    
QSO:  3711 PH 2014-02-23 0626 F6FDR         59  84     TK5KP         59  2A    
QSO:  3718 PH 2014-02-23 0627 F6FDR         59  84     F6REF         59  00    
QSO:  3730 PH 2014-02-23 0628 F6FDR         59  84     F5KHP         59  32    
QSO:  3708 PH 2014-02-23 0632 F6FDR         59  84     F6GEV         59  12    
QSO:  3708 PH 2014-02-23 0633 F6FDR         59  84     TM0L          59  46    
QSO:  3691 PH 2014-02-23 0637 F6FDR         59  84     F4FRQ         59  90    
QSO:  3678 PH 2014-02-23 0639 F6FDR         59  84     F8KOH         59  27    
QSO:  3641 PH 2014-02-23 0640 F6FDR         59  84     F6KJX         59  41    
QSO:  7081 PH 2014-02-23 0643 F6FDR         59  84     F6KJS         59  71    
QSO:  7105 PH 2014-02-23 0647 F6FDR         59  84     F4KIO/P       59  35    
QSO:  7153 PH 2014-02-23 0650 F6FDR         59  84     F6KDL         59  68    
QSO:  7158 PH 2014-02-23 0651 F6FDR         59  84     IZ1JKH        59  123   
QSO:  7170 PH 2014-02-23 0711 F6FDR         59  84     F5KOK         59  86    
QSO:  7161 PH 2014-02-23 0712 F6FDR         59  84     TM15C         59  15    
QSO:  7107 PH 2014-02-23 0715 F6FDR         59  84     F5POJ         59  02    
QSO:  7107 PH 2014-02-23 0716 F6FDR         59  84     EA1TH         59  374   
QSO:  7107 PH 2014-02-23 0717 F6FDR         59  84     EA3/F4BKV     59  846   
QSO:  7107 PH 2014-02-23 0718 F6FDR         59  84     F4PCM         59  84    
QSO:  7107 PH 2014-02-23 0720 F6FDR         59  84     F5LTB         59  34    
QSO:  7107 PH 2014-02-23 0720 F6FDR         59  84     F6BQG         59  35    
QSO:  7107 PH 2014-02-23 0720 F6FDR         59  84     F6KEH         59  34    
QSO:  7107 PH 2014-02-23 0721 F6FDR         59  84     YP0C          59  492   
QSO:  7107 PH 2014-02-23 0722 F6FDR         59  84     F5RD          59  03    
QSO:  7107 PH 2014-02-23 0723 F6FDR         59  84     F4FGY         59  79    
QSO:  3675 PH 2014-02-23 0728 F6FDR         59  84     F6KKA         59  30    
QSO:  3688 PH 2014-02-23 0734 F6FDR         59  84     F4FZI         59  84    
QSO: 28584 PH 2014-02-23 0736 F6FDR         59  84     F4FZI         59  84    
QSO: 21284 PH 2014-02-23 0737 F6FDR         59  84     F4FZI         59  84    
QSO: 14110 PH 2014-02-23 0739 F6FDR         59  84     F4FZI         59  84    
QSO:  7084 PH 2014-02-23 0741 F6FDR         59  84     F4FZI         59  84    
QSO: 14140 PH 2014-02-23 0815 F6FDR         59  84     YP3A          59  443   
QSO: 14160 PH 2014-02-23 0816 F6FDR         59  84     F8KHF         59  03    
QSO: 14185 PH 2014-02-23 0910 F6FDR         59  84     F2YT          59  62    
QSO: 14192 PH 2014-02-23 0913 F6FDR         59  84     F5KDJ         59  45    
QSO: 21278 PH 2014-02-23 0914 F6FDR         59  84     F8KIG         59  13    
QSO: 21217 PH 2014-02-23 0917 F6FDR         59  84     F6KJX         59  41    
QSO: 21257 PH 2014-02-23 0919 F6FDR         59  84     ZW7REF        59  568   
QSO: 14172 PH 2014-02-23 0921 F6FDR         59  84     F6KUJ         59  34    
QSO: 14215 PH 2014-02-23 0923 F6FDR         59  84     F5LEN         59  54    
QSO: 21261 PH 2014-02-23 0924 F6FDR         59  84     F5KDK/P       59  24    
QSO: 21281 PH 2014-02-23 0926 F6FDR         59  84     F4BDV         59  82    
QSO: 14180 PH 2014-02-23 0948 F6FDR         59  84     F8FKJ         59  29    
QSO: 14162 PH 2014-02-23 0949 F6FDR         59  84     F5MUX         59  29    
QSO: 28405 PH 2014-02-23 0953 F6FDR         59  84     F8ATS         59  91    
QSO: 21196 PH 2014-02-23 0956 F6FDR         59  84     F8ATS         59  91    
QSO: 21215 PH 2014-02-23 0959 F6FDR         59  84     F8KHF         59  03    
QSO: 14182 PH 2014-02-23 1012 F6FDR         59  84     F1ISM         59  60    
QSO: 21249 PH 2014-02-23 1042 F6FDR         59  84     FG4KH         59  FG    
QSO: 28403 PH 2014-02-23 1043 F6FDR         59  84     F8KHF         59  03    
QSO: 28460 PH 2014-02-23 1047 F6FDR         59  84     F5KMB/P       59  60    
QSO: 28440 PH 2014-02-23 1049 F6FDR         59  84     F6KNB         59  33    
QSO: 28483 PH 2014-02-23 1054 F6FDR         59  84     F6KJX         59  41    
QSO: 28469 PH 2014-02-23 1109 F6FDR         59  84     F6KHM         59  29    
QSO: 28452 PH 2014-02-23 1117 F6FDR         59  84     F6KDL         59  68    
QSO: 28431 PH 2014-02-23 1118 F6FDR         59  84     F6KLO         59  19    
QSO: 14134 PH 2014-02-23 1215 F6FDR         59  84     F2QH          59  95    
QSO: 14128 PH 2014-02-23 1216 F6FDR         59  84     F6KJU         59  59    
QSO: 28373 PH 2014-02-23 1217 F6FDR         59  84     F6KOU         59  84    
QSO:  7174 PH 2014-02-23 1223 F6FDR         59  84     F6KOU         59  84    
QSO: 21293 PH 2014-02-23 1226 F6FDR         59  84     F6KNB         59  33    
QSO: 21215 PH 2014-02-23 1228 F6FDR         59  84     FG5GP         59  FG    
QSO: 28467 PH 2014-02-23 1229 F6FDR         59  84     F6REF         59  00    
QSO: 28425 PH 2014-02-23 1231 F6FDR         59  84     ZW7REF        59  658   
QSO: 28422 PH 2014-02-23 1357 F6FDR         59  84     F5POJ         59  02    
QSO: 14250 PH 2014-02-23 1359 F6FDR         59  84     F8KIG         59  13    
QSO:  7135 PH 2014-02-23 1402 F6FDR         59  84     F8KCF         59  74    
QSO:  7060 PH 2014-02-23 1402 F6FDR         59  84     F6KFI         59  72    
QSO: 14129 PH 2014-02-23 1405 F6FDR         59  84     F6KGL         59  93    
QSO: 14155 PH 2014-02-23 1406 F6FDR         59  84     F8EZE         59  84    
QSO: 28477 PH 2014-02-23 1409 F6FDR         59  84     FM/F5GN       59  FM    
QSO: 28494 PH 2014-02-23 1410 F6FDR         59  84     TK5KP         59  2A    
QSO:  7071 PH 2014-02-23 1413 F6FDR         59  84     F6ETI         59  19    
QSO: 28450 PH 2014-02-23 1437 F6FDR         59  84     TM4M          59  13    
QSO: 14235 PH 2014-02-23 1446 F6FDR         59  84     F4FUB         59  80    
QSO: 21230 PH 2014-02-23 1639 F6FDR         59  84     FR4PV         59  FR    
QSO: 14195 PH 2014-02-23 1644 F6FDR         59  84     F4GGQ         59  29    
QSO: 14195 PH 2014-02-23 1645 F6FDR         59  84     F6REF         59  00    
QSO:  7133 PH 2014-02-23 1648 F6FDR         59  84     F6GPT         59  33    
QSO:  7151 PH 2014-02-23 1649 F6FDR         59  84     F6KNB         59  33    
QSO:  7072 PH 2014-02-23 1650 F6FDR         59  84     F6APE         59  49    
QSO:  7143 PH 2014-02-23 1651 F6FDR         59  84     F4FUB         59  80    
QSO:  7190 PH 2014-02-23 1654 F6FDR         59  84     F5SIZ         59  12    
QSO:  7194 PH 2014-02-23 1656 F6FDR         59  84     F5KCH         59  58    
QSO:  3702 PH 2014-02-23 1658 F6FDR         59  84     F6KUJ         59  34    
QSO:  3708 PH 2014-02-23 1658 F6FDR         59  84     F6KFH         59  57    
QSO:  3715 PH 2014-02-23 1659 F6FDR         59  84     F4DNK         59  76    
QSO:  3722 PH 2014-02-23 1700 F6FDR         59  84     DG1EA         59  162   
QSO:  3724 PH 2014-02-23 1701 F6FDR         59  84     F5AUZ         59  87    
QSO:  3637 PH 2014-02-23 1703 F6FDR         59  84     F5KED         59  36    
QSO:  3632 PH 2014-02-23 1703 F6FDR         59  84     F8ESN         59  19    
QSO:  3627 PH 2014-02-23 1704 F6FDR         59  84     F6AXN         59  28    
QSO:  3625 PH 2014-02-23 1705 F6FDR         59  84     F5ODK/P       59  03    
QSO:  3608 PH 2014-02-23 1707 F6FDR         59  84     F4FWI         59  47    
QSO:  3608 PH 2014-02-23 1708 F6FDR         59  84     IK2RZQ        59  047   
QSO:  3608 PH 2014-02-23 1709 F6FDR         59  84     F1AGR/P       59  78    
QSO:  3608 PH 2014-02-23 1709 F6FDR         59  84     F6CLQ         59  89    
QSO:  3608 PH 2014-02-23 1710 F6FDR         59  84     F5MGS         59  10    
QSO:  3608 PH 2014-02-23 1710 F6FDR         59  84     F1EUX         59  44    
QSO:  3608 PH 2014-02-23 1711 F6FDR         59  84     F5VV          59  01    
QSO:  3605 PH 2014-02-23 1715 F6FDR         59  84     F6DCI         59  58    
QSO:  3605 PH 2014-02-23 1715 F6FDR         59  84     HB9LC         59  1033  
QSO:  3605 PH 2014-02-23 1716 F6FDR         59  84     F4EUG         59  22    
QSO:  3605 PH 2014-02-23 1716 F6FDR         59  84     F5ELL/P       59  34    
QSO:  3605 PH 2014-02-23 1717 F6FDR         59  84     F6KRK         59  78    
QSO:  3605 PH 2014-02-23 1717 F6FDR         59  84     F6GTH         59  47    
QSO:  3605 PH 2014-02-23 1718 F6FDR         59  84     F5SHM         59  03    
QSO:  3605 PH 2014-02-23 1718 F6FDR         59  84     F6IGS         59  33    
QSO:  3605 PH 2014-02-23 1719 F6FDR         59  84     F6HLO         59  82    
QSO:  3605 PH 2014-02-23 1719 F6FDR         59  84     HB9EYP        59  103   
QSO:  3605 PH 2014-02-23 1719 F6FDR         59  84     F5KLE         59  30    
QSO:  3605 PH 2014-02-23 1720 F6FDR         59  84     F6KEH         59  34    
QSO:  3605 PH 2014-02-23 1722 F6FDR         59  84     F9NF          59  51    
QSO:  3605 PH 2014-02-23 1722 F6FDR         59  84     F6GVC         59  47    
QSO:  3605 PH 2014-02-23 1722 F6FDR         59  84     F6FTB         59  21    
QSO:  3605 PH 2014-02-23 1724 F6FDR         59  84     F4FUL         59  74    
QSO:  3605 PH 2014-02-23 1724 F6FDR         59  84     F6CZQ         59  73    
QSO:  3605 PH 2014-02-23 1725 F6FDR         59  84     F6FLQ         59  26    
QSO:  3605 PH 2014-02-23 1725 F6FDR         59  84     F6ACH         59  50    
QSO:  3605 PH 2014-02-23 1725 F6FDR         59  84     F1ISM         59  60    
QSO:  3605 PH 2014-02-23 1726 F6FDR         59  84     F4DJG         59  76    
QSO:  3605 PH 2014-02-23 1726 F6FDR         59  84     F5DBX         59  31    
QSO:  3605 PH 2014-02-23 1730 F6FDR         59  84     F5LWF         59  51    
QSO:  3655 PH 2014-02-23 1735 F6FDR         59  84     F5LIW         59  21    
QSO:  3644 PH 2014-02-23 1737 F6FDR         59  84     F4GLK         59  60    
QSO:  3619 PH 2014-02-23 1738 F6FDR         59  84     F5AMH         59  41    
QSO:  3627 PH 2014-02-23 1740 F6FDR         59  84     F5TVG         59  94    
QSO:  3622 PH 2014-02-23 1740 F6FDR         59  84     F8BPN         59  19    
QSO:  3659 PH 2014-02-23 1742 F6FDR         59  84     F5MUX         59  29    
QSO:  3670 PH 2014-02-23 1743 F6FDR         59  84     F4FUB         59  80    
QSO:  7182 PH 2014-02-23 1745 F6FDR         59  84     F5KDJ         59  45    
QSO:  7190 PH 2014-02-23 1747 F6FDR         59  84     F8CRS         59  67    
QSO:  7179 PH 2014-02-23 1748 F6FDR         59  84     F5LPY         59  55    
QSO:  7169 PH 2014-02-23 1750 F6FDR         59  84     F5KUG         59  31    
QSO:  7096 PH 2014-02-23 1750 F6FDR         59  84     F6KJX         59  41    
QSO:  7193 PH 2014-02-23 1751 F6FDR         59  84     F5KEQ         59  44    
QSO:  7196 PH 2014-02-23 1753 F6FDR         59  84     F5RJW         59  71    
QSO:  7183 PH 2014-02-23 1755 F6FDR         59  84     F8ATS         59  91    
QSO:  7172 PH 2014-02-23 1756 F6FDR         59  84     TM5CSD        59  37    
QSO:  7165 PH 2014-02-23 1757 F6FDR         59  84     F5DJL         59  74    
QSO:  7159 PH 2014-02-23 1757 F6FDR         59  84     S51CK         59  421   
QSO:  7152 PH 2014-02-23 1758 F6FDR         59  84     IK1YED        59  267   
QSO:  7149 PH 2014-02-23 1759 F6FDR         59  84     F5NMK         59  57    
END-OF-LOG:
