START-OF-LOG: 2.0
CREATED-BY: Coupe du REFde F6ADE
CONTEST: REF-CW
CALLSIGN: F6AXX
NAME: LAURENT Norbert
REF-SECTION: 83
OPERATORS: 
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 65250
SOAPBOX: 
RIG: Emetteur=IC 706 Récepteur=IC 706 Antenne= 2 él Quad + dipôles Puissance=100W
QSO: 14000 CW 2010-01-31 1350 F6AXX         599 83     YU1UN         599 0460   0
QSO: 14000 CW 2010-01-31 1350 F6AXX         599 83     LY3QA         599 0154   0
QSO: 14000 CW 2010-01-31 1351 F6AXX         599 83     SM0BSB        599 0082   0
QSO: 14000 CW 2010-01-31 1356 F6AXX         599 83     VA3PL         599 0216   0
QSO: 14000 CW 2010-01-31 1358 F6AXX         599 83     YO8ST         599 0018   0
QSO: 14000 CW 2010-01-31 1358 F6AXX         599 83     LZ1SMA        599 0080   0
QSO: 14000 CW 2010-01-31 1359 F6AXX         599 83     SM6BSK        599 0216   0
QSO: 14000 CW 2010-01-31 1401 F6AXX         599 83     5N7M          599 0029   0
QSO: 14000 CW 2010-01-31 1402 F6AXX         599 83     DL2DWP        599 0004   0
QSO: 14000 CW 2010-01-31 1403 F6AXX         599 83     RK3DH         599 0063   0
QSO: 14000 CW 2010-01-31 1404 F6AXX         599 83     SE6W          599 0203   0
QSO: 14000 CW 2010-01-31 1405 F6AXX         599 83     YL2CV         599 0325   0
QSO: 14000 CW 2010-01-31 1405 F6AXX         599 83     SM5D          599 0157   0
QSO: 7000  CW 2010-01-31 1414 F6AXX         599 83     F6GPT         599 33     0
QSO: 7000  CW 2010-01-31 1416 F6AXX         599 83     F5UQN         599 17     0
QSO: 7000  CW 2010-01-31 1417 F6AXX         599 83     F6IGS         599 33     0
QSO: 7000  CW 2010-01-31 1419 F6AXX         599 83     TM57M         599 57     0
QSO: 7000  CW 2010-01-31 1419 F6AXX         599 83     F6DYX         599 49     0
QSO: 7000  CW 2010-01-31 1423 F6AXX         599 83     7X2ARA        599 0305   0
QSO: 7000  CW 2010-01-31 1425 F6AXX         599 83     F5KKD         599 93     0
QSO: 7000  CW 2010-01-31 1427 F6AXX         599 83     DL8QS         599 0251   0
QSO: 7000  CW 2010-01-31 1428 F6AXX         599 83     F6EPQ         599 70     0
QSO: 7000  CW 2010-01-31 1429 F6AXX         599 83     F6IIT         599 86     0
QSO: 7000  CW 2010-01-31 1430 F6AXX         599 83     F5RAB         599 28     0
QSO: 7000  CW 2010-01-31 1432 F6AXX         599 83     IK4ZHH        599 0069   0
QSO: 7000  CW 2010-01-31 1433 F6AXX         599 83     F5KOJ         599 52     0
QSO: 7000  CW 2010-01-31 1433 F6AXX         599 83     F6REF         599 00     0
QSO: 7000  CW 2010-01-31 1435 F6AXX         599 83     F8EMH         599 54     0
QSO: 7000  CW 2010-01-31 1436 F6AXX         599 83     F8BUO         599 68     0
QSO: 7000  CW 2010-01-31 1438 F6AXX         599 83     F6ACU         599 88     0
QSO: 7000  CW 2010-01-31 1439 F6AXX         599 83     F6CRP         599 17     0
QSO: 7000  CW 2010-01-31 1441 F6AXX         599 83     F6KTW         599 87     0
QSO: 7000  CW 2010-01-31 1443 F6AXX         599 83     F5KCC         599 89     0
QSO: 7000  CW 2010-01-31 1446 F6AXX         599 83     F5PLC         599 90     0
QSO: 7000  CW 2010-01-31 1449 F6AXX         599 83     F8KKV/P       599 36     0
QSO: 7000  CW 2010-01-31 1450 F6AXX         599 83     F5XX          599 81     0
QSO: 7000  CW 2010-01-31 1451 F6AXX         599 83     F6KAV         599 33     0
QSO: 14000 CW 2010-01-31 1500 F6AXX         599 83     UX0HO         599 0250   0
QSO: 14000 CW 2010-01-31 1501 F6AXX         599 83     SP7IIT        599 0320   0
QSO: 14000 CW 2010-01-31 1501 F6AXX         599 83     K4LTA         599 0015   0
QSO: 14000 CW 2010-01-31 1503 F6AXX         599 83     UU7JN         599 0105   0
QSO: 14000 CW 2010-01-31 1503 F6AXX         599 83     YU1HFG        599 0025   0
END-OF-LOG:

