START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WW DX Contest Log 4.2
CONTEST: CQ-WW-SSB
CALLSIGN: KJ8O
LOCATION: MI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLUB: Oakland County Amateur Radio Society
CLAIMED-SCORE: 143081
OPERATORS: KJ8O
NAME: Joseph Miller
SOAPBOX: Good conditions, had a great time, many thanks to all
QSO: 28000 PH 2013-10-26 1520 KJ8O          59  04     EI2CN         59  14     0
QSO: 28000 PH 2013-10-26 1522 KJ8O          59  04     DH8BQA        59  14     0
QSO: 28000 PH 2013-10-26 1524 KJ8O          59  04     OH0JFP        59  15     0
QSO: 14000 PH 2013-10-26 1529 KJ8O          59  04     XE1B          59  06     0
QSO: 21000 PH 2013-10-26 1557 KJ8O          59  04     S58P          59  15     0
QSO: 21000 PH 2013-10-26 1601 KJ8O          59  04     HB9MM         59  14     0
QSO: 21000 PH 2013-10-26 1603 KJ8O          59  04     TM6M          59  14     0
QSO: 21000 PH 2013-10-26 1609 KJ8O          59  04     DR1A          59  14     0
QSO: 21000 PH 2013-10-26 1613 KJ8O          59  04     OH1F          59  15     0
QSO: 21000 PH 2013-10-26 1614 KJ8O          59  04     HK1NA         59  09     0
QSO: 21000 PH 2013-10-26 1615 KJ8O          59  04     OE9MCV        59  15     0
QSO: 21000 PH 2013-10-26 1616 KJ8O          59  04     YU5R          59  15     0
QSO: 21000 PH 2013-10-26 1617 KJ8O          59  04     OL7M          59  15     0
QSO: 21000 PH 2013-10-26 1617 KJ8O          59  04     DQ8N          59  14     0
QSO: 21000 PH 2013-10-26 1622 KJ8O          59  04     SK3W          59  14     0
QSO: 28000 PH 2013-10-26 1625 KJ8O          59  04     K7CF          59  03     0
QSO: 28000 PH 2013-10-26 1627 KJ8O          59  04     GW9T          59  14     0
QSO: 28000 PH 2013-10-26 1629 KJ8O          59  04     GM3X          59  14     0
QSO: 28000 PH 2013-10-26 1632 KJ8O          59  04     F8DVD         59  14     0
QSO: 28000 PH 2013-10-26 1710 KJ8O          59  04     M5B           59  14     0
QSO: 28000 PH 2013-10-26 1713 KJ8O          59  04     EI2II         59  14     0
QSO: 28000 PH 2013-10-26 1715 KJ8O          59  04     WP4SD         59  08     0
QSO: 28000 PH 2013-10-26 1716 KJ8O          59  04     VE6AO         59  04     0
QSO: 28000 PH 2013-10-26 1719 KJ8O          59  04     ZF2AH         59  08     0
QSO: 28000 PH 2013-10-26 1724 KJ8O          59  04     M2W           59  14     0
QSO: 28000 PH 2013-10-26 1725 KJ8O          59  04     PJ4X          59  09     0
QSO: 28000 PH 2013-10-26 1728 KJ8O          59  04     PI4DX         59  14     0
QSO: 28000 PH 2013-10-26 1734 KJ8O          59  04     CQ9T          59  33     0
QSO: 28000 PH 2013-10-26 1736 KJ8O          59  04     CU3AN         59  14     0
QSO: 28000 PH 2013-10-26 1738 KJ8O          59  04     VO1TX         59  05     0
QSO: 28000 PH 2013-10-26 1744 KJ8O          59  04     KL7RA         59  01     0
QSO: 28000 PH 2013-10-26 1749 KJ8O          59  04     M4A           59  14     0
QSO: 28000 PH 2013-10-26 1753 KJ8O          59  04     NP2P          59  08     0
QSO: 28000 PH 2013-10-26 1756 KJ8O          59  04     XE1RCS        59  06     0
QSO: 21000 PH 2013-10-26 1812 KJ8O          59  04     ED9Z          59  33     0
QSO: 21000 PH 2013-10-26 1815 KJ8O          59  04     ON4IA         59  14     0
QSO: 28000 PH 2013-10-26 1854 KJ8O          59  04     CU3AC         59  14     0
QSO: 28000 PH 2013-10-26 1905 KJ8O          59  04     EI7M          59  14     0
QSO: 28000 PH 2013-10-26 1925 KJ8O          59  04     VE7JH         59  03     0
QSO: 21000 PH 2013-10-26 1947 KJ8O          59  04     EE7Y          59  14     0
QSO: 21000 PH 2013-10-26 1948 KJ8O          59  04     D4C           59  35     0
QSO: 21000 PH 2013-10-26 1952 KJ8O          59  04     DJ7WW         59  14     0
QSO: 21000 PH 2013-10-26 1953 KJ8O          59  04     VE6WQ         59  04     0
QSO: 21000 PH 2013-10-26 1956 KJ8O          59  04     CN2AA         59  33     0
QSO: 21000 PH 2013-10-26 1958 KJ8O          59  04     CR2X          59  14     0
QSO: 21000 PH 2013-10-26 1958 KJ8O          59  04     CQ3L          59  33     0
QSO: 21000 PH 2013-10-26 1959 KJ8O          59  04     MM0AMW        59  14     0
QSO: 21000 PH 2013-10-26 2004 KJ8O          59  04     VP5T          59  08     0
QSO: 14000 PH 2013-10-26 2008 KJ8O          59  04     DR5N          59  14     0
QSO: 14000 PH 2013-10-26 2011 KJ8O          59  04     IR5A          59  15     0
QSO: 14000 PH 2013-10-26 2011 KJ8O          59  04     S53M          59  15     0
QSO: 14000 PH 2013-10-26 2012 KJ8O          59  04     ED5N          59  14     0
QSO: 14000 PH 2013-10-26 2013 KJ8O          59  04     OZ5E          59  14     0
QSO: 14000 PH 2013-10-26 2016 KJ8O          59  04     9A7A          59  15     0
QSO:  7000 PH 2013-10-26 2020 KJ8O          59  04     VE3MGY        59  04     0
QSO: 14000 PH 2013-10-26 2245 KJ8O          59  04     EA6SX         59  14     0
QSO: 14000 PH 2013-10-26 2249 KJ8O          59  04     EA7LL         59  14     0
QSO: 14000 PH 2013-10-26 2250 KJ8O          59  04     IG9Y          59  33     0
QSO: 14000 PH 2013-10-26 2252 KJ8O          59  04     LU1FAM        59  13     0
QSO: 14000 PH 2013-10-26 2253 KJ8O          59  04     WP3DX         59  08     0
QSO: 14000 PH 2013-10-26 2254 KJ8O          59  04     VE7WO         59  03     0
QSO: 14000 PH 2013-10-26 2255 KJ8O          59  04     ED3X          59  14     0
QSO: 14000 PH 2013-10-26 2256 KJ8O          59  04     LP1H          59  13     0
QSO: 14000 PH 2013-10-26 2301 KJ8O          59  04     CR6P          59  14     0
QSO: 14000 PH 2013-10-26 2302 KJ8O          59  04     ED1R          59  14     0
QSO: 14000 PH 2013-10-26 2306 KJ8O          59  04     PR5D          59  11     0
QSO: 14000 PH 2013-10-26 2310 KJ8O          59  04     CN2AA         59  33     0
QSO: 14000 PH 2013-10-26 2311 KJ8O          59  04     CR3A          59  33     0
QSO: 14000 PH 2013-10-26 2312 KJ8O          59  04     ED5T          59  14     0
QSO: 21000 PH 2013-10-26 2325 KJ8O          59  04     YN5Z          59  07     0
QSO: 21000 PH 2013-10-26 2326 KJ8O          59  04     PQ5B          59  11     0
QSO: 14000 PH 2013-10-26 2344 KJ8O          59  04     VE3JM         59  04     0
QSO: 14000 PH 2013-10-26 2353 KJ8O          59  04     KP3Z          59  08     0
QSO: 14000 PH 2013-10-26 2355 KJ8O          59  04     CX2DK         59  13     0
QSO: 14000 PH 2013-10-26 2356 KJ8O          59  04     CR2X          59  14     0
QSO: 14000 PH 2013-10-26 2357 KJ8O          59  04     WP2XX         59  08     0
QSO: 14000 PH 2013-10-27 0005 KJ8O          59  04     HR2WW         59  07     0
QSO: 14000 PH 2013-10-27 0008 KJ8O          59  04     V26B          59  08     0
QSO: 14000 PH 2013-10-27 0009 KJ8O          59  04     VE4KT         59  04     0
QSO: 14000 PH 2013-10-27 0016 KJ8O          59  04     VE2NS         59  02     0
QSO: 14000 PH 2013-10-27 0017 KJ8O          59  04     PJ6A          59  08     0
QSO: 14000 PH 2013-10-27 0216 KJ8O          59  04     EE3A          59  14     0
QSO: 14000 PH 2013-10-27 0217 KJ8O          59  04     E77A          59  15     0
QSO: 14000 PH 2013-10-27 0227 KJ8O          59  04     EF7X          59  14     0
QSO: 14000 PH 2013-10-27 0233 KJ8O          59  04     II9P          59  15     0
QSO: 14000 PH 2013-10-27 0234 KJ8O          59  04     IR8C          59  15     0
QSO: 14000 PH 2013-10-27 0235 KJ8O          59  04     PX2W          59  11     0
QSO: 14000 PH 2013-10-27 0236 KJ8O          59  04     9Y4D          59  09     0
QSO: 14000 PH 2013-10-27 0239 KJ8O          59  04     OH8X          59  15     0
QSO:  7000 PH 2013-10-27 0247 KJ8O          59  04     DR5N          59  14     0
QSO:  7000 PH 2013-10-27 0252 KJ8O          59  04     9A3AG         59  15     0
QSO:  7000 PH 2013-10-27 0253 KJ8O          59  04     EC2DX         59  14     0
QSO:  7000 PH 2013-10-27 0256 KJ8O          59  04     ED1R          59  14     0
QSO:  7000 PH 2013-10-27 0257 KJ8O          59  04     HF9Q          59  15     0
QSO:  3500 PH 2013-10-27 0308 KJ8O          59  04     SP3GEM        59  15     0
QSO: 14000 PH 2013-10-27 0321 KJ8O          59  04     HK3C          59  09     0
QSO: 14000 PH 2013-10-27 0324 KJ8O          59  04     HI3TEJ        59  08     0
QSO:  7000 PH 2013-10-27 0332 KJ8O          59  04     D4C           59  35     0
QSO: 21000 PH 2013-10-27 1345 KJ8O          59  04     EC2DX         59  14     0
QSO: 21000 PH 2013-10-27 1346 KJ8O          59  04     LY4T          59  15     0
QSO: 21000 PH 2013-10-27 1348 KJ8O          59  04     VP5DX         59  08     0
QSO: 21000 PH 2013-10-27 1349 KJ8O          59  04     KV0Q          59  04     0
QSO: 21000 PH 2013-10-27 1354 KJ8O          59  04     DL3LE         59  14     0
QSO: 21000 PH 2013-10-27 1355 KJ8O          59  04     II9P          59  15     0
QSO: 21000 PH 2013-10-27 1401 KJ8O          59  04     PI4DX         59  14     0
QSO: 21000 PH 2013-10-27 1403 KJ8O          59  04     DP6T          59  14     0
QSO: 21000 PH 2013-10-27 1407 KJ8O          59  04     HG6N          59  15     0
QSO: 21000 PH 2013-10-27 1408 KJ8O          59  04     S51CK         59  15     0
QSO: 21000 PH 2013-10-27 1409 KJ8O          59  04     S50A          59  15     0
QSO: 21000 PH 2013-10-27 1410 KJ8O          59  04     RU1A          59  16     0
QSO: 28000 PH 2013-10-27 1417 KJ8O          59  04     IT9JOF        59  15     0
QSO: 28000 PH 2013-10-27 1420 KJ8O          59  04     UR6HC         59  16     0
QSO: 28000 PH 2013-10-27 1421 KJ8O          59  04     YP9W          59  20     0
QSO: 28000 PH 2013-10-27 1422 KJ8O          59  04     UU7J          59  16     0
QSO: 28000 PH 2013-10-27 1426 KJ8O          59  04     S50G          59  15     0
QSO: 28000 PH 2013-10-27 1429 KJ8O          59  04     DK5QN         59  14     0
QSO: 28000 PH 2013-10-27 1431 KJ8O          59  04     PR7AA         59  11     0
QSO: 28000 PH 2013-10-27 1432 KJ8O          59  04     TM6M          59  14     0
QSO: 28000 PH 2013-10-27 1434 KJ8O          59  04     LZ2HM         59  20     0
QSO: 28000 PH 2013-10-27 1436 KJ8O          59  04     EV1R          59  16     0
QSO: 28000 PH 2013-10-27 1442 KJ8O          59  04     EC2DX         59  14     0
QSO: 28000 PH 2013-10-27 1446 KJ8O          59  04     RU1A          59  16     0
QSO: 28000 PH 2013-10-27 1447 KJ8O          59  04     OE3K          59  15     0
QSO: 28000 PH 2013-10-27 1452 KJ8O          59  04     LN8W          59  14     0
QSO: 28000 PH 2013-10-27 1453 KJ8O          59  04     LY5A          59  15     0
QSO: 28000 PH 2013-10-27 1454 KJ8O          59  04     OM7M          59  15     0
QSO: 28000 PH 2013-10-27 1502 KJ8O          59  04     S52ZW         59  15     0
QSO: 28000 PH 2013-10-27 1531 KJ8O          59  04     UT7U          59  16     0
QSO: 28000 PH 2013-10-27 1532 KJ8O          59  04     OK5W          59  15     0
QSO: 28000 PH 2013-10-27 1533 KJ8O          59  04     OM1DK         59  15     0
QSO: 28000 PH 2013-10-27 1534 KJ8O          59  04     IQ3UD         59  15     0
QSO: 28000 PH 2013-10-27 1536 KJ8O          59  04     SQ9MUO        59  15     0
QSO: 28000 PH 2013-10-27 1541 KJ8O          59  04     DL6NDW        59  14     0
QSO: 28000 PH 2013-10-27 1544 KJ8O          59  04     HA1TNX        59  15     0
QSO: 28000 PH 2013-10-27 1545 KJ8O          59  04     OK7K          59  15     0
QSO: 28000 PH 2013-10-27 1549 KJ8O          59  04     TI5W          59  07     0
QSO: 28000 PH 2013-10-27 1551 KJ8O          59  04     EI6JK         59  14     0
QSO: 28000 PH 2013-10-27 1553 KJ8O          59  04     MZ8A          59  14     0
QSO: 28000 PH 2013-10-27 1559 KJ8O          59  04     EI8KB         59  14     0
QSO: 28000 PH 2013-10-27 1600 KJ8O          59  04     EI4CF         59  14     0
QSO: 28000 PH 2013-10-27 1603 KJ8O          59  04     9A2DK         59  15     0
QSO: 28000 PH 2013-10-27 1604 KJ8O          59  04     9A2NO         59  15     0
QSO: 28000 PH 2013-10-27 1606 KJ8O          59  04     DR3W          59  14     0
QSO: 28000 PH 2013-10-27 1607 KJ8O          59  04     9A8DX         59  15     0
QSO: 28000 PH 2013-10-27 1610 KJ8O          59  04     7S5Q          59  14     0
QSO: 28000 PH 2013-10-27 1611 KJ8O          59  04     DM5EE         59  14     0
QSO: 28000 PH 2013-10-27 1613 KJ8O          59  04     EA1ABT        59  14     0
QSO: 28000 PH 2013-10-27 1614 KJ8O          59  04     SP3GXH        59  15     0
QSO: 28000 PH 2013-10-27 1621 KJ8O          59  04     CR2X          59  14     0
QSO: 28000 PH 2013-10-27 1622 KJ8O          59  04     ED1R          59  14     0
QSO: 28000 PH 2013-10-27 1630 KJ8O          59  04     DL0WW         59  14     0
QSO: 28000 PH 2013-10-27 1632 KJ8O          59  04     DR2W          59  14     0
QSO: 28000 PH 2013-10-27 1633 KJ8O          59  04     TO1A          59  09     0
QSO: 28000 PH 2013-10-27 1634 KJ8O          59  04     9A1P          59  15     0
QSO: 28000 PH 2013-10-27 1637 KJ8O          59  04     IZ3SQW        59  15     0
QSO: 28000 PH 2013-10-27 1645 KJ8O          59  04     DJ2QV         59  14     0
QSO: 28000 PH 2013-10-27 1652 KJ8O          59  04     ON4IA         59  14     0
QSO: 28000 PH 2013-10-27 1653 KJ8O          59  04     OQ4U          59  14     0
QSO: 21000 PH 2013-10-27 1738 KJ8O          59  04     LZ9W          59  20     0
QSO: 21000 PH 2013-10-27 1739 KJ8O          59  04     E71A          59  15     0
QSO: 21000 PH 2013-10-27 1742 KJ8O          59  04     EU1A          59  16     0
QSO: 21000 PH 2013-10-27 1743 KJ8O          59  04     LY5R          59  15     0
QSO: 21000 PH 2013-10-27 1746 KJ8O          59  04     TM1T          59  14     0
QSO: 14000 PH 2013-10-27 1750 KJ8O          59  04     VE2JR         59  05     0
QSO: 14000 PH 2013-10-27 1755 KJ8O          59  04     HF9Q          59  15     0
QSO: 14000 PH 2013-10-27 1759 KJ8O          59  04     GM0B          59  14     0
QSO: 14000 PH 2013-10-27 1808 KJ8O          59  04     OT5A          59  14     0
QSO: 28000 PH 2013-10-27 1811 KJ8O          59  04     PX2B          59  11     0
QSO: 28000 PH 2013-10-27 2008 KJ8O          59  04     CX7ACH        59  13     0
QSO: 28000 PH 2013-10-27 2011 KJ8O          59  04     HK1NA         59  09     0
QSO: 28000 PH 2013-10-27 2013 KJ8O          59  04     AL9A          59  01     0
QSO: 28000 PH 2013-10-27 2019 KJ8O          59  04     VY1EI         59  01     0
QSO: 28000 PH 2013-10-27 2025 KJ8O          59  04     VO1MX         59  05     0
QSO: 21000 PH 2013-10-27 2032 KJ8O          59  04     J79WTA        59  08     0
QSO: 21000 PH 2013-10-27 2033 KJ8O          59  04     KP3Z          59  08     0
QSO: 21000 PH 2013-10-27 2034 KJ8O          59  04     YN1AA         59  07     0
QSO: 21000 PH 2013-10-27 2036 KJ8O          59  04     EI7M          59  14     0
QSO: 21000 PH 2013-10-27 2038 KJ8O          59  04     VE6SV         59  04     0
QSO: 21000 PH 2013-10-27 2043 KJ8O          59  04     FY5KE         59  09     0
QSO: 21000 PH 2013-10-27 2044 KJ8O          59  04     P43A          59  09     0
QSO: 14000 PH 2013-10-27 2057 KJ8O          59  04     VE2DXY        59  02     0
QSO: 14000 PH 2013-10-27 2102 KJ8O          59  04     TM6M          59  14     0
QSO: 14000 PH 2013-10-27 2103 KJ8O          59  04     VA7OM         59  03     0
QSO: 14000 PH 2013-10-27 2109 KJ8O          59  04     DR1A          59  14     0
QSO: 14000 PH 2013-10-27 2111 KJ8O          59  04     VP9I          59  05     0
QSO:  7000 PH 2013-10-27 2113 KJ8O          59  04     WE3C          59  05     0
QSO: 28000 PH 2013-10-27 2134 KJ8O          59  04     PY2UD         59  11     0
QSO: 28000 PH 2013-10-27 2135 KJ8O          59  04     PY1MX         59  11     0
QSO: 28000 PH 2013-10-27 2137 KJ8O          59  04     PY1NX         59  11     0
QSO: 28000 PH 2013-10-27 2143 KJ8O          59  04     LU9DAG        59  13     0
QSO: 28000 PH 2013-10-27 2145 KJ8O          59  04     PT5J          59  11     0
QSO: 28000 PH 2013-10-27 2148 KJ8O          59  04     XE3/K5ENS     59  06     0
QSO: 28000 PH 2013-10-27 2150 KJ8O          59  04     LU6DC         59  13     0
QSO: 21000 PH 2013-10-27 2203 KJ8O          59  04     KP2M          59  08     0
QSO: 21000 PH 2013-10-27 2203 KJ8O          59  04     PX5E          59  11     0
QSO: 21000 PH 2013-10-27 2204 KJ8O          59  04     ZW5B          59  11     0
QSO: 21000 PH 2013-10-27 2205 KJ8O          59  04     PS2T          59  11     0
QSO: 21000 PH 2013-10-27 2207 KJ8O          59  04     P49Y          59  09     0
QSO: 21000 PH 2013-10-27 2214 KJ8O          59  04     WP4SK         59  08     0
QSO: 21000 PH 2013-10-27 2216 KJ8O          59  04     PR5D          59  11     0
QSO: 21000 PH 2013-10-27 2217 KJ8O          59  04     PJ2T          59  09     0
QSO: 21000 PH 2013-10-27 2219 KJ8O          59  04     ZV2K          59  11     0
QSO: 21000 PH 2013-10-27 2220 KJ8O          59  04     JA8RWU        59  25     0
QSO: 21000 PH 2013-10-27 2229 KJ8O          59  04     WP2XX         59  08     0
QSO: 14000 PH 2013-10-27 2231 KJ8O          59  04     PT2CM         59  11     0
QSO: 14000 PH 2013-10-27 2236 KJ8O          59  04     NQ4I          59  05     0
QSO: 14000 PH 2013-10-27 2247 KJ8O          59  04     CS2P          59  14     0
QSO: 14000 PH 2013-10-27 2248 KJ8O          59  04     VY2LI         59  05     0
QSO: 14000 PH 2013-10-27 2249 KJ8O          59  04     VE4VT         59  04     0
QSO: 14000 PH 2013-10-27 2253 KJ8O          59  04     ED8W          59  33     0
QSO: 14000 PH 2013-10-27 2256 KJ8O          59  04     ZP5WBM        59  11     0
QSO: 14000 PH 2013-10-27 2257 KJ8O          59  04     VE2IM         59  02     0
QSO: 14000 PH 2013-10-27 2312 KJ8O          59  04     FM5FJ         59  08     0
QSO: 14000 PH 2013-10-27 2314 KJ8O          59  04     CN2R          59  33     0
QSO: 14000 PH 2013-10-27 2322 KJ8O          59  04     ZW5B          59  11     0
QSO: 14000 PH 2013-10-27 2325 KJ8O          59  04     WP4SK         59  08     0
QSO: 14000 PH 2013-10-27 2336 KJ8O          59  04     AY8A          59  13     0
QSO: 14000 PH 2013-10-27 2337 KJ8O          59  04     P40P          59  09     0
QSO:  7000 PH 2013-10-27 2349 KJ8O          59  04     VE3JM         59  04     0
QSO:  7000 PH 2013-10-27 2354 KJ8O          59  04     SN2B          59  15     0
END-OF-LOG:
