START-OF-LOG: 3.0
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
LOCATION: ND
CONTEST: CQ-WW-SSB
CALLSIGN: AD0FJ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLAIMED-SCORE: 28084
OPERATORS: AD0FJ KD0UWZ
NAME: Andrew Skretvedt
SOAPBOX: KD0UWZ first licensed 2013-Mar-26
SOAPBOX: AD0FJ first licensed 2013-Sep-19
SOAPBOX: Station is IC-746 in field-day style setup to 5-band fan dipole
QSO: 28000 PH 2013-10-26 2200 AD0FJ         59  04     PJ2T          59  09     0
QSO: 28000 PH 2013-10-26 2208 AD0FJ         59  04     WP4SD         59  08     0
QSO: 28000 PH 2013-10-26 2210 AD0FJ         59  04     FM5AN         59  08     0
QSO: 28000 PH 2013-10-26 2213 AD0FJ         59  04     KP4BD         59  08     0
QSO: 28000 PH 2013-10-26 2214 AD0FJ         59  04     VA7FC         59  03     0
QSO: 28000 PH 2013-10-26 2219 AD0FJ         59  04     XE2JS         59  06     0
QSO: 28000 PH 2013-10-26 2220 AD0FJ         59  04     ZW5B          59  11     0
QSO: 28000 PH 2013-10-26 2223 AD0FJ         59  04     JF2QNM        59  25     0
QSO: 28000 PH 2013-10-26 2224 AD0FJ         59  04     PU1KGG        59  11     0
QSO: 28000 PH 2013-10-26 2228 AD0FJ         59  04     WV6E          59  03     0
QSO: 28000 PH 2013-10-26 2230 AD0FJ         59  04     JE7JDL        59  25     0
QSO: 21000 PH 2013-10-26 2234 AD0FJ         59  04     VE3JM         59  04     0
QSO: 21000 PH 2013-10-26 2235 AD0FJ         59  04     KL7RA         59  01     0
QSO: 21000 PH 2013-10-26 2238 AD0FJ         59  04     K3CR          59  05     0
QSO: 21000 PH 2013-10-26 2240 AD0FJ         59  04     XE1RCS        59  06     0
QSO: 21000 PH 2013-10-26 2241 AD0FJ         59  04     K1LZ          59  05     0
QSO: 21000 PH 2013-10-26 2252 AD0FJ         59  04     AP5A          59  08     0
END-OF-LOG:
