START-OF-LOG: 3.0
CALLSIGN: SB0A
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: PORTABLE
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 358463
CLUB: None
LOCATION: DX
CREATED-BY: N1MM Logger V13.3.2
NAME: Mikael Karlsson
OPERATORS: SM0LPO
SOAPBOX: My radio was my ICOM IC-7000 mounted in my car
QSO: 14000 PH 2013-10-27 1228 SB0A          59  14     OL9R          59  15
QSO: 14000 PH 2013-10-27 1228 SB0A          59  14     RX4W          59  16
QSO: 14000 PH 2013-10-27 1229 SB0A          59  14     DM4X          59  14
QSO: 14000 PH 2013-10-27 1230 SB0A          59  14     RW1CW         59  16
QSO: 14000 PH 2013-10-27 1230 SB0A          59  14     EU1AZ         59  16
QSO: 14000 PH 2013-10-27 1232 SB0A          59  14     SP8R          59  15
QSO: 14000 PH 2013-10-27 1233 SB0A          59  14     IR4M          59  15
QSO: 14000 PH 2013-10-27 1235 SB0A          59  14     HG6N          59  15
QSO: 14000 PH 2013-10-27 1237 SB0A          59  14     DJ2QV         59  14
QSO: 14000 PH 2013-10-27 1238 SB0A          59  14     RM5A          59  16
QSO: 14000 PH 2013-10-27 1238 SB0A          59  14     OK1WCF        59  15
QSO: 14000 PH 2013-10-27 1239 SB0A          59  14     OK5W          59  15
QSO: 14000 PH 2013-10-27 1241 SB0A          59  14     IW9HIK/3      59  15
QSO: 14000 PH 2013-10-27 1242 SB0A          59  14     EA7LL         59  14
QSO: 14000 PH 2013-10-27 1243 SB0A          59  14     TM6M          59  14
QSO: 14000 PH 2013-10-27 1244 SB0A          59  14     9A8M          59  15
QSO: 14000 PH 2013-10-27 1246 SB0A          59  14     W0AIH         59  04
QSO: 14000 PH 2013-10-27 1247 SB0A          59  14     RA8T          59  16
QSO: 14000 PH 2013-10-27 1248 SB0A          59  14     RZ1ZZ         59  16
QSO: 14000 PH 2013-10-27 1250 SB0A          59  14     VK4GMH        59  30
QSO: 14000 PH 2013-10-27 1252 SB0A          59  14     DJ5MW         59  14
QSO: 14000 PH 2013-10-27 1252 SB0A          59  14     RK9QWM        59  17
QSO: 14000 PH 2013-10-27 1253 SB0A          59  14     PA2WO         59  14
QSO: 14000 PH 2013-10-27 1254 SB0A          59  14     TM7F          59  14
QSO: 14000 PH 2013-10-27 1255 SB0A          59  14     S53EO         59  15
QSO: 14000 PH 2013-10-27 1256 SB0A          59  14     PA4PS         59  14
QSO: 14000 PH 2013-10-27 1257 SB0A          59  14     JH4UYB        59  25
QSO: 14000 PH 2013-10-27 1258 SB0A          59  14     EU5M          59  16
QSO: 14000 PH 2013-10-27 1258 SB0A          59  14     EW6GF         59  16
QSO: 14000 PH 2013-10-27 1259 SB0A          59  14     F5CCX         59  14
QSO: 14000 PH 2013-10-27 1300 SB0A          59  14     UA9AU         59  17
QSO: 14000 PH 2013-10-27 1301 SB0A          59  14     RV9CP         59  17
QSO: 14000 PH 2013-10-27 1302 SB0A          59  14     DL9ZP         59  14
QSO: 14000 PH 2013-10-27 1303 SB0A          59  14     EW7EW         59  16
QSO: 14000 PH 2013-10-27 1303 SB0A          59  14     VE3CX         59  04
QSO:  7000 PH 2013-10-27 1304 SB0A          59  14     DF0HQ         59  14
QSO:  7000 PH 2013-10-27 1306 SB0A          59  14     HA30S         59  15
QSO:  7000 PH 2013-10-27 1309 SB0A          59  14     SQ6NTM        59  15
QSO:  7000 PH 2013-10-27 1310 SB0A          59  14     OZ7AEI        59  14
QSO: 21000 PH 2013-10-27 1325 SB0A          59  14     RM2U          59  16
QSO: 21000 PH 2013-10-27 1326 SB0A          59  14     YT7AW         59  15
QSO: 21000 PH 2013-10-27 1327 SB0A          59  14     W1WMU         59  05
QSO: 21000 PH 2013-10-27 1330 SB0A          59  14     3V7A          59  33
QSO: 21000 PH 2013-10-27 1331 SB0A          59  14     RW9DX         59  17
QSO: 21000 PH 2013-10-27 1340 SB0A          59  14     W4RM          59  05
QSO: 21000 PH 2013-10-27 1341 SB0A          59  14     N2YB          59  05
QSO: 21000 PH 2013-10-27 1343 SB0A          59  14     RT6A          59  16
QSO: 21000 PH 2013-10-27 1346 SB0A          59  14     W9RE          59  04
QSO: 21000 PH 2013-10-27 1347 SB0A          59  14     YO8RFS        59  20
QSO: 21000 PH 2013-10-27 1349 SB0A          59  14     K1LZ          59  05
QSO: 21000 PH 2013-10-27 1352 SB0A          59  14     VA2WA         59  05
QSO: 21000 PH 2013-10-27 1354 SB0A          59  14     RC9J          59  17
QSO: 28000 PH 2013-10-27 1359 SB0A          59  14     IH9YMC        59  33
QSO: 28000 PH 2013-10-27 1404 SB0A          59  14     YM3KM         59  20
QSO: 28000 PH 2013-10-27 1410 SB0A          59  14     VU2RCT        59  22
QSO: 21000 PH 2013-10-27 1416 SB0A          59  14     VO1MP         59  05
QSO: 21000 PH 2013-10-27 1417 SB0A          59  14     VE6WQ         59  04
QSO: 21000 PH 2013-10-27 1417 SB0A          59  14     I3FGX         59  15
QSO: 21000 PH 2013-10-27 1418 SB0A          59  14     YO3RU         59  20
QSO: 21000 PH 2013-10-27 1420 SB0A          59  14     SU9AF         59  34
QSO: 21000 PH 2013-10-27 1424 SB0A          59  14     CT3HF         59  33
QSO: 21000 PH 2013-10-27 1428 SB0A          59  14     IZ1OSP        59  15
QSO: 21000 PH 2013-10-27 1428 SB0A          59  14     RY6Y          59  16
QSO: 21000 PH 2013-10-27 1429 SB0A          59  14     KD2RD         59  05
QSO: 21000 PH 2013-10-27 1431 SB0A          59  14     N7DD          59  03
QSO: 21000 PH 2013-10-27 1435 SB0A          59  14     YO8BFC        59  20
QSO: 21000 PH 2013-10-27 1437 SB0A          59  14     KV0Q          59  04
QSO: 21000 PH 2013-10-27 1438 SB0A          59  14     DK5PD         59  14
QSO: 21000 PH 2013-10-27 1439 SB0A          59  14     TM1O          59  14
QSO: 21000 PH 2013-10-27 1441 SB0A          59  14     IK4DCX        59  15
QSO: 21000 PH 2013-10-27 1441 SB0A          59  14     IQ0PG         59  15
QSO: 21000 PH 2013-10-27 1444 SB0A          59  14     UA6AA         59  16
QSO: 21000 PH 2013-10-27 1445 SB0A          59  14     YO3IMD        59  20
QSO: 21000 PH 2013-10-27 1446 SB0A          59  14     IZ8BRI        59  15
QSO: 21000 PH 2013-10-27 1448 SB0A          59  14     DJ5MW         59  14
QSO: 14000 PH 2013-10-27 1503 SB0A          59  14     F4EQH         59  14
QSO: 14000 PH 2013-10-27 1505 SB0A          59  14     PD1B          59  14
QSO: 14000 PH 2013-10-27 1506 SB0A          59  14     R3DF          59  16
QSO: 14000 PH 2013-10-27 1506 SB0A          59  14     PD1AT         59  14
QSO: 14000 PH 2013-10-27 1507 SB0A          59  14     PD0R          59  14
QSO: 14000 PH 2013-10-27 1507 SB0A          59  14     PD2MVW        59  14
QSO: 14000 PH 2013-10-27 1508 SB0A          59  14     UA4M          59  16
QSO: 14000 PH 2013-10-27 1508 SB0A          59  14     EI8GXB        59  14
QSO: 14000 PH 2013-10-27 1509 SB0A          59  14     PD1ALW        59  14
QSO: 14000 PH 2013-10-27 1509 SB0A          59  14     RX3DBG        59  16
QSO: 14000 PH 2013-10-27 1510 SB0A          59  14     ON4CKM        59  14
QSO: 14000 PH 2013-10-27 1511 SB0A          59  14     DL8NBJ        59  14
QSO: 14000 PH 2013-10-27 1511 SB0A          59  14     9A1P          59  15
QSO: 14000 PH 2013-10-27 1511 SB0A          59  14     TM5CD         59  14
QSO: 14000 PH 2013-10-27 1512 SB0A          59  14     EA2QU         59  14
QSO: 14000 PH 2013-10-27 1512 SB0A          59  14     G0CER         59  14
QSO: 14000 PH 2013-10-27 1512 SB0A          59  14     S54G          59  15
QSO: 14000 PH 2013-10-27 1514 SB0A          59  14     R7GA          59  16
QSO: 14000 PH 2013-10-27 1514 SB0A          59  14     SP6KCN        59  15
QSO: 14000 PH 2013-10-27 1515 SB0A          59  14     YR8D          59  20
QSO: 14000 PH 2013-10-27 1515 SB0A          59  14     EA6LP         59  14
QSO: 14000 PH 2013-10-27 1515 SB0A          59  14     EA7HGX        59  14
QSO: 14000 PH 2013-10-27 1516 SB0A          59  14     OE1WWL        59  15
QSO: 14000 PH 2013-10-27 1517 SB0A          59  14     RX3VF         59  16
QSO: 14000 PH 2013-10-27 1517 SB0A          59  14     OM4DN         59  15
QSO: 14000 PH 2013-10-27 1518 SB0A          59  14     F8ATS         59  14
QSO: 14000 PH 2013-10-27 1518 SB0A          59  14     LZ9W          59  20
QSO: 14000 PH 2013-10-27 1519 SB0A          59  14     UT5UJO        59  16
QSO: 14000 PH 2013-10-27 1520 SB0A          59  14     TM4L          59  14
QSO: 14000 PH 2013-10-27 1520 SB0A          59  14     EI7JZ         59  14
QSO: 14000 PH 2013-10-27 1521 SB0A          59  14     UA9CGL        59  17
QSO: 14000 PH 2013-10-27 1521 SB0A          59  14     EI4II         59  14
QSO: 14000 PH 2013-10-27 1521 SB0A          59  14     JA6BWH        59  25
QSO: 14000 PH 2013-10-27 1522 SB0A          59  14     ES9C          59  15
QSO: 14000 PH 2013-10-27 1522 SB0A          59  14     OK1FRO        59  15
QSO: 14000 PH 2013-10-27 1523 SB0A          59  14     DC4YS         59  14
QSO: 14000 PH 2013-10-27 1523 SB0A          59  14     PH0NO         59  14
QSO: 14000 PH 2013-10-27 1524 SB0A          59  14     DK5TX         59  14
QSO: 14000 PH 2013-10-27 1524 SB0A          59  14     IZ2YAF        59  15
QSO: 14000 PH 2013-10-27 1524 SB0A          59  14     VA7OM         59  03
QSO: 14000 PH 2013-10-27 1525 SB0A          59  14     DJ7MH         59  14
QSO: 14000 PH 2013-10-27 1525 SB0A          59  14     G4DDL         59  14
QSO: 14000 PH 2013-10-27 1526 SB0A          59  14     OE5T          59  15
QSO: 14000 PH 2013-10-27 1526 SB0A          59  14     LN5O          59  14
QSO: 14000 PH 2013-10-27 1527 SB0A          59  14     DF3TE         59  14
QSO: 14000 PH 2013-10-27 1528 SB0A          59  14     DG7JB         59  14
QSO: 14000 PH 2013-10-27 1528 SB0A          59  14     DH1RG         59  14
QSO: 14000 PH 2013-10-27 1529 SB0A          59  14     BY0AA         59  23
QSO: 14000 PH 2013-10-27 1530 SB0A          59  14     DL8JDX        59  14
QSO: 14000 PH 2013-10-27 1530 SB0A          59  14     9A6DJX        59  15
QSO: 14000 PH 2013-10-27 1530 SB0A          59  14     E71AVW        59  15
QSO: 14000 PH 2013-10-27 1531 SB0A          59  14     CT3HF         59  33
QSO: 14000 PH 2013-10-27 1531 SB0A          59  14     ON5ZU         59  14
QSO: 14000 PH 2013-10-27 1532 SB0A          59  14     UR5AMJ        59  16
QSO: 14000 PH 2013-10-27 1532 SB0A          59  14     OM7JM         59  15
QSO: 14000 PH 2013-10-27 1533 SB0A          59  14     EA2URD        59  14
QSO: 14000 PH 2013-10-27 1533 SB0A          59  14     SV1CAZ        59  20
QSO: 14000 PH 2013-10-27 1535 SB0A          59  14     G5O           59  14
QSO: 14000 PH 2013-10-27 1536 SB0A          59  14     PD1TV         59  14
QSO: 14000 PH 2013-10-27 1536 SB0A          59  14     OM2BK         59  15
QSO: 14000 PH 2013-10-27 1537 SB0A          59  14     EI3HDB        59  14
QSO: 14000 PH 2013-10-27 1540 SB0A          59  14     9A284OP       59  15
QSO: 14000 PH 2013-10-27 1541 SB0A          59  14     OK2KOJ        59  15
QSO: 14000 PH 2013-10-27 1541 SB0A          59  14     F1EMX         59  14
QSO: 14000 PH 2013-10-27 1541 SB0A          59  14     IK2YFT        59  15
QSO: 14000 PH 2013-10-27 1542 SB0A          59  14     PA3AAV        59  14
QSO: 14000 PH 2013-10-27 1542 SB0A          59  14     IZ4XAI        59  15
QSO: 14000 PH 2013-10-27 1543 SB0A          59  14     J47X          59  20
QSO: 14000 PH 2013-10-27 1543 SB0A          59  14     F5JU          59  14
QSO: 14000 PH 2013-10-27 1543 SB0A          59  14     EB1DJ         59  14
QSO: 14000 PH 2013-10-27 1544 SB0A          59  14     DK2WU         59  14
QSO: 14000 PH 2013-10-27 1544 SB0A          59  14     DL4HWM        59  14
QSO: 14000 PH 2013-10-27 1545 SB0A          59  14     G3YRZ         59  14
QSO: 14000 PH 2013-10-27 1545 SB0A          59  14     IZ4TOA        59  15
QSO: 14000 PH 2013-10-27 1545 SB0A          59  14     US0MS         59  16
QSO: 14000 PH 2013-10-27 1546 SB0A          59  14     OM3TB         59  15
QSO: 14000 PH 2013-10-27 1547 SB0A          59  14     DL6JI         59  14
QSO: 14000 PH 2013-10-27 1548 SB0A          59  14     RA3TT         59  16
QSO: 14000 PH 2013-10-27 1548 SB0A          59  14     RT4W          59  16
QSO: 14000 PH 2013-10-27 1550 SB0A          59  14     OK1BA         59  15
QSO: 14000 PH 2013-10-27 1551 SB0A          59  14     F5PHP         59  14
QSO: 14000 PH 2013-10-27 1552 SB0A          59  14     GW8IQC        59  14
QSO: 14000 PH 2013-10-27 1553 SB0A          59  14     S52GO         59  15
QSO:  3500 PH 2013-10-27 1558 SB0A          59  14     E7DX          59  15
QSO:  3500 PH 2013-10-27 1603 SB0A          59  14     5Q2T          59  14
QSO:  3500 PH 2013-10-27 1606 SB0A          59  14     OG2A          59  15
QSO:  7000 PH 2013-10-27 1612 SB0A          59  14     RY3D          59  16
QSO:  7000 PH 2013-10-27 1613 SB0A          59  14     YT3A          59  15
QSO:  7000 PH 2013-10-27 1615 SB0A          59  14     SI9AM         59  14
QSO:  7000 PH 2013-10-27 1617 SB0A          59  14     TM9R          59  14
QSO:  7000 PH 2013-10-27 1618 SB0A          59  14     OK3D          59  15
QSO:  7000 PH 2013-10-27 1620 SB0A          59  14     5Q2J          59  14
QSO:  7000 PH 2013-10-27 1621 SB0A          59  14     SP3S          59  15
QSO:  7000 PH 2013-10-27 1623 SB0A          59  14     OZ1JVX        59  14
QSO:  7000 PH 2013-10-27 1624 SB0A          59  14     RN3F          59  16
QSO:  7000 PH 2013-10-27 1625 SB0A          59  14     SP6KCN        59  15
QSO:  7000 PH 2013-10-27 1626 SB0A          59  14     UX4E          59  16
QSO:  7000 PH 2013-10-27 1627 SB0A          59  14     UP2L          59  17
QSO:  7000 PH 2013-10-27 1629 SB0A          59  14     EU5M          59  16
QSO:  7000 PH 2013-10-27 1631 SB0A          59  14     UT4MWA        59  16
QSO:  7000 PH 2013-10-27 1632 SB0A          59  14     LY2K          59  15
QSO:  7000 PH 2013-10-27 1637 SB0A          59  14     PD0RXP        59  14
QSO:  7000 PH 2013-10-27 1638 SB0A          59  14     HA5MY         59  15
QSO:  7000 PH 2013-10-27 1639 SB0A          59  14     F1FPL         59  14
QSO:  7000 PH 2013-10-27 1643 SB0A          59  14     ON4CT         59  14
QSO:  7000 PH 2013-10-27 1644 SB0A          59  14     G7N           59  14
QSO:  7000 PH 2013-10-27 1646 SB0A          59  14     UA1ANA        59  16
QSO:  7000 PH 2013-10-27 1649 SB0A          59  14     DM4X          59  14
QSO:  7000 PH 2013-10-27 1650 SB0A          59  14     F4FFH         59  14
QSO:  7000 PH 2013-10-27 1651 SB0A          59  14     SE6Y          59  14
QSO:  7000 PH 2013-10-27 1651 SB0A          59  14     OM7AG         59  15
QSO:  7000 PH 2013-10-27 1651 SB0A          59  14     SQ2EAN        59  15
QSO:  7000 PH 2013-10-27 1653 SB0A          59  14     OM4DN         59  15
QSO:  7000 PH 2013-10-27 1653 SB0A          59  14     DK6CQ         59  14
QSO:  7000 PH 2013-10-27 1656 SB0A          59  14     GW4BLE        59  14
QSO:  7000 PH 2013-10-27 1657 SB0A          59  14     DM5TI         59  14
QSO:  7000 PH 2013-10-27 1659 SB0A          59  14     IZ4ORO        59  15
QSO:  7000 PH 2013-10-27 1702 SB0A          59  14     HG7T          59  15
QSO:  7000 PH 2013-10-27 1703 SB0A          59  14     RA5B          59  16
QSO:  3500 PH 2013-10-27 1730 SB0A          59  14     IK2QPR        59  15
QSO:  3500 PH 2013-10-27 1733 SB0A          59  14     DK5QN         59  14
QSO:  3500 PH 2013-10-27 1734 SB0A          59  14     E74O          59  15
QSO:  3500 PH 2013-10-27 1744 SB0A          59  14     SE3X          59  14
QSO:  3500 PH 2013-10-27 1746 SB0A          59  14     ON4QX         59  14
QSO: 14000 PH 2013-10-27 1749 SB0A          59  14     IZ0FUW        59  15
QSO: 14000 PH 2013-10-27 1750 SB0A          59  14     Z36W          59  15
QSO: 14000 PH 2013-10-27 1752 SB0A          59  14     K3LR          59  05
QSO: 14000 PH 2013-10-27 1757 SB0A          59  14     IW2HAJ        59  15
QSO: 14000 PH 2013-10-27 1802 SB0A          59  14     TM1O          59  14
QSO: 14000 PH 2013-10-27 1804 SB0A          59  14     W7WA          59  03
QSO: 14000 PH 2013-10-27 1805 SB0A          59  14     IR1O          59  15
QSO: 14000 PH 2013-10-27 1807 SB0A          59  14     IR9W          59  15
QSO: 14000 PH 2013-10-27 1807 SB0A          59  14     F1NZC         59  14
QSO: 14000 PH 2013-10-27 1810 SB0A          59  14     ED4A          59  14
QSO: 14000 PH 2013-10-27 1812 SB0A          59  14     P3N           59  20
QSO: 14000 PH 2013-10-27 1821 SB0A          59  14     YM3KM         59  20
QSO: 21000 PH 2013-10-27 1823 SB0A          59  14     W3LPL         59  05
QSO: 21000 PH 2013-10-27 1828 SB0A          59  14     VE3RA         59  04
QSO: 21000 PH 2013-10-27 1829 SB0A          59  14     K1JP/VE9      59  05
QSO: 21000 PH 2013-10-27 1831 SB0A          59  14     WK1Q          59  05
END-OF-LOG:
