START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.248
CALLSIGN: UA6HFI
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 14784
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: UA6HFI
CLUB: RUSSIAN CW CLUB
LOCATION: 16
NAME: Nicolay Smetanin
SOAPBOX: RIG: FT920  100W  ANTENNAS: DIPOL-160, 80; GP- 40; RQ32- 20,15,10
QSO: 28582 PH 2013-10-27 1129 UA6HFI        59  16     IR2M          59  15
QSO: 28589 PH 2013-10-27 1130 UA6HFI        59  16     ED5T          59  14
QSO: 28629 PH 2013-10-27 1140 UA6HFI        59  16     OQ4B          59  14
QSO: 28722 PH 2013-10-27 1143 UA6HFI        59  16     CQ9T          59  33
QSO: 28742 PH 2013-10-27 1145 UA6HFI        59  16     DA3X          59  14
QSO: 28834 PH 2013-10-27 1147 UA6HFI        59  16     EE8T          59  33
QSO: 28313 PH 2013-10-27 1148 UA6HFI        59  16     I0UZF         59  15
QSO: 28357 PH 2013-10-27 1152 UA6HFI        59  16     DK1YY         59  14
QSO: 28395 PH 2013-10-27 1156 UA6HFI        59  16     CN2R          59  33
QSO: 28414 PH 2013-10-27 1157 UA6HFI        59  16     PD1RO         59  14
QSO: 28431 PH 2013-10-27 1201 UA6HFI        59  16     CQ3L          59  33
QSO: 28467 PH 2013-10-27 1203 UA6HFI        59  16     IW0SAF        59  15
QSO: 28498 PH 2013-10-27 1204 UA6HFI        59  16     DF0HQ         59  14
QSO: 28524 PH 2013-10-27 1206 UA6HFI        59  16     CN3A          59  33
QSO: 28763 PH 2013-10-27 1214 UA6HFI        59  16     CR2T          59  14
QSO: 28879 PH 2013-10-27 1215 UA6HFI        59  16     F5LIW         59  14
QSO: 14110 PH 2013-10-27 1812 UA6HFI        59  16     DL5ZBA        59  14
QSO: 14113 PH 2013-10-27 1813 UA6HFI        59  16     OR1Z          59  14
QSO: 14145 PH 2013-10-27 1816 UA6HFI        59  16     DL6NDW        59  14
QSO: 14157 PH 2013-10-27 1818 UA6HFI        59  16     II4I          59  15
QSO: 14248 PH 2013-10-27 1840 UA6HFI        59  16     P3N           59  20
QSO: 14142 PH 2013-10-27 1848 UA6HFI        59  16     IG9Y          59  33
QSO:  7117 PH 2013-10-27 1850 UA6HFI        59  16     OM0M          59  15
QSO:  7122 PH 2013-10-27 1850 UA6HFI        59  16     RF9C          59  17
QSO:  7127 PH 2013-10-27 1851 UA6HFI        59  16     UP2L          59  17
QSO:  7132 PH 2013-10-27 1851 UA6HFI        59  16     RW0A          59  18
QSO:  7141 PH 2013-10-27 1853 UA6HFI        59  16     OT5A          59  14
QSO:  7156 PH 2013-10-27 1856 UA6HFI        59  16     JA7YRR        59  25
QSO:  7158 PH 2013-10-27 1857 UA6HFI        59  16     HG7T          59  15
QSO:  7160 PH 2013-10-27 1858 UA6HFI        59  16     YU5R          59  15
QSO:  7169 PH 2013-10-27 1900 UA6HFI        59  16     EW8DD         59  16
QSO:  7182 PH 2013-10-27 1904 UA6HFI        59  16     DR1A          59  14
QSO:  7174 PH 2013-10-27 1905 UA6HFI        59  16     PI4M          59  14
QSO:  7137 PH 2013-10-27 1907 UA6HFI        59  16     JH4UYB        59  25
QSO:  7104 PH 2013-10-27 1909 UA6HFI        59  16     IR2L          59  15
QSO:  7098 PH 2013-10-27 1909 UA6HFI        59  16     RC9O          59  18
QSO:  7078 PH 2013-10-27 1911 UA6HFI        59  16     HF9Q          59  15
QSO:  7114 PH 2013-10-27 1914 UA6HFI        59  16     EU1WW         59  16
QSO:  7154 PH 2013-10-27 1917 UA6HFI        59  16     JA3EGZ        59  25
QSO:  3737 PH 2013-10-27 1921 UA6HFI        59  16     UX3IO         59  16
QSO:  3764 PH 2013-10-27 1921 UA6HFI        59  16     LZ9W          59  20
QSO:  3751 PH 2013-10-27 1922 UA6HFI        59  16     YU7U          59  15
QSO:  3728 PH 2013-10-27 1923 UA6HFI        59  16     RA8T          59  16
QSO:  3720 PH 2013-10-27 1925 UA6HFI        59  16     UX1VT         59  16
QSO:  3714 PH 2013-10-27 1925 UA6HFI        59  16     UP2L          59  17
QSO:  3740 PH 2013-10-27 1927 UA6HFI        59  16     YT0W          59  15
QSO:  3734 PH 2013-10-27 1935 UA6HFI        59  16     RA3Y          59  16
QSO:  3730 PH 2013-10-27 1936 UA6HFI        59  16     RM5A          59  16
QSO:  3726 PH 2013-10-27 1936 UA6HFI        59  16     UY1IP         59  16
QSO:  3716 PH 2013-10-27 1937 UA6HFI        59  16     RM3Q          59  16
QSO:  3726 PH 2013-10-27 1939 UA6HFI        59  16     A73A          59  21
QSO:  1851 PH 2013-10-27 1943 UA6HFI        59  16     UA4M          59  16
QSO:  1856 PH 2013-10-27 1944 UA6HFI        59  16     RG6G          59  16
QSO:  1868 PH 2013-10-27 1945 UA6HFI        59  16     RM4F          59  16
QSO:  1866 PH 2013-10-27 1949 UA6HFI        59  16     EU3AR         59  16
QSO:  3715 PH 2013-10-27 1955 UA6HFI        59  16     RC6U          59  16
QSO:  3740 PH 2013-10-27 1957 UA6HFI        59  16     UT7E          59  16
QSO:  3748 PH 2013-10-27 1958 UA6HFI        59  16     RK9CYA        59  17
QSO:  3769 PH 2013-10-27 2002 UA6HFI        59  16     HA3ZS         59  15
QSO:  3796 PH 2013-10-27 2004 UA6HFI        59  16     E73X          59  15
QSO:  3738 PH 2013-10-27 2005 UA6HFI        59  16     UV5U          59  16
QSO:  1848 PH 2013-10-27 2011 UA6HFI        59  16     US8IZM        59  16
END-OF-LOG:
