START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DL7VRG
CLAIMED-SCORE: 29648
OPERATORS: DL7VRG
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: MATTHIAS ZIEGLER
SOAPBOX: Nice contest, see you all next year, 73 Matt !
QSO:  7000 PH 2013-10-26 1747 DL7VRG  59 14 IB3A       59 15
QSO:  7000 PH 2013-10-26 1750 DL7VRG  59 14 IF9A       59 15
QSO:  3500 PH 2013-10-26 1750 DL7VRG  59 14 E74O       59 15
QSO:  3500 PH 2013-10-26 1751 DL7VRG  59 14 OK5D       59 15
QSO:  3500 PH 2013-10-26 1752 DL7VRG  59 14 RA2FAC     59 15
QSO:  3500 PH 2013-10-26 1752 DL7VRG  59 14 OT5A       59 14
QSO:  3500 PH 2013-10-26 1752 DL7VRG  59 14 OT5A       59 14
QSO:  3500 PH 2013-10-26 1753 DL7VRG  59 14 SN7D       59 15
QSO:  3500 PH 2013-10-26 1754 DL7VRG  59 14 YT4A       59 15
QSO:  3500 PH 2013-10-26 1755 DL7VRG  59 14 DF0HQ      59 14
QSO:  3500 PH 2013-10-26 1756 DL7VRG  59 14 ES9C       59 15
QSO:  3500 PH 2013-10-26 1757 DL7VRG  59 14 YU7U       59 15
QSO:  7000 PH 2013-10-26 1757 DL7VRG  59 14 S51A       59 15
QSO:  7000 PH 2013-10-26 2118 DL7VRG  59 14 TM6M       59 14
QSO:  7000 PH 2013-10-26 2119 DL7VRG  59 14 RY3D       59 16
QSO:  7000 PH 2013-10-26 2121 DL7VRG  59 14 GM6NX      59 14
QSO: 21000 PH 2013-10-27 0800 DL7VRG  59 14 UW5ZM      59 16
QSO: 21000 PH 2013-10-27 0801 DL7VRG  59 14 TF3CW      59 40
QSO: 21000 PH 2013-10-27 0803 DL7VRG  59 14 UP2L       59 17
QSO: 21000 PH 2013-10-27 0807 DL7VRG  59 14 IR9Z       59 15
QSO: 21000 PH 2013-10-27 0808 DL7VRG  59 14 RL3A       59 16
QSO: 28000 PH 2013-10-27 0815 DL7VRG  59 14 RC9J       59 17
QSO: 28000 PH 2013-10-27 0818 DL7VRG  59 14 JY1CI      59 20
QSO: 28000 PH 2013-10-27 0819 DL7VRG  59 14 RF9C       59 17
QSO: 28000 PH 2013-10-27 0821 DL7VRG  59 14 RM4F       59 16
QSO: 28000 PH 2013-10-27 0822 DL7VRG  59 14 RT4D       59 16
QSO: 28000 PH 2013-10-27 0829 DL7VRG  59 14 CT9/R9DX   59 33
QSO: 28000 PH 2013-10-27 0830 DL7VRG  59 14 4Z5FI      59 20
QSO: 28000 PH 2013-10-27 0833 DL7VRG  59 14 RT7T       59 16
QSO: 28000 PH 2013-10-27 0834 DL7VRG  59 14 RX9KT      59 17
QSO: 28000 PH 2013-10-27 0835 DL7VRG  59 14 UN7JX      59 17
QSO: 28000 PH 2013-10-27 0839 DL7VRG  59 14 JA7DOT     59 25
QSO: 28000 PH 2013-10-27 0841 DL7VRG  59 14 UC0A       59 18
QSO: 28000 PH 2013-10-27 0843 DL7VRG  59 14 7L4MDM     59 25
QSO: 28000 PH 2013-10-27 0846 DL7VRG  59 14 DL5YM      59 14
QSO: 28000 PH 2013-10-27 0850 DL7VRG  59 14 RL9Y       59 18
QSO: 28000 PH 2013-10-27 0851 DL7VRG  59 14 OD5ZZ      59 20
QSO: 28000 PH 2013-10-27 0855 DL7VRG  59 14 SU9AF      59 34
QSO: 28000 PH 2013-10-27 0856 DL7VRG  59 14 JH9KVF     59 25
QSO: 28000 PH 2013-10-27 0901 DL7VRG  59 14 UP0L       59 17
QSO: 21000 PH 2013-10-27 0902 DL7VRG  59 14 UZ2M       59 16
QSO: 21000 PH 2013-10-27 0906 DL7VRG  59 14 H2T        59 20
QSO: 21000 PH 2013-10-27 0906 DL7VRG  59 14 EA1KP      59 14
QSO: 21000 PH 2013-10-27 0909 DL7VRG  59 14 P3N        59 20
QSO: 21000 PH 2013-10-27 0910 DL7VRG  59 14 9K2HN      59 21
QSO: 28000 PH 2013-10-27 0943 DL7VRG  59 14 P3J        59 20
QSO: 28000 PH 2013-10-27 0946 DL7VRG  59 14 UT2IV      59 16
QSO: 28000 PH 2013-10-27 0948 DL7VRG  59 14 SW5CC      59 20
QSO: 28000 PH 2013-10-27 0949 DL7VRG  59 14 EA8EW      59 33
QSO: 28000 PH 2013-10-27 0950 DL7VRG  59 14 RZ9OF      59 18
QSO: 21000 PH 2013-10-27 0951 DL7VRG  59 14 4L8A       59 21
QSO: 28000 PH 2013-10-27 0953 DL7VRG  59 14 RZ9OQ      59 18
QSO: 28000 PH 2013-10-27 0954 DL7VRG  59 14 UY1IP      59 16
QSO: 28000 PH 2013-10-27 0955 DL7VRG  59 14 CN3A       59 33
QSO: 21000 PH 2013-10-27 1003 DL7VRG  59 14 EI7M       59 14
QSO: 21000 PH 2013-10-27 1003 DL7VRG  59 14 R5AJ       59 16
QSO: 21000 PH 2013-10-27 1005 DL7VRG  59 14 A71BX      59 21
QSO: 21000 PH 2013-10-27 1010 DL7VRG  59 14 UR7R       59 16
QSO: 21000 PH 2013-10-27 1013 DL7VRG  59 14 CQ9T       59 33
QSO: 21000 PH 2013-10-27 1039 DL7VRG  59 14 TC90A      59 20
QSO: 14000 PH 2013-10-27 1043 DL7VRG  59 14 E77A       59 15
QSO: 28000 PH 2013-10-27 1044 DL7VRG  59 14 RD9U       59 18
QSO: 28000 PH 2013-10-27 1047 DL7VRG  59 14 A61DJ      59 21
QSO: 28000 PH 2013-10-27 1317 DL7VRG  59 14 VE9HF      59 5
QSO: 28000 PH 2013-10-27 1320 DL7VRG  59 14 W4QN       59 05
QSO: 21000 PH 2013-10-27 1325 DL7VRG  59 14 K1LZ       59 5
QSO: 21000 PH 2013-10-27 1326 DL7VRG  59 14 K3LR       59 5
QSO: 21000 PH 2013-10-27 1328 DL7VRG  59 14 WE3C       59 05
QSO: 21000 PH 2013-10-27 1334 DL7VRG  59 14 CQ3L       59 33
QSO: 21000 PH 2013-10-27 1334 DL7VRG  59 14 W4RM       59 5
QSO: 21000 PH 2013-10-27 1335 DL7VRG  59 14 RT5Z       59 16
QSO: 28000 PH 2013-10-27 1341 DL7VRG  59 14 K8AZ       59 4
QSO: 21000 PH 2013-10-27 1348 DL7VRG  59 14 W1WMU      59 5
QSO: 21000 PH 2013-10-27 1351 DL7VRG  59 14 LZ5R       59 20
QSO: 21000 PH 2013-10-27 1354 DL7VRG  59 14 KC1XX      59 5
QSO: 21000 PH 2013-10-27 1356 DL7VRG  59 14 N2RJ       59 5
QSO: 21000 PH 2013-10-27 1357 DL7VRG  59 14 NG3J       59 05
QSO: 21000 PH 2013-10-27 1400 DL7VRG  59 14 K1RX       59 5
QSO: 21000 PH 2013-10-27 1402 DL7VRG  59 14 KV0Q       59 04
QSO: 28000 PH 2013-10-27 1403 DL7VRG  59 14 CQ3L       59 33
QSO: 28000 PH 2013-10-27 1406 DL7VRG  59 14 K3LR       59 05
QSO: 28000 PH 2013-10-27 1406 DL7VRG  59 14 K8AZ       59 4
QSO: 28000 PH 2013-10-27 1606 DL7VRG  59 14 N0NI       59 04
QSO: 28000 PH 2013-10-27 1607 DL7VRG  59 14 EF7X       59 14
QSO: 28000 PH 2013-10-27 1615 DL7VRG  59 14 CT2IOV     59 14
QSO: 28000 PH 2013-10-27 1621 DL7VRG  59 14 CN2AA      59 33
QSO: 28000 PH 2013-10-27 1622 DL7VRG  59 14 K9CT       59 04
QSO: 21000 PH 2013-10-27 1625 DL7VRG  59 14 ED9Z       59 33
QSO: 07000 PH 2013-10-27 1635 DL7VRG  59 14 5Q2J       59 14
QSO: 21000 PH 2013-10-27 1644 DL7VRG  59 14 YP0C       59 20
QSO: 07000 PH 2013-10-27 1647 DL7VRG  59 14 DP6T       59 14
QSO: 07000 PH 2013-10-27 1647 DL7VRG  59 14 DF0HQ      59 14
QSO: 28000 PH 2013-10-27 1650 DL7VRG  59 14 AB4B       59 04
QSO: 28000 PH 2013-10-27 1651 DL7VRG  59 14 KN2M       59 05
QSO: 28000 PH 2013-10-27 1657 DL7VRG  59 14 VE2DXY     59 02
END-OF-LOG:
