START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: ON6AT
CLUB: UBA ZLZ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 12-HOURS
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 75924
OPERATORS: ON6AT
SOAPBOX: TX: FT-950 100w
SOAPBOX: ANt: Cushcraft R8 Vert (40-6m) + Diamond W8010 (just 80-40m)
QSO: 28283 PH 2013-10-27 0855 ON6AT         59  14     RZ8U          59  18
QSO: 28293 PH 2013-10-27 0855 ON6AT         59  14     UW7LL         59  16
QSO: 28295 PH 2013-10-27 0856 ON6AT         59  14     UT1IM         59  16
QSO: 28297 PH 2013-10-27 0857 ON6AT         59  14     UA3DUJ        59  16
QSO: 28310 PH 2013-10-27 0919 ON6AT         59  14     RL6M          59  16
QSO: 28314 PH 2013-10-27 0920 ON6AT         59  14     R3KM          59  16
QSO: 28319 PH 2013-10-27 0923 ON6AT         59  14     RK9CYA        59  17
QSO: 28354 PH 2013-10-27 0928 ON6AT         59  14     RM5A          59  16
QSO: 28363 PH 2013-10-27 0931 ON6AT         59  14     UT8IO         59  16
QSO: 28365 PH 2013-10-27 0932 ON6AT         59  14     RT4D          59  16
QSO: 28379 PH 2013-10-27 0940 ON6AT         59  14     RZ0SR         59  18
QSO: 28386 PH 2013-10-27 1015 ON6AT         59  14     ON8DM         59  14
QSO: 28394 PH 2013-10-27 1016 ON6AT         59  14     UU6JJ         59  16
QSO: 28397 PH 2013-10-27 1018 ON6AT         59  14     UT7QL         59  16
QSO: 28399 PH 2013-10-27 1019 ON6AT         59  14     R7AW          59  16
QSO: 28425 PH 2013-10-27 1023 ON6AT         59  14     HZ1XB         59  21
QSO: 28439 PH 2013-10-27 1025 ON6AT         59  14     RN3F          59  16
QSO: 28441 PH 2013-10-27 1025 ON6AT         59  14     UY7MM         59  16
QSO: 28456 PH 2013-10-27 1028 ON6AT         59  14     R2MA          59  16
QSO: 28466 PH 2013-10-27 1030 ON6AT         59  14     UT7IG         59  16
QSO: 28468 PH 2013-10-27 1030 ON6AT         59  14     RX6AM         59  16
QSO: 28478 PH 2013-10-27 1032 ON6AT         59  14     UW5ZM         59  16
QSO: 28485 PH 2013-10-27 1035 ON6AT         59  14     B9/BY9GA      59  24
QSO: 28494 PH 2013-10-27 1036 ON6AT         59  14     RM3Q          59  16
QSO: 28497 PH 2013-10-27 1037 ON6AT         59  14     J47X          59  20
QSO: 28503 PH 2013-10-27 1037 ON6AT         59  14     OH4XX         59  15
QSO: 28509 PH 2013-10-27 1040 ON6AT         59  14     A60A          59  21
QSO: 28513 PH 2013-10-27 1041 ON6AT         59  14     EA8BTQ        59  33
QSO: 28515 PH 2013-10-27 1042 ON6AT         59  14     SV5DKL        59  20
QSO: 28517 PH 2013-10-27 1044 ON6AT         59  14     SV2HTI        59  20
QSO: 28524 PH 2013-10-27 1045 ON6AT         59  14     US8IZM        59  16
QSO: 28535 PH 2013-10-27 1048 ON6AT         59  14     RT5Z          59  16
QSO: 28545 PH 2013-10-27 1049 ON6AT         59  14     SV1PMR        59  20
QSO: 28548 PH 2013-10-27 1052 ON6AT         59  14     FH8PL         59  39
QSO: 28551 PH 2013-10-27 1053 ON6AT         59  14     EA7KB         59  14
QSO: 28556 PH 2013-10-27 1053 ON6AT         59  14     RA4I          59  16
QSO: 28567 PH 2013-10-27 1054 ON6AT         59  14     A65BP         59  21
QSO: 28570 PH 2013-10-27 1055 ON6AT         59  14     YM3KM         59  20
QSO: 28575 PH 2013-10-27 1057 ON6AT         59  14     R8IA          59  18
QSO: 28580 PH 2013-10-27 1058 ON6AT         59  14     A73A          59  21
QSO: 28587 PH 2013-10-27 1059 ON6AT         59  14     SV1JG         59  20
QSO: 28592 PH 2013-10-27 1132 ON6AT         59  14     OL4A          59  15
QSO: 28603 PH 2013-10-27 1133 ON6AT         59  14     CR5A          59  14
QSO: 28606 PH 2013-10-27 1134 ON6AT         59  14     P3N           59  20
QSO: 28609 PH 2013-10-27 1135 ON6AT         59  14     VR2XMT        59  24
QSO: 28615 PH 2013-10-27 1139 ON6AT         59  14     E73S          59  15
QSO: 28622 PH 2013-10-27 1140 ON6AT         59  14     VY2TT         59  05
QSO: 28625 PH 2013-10-27 1141 ON6AT         59  14     A71BX         59  21
QSO: 28627 PH 2013-10-27 1141 ON6AT         59  14     WK1Q          59  05
QSO: 28632 PH 2013-10-27 1142 ON6AT         59  14     9A3VM         59  15
QSO: 28635 PH 2013-10-27 1143 ON6AT         59  14     SW5CC         59  20
QSO: 28641 PH 2013-10-27 1147 ON6AT         59  14     K2LE          59  05
QSO: 28647 PH 2013-10-27 1148 ON6AT         59  14     N1EU          59  05
QSO: 28656 PH 2013-10-27 1150 ON6AT         59  14     VU2RCT        59  22
QSO: 28682 PH 2013-10-27 1155 ON6AT         59  14     KB1H          59  05
QSO: 28685 PH 2013-10-27 1156 ON6AT         59  14     K3LR          59  05
QSO: 28696 PH 2013-10-27 1157 ON6AT         59  14     K1WHS         59  05
QSO: 28698 PH 2013-10-27 1158 ON6AT         59  14     UA4PAN        59  16
QSO: 28703 PH 2013-10-27 1158 ON6AT         59  14     DH8BQA        59  14
QSO: 28711 PH 2013-10-27 1207 ON6AT         59  14     PJ2T          59  09
QSO: 28717 PH 2013-10-27 1207 ON6AT         59  14     K3NM          59  05
QSO: 28722 PH 2013-10-27 1208 ON6AT         59  14     CQ9T          59  33
QSO: 28725 PH 2013-10-27 1209 ON6AT         59  14     VE1OP         59  05
QSO: 28742 PH 2013-10-27 1215 ON6AT         59  14     DA3X          59  14
QSO: 28745 PH 2013-10-27 1215 ON6AT         59  14     NQ4I          59  05
QSO: 28753 PH 2013-10-27 1216 ON6AT         59  14     CQ3L          59  33
QSO: 28755 PH 2013-10-27 1217 ON6AT         59  14     C4A           59  20
QSO: 28760 PH 2013-10-27 1218 ON6AT         59  14     W3BGN         59  05
QSO: 28764 PH 2013-10-27 1219 ON6AT         59  14     CR2T          59  14
QSO: 28770 PH 2013-10-27 1220 ON6AT         59  14     PY2UD         59  11
QSO: 28792 PH 2013-10-27 1222 ON6AT         59  14     KA1R          59  05
QSO: 28802 PH 2013-10-27 1223 ON6AT         59  14     N8TR          59  04
QSO: 28807 PH 2013-10-27 1223 ON6AT         59  14     K2SSS         59  05
QSO: 28822 PH 2013-10-27 1225 ON6AT         59  14     W1CSM         59  05
QSO: 28836 PH 2013-10-27 1226 ON6AT         59  14     NW8U          59  05
QSO: 21339 PH 2013-10-27 1946 ON6AT         59  14     K9NW          59  04
QSO: 21333 PH 2013-10-27 1947 ON6AT         59  14     WK1Q          59  05
QSO: 21321 PH 2013-10-27 1948 ON6AT         59  14     N9TJR         59  04
QSO: 21308 PH 2013-10-27 1949 ON6AT         59  14     KB1H          59  05
QSO: 21298 PH 2013-10-27 1950 ON6AT         59  14     KZ2I          59  05
QSO: 21439 PH 2013-10-27 1955 ON6AT         59  14     KG8CW         59  04
QSO: 21391 PH 2013-10-27 2003 ON6AT         59  14     K4AB          59  04
QSO: 21378 PH 2013-10-27 2008 ON6AT         59  14     N4PN          59  05
QSO: 21370 PH 2013-10-27 2009 ON6AT         59  14     KM1W          59  05
QSO: 14108 PH 2013-10-27 2014 ON6AT         59  14     VE3JM         59  04
QSO: 14110 PH 2013-10-27 2016 ON6AT         59  14     HI3TEJ        59  08
QSO: 14112 PH 2013-10-27 2019 ON6AT         59  14     FY5FY         59  09
QSO: 14117 PH 2013-10-27 2019 ON6AT         59  14     9Y4D          59  09
QSO: 14120 PH 2013-10-27 2021 ON6AT         59  14     VA2WA         59  05
QSO: 14125 PH 2013-10-27 2025 ON6AT         59  14     ZZ2T          59  11
QSO: 14128 PH 2013-10-27 2026 ON6AT         59  14     VY2TT         59  05
QSO: 14130 PH 2013-10-27 2027 ON6AT         59  14     FM5FJ         59  08
QSO: 14137 PH 2013-10-27 2028 ON6AT         59  14     8P5A          59  08
QSO: 14143 PH 2013-10-27 2030 ON6AT         59  14     PJ2T          59  09
QSO: 14151 PH 2013-10-27 2033 ON6AT         59  14     K3LR          59  05
QSO: 14153 PH 2013-10-27 2034 ON6AT         59  14     K3CR          59  05
QSO: 14155 PH 2013-10-27 2035 ON6AT         59  14     K1LZ          59  05
QSO: 14158 PH 2013-10-27 2037 ON6AT         59  14     PY2EX         59  11
QSO: 14161 PH 2013-10-27 2038 ON6AT         59  14     KC1XX         59  05
QSO: 14163 PH 2013-10-27 2039 ON6AT         59  14     NQ4I          59  05
QSO: 14170 PH 2013-10-27 2041 ON6AT         59  14     K4XS          59  05
QSO: 14174 PH 2013-10-27 2042 ON6AT         59  14     WE3C          59  05
QSO: 14177 PH 2013-10-27 2044 ON6AT         59  14     W0AIH         59  04
QSO: 14185 PH 2013-10-27 2055 ON6AT         59  14     N1MM          59  05
QSO: 14187 PH 2013-10-27 2056 ON6AT         59  14     K1ZR          59  05
QSO:  7045 PH 2013-10-27 2110 ON6AT         59  14     OH2PM         59  15
QSO:  7047 PH 2013-10-27 2111 ON6AT         59  14     IG9R          59  33
QSO:  7054 PH 2013-10-27 2112 ON6AT         59  14     OY9R          59  14
QSO:  7076 PH 2013-10-27 2205 ON6AT         59  14     CN2R          59  33
QSO:  7078 PH 2013-10-27 2208 ON6AT         59  14     RY3D          59  16
QSO:  7081 PH 2013-10-27 2209 ON6AT         59  14     RF9C          59  17
QSO:  7089 PH 2013-10-27 2218 ON6AT         59  14     BY0AA         59  23
QSO:  7092 PH 2013-10-27 2225 ON6AT         59  14     TF2LL         59  40
QSO:  7097 PH 2013-10-27 2231 ON6AT         59  14     7Z1SJ         59  21
QSO:  7101 PH 2013-10-27 2232 ON6AT         59  14     A73A          59  21
QSO:  7108 PH 2013-10-27 2233 ON6AT         59  14     RT7T          59  16
QSO:  7113 PH 2013-10-27 2236 ON6AT         59  14     9A3B          59  15
QSO:  7123 PH 2013-10-27 2237 ON6AT         59  14     IB9T          59  15
QSO:  7130 PH 2013-10-27 2238 ON6AT         59  14     EF1W          59  14
QSO:  7137 PH 2013-10-27 2239 ON6AT         59  14     CN2AA         59  33
QSO:  7146 PH 2013-10-27 2245 ON6AT         59  14     HG6N          59  15
QSO:  7148 PH 2013-10-27 2248 ON6AT         59  14     UA4M          59  16
QSO:  7165 PH 2013-10-27 2250 ON6AT         59  14     ED5N          59  14
END-OF-LOG:
