START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RG61PP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: R2BW, R3DCB, RA1ZZ, RA3ATX, RX3APM, RT5C, RN2FA, RN5M, RK6MC
QSO: 21015 CW 2023-04-09 0753 RG61PP        599 YG     PA3DZM        599 27    
QSO: 14014 CW 2023-04-09 0753 RG61PP        599 YG     RV9CVA        599 30    
QSO: 14014 CW 2023-04-09 0753 RG61PP        599 YG     DL7CB         599 28    
QSO: 28451 PH 2023-04-09 0753 RG61PP        59  YG     R4HIA         59  29    
QSO: 14014 CW 2023-04-09 0753 RG61PP        599 YG     RM3Z          599 29    
QSO: 14014 CW 2023-04-09 0754 RG61PP        599 YG     RW0S          599 32    
QSO: 21015 CW 2023-04-09 0754 RG61PP        599 YG     R4BZ          599 29    
QSO: 14014 CW 2023-04-09 0755 RG61PP        599 YG     UA0LNA        599 34    
QSO: 21015 CW 2023-04-09 0755 RG61PP        599 YG     OK4RQ         599 28    
QSO: 21015 CW 2023-04-09 0756 RG61PP        599 YG     OK1DVA        599 28    
QSO: 28451 PH 2023-04-09 0756 RG61PP        59  YG     JA8TDL        59  45    
QSO: 14014 CW 2023-04-09 0756 RG61PP        599 YG     DG0KS         599 28    
QSO: 21015 CW 2023-04-09 0756 RG61PP        599 YG     DL1USB        599 28    
QSO: 21015 CW 2023-04-09 0756 RG61PP        599 YG     RQ4F          599 29    
QSO: 14014 CW 2023-04-09 0757 RG61PP        599 YG     RW1A          599 29    
QSO: 21015 CW 2023-04-09 0757 RG61PP        599 YG     UI8C          599 30    
QSO: 14014 CW 2023-04-09 0757 RG61PP        599 YG     SD4W          599 18    
QSO: 21015 CW 2023-04-09 0758 RG61PP        599 YG     DE0NKB        599 28    
QSO: 14014 CW 2023-04-09 0758 RG61PP        599 YG     UG8F          599 30    
QSO: 21015 CW 2023-04-09 0758 RG61PP        599 YG     DF7XR         599 28    
QSO: 14014 CW 2023-04-09 0759 RG61PP        599 YG     RA3FD         599 29    
QSO: 14014 CW 2023-04-09 0759 RG61PP        599 YG     R2AKM         599 29    
QSO: 21015 CW 2023-04-09 0800 RG61PP        599 YG     DL8DWW        599 28    
QSO: 14014 CW 2023-04-09 0800 RG61PP        599 YG     OK1PX         599 28    
QSO: 21015 CW 2023-04-09 0800 RG61PP        599 YG     RA5AD         599 29    
QSO: 14014 CW 2023-04-09 0800 RG61PP        599 YG     RD3TOK        599 29    
QSO: 14014 CW 2023-04-09 0800 RG61PP        599 YG     RJ7M          599 29    
QSO: 28451 PH 2023-04-09 0801 RG61PP        59  YG     R3WZ          59  29    
QSO: 14014 CW 2023-04-09 0801 RG61PP        599 YG     R4WDX         599 30    
QSO: 14014 CW 2023-04-09 0801 RG61PP        599 YG     R4WR          599 30    
QSO: 14014 CW 2023-04-09 0801 RG61PP        599 YG     R9OM/6        599 29    
QSO: 14014 CW 2023-04-09 0802 RG61PP        599 YG     RW4HFH        599 30    
QSO: 21015 CW 2023-04-09 0802 RG61PP        599 YG     R7KA          599 29    
QSO: 28451 PH 2023-04-09 0802 RG61PP        59  YG     VK3YUN        59  59    
QSO: 14014 CW 2023-04-09 0802 RG61PP        599 YG     R2FG          599 29    
QSO: 21015 CW 2023-04-09 0802 RG61PP        599 YG     UA4Z          599 29    
QSO: 21015 CW 2023-04-09 0803 RG61PP        599 YG     UA0CA         599 34    
QSO: 21015 CW 2023-04-09 0803 RG61PP        599 YG     RA6WF         599 29    
QSO: 28451 PH 2023-04-09 0803 RG61PP        59  YG     RZ0SW         59  32    
QSO: 21015 CW 2023-04-09 0804 RG61PP        599 YG     JE8UHY        599 45    
QSO: 28451 PH 2023-04-09 0804 RG61PP        59  YG     R0CAF         59  34    
QSO: 21015 CW 2023-04-09 0804 RG61PP        599 YG     DL4ME         599 28    
QSO: 21015 CW 2023-04-09 0804 RG61PP        599 YG     RK3NWA        599 29    
QSO: 14014 CW 2023-04-09 0804 RG61PP        599 YG     YU8A          599 28    
QSO: 28451 PH 2023-04-09 0805 RG61PP        59  YG     YC6HRI        59  54    
QSO: 21015 CW 2023-04-09 0805 RG61PP        599 YG     OK2ZV         599 28    
QSO: 21015 CW 2023-04-09 0805 RG61PP        599 YG     DL1NKS        599 28    
QSO: 14014 CW 2023-04-09 0805 RG61PP        599 YG     OE5TXF        599 28    
QSO: 21015 CW 2023-04-09 0806 RG61PP        599 YG     R3YC          599 29    
QSO: 21015 CW 2023-04-09 0806 RG61PP        599 YG     RT1A          599 29    
QSO: 14014 CW 2023-04-09 0806 RG61PP        599 YG     OK1PFM        599 28    
QSO: 21015 CW 2023-04-09 0807 RG61PP        599 YG     M0NDZ         599 27    
QSO: 21015 CW 2023-04-09 0807 RG61PP        599 YG     BH1KVZ        599 44    
QSO: 14014 CW 2023-04-09 0807 RG61PP        599 YG     RA4CBN        599 29    
QSO: 14014 CW 2023-04-09 0807 RG61PP        599 YG     UA9XBJ        599 20    
QSO: 14014 CW 2023-04-09 0807 RG61PP        599 YG     RC1W          599 29    
QSO: 21015 CW 2023-04-09 0808 RG61PP        599 YG     R6AF          599 29    
QSO: 14014 CW 2023-04-09 0808 RG61PP        599 YG     OR4NT         599 27    
QSO: 14014 CW 2023-04-09 0808 RG61PP        599 YG     RT2X          599 29    
QSO: 21015 CW 2023-04-09 0808 RG61PP        599 YG     PA0CT         599 27    
QSO: 21015 CW 2023-04-09 0809 RG61PP        599 YG     RC9O          599 31    
QSO: 21015 CW 2023-04-09 0809 RG61PP        599 YG     DL5ARM        599 28    
QSO: 14014 CW 2023-04-09 0809 RG61PP        599 YG     UA3QAM        599 29    
QSO: 21015 CW 2023-04-09 0811 RG61PP        599 YG     PA7LV         599 27    
QSO: 14014 CW 2023-04-09 0811 RG61PP        599 YG     IT9UFP        599 28    
QSO: 28451 PH 2023-04-09 0811 RG61PP        59  YG     JQ3BPC        59  45    
QSO: 21015 CW 2023-04-09 0812 RG61PP        599 YG     LZ8R          599 28    
QSO: 21015 CW 2023-04-09 0812 RG61PP        599 YG     UG4A          599 29    
QSO: 21015 CW 2023-04-09 0813 RG61PP        599 YG     RA5G          599 29    
QSO: 14014 CW 2023-04-09 0813 RG61PP        599 YG     UN7LV         599 30    
QSO: 21015 CW 2023-04-09 0813 RG61PP        599 YG     UA4PN         599 30    
QSO: 21015 CW 2023-04-09 0813 RG61PP        599 YG     RD3FT         599 29    
QSO: 21015 CW 2023-04-09 0814 RG61PP        599 YG     DF5EN         599 28    
QSO: 21015 CW 2023-04-09 0814 RG61PP        599 YG     DL1BWU        599 28    
QSO: 14014 CW 2023-04-09 0814 RG61PP        599 YG     OK2VWB        599 28    
QSO: 21015 CW 2023-04-09 0814 RG61PP        599 YG     RV3AJ         599 29    
QSO: 14014 CW 2023-04-09 0814 RG61PP        599 YG     EI7CC         599 27    
QSO: 14014 CW 2023-04-09 0815 RG61PP        599 YG     LZ1QN         599 28    
QSO: 14014 CW 2023-04-09 0815 RG61PP        599 YG     RA7M          599 29    
QSO: 21199 PH 2023-04-09 0816 RG61PP        59  YG     R0AK          59  32    
QSO: 14014 CW 2023-04-09 0816 RG61PP        599 YG     SV9RPE        599 28    
QSO: 21199 PH 2023-04-09 0817 RG61PP        59  YG     M7OTZ         59  27    
QSO: 14014 CW 2023-04-09 0817 RG61PP        599 YG     SM7RYR        599 18    
QSO: 21199 PH 2023-04-09 0817 RG61PP        59  YG     R4IT          59  29    
QSO: 21199 PH 2023-04-09 0817 RG61PP        59  YG     RN9N          59  30    
QSO: 21199 PH 2023-04-09 0818 RG61PP        59  YG     IT9FRX        59  28    
QSO: 21199 PH 2023-04-09 0818 RG61PP        59  YG     F1CTE         59  27    
QSO: 21199 PH 2023-04-09 0818 RG61PP        59  YG     UB0JBU        59  33    
QSO: 21199 PH 2023-04-09 0819 RG61PP        59  YG     SV2SIF        59  28    
QSO: 14014 CW 2023-04-09 0819 RG61PP        599 YG     UA6YH         599 29    
QSO: 21199 PH 2023-04-09 0820 RG61PP        59  YG     HB9TIH        59  28    
QSO: 14014 CW 2023-04-09 0820 RG61PP        599 YG     RD4W          599 30    
QSO: 21199 PH 2023-04-09 0820 RG61PP        59  YG     EC5SP         59  37    
QSO: 21199 PH 2023-04-09 0820 RG61PP        59  YG     IZ2VTO        59  28    
QSO: 14014 CW 2023-04-09 0820 RG61PP        599 YG     F5PHY         599 27    
QSO: 21199 PH 2023-04-09 0821 RG61PP        59  YG     ON3VP         59  27    
QSO: 21199 PH 2023-04-09 0821 RG61PP        59  YG     EB5EWM        59  37    
QSO: 21199 PH 2023-04-09 0822 RG61PP        59  YG     R3TE          59  29    
QSO: 14014 CW 2023-04-09 0822 RG61PP        599 YG     RW3FB         599 29    
QSO: 21199 PH 2023-04-09 0822 RG61PP        59  YG     IZ6YNF        59  28    
QSO: 14014 CW 2023-04-09 0822 RG61PP        599 YG     RM7F          599 29    
QSO: 14014 CW 2023-04-09 0823 RG61PP        599 YG     G8AJM         599 27    
QSO: 21199 PH 2023-04-09 0823 RG61PP        59  YG     RA3YDA        59  29    
QSO: 21199 PH 2023-04-09 0823 RG61PP        59  YG     R9YAY         59  31    
QSO: 21199 PH 2023-04-09 0824 RG61PP        59  YG     PH5M          59  27    
QSO: 14014 CW 2023-04-09 0824 RG61PP        599 YG     RQ4F          599 29    
QSO: 21199 PH 2023-04-09 0824 RG61PP        59  YG     UA4PN         59  30    
QSO:  7113 PH 2023-04-09 0825 RG61PP        59  YG     R1PHO         59  29    
QSO: 14014 CW 2023-04-09 0825 RG61PP        599 YG     RA4CL         599 29    
QSO: 14014 CW 2023-04-09 0825 RG61PP        599 YG     PA0CT         599 27    
QSO: 14014 CW 2023-04-09 0826 RG61PP        599 YG     UA1ZZ         599 19    
QSO: 14014 CW 2023-04-09 0827 RG61PP        599 YG     RA7KW         599 29    
QSO: 14014 CW 2023-04-09 0827 RG61PP        599 YG     UA6Y          599 29    
QSO:  7113 PH 2023-04-09 0828 RG61PP        59  YG     RC4AC         59  29    
QSO: 21199 PH 2023-04-09 0828 RG61PP        59  YG     RN8BS         59  30    
QSO: 21199 PH 2023-04-09 0828 RG61PP        59  YG     IZ2GMR        59  28    
QSO: 14139 PH 2023-04-09 0829 RG61PP        59  YG     UA7K          59  29    
QSO: 21010 CW 2023-04-09 0829 RG61PP        599 YG     RG2X          599 RK    
QSO: 14154 PH 2023-04-09 0830 RG61PP        59  YG     UN0LM         59  30    
QSO:  7113 PH 2023-04-09 0830 RG61PP        59  YG     R2BJW         59  29    
QSO: 14180 PH 2023-04-09 0832 RG61PP        59  YG     UA4WGM        59  30    
QSO: 14180 PH 2023-04-09 0833 RG61PP        59  YG     RV7M          59  29    
QSO: 14180 PH 2023-04-09 0833 RG61PP        59  YG     RA9Y          59  31    
QSO: 21199 PH 2023-04-09 0833 RG61PP        59  YG     IU0OVB        59  28    
QSO: 14180 PH 2023-04-09 0833 RG61PP        59  YG     R6CW          59  29    
QSO: 14180 PH 2023-04-09 0833 RG61PP        59  YG     DL9ZP         59  28    
QSO: 14180 PH 2023-04-09 0834 RG61PP        59  YG     ER3KAZ        59  29    
QSO: 14180 PH 2023-04-09 0834 RG61PP        59  YG     RV9LC         59  30    
QSO: 14180 PH 2023-04-09 0835 RG61PP        59  YG     RA6LIS        59  29    
QSO: 14180 PH 2023-04-09 0836 RG61PP        59  YG     IK1XPK        59  28    
QSO: 14180 PH 2023-04-09 0836 RG61PP        59  YG     RV9CVA        59  30    
QSO: 21199 PH 2023-04-09 0836 RG61PP        59  YG     DB5ZF         59  28    
QSO: 14180 PH 2023-04-09 0837 RG61PP        59  YG     R7GU          59  29    
QSO: 14180 PH 2023-04-09 0837 RG61PP        59  YG     HA2KMR        59  28    
QSO: 21199 PH 2023-04-09 0837 RG61PP        59  YG     F4AWH         59  27    
QSO: 14180 PH 2023-04-09 0838 RG61PP        59  YG     R4HIA         59  29    
QSO: 28012 CW 2023-04-09 0838 RG61PP        599 YG     UC5D          599 29    
QSO: 21199 PH 2023-04-09 0838 RG61PP        59  YG     DA4RGI        59  28    
QSO: 14180 PH 2023-04-09 0839 RG61PP        59  YG     RW4HUM        59  30    
QSO: 28012 CW 2023-04-09 0839 RG61PP        599 YG     RA3BQ         599 29    
QSO: 21199 PH 2023-04-09 0839 RG61PP        59  YG     JF1OJC        59  45    
QSO: 14180 PH 2023-04-09 0839 RG61PP        59  YG     IZ7WEM        59  28    
QSO: 14180 PH 2023-04-09 0840 RG61PP        59  YG     YU3A          59  28    
QSO: 28012 CW 2023-04-09 0840 RG61PP        599 YG     UD8A          599 30    
QSO: 21199 PH 2023-04-09 0841 RG61PP        59  YG     TA0ACL        59  39    
QSO: 28012 CW 2023-04-09 0841 RG61PP        599 YG     R9MA          599 31    
QSO: 14180 PH 2023-04-09 0841 RG61PP        59  YG     RZ6ASO        59  29    
QSO: 21199 PH 2023-04-09 0842 RG61PP        59  YG     M3JVX         59  27    
QSO: 28012 CW 2023-04-09 0843 RG61PP        599 YG     D1M           599 29    
QSO: 21199 PH 2023-04-09 0843 RG61PP        59  YG     JK1BYI        59  45    
QSO: 28012 CW 2023-04-09 0843 RG61PP        599 YG     RW0J          599 KV    
QSO: 28012 CW 2023-04-09 0843 RG61PP        599 YG     UA6CC         599 29    
QSO: 21199 PH 2023-04-09 0843 RG61PP        59  YG     9A1UN         59  28    
QSO: 14180 PH 2023-04-09 0844 RG61PP        59  YG     RC7LK         59  29    
QSO: 21199 PH 2023-04-09 0844 RG61PP        59  YG     R8TT          59  AU    
QSO: 28012 CW 2023-04-09 0844 RG61PP        599 YG     R4OF          599 29    
QSO: 21199 PH 2023-04-09 0844 RG61PP        59  YG     DO1HGS        59  28    
QSO: 28012 CW 2023-04-09 0844 RG61PP        599 YG     UA5R          599 29    
QSO: 14180 PH 2023-04-09 0844 RG61PP        59  YG     RU6C          59  29    
QSO: 21199 PH 2023-04-09 0845 RG61PP        59  YG     M0NBR         59  27    
QSO: 28012 CW 2023-04-09 0845 RG61PP        599 YG     R3OR          599 29    
QSO: 21199 PH 2023-04-09 0845 RG61PP        59  YG     RA5G          59  29    
QSO: 28012 CW 2023-04-09 0846 RG61PP        599 YG     JK3OTH        599 45    
QSO: 21199 PH 2023-04-09 0846 RG61PP        59  YG     IK2IQD        59  28    
QSO: 28012 CW 2023-04-09 0846 RG61PP        599 YG     RT4D          599 MP    
QSO: 28012 CW 2023-04-09 0846 RG61PP        599 YG     UA0LDY        599 34    
QSO: 21199 PH 2023-04-09 0847 RG61PP        59  YG     S56FE         59  28    
QSO: 21199 PH 2023-04-09 0847 RG61PP        59  YG     RG2X          59  RK    
QSO: 14175 PH 2023-04-09 0848 RG61PP        59  YG     UA0QAF        59  23    
QSO: 21199 PH 2023-04-09 0848 RG61PP        59  YG     AP5ARS        59  41    
QSO: 21199 PH 2023-04-09 0849 RG61PP        59  YG     G6SSN         59  27    
QSO: 21199 PH 2023-04-09 0850 RG61PP        59  YG     LZ3CC         59  28    
QSO: 14013 CW 2023-04-09 0850 RG61PP        599 YG     RM5F          599 29    
QSO: 14013 CW 2023-04-09 0850 RG61PP        599 YG     RC7LS         599 29    
QSO: 14013 CW 2023-04-09 0850 RG61PP        599 YG     YO3HEX        599 28    
QSO: 14013 CW 2023-04-09 0850 RG61PP        599 YG     YO8BDW        599 28    
QSO: 21199 PH 2023-04-09 0851 RG61PP        59  YG     JA2MBB        59  45    
QSO: 21199 PH 2023-04-09 0852 RG61PP        59  YG     R4HIA         59  29    
QSO: 21199 PH 2023-04-09 0852 RG61PP        59  YG     UA9JNT        59  21    
QSO: 14013 CW 2023-04-09 0852 RG61PP        599 YG     PC1PM         599 27    
QSO: 21199 PH 2023-04-09 0853 RG61PP        59  YG     EW1I          59  29    
QSO: 14013 CW 2023-04-09 0853 RG61PP        599 YG     RA3DSV        599 29    
QSO: 14181 PH 2023-04-09 0854 RG61PP        59  YG     ER3KAZ        59  29    
QSO: 21199 PH 2023-04-09 0854 RG61PP        59  YG     M7VOT         59  27    
QSO: 14181 PH 2023-04-09 0854 RG61PP        59  YG     OK1ULL        59  28    
QSO: 14013 CW 2023-04-09 0854 RG61PP        599 YG     UA6AKD        599 29    
QSO: 14181 PH 2023-04-09 0854 RG61PP        59  YG     OM0AZM        59  28    
QSO: 14013 CW 2023-04-09 0854 RG61PP        599 YG     UA9AX         599 30    
QSO: 14181 PH 2023-04-09 0854 RG61PP        59  YG     ER3CT         59  29    
QSO: 14013 CW 2023-04-09 0855 RG61PP        599 YG     UX5VK         599 29    
QSO: 14181 PH 2023-04-09 0855 RG61PP        59  YG     RM9RZ         59  30    
QSO: 21199 PH 2023-04-09 0855 RG61PP        59  YG     RA9SDT        59  30    
QSO: 14181 PH 2023-04-09 0855 RG61PP        59  YG     RG9A          59  30    
QSO: 14013 CW 2023-04-09 0855 RG61PP        599 YG     YO4RIW        599 28    
QSO: 14181 PH 2023-04-09 0856 RG61PP        59  YG     DL3WB         59  28    
QSO: 21199 PH 2023-04-09 0857 RG61PP        59  YG     F6GBP         59  27    
QSO: 21199 PH 2023-04-09 0857 RG61PP        59  YG     F3QW          59  27    
QSO: 21199 PH 2023-04-09 0858 RG61PP        59  YG     DB6VP         59  28    
QSO: 14013 CW 2023-04-09 0859 RG61PP        599 YG     RV3AJ         599 29    
QSO: 21199 PH 2023-04-09 0859 RG61PP        59  YG     UN9L          59  30    
QSO: 14013 CW 2023-04-09 0900 RG61PP        599 YG     D1Y           599 29    
QSO: 14013 CW 2023-04-09 0900 RG61PP        599 YG     RU6C          599 29    
QSO: 28028 CW 2023-04-09 0900 RG61PP        599 YG     RD1A/MM       599 75    
QSO: 14013 CW 2023-04-09 0900 RG61PP        599 YG     OK2YG         599 28    
QSO: 14013 CW 2023-04-09 0901 RG61PP        599 YG     YO4LSR        599 28    
QSO: 28020 CW 2023-04-09 0902 RG61PP        599 YG     RM0F          599 34    
QSO: 14013 CW 2023-04-09 0902 RG61PP        599 YG     YT1XC         599 28    
QSO: 14013 CW 2023-04-09 0902 RG61PP        599 YG     OM3YCA        599 28    
QSO: 14013 CW 2023-04-09 0903 RG61PP        599 YG     RK3P          599 29    
QSO: 21199 PH 2023-04-09 0903 RG61PP        59  YG     YT5M          59  28    
QSO: 28512 PH 2023-04-09 0903 RG61PP        59  YG     RT9YT         59  31    
QSO: 14013 CW 2023-04-09 0903 RG61PP        599 YG     OM6PR         599 28    
QSO: 14013 CW 2023-04-09 0904 RG61PP        599 YG     DJ6XB         599 28    
QSO: 14013 CW 2023-04-09 0905 RG61PP        599 YG     R9LY          599 30    
QSO: 14013 CW 2023-04-09 0907 RG61PP        599 YG     G4GZG         599 27    
QSO: 21199 PH 2023-04-09 0907 RG61PP        59  YG     HB3XBE        59  28    
QSO: 21199 PH 2023-04-09 0907 RG61PP        59  YG     M0XLT         59  27    
QSO: 14013 CW 2023-04-09 0907 RG61PP        599 YG     G4GZG         599 27    
QSO: 21199 PH 2023-04-09 0908 RG61PP        59  YG     RV7M          59  29    
QSO: 14013 CW 2023-04-09 0908 RG61PP        599 YG     DL7UGO        599 28    
QSO: 21199 PH 2023-04-09 0908 RG61PP        59  YG     UB8AAT        59  30    
QSO: 21199 PH 2023-04-09 0909 RG61PP        59  YG     RA9AP         59  30    
QSO: 14013 CW 2023-04-09 0909 RG61PP        599 YG     RW9AV         599 21    
QSO: 14013 CW 2023-04-09 0909 RG61PP        599 YG     D0AG          599 29    
QSO: 21199 PH 2023-04-09 0910 RG61PP        59  YG     HA8WI         59  28    
QSO: 14013 CW 2023-04-09 0910 RG61PP        599 YG     IK2AVH        599 28    
QSO: 21199 PH 2023-04-09 0911 RG61PP        59  YG     7K1EAS        59  45    
QSO: 14013 CW 2023-04-09 0911 RG61PP        599 YG     RA9AMC        599 30    
QSO: 14013 CW 2023-04-09 0911 RG61PP        599 YG     EV6Z          599 29    
QSO: 21199 PH 2023-04-09 0912 RG61PP        59  YG     UA4HGL        59  29    
QSO: 21199 PH 2023-04-09 0912 RG61PP        59  YG     R6BH          59  29    
QSO: 14013 CW 2023-04-09 0913 RG61PP        599 YG     PA7LV         599 27    
QSO: 21199 PH 2023-04-09 0913 RG61PP        59  YG     ON7HX         59  27    
QSO: 14013 CW 2023-04-09 0914 RG61PP        599 YG     R7KZ          599 29    
QSO: 21199 PH 2023-04-09 0914 RG61PP        59  YG     RO9A          59  30    
QSO: 28027 CW 2023-04-09 0914 RG61PP        599 YG     R0AK          599 32    
QSO: 21199 PH 2023-04-09 0914 RG61PP        59  YG     RQ4F          59  29    
QSO: 21199 PH 2023-04-09 0914 RG61PP        59  YG     RU4CK         59  29    
QSO: 21199 PH 2023-04-09 0915 RG61PP        59  YG     LZ8R          59  28    
QSO: 14013 CW 2023-04-09 0915 RG61PP        599 YG     R7GU          599 29    
QSO: 21199 PH 2023-04-09 0915 RG61PP        59  YG     RY0A          59  32    
QSO: 21199 PH 2023-04-09 0915 RG61PP        59  YG     RA9V          59  31    
QSO: 14013 CW 2023-04-09 0915 RG61PP        599 YG     DK3PM         599 28    
QSO: 28029 CW 2023-04-09 0915 RG61PP        599 YG     OY1CT         599 18    
QSO: 21199 PH 2023-04-09 0916 RG61PP        59  YG     SV2YC         59  28    
QSO: 14013 CW 2023-04-09 0916 RG61PP        599 YG     RT6N          599 29    
QSO: 21199 PH 2023-04-09 0916 RG61PP        59  YG     RK3T          59  29    
QSO: 14013 CW 2023-04-09 0916 RG61PP        599 YG     UK7AL         599 30    
QSO: 21199 PH 2023-04-09 0916 RG61PP        59  YG     DJ6DO         59  28    
QSO: 14013 CW 2023-04-09 0916 RG61PP        599 YG     R3AQ          599 29    
QSO: 14013 CW 2023-04-09 0917 RG61PP        599 YG     DL4BBJ        599 28    
QSO: 21199 PH 2023-04-09 0917 RG61PP        59  YG     R6CC          59  29    
QSO: 14013 CW 2023-04-09 0917 RG61PP        599 YG     I1RJP         599 28    
QSO: 21199 PH 2023-04-09 0919 RG61PP        59  YG     F4JBG         59  27    
QSO: 21199 PH 2023-04-09 0919 RG61PP        59  YG     IK3ZBA        59  28    
QSO: 21199 PH 2023-04-09 0919 RG61PP        59  YG     RV9USA        59  31    
QSO: 14177 PH 2023-04-09 0919 RG61PP        59  YG     RC9A          59  30    
QSO: 14161 PH 2023-04-09 0920 RG61PP        59  YG     YT4W          59  28    
QSO: 14183 PH 2023-04-09 0920 RG61PP        59  YG     R2VA          59  PC    
QSO: 14013 CW 2023-04-09 0921 RG61PP        599 YG     DL1BWU        599 28    
QSO: 21199 PH 2023-04-09 0921 RG61PP        59  YG     RA4PBE        59  29    
QSO: 14164 PH 2023-04-09 0921 RG61PP        59  YG     RM5F          59  29    
QSO: 21199 PH 2023-04-09 0921 RG61PP        59  YG     UC5D          59  29    
QSO: 14013 CW 2023-04-09 0921 RG61PP        599 YG     DL7UPN        599 28    
QSO: 14013 CW 2023-04-09 0921 RG61PP        599 YG     OK2HIJ        599 28    
QSO: 21199 PH 2023-04-09 0921 RG61PP        59  YG     JR3AAZ        59  45    
QSO: 21199 PH 2023-04-09 0922 RG61PP        59  YG     UN9GD         59  31    
QSO: 14198 PH 2023-04-09 0922 RG61PP        59  YG     R0AK          59  32    
QSO: 21199 PH 2023-04-09 0923 RG61PP        59  YG     2E0SLK        59  27    
QSO: 14198 PH 2023-04-09 0923 RG61PP        59  YG     RY0A          59  32    
QSO: 14198 PH 2023-04-09 0923 RG61PP        59  YG     RN9N          59  30    
QSO: 14013 CW 2023-04-09 0923 RG61PP        599 YG     RV9UDO        599 31    
QSO: 21199 PH 2023-04-09 0924 RG61PP        59  YG     IU7QCK        59  27    
QSO: 14198 PH 2023-04-09 0925 RG61PP        59  YG     RN8BS         59  30    
QSO: 21199 PH 2023-04-09 0925 RG61PP        59  YG     DK6IF         59  28    
QSO: 21199 PH 2023-04-09 0926 RG61PP        59  YG     F4JRH         59  27    
QSO: 28034 CW 2023-04-09 0927 RG61PP        599 YG     JA9CWJ        599 45    
QSO: 21199 PH 2023-04-09 0927 RG61PP        59  YG     IK3XTV        59  28    
QSO: 21199 PH 2023-04-09 0928 RG61PP        59  YG     PA4SD         59  27    
QSO: 21199 PH 2023-04-09 0928 RG61PP        59  YG     DF1GA         59  28    
QSO: 28007 CW 2023-04-09 0929 RG61PP        599 YG     RD0A          599 32    
QSO: 21199 PH 2023-04-09 0929 RG61PP        59  YG     LZ1MOD        59  28    
QSO: 21199 PH 2023-04-09 0930 RG61PP        59  YG     M7FAF         59  27    
QSO: 21199 PH 2023-04-09 0930 RG61PP        59  YG     UB8A          59  30    
QSO: 21199 PH 2023-04-09 0931 RG61PP        59  YG     SV2SKU        59  20    
QSO: 14042 CW 2023-04-09 0933 RG61PP        599 YG     RD1A/MM       599 75    
QSO: 21199 PH 2023-04-09 0933 RG61PP        59  YG     IU0LRV        59  28    
QSO: 28017 CW 2023-04-09 0933 RG61PP        599 YG     RA3YDA        599 29    
QSO: 21199 PH 2023-04-09 0933 RG61PP        59  YG     DO1IJU        59  28    
QSO: 21199 PH 2023-04-09 0934 RG61PP        59  YG     F1IXX         59  27    
QSO: 21199 PH 2023-04-09 0934 RG61PP        59  YG     DO2HSV        59  28    
QSO: 28020 CW 2023-04-09 0935 RG61PP        599 YG     RT2C          599 CU    
QSO: 21199 PH 2023-04-09 0935 RG61PP        59  YG     EA3GYE        59  37    
QSO: 28017 CW 2023-04-09 0936 RG61PP        599 YG     RZ9UO         599 31    
QSO: 21199 PH 2023-04-09 0936 RG61PP        59  YG     OE3MCS        59  15    
QSO: 14034 CW 2023-04-09 0936 RG61PP        599 YG     OK1FFA        599 28    
QSO: 21199 PH 2023-04-09 0936 RG61PP        59  YG     RT1S          59  29    
QSO: 14034 CW 2023-04-09 0936 RG61PP        599 YG     EW8OM         599 29    
QSO: 28017 CW 2023-04-09 0936 RG61PP        599 YG     RA6WF         599 29    
QSO: 21199 PH 2023-04-09 0937 RG61PP        59  YG     RD7X          59  29    
QSO: 21199 PH 2023-04-09 0937 RG61PP        59  YG     R1BAC         59  29    
QSO: 14034 CW 2023-04-09 0937 RG61PP        599 YG     SV2FWV        599 28    
QSO: 14034 CW 2023-04-09 0939 RG61PP        599 YG     R7NQ          599 29    
QSO: 21199 PH 2023-04-09 0939 RG61PP        59  YG     DO3DM         59  28    
QSO: 28017 CW 2023-04-09 0939 RG61PP        599 YG     R108M         599 RG    
QSO: 21199 PH 2023-04-09 0940 RG61PP        59  YG     OE6TNO        59  28    
QSO: 28017 CW 2023-04-09 0940 RG61PP        599 YG     R108M         599 RG    
QSO: 14185 PH 2023-04-09 0940 RG61PP        59  YG     UA4PN         59  30    
QSO: 21199 PH 2023-04-09 0941 RG61PP        59  YG     HB3XPJ        59  28    
QSO: 14170 PH 2023-04-09 0941 RG61PP        59  YG     RA4PBE        59  29    
QSO: 28017 CW 2023-04-09 0941 RG61PP        599 YG     RL4F          599 29    
QSO: 21199 PH 2023-04-09 0941 RG61PP        59  YG     G7HGP         59  27    
QSO: 21199 PH 2023-04-09 0942 RG61PP        59  YG     IS0KST        59  28    
QSO: 28017 CW 2023-04-09 0943 RG61PP        599 YG     UA0QNV        599 23    
QSO: 21199 PH 2023-04-09 0943 RG61PP        59  YG     M7ERJ         59  27    
QSO: 28017 CW 2023-04-09 0944 RG61PP        599 YG     LZ4A          599 28    
QSO: 14181 PH 2023-04-09 0944 RG61PP        59  YG     R4RT          59  29    
QSO: 14181 PH 2023-04-09 0945 RG61PP        59  YG     OE1SSW        59  28    
