START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RW0J
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: RN0JT, R0JD, RA0JDI, R0JAC, UA0JF, UA0JGT, UB0J, UB0JAI, UB0JBU
QSO: 14026 CW 2023-04-09 0151 RW0J          599 KV     RK3DK         599 29    
QSO: 28022 CW 2023-04-09 0152 RW0J          599 KV     JA6BWB        599 42    
QSO: 14030 CW 2023-04-09 0155 RW0J          599 KV     UN4L          599 30    
QSO: 14031 CW 2023-04-09 0156 RW0J          599 KV     UN7LAN        599 30    
QSO: 14025 CW 2023-04-09 0158 RW0J          599 KV     RZ9UO         599 31    
QSO: 14022 CW 2023-04-09 0159 RW0J          599 KV     RA7A          599 29    
QSO: 14017 CW 2023-04-09 0201 RW0J          599 KV     UA0QN         599 23    
QSO: 14015 CW 2023-04-09 0204 RW0J          599 KV     UA0QNV        599 23    
QSO: 14013 CW 2023-04-09 0206 RW0J          599 KV     R9OK          599 31    
QSO: 21188 PH 2023-04-09 0207 RW0J          59  KV     RA9V          59  31    
QSO: 28023 CW 2023-04-09 0209 RW0J          599 KV     JE6MCA        599 40    
QSO: 14017 CW 2023-04-09 0210 RW0J          599 KV     UA0LDY        599 34    
QSO: 28023 CW 2023-04-09 0211 RW0J          599 KV     UI0B          599 32    
QSO: 14018 CW 2023-04-09 0212 RW0J          599 KV     R8TT          599 AU    
QSO: 28023 CW 2023-04-09 0212 RW0J          599 KV     RA0AY         599 32    
QSO: 28023 CW 2023-04-09 0213 RW0J          599 KV     R8CT          599 30    
QSO: 28023 CW 2023-04-09 0214 RW0J          599 KV     RW0AJ         599 32    
QSO: 14015 CW 2023-04-09 0214 RW0J          599 KV     UA4WW         599 30    
QSO: 14030 CW 2023-04-09 0218 RW0J          599 KV     UA0D          599 33    
QSO: 14025 CW 2023-04-09 0225 RW0J          599 KV     UA4S          599 29    
QSO: 28023 CW 2023-04-09 0225 RW0J          599 KV     JR6CSY        599 45    
QSO: 14017 CW 2023-04-09 0226 RW0J          599 KV     R8TT          599 AU    
QSO: 28023 CW 2023-04-09 0228 RW0J          599 KV     RZ9UO         599 31    
QSO: 14001 CW 2023-04-09 0228 RW0J          599 KV     RG61PP        599 YG    
QSO: 21012 CW 2023-04-09 0229 RW0J          599 KV     RK3T          599 29    
QSO: 28023 CW 2023-04-09 0229 RW0J          599 KV     JA3MDU        599 24    
QSO: 28023 CW 2023-04-09 0230 RW0J          599 KV     JF2SKV        599 45    
QSO: 14018 CW 2023-04-09 0231 RW0J          599 KV     UN9L          599 30    
QSO: 14175 PH 2023-04-09 0232 RW0J          59  KV     R0QAF         59  23    
QSO: 28023 CW 2023-04-09 0233 RW0J          599 KV     JK2VOC        599 45    
QSO: 14195 PH 2023-04-09 0233 RW0J          59  KV     RA0SAB        59  32    
QSO: 28023 CW 2023-04-09 0233 RW0J          599 KV     JA3JM         599 45    
QSO: 28023 CW 2023-04-09 0234 RW0J          599 KV     JJ6ULP        599 40    
QSO: 14188 PH 2023-04-09 0235 RW0J          59  KV     RC5Z          59  29    
QSO: 14158 PH 2023-04-09 0236 RW0J          59  KV     RW0A          59  SA    
QSO: 14032 CW 2023-04-09 0236 RW0J          599 KV     RT3F          599 CP    
QSO: 14035 CW 2023-04-09 0238 RW0J          599 KV     RZ9L          599 30    
QSO: 21015 CW 2023-04-09 0241 RW0J          599 KV     UW1M          599 29    
QSO: 21015 CW 2023-04-09 0242 RW0J          599 KV     RT3F          599 CP    
QSO: 21015 CW 2023-04-09 0243 RW0J          599 KV     R8TT          599 AU    
QSO: 21015 CW 2023-04-09 0244 RW0J          599 KV     R7MM          599 29    
QSO: 14031 CW 2023-04-09 0244 RW0J          599 KV     UA4HEZ        599 30    
QSO: 14031 CW 2023-04-09 0245 RW0J          599 KV     NA1NA         599 08    
QSO: 14031 CW 2023-04-09 0246 RW0J          599 KV     RN9N          599 30    
QSO: 14031 CW 2023-04-09 0247 RW0J          599 KV     UD0O          599 32    
QSO: 21015 CW 2023-04-09 0247 RW0J          599 KV     R8CT          599 30    
QSO: 14031 CW 2023-04-09 0248 RW0J          599 KV     R7MM          599 29    
QSO: 14155 PH 2023-04-09 0248 RW0J          59  KV     UA9URI        59  31    
QSO: 21015 CW 2023-04-09 0249 RW0J          599 KV     RQ9O          599 31    
QSO: 21015 CW 2023-04-09 0249 RW0J          599 KV     UA4Z          599 29    
QSO: 14034 CW 2023-04-09 0251 RW0J          599 KV     RA9Y          599 31    
QSO: 14167 PH 2023-04-09 0252 RW0J          59  KV     RD0A          59  32    
QSO: 14200 PH 2023-04-09 0254 RW0J          59  KV     RT2C          59  CU    
QSO: 14022 CW 2023-04-09 0254 RW0J          599 KV     RW9AV         599 21    
QSO: 21015 CW 2023-04-09 0255 RW0J          599 KV     UN7CN         599 30    
QSO: 14026 CW 2023-04-09 0255 RW0J          599 KV     RL9L          599 30    
QSO: 21015 CW 2023-04-09 0256 RW0J          599 KV     RA9DZ         599 30    
QSO: 14177 PH 2023-04-09 0300 RW0J          59  KV     RA7A          59  29    
QSO: 14025 CW 2023-04-09 0302 RW0J          599 KV     RQ9O          599 31    
QSO: 14144 PH 2023-04-09 0304 RW0J          59  KV     RC6U          59  29    
QSO: 21019 CW 2023-04-09 0308 RW0J          599 KV     RK3T          599 29    
QSO: 21020 CW 2023-04-09 0309 RW0J          599 KV     RZ9L          QSO: 14022 
QSO: 14043 CW 2023-04-09 0310 RW0J          599 KV     UN8PT         599 30    
QSO: 14048 CW 2023-04-09 0311 RW0J          599 KV     UB8K          599 29    
QSO: 28023 CW 2023-04-09 0311 RW0J          599 KV     RZ8U          599 31    
QSO: 21017 CW 2023-04-09 0311 RW0J          599 KV     RA7A          599 29    
QSO: 14173 PH 2023-04-09 0312 RW0J          59  KV     UA9CUA        59  30    
QSO: 14020 CW 2023-04-09 0314 RW0J          599 KV     RA9DZ         599 30    
QSO: 21010 CW 2023-04-09 0315 RW0J          599 KV     RW0A          599 SA    
QSO: 14021 CW 2023-04-09 0316 RW0J          599 KV     R0AK          599 32    
QSO: 21182 PH 2023-04-09 0319 RW0J          59  KV     RZ9L          59  30    
QSO: 21210 PH 2023-04-09 0320 RW0J          59  KV     UA9URI        59  31    
QSO: 14026 CW 2023-04-09 0321 RW0J          599 KV     RT4D          599 MP    
QSO: 21191 PH 2023-04-09 0323 RW0J          59  KV     RA0SAB        59  32    
QSO: 21191 PH 2023-04-09 0324 RW0J          59  KV     RA7A          59  29    
QSO: 21191 PH 2023-04-09 0325 RW0J          59  KV     UA0D          59  33    
QSO: 14028 CW 2023-04-09 0325 RW0J          599 KV     RN9RF         599 30    
QSO: 14031 CW 2023-04-09 0326 RW0J          599 KV     R3OM          599 29    
QSO: 21191 PH 2023-04-09 0327 RW0J          59  KV     RK9CYA        59  30    
QSO: 21015 CW 2023-04-09 0329 RW0J          599 KV     RA9MA         59  30    
QSO: 14017 CW 2023-04-09 0329 RW0J          599 KV     UF5A          599 29    
QSO: 28495 PH 2023-04-09 0331 RW0J          59  KV     RZ9U          59  31    
QSO: 14020 CW 2023-04-09 0331 RW0J          599 KV     RN3AM         599 29    
QSO: 21014 CW 2023-04-09 0332 RW0J          599 KV     RT0O          599 32    
QSO: 21200 PH 2023-04-09 0332 RW0J          59  KV     RW0A          59  SA    
QSO: 21204 PH 2023-04-09 0334 RW0J          59  KV     RM4HZ         59  30    
QSO: 21012 CW 2023-04-09 0334 RW0J          599 KV     RG61PP        599 YG    
QSO: 14029 CW 2023-04-09 0336 RW0J          599 KV     K7RL          599 03    
QSO: 21018 CW 2023-04-09 0336 RW0J          599 KV     R0RG          599 32    
QSO: 21181 PH 2023-04-09 0336 RW0J          59  KV     RT3F          59  CP    
QSO: 21186 PH 2023-04-09 0337 RW0J          59  KV     RT9YT         59  31    
QSO: 21208 PH 2023-04-09 0339 RW0J          59  KV     RK3T          59  29    
QSO: 21202 PH 2023-04-09 0339 RW0J          59  KV     R0AH          59  32    
QSO: 14014 CW 2023-04-09 0341 RW0J          599 KV     UA3QGT        599 29    
QSO: 21016 CW 2023-04-09 0341 RW0J          599 KV     R9YC          599 31    
QSO: 14018 CW 2023-04-09 0346 RW0J          599 KV     R4WDX         599 30    
QSO: 14134 PH 2023-04-09 0347 RW0J          59  KV     RM4HZ         59  30    
QSO: 14127 PH 2023-04-09 0348 RW0J          59  KV     LZ3CC         59  28    
QSO: 21004 CW 2023-04-09 0350 RW0J          599 KV     UD7K          599 20    
QSO: 21013 CW 2023-04-09 0353 RW0J          599 KV     UD8A          599 30    
QSO: 14025 CW 2023-04-09 0356 RW0J          599 KV     R108M         599 RG    
QSO: 21020 CW 2023-04-09 0357 RW0J          599 KV     UA4S          599 29    
QSO: 14011 CW 2023-04-09 0359 RW0J          599 KV     RA5G          599 29    
QSO: 21024 CW 2023-04-09 0359 RW0J          599 KV     RT3F          599 CP    
QSO: 21028 CW 2023-04-09 0401 RW0J          599 KV     UN9GD         599 29    
QSO: 14012 CW 2023-04-09 0403 RW0J          599 KV     RO9O          599 31    
QSO: 14004 CW 2023-04-09 0407 RW0J          599 KV     R0RT          599 32    
QSO: 21025 CW 2023-04-09 0407 RW0J          599 KV     UD8V          599 31    
QSO: 14025 CW 2023-04-09 0411 RW0J          599 KV     UP0L          599 30    
QSO: 21018 CW 2023-04-09 0412 RW0J          599 KV     RN9N          599 30    
QSO: 21014 CW 2023-04-09 0415 RW0J          599 KV     R7AW          599 29    
QSO: 14017 CW 2023-04-09 0415 RW0J          599 KV     R4IT          599 29    
QSO: 14013 CW 2023-04-09 0425 RW0J          599 KV     YT4W          599 28    
QSO: 21033 CW 2023-04-09 0427 RW0J          599 KV     UN9FW         599 31    
QSO: 14016 CW 2023-04-09 0427 RW0J          599 KV     RT1Q          599 29    
QSO: 21225 PH 2023-04-09 0429 RW0J          59  KV     RT2C          59  CU    
QSO: 21185 PH 2023-04-09 0430 RW0J          59  KV     RA0ACM        59  32    
QSO: 14024 CW 2023-04-09 0431 RW0J          599 KV     RG9A          599 30    
QSO: 28510 PH 2023-04-09 0433 RW0J          59  KV     RT9YT         59  31    
QSO: 21032 CW 2023-04-09 0436 RW0J          599 KV     UA4Z          599 19    
QSO: 14117 PH 2023-04-09 0441 RW0J          59  KV     R3RZ          59  29    
QSO: 21015 CW 2023-04-09 0442 RW0J          599 KV     R9YC          599 29    
QSO: 21217 PH 2023-04-09 0443 RW0J          59  KV     RA9AU         59  30    
QSO: 21020 CW 2023-04-09 0444 RW0J          599 KV     R0AK          599 31    
QSO: 21016 CW 2023-04-09 0445 RW0J          599 KV     RT2C          599 CU    
QSO: 28508 PH 2023-04-09 0446 RW0J          59  KV     R0AH          59  32    
QSO: 28018 CW 2023-04-09 0446 RW0J          599 KV     RG61PP        599 YG    
QSO: 21021 CW 2023-04-09 0447 RW0J          599 KV     R9YC          599 31    
QSO: 28019 CW 2023-04-09 0448 RW0J          599 KV     RU6AX         599 29    
QSO: 21040 CW 2023-04-09 0448 RW0J          599 KV     RA9Y          599 31    
QSO: 21023 CW 2023-04-09 0449 RW0J          599 KV     RW0AJ         599 32    
QSO: 14208 PH 2023-04-09 0449 RW0J          59  KV     UN9L          59  30    
QSO: 21028 CW 2023-04-09 0453 RW0J          599 KV     R5QQ          599 29    
QSO: 14174 PH 2023-04-09 0454 RW0J          59  KV     RW3DU         59  29    
QSO: 28030 CW 2023-04-09 0454 RW0J          599 KV     R4WDX         599 30    
QSO: 28030 CW 2023-04-09 0455 RW0J          599 KV     R7MM          599 29    
QSO: 21029 CW 2023-04-09 0455 RW0J          599 KV     UA4FER        599 29    
QSO: 28030 CW 2023-04-09 0456 RW0J          599 KV     UW1M          599 29    
QSO: 28030 CW 2023-04-09 0456 RW0J          599 KV     RT3F          599 CP    
QSO: 21015 CW 2023-04-09 0456 RW0J          599 KV     R7AW          599 29    
QSO: 28030 CW 2023-04-09 0457 RW0J          599 KV     RX3AEX        599 29    
QSO: 14021 CW 2023-04-09 0458 RW0J          599 KV     RW9DX         599 30    
QSO: 28030 CW 2023-04-09 0458 RW0J          599 KV     BG8DIV        599 43    
QSO: 28493 PH 2023-04-09 0458 RW0J          59  KV     RA9V          59  31    
QSO: 28030 CW 2023-04-09 0458 RW0J          599 KV     R3PIQ         599 29    
QSO: 14023 CW 2023-04-09 0459 RW0J          599 KV     RG5A/6        599 29    
QSO: 21025 CW 2023-04-09 0459 RW0J          599 KV     UD8V          599 31    
QSO: 28520 PH 2023-04-09 0501 RW0J          59  KV     UA9URI        59  31    
QSO: 28520 PH 2023-04-09 0502 RW0J          59  KV     UN3G          59  31    
QSO: 14027 CW 2023-04-09 0502 RW0J          599 KV     OG7F          599 18    
QSO: 28015 CW 2023-04-09 0504 RW0J          599 KV     RO9O          599 31    
QSO: 28017 CW 2023-04-09 0504 RW0J          599 KV     UA4FER        599 29    
QSO: 21029 CW 2023-04-09 0505 RW0J          599 KV     RA9MX         599 30    
QSO: 28017 CW 2023-04-09 0505 RW0J          599 KV     R5AG          599 AL    
QSO: 28021 CW 2023-04-09 0506 RW0J          599 KV     R3OM          599 29    
QSO: 28025 CW 2023-04-09 0506 RW0J          599 KV     RK3DK         599 29    
QSO: 21029 CW 2023-04-09 0507 RW0J          599 KV     OK1VK         599 28    
QSO: 28520 PH 2023-04-09 0509 RW0J          59  KV     UA3OO         59  29    
QSO: 21029 CW 2023-04-09 0509 RW0J          599 KV     RA3AN         599 29    
QSO: 28520 PH 2023-04-09 0509 RW0J          59  KV     R7AM          59  29    
QSO: 28520 PH 2023-04-09 0510 RW0J          59  KV     ER3KAZ        59  29    
QSO: 28520 PH 2023-04-09 0510 RW0J          59  KV     RW4CJH        59  29    
QSO: 28520 PH 2023-04-09 0511 RW0J          59  KV     R3RZ          59  29    
QSO: 21029 CW 2023-04-09 0511 RW0J          599 KV     RK9CYA        599 30    
QSO: 28520 PH 2023-04-09 0511 RW0J          59  KV     RO9O          59  31    
QSO: 21029 CW 2023-04-09 0512 RW0J          599 KV     R3OM          599 29    
QSO: 21029 CW 2023-04-09 0512 RW0J          599 KV     RC6U          599 29    
QSO: 28520 PH 2023-04-09 0512 RW0J          59  KV     UA4HGL        59  29    
QSO: 28520 PH 2023-04-09 0512 RW0J          59  KV     R5AG          59  AL    
QSO: 28520 PH 2023-04-09 0513 RW0J          59  KV     R4HIA         59  29    
QSO: 21029 CW 2023-04-09 0513 RW0J          599 KV     JE8UHY        599 45    
QSO: 28520 PH 2023-04-09 0513 RW0J          59  KV     RT3F          59  CP    
QSO: 28520 PH 2023-04-09 0513 RW0J          59  KV     UA0D          59  33    
QSO: 21029 CW 2023-04-09 0513 RW0J          599 KV     YB9ELS        599 54    
QSO: 21029 CW 2023-04-09 0514 RW0J          599 KV     RD8D          599 30    
QSO: 28520 PH 2023-04-09 0514 RW0J          59  KV     R7DX          59  29    
QSO: 21029 CW 2023-04-09 0514 RW0J          599 KV     RG9A          599 30    
QSO: 28029 CW 2023-04-09 0515 RW0J          599 KV     RN6A          599 29    
QSO: 21029 CW 2023-04-09 0515 RW0J          599 KV     EX8MJ         599 30    
QSO: 21029 CW 2023-04-09 0516 RW0J          599 KV     UB8A          599 30    
QSO: 28020 CW 2023-04-09 0517 RW0J          599 KV     RT2C          599 29    
QSO: 28520 PH 2023-04-09 0520 RW0J          59  KV     RU3VQ         59  29    
QSO: 21030 CW 2023-04-09 0520 RW0J          599 KV     RT5P          599 29    
QSO: 21030 CW 2023-04-09 0521 RW0J          599 KV     RN3AM         599 29    
QSO: 21030 CW 2023-04-09 0521 RW0J          599 KV     UI8C          599 30    
QSO: 21030 CW 2023-04-09 0522 RW0J          599 KV     RA3PN         599 29    
QSO: 21030 CW 2023-04-09 0523 RW0J          599 KV     R8MB/1        599 20    
QSO: 21030 CW 2023-04-09 0524 RW0J          599 KV     OK2VWB        599 28    
QSO: 21030 CW 2023-04-09 0524 RW0J          599 KV     UP4L          599 30    
QSO: 21030 CW 2023-04-09 0525 RW0J          599 KV     LZ3SM         599 28    
QSO: 21014 CW 2023-04-09 0525 RW0J          599 KV     R7MM          599 29    
QSO: 28023 CW 2023-04-09 0525 RW0J          599 KV     RT5Q          599 29    
QSO: 28023 CW 2023-04-09 0525 RW0J          599 KV     RZ3DC         599 29    
QSO: 21030 CW 2023-04-09 0526 RW0J          599 KV     RT4D          599 MP    
QSO: 21030 CW 2023-04-09 0527 RW0J          599 KV     RA9AP         599 30    
QSO: 28520 PH 2023-04-09 0530 RW0J          59  KV     U4MIR         59  CV    
QSO: 21030 CW 2023-04-09 0533 RW0J          599 KV     RL6M          599 29    
QSO: 21030 CW 2023-04-09 0533 RW0J          599 KV     RN5AA         599 29    
QSO: 21030 CW 2023-04-09 0533 RW0J          599 KV     RK3DK         599 29    
QSO: 28019 CW 2023-04-09 0534 RW0J          599 KV     RK3ER         599 29    
QSO: 21199 PH 2023-04-09 0535 RW0J          59  KV     RG61PP        59  IG    
QSO: 21030 CW 2023-04-09 0536 RW0J          599 KV     UN4L          599 30    
QSO: 21188 PH 2023-04-09 0536 RW0J          59  KV     RC5Z          59  29    
QSO: 21030 CW 2023-04-09 0537 RW0J          599 KV     UA6Y          599 29    
QSO: 21180 PH 2023-04-09 0538 RW0J          59  KV     R5EO          59  29    
QSO: 21030 CW 2023-04-09 0538 RW0J          599 KV     RT5Q          599 29    
QSO: 21030 CW 2023-04-09 0538 RW0J          599 KV     OK5SA         599 28    
QSO: 21230 PH 2023-04-09 0539 RW0J          59  KV     U4MIR         59  CV    
QSO: 21030 CW 2023-04-09 0539 RW0J          599 KV     UA5R          599 29    
QSO: 21182 PH 2023-04-09 0544 RW0J          59  KV     R3RZ          59  29    
QSO: 21162 PH 2023-04-09 0545 RW0J          59  KV     RW3DU         59  29    
QSO: 28016 CW 2023-04-09 0547 RW0J          599 KV     RA3AN         599 29    
QSO: 28016 CW 2023-04-09 0547 RW0J          599 KV     R108M         599 RG    
QSO: 28016 CW 2023-04-09 0548 RW0J          599 KV     R0AF          599 32    
QSO: 28016 CW 2023-04-09 0548 RW0J          599 KV     RN4HAB        599 30    
QSO: 21032 CW 2023-04-09 0551 RW0J          599 KV     RK4CYW        599 29    
QSO: 21032 CW 2023-04-09 0552 RW0J          599 KV     RG5A/6        599 29    
QSO: 21032 CW 2023-04-09 0552 RW0J          599 KV     UR7MZ         599 29    
QSO: 21032 CW 2023-04-09 0553 RW0J          599 KV     UA4WJ         599 30    
QSO: 28025 CW 2023-04-09 0553 RW0J          599 KV     R7AM          599 29    
QSO: 21032 CW 2023-04-09 0554 RW0J          599 KV     RM6J          599 29    
QSO: 28027 CW 2023-04-09 0554 RW0J          599 KV     RC6U          599 29    
QSO: 21183 PH 2023-04-09 0555 RW0J          59  KV     RZ0SW         59  32    
QSO: 21032 CW 2023-04-09 0555 RW0J          599 KV     R9MA          599 31    
QSO: 21032 CW 2023-04-09 0555 RW0J          599 KV     R2RZ          599 29    
QSO: 28032 CW 2023-04-09 0555 RW0J          599 KV     R2VA          599 PC    
QSO: 21217 PH 2023-04-09 0556 RW0J          59  KV     RD0A          59  32    
QSO: 21032 CW 2023-04-09 0557 RW0J          599 KV     RL3T          599 29    
QSO: 21032 CW 2023-04-09 0558 RW0J          599 KV     RD3TOK        599 29    
QSO: 21222 PH 2023-04-09 0558 RW0J          59  KV     LZ2VU         59  28    
QSO: 21032 CW 2023-04-09 0558 RW0J          599 KV     R9OK          599 31    
QSO: 21032 CW 2023-04-09 0559 RW0J          599 KV     UN2E          599 30    
QSO: 21032 CW 2023-04-09 0559 RW0J          599 KV     UA0D          599 33    
QSO: 28491 PH 2023-04-09 0600 RW0J          59  KV     RC5Z          59  29    
QSO: 21032 CW 2023-04-09 0600 RW0J          599 KV     S51RU         599 28    
QSO: 21032 CW 2023-04-09 0600 RW0J          599 KV     UT3IZ         599 29    
QSO: 28024 CW 2023-04-09 0600 RW0J          599 KV     UA6GO         599 29    
QSO: 21032 CW 2023-04-09 0602 RW0J          599 KV     RA7M          599 29    
QSO: 28522 PH 2023-04-09 0602 RW0J          59  KV     RG61PP        59  YG    
QSO: 21032 CW 2023-04-09 0602 RW0J          599 KV     RN3S          599 29    
QSO: 21032 CW 2023-04-09 0603 RW0J          599 KV     SC3A          599 18    
QSO: 28019 CW 2023-04-09 0603 RW0J          599 KV     RK3P          599 29    
QSO: 21032 CW 2023-04-09 0604 RW0J          599 KV     UA7G          599 29    
QSO: 28014 CW 2023-04-09 0605 RW0J          599 KV     BI8CZM        599 43    
QSO: 21032 CW 2023-04-09 0605 RW0J          599 KV     R4IT          599 29    
QSO: 21032 CW 2023-04-09 0606 RW0J          599 KV     UG4A          599 29    
