START-OF-LOG: 3.0
CONTEST: EA-RTTY
CALLSIGN: PA0AWH
CATEGORY: SINGLE-OP ALL QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
LOCATION: DX
CLUB:    DIGITAL MODES CLUB
NAME:    Ad van der Wielen
SOAPBOX: RIG: FT817, 5 WATT IN RTTY
SOAPBOX: ANTENNAS: SLOPING DELTA LOOP / WINDOM AS INV. VEE
QSO:  3500 RY 2020-04-05 0455 PA0AWH        599 046        ED7N          599 CO           
QSO:  3500 RY 2020-04-05 0503 PA0AWH        599 047        OE9GHV        599 027        
QSO:  3500 RY 2020-04-05 0511 PA0AWH        599 048        PA0PIW        599 094        
QSO:  3500 RY 2020-04-05 0512 PA0AWH        599 049        LX1HD         599 100        
QSO:  3500 RY 2020-04-05 0514 PA0AWH        599 050        ED1D          599 P           
QSO:  3500 RY 2020-04-05 0516 PA0AWH        599 051        EA1AP         599 S           
QSO:  3500 RY 2020-04-05 0519 PA0AWH        599 052        F1DHX         599 028        
QSO:  3500 RY 2020-04-05 0526 PA0AWH        599 053        F4FDR         599 158        
QSO:  3500 RY 2020-04-05 0531 PA0AWH        599 054        PA4G          599 184        
QSO:  3500 RY 2020-04-05 0540 PA0AWH        599 055        G1P           599 128        
QSO:  3500 RY 2020-04-05 0545 PA0AWH        599 056        LX1ER         599 259        
QSO:  3500 RY 2020-04-05 0552 PA0AWH        599 057        OO3O          599 133        
QSO:  7000 RY 2020-04-05 0640 PA0AWH        599 058        LZ5K          599 399        
QSO:  7000 RY 2020-04-05 0644 PA0AWH        599 059        F5OAM         599 232        
QSO:  7000 RY 2020-04-05 0646 PA0AWH        599 060        EA7KE         599 SE           
QSO:  7000 RY 2020-04-05 0648 PA0AWH        599 061        EA4URE        599 HQ           
QSO:  7000 RY 2020-04-05 0655 PA0AWH        599 062        S57YK         599 060        
QSO:  7000 RY 2020-04-05 0659 PA0AWH        599 063        S58Q          599 192        
QSO:  7000 RY 2020-04-05 0716 PA0AWH        599 064        IK4QJF        599 167        
QSO:  7000 RY 2020-04-05 0716 PA0AWH        599 065        LY6A          599 627        
QSO:  7000 RY 2020-04-05 0720 PA0AWH        599 066        LB2WG         599 152        
QSO:  7000 RY 2020-04-05 0721 PA0AWH        599 067        S51CK         599 414        
QSO:  7000 RY 2020-04-05 0725 PA0AWH        599 068        IN3FOI        599 275        
QSO:  7000 RY 2020-04-05 0729 PA0AWH        599 069        EA5FID        599 A           
QSO:  7000 RY 2020-04-05 0734 PA0AWH        599 070        S57SWR        599 241        
QSO: 14000 RY 2020-04-05 0739 PA0AWH        599 071        RT9S          599 295        
QSO: 14000 RY 2020-04-05 1112 PA0AWH        599 072        EA1G          599 O           
QSO: 14000 RY 2020-04-05 1115 PA0AWH        599 073        RZ3Y          599 463        
QSO: 21000 RY 2020-04-05 1125 PA0AWH        599 074        EC5K          599 V           
QSO: 21000 RY 2020-04-05 1127 PA0AWH        599 075        EA5J          599 MU           
QSO: 21000 RY 2020-04-05 1134 PA0AWH        599 076        EA8LG         599 GC           
QSO: 21000 RY 2020-04-05 1140 PA0AWH        599 077        EA4URE        599 HQ           
QSO:  7000 RY 2020-04-05 1413 PA0AWH        599 078        YO9HP         599 413        
QSO:  7000 RY 2020-04-05 1417 PA0AWH        599 079        DL5RK         599 261        
QSO:  7000 RY 2020-04-05 1418 PA0AWH        599 080        GW0A          599 671        
QSO:  7000 RY 2020-04-05 1420 PA0AWH        599 081        I0WBX         599 476        
QSO:  7000 RY 2020-04-05 1423 PA0AWH        599 082        LA7VK         599 248        
QSO:  7000 RY 2020-04-05 1427 PA0AWH        599 083        EC1KR         599 AV           
QSO:  7000 RY 2020-04-05 1433 PA0AWH        599 084        IK2PZC        599 353        
QSO:  7000 RY 2020-04-05 1435 PA0AWH        599 085        LA7VK         599 253        
END-OF-LOG:
