START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.4.20
CONTEST: EA-MAJESTAD-CW
CALLSIGN: EC1KR
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: 
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 15566
CLUB: EA CONTEST CLUB
NAME: JESUS MARIA GIMARE
OPERATORS: 
SOAPBOX: Participacion testimonial, muchas gracias por los qso. 73 de Jesus EC1KR
QSO:  7025 CW 2020-05-17 0744 EC1KR         599 AV     DL2MDU        599 164       0  
QSO:  7023 CW 2020-05-17 0745 EC1KR         599 AV     EA5XA         599 V          0  
QSO:  7022 CW 2020-05-17 0747 EC1KR         599 AV     YT1A          599 734       0  
QSO:  7036 CW 2020-05-17 0749 EC1KR         599 AV     EA3EER        599 B          0  
QSO:  7033 CW 2020-05-17 0751 EC1KR         599 AV     DL2DXA/P      599 012       0  
QSO:  7021 CW 2020-05-17 0752 EC1KR         599 AV     EC7AMY        599 SE         0  
QSO:  7011 CW 2020-05-17 0753 EC1KR         599 AV     EA4EU         599 CR         0  
QSO:  7003 CW 2020-05-17 0754 EC1KR         599 AV     EA5/PA3FOC    599 A          0  
QSO:  7007 CW 2020-05-17 0754 EC1KR         599 AV     EA3X          599 B          0  
QSO:  7009 CW 2020-05-17 0756 EC1KR         599 AV     PA75LEX       599 069       0  
QSO:  7010 CW 2020-05-17 0758 EC1KR         599 AV     YT4T          599 613       0  
QSO:  7011 CW 2020-05-17 0759 EC1KR         599 AV     9A2AJ         599 758       0  
QSO:  7013 CW 2020-05-17 0800 EC1KR         599 AV     EA3PP         599 B          0  
QSO:  7014 CW 2020-05-17 0801 EC1KR         599 AV     EA1EVA        599 O          0  
QSO:  7030 CW 2020-05-17 0802 EC1KR         599 AV     EA5EY         599 A          0  
QSO:  7026 CW 2020-05-17 0804 EC1KR         599 AV     EA3CV         599 B          0  
QSO:  7026 CW 2020-05-17 0805 EC1KR         599 AV     EA5ICS        599 A          0  
QSO:  7026 CW 2020-05-17 0806 EC1KR         599 AV     IV3SKB        599 069       0  
QSO:  7026 CW 2020-05-17 0806 EC1KR         599 AV     EA2BNU        599 SS         0  
QSO: 14045 CW 2020-05-17 0813 EC1KR         599 AV     OH1F          599 015       0  
QSO: 14047 CW 2020-05-17 0814 EC1KR         599 AV     EC4C          599 BA         0  
QSO: 14032 CW 2020-05-17 0817 EC1KR         599 AV     OY1CT         599 557       0  
QSO: 14015 CW 2020-05-17 0823 EC1KR         599 AV     M8A           599 219       0  
QSO: 14013 CW 2020-05-17 0825 EC1KR         599 AV     Z33B          599 382       0  
QSO:  7007 CW 2020-05-17 0827 EC1KR         599 AV     F5NBX         599 161       0  
QSO:  7008 CW 2020-05-17 0828 EC1KR         599 AV     EA7AZA        599 CA         0  
QSO:  7011 CW 2020-05-17 0828 EC1KR         599 AV     EA1ND         599 PO         0  
QSO:  7015 CW 2020-05-17 0830 EC1KR         599 AV     EB5A          599 A          0  
QSO:  7015 CW 2020-05-17 0831 EC1KR         599 AV     EA7GL         599 SE         0  
QSO:  7019 CW 2020-05-17 0832 EC1KR         599 AV     EA3KE         599 T          0  
QSO:  7020 CW 2020-05-17 0833 EC1KR         599 AV     HA7RY         599 779       0  
QSO:  7029 CW 2020-05-17 0835 EC1KR         599 AV     EA1DAV        599 C          0  
QSO:  7030 CW 2020-05-17 0835 EC1KR         599 AV     DL2OM         599 007       0  
QSO:  7034 CW 2020-05-17 0836 EC1KR         599 AV     EA1WX         599 O          0  
QSO:  7014 CW 2020-05-17 0839 EC1KR         599 AV     EF7A          599 CA         0  
QSO:  7005 CW 2020-05-17 0841 EC1KR         599 AV     EA7ZC         599 CO         0  
QSO:  7004 CW 2020-05-17 0842 EC1KR         599 AV     EA7HAB        599 GR         0  
QSO:  7002 CW 2020-05-17 0842 EC1KR         599 AV     EC4C          599 BA         0  
QSO: 14002 CW 2020-05-17 0854 EC1KR         599 AV     LA5LJA        599 234       0  
QSO: 14004 CW 2020-05-17 0855 EC1KR         599 AV     SN1T          599 1233       0  
QSO: 14014 CW 2020-05-17 0857 EC1KR         599 AV     S51DX         599 843       0  
QSO: 14019 CW 2020-05-17 0857 EC1KR         599 AV     EA3NO         599 B          0  
QSO: 14026 CW 2020-05-17 0858 EC1KR         599 AV     EI5KF         599 1023       0  
QSO: 14046 CW 2020-05-17 0901 EC1KR         599 AV     EF0F          599 SMR        0  
QSO: 14034 CW 2020-05-17 0902 EC1KR         599 AV     EA8KW         599 GC         0  
QSO: 14033 CW 2020-05-17 0903 EC1KR         599 AV     EA8RM         599 GC         0  
QSO: 14029 CW 2020-05-17 0904 EC1KR         599 AV     EA5J          599 MU         0  
QSO: 14025 CW 2020-05-17 0905 EC1KR         599 AV     LZ6E          599 770       0  
QSO: 14011 CW 2020-05-17 0908 EC1KR         599 AV     4Z4DX         599 620       0  
QSO: 14025 CW 2020-05-17 0909 EC1KR         599 AV     IK3QAR        599 376       0  
QSO: 14035 CW 2020-05-17 0910 EC1KR         599 AV     MM3AWD        599 842       0  
QSO: 14043 CW 2020-05-17 0911 EC1KR         599 AV     HG6V          599 551       0  
QSO: 14035 CW 2020-05-17 0912 EC1KR         599 AV     4U1A          599 558       0  
QSO: 14048 CW 2020-05-17 0913 EC1KR         599 AV     EI7KD         599 614       0  
QSO: 14046 CW 2020-05-17 0913 EC1KR         599 AV     LY9A          599 1226       0  
QSO: 14054 CW 2020-05-17 0914 EC1KR         599 AV     PA4O          599 741       0  
QSO: 14057 CW 2020-05-17 0916 EC1KR         599 AV     E7/Z35M       599 019       0  
QSO: 14054 CW 2020-05-17 0916 EC1KR         599 AV     DK1TW         599 328       0  
QSO: 14010 CW 2020-05-17 0919 EC1KR         599 AV     EA5O          599 V          0  
QSO: 14005 CW 2020-05-17 0921 EC1KR         599 AV     EA1DAV        599 C          0  
QSO: 14015 CW 2020-05-17 0922 EC1KR         599 AV     UA5C          599 1417       0  
QSO: 14018 CW 2020-05-17 0925 EC1KR         599 AV     9A7Z          599 911       0  
QSO: 14032 CW 2020-05-17 0926 EC1KR         599 AV     OM8AA         599 373       0  
QSO: 14023 CW 2020-05-17 0929 EC1KR         599 AV     EA8ZS         599 GC         0  
QSO: 14003 CW 2020-05-17 0932 EC1KR         599 AV     UR2Y          599 443       0  
QSO: 14014 CW 2020-05-17 0936 EC1KR         599 AV     LY2A          599 290       0  
QSO: 14032 CW 2020-05-17 0938 EC1KR         599 AV     HB9TOC        599 585       0  
QSO: 14035 CW 2020-05-17 0939 EC1KR         599 AV     DR10CWO       599 049       0  
QSO: 14038 CW 2020-05-17 0940 EC1KR         599 AV     YL2TD         599 296       0  
QSO: 14040 CW 2020-05-17 0941 EC1KR         599 AV     SM5X          599 699       0  
QSO: 14042 CW 2020-05-17 0943 EC1KR         599 AV     HA3FTA        599 182       0  
QSO: 14043 CW 2020-05-17 0945 EC1KR         599 AV     I2SVA         599 155       0  
QSO: 14045 CW 2020-05-17 0945 EC1KR         599 AV     IK2SND        599 323       0  
QSO: 14061 CW 2020-05-17 0948 EC1KR         599 AV     LZ9V          599 491       0  
QSO: 14058 CW 2020-05-17 0948 EC1KR         599 AV     PA3AAV        599 642       0  
QSO: 14016 CW 2020-05-17 0951 EC1KR         599 AV     SZ1A          599 000       0  
QSO: 28016 CW 2020-05-17 0953 EC1KR         599 AV     YT6W          599 1727       0  
QSO: 28017 CW 2020-05-17 0954 EC1KR         599 AV     IC8FBU        599 063       0  
QSO: 28027 CW 2020-05-17 0955 EC1KR         599 AV     9A7T          599 970       0  
QSO: 28025 CW 2020-05-17 0957 EC1KR         599 AV     9A5Y          599 1399       0  
QSO:  7002 CW 2020-05-17 1001 EC1KR         599 AV     F5RQQ         599 463       0  
QSO:  7003 CW 2020-05-17 1001 EC1KR         599 AV     EF1A          599 C          0  
QSO:  7008 CW 2020-05-17 1002 EC1KR         599 AV     LY8A          599 139       0  
QSO:  7013 CW 2020-05-17 1004 EC1KR         599 AV     EC7D          599 MA         0  
QSO:  7016 CW 2020-05-17 1005 EC1KR         599 AV     EA2SS         599 HU         0  
QSO:  7022 CW 2020-05-17 1006 EC1KR         599 AV     EA7J          599 CO         0  
QSO:  7025 CW 2020-05-17 1006 EC1KR         599 AV     EA7TG         599 GR         0  
QSO:  7027 CW 2020-05-17 1007 EC1KR         599 AV     F5VMN         599 120       0  
QSO:  7037 CW 2020-05-17 1010 EC1KR         599 AV     DK8ZB         599 685       0  
QSO:  7039 CW 2020-05-17 1012 EC1KR         599 AV     EA7GWD        599 SE         0  
QSO:  7011 CW 2020-05-17 1020 EC1KR         599 AV     EA9AZ     599 CE         0  
QSO:  7011 CW 2020-05-17 1021 EC1KR         599 AV     S52AW         599 177       0  
QSO:  7012 CW 2020-05-17 1021 EC1KR         599 AV     G3TXF         599 857       0  
QSO:  7028 CW 2020-05-17 1023 EC1KR         599 AV     EC3A          599 T          0  
QSO:  7034 CW 2020-05-17 1025 EC1KR         599 AV     F5PHY         599 260       0  
QSO: 28017 CW 2020-05-17 1030 EC1KR         599 AV     DL0MFL        599 208       0  
QSO: 28010 CW 2020-05-17 1032 EC1KR         599 AV     I4MH          599 106       0  
QSO: 28010 CW 2020-05-17 1033 EC1KR         599 AV     DL1ROT        599 113       0  
QSO: 28010 CW 2020-05-17 1033 EC1KR         599 AV     IZ4JMA        599 207       0  
QSO: 28010 CW 2020-05-17 1035 EC1KR         599 AV     UA6AK         599 138       0  
QSO: 28010 CW 2020-05-17 1035 EC1KR         599 AV     IK8UND        599 799       0  
QSO: 28010 CW 2020-05-17 1036 EC1KR         599 AV     DJ3RA         599 204       0  
QSO: 28019 CW 2020-05-17 1041 EC1KR         599 AV     DL2SWR        599 318       0  
END-OF-LOG:
