START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.7.0
CONTEST: REF-SSB
LOCATION: 93
CALLSIGN: F6KGL
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE: 52110
OPERATORS: F4DFR, F4GKR, F4GFS
NAME: Radio-Club de la Haute île
SOAPBOX: 
RIG: Kenwood TS940, Kenwood TL922, Antenne long fil, Beam 5 elements
QSO:  7000 PH 2011-02-26 1136 F6KGL         59  93     F5KKD         59  93    
QSO:  7000 PH 2011-02-26 1140 F6KGL         59  93     F5KAR/P       59  76    
QSO:  7000 PH 2011-02-26 1142 F6KGL         59  93     F6BKD         59  47    
QSO:  7000 PH 2011-02-26 1144 F6KGL         59  93     F8KGZ         59  54    
QSO:  7000 PH 2011-02-26 1147 F6KGL         59  93     TM22P         59  22    
QSO:  7000 PH 2011-02-26 1148 F6KGL         59  93     F4FSV         59  64    
QSO:  7000 PH 2011-02-26 1153 F6KGL         59  93     F6KBU         59  91    
QSO:  7000 PH 2011-02-26 1156 F6KGL         59  93     F5CDE         59  78    
QSO:  7000 PH 2011-02-26 1159 F6KGL         59  93     F6BKP         59  17    
QSO:  7000 PH 2011-02-26 1200 F6KGL         59  93     F8KOU/P       59  23    
QSO:  7000 PH 2011-02-26 1212 F6KGL         59  93     F5NHB         59  21    
QSO:  7000 PH 2011-02-26 1224 F6KGL         59  93     F5GN          59  81    
QSO:  7000 PH 2011-02-26 1233 F6KGL         59  93     F8KHP         59  88    
QSO: 21000 PH 2011-02-26 1242 F6KGL         59  93     F5UTN         59  27    
QSO: 21000 PH 2011-02-26 1244 F6KGL         59  93     FY1FL         59  FY    
QSO: 21000 PH 2011-02-26 1247 F6KGL         59  93     F9EW          59  77    
QSO: 21000 PH 2011-02-26 1249 F6KGL         59  93     UA6YN         59  023   
QSO: 21000 PH 2011-02-26 1250 F6KGL         59  93     RU4SO         59  054   
QSO: 21000 PH 2011-02-26 1254 F6KGL         59  93     RW9TP         59  053   
QSO: 21000 PH 2011-02-26 1306 F6KGL         59  93     UA6AES        59  020   
QSO: 21000 PH 2011-02-26 1312 F6KGL         59  93     F2DX          59  24    
QSO: 21000 PH 2011-02-26 1318 F6KGL         59  93     F5PBM         59  77    
QSO: 14000 PH 2011-02-26 1325 F6KGL         59  93     F6KBF         59  78    
QSO: 14000 PH 2011-02-26 1326 F6KGL         59  93     8S0C          59  104   
QSO: 14000 PH 2011-02-26 1327 F6KGL         59  93     7X2EB         59  130   
QSO: 14000 PH 2011-02-26 1336 F6KGL         59  93     F6BOA         59  93    
QSO: 14000 PH 2011-02-26 1351 F6KGL         59  93     UT7Y          59  045   
QSO: 14000 PH 2011-02-26 1353 F6KGL         59  93     F6KFA         59  92    
QSO: 14000 PH 2011-02-26 1356 F6KGL         59  93     7X2ARA        59  206   
QSO: 14000 PH 2011-02-26 1359 F6KGL         59  93     EA8TH         59  153   
QSO: 14000 PH 2011-02-26 1407 F6KGL         59  93     IK7RVY        59  047   
QSO: 14000 PH 2011-02-26 1412 F6KGL         59  93     F5KMB         59  60    
QSO: 14000 PH 2011-02-26 1422 F6KGL         59  93     F6CLQ         59  89    
QSO: 21000 PH 2011-02-26 1432 F6KGL         59  93     F6IPQ         59  47    
QSO: 21000 PH 2011-02-26 1441 F6KGL         59  93     R3MS          59  094   
QSO: 21000 PH 2011-02-26 1445 F6KGL         59  93     TK5KP         59  2A    
QSO: 21000 PH 2011-02-26 1450 F6KGL         59  93     FM5AN         59  FM    
QSO: 21000 PH 2011-02-26 1451 F6KGL         59  93     F6BOA         59  93    
QSO: 21000 PH 2011-02-26 1453 F6KGL         59  93     VE2XAA        59  091   
QSO: 21000 PH 2011-02-26 1506 F6KGL         59  93     ZW7REF        59  154   
QSO: 21000 PH 2011-02-26 1516 F6KGL         59  93     F4FJH         59  22    
QSO: 21000 PH 2011-02-26 1522 F6KGL         59  93     F2GL          59  89    
QSO: 21000 PH 2011-02-26 1537 F6KGL         59  93     FM5WD         59  FM    
QSO: 14000 PH 2011-02-26 1555 F6KGL         59  93     EV1R          59  127   
QSO: 14000 PH 2011-02-26 1557 F6KGL         59  93     LZ170MDS      59  131   
QSO: 14000 PH 2011-02-26 1559 F6KGL         59  93     F2DX          59  24    
QSO: 14000 PH 2011-02-26 1603 F6KGL         59  93     IZ8EFD        59  026   
QSO: 14000 PH 2011-02-26 1608 F6KGL         59  93     F5UTN         59  27    
QSO: 14000 PH 2011-02-26 1621 F6KGL         59  93     F4BQV         59  17    
QSO: 14000 PH 2011-02-26 1622 F6KGL         59  93     F6KBU         59  91    
QSO: 14000 PH 2011-02-26 1623 F6KGL         59  93     SV1JGX        59  092   
QSO: 14000 PH 2011-02-26 1624 F6KGL         59  93     YO9GSB        59  154   
QSO: 14000 PH 2011-02-26 1626 F6KGL         59  93     IZ8FOV        59  045   
QSO: 14000 PH 2011-02-26 1634 F6KGL         59  93     7X2GX         59  083   
QSO: 21000 PH 2011-02-26 1654 F6KGL         59  93     F8ATM         59  81    
QSO: 21000 PH 2011-02-26 1655 F6KGL         59  93     F6PTT         59  94    
QSO: 21000 PH 2011-02-26 1709 F6KGL         59  93     FY8DK         59  FY    
QSO: 21000 PH 2011-02-26 1712 F6KGL         59  93     VE2EZD        59  031   
QSO: 21000 PH 2011-02-26 1713 F6KGL         59  93     F6KNB         59  33    
QSO: 21000 PH 2011-02-26 1714 F6KGL         59  93     CM5FZ         59  022   
QSO: 21000 PH 2011-02-26 1716 F6KGL         59  93     F5NBU         59  93    
QSO: 21000 PH 2011-02-26 1720 F6KGL         59  93     TM2B          59  03    
QSO: 21000 PH 2011-02-26 1721 F6KGL         59  93     F5KMB         59  60    
QSO: 21000 PH 2011-02-26 1724 F6KGL         59  93     F6KMX         59  94    
QSO: 21000 PH 2011-02-26 1738 F6KGL         59  93     W1HI          59  004   
QSO: 21000 PH 2011-02-26 1755 F6KGL         59  93     FG4NN         59  FG    
QSO: 21000 PH 2011-02-26 1759 F6KGL         59  93     TM2C          59  44    
QSO: 14000 PH 2011-02-26 1804 F6KGL         59  93     CN8PA         59  347   
QSO: 14000 PH 2011-02-26 1805 F6KGL         59  93     ZW7REF        59  254   
QSO: 14000 PH 2011-02-26 1811 F6KGL         59  93     FM5AN         59  FM    
QSO: 14000 PH 2011-02-26 1814 F6KGL         59  93     F6KLO         59  19    
QSO: 14000 PH 2011-02-26 1817 F6KGL         59  93     F6CCZ/P       59  37    
QSO: 14000 PH 2011-02-26 1819 F6KGL         59  93     SP9LJD        59  118   
QSO: 14000 PH 2011-02-26 1824 F6KGL         59  93     F8KCF         59  74    
QSO: 14000 PH 2011-02-26 1827 F6KGL         59  93     F6AXN         59  28    
QSO: 14000 PH 2011-02-26 1829 F6KGL         59  93     K3IPK         59  083   
QSO: 14000 PH 2011-02-26 1832 F6KGL         59  93     F6KNB         59  33    
QSO: 14000 PH 2011-02-26 1833 F6KGL         59  93     TM2B          59  03    
QSO: 14000 PH 2011-02-26 1837 F6KGL         59  93     FG1PP         59  FG    
END-OF-LOG:

