START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.191
CALLSIGN: OM7AB
CONTEST: REF-SSB
CLAIMED-SCORE: 16112
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
NAME: Vladimír KRNÁÈ
SOAPBOX: RIG: TCVR 80 W out; ANTENNA: INVEE Multi Band Dipole
QSO: 14000 PH 2011-02-26 1313 OM7AB         59  18     F3HKA         59  87           
QSO: 14000 PH 2011-02-26 1317 OM7AB         59  19     TM2C          59  44           
QSO: 14000 PH 2011-02-26 1318 OM7AB         59  20     F6KRC         59  35           
QSO: 14000 PH 2011-02-26 1319 OM7AB         59  21     F5ADE         59  26           
QSO: 14000 PH 2011-02-26 1321 OM7AB         59  22     F5KLP         59  49           
QSO: 14000 PH 2011-02-26 1334 OM7AB         59  23     F5PTI         59  17           
QSO: 14000 PH 2011-02-26 1343 OM7AB         59  24     F6APE         59  49           
QSO: 14000 PH 2011-02-26 1347 OM7AB         59  25     TM0L          59  46           
QSO: 14000 PH 2011-02-26 1350 OM7AB         59  26     F6EBA         59  48           
QSO: 14000 PH 2011-02-26 1439 OM7AB         59  27     F4FFH         59  50           
QSO: 14000 PH 2011-02-26 1441 OM7AB         59  28     F5CDE         59  78           
QSO: 14000 PH 2011-02-26 1442 OM7AB         59  29     F6CCZ/P       59  37           
QSO: 14000 PH 2011-02-26 1447 OM7AB         59  30     F6DTZ         59  65           
QSO: 14000 PH 2011-02-26 1451 OM7AB         59  31     F5KDJ         59  45           
QSO: 14000 PH 2011-02-26 1452 OM7AB         59  32     F5MNC         59  41           
QSO: 14000 PH 2011-02-26 1453 OM7AB         59  33     F1OKV         59  19           
QSO: 14000 PH 2011-02-26 1458 OM7AB         59  34     F5NWG         59  11           
QSO: 14000 PH 2011-02-26 1507 OM7AB         59  35     F6HRL         59  86           
QSO: 14000 PH 2011-02-26 1509 OM7AB         59  36     F6KOT         59  82           
QSO: 14000 PH 2011-02-26 1513 OM7AB         59  37     TM9FL         59  86           
QSO:  7000 PH 2011-02-26 1516 OM7AB         59  38     F8EMH         59  54           
QSO:  7000 PH 2011-02-26 1526 OM7AB         59  39     F6IRM         59  52           
QSO:  7000 PH 2011-02-26 1529 OM7AB         59  40     F5NMK         59  57           
QSO:  7000 PH 2011-02-26 1531 OM7AB         59  41     F6BHI         59  19           
QSO: 14000 PH 2011-02-26 1540 OM7AB         59  42     F5AAR         59  53           
QSO: 14000 PH 2011-02-26 1544 OM7AB         59  43     F1RCH         59  13           
QSO: 14000 PH 2011-02-26 1545 OM7AB         59  44     F5HHW         59  27           
QSO: 14000 PH 2011-02-26 1547 OM7AB         59  45     F1CKB         59  49           
QSO: 14000 PH 2011-02-26 1548 OM7AB         59  46     F5IF          59  66           
QSO: 14000 PH 2011-02-26 1549 OM7AB         59  47     F5DBX         59  31           
QSO: 14000 PH 2011-02-26 1550 OM7AB         59  48     F5SSQ         59  86           
QSO: 14000 PH 2011-02-26 1550 OM7AB         59  49     F4GAJ         59  14           
QSO: 14000 PH 2011-02-26 1551 OM7AB         59  50     F5KOI         59  86           
QSO: 14000 PH 2011-02-26 1551 OM7AB         59  51     F6GLJ         59  33           
QSO: 14000 PH 2011-02-26 1553 OM7AB         59  52     F6FWQ         59  86           
QSO: 14000 PH 2011-02-26 1555 OM7AB         59  53     F8CTW         59  78           
QSO: 14000 PH 2011-02-26 1556 OM7AB         59  54     F6CFB         59  49           
QSO: 14000 PH 2011-02-26 1559 OM7AB         59  55     F6CNM         59  29           
QSO: 14000 PH 2011-02-26 1600 OM7AB         59  56     F6CXJ         59  47           
QSO: 14000 PH 2011-02-26 1602 OM7AB         59  57     F4EOY/P       59  49           
QSO: 14000 PH 2011-02-26 1603 OM7AB         59  58     F4FSV         59  64           
QSO: 14000 PH 2011-02-26 1607 OM7AB         59  59     F4FMG         59  79           
QSO: 14000 PH 2011-02-26 1608 OM7AB         59  60     F5DE/P        59  19           
QSO: 14000 PH 2011-02-26 1611 OM7AB         59  61     F1ISJ         59  49           
QSO: 14000 PH 2011-02-26 1613 OM7AB         59  62     F4DXP         59  29           
QSO: 14000 PH 2011-02-26 1647 OM7AB         59  63     F5MAX         59  79           
QSO: 14000 PH 2011-02-26 1648 OM7AB         59  64     F5KEQ         59  44           
QSO: 14000 PH 2011-02-26 1651 OM7AB         59  65     F4EZC         59  44           
QSO:  7000 PH 2011-02-26 1658 OM7AB         59  66     F5KKD         59  93           
QSO:  7000 PH 2011-02-26 1704 OM7AB         59  67     F6APE         59  49           
QSO:  7000 PH 2011-02-26 1704 OM7AB         59  68     F5AEG/P       59  83           
QSO:  7000 PH 2011-02-26 1708 OM7AB         59  69     F8KCF         59  74           
QSO:  7000 PH 2011-02-26 1720 OM7AB         59  70     F5KDQ         59  45           
QSO:  7000 PH 2011-02-26 1721 OM7AB         59  71     F5CDE         59  78           
QSO:  7000 PH 2011-02-26 1729 OM7AB         59  72     TM2T          59  13           
QSO:  7000 PH 2011-02-26 1739 OM7AB         59  73     F1RUK         59  71           
QSO:  7000 PH 2011-02-26 1746 OM7AB         59  74     F6KJX         59  41           
QSO:  7000 PH 2011-02-26 1748 OM7AB         59  75     F6KBF         59  78           
QSO:  7000 PH 2011-02-26 1751 OM7AB         59  76     F4GNS         59  72           
QSO:  7000 PH 2011-02-26 1752 OM7AB         59  77     F4FFH         59  50           
QSO:  7000 PH 2011-02-26 1755 OM7AB         59  78     F4FGB         59  73           
QSO:  7000 PH 2011-02-26 1802 OM7AB         59  79     F5AAR/P       59  53           
QSO:  3500 PH 2011-02-26 1937 OM7AB         59  80     TM2R          59  42           
QSO:  7000 PH 2011-02-26 1943 OM7AB         59  81     F5OWT         59  45           
QSO:  7000 PH 2011-02-26 1946 OM7AB         59  82     F8KLY         59  69           
QSO:  7000 PH 2011-02-26 1950 OM7AB         59  83     F8ATM         59  81           
QSO:  7000 PH 2011-02-26 1952 OM7AB         59  84     F6BOA         59  93           
QSO:  7000 PH 2011-02-26 1953 OM7AB         59  85     F8NUH         59  38           
QSO:  7000 PH 2011-02-26 1954 OM7AB         59  86     F5SSQ         59  86           
QSO:  7000 PH 2011-02-26 1955 OM7AB         59  87     F4BKV         59  17           
QSO:  7000 PH 2011-02-26 2000 OM7AB         59  88     F5KMB         59  60           
QSO:  7000 PH 2011-02-26 2021 OM7AB         59  89     F6DSV         59  31           
QSO:  7000 PH 2011-02-26 2024 OM7AB         59  90     F9EW          59  77           
QSO:  7000 PH 2011-02-26 2025 OM7AB         59  91     F4AIF         59  01           
QSO:  7000 PH 2011-02-26 2028 OM7AB         59  92     F1RCH         59  13           
QSO:  7000 PH 2011-02-26 2033 OM7AB         59  93     TM2B          59  03           
QSO:  7000 PH 2011-02-26 2034 OM7AB         59  94     F1TMY         59  12           
QSO:  7000 PH 2011-02-26 2037 OM7AB         59  95     F6KKA         59  30           
QSO:  7000 PH 2011-02-26 2042 OM7AB         59  96     F5KDK/P       59  83           
QSO:  3500 PH 2011-02-26 2051 OM7AB         59  97     F5AMH         59  41           
QSO:  3500 PH 2011-02-26 2057 OM7AB         59  98     F6EQZ         59  51           
QSO:  3500 PH 2011-02-26 2057 OM7AB         59  99     F4BKV         59  17           
QSO:  7000 PH 2011-02-26 2105 OM7AB         59  100    F8DRE         59  28           
QSO:  7000 PH 2011-02-26 2110 OM7AB         59  101    F5MFI         59  45           
QSO:  3500 PH 2011-02-26 2116 OM7AB         59  102    F6KUJ         59  34           
QSO:  3500 PH 2011-02-26 2119 OM7AB         59  103    F6APE         59  49           
QSO:  3500 PH 2011-02-26 2126 OM7AB         59  104    F5OHM         59  36           
QSO:  3500 PH 2011-02-26 2142 OM7AB         59  105    F6BGH         59  57           
QSO:  3500 PH 2011-02-26 2145 OM7AB         59  106    F6CCZ/P       59  37           
QSO:  3500 PH 2011-02-26 2152 OM7AB         59  107    F8KCF         59  74           
QSO:  3500 PH 2011-02-26 2201 OM7AB         59  108    F5KCJ         59  52           
QSO:  3500 PH 2011-02-26 2203 OM7AB         59  109    F2DX          59  24           
QSO:  3500 PH 2011-02-26 2207 OM7AB         59  110    F5KMB         59  60           
QSO:  3500 PH 2011-02-26 2212 OM7AB         59  111    TM5KFU        59  24           
QSO:  3500 PH 2011-02-26 2213 OM7AB         59  112    F4DSK         59  45           
QSO:  3500 PH 2011-02-26 2215 OM7AB         59  113    TM22P         59  22           
QSO:  3500 PH 2011-02-26 2223 OM7AB         59  114    F5KDK/P       59  83           
QSO:  3500 PH 2011-02-27 0610 OM7AB         59  115    F5JSQ         59  51           
QSO:  3500 PH 2011-02-27 0612 OM7AB         59  116    F6KUP         59  55           
QSO:  3500 PH 2011-02-27 0614 OM7AB         59  117    TM2C          59  44           
QSO:  3500 PH 2011-02-27 0616 OM7AB         59  118    F6KRC         59  35           
QSO:  3500 PH 2011-02-27 0626 OM7AB         59  119    F5ADE         59  26           
QSO: 14000 PH 2011-02-27 1357 OM7AB         59  120    F4FRX         59  82           
QSO: 14000 PH 2011-02-27 1427 OM7AB         59  121    F8DHM         59  29           
QSO: 14000 PH 2011-02-27 1450 OM7AB         59  122    F5AGO         59  86           
QSO: 14000 PH 2011-02-27 1454 OM7AB         59  123    F4GIB         59  82           
QSO: 14000 PH 2011-02-27 1455 OM7AB         59  124    F5JU          59  35           
QSO: 14000 PH 2011-02-27 1456 OM7AB         59  125    F4KIO/P       59  35           
QSO: 14000 PH 2011-02-27 1457 OM7AB         59  126    F6CHT         59  22           
QSO: 14000 PH 2011-02-27 1504 OM7AB         59  127    F8ATM         59  81           
QSO:  7000 PH 2011-02-27 1518 OM7AB         59  128    TM5KFU        59  24           
QSO:  7000 PH 2011-02-27 1520 OM7AB         59  129    F5RJW         59  71           
QSO:  7000 PH 2011-02-27 1524 OM7AB         59  130    F8FGU         59  09           
QSO: 14000 PH 2011-02-27 1526 OM7AB         59  131    F6KNB         59  33           
QSO:  7000 PH 2011-02-27 1642 OM7AB         59  132    F6KBU         59  91           
QSO:  7000 PH 2011-02-27 1644 OM7AB         59  133    F6CCZ/P       59  37           
QSO:  7000 PH 2011-02-27 1648 OM7AB         59  134    F8BUO         59  68           
QSO:  7000 PH 2011-02-27 1651 OM7AB         59  135    F5PU          59  81           
QSO:  7000 PH 2011-02-27 1654 OM7AB         59  136    F6AXN         59  28           
QSO:  7000 PH 2011-02-27 1655 OM7AB         59  137    F6PTT         59  94           
QSO:  7000 PH 2011-02-27 1657 OM7AB         59  138    F5JSQ         59  51           
QSO:  7000 PH 2011-02-27 1659 OM7AB         59  139    F6KNB         59  33           
QSO:  7000 PH 2011-02-27 1703 OM7AB         59  140    F5BLC         59  12           
QSO:  7000 PH 2011-02-27 1708 OM7AB         59  141    F8BPN         59  19           
QSO:  7000 PH 2011-02-27 1713 OM7AB         59  142    F1TXI         59  79           
QSO:  3500 PH 2011-02-27 1715 OM7AB         59  143    F4FFH         59  50           
QSO:  3500 PH 2011-02-27 1718 OM7AB         59  144    F8EMH         59  54           
QSO:  3500 PH 2011-02-27 1720 OM7AB         59  145    F6KQV         59  67           
QSO:  7000 PH 2011-02-27 1724 OM7AB         59  146    F6ECS         59  66           
QSO:  7000 PH 2011-02-27 1729 OM7AB         59  147    F5CQ          59  35           
QSO:  7000 PH 2011-02-27 1732 OM7AB         59  148    F5MMF         59  24           
QSO:  7000 PH 2011-02-27 1735 OM7AB         59  149    F5BVY         59  73           
QSO:  7000 PH 2011-02-27 1736 OM7AB         59  150    TM22P         59  22           
QSO:  7000 PH 2011-02-27 1742 OM7AB         59  151    F2DX          59  24           
QSO:  3500 PH 2011-02-27 1749 OM7AB         59  152    F6TT          59  94           
END-OF-LOG: 
