START-OF-LOG: 3.0
CREATED-BY:    CT Version 10.03.002
CALLSIGN:      MW1MDH
NAME:          Mark Harper
CLUB:
CLAIMED-SCORE: 7729
CONTEST:       CQ-WW-SSB
OPERATORS:
OPERATORS:
SOAPBOX:       Haven't been able to make quite a dint as last year
QSO: 14000 PH 2008-10-26 1306 MW1MDH         59 14     LY7A          59  15     1
QSO: 14000 PH 2008-10-26 1307 MW1MDH         59 14     IZ6FXP        59  15     1
QSO: 14000 PH 2008-10-26 1313 MW1MDH         59 14     YL2BJ         59  15     1
QSO:  7000 PH 2008-10-26 1324 MW1MDH         59 14     OZ7X          59  14     1
QSO:  7000 PH 2008-10-26 1325 MW1MDH         59 14     DR2P          59  14     1
QSO:  7000 PH 2008-10-26 1326 MW1MDH         59 14     LN9Z          59  14     1
QSO:  7000 PH 2008-10-26 1328 MW1MDH         59 14     5Q1A          59  14     1
QSO:  7000 PH 2008-10-26 1328 MW1MDH         59 14     PA6Z          59  14     1
QSO: 14000 PH 2008-10-26 1335 MW1MDH         59 14     W3LPL         59  05     1
QSO: 14000 PH 2008-10-26 1341 MW1MDH         59 14     E74EBL        59  15     1
QSO: 14000 PH 2008-10-26 1343 MW1MDH         59 14     OL9Z          59  15     1
QSO: 14000 PH 2008-10-26 1346 MW1MDH         59 14     5B4AII        59  20     1
QSO: 14000 PH 2008-10-26 1347 MW1MDH         59 14     SV9GPV        59  20     1
QSO: 14000 PH 2008-10-26 1349 MW1MDH         59 14     OH5Z          59  15     1
QSO: 14000 PH 2008-10-26 1350 MW1MDH         59 14     ES7GM         59  15     1
QSO: 14000 PH 2008-10-26 1353 MW1MDH         59 14     K3LR          59  05     1
QSO: 14000 PH 2008-10-26 1404 MW1MDH         59 14     UA3BS         59  16     1
QSO: 14000 PH 2008-10-26 1405 MW1MDH         59 14     SN8B          59  15     1
QSO: 14000 PH 2008-10-26 1406 MW1MDH         59 14     HG3DX         59  15     1
QSO: 14000 PH 2008-10-26 1408 MW1MDH         59 14     ES5TV         59  15     1
QSO: 21000 PH 2008-10-26 1414 MW1MDH         59 14     CU2X          59  14     1
QSO:  7000 PH 2008-10-26 1517 MW1MDH         59 14     HF200C        59  15     1
QSO: 14000 PH 2008-10-26 1524 MW1MDH         59 14     HA8JV         59  15     1
QSO: 14000 PH 2008-10-26 1525 MW1MDH         59 14     S56P          59  15     1
QSO: 14000 PH 2008-10-26 1534 MW1MDH         59 14     YP9W          59  20     1
QSO: 14000 PH 2008-10-26 1535 MW1MDH         59 14     S53MM         59  15     1
QSO: 14000 PH 2008-10-26 1536 MW1MDH         59 14     9A7A          59  15     1
QSO: 14000 PH 2008-10-26 1537 MW1MDH         59 14     AO5B          59  14     1
QSO: 14000 PH 2008-10-26 1606 MW1MDH         59 14     LZ9W          59  20     1
END-OF-LOG:
