START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ World Wide Log 2.6
CONTEST: CQ-WW-SSB
CALLSIGN: AA4XA
CLAIMED-SCORE: 238430
OPERATORS: AA4XA,KI4GSF,KJ4AZU,KI4WAZ
CLUB:
NAME: Matt Tinker
SOAPBOX: A new contest / dx group from North Eastern Kentucky
QSO: 14000 PH 2008-10-26 1526 AA4XA         59  04     LN3Z          59  14
QSO: 14000 PH 2008-10-26 1533 AA4XA         59  04     IS0T          59  15
QSO: 14000 PH 2008-10-26 1535 AA4XA         59  04     RL3A          59  16
QSO: 14000 PH 2008-10-26 1536 AA4XA         59  04     OM6A          59  15
QSO: 14000 PH 2008-10-26 1537 AA4XA         59  04     DL1QQ         59  14
QSO: 14000 PH 2008-10-26 1541 AA4XA         59  04     SN2K          59  15
QSO: 14000 PH 2008-10-26 1548 AA4XA         59  04     R3QO          59  16
QSO: 14000 PH 2008-10-26 1552 AA4XA         59  04     LY7A          59  15
QSO: 14000 PH 2008-10-26 1554 AA4XA         59  04     E74EBL        59  15
QSO: 14000 PH 2008-10-26 1556 AA4XA         59  04     DJ2Y          59  14
QSO: 14000 PH 2008-10-26 1601 AA4XA         59  04     SN8B          59  15
QSO: 14000 PH 2008-10-26 1603 AA4XA         59  04     EB1WW         59  14
QSO: 14000 PH 2008-10-26 1604 AA4XA         59  04     IR2GC         59  15
QSO: 14000 PH 2008-10-26 1606 AA4XA         59  04     SO8A          59  15
QSO: 14000 PH 2008-10-26 1609 AA4XA         59  04     OQ5M          59  14
QSO: 14000 PH 2008-10-26 1620 AA4XA         59  04     DB2B          59  14
QSO: 14000 PH 2008-10-26 1631 AA4XA         59  04     GM7V          59  14
QSO: 14000 PH 2008-10-26 1635 AA4XA         59  04     HG1S          59  15
QSO: 14000 PH 2008-10-26 1636 AA4XA         59  04     M4A           59  14
QSO: 14000 PH 2008-10-26 1638 AA4XA         59  04     9A7A          59  15
QSO: 14000 PH 2008-10-26 1639 AA4XA         59  04     GI5K          59  14
QSO: 14000 PH 2008-10-26 1643 AA4XA         59  04     LA5HNA        59  14
QSO: 14000 PH 2008-10-26 1648 AA4XA         59  04     LX7I          59  14
QSO: 14000 PH 2008-10-26 1651 AA4XA         59  04     CK7I          59  03
QSO: 14000 PH 2008-10-26 1653 AA4XA         59  04     F5KEE         59  14
QSO: 14000 PH 2008-10-26 1701 AA4XA         59  04     F8KDX         59  14
QSO: 14000 PH 2008-10-26 1707 AA4XA         59  04     OE2S          59  15
QSO: 14000 PH 2008-10-26 1710 AA4XA         59  04     OL3Z          59  15
QSO: 14000 PH 2008-10-26 1716 AA4XA         59  04     IZ8DPL        59  15
QSO: 14000 PH 2008-10-26 1721 AA4XA         59  04     DJ0A          59  14
QSO: 14000 PH 2008-10-26 1723 AA4XA         59  04     IU2P          59  15
QSO: 14000 PH 2008-10-26 1728 AA4XA         59  04     DR1A          59  14
QSO: 14000 PH 2008-10-26 1739 AA4XA         59  04     EA7RU         59  14
QSO: 14000 PH 2008-10-26 1741 AA4XA         59  04     E77XZ         59  15
QSO: 14000 PH 2008-10-26 1743 AA4XA         59  04     DJ5GK         59  14
QSO: 14000 PH 2008-10-26 1744 AA4XA         59  04     V01OR         59  05
QSO: 14000 PH 2008-10-26 1749 AA4XA         59  04     PA0AA         59  14
QSO: 14000 PH 2008-10-26 1751 AA4XA         59  04     M0GHQ         59  14
QSO: 14000 PH 2008-10-26 1752 AA4XA         59  04     IZ4MJP        59  15
QSO: 14000 PH 2008-10-26 1752 AA4XA         59  04     EA7TN         59  14
QSO: 14000 PH 2008-10-26 1752 AA4XA         59  04     DJ5MW         59  14
QSO: 14000 PH 2008-10-26 1752 AA4XA         59  04     LZ9W          59  20
QSO: 14000 PH 2008-10-26 1753 AA4XA         59  04     YT1BB         59  15
QSO: 14000 PH 2008-10-26 1754 AA4XA         59  04     EE7R          59  14
QSO: 14000 PH 2008-10-26 1754 AA4XA         59  04     M0XXT         59  14
QSO: 14000 PH 2008-10-26 1755 AA4XA         59  04     EA7TU         59  14
QSO: 14000 PH 2008-10-26 1756 AA4XA         59  04     G4OJB         59  14
QSO: 14000 PH 2008-10-26 1756 AA4XA         59  04     S53EO         59  15
QSO: 14000 PH 2008-10-26 1757 AA4XA         59  04     PE1MMZ        59  14
QSO: 14000 PH 2008-10-26 1758 AA4XA         59  04     PA3ADJ        59  14
QSO: 14000 PH 2008-10-26 1759 AA4XA         59  04     G4KMH         59  14
QSO: 14000 PH 2008-10-26 1801 AA4XA         59  04     TF3W          59  40
QSO: 14000 PH 2008-10-26 1801 AA4XA         59  04     IZ4GAH        59  15
QSO: 14000 PH 2008-10-26 1804 AA4XA         59  04     G1XOW         59  14
QSO: 14000 PH 2008-10-26 1805 AA4XA         59  04     PI4COM        59  14
QSO: 14000 PH 2008-10-26 1805 AA4XA         59  04     EA3CC         59  14
QSO: 14000 PH 2008-10-26 1805 AA4XA         59  04     VA2ZM         59  05
QSO: 14000 PH 2008-10-26 1808 AA4XA         59  04     G1T           59  14
QSO: 14000 PH 2008-10-26 1809 AA4XA         59  04     I2SVA         59  15
QSO: 14000 PH 2008-10-26 1810 AA4XA         59  04     M7A           59  14
QSO: 14000 PH 2008-10-26 1810 AA4XA         59  04     UU2JQ         59  16
QSO: 14000 PH 2008-10-26 1810 AA4XA         59  04     DL2ARE        59  14
QSO: 14000 PH 2008-10-26 1811 AA4XA         59  04     IZ2OIW        59  15
QSO: 14000 PH 2008-10-26 1811 AA4XA         59  04     IK1JJ         59  15
QSO: 14000 PH 2008-10-26 1812 AA4XA         59  04     EA4UV         59  14
QSO: 14000 PH 2008-10-26 1812 AA4XA         59  04     EA1JG         59  14
QSO: 14000 PH 2008-10-26 1813 AA4XA         59  04     IK1JJM        59  15
QSO: 14000 PH 2008-10-26 1817 AA4XA         59  04     I1POR         59  15
QSO: 14000 PH 2008-10-26 1819 AA4XA         59  04     G6TW          59  14
QSO: 14000 PH 2008-10-26 1820 AA4XA         59  04     G0DBA         59  14
QSO: 14000 PH 2008-10-26 1823 AA4XA         59  04     GW0NPL        59  14
QSO: 14000 PH 2008-10-26 1825 AA4XA         59  04     VE1SD         59  05
QSO: 14000 PH 2008-10-26 1826 AA4XA         59  04     KC0SKE        59  04
QSO: 14000 PH 2008-10-26 1827 AA4XA         59  04     S58N          59  15
QSO: 14000 PH 2008-10-26 1828 AA4XA         59  04     G3YBY         59  14
QSO: 14000 PH 2008-10-26 1845 AA4XA         59  04     YR1C          59  20
QSO: 21000 PH 2008-10-26 1856 AA4XA         59  04     FY5KE         59  09
QSO: 21000 PH 2008-10-26 1857 AA4XA         59  04     PY3DX         59  11
QSO: 21000 PH 2008-10-26 1858 AA4XA         59  04     XR6T          59  12
QSO: 21000 PH 2008-10-26 1902 AA4XA         59  04     CE1KR         59  12
QSO: 21000 PH 2008-10-26 1904 AA4XA         59  04     ZX5J          59  11
QSO: 21000 PH 2008-10-26 1909 AA4XA         59  04     V48M          59  08
