START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: K5DU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K5DU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28020 CW 2025-12-13 1513 K5DU          599 TX FY5KE         599 1157
QSO: 28014 CW 2025-12-13 2100 K5DU          599 TX VE6BBP        599 AB
QSO: 28013 CW 2025-12-13 2101 K5DU          599 TX K1LZ          599 ME
QSO: 28000 CW 2025-12-13 2103 K5DU          599 TX WJ9B          599 ID
QSO: 28011 CW 2025-12-13 2104 K5DU          599 TX N9NC          599 NH
QSO: 28010 CW 2025-12-13 2108 K5DU          599 TX 9Z4BM         599 1346
QSO: 28008 CW 2025-12-13 2113 K5DU          599 TX K2SSS         599 NY
QSO: 28007 CW 2025-12-13 2114 K5DU          599 TX K7RL          599 WA
QSO: 28005 CW 2025-12-13 2116 K5DU          599 TX NY3A          599 PA
QSO: 28017 CW 2025-12-13 2129 K5DU          599 TX K1RM          599 CT
QSO: 28023 CW 2025-12-13 2130 K5DU          599 TX FM5BH         599 1596
QSO: 28036 CW 2025-12-13 2136 K5DU          599 TX K3RA          599 MD
QSO: 28018 CW 2025-12-13 2157 K5DU          599 TX WD6T          599 CA
QSO: 28013 CW 2025-12-13 2208 K5DU          599 TX N9RV          599 MT
QSO: 28016 CW 2025-12-13 2230 K5DU          599 TX TI8X          599 1264
QSO: 28046 CW 2025-12-13 2235 K5DU          599 TX KN7K          599 OR
QSO: 28032 CW 2025-12-14 1614 K5DU          599 TX K6RO          599 ME
QSO: 28030 CW 2025-12-14 1619 K5DU          599 TX K2LE          599 VT
QSO: 28036 CW 2025-12-14 1622 K5DU          599 TX W2XL          599 NY
QSO: 28022 CW 2025-12-14 1626 K5DU          599 TX W1KM          599 MA
QSO: 28009 CW 2025-12-14 1630 K5DU          599 TX N2MF          599 NY
QSO: 28017 CW 2025-12-14 1642 K5DU          599 TX N7EPD         599 WA
QSO: 28017 CW 2025-12-14 1643 K5DU          599 TX N6TV          599 CA
QSO: 28020 CW 2025-12-14 1645 K5DU          599 TX AJ6V          599 CA
QSO: 28044 CW 2025-12-14 1653 K5DU          599 TX NU6N          599 CA
QSO: 28034 CW 2025-12-14 1656 K5DU          599 TX K9YC          599 CA
QSO: 28019 CW 2025-12-14 1701 K5DU          599 TX NW6P          599 CA
QSO: 28019 CW 2025-12-14 1714 K5DU          599 TX W1AO          599 ME
QSO: 28026 CW 2025-12-14 1718 K5DU          599 TX VE3BR         599 ON
QSO: 28027 CW 2025-12-14 1719 K5DU          599 TX W6EU          599 CA
QSO: 28028 CW 2025-12-14 1720 K5DU          599 TX N2UR          599 MA
QSO: 28013 CW 2025-12-14 1727 K5DU          599 TX KI7Y          599 OR
QSO: 28023 CW 2025-12-14 1750 K5DU          599 TX K3AJ          599 MD
QSO: 28025 CW 2025-12-14 1913 K5DU          599 TX WH7T          599 HI
QSO: 28015 CW 2025-12-14 1916 K5DU          599 TX K7SS          599 WA
QSO: 28014 CW 2025-12-14 1917 K5DU          599 TX KG7CW         599 ID
QSO: 28014 CW 2025-12-14 1918 K5DU          599 TX ZF5T          599 1986
QSO: 28011 CW 2025-12-14 1920 K5DU          599 TX N2TX          599 NY
QSO: 28072 CW 2025-12-14 1923 K5DU          599 TX K6EI          599 CA
QSO: 28065 CW 2025-12-14 1924 K5DU          599 TX KS1J          599 RI
QSO: 28063 CW 2025-12-14 1926 K5DU          599 TX NT6X          599 CA
QSO: 28050 CW 2025-12-14 1936 K5DU          599 TX W6TED         599 CA
QSO: 28041 CW 2025-12-14 1939 K5DU          599 TX NC1M          599 MA
QSO: 28040 CW 2025-12-14 1941 K5DU          599 TX K3TS          599 PA
QSO: 28040 CW 2025-12-14 1941 K5DU          599 TX W6SR          599 CA
QSO: 28030 CW 2025-12-14 1945 K5DU          599 TX N2YO          599 VA
QSO: 28028 CW 2025-12-14 1946 K5DU          599 TX K6JS          599 CA
QSO: 28010 CW 2025-12-14 1950 K5DU          599 TX HK1NA         599 3324
QSO: 28009 CW 2025-12-14 1952 K5DU          599 TX KN7K          599 OR
QSO: 28081 CW 2025-12-14 1956 K5DU          599 TX N4HB          599 VA
QSO: 28066 CW 2025-12-14 1959 K5DU          599 TX K6KM          599 CA
QSO: 28065 CW 2025-12-14 2000 K5DU          599 TX N6RK          599 CA
QSO: 28049 CW 2025-12-14 2006 K5DU          599 TX N6PN          599 CA
QSO: 28043 CW 2025-12-14 2008 K5DU          599 TX K2QB          599 NY
QSO: 28039 CW 2025-12-14 2029 K5DU          599 TX N2NT          599 NJ
QSO: 28063 CW 2025-12-14 2031 K5DU          599 TX K3ZO          599 MD
QSO: 28058 CW 2025-12-14 2036 K5DU          599 TX KG3V          599 VA
QSO: 28058 CW 2025-12-14 2036 K5DU          599 TX VE7NZ         599 BC
QSO: 28000 CW 2025-12-14 2039 K5DU          599 TX VE5GC         599 SK
QSO: 28041 CW 2025-12-14 2042 K5DU          599 TX W6OAT         599 WA
QSO: 28038 CW 2025-12-14 2043 K5DU          599 TX K1DG          599 NH
QSO: 28018 CW 2025-12-14 2049 K5DU          599 TX VE3JM         599 ON
QSO: 28015 CW 2025-12-14 2050 K5DU          599 TX K9RS          599 DE
QSO: 28014 CW 2025-12-14 2052 K5DU          599 TX KH6AQ         599 HI
QSO: 28093 CW 2025-12-14 2100 K5DU          599 TX LU3WC         599 995
QSO: 28081 CW 2025-12-14 2102 K5DU          599 TX K1RO          599 NH
QSO: 28049 CW 2025-12-14 2111 K5DU          599 TX KH6CJJ        599 HI
QSO: 28049 CW 2025-12-14 2112 K5DU          599 TX AB7R          599 ID
QSO: 28042 CW 2025-12-14 2117 K5DU          599 TX VE4GV         599 MB
QSO: 28040 CW 2025-12-14 2119 K5DU          599 TX W0YK          599 CA
QSO: 28038 CW 2025-12-14 2122 K5DU          599 TX VA3TNM        599 ON
QSO: 28034 CW 2025-12-14 2124 K5DU          599 TX VE7IO         599 BC
END-OF-LOG:
