START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: W6KGP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W6KGP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2025.
QSO: 28009 CW 2025-12-13 1613 W6KGP         599 WY HK1NA         599 955
QSO: 28005 CW 2025-12-14 1831 W6KGP         599 WY W3RJ          599 PA
QSO: 28010 CW 2025-12-14 1837 W6KGP         599 WY CR3DX         599 1518
QSO: 28014 CW 2025-12-14 1839 W6KGP         599 WY VE3DZ         599 ON
QSO: 28020 CW 2025-12-14 1840 W6KGP         599 WY W1KM          599 MA
QSO: 28032 CW 2025-12-14 1842 W6KGP         599 WY K2HYD         599 VA
QSO: 28035 CW 2025-12-14 1844 W6KGP         599 WY K2LE          599 VT
QSO: 28036 CW 2025-12-14 1845 W6KGP         599 WY W4IX          599 SC
QSO: 28047 CW 2025-12-14 1847 W6KGP         599 WY 8P5A          599 3134
QSO: 28048 CW 2025-12-14 1848 W6KGP         599 WY CW5W          599 3390
QSO: 28051 CW 2025-12-14 1850 W6KGP         599 WY XE1CT         599 GTO
QSO: 28052 CW 2025-12-14 1850 W6KGP         599 WY K4AB          599 AL
QSO: 28052 CW 2025-12-14 1851 W6KGP         599 WY K2SSS         599 NY
QSO: 28056 CW 2025-12-14 1851 W6KGP         599 WY WM9C          599 IL
QSO: 28059 CW 2025-12-14 1853 W6KGP         599 WY W8MJ          599 MI
QSO: 28081 CW 2025-12-14 1857 W6KGP         599 WY N4HB          599 VA
QSO: 28074 CW 2025-12-14 1858 W6KGP         599 WY NO8C          599 OH
QSO: 28067 CW 2025-12-14 1859 W6KGP         599 WY K1LT          599 OH
QSO: 28060 CW 2025-12-14 1903 W6KGP         599 WY WA2CP         599 NY
QSO: 28003 CW 2025-12-14 1905 W6KGP         599 WY 9Z4BM         599 2074
QSO: 28003 CW 2025-12-14 1906 W6KGP         599 WY TI8X          599 1855
QSO: 28002 CW 2025-12-14 1907 W6KGP         599 WY WO4O          599 FL
QSO: 28023 CW 2025-12-14 1909 W6KGP         599 WY KB8TYJ        599 MI
QSO: 28025 CW 2025-12-14 1910 W6KGP         599 WY WH7T          599 HI
QSO: 28025 CW 2025-12-14 1913 W6KGP         599 WY D4C           599 4280
QSO: 28085 CW 2025-12-14 1916 W6KGP         599 WY AA1K          599 DE
QSO: 28056 CW 2025-12-14 1918 W6KGP         599 WY KP2B          599 2053
QSO: 28054 CW 2025-12-14 1919 W6KGP         599 WY WQ5L          599 MS
QSO: 28051 CW 2025-12-14 1920 W6KGP         599 WY ZL4TT         599 428
QSO: 28049 CW 2025-12-14 1921 W6KGP         599 WY VE3AT         599 ON
QSO: 28040 CW 2025-12-14 1925 W6KGP         599 WY VA3AR         599 ON
QSO: 28037 CW 2025-12-14 1926 W6KGP         599 WY KE4KY         599 KY
QSO: 28034 CW 2025-12-14 1928 W6KGP         599 WY KR2AA         599 NY
QSO: 28034 CW 2025-12-14 1929 W6KGP         599 WY NJ4P          599 TN
QSO: 28034 CW 2025-12-14 1931 W6KGP         599 WY K5VIP         599 VA
QSO: 28035 CW 2025-12-14 1931 W6KGP         599 WY K4YYL         599 SC
QSO: 28034 CW 2025-12-14 1932 W6KGP         599 WY N4IJ          599 NC
QSO: 28035 CW 2025-12-14 1932 W6KGP         599 WY K0TQ          599 IN
QSO: 28035 CW 2025-12-14 1933 W6KGP         599 WY K5EK          599 NC
QSO: 28034 CW 2025-12-14 1934 W6KGP         599 WY KD8W          599 OH
QSO: 28035 CW 2025-12-14 1936 W6KGP         599 WY KT9L          599 IN
QSO: 28013 CW 2025-12-14 1940 W6KGP         599 WY AD5A          599 TX
QSO: 28014 CW 2025-12-14 1940 W6KGP         599 WY N4UU          599 FL
QSO: 28384 PH 2025-12-14 1944 W6KGP         59 WY NA8V          59 MI
QSO: 28392 PH 2025-12-14 1945 W6KGP         59 WY K5TR          59 TX
QSO: 28409 PH 2025-12-14 1947 W6KGP         59 WY FM5BH         59 2731
QSO: 28447 PH 2025-12-14 1949 W6KGP         59 WY W8MJ          59 MI
QSO: 28412 PH 2025-12-14 1953 W6KGP         59 WY PT5J          59 3810
QSO: 28003 CW 2025-12-14 2006 W6KGP         599 WY K0EJ          599 TN
QSO: 28007 CW 2025-12-14 2007 W6KGP         599 WY FY5KE         599 3821
QSO: 28016 CW 2025-12-14 2010 W6KGP         599 WY VE3GFN        599 ON
QSO: 28020 CW 2025-12-14 2011 W6KGP         599 WY VE3EJ         599 ON
QSO: 28039 CW 2025-12-14 2018 W6KGP         599 WY VP9I          599 1658
QSO: 28039 CW 2025-12-14 2019 W6KGP         599 WY N2NT          599 NJ
QSO: 28054 CW 2025-12-14 2023 W6KGP         599 WY K8GU          599 OH
QSO: 28054 CW 2025-12-14 2023 W6KGP         599 WY N4PSE         599 NC
QSO: 28000 CW 2025-12-14 2024 W6KGP         599 WY WA2AEY        599 NY
QSO: 28055 CW 2025-12-14 2025 W6KGP         599 WY W8FN          599 NC
QSO: 28054 CW 2025-12-14 2027 W6KGP         599 WY KV8Q          599 OH
QSO: 28055 CW 2025-12-14 2027 W6KGP         599 WY KM4FO         599 KY
QSO: 28000 CW 2025-12-14 2028 W6KGP         599 WY WA8YZB        599 MI
QSO: 28054 CW 2025-12-14 2029 W6KGP         599 WY K3TC          599 MD
QSO: 28000 CW 2025-12-14 2030 W6KGP         599 WY W4YE          599 VA
QSO: 28055 CW 2025-12-14 2032 W6KGP         599 WY K8PK          599 OH
QSO: 28000 CW 2025-12-14 2033 W6KGP         599 WY W1NN          599 OH
QSO: 28055 CW 2025-12-14 2033 W6KGP         599 WY AF5J          599 TX
QSO: 28055 CW 2025-12-14 2033 W6KGP         599 WY WB9TFF        599 WI
QSO: 28055 CW 2025-12-14 2034 W6KGP         599 WY AA3R          599 NJ
QSO: 28055 CW 2025-12-14 2036 W6KGP         599 WY KG9X          599 IL
QSO: 28054 CW 2025-12-14 2037 W6KGP         599 WY N4IJ          599 NC
QSO: 28055 CW 2025-12-14 2037 W6KGP         599 WY WT9U          599 IN
QSO: 28055 CW 2025-12-14 2038 W6KGP         599 WY N2PP          599 NY
QSO: 28055 CW 2025-12-14 2038 W6KGP         599 WY N3AM          599 MD
QSO: 28054 CW 2025-12-14 2039 W6KGP         599 WY K3AJ          599 MD
QSO: 28055 CW 2025-12-14 2039 W6KGP         599 WY K1ZZI         599 SC
QSO: 28055 CW 2025-12-14 2039 W6KGP         599 WY W1CTN         599 NC
QSO: 28054 CW 2025-12-14 2041 W6KGP         599 WY KC9IL         599 IL
QSO: 28054 CW 2025-12-14 2041 W6KGP         599 WY W4PJW         599 VA
QSO: 28054 CW 2025-12-14 2042 W6KGP         599 WY PR1T          599 2872
QSO: 28055 CW 2025-12-14 2042 W6KGP         599 WY VE3MGY        599 ON
QSO: 28055 CW 2025-12-14 2043 W6KGP         599 WY KA4RRU        599 VA
QSO: 28055 CW 2025-12-14 2043 W6KGP         599 WY ND4X          599 KY
QSO: 28054 CW 2025-12-14 2044 W6KGP         599 WY NN4SS         599 SC
QSO: 28055 CW 2025-12-14 2044 W6KGP         599 WY K2SG          599 FL
QSO: 28055 CW 2025-12-14 2045 W6KGP         599 WY W2GDJ         599 NY
QSO: 28054 CW 2025-12-14 2052 W6KGP         599 WY K8LF          599 VA
QSO: 28055 CW 2025-12-14 2052 W6KGP         599 WY WA3AER        599 MD
QSO: 28055 CW 2025-12-14 2053 W6KGP         599 WY KG4W          599 VA
QSO: 28055 CW 2025-12-14 2054 W6KGP         599 WY WA4JUK        599 VA
QSO: 28000 CW 2025-12-14 2055 W6KGP         599 WY N2JJ          599 NY
QSO: 28000 CW 2025-12-14 2056 W6KGP         599 WY W9RE          599 IN
QSO: 28055 CW 2025-12-14 2056 W6KGP         599 WY W8ZN          599 VA
QSO: 28055 CW 2025-12-14 2057 W6KGP         599 WY K5JX          599 TX
QSO: 28054 CW 2025-12-14 2100 W6KGP         599 WY K9NW          599 OH
QSO: 28055 CW 2025-12-14 2100 W6KGP         599 WY XE2W          599 NLE
QSO: 28055 CW 2025-12-14 2101 W6KGP         599 WY N9OK          599 IL
QSO: 28055 CW 2025-12-14 2102 W6KGP         599 WY VA3OKG        599 ON
QSO: 28000 CW 2025-12-14 2104 W6KGP         599 WY K4ORD         599 VA
QSO: 28055 CW 2025-12-14 2105 W6KGP         599 WY N7US          599 IL
QSO: 28055 CW 2025-12-14 2105 W6KGP         599 WY N9CO          599 IL
QSO: 28055 CW 2025-12-14 2106 W6KGP         599 WY W2EQ          599 NJ
QSO: 28055 CW 2025-12-14 2107 W6KGP         599 WY WB8BZK        599 IL
QSO: 28055 CW 2025-12-14 2108 W6KGP         599 WY W4TM          599 GA
QSO: 28054 CW 2025-12-14 2110 W6KGP         599 WY WA3KCP        599 PA
QSO: 28055 CW 2025-12-14 2110 W6KGP         599 WY AA3S          599 MD
QSO: 28055 CW 2025-12-14 2111 W6KGP         599 WY N2BJ          599 IL
QSO: 28055 CW 2025-12-14 2112 W6KGP         599 WY N4GO          599 KY
QSO: 28055 CW 2025-12-14 2112 W6KGP         599 WY WS4Y          599 FL
QSO: 28055 CW 2025-12-14 2113 W6KGP         599 WY W8EH          599 OH
QSO: 28055 CW 2025-12-14 2114 W6KGP         599 WY NS3T          599 MD
QSO: 28055 CW 2025-12-14 2116 W6KGP         599 WY K3IE          599 TN
QSO: 28055 CW 2025-12-14 2116 W6KGP         599 WY VA3CW         599 ON
QSO: 28055 CW 2025-12-14 2118 W6KGP         599 WY N9TF          599 TN
QSO: 28055 CW 2025-12-14 2119 W6KGP         599 WY VE3AQ         599 ON
QSO: 28055 CW 2025-12-14 2119 W6KGP         599 WY VE3KTB        599 ON
QSO: 28055 CW 2025-12-14 2122 W6KGP         599 WY HK1MW         599 1609
QSO: 28065 CW 2025-12-14 2124 W6KGP         599 WY K1GU          599 TN
QSO: 28065 CW 2025-12-14 2125 W6KGP         599 WY KT8Y          599 MI
QSO: 28032 CW 2025-12-14 2135 W6KGP         599 WY K4FR          599 KY
QSO: 28032 CW 2025-12-14 2137 W6KGP         599 IA KC3MAL        599 IA
QSO: 28032 CW 2025-12-14 2138 W6KGP         599 WY XE2X          599 TAM
QSO: 28032 CW 2025-12-14 2139 W6KGP         599 WY KA8G          599 OH
QSO: 28032 CW 2025-12-14 2139 W6KGP         599 WY WJ2D          599 NC
QSO: 28032 CW 2025-12-14 2140 W6KGP         599 WY AD4TJ         599 VA
QSO: 28032 CW 2025-12-14 2140 W6KGP         599 WY K8ROX         599 OH
QSO: 28032 CW 2025-12-14 2141 W6KGP         599 WY K3GW          599 PA
QSO: 28032 CW 2025-12-14 2141 W6KGP         599 WY WX8V          599 KY
QSO: 28032 CW 2025-12-14 2142 W6KGP         599 WY K8RGI         599 OH
QSO: 28032 CW 2025-12-14 2142 W6KGP         599 WY W8PI          599 MI
QSO: 28032 CW 2025-12-14 2144 W6KGP         599 WY K2QO          599 NY
QSO: 28029 CW 2025-12-14 2150 W6KGP         599 WY LT3E          599 2923
END-OF-LOG:
