START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WPX Contest Log 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: ND3R
LOCATION: WPA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLAIMED-SCORE: 123190
OPERATORS: ND3R
NAME: Paul Ginther
SOAPBOX: Great contest as always. See you all in the cw test.
QSO:  7134 PH 2013-03-30 1117 ND3R          59  099    VC6A          59  520    0
QSO: 14244 PH 2013-03-30 1121 ND3R          59  100    DR1A          59  596    0
QSO: 14275 PH 2013-03-30 1124 ND3R          59  101    E7DX          59  1292   0
QSO: 14282 PH 2013-03-30 1125 ND3R          59  102    OT5A          59  327    0
QSO: 14167 PH 2013-03-30 1132 ND3R          59  103    KP2TM         59  1534   0
QSO: 14191 PH 2013-03-30 1143 ND3R          59  104    PJ2T          59  541    0
QSO: 14195 PH 2013-03-30 1145 ND3R          59  105    YT4W          59  645    0
QSO: 14204 PH 2013-03-30 1146 ND3R          59  106    TM6M          59  644    0
QSO: 14218 PH 2013-03-30 1147 ND3R          59  107    YU1ARC        59  691    0
QSO: 14230 PH 2013-03-30 1153 ND3R          59  108    EI7M          59  1368   0
QSO: 14240 PH 2013-03-30 1154 ND3R          59  109    KP2DX         59  182    0
QSO: 14254 PH 2013-03-30 1207 ND3R          59  110    S53M          59  796    0
QSO: 21267 PH 2013-03-30 1224 ND3R          59  111    D4C           59  604    0
QSO: 21300 PH 2013-03-30 1225 ND3R          59  112    KP2MM         59  1120   0
QSO: 21342 PH 2013-03-30 1237 ND3R          59  113    NP4Z          59  1136   0
QSO: 14278 PH 2013-03-30 1239 ND3R          59  114    SO2R          59  439    0
QSO: 14274 PH 2013-03-30 1239 ND3R          59  115    KG2A/VP9      59  334    0
QSO: 14343 PH 2013-03-30 1240 ND3R          59  116    OL1C          59  764    0
QSO: 14334 PH 2013-03-30 1242 ND3R          59  117    KG9N/C6A      59  506    0
QSO: 14330 PH 2013-03-30 1244 ND3R          59  118    LX7I          59  722    0
QSO: 14328 PH 2013-03-30 1249 ND3R          59  119    OL7M          59  548    0
QSO: 14325 PH 2013-03-30 1249 ND3R          59  120    VO1TX         59  036    0
QSO: 14312 PH 2013-03-30 1254 ND3R          59  121    TM5A          59  555    0
QSO: 14302 PH 2013-03-30 1258 ND3R          59  122    SJ2W          59  849    0
QSO: 14283 PH 2013-03-30 1301 ND3R          59  123    HK1NA         59  1261   0
QSO: 14270 PH 2013-03-30 1307 ND3R          59  124    PI4CG         59  208    0
QSO: 14224 PH 2013-03-30 1312 ND3R          59  125    DP6T          59  231    0
QSO: 14220 PH 2013-03-30 1313 ND3R          59  126    KP4RV         59  256    0
QSO: 14202 PH 2013-03-30 1315 ND3R          59  127    XE1OGG        59  283    0
QSO: 14200 PH 2013-03-30 1316 ND3R          59  128    8P6NW         59  112    0
QSO: 14197 PH 2013-03-30 1317 ND3R          59  129    OS8A          59  656    0
QSO: 14182 PH 2013-03-30 1320 ND3R          59  130    P41A          59  1153   0
QSO: 14159 PH 2013-03-30 1325 ND3R          59  131    VK4KW         59  450    0
QSO: 21205 PH 2013-03-30 1330 ND3R          59  132    KR4Z          59  171    0
QSO: 21214 PH 2013-03-30 1332 ND3R          59  133    6Y3M          59  719    0
QSO: 21241 PH 2013-03-30 1339 ND3R          59  134    N8OO          59  701    0
QSO: 21252 PH 2013-03-30 1341 ND3R          59  135    CM2XN         59  034    0
QSO: 21255 PH 2013-03-30 1341 ND3R          59  136    CO2WL         59  323    0
QSO: 21285 PH 2013-03-30 1414 ND3R          59  137    4A1TD         59  320    0
QSO: 21287 PH 2013-03-30 1416 ND3R          59  138    EF5Y          59  1061   0
QSO: 28458 PH 2013-03-30 1634 ND3R          59  139    KP2TM         59  2288   0
QSO: 28467 PH 2013-03-30 1635 ND3R          59  140    LO7H          59  658    0
QSO: 28480 PH 2013-03-30 1637 ND3R          59  141    WP4DT         59  075    0
QSO: 28484 PH 2013-03-30 1639 ND3R          59  142    NP4Z          59  1696   0
QSO: 28493 PH 2013-03-30 1640 ND3R          59  143    KP2MM         59  1666   0
QSO: 28498 PH 2013-03-30 1640 ND3R          59  144    NP3PR         59  176    0
QSO: 28375 PH 2013-03-30 1652 ND3R          59  145    HK1NA         59  779    0
QSO: 28416 PH 2013-03-30 1652 ND3R          59  146    LR2F          59  865    0
QSO: 28430 PH 2013-03-30 1652 ND3R          59  147    P40L          59  1853   0
QSO: 14184 PH 2013-03-30 1655 ND3R          59  148    NJ0F          59  442    0
QSO: 14197 PH 2013-03-30 1702 ND3R          59  149    K6TU          59  266    0
QSO: 21292 PH 2013-03-30 1711 ND3R          59  150    OA4SS         59  256    0
QSO: 21296 PH 2013-03-30 1715 ND3R          59  151    4O7ZZ         59  1197   0
QSO: 21297 PH 2013-03-30 1715 ND3R          59  152    HK1NA         59  764    0
QSO: 21302 PH 2013-03-30 1718 ND3R          59  153    IT9ZGY        59  1015   0
QSO: 21308 PH 2013-03-30 1718 ND3R          59  154    HA8JV         59  1121   0
QSO: 21343 PH 2013-03-30 1722 ND3R          59  155    WM6A          59  181    0
QSO: 21347 PH 2013-03-30 1723 ND3R          59  156    E77XZ         59  1243   0
QSO: 21360 PH 2013-03-30 1726 ND3R          59  157    YT6T          59  696    0
QSO: 21377 PH 2013-03-30 1730 ND3R          59  158    YW5DX         59  648    0
QSO: 21400 PH 2013-03-30 1730 ND3R          59  159    N6JW          59  401    0
QSO: 21436 PH 2013-03-30 1732 ND3R          59  160    UV5U          59  759    0
QSO: 21440 PH 2013-03-30 1732 ND3R          59  161    P40Z          59  1930   0
QSO: 21402 PH 2013-03-30 1739 ND3R          59  162    CM2ESP        59  150    0
QSO: 21406 PH 2013-03-30 2219 ND3R          59  163    6V7S          59  1973   0
QSO: 21391 PH 2013-03-30 2220 ND3R          59  164    YV5KG         59  614    0
QSO: 21392 PH 2013-03-30 2221 ND3R          59  165    VA7BEC        59  333    0
QSO: 21365 PH 2013-03-30 2224 ND3R          59  166    8P5A          59  3706   0
QSO: 21356 PH 2013-03-30 2232 ND3R          59  167    PW2D          59  563    0
QSO: 21352 PH 2013-03-30 2237 ND3R          59  168    3G3W          59  689    0
QSO: 21349 PH 2013-03-30 2246 ND3R          59  169    OA6Q          59  330    0
QSO: 21346 PH 2013-03-30 2251 ND3R          59  170    CV5D          59  763    0
QSO:  7178 PH 2013-03-31 1018 ND3R          59  171    P40Z          59  3212   0
QSO:  7175 PH 2013-03-31 1019 ND3R          59  172    HK1NA         59  1757   0
QSO:  7168 PH 2013-03-31 1024 ND3R          59  173    K4PV          59  1320   0
QSO:  7192 PH 2013-03-31 1026 ND3R          59  174    NX6T          59  1176   0
QSO:  7203 PH 2013-03-31 1028 ND3R          59  175    CE3CT         59  561    0
QSO: 14252 PH 2013-03-31 1117 ND3R          59  176    CE3CT         59  1911   0
QSO:  7182 PH 2013-03-31 1127 ND3R          59  177    KG9N/C6A      59  1191   0
QSO:  7156 PH 2013-03-31 1132 ND3R          59  178    VK4HH         59  1205   0
QSO: 14268 PH 2013-03-31 1143 ND3R          59  179    PA6V          59  1136   0
QSO: 14270 PH 2013-03-31 1144 ND3R          59  180    PI4ZI         59  983    0
QSO: 14295 PH 2013-03-31 1149 ND3R          59  181    OM2VL         59  3044   0
QSO: 14323 PH 2013-03-31 1150 ND3R          59  182    EA1FDI        59  1565   0
QSO: 14215 PH 2013-03-31 1155 ND3R          59  183    NS1L          59  1427   0
QSO: 14173 PH 2013-03-31 1204 ND3R          59  184    EA5DFV        59  1906   0
QSO: 21285 PH 2013-03-31 1209 ND3R          59  185    T48K          59  3313   0
QSO: 21309 PH 2013-03-31 1219 ND3R          59  186    DO4DXA        59  600    0
QSO: 28448 PH 2013-03-31 1220 ND3R          59  187    PX5E          59  2831   0
QSO: 21315 PH 2013-03-31 1235 ND3R          59  188    WP2Z          59  4830   0
QSO: 21340 PH 2013-03-31 1239 ND3R          59  189    OL7M          59  882    0
QSO: 21344 PH 2013-03-31 1244 ND3R          59  190    DQ8N          59  1217   0
QSO: 21363 PH 2013-03-31 1248 ND3R          59  191    ED1R          59  3655   0
QSO: 21410 PH 2013-03-31 1310 ND3R          59  192    HA30S         59  922    0
QSO: 21419 PH 2013-03-31 1325 ND3R          59  193    DL6NDW        59  1171   0
QSO: 21217 PH 2013-03-31 1337 ND3R          59  194    EW2A          59  1658   0
QSO: 21224 PH 2013-03-31 1345 ND3R          59  195    RT4F          59  3319   0
QSO: 21233 PH 2013-03-31 1354 ND3R          59  196    RL3A          59  4661   0
QSO: 21235 PH 2013-03-31 1355 ND3R          59  197    CO2CW         59  580    0
QSO: 21269 PH 2013-03-31 1358 ND3R          59  198    UA5B          59  2789   0
QSO: 21291 PH 2013-03-31 1401 ND3R          59  199    EE1W          59  1200   0
QSO: 21310 PH 2013-03-31 1408 ND3R          59  200    OE8Q          59  1474   0
QSO: 28337 PH 2013-03-31 1523 ND3R          59  201    ZZ2T          59  2908   0
QSO: 21322 PH 2013-03-31 1525 ND3R          59  202    ZF2AH         59  2302   0
QSO: 21325 PH 2013-03-31 1525 ND3R          59  203    DA2A          59  952    0
QSO: 21342 PH 2013-03-31 1528 ND3R          59  204    OQ4U          59  1087   0
QSO: 21352 PH 2013-03-31 1530 ND3R          59  205    OH5Z          59  903    0
QSO: 21355 PH 2013-03-31 1533 ND3R          59  206    OT5A          59  891    0
QSO: 21360 PH 2013-03-31 1534 ND3R          59  207    YL2SM         59  2352   0
QSO: 21364 PH 2013-03-31 1535 ND3R          59  208    GW9T          59  2567   0
QSO: 21366 PH 2013-03-31 1535 ND3R          59  209    SN2M          59  820    0
QSO: 21400 PH 2013-03-31 1541 ND3R          59  210    EF1W          59  1765   0
QSO: 21439 PH 2013-03-31 1543 ND3R          59  211    WR5O          59  1270   0
QSO: 14324 PH 2013-03-31 1548 ND3R          59  212    KI7M          59  1008   0
QSO: 14345 PH 2013-03-31 1549 ND3R          59  213    KC5WA         59  400    0
QSO: 14170 PH 2013-03-31 1552 ND3R          59  214    US1I          59  1559   0
QSO: 14182 PH 2013-03-31 1552 ND3R          59  215    EE1W          59  2494   0
QSO: 14212 PH 2013-03-31 1606 ND3R          59  216    CO2GG         59  1079   0
QSO: 21213 PH 2013-03-31 1630 ND3R          59  217    DL9EE         59  579    0
QSO: 28514 PH 2013-03-31 1650 ND3R          59  218    PW7T          59  1164   0
QSO: 28516 PH 2013-03-31 1651 ND3R          59  219    ZS6EE         59  518    0
QSO: 28520 PH 2013-03-31 1655 ND3R          59  220    D4C           59  2346   0
QSO: 21398 PH 2013-03-31 1832 ND3R          59  221    E7DX          59  4379   0
QSO: 21395 PH 2013-03-31 1834 ND3R          59  222    E73W          59  270    0
QSO: 21384 PH 2013-03-31 1839 ND3R          59  223    CR6P          59  2525   0
QSO: 21341 PH 2013-03-31 1855 ND3R          59  224    G5O           59  615    0
QSO: 21328 PH 2013-03-31 1858 ND3R          59  225    II9P          59  2276   0
QSO: 21327 PH 2013-03-31 1904 ND3R          59  226    MM0AMW        59  124    0
QSO: 21328 PH 2013-03-31 1905 ND3R          59  227    PJ4D          59  1181   0
QSO: 21314 PH 2013-03-31 1908 ND3R          59  228    EI9HX         59  1212   0
QSO: 21310 PH 2013-03-31 1912 ND3R          59  229    EI2EE         59  1424   0
QSO: 21307 PH 2013-03-31 1913 ND3R          59  230    TM1W          59  1646   0
QSO: 21300 PH 2013-03-31 1923 ND3R          59  231    N9RV          59  1018   0
QSO: 21295 PH 2013-03-31 1924 ND3R          59  232    TM6M          59  1920   0
QSO: 21293 PH 2013-03-31 1941 ND3R          59  233    3V8BB         59  3415   0
QSO: 21291 PH 2013-03-31 1943 ND3R          59  234    DM0B          59  315    0
QSO: 28595 PH 2013-03-31 1945 ND3R          59  235    LU9DAG        59  262    0
QSO: 28556 PH 2013-03-31 1950 ND3R          59  236    LW5DW         59  478    0
QSO: 28511 PH 2013-03-31 1952 ND3R          59  237    LU5FC         59  3168   0
QSO: 28461 PH 2013-03-31 1954 ND3R          59  238    WP2Z          59  5811   0
QSO: 28332 PH 2013-03-31 2000 ND3R          59  239    ZY2WPX        59  2028   0
QSO: 28320 PH 2013-03-31 2002 ND3R          59  240    PU2WDX        59  424    0
QSO: 14169 PH 2013-03-31 2022 ND3R          59  241    NR7DX         59  636    0
QSO: 14160 PH 2013-03-31 2032 ND3R          59  242    EA9CD         59  909    0
QSO: 14262 PH 2013-03-31 2035 ND3R          59  243    H27A          59  7451   0
QSO: 14268 PH 2013-03-31 2041 ND3R          59  244    DA3X          59  1656   0
QSO: 14272 PH 2013-03-31 2042 ND3R          59  245    VE6BMX        59  385    0
QSO: 14284 PH 2013-03-31 2043 ND3R          59  246    S54ZZ         59  2171   0
QSO: 14294 PH 2013-03-31 2044 ND3R          59  247    TM7F          59  2699   0
QSO: 14304 PH 2013-03-31 2102 ND3R          59  248    DA2A          59  1212   0
END-OF-LOG:
