START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 5520
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28510 PH 2013-03-31 0654 JN3DMJ        59  0051   VK4KW         59  1180
QSO: 21166 PH 2013-03-31 0657 JN3DMJ        59  0052   ZM1G          59  0684
QSO: 28470 PH 2013-03-31 0746 JN3DMJ        59  0053   B7JA          59  1450
QSO: 21190 PH 2013-03-31 0756 JN3DMJ        59  0054   4H1T          59  1042
QSO: 21322 PH 2013-03-31 0811 JN3DMJ        59  0055   R8FR          59  0524
QSO: 21325 PH 2013-03-31 0815 JN3DMJ        59  0056   BA5CJ         59  0576
QSO: 21330 PH 2013-03-31 0818 JN3DMJ        59  0057   DU1UGZ        59  0522
QSO:  7199 PH 2013-03-31 0909 JN3DMJ        59  0058   JH9URT        59  0362
QSO:  7178 PH 2013-03-31 0915 JN3DMJ        59  0059   RA/KE5JA      59  0785
END-OF-LOG:
