START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: G3Q
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: G3RXQ
CLAIMED-SCORE: 32643
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: 
CATEGORY-MODE: SSB
NAME: Stewart Baker
SOAPBOX: band conditions not great, but a very enjoyable contest as usual.
QSO: 21257 PH 2025-10-11 1514 G3Q           59     133 OH4BCS        59     141 0
QSO: 21357 PH 2025-10-11 1516 G3Q           59     134 OH9JS         59      58 0
QSO: 21351 PH 2025-10-11 1519 G3Q           59     135 OI5AY         59      75 0
QSO: 14297 PH 2025-10-11 1520 G3Q           59     136 SJ2W          59     447 0
QSO: 14273 PH 2025-10-11 1521 G3Q           59     137 LA8HGA        59      59 0
QSO: 14228 PH 2025-10-11 1522 G3Q           59     138 OH2OA         59     186 0
QSO: 14268 PH 2025-10-11 1523 G3Q           59     139 OZ5W          59     144 0
QSO: 14236 PH 2025-10-11 1524 G3Q           59     140 OH3Z          59     143 0
QSO: 14188 PH 2025-10-11 1525 G3Q           59     141 OH3JR         59     137 0
QSO: 14248 PH 2025-10-11 1526 G3Q           59     142 OZ8AGB        59      45 0
QSO: 14254 PH 2025-10-11 1527 G3Q           59     143 LA/US1PM      59      79 0
QSO:  7191 PH 2025-10-11 1530 G3Q           59     144 OZ0MF         59     215 0
QSO:  7182 PH 2025-10-11 1531 G3Q           59     145 SK3W          59      77 0
QSO:  7151 PH 2025-10-11 1532 G3Q           59     146 SF7X          59      20 0
QSO:  7184 PH 2025-10-11 1534 G3Q           59     147 SM5ACQ        59      26 0
QSO: 14282 PH 2025-10-11 1539 G3Q           59     148 OH1TD         59      86 0
QSO: 14244 PH 2025-10-11 1541 G3Q           59     149 OH0V          59     230 0
QSO: 14258 PH 2025-10-11 1544 G3Q           59     150 SM9F          59      36 0
QSO: 14233 PH 2025-10-11 1545 G3Q           59     151 LC2D          59     141 0
QSO: 14132 PH 2025-10-11 1547 G3Q           59     152 OZ1D          59      77 0
QSO: 14210 PH 2025-10-11 1548 G3Q           59     153 LA8OM         59     251 0
QSO: 14275 PH 2025-10-11 1549 G3Q           59     154 OI3V          59     241 0
QSO: 14255 PH 2025-10-11 1550 G3Q           59     155 OH7K          59     194 0
QSO: 21359 PH 2025-10-11 1554 G3Q           59     156 OG7A          59     119 0
QSO: 21333 PH 2025-10-11 1556 G3Q           59     157 SK6D          59     195 0
QSO: 14238 PH 2025-10-11 1603 G3Q           59     158 OH2HEX        59      60 0
QSO: 14197 PH 2025-10-11 1603 G3Q           59     159 OH1Z          59     206 0
QSO: 14279 PH 2025-10-11 1605 G3Q           59     160 8S0C          59     182 0
QSO: 14255 PH 2025-10-11 1645 G3Q           59     161 OH8K          59     337 0
QSO: 14241 PH 2025-10-11 1646 G3Q           59     162 OG7A          59     247 0
QSO: 14192 PH 2025-10-11 1647 G3Q           59     163 OH7TO         59     162 0
QSO: 14186 PH 2025-10-11 1647 G3Q           59     164 OG3B          59     371 0
QSO: 14268 PH 2025-10-11 1649 G3Q           59     165 SM6NT         59     177 0
QSO: 21325 PH 2025-10-11 1655 G3Q           59     166 OH5GIO        59      81 0
QSO:  7137 PH 2025-10-11 1658 G3Q           59     167 OG3B          59     380 0
QSO:  7145 PH 2025-10-11 1700 G3Q           59     168 OI5AY         59      24 0
QSO:  7154 PH 2025-10-11 1704 G3Q           59     169 SE5E          59     421 0
QSO:  7193 PH 2025-10-11 1705 G3Q           59     170 OZ3PY         59     141 0
QSO:  7199 PH 2025-10-11 1706 G3Q           59     171 OG6N          59     354 0
QSO:  7186 PH 2025-10-11 1707 G3Q           59     172 OH1Z          59     225 0
QSO:  7165 PH 2025-10-11 1710 G3Q           59     173 SM4ONW        59     283 0
QSO:  7112 PH 2025-10-11 1711 G3Q           59     174 SB7S          59     278 0
QSO: 14263 PH 2025-10-11 1714 G3Q           59     175 LA7WRA        59     108 0
QSO: 14266 PH 2025-10-11 1715 G3Q           59     176 LA1DP         59      20 0
QSO: 14282 PH 2025-10-11 1716 G3Q           59     177 OZ1LFI        59      26 0
QSO: 14272 PH 2025-10-11 1722 G3Q           59     178 SM6MVE        59     150 0
QSO: 14248 PH 2025-10-11 1723 G3Q           59     179 SM5INC        59     276 0
QSO:  7142 PH 2025-10-11 1726 G3Q           59     180 LB4UH         59     201 0
QSO:  3785 PH 2025-10-11 2112 G3Q           59     181 SE4A          59     513 0
QSO:  3728 PH 2025-10-11 2113 G3Q           59     182 SK3W          59      95 0
QSO:  3735 PH 2025-10-11 2114 G3Q           59     183 SM5INC        59     496 0
QSO:  3743 PH 2025-10-11 2115 G3Q           59     184 SE5E          59     785 0
QSO:  3744 PH 2025-10-11 2115 G3Q           59     185 OG1F          59     945 0
QSO:  3751 PH 2025-10-11 2117 G3Q           59     186 SM5DWF        59      17 0
QSO:  3756 PH 2025-10-11 2118 G3Q           59     187 OF9X          59     580 0
QSO:  3766 PH 2025-10-11 2119 G3Q           59     188 SD9D          59     267 0
QSO:  3798 PH 2025-10-11 2120 G3Q           59     189 OZ4GM         59      71 0
QSO:  3791 PH 2025-10-11 2121 G3Q           59     190 LN8W          59      92 0
QSO:  3722 PH 2025-10-11 2122 G3Q           59     191 SK6BA         59     299 0
QSO:  3717 PH 2025-10-11 2124 G3Q           59     192 SK0QO         59     284 0
QSO:  7137 PH 2025-10-11 2125 G3Q           59     193 OH2T          59     722 0
QSO:  7136 PH 2025-10-11 2127 G3Q           59     194 OG1F          59     954 0
QSO:  7158 PH 2025-10-11 2133 G3Q           59     195 OH6DX         59     699 0
QSO:  7143 PH 2025-10-11 2134 G3Q           59     196 OH8K          59     571 0
QSO:  3739 PH 2025-10-11 2137 G3Q           59     197 OG6N          59     650 0
QSO:  3768 PH 2025-10-11 2138 G3Q           59     198 SE0X          59     681 0
QSO:  3721 PH 2025-10-11 2139 G3Q           59     199 LB4UH         59     352 0
QSO:  7188 PH 2025-10-11 2142 G3Q           59     200 SM8T          59     345 0
QSO:  3753 PH 2025-10-11 2154 G3Q           59     201 OI3V          59     585 0
QSO:  3746 PH 2025-10-11 2157 G3Q           59     202 SB7S          59     549 0
QSO:  3790 PH 2025-10-11 2158 G3Q           59     203 OH2R          59     731 0
QSO:  3767 PH 2025-10-11 2205 G3Q           59     204 SG0X          59     609 0
QSO:  3756 PH 2025-10-11 2206 G3Q           59     205 SM8T          59     356 0
QSO:  3772 PH 2025-10-11 2207 G3Q           59     206 OH8K          59     599 0
QSO:  3775 PH 2025-10-11 2207 G3Q           59     207 SC5C          59     447 0
QSO:  3764 PH 2025-10-11 2209 G3Q           59     208 OY1R          59     677 0
QSO:  3760 PH 2025-10-11 2210 G3Q           59     209 8S0C          59     438 0
QSO:  3730 PH 2025-10-11 2212 G3Q           59     210 OH7K          59     367 0
QSO:  3730 PH 2025-10-11 2215 G3Q           59     211 OZ5E          59     419 0
QSO:  3730 PH 2025-10-11 2216 G3Q           59     212 OH4BCS        59     515 0
QSO:  3753 PH 2025-10-11 2224 G3Q           59     213 SJ2W          59    1080 0
QSO:  3760 PH 2025-10-11 2227 G3Q           59     214 OH6DX         59     711 0
QSO:  3749 PH 2025-10-12 0527 G3Q           59     215 OH2T          59     746 0
QSO:  3765 PH 2025-10-12 0528 G3Q           59     216 OZ1IKU        59      56 0
QSO:  3767 PH 2025-10-12 0529 G3Q           59     217 OG5O          59     546 0
QSO:  3771 PH 2025-10-12 0529 G3Q           59     218 LC6C          59     371 0
QSO:  3779 PH 2025-10-12 0530 G3Q           59     219 OH6RX         59    1301 0
QSO:  3794 PH 2025-10-12 0531 G3Q           59     220 OH0Z          59      88 0
QSO:  3797 PH 2025-10-12 0532 G3Q           59     221 OH1VR         59      57 0
QSO:  3737 PH 2025-10-12 0534 G3Q           59     222 OH3Z          59     328 0
QSO:  7189 PH 2025-10-12 0536 G3Q           59     223 SE4A          59     570 0
QSO:  7168 PH 2025-10-12 0536 G3Q           59     224 OH2XX         59     451 0
QSO:  7147 PH 2025-10-12 0537 G3Q           59     225 OH1NA         59     521 0
QSO:  7160 PH 2025-10-12 0537 G3Q           59     226 SJ2W          59    1494 0
QSO:  7143 PH 2025-10-12 0538 G3Q           59     227 OH6RX         59    1306 0
QSO:  7145 PH 2025-10-12 0539 G3Q           59     228 SK0QO         59     342 0
QSO:  7133 PH 2025-10-12 0539 G3Q           59     229 SE0X          59     756 0
QSO:  7173 PH 2025-10-12 0540 G3Q           59     230 SG0X          59     631 0
QSO:  7098 PH 2025-10-12 0544 G3Q           59     231 OH1VR         59      64 0
QSO:  7162 PH 2025-10-12 0546 G3Q           59     232 SE5N          59     203 0
QSO:  7169 PH 2025-10-12 0550 G3Q           59     233 SC5C          59     456 0
QSO:  7122 PH 2025-10-12 0550 G3Q           59     234 LB1UK         59     209 0
QSO:  7154 PH 2025-10-12 0551 G3Q           59     235 OG100AA       59     276 0
QSO:  7134 PH 2025-10-12 0555 G3Q           59     236 OG5B          59     364 0
QSO:  7141 PH 2025-10-12 0556 G3Q           59     237 OH3Z          59     339 0
QSO:  7153 PH 2025-10-12 0558 G3Q           59     238 OF9X          59     660 0
QSO:  7196 PH 2025-10-12 0602 G3Q           59     239 OH0V          59     543 0
QSO:  7179 PH 2025-10-12 0635 G3Q           59     240 LN2T          59     155 0
QSO:  7182 PH 2025-10-12 0645 G3Q           59     241 SE4E          59      91 0
QSO:  7155 PH 2025-10-12 0646 G3Q           59     242 SC3A          59     151 0
QSO:  7143 PH 2025-10-12 0648 G3Q           59     243 SM6NT         59     326 0
QSO:  7173 PH 2025-10-12 0650 G3Q           59     244 LB2WD         59      38 0
QSO:  7198 PH 2025-10-12 0653 G3Q           59     245 LA7WRA        59     227 0
QSO:  7157 PH 2025-10-12 0657 G3Q           59     246 SM6MVE        59     345 0
QSO:  7094 PH 2025-10-12 0658 G3Q           59     247 OZ5E          59     472 0
QSO:  7063 PH 2025-10-12 0659 G3Q           59     248 OH4MS         59     107 0
QSO:  7091 PH 2025-10-12 0659 G3Q           59     249 LA8OM         59     533 0
QSO:  7195 PH 2025-10-12 0701 G3Q           59     250 LA4ESA        59     242 0
QSO:  7152 PH 2025-10-12 0703 G3Q           59     251 SD9D          59     295 0
QSO:  7171 PH 2025-10-12 0708 G3Q           59     252 OH4BCS        59     535 0
QSO:  7190 PH 2025-10-12 0711 G3Q           59     253 OH6RE         59      11 0
QSO:  7151 PH 2025-10-12 0715 G3Q           59     254 8S8S          59     636 0
QSO:  7164 PH 2025-10-12 0742 G3Q           59     255 OH1TD         59     223 0
QSO:  7194 PH 2025-10-12 0745 G3Q           59     256 LA8TIA        59      48 0
QSO: 14213 PH 2025-10-12 0802 G3Q           59     257 OH3RF         59     407 0
QSO: 14202 PH 2025-10-12 0804 G3Q           59     258 OH1VR         59     190 0
QSO: 14272 PH 2025-10-12 0808 G3Q           59     259 OH5NBJ        59     102 0
QSO: 14285 PH 2025-10-12 0809 G3Q           59     260 OH8WR         59     285 0
QSO: 14261 PH 2025-10-12 0820 G3Q           59     261 OH2PQ         59     228 0
QSO: 14278 PH 2025-10-12 0825 G3Q           59     262 OH6RE         59     155 0
QSO:  7181 PH 2025-10-12 0827 G3Q           59     263 SK6BA         59     375 0
QSO:  7144 PH 2025-10-12 0828 G3Q           59     264 OZ4NA         59     108 0
QSO:  7132 PH 2025-10-12 0840 G3Q           59     265 LA1DP         59      37 0
QSO: 14277 PH 2025-10-12 0856 G3Q           59     266 SM5EPO        59     484 0
QSO: 14192 PH 2025-10-12 0857 G3Q           59     267 OH4BCS        59     589 0
QSO: 14275 PH 2025-10-12 0900 G3Q           59     268 LA6GX         59      29 0
QSO: 14197 PH 2025-10-12 0903 G3Q           59     269 LC5C          59     103 0
QSO: 14218 PH 2025-10-12 0906 G3Q           59     270 OH2LZC        59     194 0
QSO: 21235 PH 2025-10-12 0944 G3Q           59     271 SD9D          59     331 0
QSO: 21303 PH 2025-10-12 0955 G3Q           59     272 SE4A          59     737 0
QSO: 21292 PH 2025-10-12 0957 G3Q           59     273 SM8T          59     572 0
QSO: 14256 PH 2025-10-12 1009 G3Q           59     274 SM6TOL        59     142 0
QSO: 14226 PH 2025-10-12 1025 G3Q           59     275 OH8WW         59     495 0
QSO: 14185 PH 2025-10-12 1026 G3Q           59     276 OH5GIO        59     260 0
QSO: 14189 PH 2025-10-12 1028 G3Q           59     277 SM5KQS        59      49 0
QSO: 14237 PH 2025-10-12 1030 G3Q           59     278 OZ1IKU        59     122 0
QSO: 14259 PH 2025-10-12 1154 G3Q           59     279 OG5B          59     709 0
QSO: 14188 PH 2025-10-12 1155 G3Q           59     280 OH1RX         59     131 0
END-OF-LOG:
