START-OF-LOG: 2.0
ARRL-SECTION: OH
CALLSIGN: N8BJQ
CLUB:  
CONTEST: REF-CW
CATEGORY: SINGLE-OP ALL HIGH CW
CLAIMED-SCORE: 14271
OPERATORS: N8BJQ
NAME: Steve Bolia
CREATED-BY: N1MM Logger+ 1.0.4584.0
QSO: 28005 CW 2015-01-25 1340 N8BJQ         599 0001   F8CIL         599 03       
QSO: 14029 CW 2015-01-25 1640 N8BJQ         599 0057   F8DGY         599 77       
QSO: 14030 CW 2015-01-25 1641 N8BJQ         599 0058   F6HPP         599 02       
QSO: 14032 CW 2015-01-25 1643 N8BJQ         599 0059   FM5WD         599 FM       
QSO: 14034 CW 2015-01-25 1644 N8BJQ         599 0060   F4GBW         599 59       
QSO: 14052 CW 2015-01-25 1645 N8BJQ         599 0061   TM2G          599 49       
QSO: 14008 CW 2015-01-25 1646 N8BJQ         599 0062   F8KGW         599 35       
QSO: 14020 CW 2015-01-25 1647 N8BJQ         599 0063   F6KRK         599 78       
QSO: 14024 CW 2015-01-25 1648 N8BJQ         599 0064   F8CMF         599 74       
QSO: 14023 CW 2015-01-25 1648 N8BJQ         599 0065   F6EYB         599 40       
QSO: 14031 CW 2015-01-25 1649 N8BJQ         599 0066   F5VV          599 01       
QSO: 14046 CW 2015-01-25 1650 N8BJQ         599 0067   F4KJK         599 84       
QSO: 14026 CW 2015-01-25 1652 N8BJQ         599 0068   TM1A          599 77       
QSO: 14025 CW 2015-01-25 1652 N8BJQ         599 0069   F5PCV         599 62       
QSO: 14009 CW 2015-01-25 1653 N8BJQ         599 0070   F5KKD         599 93       
QSO: 14032 CW 2015-01-25 1654 N8BJQ         599 0071   F2GL          599 89       
QSO: 21012 CW 2015-01-25 1656 N8BJQ         599 0072   F4BDG         599 77       
QSO: 21018 CW 2015-01-25 1657 N8BJQ         599 0073   F5PYJ         599 44       
QSO: 21016 CW 2015-01-25 1659 N8BJQ         599 0074   F8UNF         599 57       
QSO: 14022 CW 2015-01-25 1701 N8BJQ         599 0075   FG/F5HRY      599 FG       
END-OF-LOG:

