START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-SSB
LOCATION: CA
CALLSIGN: AA3ZE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 75348
OPERATORS: AA3ZE
CLUB: Frankford Radio Club
NAME: Johannes F.Trabert
SOAPBOX: single op, single band 15m, worked at W6UE Club station
QSO: 21000 PH 2011-10-29 1650 AA3ZE         59  03     NR5M          59  04     0
QSO: 21000 PH 2011-10-29 1659 AA3ZE         59  03     W9RE          59  04     0
QSO: 21000 PH 2011-10-29 1700 AA3ZE         59  03     CN4P          59  33     0
QSO: 21000 PH 2011-10-29 1702 AA3ZE         59  03     YT0Z          59  15     0
QSO: 21000 PH 2011-10-29 1714 AA3ZE         59  03     HG1S          59  15     0
QSO: 21000 PH 2011-10-29 1715 AA3ZE         59  03     AG4W          59  04     0
QSO: 21000 PH 2011-10-29 1716 AA3ZE         59  03     EA3GEG        59  14     0
QSO: 21000 PH 2011-10-29 1721 AA3ZE         59  03     EA3BOX        59  14     0
QSO: 21000 PH 2011-10-29 1722 AA3ZE         59  03     IR2C          59  15     0
QSO: 21000 PH 2011-10-29 1723 AA3ZE         59  03     S50K          59  15     0
QSO: 21000 PH 2011-10-29 1724 AA3ZE         59  03     HB9FR         59  14     0
QSO: 21000 PH 2011-10-29 1726 AA3ZE         59  03     GI5K          59  14     0
QSO: 21000 PH 2011-10-29 1730 AA3ZE         59  03     EC2DX         59  14     0
QSO: 21000 PH 2011-10-29 1731 AA3ZE         59  03     OK5W          59  15     0
QSO: 21000 PH 2011-10-29 1731 AA3ZE         59  03     EB3CW         59  14     0
QSO: 21000 PH 2011-10-29 1732 AA3ZE         59  03     OK7K          59  15     0
QSO: 21000 PH 2011-10-29 1734 AA3ZE         59  03     C37N          59  14     0
QSO: 21000 PH 2011-10-29 1735 AA3ZE         59  03     KU5B          59  04     0
QSO: 21000 PH 2011-10-29 1738 AA3ZE         59  03     EB1WW         59  14     0
QSO: 21000 PH 2011-10-29 1740 AA3ZE         59  03     SN3R          59  15     0
QSO: 21000 PH 2011-10-29 1741 AA3ZE         59  03     DL2ARD        59  14     0
QSO: 21000 PH 2011-10-29 1742 AA3ZE         59  03     LX1NO         59  14     0
QSO: 21000 PH 2011-10-29 1743 AA3ZE         59  03     ED5T          59  14     0
QSO: 21000 PH 2011-10-29 1745 AA3ZE         59  03     DR1A          59  14     0
QSO: 21000 PH 2011-10-29 1755 AA3ZE         59  03     KH6MB         59  31     0
QSO: 21000 PH 2011-10-29 1759 AA3ZE         59  03     OK1FPS        59  15     0
QSO: 21000 PH 2011-10-29 1804 AA3ZE         59  03     TM2T          59  14     0
QSO: 21000 PH 2011-10-29 1804 AA3ZE         59  03     LN8W          59  14     0
QSO: 21000 PH 2011-10-29 1808 AA3ZE         59  03     TM4CW         59  14     0
QSO: 21000 PH 2011-10-29 1810 AA3ZE         59  03     KC1XX         59  05     0
QSO: 21000 PH 2011-10-29 1810 AA3ZE         59  03     NR2J          59  05     0
QSO: 21000 PH 2011-10-29 1812 AA3ZE         59  03     W2RE          59  05     0
QSO: 21000 PH 2011-10-29 1814 AA3ZE         59  03     PR5D          59  11     0
QSO: 21000 PH 2011-10-29 1817 AA3ZE         59  03     PJ4T          59  09     0
QSO: 21000 PH 2011-10-29 1821 AA3ZE         59  03     PJ7X          59  08     0
QSO: 21000 PH 2011-10-29 1822 AA3ZE         59  03     EA7LL         59  14     0
QSO: 21000 PH 2011-10-29 1833 AA3ZE         59  03     VE2DXY        59  02     0
QSO: 21000 PH 2011-10-29 1835 AA3ZE         59  03     TM6M          59  14     0
QSO: 21000 PH 2011-10-29 1835 AA3ZE         59  03     EA1WX         59  14     0
QSO: 21000 PH 2011-10-29 1838 AA3ZE         59  03     FY5KE         59  09     0
QSO: 21000 PH 2011-10-29 1847 AA3ZE         59  03     VE7WO         59  03     0
QSO: 21000 PH 2011-10-29 1849 AA3ZE         59  03     VE6JY         59  04     0
QSO: 21000 PH 2011-10-29 1852 AA3ZE         59  03     P40A          59  09     0
QSO: 21000 PH 2011-10-29 1909 AA3ZE         59  03     Z21BB         59  38     0
QSO: 21000 PH 2011-10-29 1912 AA3ZE         59  03     CR2X          59  14     0
QSO: 21000 PH 2011-10-29 1917 AA3ZE         59  03     HI3TEJ        59  08     0
QSO: 21000 PH 2011-10-29 1918 AA3ZE         59  03     K5TR          59  04     0
QSO: 21000 PH 2011-10-29 1926 AA3ZE         59  03     AA4V/VP9      59  05     0
QSO: 21000 PH 2011-10-29 1927 AA3ZE         59  03     K0AP          59  04     0
QSO: 21000 PH 2011-10-29 1929 AA3ZE         59  03     N4WW          59  05     0
QSO: 21000 PH 2011-10-29 1933 AA3ZE         59  03     NP2N          59  08     0
QSO: 21000 PH 2011-10-29 1937 AA3ZE         59  03     VP2MDG        59  08     0
QSO: 21000 PH 2011-10-29 1940 AA3ZE         59  03     V6EX          59  27     0
QSO: 21000 PH 2011-10-29 1945 AA3ZE         59  03     N0IJ          59  04     0
QSO: 21000 PH 2011-10-29 1946 AA3ZE         59  03     YT7AW         59  15     0
QSO: 21000 PH 2011-10-29 1948 AA3ZE         59  03     CS2C          59  14     0
QSO: 21000 PH 2011-10-29 1950 AA3ZE         59  03     VE2NGH        59  05     0
QSO: 21000 PH 2011-10-29 1951 AA3ZE         59  03     VE6EX         59  04     0
QSO: 21000 PH 2011-10-29 1952 AA3ZE         59  03     CR3L          59  33     0
QSO: 21000 PH 2011-10-29 1952 AA3ZE         59  03     VE3RTU        59  04     0
QSO: 21000 PH 2011-10-29 1955 AA3ZE         59  03     N4PN          59  05     0
QSO: 21000 PH 2011-10-29 1956 AA3ZE         59  03     K8WT          59  05     0
QSO: 21000 PH 2011-10-29 1958 AA3ZE         59  03     VE3RM         59  04     0
QSO: 21000 PH 2011-10-29 2130 AA3ZE         59  03     XE1RCS        59  06     0
QSO: 21000 PH 2011-10-29 2150 AA3ZE         59  03     JN1NDY        59  25     0
QSO: 21000 PH 2011-10-29 2154 AA3ZE         59  03     N9RV          59  04     0
QSO: 21000 PH 2011-10-29 2154 AA3ZE         59  03     KV0Q          59  04     0
QSO: 21000 PH 2011-10-29 2155 AA3ZE         59  03     LP1H          59  13     0
QSO: 21000 PH 2011-10-29 2158 AA3ZE         59  03     WA7LT         59  03     0
QSO: 21000 PH 2011-10-29 2159 AA3ZE         59  03     D4C           59  35     0
QSO: 21000 PH 2011-10-29 2201 AA3ZE         59  03     ZD8O          59  36     0
QSO: 21000 PH 2011-10-29 2204 AA3ZE         59  03     TI8M          59  07     0
QSO: 21000 PH 2011-10-29 2206 AA3ZE         59  03     PY1ZV         59  11     0
QSO: 21000 PH 2011-10-29 2210 AA3ZE         59  03     LU2QC         59  13     0
QSO: 21000 PH 2011-10-29 2211 AA3ZE         59  03     W3LPL         59  05     0
QSO: 21000 PH 2011-10-29 2216 AA3ZE         59  03     VQ5X          59  08     0
QSO: 21000 PH 2011-10-29 2218 AA3ZE         59  03     CE4CT         59  12     0
QSO: 21000 PH 2011-10-29 2221 AA3ZE         59  03     JA7RR         59  25     0
QSO: 21000 PH 2011-10-29 2223 AA3ZE         59  03     JR0ETA        59  25     0
QSO: 21000 PH 2011-10-29 2224 AA3ZE         59  03     JA1YPA        59  25     0
QSO: 21000 PH 2011-10-29 2225 AA3ZE         59  03     JM1LPN        59  25     0
QSO: 21000 PH 2011-10-29 2226 AA3ZE         59  03     JR3NZC        59  25     0
QSO: 21000 PH 2011-10-29 2227 AA3ZE         59  03     JA4FHE        59  25     0
QSO: 21000 PH 2011-10-29 2230 AA3ZE         59  03     JA6LCJ        59  25     0
QSO: 21000 PH 2011-10-29 2233 AA3ZE         59  03     VI6NC         59  29     0
QSO: 21000 PH 2011-10-29 2234 AA3ZE         59  03     JF3BFS        59  25     0
QSO: 21000 PH 2011-10-29 2247 AA3ZE         59  03     ZX2B          59  11     0
QSO: 21000 PH 2011-10-29 2248 AA3ZE         59  03     K5RR          59  03     0
QSO: 21000 PH 2011-10-29 2250 AA3ZE         59  03     PT5T          59  11     0
QSO: 21000 PH 2011-10-29 2251 AA3ZE         59  03     TX5A          59  31     0
QSO: 21000 PH 2011-10-29 2252 AA3ZE         59  03     JH1EAQ        59  25     0
QSO: 21000 PH 2011-10-29 2300 AA3ZE         59  03     B7P           59  24     0
QSO: 21000 PH 2011-10-29 2303 AA3ZE         59  03     HC2AQ         59  10     0
QSO: 21000 PH 2011-10-29 2310 AA3ZE         59  03     YE0X          59  28     0
QSO: 21000 PH 2011-10-29 2312 AA3ZE         59  03     WH7M          59  31     0
QSO: 21000 PH 2011-10-29 2317 AA3ZE         59  03     VR2EH         59  24     0
QSO: 21000 PH 2011-10-29 2329 AA3ZE         59  03     BY4IO         59  24     0
QSO: 21000 PH 2011-10-29 2337 AA3ZE         59  03     HQ9R          59  07     0
QSO: 21000 PH 2011-10-29 2338 AA3ZE         59  03     RW0CWA        59  19     0
QSO: 21000 PH 2011-10-29 2342 AA3ZE         59  03     JA3NTE        59  25     0
QSO: 21000 PH 2011-10-29 2343 AA3ZE         59  03     NH6WZ         59  31     0
QSO: 21000 PH 2011-10-29 2345 AA3ZE         59  03     K1RX          59  05     0
QSO: 21000 PH 2011-10-29 2349 AA3ZE         59  03     AL1G          59  01     0
QSO: 21000 PH 2011-10-29 2353 AA3ZE         59  03     XV9DX         59  26     0
QSO: 21000 PH 2011-10-29 2354 AA3ZE         59  03     JM4WUZ        59  25     0
QSO: 21000 PH 2011-10-30 0003 AA3ZE         59  03     JA6BZI        59  25     0
QSO: 21000 PH 2011-10-30 0004 AA3ZE         59  03     UA0ZS         59  19     0
QSO: 21000 PH 2011-10-30 0007 AA3ZE         59  03     LS1D          59  13     0
QSO: 21000 PH 2011-10-30 0008 AA3ZE         59  03     JQ1BVI        59  25     0
QSO: 21000 PH 2011-10-30 0009 AA3ZE         59  03     JH4UTP        59  25     0
QSO: 21000 PH 2011-10-30 0009 AA3ZE         59  03     JL3RNZ        59  25     0
QSO: 21000 PH 2011-10-30 0010 AA3ZE         59  03     9M8Z          59  28     0
QSO: 21000 PH 2011-10-30 0011 AA3ZE         59  03     KH7X          59  31     0
QSO: 21000 PH 2011-10-30 0021 AA3ZE         59  03     PW2D          59  11     0
QSO: 21000 PH 2011-10-30 0023 AA3ZE         59  03     LU1MA         59  13     0
QSO: 21000 PH 2011-10-30 0024 AA3ZE         59  03     PS2T          59  11     0
QSO: 21000 PH 2011-10-30 0031 AA3ZE         59  03     JT1RF         59  23     0
QSO: 21000 PH 2011-10-30 0043 AA3ZE         59  03     KL7RA         59  01     0
QSO: 21000 PH 2011-10-30 0055 AA3ZE         59  03     RC0F          59  19     0
QSO: 21000 PH 2011-10-30 0056 AA3ZE         59  03     JA2KSI        59  25     0
QSO: 21000 PH 2011-10-30 0057 AA3ZE         59  03     JA2AXB        59  25     0
QSO: 21000 PH 2011-10-30 0102 AA3ZE         59  03     A52AB         59  22     0
QSO: 21000 PH 2011-10-30 0109 AA3ZE         59  03     JA1QXY        59  25     0
QSO: 21000 PH 2011-10-30 0110 AA3ZE         59  03     JR1MQT        59  25     0
QSO: 21000 PH 2011-10-30 0112 AA3ZE         59  03     VE6SV         59  04     0
QSO: 21000 PH 2011-10-30 0113 AA3ZE         59  03     K8AZ          59  04     0
QSO: 21000 PH 2011-10-30 0126 AA3ZE         59  03     DU1VHY        59  27     0
QSO: 21000 PH 2011-10-30 0129 AA3ZE         59  03     ZM4T          59  32     0
QSO: 21000 PH 2011-10-30 0133 AA3ZE         59  03     JE2OTM        59  25     0
QSO: 21000 PH 2011-10-30 0134 AA3ZE         59  03     JH0NEC        59  25     0
QSO: 21000 PH 2011-10-30 0135 AA3ZE         59  03     JR4VEV        59  25     0
QSO: 21000 PH 2011-10-30 0139 AA3ZE         59  03     JA3EY         59  25     0
QSO: 21000 PH 2011-10-30 0139 AA3ZE         59  03     JA1OVD        59  25     0
QSO: 21000 PH 2011-10-30 0141 AA3ZE         59  03     JI2ZJS        59  25     0
QSO: 21000 PH 2011-10-30 0141 AA3ZE         59  03     JA7YRR        59  25     0
QSO: 21000 PH 2011-10-30 0142 AA3ZE         59  03     JS3CTQ        59  25     0
QSO: 21000 PH 2011-10-30 0145 AA3ZE         59  03     JR3RIY        59  25     0
QSO: 21000 PH 2011-10-30 0147 AA3ZE         59  03     JT5DX         59  23     0
QSO: 21000 PH 2011-10-30 0149 AA3ZE         59  03     9M2SM         59  28     0
QSO: 21000 PH 2011-10-30 0151 AA3ZE         59  03     YI1LA         59  21     0
QSO: 21000 PH 2011-10-30 0153 AA3ZE         59  03     R0AA          59  18     0
QSO: 21000 PH 2011-10-30 0154 AA3ZE         59  03     JH3CUL        59  25     0
QSO: 21000 PH 2011-10-30 0156 AA3ZE         59  03     JA8RWU        59  25     0
QSO: 21000 PH 2011-10-30 0200 AA3ZE         59  03     AH2R          59  27     0
QSO: 21000 PH 2011-10-30 0203 AA3ZE         59  03     JO1COV        59  25     0
QSO: 21000 PH 2011-10-30 0204 AA3ZE         59  03     JO3DDD        59  25     0
QSO: 21000 PH 2011-10-30 0204 AA3ZE         59  03     JA0JHA        59  25     0
QSO: 21000 PH 2011-10-30 0205 AA3ZE         59  03     JR7DXE        59  25     0
QSO: 21000 PH 2011-10-30 0207 AA3ZE         59  03     RA0FF         59  19     0
QSO: 21000 PH 2011-10-30 0207 AA3ZE         59  03     JA5FDJ        59  25     0
QSO: 21000 PH 2011-10-30 0209 AA3ZE         59  03     JE1SFX        59  25     0
QSO: 21000 PH 2011-10-30 0211 AA3ZE         59  03     JA3YBK        59  25     0
QSO: 21000 PH 2011-10-30 0212 AA3ZE         59  03     JL3VUL        59  25     0
QSO: 21000 PH 2011-10-30 1824 AA3ZE         59  03     G3TBK         59  14     0
QSO: 21000 PH 2011-10-30 1826 AA3ZE         59  03     F6IGS         59  14     0
QSO: 21000 PH 2011-10-30 1830 AA3ZE         59  03     9A1P          59  15     0
QSO: 21000 PH 2011-10-30 1832 AA3ZE         59  03     PI4DX         59  14     0
QSO: 21000 PH 2011-10-30 1834 AA3ZE         59  03     IR4X          59  15     0
QSO: 21000 PH 2011-10-30 1835 AA3ZE         59  03     TM1E          59  14     0
QSO: 21000 PH 2011-10-30 1849 AA3ZE         59  03     SO8A          59  15     0
QSO: 21000 PH 2011-10-30 1851 AA3ZE         59  03     S53EO         59  15     0
QSO: 21000 PH 2011-10-30 1852 AA3ZE         59  03     LA9DAA        59  14     0
QSO: 21000 PH 2011-10-30 1858 AA3ZE         59  03     S53MM         59  15     0
QSO: 21000 PH 2011-10-30 1859 AA3ZE         59  03     OK8YD         59  15     0
QSO: 21000 PH 2011-10-30 1901 AA3ZE         59  03     OL1X          59  15     0
QSO: 21000 PH 2011-10-30 1904 AA3ZE         59  03     OL1C          59  15     0
QSO: 21000 PH 2011-10-30 1907 AA3ZE         59  03     DL7ON         59  14     0
QSO: 21000 PH 2011-10-30 1910 AA3ZE         59  03     EA5URT        59  14     0
QSO: 21000 PH 2011-10-30 1912 AA3ZE         59  03     DQ4W          59  14     0
QSO: 21000 PH 2011-10-30 1915 AA3ZE         59  03     EE2W          59  14     0
QSO: 21000 PH 2011-10-30 1919 AA3ZE         59  03     VE6LB         59  04     0
QSO: 21000 PH 2011-10-30 1921 AA3ZE         59  03     K3PP          59  05     0
QSO: 21000 PH 2011-10-30 1925 AA3ZE         59  03     G5W           59  14     0
QSO: 21000 PH 2011-10-30 1926 AA3ZE         59  03     HI3K          59  08     0
QSO: 21000 PH 2011-10-30 1927 AA3ZE         59  03     OT5A          59  14     0
QSO: 21000 PH 2011-10-30 1930 AA3ZE         59  03     CR6K          59  14     0
QSO: 21000 PH 2011-10-30 1933 AA3ZE         59  03     DL1IAO        59  14     0
QSO: 21000 PH 2011-10-30 1935 AA3ZE         59  03     TM7X          59  14     0
QSO: 21000 PH 2011-10-30 1940 AA3ZE         59  03     PJ2T          59  09     0
QSO: 21000 PH 2011-10-30 1944 AA3ZE         59  03     MM0AMW        59  14     0
QSO: 21000 PH 2011-10-30 1945 AA3ZE         59  03     ZF2AH         59  08     0
QSO: 21000 PH 2011-10-30 1947 AA3ZE         59  03     OK7O          59  15     0
QSO: 21000 PH 2011-10-30 1949 AA3ZE         59  03     NE3F          59  05     0
QSO: 21000 PH 2011-10-30 1953 AA3ZE         59  03     VY2TT         59  05     0
QSO: 21000 PH 2011-10-30 1953 AA3ZE         59  03     DP6T          59  14     0
QSO: 21000 PH 2011-10-30 1955 AA3ZE         59  03     OK1CDJ        59  15     0
QSO: 21000 PH 2011-10-30 1957 AA3ZE         59  03     DL6EZ         59  14     0
QSO: 21000 PH 2011-10-30 1958 AA3ZE         59  03     VO1MP         59  05     0
QSO: 21000 PH 2011-10-30 2004 AA3ZE         59  03     DJ4PT         59  14     0
QSO: 21000 PH 2011-10-30 2006 AA3ZE         59  03     DJ7WW         59  14     0
QSO: 21000 PH 2011-10-30 2007 AA3ZE         59  03     LN3Z          59  14     0
QSO: 21000 PH 2011-10-30 2011 AA3ZE         59  03     VP9I          59  05     0
QSO: 21000 PH 2011-10-30 2016 AA3ZE         59  03     EI7M          59  14     0
QSO: 21000 PH 2011-10-30 2024 AA3ZE         59  03     PW7T          59  11     0
QSO: 21000 PH 2011-10-30 2024 AA3ZE         59  03     CS5DX         59  14     0
QSO: 21000 PH 2011-10-30 2032 AA3ZE         59  03     OZ7X          59  14     0
QSO: 21000 PH 2011-10-30 2034 AA3ZE         59  03     EA8ZS         59  33     0
QSO: 21000 PH 2011-10-30 2148 AA3ZE         59  03     VP5T          59  08     0
QSO: 21000 PH 2011-10-30 2151 AA3ZE         59  03     PZ5MM         59  09     0
QSO: 21000 PH 2011-10-30 2209 AA3ZE         59  03     KC8OYK        59  03     0
QSO: 21000 PH 2011-10-30 2215 AA3ZE         59  03     W0AIH         59  04     0
QSO: 21000 PH 2011-10-30 2217 AA3ZE         59  03     VE3OI         59  04     0
QSO: 21000 PH 2011-10-30 2226 AA3ZE         59  03     K0HA          59  04     0
QSO: 21000 PH 2011-10-30 2230 AA3ZE         59  03     P43E          59  09     0
QSO: 21000 PH 2011-10-30 2235 AA3ZE         59  03     FM5DN         59  08     0
QSO: 21000 PH 2011-10-30 2253 AA3ZE         59  03     3XY1D         59  35     0
QSO: 21000 PH 2011-10-30 2308 AA3ZE         59  03     E2E           59  26     0
QSO: 21000 PH 2011-10-30 2331 AA3ZE         59  03     BY5CD         59  24     0
QSO: 21000 PH 2011-10-30 2337 AA3ZE         59  03     LT1F          59  13     0
QSO: 21000 PH 2011-10-30 2339 AA3ZE         59  03     PR5B          59  11     0
QSO: 21000 PH 2011-10-30 2349 AA3ZE         59  03     JA0FVU        59  25     0
QSO: 21000 PH 2011-10-30 2352 AA3ZE         59  03     VE7XF         59  03     0
QSO: 21000 PH 2011-10-30 2354 AA3ZE         59  03     SJ2W          59  14     0
QSO: 21000 PH 2011-10-30 2356 AA3ZE         59  03     RA0JBL        59  19     0
QSO: 21000 PH 2011-10-30 2357 AA3ZE         59  03     LW3EWZ        59  13     0
QSO: 21000 PH 2011-10-30 2358 AA3ZE         59  03     YV5ER         59  09     0
QSO: 21000 PH 2011-10-30 2359 AA3ZE         59  03     JQ1QKK        59  25     0
QSO: 21000 PH 2011-10-30 2359 AA3ZE         59  03     7K4XNN        59  25     0
QSO: 21000 PH 2011-10-30 2359 AA3ZE         59  03     VA3AR         59  04     0
END-OF-LOG:
