START-OF-LOG: 3.0
CALLSIGN: LZ1VPS
CLUB: TRC
CLAIMED-SCORE:
OPERATORS: LZ1VPS
NAME: Vasil Stankov
CREATED-BY: HAND, TIME IS UTC, PLEASE EXCUSE ME IF ERRORS PERSISTS
QSO: 21376 PH 2011-10-29 1150 LZ1VPS 59 20 DG3FK  59 14
QSO: 21392 PH 2011-10-29 1155 LZ1VPS 59 20 OL9M   59 15
QSO: 21404 PH 2011-10-29 1158 LZ1VPS 59 20 IR4X   59 15
QSO: 21410 PH 2011-10-29 1159 LZ1VPS 59 20 LX1NO  59 14
QSO: 21420 PH 2011-10-29 1201 LZ1VPS 59 20 RN4HFJ 59 16
QSO: 21439 PH 2011-10-29 1202 LZ1VPS 59 20 DL5RDP 59 14
QSO: 28258 PH 2011-10-29 1215 LZ1VPS 59 20 UA4PAN 59 16
QSO: 7141  PH 2011-10-29 1223 LZ1VPS 59 20 YT8A   59 15
QSO: 14147 PH 2011-10-29 1227 LZ1VPS 59 20 EB1WW  59 14
QSO: 14167 PH 2011-10-29 1229 LZ1VPS 59 20 RM4HZ  59 16
QSO: 14180 PH 2011-10-29 1231 LZ1VPS 59 20 S5S7   59 15
QSO: 14205 PH 2011-10-29 1233 LZ1VPS 59 20 HJ4F   59 15
QSO: 14220 PH 2011-10-29 1235 LZ1VPS 59 20 9A1A   59 15
QSO: 14238 PH 2011-10-29 1238 LZ1VPS 59 20 ES5RW  59 15
QSO: 14301 PH 2011-10-29 1244 LZ1VPS 59 20 OL9Z   59 15
QSO: 14305 PH 2011-10-29 1247 LZ1VPS 59 20 OJ2A   59 15
QSO: 14324 PH 2011-10-29 1249 LZ1VPS 59 20 RA3RIU 59 16
QSO: 7105  PH 2011-10-29 1252 LZ1VPS 59 20 YT7A   59 15
QSO: 28479 PH 2011-10-29 1255 LZ1VPS 59 20 OJ3E   59 15
QSO: 7139  PH 2011-10-29 1437 LZ1VPS 59 20 US0HZ  59 16
QSO: 7142  PH 2011-10-29 1438 LZ1VPS 59 20 YT8A   59 15
QSO: 7151  PH 2011-10-29 1439 LZ1VPS 59 20 EU1A   59 16
QSO: 7167  PH 2011-10-29 1443 LZ1VPS 59 20 4L0A   59 21
QSO: 14111 PH 2011-10-29 1447 LZ1VPS 59 20 4X2M   59 20
QSO: 14224 PH 2011-10-29 1517 LZ1VPS 59 20 IO8V   59 15
QSO: 14238 PH 2011-10-29 1519 LZ1VPS 59 20 ES5RW  59 15
QSO: 14272 PH 2011-10-29 1520 LZ1VPS 59 20 RN3F   59 16
QSO: 14300 PH 2011-10-29 1523 LZ1VPS 59 20 SP5GRM 59 15
QSO: 14325 PH 2011-10-29 1551 LZ1VPS 59 20 ED1T   59 14
QSO: 3753  PH 2011-10-29 1555 LZ1VPS 59 20 Z48CM  59 20
QSO: 7137  PH 2011-10-29 1600 LZ1VPS 59 20 HA8PH  59 15
QSO: 14136 PH 2011-10-29 1603 LZ1VPS 59 20 UA4CNZ 59 16
QSO: 14264 PH 2011-10-29 1607 LZ1VPS 59 20 DQAM   59 14
QSO: 14271 PH 2011-10-29 1609 LZ1VPS 59 20 OE9R   59 15
QSO: 14289 PH 2011-10-29 1612 LZ1VPS 59 20 RM3Q   59 16
QSO: 3780  PH 2011-10-30 0426 LZ1VPS 59 20 E7DX   59 15
QSO: 3787  PH 2011-10-30 0427 LZ1VPS 59 20 DFSHQ  59 14
QSO: 3792  PH 2011-10-30 0429 LZ1VPS 59 20 9A1P   59 15
QSO: 7054  PH 2011-10-30 0431 LZ1VPS 59 20 SO8N   59 15
QSO: 7119  PH 2011-10-30 0433 LZ1VPS 59 20 OE5T   59 15
QSO: 14171 PH 2011-10-30 0443 LZ1VPS 59 20 RN6HCW 59 16
QSO: 14186 PH 2011-10-30 0444 LZ1VPS 59 20 RW4PL  59 16
QSO: 14210 PH 2011-10-30 0446 LZ1VPS 59 20 UA9CDV 59 17
QSO: 14249 PH 2011-10-30 0449 LZ1VPS 59 20 R5JA   59 16
QSO: 14260 PH 2011-10-30 0451 LZ1VPS 59 20 OM5A   59 15
QSO: 14262 PH 2011-10-30 0453 LZ1VPS 59 20 RZ4CWW 59 16
QSO: 3800  PH 2011-10-30 0501 LZ1VPS 59 20 SP3GEM 59 15
QSO: 3797  PH 2011-10-30 0503 LZ1VPS 59 20 IV3KFB 59 15
QSO: 3775  PH 2011-10-30 0505 LZ1VPS 59 20 OM7M   59 15
QSO: 7094  PH 2011-10-30 0541 LZ1VPS 59 20 UY2UA  59 16
QSO: 7104  PH 2011-10-30 0543 LZ1VPS 59 20 SW6X   59 15
QSO: 7108  PH 2011-10-30 0544 LZ1VPS 59 20 YT7A   59 14
QSO: 7144  PH 2011-10-30 0548 LZ1VPS 59 20 LY4T   59 15
QSO: 7162  PH 2011-10-30 0553 LZ1VPS 59 20 IO5O   59 15
QSO: 7174  PH 2011-10-30 0554 LZ1VPS 59 20 DQ4W   59 14
QSO: 7200  PH 2011-10-30 0558 LZ1VPS 59 20 E7DX   59 15
QSO: 14128 PH 2011-10-30 0601 LZ1VPS 59 20 IZ2JQP 59 15
QSO: 14134 PH 2011-10-30 0603 LZ1VPS 59 20 RL6M   59 16
QSO: 14139 PH 2011-10-30 0604 LZ1VPS 59 20 RM4HZ  59 16
QSO: 14142 PH 2011-10-30 0606 LZ1VPS 59 20 RA9AU  59 17
QSO: 14144 PH 2011-10-30 0606 LZ1VPS 59 20 RW4WA  59 16
QSO: 14165 PH 2011-10-30 0609 LZ1VPS 59 20 F8ARK  59 14
QSO: 14168 PH 2011-10-30 0611 LZ1VPS 59 20 9A1P   59 15
QSO: 14207 PH 2011-10-30 0617 LZ1VPS 59 20 IR4M   59 15
QSO: 14215 PH 2011-10-30 0618 LZ1VPS 59 20 IZ6ERS 59 15
QSO: 14139 PH 2011-10-30 0604 LZ1VPS 59 20 RM4HZ  59 16
QSO: 14222 PH 2011-10-30 0619 LZ1VPS 59 20 OE8Q   59 15
QSO: 14254 PH 2011-10-30 0623 LZ1VPS 59 20 T70A   59 15
QSO: 14260 PH 2011-10-30 0626 LZ1VPS 59 20 DR1A   59 14
QSO: 14274 PH 2011-10-30 0628 LZ1VPS 59 20 LX7I   59 14
QSO: 14324 PH 2011-10-30 0633 LZ1VPS 59 20 UX7K   59 16
QSO: 28700 PH 2011-10-30 0909 LZ1VPS 59 20 EA7ZY  59 14
QSO: 28620 PH 2011-10-30 0912 LZ1VPS 59 20 RN1ON  59 16
QSO: 28561 PH 2011-10-30 0914 LZ1VPS 59 20 UA3TCJ 59 14
END-OF-LOG:
