START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: R3FC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R3FC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2018.
QSO: 14021 CW 2018-08-04 1425 R3FC          599 80 M7K           599 14
QSO: 14020 CW 2018-08-04 1709 R3FC          599 80 RA6CA         599 84
QSO: 14021 CW 2018-08-04 1711 R3FC          599 80 SM6M          599 81
QSO: 14023 CW 2018-08-04 1711 R3FC          599 80 SN1T          599 70
QSO: 14024 CW 2018-08-04 1713 R3FC          599 80 YQ6A          599 74
QSO: 14031 CW 2018-08-04 1716 R3FC          599 80 SD6M          599 99
QSO: 14033 CW 2018-08-04 1717 R3FC          599 80 GU3HFN        599 02
QSO: 14035 CW 2018-08-04 1718 R3FC          599 80 LY2MM         599 70
QSO: 14039 CW 2018-08-04 1719 R3FC          599 80 LY4T          599 77
QSO: 14040 CW 2018-08-04 1722 R3FC          599 70 YL2BJ         599 72
QSO: 14042 CW 2018-08-04 1723 R3FC          599 80 YT2T          599 98
QSO: 14046 CW 2018-08-04 1723 R3FC          599 80 S52ZW         599 80
QSO: 14048 CW 2018-08-04 1724 R3FC          599 80 SM0Q          599 83
QSO: 14051 CW 2018-08-04 1725 R3FC          599 80 EA5FIV        599 00
QSO: 14052 CW 2018-08-04 1726 R3FC          599 80 F4VSQ         599 99
QSO: 14003 CW 2018-08-04 1730 R3FC          599 80 EA2OT         599 03
QSO: 14010 CW 2018-08-04 1741 R3FC          599 80 S50D          599 71
QSO: 14000 CW 2018-08-04 1743 R3FC          599 80 R6AJ          599 72
QSO: 14013 CW 2018-08-04 1744 R3FC          599 80 RZ1OA         599 83
QSO: 14014 CW 2018-08-04 1745 R3FC          599 80 LZ8E          599 81
QSO: 14016 CW 2018-08-04 1747 R3FC          599 80 S57AW         599 87
QSO: 14019 CW 2018-08-04 1748 R3FC          599 80 LA8HGA        599 88
QSO: 14022 CW 2018-08-04 1750 R3FC          599 80 DL1EAL        599 78
QSO: 14024 CW 2018-08-04 1752 R3FC          599 80 EA3KU         599 79
QSO: 14000 CW 2018-08-04 1754 R3FC          599 80 RU6AV         599 67
QSO: 14029 CW 2018-08-04 1755 R3FC          599 80 UI2K          599 82
QSO: 14033 CW 2018-08-04 1758 R3FC          599 80 DF4XX         599 77
QSO: 14034 CW 2018-08-04 1759 R3FC          599 80 OL5Y          599 84
QSO: 14039 CW 2018-08-04 1801 R3FC          599 80 UA6GF         599 74
QSO: 14042 CW 2018-08-04 1802 R3FC          599 80 EA7TH         599 73
QSO: 14000 CW 2018-08-04 1806 R3FC          599 80 LC5A          599 79
QSO: 14005 CW 2018-08-04 1807 R3FC          599 80 4U1A          599 77
QSO: 14007 CW 2018-08-04 1809 R3FC          599 80 IT9CLN        599 11
QSO: 14021 CW 2018-08-04 1815 R3FC          599 80 SM5CSS        599 60
QSO: 14028 CW 2018-08-04 1823 R3FC          599 80 I2VXJ         599 77
QSO: 14000 CW 2018-08-04 1827 R3FC          599 80 UY0ZG         599 86
QSO: 14043 CW 2018-08-04 1830 R3FC          599 89 RT6N          599 88
QSO: 14043 CW 2018-08-04 1843 R3FC          599 80 S53O          599 72
QSO: 14048 CW 2018-08-04 1844 R3FC          599 80 PA4O          599 99
QSO: 14000 CW 2018-08-04 1850 R3FC          599 80 SD1A          599 89
QSO: 14002 CW 2018-08-04 1850 R3FC          599 80 LY2K          599 79
QSO: 14016 CW 2018-08-04 1854 R3FC          599 80 DL5KUD        599 93
QSO: 14018 CW 2018-08-04 1855 R3FC          599 80 DL6KVA        599 84
QSO: 14022 CW 2018-08-04 1858 R3FC          599 80 RK4FD         599 79
QSO: 14027 CW 2018-08-04 1859 R3FC          599 80 R7CD          599 80
QSO: 14031 CW 2018-08-04 1903 R3FC          599 80 SZ1A          599 85
QSO: 14031 CW 2018-08-04 1904 R3FC          599 80 SZ1A          599 85
QSO: 14032 CW 2018-08-04 1912 R3FC          599 80 OM3ZWA        599 69
QSO: 14032 CW 2018-08-04 1914 R3FC          599 80 MM2N          599 05
QSO: 14000 CW 2018-08-04 1918 R3FC          599 80 UA4PAQ        599 84
QSO: 14000 CW 2018-08-04 1920 R3FC          599 80 G3L           599 56
QSO: 14025 CW 2018-08-04 1921 R3FC          599 80 MU0FAL        599 97
QSO: 14000 CW 2018-08-04 1935 R3FC          599 80 DL9LM         599 48
QSO: 14009 CW 2018-08-04 1937 R3FC          599 80 SM2T          599 72
QSO: 14000 CW 2018-08-04 1938 R3FC          599 80 Z33B          599 73
QSO: 14013 CW 2018-08-04 1940 R3FC          599 80 LY2BKT        599 82
QSO: 14022 CW 2018-08-04 1944 R3FC          599 80 RW4WA         599 78
QSO: 14024 CW 2018-08-04 1946 R3FC          599 80 LA0CX         599 64
QSO: 14026 CW 2018-08-04 1946 R3FC          599 80 OH8MJ         599 80
QSO: 14000 CW 2018-08-04 1947 R3FC          599 80 IT9CKA        599 87
QSO: 14032 CW 2018-08-04 1955 R3FC          599 80 DK2OY         599 67
QSO: 14035 CW 2018-08-04 1955 R3FC          599 80 DF5RF         599 81
QSO: 14037 CW 2018-08-04 1957 R3FC          599 80 HB9CPS        599 70
QSO: 14037 CW 2018-08-04 2001 R3FC          599 80 IK8UND        599 93
QSO: 14038 CW 2018-08-04 2003 R3FC          599 80 I3VJW         599 75
QSO: 14039 CW 2018-08-04 2005 R3FC          599 80 IT9RGY        599 05
QSO: 14007 CW 2018-08-04 2014 R3FC          599 80 EA1AOQ        599 93
QSO: 14012 CW 2018-08-04 2015 R3FC          599 80 LY2F          599 72
QSO: 14012 CW 2018-08-04 2016 R3FC          599 80 SE5E          599 76
QSO: 14013 CW 2018-08-04 2017 R3FC          599 80 SO3O          599 08
QSO: 14021 CW 2018-08-04 2020 R3FC          599 80 PA3DBS        599 82
QSO: 14000 CW 2018-08-04 2021 R3FC          599 80 DJ0IF         599 73
QSO: 14025 CW 2018-08-04 2022 R3FC          599 80 I2WIJ         599 73
QSO: 14028 CW 2018-08-04 2024 R3FC          599 80 RT5C          599 89
QSO: 14015 CW 2018-08-04 2026 R3FC          599 80 OM3IAG        599 68
QSO: 14018 CW 2018-08-04 2028 R3FC          599 80 DJ7MH         599 12
QSO: 14014 CW 2018-08-04 2032 R3FC          599 80 YL9T          599 89
END-OF-LOG:
