START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: AI6O
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AI6O
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 21031 CW 2025-09-20 1236 AI6O          599 SC7DX         599 54
QSO: 21031 CW 2025-09-20 1327 AI6O          599 23 SM5IMO        599 99
QSO: 21035 CW 2025-09-20 1330 AI6O          599 24 SM5EPO        599 68
QSO: 21038 CW 2025-09-20 1331 AI6O          599 25 OH7K          599 141
QSO: 21040 CW 2025-09-20 1332 AI6O          599 26 LC5T          599 179
QSO: 21046 CW 2025-09-20 1333 AI6O          599 27 OH8MBN        599 86
QSO: 21049 CW 2025-09-20 1334 AI6O          599 28 OH7KBF        599 39
QSO: 28009 CW 2025-09-20 1338 AI6O          599 29 OZ8SW         599 59
QSO: 28015 CW 2025-09-20 1341 AI6O          599 30 OG1F          599 239
QSO: 28016 CW 2025-09-20 1344 AI6O          599 31 OH5Z          599 289
QSO: 28017 CW 2025-09-20 1344 AI6O          599 32 OI5AY         599 150
QSO: 28019 CW 2025-09-20 1345 AI6O          599 33 SM5CSS        599 159
QSO: 28020 CW 2025-09-20 1346 AI6O          599 34 SD6M          599 166
QSO: 28021 CW 2025-09-20 1347 AI6O          599 35 OZ5W          599 114
QSO: 28022 CW 2025-09-20 1347 AI6O          599 36 OH6CT         599 185
QSO: 28024 CW 2025-09-20 1349 AI6O          599 37 SE8X          599 16
QSO: 28028 CW 2025-09-20 1352 AI6O          599 38 OZ1IKY        599 154
QSO: 28031 CW 2025-09-20 1352 AI6O          599 39 SE5T          599 181
QSO: 28000 CW 2025-09-20 1355 AI6O          599 40 SM6NT         599 110
QSO: 28000 CW 2025-09-20 1356 AI6O          599 41 SF6W          599 126
QSO: 28000 CW 2025-09-20 1357 AI6O          599 42 SM6EAN        599 121
QSO: 28042 CW 2025-09-20 1358 AI6O          599 43 OH7K          599 119
QSO: 28043 CW 2025-09-20 1359 AI6O          599 44 SJ2W          599 322
QSO: 28010 CW 2025-09-20 1406 AI6O          599 45 SB7S          599 51
QSO: 28011 CW 2025-09-20 1407 AI6O          599 46 SE0X          599 164
QSO: 28012 CW 2025-09-20 1407 AI6O          599 47 SD6O          599 203
QSO: 28000 CW 2025-09-20 1410 AI6O          599 48 LA9OI         599 198
QSO: 28020 CW 2025-09-20 1412 AI6O          599 49 5Q6EE         599 162
QSO: 28022 CW 2025-09-20 1416 AI6O          599 50 SE6K          599 52
QSO: 28025 CW 2025-09-20 1417 AI6O          599 51 SC7DX         599 67
QSO: 28026 CW 2025-09-20 1418 AI6O          599 52 SK3W          599 148
QSO: 28028 CW 2025-09-20 1419 AI6O          599 53 OH3FM         599 250
QSO: 28035 CW 2025-09-20 1450 AI6O          599 54 OH0V          599 392
QSO: 28043 CW 2025-09-20 1451 AI6O          599 56 SA0IAT        599 144
QSO: 28000 CW 2025-09-20 1455 AI6O          599 57 OH7MFO        599 84
QSO: 28006 CW 2025-09-20 1458 AI6O          599 58 SM6F          599 205
QSO: 28012 CW 2025-09-20 1459 AI6O          599 59 OZ1AAR        599 187
QSO: 28020 CW 2025-09-20 1511 AI6O          599 60 OH6OS         599 280
QSO: 28024 CW 2025-09-20 1514 AI6O          599 61 LC4C          599 32
QSO: 28028 CW 2025-09-20 1515 AI6O          599 62 OH2BBT        599 52
QSO: 28032 CW 2025-09-20 1516 AI6O          599 64 SM6EAT        599 120
QSO: 28037 CW 2025-09-20 1519 AI6O          599 66 SM6M          599 389
QSO: 21007 CW 2025-09-20 1521 AI6O          599 67 SD6F          599 224
QSO: 21008 CW 2025-09-20 1521 AI6O          599 68 OH2XX         599 421
QSO: 21009 CW 2025-09-20 1522 AI6O          599 69 OH8Z          599 360
QSO: 21012 CW 2025-09-20 1523 AI6O          599 70 OH6RX         599 415
QSO: 21013 CW 2025-09-20 1523 AI6O          599 71 LA8OM         599 371
QSO: 21019 CW 2025-09-20 1530 AI6O          599 72 OI5AY         599 188
QSO: 21023 CW 2025-09-20 1530 AI6O          599 73 OH8WW         599 334
QSO: 21022 CW 2025-09-20 1553 AI6O          599 74 OF9X          599 429
QSO: 21037 CW 2025-09-20 1557 AI6O          599 75 SK7AX         599 135
QSO: 21010 CW 2025-09-20 1559 AI6O          599 76 OZ8SW         599 172
QSO: 28010 CW 2025-09-20 1605 AI6O          599 77 TF3W          599 560
QSO: 28014 CW 2025-09-20 1605 AI6O          599 78 LA8OM         599 424
QSO: 21007 CW 2025-09-20 1655 AI6O          599 80 TF3W          599 634
QSO: 21000 CW 2025-09-20 1657 AI6O          599 81 SM5INC        599 348
QSO: 21019 CW 2025-09-20 1657 AI6O          599 82 SF1Z          599 42
QSO: 21033 CW 2025-09-20 1658 AI6O          599 83 SE5T          599 457
QSO: 21000 CW 2025-09-20 1659 AI6O          599 84 SM6EAN        599 331
QSO: 14013 CW 2025-09-20 2023 AI6O          599 85 OH2BKX        599 412
QSO: 14024 CW 2025-09-20 2025 AI6O          599 86 OZ5W          599 411
QSO: 14026 CW 2025-09-20 2027 AI6O          599 87 SM6M          599 890
QSO: 14000 CW 2025-09-20 2029 AI6O          599 89 OF60AP        599 535
QSO: 14035 CW 2025-09-20 2029 AI6O          599 88 OH8L          599 584
QSO: 14007 CW 2025-09-20 2032 AI6O          599 90 OH6RX         599 932
QSO: 14029 CW 2025-09-20 2037 AI6O          599 92 OH1RX         599 407
QSO: 14032 CW 2025-09-20 2038 AI6O          599 93 SK3GM         599 206
QSO: 14032 CW 2025-09-20 2041 AI6O          599 94 SE5E          599 1094
QSO: 21019 CW 2025-09-20 2042 AI6O          599 95 SJ2W          599 1137
QSO: 21028 CW 2025-09-20 2044 AI6O          599 96 OH3MZ         599 438
QSO: 21031 CW 2025-09-20 2045 AI6O          599 97 OH8Z          599 591
QSO: 14025 CW 2025-09-20 2052 AI6O          599 98 SM6NT         599 410
QSO: 14029 CW 2025-09-20 2054 AI6O          599 9 OH7K          599 616
QSO: 14004 CW 2025-09-20 2057 AI6O          599 100 SF1Z          599 157
QSO: 14008 CW 2025-09-20 2058 AI6O          599 101 OH2XX         599 983
QSO: 14009 CW 2025-09-20 2059 AI6O          599 112 SJ2W          599 1160
QSO: 14028 CW 2025-09-20 2103 AI6O          599 103 OG9E          599 550
QSO: 14041 CW 2025-09-20 2109 AI6O          599 104 OH0V          599 1118
QSO:  7025 CW 2025-09-21 0237 AI6O          599 105 OG1F          599 1395
QSO:  7022 CW 2025-09-21 0238 AI6O          599 106 OZ5W          599 614
QSO:  7013 CW 2025-09-21 0241 AI6O          599 107 OH5Z          599 1483
QSO:  7017 CW 2025-09-21 0244 AI6O          599 108 SK3W          599 511
END-OF-LOG:
